,C.DCE,M.DCE,index,c_standard,m_standard,index_standard,,C,M,,,,,"corr(c,index)","corr(m,index)","corr(c,m)"
2008/11/4,1635,2673,852.5237046,1.175413372,1.11514393,0.852523705,,1123.672122,2235.778114,,,,,,,
2008/11/5,1632,2633.6,850.0625705,1.17325665,1.098706717,0.850062571,,1121.610338,2219.408255,,,,,,,
2008/11/6,1620,2509.2,835.7579283,1.164629763,1.046808511,0.835757928,,1113.363203,2134.974245,,,,,,,
2008/11/7,1626,2513,841.5846052,1.168943206,1.048393826,0.841584605,,1117.486771,2165.129249,,,,,,,
2008/11/10,1637,2579,852.4607621,1.176851186,1.075928244,0.852460762,,1125.046645,2221.99297,,,,,,,
2008/11/11,1615,2521,838.5356022,1.161035226,1.051731331,0.838535602,,1109.926897,2172.021821,,,,,,,
2008/11/12,1604,2540,836.6500951,1.153127247,1.059657906,0.836650095,,1102.367024,2188.39168,,,,,,,
2008/11/13,1582,2525,827.2731463,1.137311287,1.053400083,0.827273146,,1087.247276,2175.468107,,,,,,,
2008/11/14,1583,2537,828.8965219,1.138030194,1.058406341,0.828896522,,1087.934538,2185.806965,,,,,,,
2008/11/17,1595,2541,833.5689006,1.146657081,1.060075094,0.833568901,,1096.181673,2189.253252,,,,,,,
2008/11/18,1597,2508,830.7866279,1.148094896,1.046307885,0.830786628,,1097.556195,2160.821391,,,,,,,
2008/11/19,1592,2523,830.6026759,1.144500359,1.052565707,0.830602676,,1094.119889,2173.744964,,,,,,,
2008/11/20,1600,2485,829.4161861,1.150251618,1.036712557,0.829416186,,1099.617979,2141.005246,,,,,,,
2008/11/21,1598,2388,818.4480532,1.148813803,0.996245307,0.818448053,,1098.243456,2057.432808,,,,,,,
2008/11/24,1595,2376,816.1164627,1.146657081,0.991239049,0.816116463,,1096.181673,2047.09395,,,,,,,
2008/11/25,1588,2387,814.8012065,1.14162473,0.995828118,0.814801207,,1091.370844,2056.571236,,,,,,,
2008/11/26,1585,2389,813.9504289,1.139468009,0.996662495,0.813950429,,1089.30906,2058.294379,,,,,,,
2008/11/27,1575,2396,811.149761,1.132278936,0.999582812,0.811149761,,1082.436448,2064.32538,,,,,,,
2008/11/28,1562,2356,802.3154704,1.122933142,0.982895286,0.80231547,,1073.502052,2029.862519,,,,,,,
2008/12/1,1539,2315,789.834333,1.106398275,0.965790572,0.789834333,,1057.695043,1994.538086,,,,,,,
2008/12/2,1524,2262,778.9167869,1.095614666,0.943679599,0.778916787,,1047.386125,1948.874795,,,,,,,
2008/12/3,1515,2233,772.6624218,1.0891445,0.931581143,0.772662422,,1041.200774,1923.889221,,,,,,,
2008/12/4,1520,2223,773.3752355,1.092739037,0.927409262,0.773375236,,1044.63708,1915.273506,,,,,,,
2008/12/5,1468,2134,745.5479097,1.055355859,0.890279516,0.74554791,,1008.899496,1838.59364,,,,,,,
2008/12/8,1478,2173,753.2141057,1.062544932,0.906549854,0.753214106,,1015.772108,1872.194929,,,,,,,
2008/12/9,1479,2157,751.8758556,1.063263839,0.899874844,0.751875856,,1016.459369,1858.409785,,,,,,,
2008/12/10,1481,2171,754.0648833,1.064701653,0.905715478,0.754064883,,1017.833892,1870.471786,,,,,,,
2008/12/11,1460,2184,748.0036678,1.049604601,0.911138924,0.748003668,,1003.401406,1881.672216,,,,,,,
2008/12/12,1461,2194,749.4154987,1.050323508,0.915310805,0.749415499,,1004.088667,1890.287931,,,,,,,
2008/12/15,1484,2268,765.3871236,1.066858375,0.946182728,0.765387124,,1019.895675,1954.044225,,,,,,,
2008/12/16,1474,2259,760.8940981,1.059669303,0.942428035,0.760894098,,1013.023063,1946.290081,,,,,,,
2008/12/17,1479,2299,766.8955293,1.063263839,0.959115561,0.766895529,,1016.459369,1980.752942,,,,,,,
2008/12/18,1483,2300,768.4177314,1.066139468,0.959532749,0.768417731,,1019.208414,1981.614513,,,,,,,
2008/12/19,1475,2254,760.7193438,1.06038821,0.940342094,0.760719344,,1013.710324,1941.982223,,,,,,,
2008/12/22,1511,2318,780.2366419,1.086268871,0.967042136,0.780236642,,1038.451729,1997.122801,,,,,,,
2008/12/23,1520,2294,780.8850724,1.092739037,0.95702962,0.780885072,,1044.63708,1976.445084,,,,,,,
2008/12/24,1524,2322,785.263128,1.095614666,0.968710889,0.785263128,,1047.386125,2000.569087,,,,,,,
2008/12/25,1527,2338,788.0178079,1.097771387,0.975385899,0.788017808,,1049.447908,2014.354231,,,,,,,
2008/12/26,1521,2323,784.306578,1.093457944,0.969128077,0.784306578,,1045.324341,2001.430659,,,,,,,
2008/12/29,1539,2419,800.8346575,1.106398275,1.009178139,0.800834657,,1057.695043,2084.141525,,,,,,,
2008/12/30,1537,2431,801.3957108,1.10496046,1.014184397,0.801395711,,1056.320521,2094.480384,,,,,,,
2008/12/31,1542,2457,805.9163291,1.108554996,1.025031289,0.805916329,,1059.756827,2116.881243,,,,,,,
2009/1/5,1553,2544,819.0137054,1.116462976,1.061326658,0.819013705,,1067.316701,2191.837966,,,,,,,
2009/1/6,1548,2587,821.7913793,1.11286844,1.079265749,0.821791379,,1063.880394,2228.885542,,,,,,,
2009/1/7,1543,2649,826.5787278,1.109273904,1.105131414,0.826578728,,1060.444088,2282.302977,,,,,,,
2009/1/8,1540,2572,817.3719345,1.107117182,1.073007927,0.817371935,,1058.382305,2215.961969,,,,,,,
2009/1/9,1558,2676,834.7461928,1.120057513,1.116395494,0.834746193,,1070.753007,2305.565408,,,,,,,
2009/1/12,1567,2750,845.7603137,1.126527678,1.147267418,0.845760314,,1076.938358,2369.321701,,,,,,,
2009/1/13,1548,2635,826.8684521,1.11286844,1.09929078,0.826868452,,1063.880394,2270.240975,,,,,,,
2009/1/14,1553,2643,829.4851681,1.116462976,1.102628285,0.829485168,,1067.316701,2277.133547,,,,,,,
2009/1/15,1550,2623,826.3073988,1.114306254,1.094284522,0.826307399,,1065.254917,2259.902117,,,,,,,
2009/1/16,1553,2686,834.0333791,1.116462976,1.120567376,0.834033379,,1067.316701,2314.181123,,,,,,,
2009/1/19,1558,2711,838.4482251,1.120057513,1.13099708,0.838448225,,1070.753007,2335.720411,,,,,,,
2009/1/20,1550,2659,830.1152034,1.114306254,1.109303296,0.830115203,,1065.254917,2290.918692,,,,,,,
2009/1/21,1548,2632,826.551135,1.11286844,1.098039216,0.826551135,,1063.880394,2267.656261,,,,,,,
2009/1/22,1549,2665,830.39573,1.113587347,1.111806425,0.83039573,,1064.567656,2296.088121,,,,,,,
2009/1/23,1566,2671,837.0501905,1.125808771,1.114309554,0.837050191,,1076.251097,2301.25755,,,,,,,
2009/2/2,1577,2704,844.4358599,1.133716751,1.128076763,0.84443586,,1083.81097,2329.689411,,,,,,,
2009/2/3,1586,2709,848.1516885,1.140186916,1.130162703,0.848151689,,1089.996321,2333.997268,,,,,,,
2009/2/4,1591,2719,850.9799492,1.143781452,1.134334585,0.850979949,,1093.432628,2342.612983,,,,,,,
2009/2/5,1585,2695,846.3167682,1.139468009,1.124322069,0.846316768,,1089.30906,2321.935267,,,,,,,
2009/2/6,1584,2775,854.4244488,1.138749101,1.157697121,0.854424449,,1088.621799,2390.860989,,,,,,,
2009/2/9,1589,2842,863.2817335,1.142343638,1.185648728,0.863281733,,1092.058105,2448.586281,,,,,,,
2009/2/10,1586,2834,861.3732324,1.140186916,1.182311222,0.861373232,,1089.996321,2441.693709,,,,,,,
2009/2/11,1600,2809,863.6864277,1.150251618,1.171881519,0.863686428,,1099.617979,2420.154421,,,,,,,
2009/2/12,1601,2803,863.405901,1.150970525,1.16937839,0.863405901,,1100.30524,2414.984992,,,,,,,
2009/2/13,1600,2827,865.59033,1.150251618,1.179390905,0.86559033,,1099.617979,2435.662708,,,,,,,
2009/2/16,1605,2748,859.0048515,1.153846154,1.146433041,0.859004851,,1111.427718,2367.598558,,,,,,,
2009/2/17,1621.4,2682,851.5825882,1.165636233,1.118898623,0.851582588,,1112.083815,2310.734837,,,,,,,
2009/2/18,1618.2,2562,831.5415769,1.16333573,1.068836045,0.831541577,,1094.369206,2207.346254,,,,,,,
2009/2/19,1636.2,2566,832.4405865,1.17627606,1.070504798,0.832440586,,1097.649689,2210.79254,,,,,,,
2009/2/20,1667,2571,837.2176191,1.198418404,1.072590738,0.837217619,,1106.178945,2215.100397,,,,,,,
2009/2/23,1691,2564,838.2101134,1.215672178,1.069670421,0.838210113,,1109.459428,2209.069397,,,,,,,
2009/2/24,1689,2569,838.037313,1.214234364,1.071756362,0.838037313,,1108.147235,2213.377254,,,,,,,
2009/2/25,1681,2582,836.6327565,1.208483106,1.077179808,0.836632756,,1102.898462,2235.291881,,,,,,,
2009/2/26,1681,2550.4,834.0626741,1.208483106,1.063996662,0.834062674,,1102.898462,2212.500669,,,,,,,
2009/2/27,1669,2444.8,819.8572249,1.199856219,1.019941594,0.819857225,,1095.025302,2123.088994,,,,,,,
2009/3/2,1669,2456.8,821.8596871,1.199856219,1.024947851,0.821859687,,1095.025302,2140.620695,,,,,,,
2009/3/3,1676,2427.6,822.0268608,1.204888569,1.012765957,0.822026861,,1099.617979,2118.706069,,,,,,,
2009/3/4,1683,2469,829.7510453,1.20992092,1.030037547,0.829751045,,1104.210655,2164.288491,,,,,,,
2009/3/5,1689,2485,833.4461883,1.214234364,1.036712557,0.833446188,,1108.147235,2178.313852,,,,,,,
2009/3/6,1685,2472,830.7438368,1.211358735,1.031289111,0.830743837,,1105.522849,2166.918247,,,,,,,
2009/3/9,1696,2500,837.3817383,1.219266715,1.04297038,0.837381738,,1112.739912,2191.462628,,,,,,,
2009/3/10,1691,2520,837.7156367,1.215672178,1.051314143,0.837715637,,1109.459428,2208.994329,,,,,,,
2009/3/11,1690,2515,836.8608567,1.214953271,1.049228202,0.836860857,,1108.803332,2204.611404,,,,,,,
2009/3/12,1681,2508,833.0588661,1.208483106,1.046307885,0.833058866,,1102.898462,2198.475308,,,,,,,
2009/3/13,1687,2550,839.4162929,1.212796549,1.063829787,0.839416293,,1106.835042,2235.291881,,,,,,,
2009/3/16,1706,2580,849.0014049,1.226455787,1.076345432,0.849001405,,1119.300878,2261.589432,,,,,,,
2009/3/17,1712,2630,856.1779959,1.230769231,1.097204839,0.856177996,,1123.237458,2305.418685,,,,,,,
2009/3/18,1712,2622,855.3588317,1.230769231,1.093867334,0.855358832,,1123.237458,2298.406004,,,,,,,
2009/3/19,1717,2657,860.6566874,1.234363767,1.108468919,0.860656687,,1126.517941,2329.086481,,,,,,,
2009/3/20,1716,2691,863.795333,1.23364486,1.122653317,0.863795333,,1125.861845,2358.890373,,,,,,,
2009/3/23,1715,2796,874.2040612,1.232925953,1.166458073,0.874204061,,1125.205748,2450.931803,,,,,,,
2009/3/24,1714,2759,870.0726241,1.232207045,1.151022111,0.870072624,,1124.549651,2418.498156,,,,,,,
2009/3/25,1709,2771,869.5873584,1.228612509,1.156028369,0.869587358,,1121.269168,2429.017177,,,,,,,
2009/3/26,1703,2744,864.7658645,1.224299065,1.144764289,0.864765865,,1117.332588,2405.349381,,,,,,,
2009/3/27,1702,2715,861.4535917,1.223580158,1.132665832,0.861453592,,1116.676492,2379.928414,,,,,,,
2009/3/30,1696,2641,851.819508,1.219266715,1.101793909,0.851819508,,1112.739912,2315.06112,,,,,,,
2009/3/31,1697,2656,853.6982433,1.219985622,1.108051731,0.853698243,,1113.396008,2328.209896,,,,,,,
2009/4/1,1696,2748,862.7758296,1.219266715,1.146433041,0.86277583,,1112.739912,2408.855721,,,,,,,
2009/4/2,1684,2763,860.1981335,1.210639827,1.152690864,0.860198133,,1104.866752,2422.004497,,,,,,,
2009/4/3,1684,2790,862.9628128,1.210639827,1.163954944,0.862962813,,1104.866752,2445.672293,,,,,,,
2009/4/7,1687,2836,868.7014144,1.212796549,1.183145599,0.868701414,,1106.835042,2485.995205,,,,,,,
2009/4/8,1687,2851,870.2373474,1.212796549,1.189403421,0.870237347,,1106.835042,2499.143981,,,,,,,
2009/4/9,1688,2912,876.8262771,1.213515457,1.214851898,0.876826277,,1107.491139,2552.615669,,,,,,,
2009/4/10,1696,2914,879.7734876,1.219266715,1.215686275,0.879773488,,1112.739912,2554.368839,,,,,,,
2009/4/13,1695,2905,878.5091254,1.218547807,1.211931581,0.878509125,,1112.083815,2546.479574,,,,,,,
2009/4/14,1689,2862,872.0493031,1.214234364,1.193992491,0.872049303,,1108.147235,2508.786417,,,,,,,
2009/4/15,1684,2873,871.4616418,1.210639827,1.19858156,0.871461642,,1104.866752,2518.428852,,,,,,,
2009/4/16,1684,2918,876.0694406,1.210639827,1.217355027,0.876069441,,1104.866752,2557.875179,,,,,,,
2009/4/17,1685,2956,880.3032731,1.211358735,1.233208177,0.880303273,,1105.522849,2591.185411,,,,,,,
2009/4/20,1667,2886,866.9651424,1.198418404,1.204005006,0.866965142,,1093.713109,2529.824458,,,,,,,
2009/4/21,1660,2797,855.4523233,1.193386053,1.166875261,0.855452323,,1089.120432,2451.808388,,,,,,,
2009/4/22,1668,2832,861.7785862,1.199137311,1.181476846,0.861778586,,1094.369206,2482.488865,,,,,,,
2009/4/23,1680,2805,863.127536,1.207764198,1.170212766,0.863127536,,1102.242365,2458.821069,,,,,,,
2009/4/24,1688,2770,862.2861119,1.213515457,1.155611181,0.862286112,,1107.491139,2428.140592,,,,,,,
2009/4/27,1655,2645,838.1741906,1.189791517,1.103462662,0.838174191,,1085.839949,2318.56746,,,,,,,
2009/4/28,1664,2618,838.4947332,1.196261682,1.092198582,0.838494733,,1091.744819,2294.899664,,,,,,,
2009/4/29,1667,2647,842.4926108,1.198418404,1.104297038,0.842492611,,1093.713109,2320.320631,,,,,,,
2009/4/30,1668,2716,849.9007048,1.199137311,1.13308302,0.849900705,,1094.369206,2380.804999,,,,,,,
2009/5/4,1670,2837,862.9761687,1.200575126,1.183562787,0.862976169,,1095.681399,2486.87179,,,,,,,
2009/5/5,1662,2812,857.6738611,1.194823868,1.173133083,0.857673861,,1090.432626,2464.957164,,,,,,,
2009/5/6,1662,2861,862.691242,1.194823868,1.193575302,0.862691242,,1090.432626,2507.909832,,,,,,,
2009/5/7,1663,2861,863.0340445,1.195542775,1.193575302,0.863034044,,1091.088722,2507.909832,,,,,,,
2009/5/8,1659,2859,861.4580437,1.192667146,1.192740926,0.861458044,,1088.464336,2506.156661,,,,,,,
2009/5/11,1658,2751,850.0565241,1.191948239,1.147684606,0.850056524,,1087.808239,2411.485476,,,,,,,
2009/5/12,1659,2777,853.0616103,1.192667146,1.158531498,0.85306161,,1088.464336,2434.276687,,,,,,,
2009/5/13,1666,2810,858.8402797,1.197699497,1.172298707,0.85884028,,1093.057012,2463.203994,,,,,,,
2009/5/14,1667,2810,859.1830821,1.198418404,1.172298707,0.859183082,,1093.713109,2463.203994,,,,,,,
2009/5/15,1679,2908,873.3314732,1.207045291,1.213183146,0.873331473,,1101.586269,2549.109329,,,,,,,
2009/5/18,1679,2855,867.9045101,1.207045291,1.191072174,0.86790451,,1101.586269,2502.650321,,,,,,,
2009/5/19,1677,2903,872.1338907,1.205607477,1.211097205,0.872133891,,1100.274075,2544.726404,,,,,,,
2009/5/20,1680,2940,876.9509325,1.207764198,1.226533166,0.876950933,,1102.242365,2577.160051,,,,,,,
2009/5/21,1678,2935,875.75335,1.206326384,1.224447226,0.87575335,,1100.930172,2572.777125,,,,,,,
2009/5/22,1671,2963,876.2208079,1.201294033,1.236128494,0.876220808,,1096.337496,2597.321507,,,,,,,
2009/5/25,1670,2950,874.5468636,1.200575126,1.230705048,0.874546864,,1095.681399,2585.925901,,,,,,,
2009/5/26,1666,2956,873.7900271,1.197699497,1.233208177,0.873790027,,1093.057012,2591.185411,,,,,,,
2009/5/27,1662,2973,874.1595414,1.194823868,1.240300375,0.874159541,,1090.432626,2606.087357,,,,,,,
2009/6/1,1669,3047,884.1364275,1.199856219,1.271172299,0.884136428,,1095.025302,2670.954651,,,,,,,
2009/6/2,1675,3111,892.746556,1.204169662,1.29787234,0.892746556,,1098.961882,2727.056094,,,,,,,
2009/6/3,1671,3156,895.9831451,1.201294033,1.316645807,0.895983145,,1096.337496,2766.502422,,,,,,,
2009/6/4,1665,3156,893.9263306,1.19698059,1.316645807,0.893926331,,1092.400916,2766.502422,,,,,,,
2009/6/5,1650,3260,899.4334293,1.186196981,1.360033375,0.899433429,,1082.559466,2857.667267,,,,,,,
2009/6/8,1638,3255,894.8078225,1.177570093,1.357947434,0.894807823,,1064.365189,2853.284342,,,,,,,
2009/6/9,1636.2,3239,892.5524497,1.17627606,1.351272424,0.89255245,,1058.517029,2839.258981,,,,,,,
2009/6/10,1639.8,3242,894.7122625,1.178864127,1.352523988,0.894712263,,1062.415802,2841.888736,,,,,,,
2009/6/11,1635,3241,893.5113328,1.175413372,1.3521068,0.893511333,,1059.81662,2834.264621,,,,,,,
2009/6/12,1636,3167.8,892.5040577,1.176132279,1.321568627,0.892504058,,1061.766007,2808.533234,,,,,,,
2009/6/15,1617,3041.6,879.2029271,1.162473041,1.268919483,0.879202927,,1050.719482,2769.459647,,,,,,,
2009/6/16,1617,2986.4,878.1574809,1.162473041,1.245890697,0.878157481,,1050.719482,2767.553618,,,,,,,
2009/6/17,1624,2949.4,881.0607889,1.167505392,1.230454735,0.881060789,,1055.268051,2769.459647,,,,,,,
2009/6/18,1628,2912,883.1086356,1.170381021,1.214851898,0.883108636,,1057.867233,2775.177733,,,,,,,
2009/6/19,1627,2914,882.9662965,1.169662114,1.215686275,0.882966297,,1057.217438,2777.083762,,,,,,,
2009/6/22,1621,2850,874.086172,1.16534867,1.188986233,0.874086172,,1053.318664,2716.090844,,,,,,,
2009/6/23,1627,2831,874.2009616,1.169662114,1.181059658,0.874200962,,1057.217438,2697.983572,,,,,,,
2009/6/24,1623,2848,874.5820632,1.166786485,1.188151856,0.874582063,,1054.618255,2714.184816,,,,,,,
2009/6/25,1624,2858,875.9916796,1.167505392,1.192323738,0.87599168,,1055.268051,2723.714959,,,,,,,
2009/6/26,1626,2904,881.5566801,1.168943206,1.211514393,0.88155668,,1056.567642,2767.553618,,,,,,,
2009/6/29,1627,2900,881.4878063,1.169662114,1.20984564,0.881487806,,1057.217438,2763.741561,,,,,,,
2009/6/30,1628,2895,881.3133261,1.170381021,1.2077597,0.881313326,,1057.867233,2758.976489,,,,,,,
2009/7/1,1626,2942,885.5697249,1.168943206,1.227367543,0.885569725,,1056.567642,2803.768163,,,,,,,
2009/7/2,1631,2968,890.0832525,1.172537743,1.238214435,0.890083253,,1059.81662,2828.546535,,,,,,,
2009/7/3,1623,2938,884.0866431,1.166786485,1.22569879,0.884086643,,1054.618255,2799.956105,,,,,,,
2009/7/6,1613,2885,874.9539815,1.159597412,1.203587818,0.874953982,,1048.120299,2749.446346,,,,,,,
2009/7/7,1610,2886,873.9989319,1.15744069,1.204005006,0.873998932,,1046.170912,2750.39936,,,,,,,
2009/7/8,1604,2773,859.9440917,1.153127247,1.156862745,0.859944092,,1042.272139,2642.708741,,,,,,,
2009/7/9,1605,2777,860.7200695,1.153846154,1.158531498,0.860720069,,1042.921934,2646.520798,,,,,,,
2009/7/10,1621,2799,868.7002434,1.16534867,1.167709637,0.868700243,,1053.318664,2667.487113,,,,,,,
2009/7/13,1627,2815,872.5112585,1.169662114,1.174384647,0.872511259,,1057.217438,2682.735343,,,,,,,
2009/7/14,1625,2789,869.058387,1.168224299,1.163537756,0.869058387,,1055.917846,2657.95697,,,,,,,
2009/7/15,1626,2812,871.8408872,1.168943206,1.173133083,0.871840887,,1056.567642,2679.8763,,,,,,,
2009/7/16,1616,2791,866.0876318,1.161754134,1.164372132,0.866087632,,1050.069686,2659.862999,,,,,,,
2009/7/17,1612,2777,863.1949335,1.158878505,1.158531498,0.863194934,,1047.470504,2646.520798,,,,,,,
2009/7/20,1617,2834,870.9822609,1.162473041,1.182311222,0.870982261,,1050.719482,2700.842615,,,,,,,
2009/7/21,1615,2837,870.5919762,1.161035226,1.183562787,0.870591976,,1049.41989,2703.701658,,,,,,,
2009/7/22,1614,2830,869.4991791,1.160316319,1.18064247,0.869499179,,1048.770095,2697.030558,,,,,,,
2009/7/23,1620,2842,872.8877685,1.164629763,1.185648728,0.872887768,,1052.668868,2708.46673,,,,,,,
2009/7/24,1620,2843,872.9933749,1.164629763,1.186065916,0.872993375,,1052.668868,2709.419744,,,,,,,
2009/7/27,1620,2816,870.1420009,1.164629763,1.174801836,0.870142001,,1052.668868,2683.688357,,,,,,,
2009/7/28,1624,2827,872.7178798,1.167505392,1.179390905,0.87271788,,1055.268051,2694.171515,,,,,,,
2009/7/29,1620,2848,873.5214071,1.164629763,1.188151856,0.873521407,,1052.668868,2714.184816,,,,,,,
2009/7/30,1617,2854,873.0943898,1.162473041,1.190654985,0.87309439,,1050.719482,2719.902902,,,,,,,
2009/7/31,1624,2931,883.70095,1.167505392,1.222778473,0.88370095,,1055.268051,2805.531256,,,,,,,
2009/8/3,1632,3006.6,894.834024,1.17325665,1.254317897,0.894834024,,1060.466416,2891.159611,,,,,,,
2009/8/4,1629,2994.8,892.5685353,1.171099928,1.249395077,0.892568535,,1058.517029,2868.068818,,,,,,,
2009/8/5,1628,3022.4,895.6184081,1.170381021,1.26090947,0.895618408,,1057.867233,2888.273262,,,,,,,
2009/8/6,1623,2949,887.1581083,1.166786485,1.23028786,0.887158108,,1054.618255,2821.887234,,,,,,,
2009/8/7,1615,2927,883.6819496,1.161035226,1.22110972,0.88368195,,1049.41989,2816.114536,,,,,,,
2009/8/10,1618,2969,889.2004667,1.163191948,1.238631623,0.889200467,,1051.369277,2856.523422,,,,,,,
2009/8/11,1624,2966,891.0123107,1.167505392,1.237380058,0.891012311,,1055.268051,2853.637073,,,,,,,
2009/8/12,1623,3006,894.8987852,1.166786485,1.254067584,0.894898785,,1055.268051,2892.121727,,,,,,,
2009/8/13,1661.4,3017,906.3173881,1.194392523,1.258656654,0.906317388,,1083.703417,2902.705007,,,,,,,
2009/8/14,1677.2,2958,900.9612902,1.205751258,1.234042553,0.90096129,,1085.599109,2845.940143,,,,,,,
2009/8/17,1690,2832,887.5095209,1.214953271,1.181476846,0.887509521,,1085.599109,2724.713483,,,,,,,
2009/8/18,1716,2831,891.5821999,1.23364486,1.181059658,0.8915822,,1093.81377,2723.751367,,,,,,,
2009/8/19,1703,2806,879.309463,1.224299065,1.170629954,0.879309463,,1076.120653,2699.698458,,,,,,,
2009/8/20,1705,2813,880.7250295,1.22573688,1.173550271,0.88072503,,1077.384447,2706.433273,,,,,,,
2009/8/21,1713,2833,885.5604249,1.231488138,1.181894034,0.885560425,,1082.439623,2725.6756,,,,,,,
2009/8/24,1741,2910,903.2078206,1.251617541,1.214017522,0.903207821,,1100.13274,2799.758558,,,,,,,
2009/8/25,1740,2904,902.2416403,1.250898634,1.211514393,0.90224164,,1099.500843,2793.98586,,,,,,,
2009/8/26,1737,2909,901.7203523,1.248741912,1.213600334,0.901720352,,1097.605152,2798.796442,,,,,,,
2009/8/27,1751,2891,904.7042766,1.258806614,1.206090947,0.904704277,,1106.451711,2781.478348,,,,,,,
2009/8/28,1763,2926,912.4741638,1.267433501,1.220692532,0.912474164,,1114.034475,2815.15242,,,,,,,
2009/8/31,1755,2906,907.6387684,1.261682243,1.212348769,0.907638768,,1108.979299,2795.910093,,,,,,,
2009/9/1,1756,2881,905.4008252,1.26240115,1.201919065,0.905400825,,1109.611196,2771.857184,,,,,,,
2009/9/2,1742,2794,891.5642244,1.252336449,1.165623696,0.891564224,,1100.764637,2688.153062,,,,,,,
2009/9/3,1752,2790,894.6110628,1.259525521,1.163954944,0.894611063,,1107.083608,2684.304597,,,,,,,
2009/9/4,1748,2762,890.3329063,1.256649892,1.152273675,0.890332906,,1104.55602,2657.365339,,,,,,,
2009/9/7,1742,2740,885.9828479,1.252336449,1.143095536,0.885982848,,1100.764637,2636.19878,,,,,,,
2009/9/8,1746,2758,889.2274162,1.255212078,1.150604923,0.889227416,,1103.292226,2653.516874,,,,,,,
2009/9/9,1744,2781,890.9126144,1.253774263,1.16020025,0.890912614,,1102.028432,2675.64555,,,,,,,
2009/9/10,1743,2780,890.4632283,1.253055356,1.159783062,0.890463228,,1101.396535,2674.683434,,,,,,,
2009/9/11,1732,2769,885.5199802,1.245147376,1.155193992,0.88551998,,1094.445667,2664.100154,,,,,,,
2009/9/14,1733,2696,878.3208134,1.245866283,1.124739257,0.878320813,,1095.077564,2593.865661,,,,,,,
2009/9/15,1734,2717,880.8373761,1.246585191,1.133500209,0.880837376,,1095.709461,2614.070104,,,,,,,
2009/9/16,1744,2783,891.1193321,1.253774263,1.161034627,0.891119332,,1102.028432,2677.569783,,,,,,,
2009/9/17,1743,2783,890.7733047,1.253055356,1.161034627,0.890773305,,1101.396535,2677.569783,,,,,,,
2009/9/18,1747,2801,894.017873,1.255930985,1.168544013,0.894017873,,1103.924123,2694.887877,,,,,,,
2009/9/21,1745,2780,891.155283,1.25449317,1.159783062,0.891155283,,1102.660329,2674.683434,,,,,,,
2009/9/22,1740,2769,888.2881991,1.250898634,1.155193992,0.888288199,,1099.500843,2664.100154,,,,,,,
2009/9/23,1737,2754,885.6997346,1.248741912,1.14893617,0.885699735,,1097.605152,2649.668409,,,,,,,
2009/9/24,1728,2714,878.4511354,1.242271747,1.132248644,0.878451135,,1091.918079,2611.183755,,,,,,,
2009/9/25,1722,2711,876.0648947,1.237958303,1.13099708,0.876064895,,1088.126697,2608.297406,,,,,,,
2009/9/28,1712,2680,869.4004976,1.230769231,1.118064247,0.869400498,,1081.807726,2578.471799,,,,,,,
2009/9/29,1718,2692,872.7169676,1.235082674,1.123070505,0.872716968,,1085.599109,2590.017195,,,,,,,
2009/9/30,1721,2700,874.5819203,1.237239396,1.12640801,0.87458192,,1087.4948,2597.714126,,,,,,,
2009/10/9,1722,2751,880.1992477,1.237958303,1.147684606,0.880199248,,1088.126697,2646.78206,,,,,,,
2009/10/12,1719,2829,887.2231538,1.235801582,1.180225282,0.887223154,,1086.231006,2721.827134,,,,,,,
2009/10/13,1736,2837,893.9324896,1.248023005,1.183562787,0.89393249,,1096.973255,2729.524065,,,,,,,
2009/10/14,1738,2853,896.2782855,1.24946082,1.190237797,0.896278286,,1098.237049,2744.917927,,,,,,,
2009/10/15,1736,2863,896.6198191,1.248023005,1.194409679,0.896619819,,1096.973255,2754.53909,,,,,,,
2009/10/16,1741,2848,896.7995735,1.251617541,1.188151856,0.896799574,,1100.13274,2740.107345,,,,,,,
2009/10/19,1748,2866,901.0822239,1.256649892,1.195661243,0.901082224,,1104.55602,2757.425439,,,,,,,
2009/10/20,1746,2862,899.9767339,1.255212078,1.193992491,0.899976734,,1103.292226,2753.576974,,,,,,,
2009/10/21,1744,2843,897.3208615,1.253774263,1.186065916,0.897320862,,1102.028432,2735.296763,,,,,,,
2009/10/22,1745,2851,898.4937595,1.25449317,1.189403421,0.898493759,,1102.660329,2742.993694,,,,,,,
2009/10/23,1747,2871,901.2529907,1.255930985,1.197747184,0.901252991,,1103.924123,2762.236021,,,,,,,
2009/10/26,1748,2880,902.5292474,1.256649892,1.201501877,0.902529247,,1104.55602,2770.895068,,,,,,,
2009/10/27,1742,2848,897.1456009,1.252336449,1.188151856,0.897145601,,1100.764637,2740.107345,,,,,,,
2009/10/28,1734,2820,891.4833349,1.246585191,1.176470588,0.891483335,,1095.709461,2713.168087,,,,,,,
2009/10/29,1737,2800,890.4542405,1.248741912,1.168126825,0.890454241,,1097.605152,2693.92576,,,,,,,
2009/10/30,1738,2818,892.6607267,1.24946082,1.175636212,0.892660727,,1098.237049,2711.243855,,,,,,,
2009/11/2,1737,2808,891.2811111,1.248741912,1.17146433,0.891281111,,1097.605152,2701.622691,,,,,,,
2009/11/3,1740,2836,895.2132403,1.250898634,1.183145599,0.89521324,,1099.500843,2728.561949,,,,,,,
