,C.DCE,M.DCE,index,c_standard,m_standard,index_standard,,C,M,,,,,"corr(c,index)","corr(m,index)","corr(c,m)"
2012/7/26,2383,3777,1146.071297,1.713156003,1.57571965,1.146071297,,1377.95457,3680.214717,,,,,,,
2012/7/27,2380,3778,1145.18958,1.710999281,1.576136838,1.14518958,,1376.219839,3681.189092,,,,,,,
2012/7/30,2399,3918,1165.040934,1.724658519,1.634543179,1.165040934,,1387.206468,3817.601605,,,,,,,
2012/7/31,2395,3968,1168.610193,1.72178289,1.655402587,1.168610193,,1384.893493,3866.32036,,,,,,,
2012/8/1,2408,4012,1177.143351,1.731128684,1.673758865,1.177143351,,1392.41066,3909.192864,,,,,,,
2012/8/2,2391,3950,1165.549617,1.718907261,1.6478932,1.165549617,,1382.580519,3848.781608,,,,,,,
2012/8/3,2384,3939,1162.192309,1.71387491,1.64330413,1.162192309,,1378.532813,3838.063482,,,,,,,
2012/8/6,2377,3863,1152.497659,1.708842559,1.611597831,1.152497659,,1374.485108,3764.010975,,,,,,,
2012/8/7,2378,3867,1153.214054,1.709561467,1.613266583,1.153214054,,1375.063352,3767.908476,,,,,,,
2012/8/8,2376,3857,1151.586269,1.708123652,1.609094702,1.151586269,,1373.906864,3758.164725,,,,,,,
2012/8/9,2383,3864,1154.553586,1.713156003,1.612015019,1.154553586,,1377.95457,3764.98535,,,,,,,
2012/8/10,2391,3921,1162.722188,1.718907261,1.635794743,1.162722188,,1382.580519,3820.52473,,,,,,,
2012/8/13,2418,3887,1168.220203,1.738317757,1.621610346,1.168220203,,1398.193097,3787.395977,,,,,,,
2012/8/14,2426,3842,1166.444052,1.744069015,1.602836879,1.166444052,,1402.819046,3743.549098,,,,,,,
2012/8/15,2434,3901,1174.807648,1.749820273,1.62745098,1.174807648,,1407.444995,3801.037229,,,,,,,
2012/8/16,2421,3908,1171.246867,1.740474479,1.630371297,1.171246867,,1399.927828,3807.857854,,,,,,,
2012/8/17,2413,3896,1167.465657,1.734723221,1.62536504,1.167465657,,1395.301879,3796.165353,,,,,,,
2012/8/20,2414,3950,1173.056931,1.735442128,1.6478932,1.173056931,,1395.880122,3848.781608,,,,,,,
2012/8/21,2421,4057,1185.774006,1.740474479,1.692532332,1.185774006,,1399.927828,3953.039743,,,,,,,
2012/8/22,2414,4122,1189.826514,1.735442128,1.719649562,1.189826514,,1395.880122,4016.374124,,,,,,,
2012/8/23,2411,4146,1191.187241,1.733285406,1.729662078,1.191187241,,1394.145391,4039.759126,,,,,,,
2012/8/24,2391,4157,1185.731616,1.718907261,1.734251147,1.185731616,,1382.580519,4050.477252,,,,,,,
2012/8/27,2395,4249,1196.007012,1.72178289,1.772632457,1.196007012,,1384.893493,4140.11976,,,,,,,
2012/8/28,2384,4207,1188.32166,1.71387491,1.755110555,1.18832166,,1378.532813,4099.196006,,,,,,,
2012/8/29,2389,4227,1191.903636,1.717469446,1.763454318,1.191903636,,1381.424032,4118.683508,,,,,,,
2012/8/30,2392,4255,1195.612783,1.719626168,1.775135586,1.195612783,,1383.158762,4145.966011,,,,,,,
2012/8/31,2386,4229,1191.119417,1.715312725,1.764288694,1.191119417,,1379.689301,4120.632258,,,,,,,
2012/9/3,2388,4313,1199.962023,1.716750539,1.799332499,1.199962023,,1380.845788,4202.479766,,,,,,,
2012/9/4,2397,4346,1206.117087,1.723220705,1.813099708,1.206117087,,1386.049981,4234.634144,,,,,,,
2012/9/5,2377,4319,1196.956554,1.708842559,1.801835628,1.196956554,,1374.485108,4208.326017,,,,,,,
2012/9/6,2362,4237,1184.065679,1.69805895,1.767626199,1.184065679,,1365.811454,4128.427259,,,,,,,
2012/9/7,2363,4246,1185.269562,1.698777858,1.771380893,1.185269562,,1366.389697,4137.196635,,,,,,,
2012/9/10,2365,4227,1184.069918,1.700215672,1.763454318,1.184069918,,1367.546184,4118.683508,,,,,,,
2012/9/11,2357,4185,1177.36378,1.694464414,1.745932416,1.17736378,,1362.920235,4077.759754,,,,,,,
2012/9/12,2355,4185,1176.71097,1.6930266,1.745932416,1.17671097,,1361.763748,4077.759754,,,,,,,
2012/9/13,2363,4248,1185.464557,1.698777858,1.772215269,1.185464557,,1366.389697,4139.145385,,,,,,,
2012/9/14,2366,4254,1187.028757,1.700934579,1.774718398,1.187028757,,1368.124428,4144.991636,,,,,,,
2012/9/17,2349,4143,1170.657643,1.688713156,1.728410513,1.170657643,,1358.294286,4036.836001,,,,,,,
2012/9/18,2346,4020,1157.686226,1.686556434,1.67709637,1.157686226,,1356.559555,3916.987864,,,,,,,
2012/9/19,2352,4032,1160.814626,1.690869878,1.682102628,1.160814626,,1360.029017,3928.680366,,,,,,,
2012/9/20,2366,4042,1166.359271,1.700934579,1.68627451,1.166359271,,1368.124428,3938.424116,,,,,,,
2012/9/21,2362,3997,1160.66626,1.69805895,1.667501043,1.16066626,,1365.811454,3894.577237,,,,,,,
2012/9/24,2351,3936,1151.128454,1.690150971,1.642052566,1.151128454,,1359.450774,3835.140357,,,,,,,
2012/9/25,2351,3997,1157.075806,1.690150971,1.667501043,1.157075806,,1359.450774,3894.577237,,,,,,,
2012/9/26,2345,3975,1152.97243,1.685837527,1.658322904,1.15297243,,1355.981312,3873.140985,,,,,,,
2012/9/27,2330,3956,1146.223902,1.675053918,1.650396329,1.146223902,,1347.307657,3854.627859,,,,,,,
2012/9/28,2328,3965,1146.44857,1.673616104,1.654151022,1.14644857,,1346.15117,3863.397234,,,,,,,
2012/10/8,2325,3904,1139.522003,1.671459382,1.628702545,1.139522003,,1344.416439,3803.960354,,,,,,,
2012/10/9,2311,3899,1134.464846,1.66139468,1.626616604,1.134464846,,1336.321028,3799.088478,,,,,,,
2012/10/10,2316,3838,1130.149519,1.664989216,1.601168127,1.130149519,,1339.212247,3739.651598,,,,,,,
2012/10/11,2322,3848,1133.082924,1.66930266,1.605340008,1.133082924,,1342.681708,3749.395349,,,,,,,
2012/10/12,2323,3825,1131.166885,1.670021567,1.595744681,1.131166885,,1343.259952,3726.984722,,,,,,,
2012/10/15,2310,3713,1116.003892,1.660675773,1.549019608,1.116003892,,1335.742785,3617.854712,,,,,,,
2012/10/16,2320,3706,1118.585459,1.667864845,1.546099291,1.118585459,,1341.525221,3611.034086,,,,,,,
2012/10/17,2331,3688,1120.420956,1.675772825,1.538589904,1.120420956,,1347.885901,3593.495334,,,,,,,
2012/10/18,2343,3752,1130.57766,1.684399712,1.565289946,1.13057766,,1354.824825,3655.85534,,,,,,,
2012/10/19,2341,3775,1132.167295,1.682961898,1.574885273,1.132167295,,1351.45601,3678.265967,,,,,,,
2012/10/22,2355,3812,1136.021163,1.6930266,1.590321235,1.136021163,,1351.45601,3714.317846,,,,,,,
2012/10/23,2369.2,3781,1133.410113,1.703235083,1.577388402,1.133410113,,1353.140417,3684.112218,,,,,,,
2012/10/24,2380.8,3805,1135.078134,1.711574407,1.587400918,1.135078134,,1352.017479,3707.49722,,,,,,,
2012/10/25,2411.8,3793,1139.519355,1.733860532,1.58239466,1.139519355,,1362.123922,3695.804719,,,,,,,
2012/10/26,2426,3783,1138.562968,1.744069015,1.578222778,1.138562968,,1362.123922,3686.060968,,,,,,,
2012/10/29,2420,3742,1132.720686,1.739755572,1.561118064,1.132720686,,1358.755108,3646.111589,,,,,,,
2012/10/30,2414,3730,1129.651929,1.735442128,1.556111806,1.129651929,,1355.386294,3634.419088,,,,,,,
2012/10/31,2423,3747,1134.159426,1.741912293,1.563204005,1.134159426,,1360.439515,3650.983465,,,,,,,
2012/11/1,2422,3813,1140.151403,1.741193386,1.590738423,1.140151403,,1359.878046,3715.292221,,,,,,,
2012/11/2,2421,3807,1139.257388,1.740474479,1.588235294,1.139257388,,1359.316577,3709.44597,,,,,,,
2012/11/5,2432,3760,1138.284368,1.748382459,1.568627451,1.138284368,,1365.492737,3663.650341,,,,,,,
2012/11/6,2425,3782,1138.147147,1.743350108,1.57780559,1.138147147,,1361.562453,3685.086593,,,,,,,
2012/11/7,2429,3778,1139.04532,1.746225737,1.576136838,1.13904532,,1363.808329,3665.663003,,,,,,,
2012/11/8,2428,3749,1135.951613,1.74550683,1.564038381,1.135951613,,1363.24686,3641.92306,,,,,,,
2012/11/9,2421,3745,1133.327784,1.740474479,1.562369629,1.133327784,,1359.316577,3623.578559,,,,,,,
2012/11/12,2419,3608,1119.584908,1.739036664,1.505214852,1.119584908,,1358.193639,3489.771608,,,,,,,
2012/11/13,2405,3556,1110.129145,1.728971963,1.483521068,1.110129145,,1350.333072,3432.579927,,,,,,,
2012/11/14,2403,3583,1112.071027,1.727534148,1.494785148,1.112071027,,1349.210134,3450.924429,,,,,,,
2012/11/15,2411,3501.2,1114.187432,1.733285406,1.460659157,1.114187432,,1353.701886,3433.659016,,,,,,,
2012/11/16,2413,3369.2,1109.776022,1.734723221,1.405590321,1.109776022,,1354.824825,3385.100042,,,,,,,
2012/11/19,2424,3315.2,1115.654373,1.742631201,1.383062161,1.115654373,,1361.000984,3416.393603,,,,,,,
2012/11/20,2426,3219.2,1114.209731,1.744069015,1.343012098,1.114209731,,1362.123922,3395.890925,,,,,,,
2012/11/21,2425,3176,1116.7461,1.743350108,1.32498957,1.1167461,,1361.562453,3427.184486,,,,,,,
2012/11/22,2426,3188,1118.263623,1.744069015,1.329995828,1.118263623,,1362.123922,3440.133546,,,,,,,
2012/11/23,2436,3212,1123.946809,1.751258088,1.340008344,1.123946809,,1367.738613,3466.031665,,,,,,,
2012/11/26,2445,3223,1128.013597,1.757728253,1.344597413,1.128013597,,1372.791834,3477.901637,,,,,,,
2012/11/27,2441,3232,1127.579405,1.754852624,1.348352107,1.127579405,,1370.545958,3487.613431,,,,,,,
2012/11/28,2438,3254,1128.761611,1.752695902,1.357530246,1.128761611,,1368.861551,3511.353374,,,,,,,
2012/11/29,2434,3246,1126.646537,1.749820273,1.354192741,1.126646537,,1366.615675,3502.720668,,,,,,,
2012/11/30,2436,3233,1126.023192,1.751258088,1.348769295,1.126023192,,1367.738613,3488.69252,,,,,,,
2012/12/3,2442,3277,1132.359816,1.755571531,1.367125574,1.132359816,,1371.107427,3536.172405,,,,,,,
2012/12/4,2438,3266,1129.948116,1.752695902,1.362536504,1.129948116,,1368.861551,3524.302434,,,,,,,
2012/12/5,2447,3294,1135.695786,1.759166068,1.374217772,1.135695786,,1373.914772,3554.516907,,,,,,,
2012/12/6,2459,3349,1145.106145,1.767792955,1.397163121,1.145106145,,1380.652401,3613.866764,,,,,,,
2012/12/7,2452,3372,1145.063156,1.762760604,1.406758448,1.145063156,,1376.722118,3638.685795,,,,,,,
2012/12/10,2446,3366,1142.483798,1.75844716,1.404255319,1.142483798,,1373.353303,3632.211265,,,,,,,
2012/12/11,2448,3410,1147.496351,1.759884975,1.422611598,1.147496351,,1374.476241,3679.691151,,,,,,,
2012/12/12,2442,3400,1144.521491,1.755571531,1.418439716,1.144521491,,1371.107427,3668.900268,,,,,,,
2012/12/13,2441,3394,1143.597221,1.754852624,1.415936587,1.143597221,,1370.545958,3662.425738,,,,,,,
2012/12/14,2442,3428,1147.290002,1.755571531,1.430120985,1.147290002,,1371.107427,3699.114741,,,,,,,
2012/12/17,2447,3501,1156.162995,1.759166068,1.46057572,1.156162995,,1373.914772,3777.888188,,,,,,,
2012/12/18,2447,3471,1153.196733,1.759166068,1.448060075,1.153196733,,1373.914772,3745.515538,,,,,,,
2012/12/19,2446,3416,1147.427568,1.75844716,1.425114727,1.147427568,,1373.353303,3686.165681,,,,,,,
2012/12/20,2444,3360,1141.22851,1.757009346,1.40175219,1.14122851,,1372.230365,3625.736736,,,,,,,
2012/12/21,2442,3354,1139.973222,1.755571531,1.399249061,1.139973222,,1371.107427,3619.262206,,,,,,,
2012/12/24,2434,3371,1139.005963,1.749820273,1.40634126,1.139005963,,1366.615675,3637.606707,,,,,,,
2012/12/25,2431,3335,1134.453395,1.747663551,1.391322486,1.134453395,,1364.931268,3598.759528,,,,,,,
2012/12/26,2432,3339,1135.179915,1.748382459,1.392991239,1.135179915,,1365.492737,3603.075881,,,,,,,
2012/12/27,2435,3344,1136.667345,1.75053918,1.39507718,1.136667345,,1367.177144,3608.471323,,,,,,,
2012/12/28,2436,3351,1137.69049,1.751258088,1.397997497,1.13769049,,1367.738613,3616.024941,,,,,,,
2012/12/31,2435,3308,1133.10783,1.75053918,1.380058406,1.13310783,,1367.177144,3569.624143,,,,,,,
2013/1/4,2443,3241,1129.131319,1.756290439,1.3521068,1.129131319,,1371.668896,3497.325226,,,,,,,
2013/1/7,2444,3253,1130.648842,1.757009346,1.357113058,1.130648842,,1372.230365,3510.274286,,,,,,,
2013/1/8,2451,3279,1135.536726,1.762041697,1.36795995,1.135536726,,1376.160649,3538.330582,,,,,,,
2013/1/9,2452,3299,1137.845251,1.762760604,1.376303713,1.137845251,,1376.722118,3559.912348,,,,,,,
2013/1/10,2443,3273,1132.295332,1.756290439,1.365456821,1.132295332,,1371.668896,3531.856052,,,,,,,
2013/1/11,2442,3261,1130.77781,1.755571531,1.360450563,1.13077781,,1371.107427,3518.906992,,,,,,,
2013/1/14,2434,3338,1135.743074,1.749820273,1.392574051,1.135743074,,1366.615675,3601.996793,,,,,,,
2013/1/15,2434,3377,1139.599215,1.749820273,1.408844389,1.139599215,,1366.615675,3644.081237,,,,,,,
2013/1/16,2433,3384,1139.960325,1.749101366,1.411764706,1.139960325,,1366.054206,3651.634855,,,,,,,
2013/1/17,2428,3408,1140.678247,1.74550683,1.421777222,1.140678247,,1363.24686,3677.532975,,,,,,,
2013/1/18,2433,3384,1139.960325,1.749101366,1.411764706,1.139960325,,1366.054206,3651.634855,,,,,,,
2013/1/21,2430,3392,1139.758276,1.746944644,1.415102211,1.139758276,,1364.369798,3660.267562,,,,,,,
2013/1/22,2427,3407,1140.248354,1.744787922,1.421360033,1.140248354,,1362.685391,3676.453886,,,,,,,
2013/1/23,2426,3429,1142.092595,1.744069015,1.430538173,1.142092595,,1362.123922,3700.193829,,,,,,,
2013/1/24,2419,3377,1134.63395,1.739036664,1.408844389,1.13463395,,1358.193639,3644.081237,,,,,,,
2013/1/25,2418,3386,1135.192811,1.738317757,1.412599082,1.135192811,,1357.63217,3653.793032,,,,,,,
2013/1/28,2418,3421,1138.65345,1.738317757,1.427200668,1.13865345,,1357.63217,3691.561123,,,,,,,
2013/1/29,2421,3419,1139.448753,1.740474479,1.426366291,1.139448753,,1359.316577,3689.402946,,,,,,,
2013/1/30,2422,3464,1144.229163,1.741193386,1.445139758,1.144229163,,1359.878046,3737.96192,,,,,,,
2013/1/31,2424,3514,1149.834969,1.742631201,1.465999166,1.149834969,,1361.000984,3791.916336,,,,,,,
2013/2/1,2423,3496,1147.724194,1.741912293,1.458489779,1.147724194,,1360.439515,3772.492746,,,,,,,
2013/2/4,2425,3512,1149.968236,1.743350108,1.465164789,1.149968236,,1361.562453,3789.758159,,,,,,,
2013/2/5,2413,3518,1146.589276,1.734723221,1.467667918,1.146589276,,1357.164997,3796.232689,,,,,,,
2013/2/6,2422.4,3530,1147.178046,1.741480949,1.472674176,1.147178046,,1356.615315,3809.181749,,,,,,,
2013/2/7,2429.8,3513,1144.192567,1.746800863,1.465581977,1.144192567,,1354.416586,3790.837248,,,,,,,
2013/2/8,2437.8,3552,1146.896691,1.752552121,1.481852315,1.146896691,,1351.668176,3832.921692,,,,,,,
2013/2/18,2435,3480,1135.48896,1.75053918,1.451814768,1.13548896,,1343.972627,3718.31983,,,,,,,
2013/2/19,2445,3471.2,1138.595116,1.757728253,1.448143513,1.138595116,,1343.972627,3748.955971,,,,,,,
2013/2/20,2448,3483.2,1144.853653,1.759884975,1.453149771,1.144853653,,1345.621674,3794.342847,,,,,,,
2013/2/21,2439,3434.8,1141.691362,1.753414809,1.432957864,1.141691362,,1340.674535,3778.45744,,,,,,,
2013/2/22,2449,3471.2,1153.780649,1.760603882,1.448143513,1.153780649,,1346.171356,3878.308568,,,,,,,
2013/2/25,2441,3358,1145.161419,1.754852624,1.400917814,1.145161419,,1341.773899,3810.228254,,,,,,,
2013/2/26,2435,3356,1142.967747,1.75053918,1.400083438,1.142967747,,1338.475807,3807.95891,,,,,,,
2013/2/27,2435,3343,1141.67659,1.75053918,1.394659992,1.14167659,,1338.475807,3793.208175,,,,,,,
2013/2/28,2437,3358,1143.831398,1.751976995,1.400917814,1.143831398,,1339.575171,3810.228254,,,,,,,
2013/3/1,2436,3377,1145.385968,1.751258088,1.408844389,1.145385968,,1339.025489,3831.78702,,,,,,,
2013/3/4,2426,3376,1141.961595,1.744069015,1.408427201,1.141961595,,1333.528668,3830.652348,,,,,,,
2013/3/5,2428,3413,1146.301437,1.74550683,1.423863162,1.146301437,,1334.628032,3872.635209,,,,,,,
2013/3/6,2433,3395,1146.176208,1.749101366,1.416353776,1.146176208,,1337.376443,3852.211114,,,,,,,
2013/3/7,2438,3397,1148.037375,1.752695902,1.417188152,1.148037375,,1340.124853,3854.480458,,,,,,,
2013/3/8,2441,3421,1151.418565,1.754852624,1.427200668,1.151418565,,1341.773899,3881.712584,,,,,,,
2013/3/11,2446,3410,1151.988575,1.75844716,1.422611598,1.151988575,,1344.522309,3869.231193,,,,,,,
2013/3/12,2444,3363,1146.655534,1.757009346,1.403003755,1.146655534,,1343.422945,3815.901613,,,,,,,
2013/3/13,2448,3337,1145.403241,1.759884975,1.392156863,1.145403241,,1345.621674,3786.400144,,,,,,,
2013/3/14,2445,3283,1139.042457,1.757728253,1.369628703,1.139042457,,1343.972627,3725.127861,,,,,,,
2013/3/15,2453,3290,1142.397738,1.763479511,1.37254902,1.142397738,,1348.370084,3733.070564,,,,,,,
2013/3/18,2455,3204,1134.521247,1.764917326,1.336670839,1.134521247,,1349.469448,3635.488781,,,,,,,
2013/3/19,2460,3210,1136.779693,1.768511862,1.339173967,1.136779693,,1352.217858,3642.296812,,,,,,,
2013/3/20,2457,3236,1138.364491,1.76635514,1.350020859,1.138364491,,1350.568812,3671.798282,,,,,,,
2013/3/21,2457,3279,1142.635242,1.76635514,1.36795995,1.142635242,,1350.568812,3720.589173,,,,,,,
2013/3/22,2460,3276,1143.334799,1.768511862,1.366708385,1.143334799,,1352.217858,3717.185158,,,,,,,
2013/3/25,2461,3259,1141.978868,1.769230769,1.359616187,1.141978868,,1352.76754,3697.895735,,,,,,,
2013/3/26,2459,3270,1142.406375,1.767792955,1.364205257,1.142406375,,1351.668176,3710.377126,,,,,,,
2013/3/27,2459,3283,1143.697532,1.767792955,1.369628703,1.143697532,,1351.668176,3725.127861,,,,,,,
2013/3/28,2469,3296,1148.313743,1.774982027,1.375052149,1.148313743,,1357.164997,3739.878596,,,,,,,
2013/3/29,2463,3215,1138.273808,1.770668584,1.341259908,1.138273808,,1353.866904,3647.970172,,,,,,,
2013/4/1,2447,3208,1132.258484,1.759166068,1.338339591,1.132258484,,1345.071992,3640.027468,,,,,,,
2013/4/2,2439,3200,1128.803883,1.753414809,1.335002086,1.128803883,,1340.674535,3630.950093,,,,,,,
2013/4/3,2432,3138,1120.318518,1.748382459,1.309136421,1.120318518,,1336.826761,3560.600435,,,,,,,
2013/4/8,2414,3088,1109.367433,1.735442128,1.288277013,1.109367433,,1326.932484,3503.86684,,,,,,,
2013/4/9,2403,3124,1109.285386,1.727534148,1.303295786,1.109285386,,1320.885981,3544.715028,,,,,,,
2013/4/10,2413,3132,1113.404998,1.734723221,1.306633292,1.113404998,,1326.382802,3553.792403,,,,,,,
2013/4/11,2417,3110,1112.549984,1.73759885,1.297455152,1.112549984,,1328.58153,3528.829622,,,,,,,
2013/4/12,2421,3137,1116.56164,1.740474479,1.308719232,1.11656164,,1330.780258,3559.465763,,,,,,,
2013/4/15,2409,3119,1110.783819,1.731847592,1.301209846,1.110783819,,1324.184073,3539.041669,,,,,,,
2013/4/16,2399,3113,1106.862847,1.724658519,1.298706717,1.106862847,,1318.687253,3532.233637,,,,,,,
2013/4/17,2403,3156,1112.463619,1.727534148,1.316645807,1.112463619,,1320.885981,3581.024529,,,,,,,
2013/4/18,2403,3179,1114.747974,1.727534148,1.326241135,1.114747974,,1320.885981,3607.121983,,,,,,,
2013/4/19,2404,3208,1117.960753,1.728253055,1.338339591,1.117960753,,1321.435663,3640.027468,,,,,,,
2013/4/22,2385,3163,1107.173761,1.714593817,1.319566124,1.107173761,,1310.991704,3588.967233,,,,,,,
2013/4/23,2369,3144,1099.966599,1.703091301,1.311639549,1.099966599,,1302.196791,3567.408466,,,,,,,
2013/4/24,2373,3123,1099.210905,1.70596693,1.302878598,1.099210905,,1304.395519,3543.580356,,,,,,,
2013/4/25,2382,3124,1102.302773,1.712437096,1.303295786,1.102302773,,1309.342658,3544.715028,,,,,,,
2013/4/26,2391,3173,1110.161991,1.718907261,1.323738006,1.110161991,,1314.289796,3600.313952,,,,,,,
2013/5/2,2411,3190,1118.500535,1.733285406,1.330830204,1.118500535,,1325.283437,3619.603374,,,,,,,
2013/5/3,2419,3205,1122.650374,1.739036664,1.337088027,1.122650374,,1329.680894,3636.623452,,,,,,,
2013/5/6,2420,3198,1122.287641,1.739755572,1.33416771,1.122287641,,1330.230576,3628.680749,,,,,,,
2013/5/7,2427,3187,1123.522661,1.744787922,1.32957864,1.123522661,,1334.07835,3616.199358,,,,,,,
2013/5/8,2437,3235,1131.615064,1.751976995,1.349603671,1.131615064,,1339.575171,3670.66361,,,,,,,
2013/5/9,2433,3239,1130.682322,1.749101366,1.351272424,1.130682322,,1337.376443,3675.202297,,,,,,,
2013/5/10,2437,3259,1133.998739,1.751976995,1.359616187,1.133998739,,1339.575171,3697.895735,,,,,,,
2013/5/13,2435,3254,1132.837129,1.75053918,1.357530246,1.132837129,,1338.475807,3692.222376,,,,,,,
2013/5/14,2437,3258,1133.899419,1.751976995,1.359198999,1.133899419,,1339.575171,3696.761063,,,,,,,
2013/5/15,2437,3255,1133.60146,1.751976995,1.357947434,1.13360146,,1339.575171,3693.357048,,,,,,,
2013/5/16,2441,3248,1134.236243,1.754852624,1.355027117,1.134236243,,1341.773899,3685.414344,,,,,,,
2013/5/17,2447,3282,1139.608148,1.759166068,1.369211514,1.139608148,,1345.071992,3723.993189,,,,,,,
2013/5/20,2438,3308,1139.197914,1.752695902,1.380058406,1.139197914,,1340.124853,3753.494659,,,,,,,
2013/5/21,2426,3320,1136.399687,1.744069015,1.385064664,1.136399687,,1333.528668,3767.110721,,,,,,,
2013/5/22,2429,3318,1137.198563,1.746225737,1.384230288,1.137198563,,1335.177714,3764.841378,,,,,,,
2013/5/23,2433,3345,1141.210219,1.749101366,1.395494368,1.141210219,,1337.376443,3795.477519,,,,,,,
2013/5/24,2432,3330,1139.387917,1.748382459,1.389236546,1.139387917,,1336.826761,3778.45744,,,,,,,
2013/5/27,2437,3316,1139.659967,1.751976995,1.383395912,1.139659967,,1339.575171,3762.572034,,,,,,,
2013/5/28,2440,3320,1141.054762,1.754133717,1.385064664,1.141054762,,1341.224217,3767.110721,,,,,,,
2013/5/29,2445,3396,1150.265592,1.757728253,1.416770964,1.150265592,,1343.972627,3853.345786,,,,,,,
2013/5/30,2445,3390,1149.669674,1.757728253,1.414267835,1.149669674,,1343.972627,3846.537755,,,,,,,
2013/5/31,2446,3417,1152.683813,1.75844716,1.425531915,1.152683813,,1344.522309,3867.081626,,,,,,,
2013/6/3,2448,3506,1162.188284,1.759884975,1.46266166,1.162188284,,1345.621674,3964.96713,,,,,,,
2013/6/4,2438,3524,1160.650987,1.752695902,1.470171047,1.160650987,,1340.124853,3928.713239,,,,,,,
2013/6/5,2435,3572,1164.42082,1.75053918,1.490196078,1.16442082,,1338.475807,3940.797869,,,,,,,
2013/6/6,2430,3558,1161.367817,1.746944644,1.484355444,1.161367817,,1335.727397,3898.501664,,,,,,,
2013/6/7,2425,3480,1158.537106,1.743350108,1.451814768,1.158537106,,1332.978986,3905.752442,,,,,,,
2013/6/13,2424,3410.6,1157.457769,1.742631201,1.422861911,1.157457769,,1332.429304,3888.83396,,,,,,,
2013/6/14,2423,3332.2,1155.685678,1.741912293,1.39015436,1.155685678,,1331.879622,3880.374719,,,,,,,
2013/6/17,2424,3263.4,1155.193066,1.742631201,1.361451815,1.155193066,,1332.429304,3873.123941,,,,,,,
2013/6/18,2428,3231,1159.212858,1.74550683,1.347934919,1.159212858,,1334.628032,3904.543979,,,,,,,
2013/6/19,2425,3214,1156.453133,1.743350108,1.34084272,1.156453133,,1332.978986,3884.000108,,,,,,,
2013/6/20,2425,3224,1157.47361,1.743350108,1.345014602,1.15747361,,1332.978986,3896.084738,,,,,,,
2013/6/21,2418,3168,1149.367475,1.738317757,1.321652065,1.149367475,,1329.131212,3828.41081,,,,,,,
2013/6/24,2418,3118,1144.265091,1.738317757,1.300792657,1.144265091,,1329.131212,3767.987659,,,,,,,
2013/6/25,2419,3147,1147.566111,1.739036664,1.312891114,1.147566111,,1329.680894,3803.033086,,,,,,,
2013/6/26,2416,3153,1147.153484,1.736879942,1.315394243,1.147153484,,1328.031848,3810.283864,,,,,,,
2013/6/27,2413,3169,1147.761333,1.734723221,1.322069253,1.147761333,,1326.382802,3829.619273,,,,,,,
2013/6/28,2419,3162,1149.096827,1.739036664,1.319148936,1.149096827,,1329.680894,3821.160032,,,,,,,
2013/7/1,2415,3113,1142.729939,1.736161035,1.298706717,1.142729939,,1327.482166,3761.945344,,,,,,,
2013/7/2,2421,3125,1146.004338,1.740474479,1.303712975,1.146004338,,1330.780258,3776.4469,,,,,,,
2013/7/3,2425,3154,1150.330273,1.743350108,1.315811431,1.150330273,,1332.978986,3811.492328,,,,,,,
2013/7/4,2434,3171,1155.139824,1.749820273,1.32290363,1.155139824,,1337.926125,3832.036199,,,,,,,
2013/7/5,2436,3175,1156.231291,1.751258088,1.324572382,1.156231291,,1339.025489,3836.870051,,,,,,,
2013/7/8,2425,3138,1148.69751,1.743350108,1.309136421,1.14869751,,1332.293899,3792.156919,,,,,,,
2013/7/9,2415.4,3217,1156.920388,1.736448598,1.342094285,1.156920388,,1333.41583,3887.625497,,,,,,,
2013/7/10,2407.2,3243,1160.070218,1.730553559,1.352941176,1.160070218,,1334.537762,3919.045535,,,,,,,
2013/7/11,2400.8,3250,1161.824512,1.725952552,1.355861494,1.161824512,,1336.22066,3927.504776,,,,,,,
2013/7/12,2386.8,3270,1162.299317,1.71588785,1.364205257,1.162299317,,1333.41583,3951.674036,,,,,,,
2013/7/15,2367,3218,1153.450613,1.701653487,1.342511473,1.153450613,,1327.806172,3888.83396,,,,,,,
2013/7/16,2369,3251,1157.559904,1.703091301,1.356278682,1.157559904,,1328.928104,3928.713239,,,,,,,
2013/7/17,2369,3283,1160.872542,1.703091301,1.369628703,1.160872542,,1328.928104,3967.384056,,,,,,,
2013/7/18,2364,3271,1157.897469,1.699496765,1.364622445,1.157897469,,1326.123274,3952.882499,,,,,,,
2013/7/19,2368,3277,1159.904855,1.702372394,1.367125574,1.159904855,,1328.367138,3960.133277,,,,,,,
2013/7/22,2356,3252,1153.158056,1.693745507,1.35669587,1.153158056,,1321.635547,3929.921702,,,,,,,
2013/7/23,2355,3300,1157.780446,1.6930266,1.376720901,1.157780446,,1321.074582,3987.927927,,,,,,,
2013/7/24,2347,3288,1153.765673,1.687275341,1.371714643,1.153765673,,1316.586855,3973.426371,,,,,,,
2013/7/25,2344,3260,1149.827415,1.68511862,1.360033375,1.149827415,,1314.903957,3939.589406,,,,,,,
2013/7/26,2339,3168,1138.570747,1.681524083,1.321652065,1.138570747,,1312.099128,3828.41081,,,,,,,
2013/7/29,2323,3151,1131.265841,1.670021567,1.314559866,1.131265841,,1303.123674,3807.866938,,,,,,,
2013/7/30,2327,3162,1133.790827,1.672897196,1.319148936,1.133790827,,1305.367538,3821.160032,,,,,,,
