,A.DCE,C.DCE,CS.DCE,M.DCE,Y.DCE,P.DCE,JD.DCE,L.DCE,PP.DCE,V.DCE,J.DCE,JM.DCE,I.DCE,CF.CZC,SR.CZC,RM.CZC,TA.CZC,FG.CZC,MA.CZC,ZC.CZC,CU.SHF,ZN.SHF,AL.SHF,NI.SHF,AU.SHF,AG.SHF,BU.SHF,RU.SHF,HC.SHF,RB.SHF,IC.CFE,IH.CFE,IF.CFE,T.CFE,TF.CFE
2000-07-14,2244.57423888,,,,,,,,,,,,,,,,,,,,17453.2624177,,16162.4305964,,,,,8577.59207224,,,,,,,
2000-07-17,2191.92505855,,,,,,,,,,,,,,,,,,,,17453.2624177,,16181.8682761,,,,,8661.68611216,,,,,,,
2000-07-18,2222.01030445,,,2038.0,,,,,,,,,,,,,,,,,17765.2654837,,16298.4943537,,,,,8671.57952862,,,,,,,
2000-07-19,2201.59531616,,,2012.0,,,,,,,,,,,,,,,,,17774.720122,,16279.0566741,,,,,8656.73940393,,,,,,,
2000-07-20,2203.7442623,,,2016.0,,,,,,,,,,,,,,,,,17717.9922919,,16220.7436353,,,,,8691.36636155,,,,,,,
2000-07-21,2194.07400468,,,1970.0,,,,,,,,,,,,,,,,,17784.1747604,,16240.1813149,,,,,8701.25977801,,,,,,,
2000-07-24,2202.66978923,,,1976.0,,,,,,,,,,,,,,,,,17973.2675277,,16249.9001547,,,,,8636.95257101,,,,,,,
2000-07-25,2201.59531616,,,1998.0,,,,,,,,,,,,,,,,,17963.8128893,,16259.6248107,,,,,8597.37890516,,,,,,,
2000-07-26,2200.52084309,,,1950.0,,,,,,,,,,,,,,,,,18039.4499962,,16288.7987786,,,,,8632.00586278,,,,,,,
2000-07-27,2196.22295082,,,1948.0,,,,,,,,,,,,,,,,,17944.9036126,,16152.6535948,,,,,8627.05915455,,,,,,,
2000-07-28,2191.92505855,,,1926.0,,,,,,,,,,,,,,,,,18047.7665306,,16191.5522188,,,,,8676.52623685,,,,,,,
2000-07-31,2177.95690867,,,1948.0,,,,,,,,,,,,,,,,,17972.9571357,,16172.1029068,,,,,8666.63282039,,,,,,,
2000-08-01,2186.55269321,,,1945.0,,,,,,,,,,,,,,,,,17944.9036126,,16142.9289388,,,,,8719.47814247,,,,,,,
2000-08-02,2181.18032787,,,1905.0,,,,,,,,,,,,,,,,,17972.9571357,,16133.2042828,,,,,8767.51934435,,,,,,,
2000-08-03,2168.28665105,,,1895.0,,,,,,,,,,,,,,,,,17879.445392,,16123.4796269,,,,,8810.75642605,,,,,,,
2000-08-04,2129.60562061,,,1870.0,,,,,,,,,,,,,,,,,17860.7430433,,16113.7549709,,,,,8873.20998851,,,,,,,
2000-08-07,2131.75456674,,,1880.0,,,,,,,,,,,,,,,,,17916.8500895,,16113.7549709,,,,,8945.27179134,,,,,,,
2000-08-08,2110.26510539,,,1897.09090909,,,,,,,,,,,,,,,,,17860.7430433,,16094.3056589,,,,,9041.35419511,,,,,,,
2000-08-09,2105.96721311,,,1925.57575758,,,,,,,,,,,,,,,,,17823.3383458,,15899.8125392,,,,,8930.85943077,,,,,,,
2000-08-10,2103.81826698,,,1908.48484848,,,,,,,,,,,,,,,,,17916.8500895,,15928.9865071,,,,,8863.60174813,,,,,,,
2000-08-11,2111.33957845,,,1925.57575758,,,,,,,,,,,,,,,,,17888.7965664,,15977.6097871,,,,,8911.64295002,,,,,,,
2000-08-14,2118.86088993,,,1914.18181818,,,,,,,,,,,,,,,,,17926.2012638,,16006.783755,,,,,8868.40586832,,,,,,,
2000-08-15,2114.56299766,,,1914.18181818,,,,,,,,,,,,,,,,,17991.6594844,,16045.682379,,,,,8868.40586832,,,,,,,
2000-08-16,2085.55222482,,,1902.92192513,,,,,,,,,,,,,,,,,17991.6594844,,16035.957723,,,,,8882.81822888,,,,,,,
2000-08-17,2090.92459016,,,1914.18181818,,,,,,,,,,,,,,,,,17944.9036126,,15958.1604751,,,,,8882.81822888,,,,,,,
2000-08-18,2089.8501171,,,1892.78802139,,,,,,,,,,,,,,,,,17991.6594844,,15948.4358191,,,,,8892.42646926,,,,,,,
2000-08-21,2083.40327869,,,1914.18181818,,,,,,,,,,,,,,,,,17963.6059613,,15928.9865071,,,,,8873.20998851,,,,,,,
2000-08-22,2085.55222482,,,1914.18181818,,,,,,,,,,,,,,,,,17851.3918689,,15860.9139152,,,,,8781.93170492,,,,,,,
2000-08-23,2057.61592506,,,1916.43379679,,,,,,,,,,,,,,,,,17813.9871714,,15899.8125392,,,,,8820.36466643,,,,,,,
2000-08-24,2062.9882904,,,1914.18181818,,,,,,,,,,,,,,,,,17748.5289508,,15880.3632272,,,,,8829.97290681,,,,,,,
2000-08-25,2067.28618267,,,1914.18181818,,,,,,,,,,,,,,,,,17842.0406945,,15860.9139152,,,,,8844.38526737,,,,,,,
2000-08-28,2125.30772834,,,1970.48128342,,,,,,,,,,,,,,,,,17870.0942176,,15822.0152913,,,,,8777.12758473,,,,,,,
2000-08-29,2179.03138173,,,1953.59144385,,,,,,,,,,,,,,,,,17898.1477407,,15724.7687314,,,,,8786.73582511,,,,,,,
2000-08-30,2215.56346604,,,1977.23721925,,,,,,,,,,,,,,,,,18253.4923667,,15890.0878832,,,,,8781.93170492,,,,,,,
2000-08-31,2231.68056206,,,1959.22139037,,,,,,,,,,,,,,,,,18197.3853205,,15899.8125392,,,,,8733.89050303,,,,,,,
2000-09-01,2281.10632319,,,2023.40278075,,,,,,,,,,,,,,,,,18234.790018,,15890.0878832,,,,,8743.49874341,,,,,,,
2000-09-04,2267.09952997,,,2099.97005348,,,,,,,,,,,,,,,,,18262.8435411,,15792.8413233,,,,,8757.91110398,,,,,,,
2000-09-05,2296.11360163,,,2097.71807487,,,,,,,,,,,,,,,,,18403.1111566,,15851.1892592,,,,,8834.777027,,,,,,,
2000-09-06,2293.11214594,,,2038.04064171,,,,,,,,,,,,,,,,,18309.5994129,,15899.8125392,,,,,8786.73582511,,,,,,,
2000-09-07,2242.08739924,,,2004.26096257,,,,,,,,,,,,,,,,,18263.3396873,,15880.3869893,,,,,8815.56054624,,,,,,,
2000-09-08,2286.10874933,,,2038.04064171,,,,,,,,,,,,,,,,,18244.835797,,15822.1103398,,,,,8815.56054624,,,,,,,
2000-09-11,2268.1000152,,,2026.78074866,,,,,,,,,,,,,,,,,18281.8435775,,15831.8231147,,,,,8786.73582511,,,,,,,
2000-09-12,2260.09613337,,,2038.04064171,,,,,,,,,,,,,,,,,18328.1033032,,15831.8231147,,,,,8772.32346454,,,,,,,
2000-09-13,2259.09564814,,,2060.56042781,,,,,,,,,,,,,,,,,18550.1499863,,15909.5253141,,,,,8781.93170492,,,,,,,
2000-09-14,2238.08545832,,,2015.52085561,,,,,,,,,,,,,,,,,18550.1499863,,15880.3869893,,,,,8781.93170492,,,,,,,
2000-09-15,2258.09516291,,,2004.26096257,,,,,,,,,,,,,,,,,18540.8980412,,15831.8231147,,,,,8810.75642605,,,,,,,
2000-09-18,2262.09710383,,,2026.78074866,,,,,,,,,,,,,,,,,18402.1188642,,15763.8336903,,,,,8791.5399453,,,,,,,
2000-09-19,2259.09564814,,,2026.78074866,,,,,,,,,,,,,,,,,18309.5994129,,15724.9825906,,,,,8786.73582511,,,,,,,
2000-09-20,2277.10438227,,,2026.78074866,,,,,,,,,,,,,,,,,18374.3630288,,15773.5464652,,,,,8666.63282039,,,,,,,
2000-09-21,2287.10923456,,,2026.78074866,,,,,,,,,,,,,,,,,18207.8280165,,15627.8548415,,,,,8637.80809926,,,,,,,
2000-09-22,2280.10583796,,,2026.78074866,,,,,,,,,,,,,,,,,18346.6071935,,15598.7165167,,,,,8604.17925794,,,,,,,
2000-09-25,2282.10680841,,,1981.74117647,,,,,,,,,,,,,,,,,18457.630535,,15715.2698157,,,,,8529.11553486,,,,,,,
2000-09-26,2286.10874933,,,2026.78074866,,,,,,,,,,,,,,,,,18466.8824801,,15724.9825906,,,,,8552.57294832,,,,,,,
2000-09-27,2278.1048675,,,2038.04064171,,,,,,,,,,,,,,,,,18383.614974,,15676.4187161,,,,,8533.80701755,,,,,,,
2000-09-28,2280.10583796,,,2032.41069519,,,,,,,,,,,,,,,,,18402.1188642,,15695.8442659,,,,,8496.27515601,,,,,,,
2000-09-29,2281.10632319,,,2049.30053476,,,,,,,,,,,,,,,,,18392.8669191,,15715.2698157,,,,,8505.6581214,,,,,,,
2000-10-09,2264.09807428,,,2026.78074866,,,,,,,,,,,,,,,,,18291.0955227,,15375.3226936,,,,,8393.06253678,,,,,,,
2000-10-10,2244.08836969,,,2018.89882353,,,,,,,,,,,,,,,,,18226.3319068,,15317.0460441,,,,,8378.9880887,,,,,,,
2000-10-11,2249.09079584,,,2026.78074866,,,,,,,,,,,,,,,,,18299.6035928,,15365.6099187,,,,,8421.21143293,,,,,,,
2000-10-12,2228.08060602,,,2027.90673797,,,,,,,,,,,,,,,,,18308.7625536,,15385.0354686,,,,,8378.9880887,,,,,,,
2000-10-13,2236.08448786,,,2024.52877005,,,,,,,,,,,,,,,,,18024.8347701,,15249.0566197,,,,,8416.51995024,,,,,,,
2000-10-16,2231.08206171,,,2032.94239611,,,,,,,,,,,,,,,,,18116.4243777,,15297.6204943,,,,,8444.6688464,,,,,,,
2000-10-17,2257.09467768,,,2024.52877005,,,,,,,,,,,,,,,,,18070.6295739,,15258.7693946,,,,,8472.81774255,,,,,,,
2000-10-18,2241.08691401,,,2014.01173748,,,,,,,,,,,,,,,,,17896.6093195,,15025.6627966,,,,,8463.43477717,,,,,,,
2000-10-19,2252.09225153,,,2012.96003422,,,,,,,,,,,,,,,,,17914.927241,,15045.0883465,,,,,8435.28588101,,,,,,,
2000-10-20,2264.09807428,,,2003.49470491,,,,,,,,,,,,,,,,,17924.0026854,,15054.8011214,,,,,8449.36032909,,,,,,,
2000-10-23,2255.09370722,,,2008.7532212,,,,,,,,,,,,,,,,,17733.4183531,,14996.4868498,,,,,8454.05181178,,,,,,,
2000-10-24,2249.09079584,,,2002.44300165,,,,,,,,,,,,,,,,,17742.4937975,,14986.7678045,,,,,8430.59439832,,,,,,,
2000-10-25,2255.09370722,,,2006.64981468,,,,,,,,,,,,,,,,,17706.1920199,,14967.329714,,,,,8407.13698486,,,,,,,
2000-10-26,2258.09516291,,,2010.85662771,,,,,,,,,,,,,,,,,17370.4005772,,14782.6678538,,,,,8510.34960409,,,,,,,
2000-10-27,2238.08545832,,,2008.7532212,,,,,,,,,,,,,,,,,17161.665356,,14802.1059444,,,,,8613.56222332,,,,,,,
2000-10-30,2241.08691401,,,1998.23618862,,,,,,,,,,,,,,,,,17315.9479108,,14947.8916234,,,,,8590.10480986,,,,,,,
2000-10-31,2230.08157648,,,1998.23618862,,,,,,,,,,,,,,,,,17270.5706888,,14899.2963971,,,,,8576.03036178,,,,,,,
2000-11-01,2237.08497309,,,2010.85662771,,,,,,,,,,,,,,,,,17325.0233552,,14938.1725781,,,,,8547.88146563,,,,,,,
