,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,天胶,焦煤,沥青,动力煤,玉米,PTA,动力煤,沥青,玻璃,沪镍,玻璃,沪铜,玻璃
1,沪镍,铁矿石,沪镍,沥青,塑料,沪镍,PVC,豆油,棉花,沥青,沪铜,沪锌,沪锌
2,动力煤,豆一,沪锌,沪镍,焦煤,玻璃,玻璃,沪镍,豆一,玉米,沪铝,沪铝,沪铝
3,焦炭,菜粕,PVC,沪锌,沥青,豆一,甲醇,PTA,白糖,PTA,焦煤,螺纹钢,动力煤
4,沪铝,鸡蛋,玻璃,菜粕,淀粉,动力煤,沪镍,棕榈油,棕榈油,沪银,豆粕,PTA,沪铜
