,AP805.CZC,AP807.CZC,AP810.CZC,AP811.CZC,AP812.CZC,AP901.CZC,AP903.CZC
2017-12-22,735694.0,4664.0,28452.0,1716.0,668.0,,
2017-12-25,358024.0,6242.0,36654.0,822.0,278.0,,
2017-12-26,146420.0,3312.0,59644.0,2368.0,1232.0,,
2017-12-27,67888.0,914.0,14630.0,446.0,162.0,,
2017-12-28,71176.0,1072.0,11760.0,730.0,240.0,,
2017-12-29,25762.0,372.0,6090.0,258.0,176.0,,
2018-01-02,16426.0,168.0,3940.0,168.0,188.0,,
2018-01-03,20154.0,164.0,2388.0,50.0,34.0,,
2018-01-04,16652.0,98.0,1000.0,50.0,52.0,,
2018-01-05,9538.0,128.0,2064.0,142.0,110.0,,
2018-01-08,6932.0,130.0,1626.0,108.0,50.0,,
2018-01-09,71128.0,488.0,2056.0,92.0,104.0,,
2018-01-10,30192.0,190.0,1066.0,34.0,24.0,,
2018-01-11,43240.0,268.0,1326.0,172.0,52.0,,
2018-01-12,38852.0,92.0,1472.0,214.0,160.0,,
2018-01-15,26164.0,44.0,1298.0,66.0,42.0,,
2018-01-16,44712.0,116.0,1880.0,212.0,136.0,128.0,
2018-01-17,88156.0,142.0,4302.0,304.0,384.0,730.0,
2018-01-18,48086.0,14.0,2228.0,224.0,122.0,284.0,
2018-01-19,57942.0,368.0,1866.0,82.0,60.0,68.0,
2018-01-22,41406.0,156.0,1124.0,54.0,26.0,106.0,
2018-01-23,54140.0,10.0,1188.0,98.0,96.0,22.0,
2018-01-24,27376.0,46.0,514.0,8.0,4.0,2.0,
2018-01-25,27324.0,8.0,772.0,60.0,50.0,16.0,
2018-01-26,30254.0,32.0,438.0,16.0,16.0,14.0,
2018-01-29,56558.0,72.0,1592.0,226.0,102.0,88.0,
2018-01-30,50684.0,146.0,874.0,106.0,24.0,62.0,
2018-01-31,88814.0,154.0,888.0,42.0,6.0,32.0,
2018-02-01,63248.0,146.0,658.0,108.0,0.0,12.0,
2018-02-02,101222.0,246.0,1436.0,138.0,32.0,150.0,
2018-02-05,105376.0,404.0,1536.0,98.0,40.0,66.0,
2018-02-06,114430.0,410.0,9852.0,954.0,186.0,746.0,
2018-02-07,295794.0,1296.0,18586.0,848.0,288.0,668.0,
2018-02-08,430434.0,3340.0,31528.0,1558.0,354.0,1374.0,
2018-02-09,268308.0,1642.0,16218.0,446.0,186.0,476.0,
2018-02-12,272840.0,996.0,30070.0,2886.0,940.0,1398.0,
2018-02-13,196004.0,732.0,24936.0,844.0,172.0,280.0,
2018-02-14,235156.0,1206.0,36388.0,1972.0,464.0,1252.0,
2018-02-22,229594.0,2134.0,26746.0,1252.0,206.0,692.0,
2018-02-23,509036.0,7736.0,56180.0,2774.0,618.0,2298.0,
2018-02-26,601232.0,10650.0,80774.0,2300.0,292.0,1690.0,
2018-02-27,932914.0,15870.0,81866.0,1718.0,246.0,1978.0,
2018-02-28,878110.0,7130.0,65394.0,2136.0,258.0,1908.0,
2018-03-01,801364.0,6520.0,52684.0,2116.0,234.0,1852.0,
2018-03-02,826852.0,8416.0,83684.0,6250.0,572.0,6956.0,
2018-03-05,955606.0,7638.0,99530.0,4480.0,814.0,3980.0,
2018-03-06,1667622.0,15634.0,231420.0,6136.0,766.0,5630.0,
2018-03-07,918752.0,6874.0,156762.0,2810.0,260.0,2952.0,
2018-03-08,837036.0,13818.0,127948.0,3118.0,338.0,2890.0,
2018-03-09,1062380.0,8144.0,114374.0,1296.0,188.0,2680.0,
2018-03-12,1298964.0,17174.0,108034.0,1788.0,160.0,3322.0,
2018-03-13,926130.0,7966.0,158094.0,3424.0,262.0,3488.0,
2018-03-14,502176.0,4260.0,108488.0,1294.0,40.0,1868.0,
2018-03-15,586156.0,9110.0,91074.0,806.0,42.0,1504.0,22.0
