,AG1209.SHF,AG1210.SHF,AG1211.SHF,AG1212.SHF,AG1301.SHF,AG1302.SHF,AG1303.SHF,AG1304.SHF,AG1305.SHF,AG1306.SHF,AG1307.SHF,AG1308.SHF,AG1309.SHF,AG1310.SHF,AG1311.SHF,AG1312.SHF,AG1401.SHF,AG1402.SHF,AG1403.SHF,AG1404.SHF,AG1405.SHF,AG1406.SHF,AG1407.SHF,AG1408.SHF,AG1409.SHF,AG1410.SHF,AG1411.SHF,AG1412.SHF,AG1501.SHF,AG1502.SHF,AG1503.SHF,AG1504.SHF,AG1505.SHF,AG1506.SHF,AG1507.SHF,AG1508.SHF,AG1509.SHF,AG1510.SHF,AG1511.SHF,AG1512.SHF,AG1601.SHF,AG1602.SHF,AG1603.SHF,AG1604.SHF,AG1605.SHF,AG1606.SHF,AG1607.SHF,AG1608.SHF,AG1609.SHF,AG1610.SHF,AG1611.SHF,AG1612.SHF,AG1701.SHF,AG1702.SHF,AG1703.SHF,AG1704.SHF,AG1705.SHF,AG1706.SHF,AG1707.SHF,AG1708.SHF,AG1709.SHF,AG1710.SHF,AG1711.SHF,AG1712.SHF,AG1801.SHF,AG1802.SHF,AG1803.SHF,AG1804.SHF,AG1805.SHF,AG1806.SHF,AG1807.SHF,AG1808.SHF,AG1809.SHF,AG1810.SHF,AG1811.SHF,AG1812.SHF,AG1901.SHF,AG1902.SHF,AG1903.SHF,AG1904.SHF
2013-11-26,,,,,,,,,,,,,,,,930452.0,451488.0,786.0,762.0,26.0,608.0,352746.0,34.0,36.0,44.0,38.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-27,,,,,,,,,,,,,,,,559096.0,246982.0,1008.0,564.0,2.0,576.0,406552.0,2.0,10.0,20.0,16.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-28,,,,,,,,,,,,,,,,384024.0,245278.0,3112.0,1306.0,150.0,376.0,799684.0,22.0,14.0,42.0,22.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-29,,,,,,,,,,,,,,,,157116.0,159594.0,5134.0,1916.0,180.0,222.0,616656.0,10.0,72.0,28.0,10.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-02,,,,,,,,,,,,,,,,58210.0,170786.0,644.0,810.0,78.0,838.0,935634.0,28.0,32.0,60.0,26.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-03,,,,,,,,,,,,,,,,25120.0,173946.0,932.0,262.0,110.0,800.0,1435238.0,50.0,22.0,178.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-04,,,,,,,,,,,,,,,,15136.0,157202.0,374.0,190.0,152.0,1110.0,1531380.0,66.0,32.0,26.0,38.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-05,,,,,,,,,,,,,,,,14956.0,155426.0,732.0,234.0,92.0,4274.0,2001458.0,48.0,16.0,30.0,32.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-06,,,,,,,,,,,,,,,,8184.0,159002.0,490.0,294.0,82.0,714.0,2343196.0,50.0,30.0,34.0,12.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-09,,,,,,,,,,,,,,,,8600.0,193474.0,1288.0,360.0,26.0,850.0,3018118.0,200.0,14.0,60.0,48.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-10,,,,,,,,,,,,,,,,9992.0,102004.0,2296.0,204.0,36.0,1546.0,2048834.0,364.0,0.0,126.0,14.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-11,,,,,,,,,,,,,,,,8816.0,121698.0,4086.0,744.0,54.0,1742.0,2453760.0,236.0,48.0,90.0,16.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-12,,,,,,,,,,,,,,,,1628.0,63410.0,884.0,330.0,56.0,466.0,2052732.0,94.0,20.0,28.0,2.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-13,,,,,,,,,,,,,,,,916.0,99212.0,950.0,1010.0,36.0,1392.0,3156432.0,52.0,14.0,100.0,22.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-16,,,,,,,,,,,,,,,,1952.0,56218.0,568.0,190.0,4.0,1594.0,2245612.0,56.0,6.0,110.0,6.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-17,,,,,,,,,,,,,,,,,115930.0,2912.0,616.0,70.0,2956.0,4046964.0,604.0,8.0,80.0,10.0,70.0,620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-18,,,,,,,,,,,,,,,,,70470.0,686.0,554.0,40.0,1444.0,3755048.0,114.0,28.0,48.0,68.0,22.0,426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-19,,,,,,,,,,,,,,,,,64486.0,1178.0,422.0,44.0,5818.0,3439356.0,62.0,24.0,64.0,12.0,22.0,816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-20,,,,,,,,,,,,,,,,,42668.0,658.0,196.0,16.0,1560.0,2712018.0,190.0,6.0,422.0,6.0,38.0,1082.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-23,,,,,,,,,,,,,,,,,42442.0,248.0,230.0,114.0,1370.0,2783272.0,588.0,4.0,54.0,40.0,38.0,1972.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-24,,,,,,,,,,,,,,,,,30416.0,508.0,206.0,216.0,1184.0,1930942.0,92.0,20.0,62.0,6.0,234.0,1318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-25,,,,,,,,,,,,,,,,,24532.0,408.0,82.0,0.0,1820.0,1564986.0,12.0,0.0,24.0,8.0,0.0,286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-26,,,,,,,,,,,,,,,,,13286.0,3690.0,132.0,10.0,796.0,1179044.0,14.0,88.0,10.0,98.0,2.0,1266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-27,,,,,,,,,,,,,,,,,44520.0,1870.0,510.0,20.0,1374.0,2904058.0,40.0,58.0,92.0,42.0,0.0,1446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-30,,,,,,,,,,,,,,,,,35810.0,1240.0,314.0,28.0,1810.0,2886732.0,124.0,14.0,70.0,34.0,4.0,1318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,,,,,,,,,,,,,,,,,33718.0,1004.0,492.0,78.0,3542.0,2712884.0,52.0,20.0,132.0,74.0,12.0,1472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-02,,,,,,,,,,,,,,,,,10796.0,1768.0,1088.0,110.0,2858.0,1602996.0,92.0,26.0,108.0,36.0,8.0,1696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,,,,,,,,,,,,,,,,,11120.0,1940.0,830.0,40.0,3124.0,2761576.0,196.0,150.0,88.0,8.0,28.0,2608.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-06,,,,,,,,,,,,,,,,,6352.0,2384.0,628.0,42.0,3216.0,2672588.0,364.0,4.0,26.0,4.0,24.0,3974.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-07,,,,,,,,,,,,,,,,,5504.0,2440.0,794.0,30.0,2476.0,2765338.0,52.0,50.0,42.0,4.0,18.0,2076.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-08,,,,,,,,,,,,,,,,,8292.0,2574.0,670.0,46.0,2034.0,3285602.0,50.0,28.0,190.0,34.0,60.0,2762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-09,,,,,,,,,,,,,,,,,4164.0,3110.0,848.0,110.0,2788.0,3737784.0,156.0,1268.0,250.0,8.0,116.0,4368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-10,,,,,,,,,,,,,,,,,4196.0,2134.0,588.0,596.0,3244.0,3293378.0,112.0,76.0,68.0,14.0,64.0,3906.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-13,,,,,,,,,,,,,,,,,868.0,3716.0,798.0,634.0,3350.0,4218540.0,214.0,112.0,112.0,14.0,62.0,5460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-14,,,,,,,,,,,,,,,,,496.0,1782.0,1424.0,68.0,2872.0,3671768.0,318.0,6.0,340.0,2.0,108.0,4612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-15,,,,,,,,,,,,,,,,,856.0,1396.0,2008.0,36.0,3318.0,3981698.0,64.0,16.0,62.0,2.0,10.0,5640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-16,,,,,,,,,,,,,,,,,,898.0,812.0,42.0,2586.0,3026456.0,48.0,20.0,86.0,2.0,6.0,3912.0,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-17,,,,,,,,,,,,,,,,,,1944.0,988.0,16.0,1234.0,2169836.0,54.0,4.0,20.0,8.0,4.0,3254.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-20,,,,,,,,,,,,,,,,,,2374.0,634.0,300.0,1004.0,2118776.0,40.0,2.0,56.0,2.0,6.0,4492.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-21,,,,,,,,,,,,,,,,,,1360.0,1214.0,130.0,582.0,1309466.0,36.0,18.0,42.0,2.0,8.0,2892.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-22,,,,,,,,,,,,,,,,,,1604.0,748.0,86.0,1290.0,2258252.0,90.0,20.0,30.0,34.0,6.0,3166.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-23,,,,,,,,,,,,,,,,,,2034.0,578.0,48.0,3682.0,1559286.0,132.0,68.0,36.0,28.0,34.0,2646.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-24,,,,,,,,,,,,,,,,,,2482.0,1376.0,50.0,1924.0,2530326.0,136.0,76.0,26.0,76.0,64.0,4202.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-27,,,,,,,,,,,,,,,,,,1854.0,772.0,56.0,1216.0,2117330.0,290.0,46.0,34.0,64.0,34.0,4048.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-28,,,,,,,,,,,,,,,,,,3298.0,546.0,34.0,820.0,1812776.0,70.0,84.0,16.0,0.0,8.0,3518.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-29,,,,,,,,,,,,,,,,,,1152.0,812.0,30.0,1062.0,1319710.0,134.0,104.0,166.0,20.0,4.0,1696.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-30,,,,,,,,,,,,,,,,,,1080.0,982.0,42.0,1632.0,1210638.0,212.0,104.0,26.0,2.0,16.0,3520.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-07,,,,,,,,,,,,,,,,,,1532.0,942.0,18.0,532.0,412980.0,180.0,466.0,38.0,0.0,0.0,2342.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-10,,,,,,,,,,,,,,,,,,3464.0,3640.0,66.0,1982.0,1950536.0,124.0,128.0,22.0,18.0,24.0,6120.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-11,,,,,,,,,,,,,,,,,,1144.0,1488.0,128.0,1272.0,1735816.0,86.0,52.0,148.0,50.0,92.0,5122.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-12,,,,,,,,,,,,,,,,,,1756.0,1498.0,54.0,2398.0,2295082.0,78.0,40.0,66.0,4.0,8.0,5508.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-13,,,,,,,,,,,,,,,,,,568.0,448.0,112.0,728.0,1665284.0,42.0,12.0,44.0,4.0,8.0,3186.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-14,,,,,,,,,,,,,,,,,,912.0,1592.0,168.0,2794.0,2480476.0,116.0,36.0,110.0,16.0,16.0,7638.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-17,,,,,,,,,,,,,,,,,,288.0,2668.0,508.0,5802.0,2727756.0,552.0,112.0,182.0,48.0,44.0,19752.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-18,,,,,,,,,,,,,,,,,,,4160.0,418.0,4306.0,3059920.0,736.0,206.0,250.0,52.0,18.0,22166.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-19,,,,,,,,,,,,,,,,,,,6096.0,756.0,6216.0,3714632.0,316.0,108.0,354.0,4.0,10.0,19752.0,56.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-20,,,,,,,,,,,,,,,,,,,5062.0,170.0,5110.0,3578102.0,232.0,72.0,186.0,6.0,20.0,23112.0,62.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-21,,,,,,,,,,,,,,,,,,,1950.0,120.0,2094.0,2749468.0,256.0,50.0,70.0,0.0,6.0,9144.0,42.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-24,,,,,,,,,,,,,,,,,,,4586.0,224.0,3796.0,3120350.0,824.0,192.0,90.0,54.0,18.0,15534.0,80.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-25,,,,,,,,,,,,,,,,,,,4004.0,48.0,1950.0,3345578.0,338.0,100.0,370.0,28.0,2.0,15794.0,64.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-26,,,,,,,,,,,,,,,,,,,1490.0,70.0,1552.0,3540346.0,236.0,126.0,184.0,80.0,88.0,22864.0,72.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-27,,,,,,,,,,,,,,,,,,,3006.0,142.0,1604.0,4259772.0,224.0,100.0,126.0,82.0,48.0,24566.0,266.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-28,,,,,,,,,,,,,,,,,,,2640.0,466.0,594.0,3056448.0,136.0,108.0,70.0,48.0,36.0,13726.0,18.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-03,,,,,,,,,,,,,,,,,,,2644.0,374.0,1868.0,2660878.0,194.0,74.0,102.0,12.0,26.0,18298.0,40.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-04,,,,,,,,,,,,,,,,,,,4104.0,214.0,1644.0,2896910.0,214.0,98.0,116.0,28.0,24.0,13746.0,24.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-05,,,,,,,,,,,,,,,,,,,1928.0,364.0,2660.0,2443770.0,204.0,126.0,236.0,12.0,20.0,11576.0,42.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-06,,,,,,,,,,,,,,,,,,,3156.0,292.0,570.0,1893578.0,206.0,30.0,80.0,0.0,8.0,11102.0,16.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-07,,,,,,,,,,,,,,,,,,,2684.0,296.0,504.0,2508262.0,82.0,52.0,98.0,6.0,2.0,11330.0,32.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-10,,,,,,,,,,,,,,,,,,,3644.0,1246.0,2878.0,3954986.0,512.0,228.0,458.0,4.0,60.0,28478.0,66.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-11,,,,,,,,,,,,,,,,,,,2456.0,684.0,604.0,2024496.0,142.0,74.0,218.0,34.0,40.0,20362.0,102.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-12,,,,,,,,,,,,,,,,,,,1100.0,618.0,788.0,3141810.0,184.0,76.0,266.0,58.0,18.0,25014.0,40.0,816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-13,,,,,,,,,,,,,,,,,,,1084.0,422.0,648.0,2800848.0,188.0,134.0,316.0,20.0,12.0,23744.0,12.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-14,,,,,,,,,,,,,,,,,,,24.0,884.0,694.0,2155606.0,126.0,38.0,102.0,14.0,26.0,16800.0,8.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-17,,,,,,,,,,,,,,,,,,,352.0,810.0,842.0,2785618.0,224.0,86.0,226.0,88.0,22.0,22654.0,40.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-18,,,,,,,,,,,,,,,,,,,,2332.0,582.0,2231534.0,214.0,98.0,212.0,14.0,38.0,22896.0,66.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-19,,,,,,,,,,,,,,,,,,,,1264.0,648.0,2067478.0,226.0,100.0,188.0,64.0,16.0,20062.0,62.0,28.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-20,,,,,,,,,,,,,,,,,,,,1714.0,418.0,3038494.0,1002.0,86.0,302.0,20.0,70.0,28600.0,40.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-21,,,,,,,,,,,,,,,,,,,,1208.0,416.0,1831372.0,552.0,128.0,624.0,24.0,28.0,18946.0,32.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-24,,,,,,,,,,,,,,,,,,,,564.0,366.0,1428226.0,1250.0,58.0,160.0,10.0,6.0,17262.0,60.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-25,,,,,,,,,,,,,,,,,,,,1344.0,662.0,1826138.0,790.0,44.0,454.0,44.0,6.0,18650.0,38.0,40.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-26,,,,,,,,,,,,,,,,,,,,1152.0,618.0,1562460.0,94.0,26.0,250.0,0.0,4.0,13666.0,70.0,30.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-27,,,,,,,,,,,,,,,,,,,,802.0,386.0,1823344.0,160.0,14.0,1098.0,2.0,4.0,19152.0,44.0,36.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-28,,,,,,,,,,,,,,,,,,,,876.0,144.0,1343874.0,164.0,22.0,482.0,4.0,0.0,14258.0,38.0,20.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,,,,,,,,,,,,,,,,,,,,480.0,198.0,1328368.0,132.0,16.0,226.0,22.0,0.0,17258.0,14.0,12.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-01,,,,,,,,,,,,,,,,,,,,1150.0,3110.0,1288606.0,48.0,24.0,684.0,46.0,4.0,20556.0,60.0,16.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-02,,,,,,,,,,,,,,,,,,,,76.0,526.0,906920.0,42.0,28.0,226.0,20.0,2.0,13942.0,50.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-03,,,,,,,,,,,,,,,,,,,,472.0,566.0,989192.0,60.0,12.0,294.0,120.0,0.0,18088.0,32.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-04,,,,,,,,,,,,,,,,,,,,388.0,98.0,742022.0,108.0,0.0,178.0,20.0,0.0,13258.0,10.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-08,,,,,,,,,,,,,,,,,,,,620.0,250.0,510158.0,82.0,6.0,180.0,16.0,4.0,21160.0,22.0,10.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-09,,,,,,,,,,,,,,,,,,,,236.0,162.0,882738.0,192.0,12.0,292.0,12.0,20.0,20636.0,10.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-10,,,,,,,,,,,,,,,,,,,,408.0,604.0,1072752.0,88.0,10.0,202.0,108.0,8.0,26786.0,46.0,30.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-11,,,,,,,,,,,,,,,,,,,,212.0,522.0,997636.0,86.0,14.0,58.0,104.0,6.0,22196.0,72.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-14,,,,,,,,,,,,,,,,,,,,524.0,108.0,806212.0,106.0,14.0,34.0,18.0,128.0,17242.0,10.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-15,,,,,,,,,,,,,,,,,,,,1104.0,790.0,1041368.0,76.0,24.0,494.0,8.0,18.0,36348.0,130.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-16,,,,,,,,,,,,,,,,,,,,,1086.0,1509138.0,100.0,20.0,1220.0,12.0,22.0,66494.0,204.0,12.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-17,,,,,,,,,,,,,,,,,,,,,458.0,965550.0,214.0,52.0,568.0,128.0,8.0,51146.0,74.0,26.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-18,,,,,,,,,,,,,,,,,,,,,338.0,643384.0,116.0,54.0,228.0,36.0,40.0,43436.0,90.0,412.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-21,,,,,,,,,,,,,,,,,,,,,2336.0,853788.0,352.0,106.0,940.0,76.0,52.0,67090.0,206.0,32.0,264.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-22,,,,,,,,,,,,,,,,,,,,,1180.0,979376.0,1162.0,60.0,740.0,54.0,8.0,74704.0,96.0,16.0,16.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-23,,,,,,,,,,,,,,,,,,,,,2330.0,941766.0,192.0,20.0,246.0,8.0,0.0,69762.0,22.0,8.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-24,,,,,,,,,,,,,,,,,,,,,952.0,644956.0,252.0,0.0,208.0,22.0,10.0,47608.0,6.0,12.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-25,,,,,,,,,,,,,,,,,,,,,988.0,2221006.0,2736.0,146.0,1116.0,54.0,14.0,196486.0,130.0,74.0,100.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-28,,,,,,,,,,,,,,,,,,,,,804.0,1450404.0,466.0,106.0,672.0,94.0,0.0,125440.0,226.0,8.0,24.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-29,,,,,,,,,,,,,,,,,,,,,472.0,1101274.0,286.0,42.0,562.0,44.0,32.0,104002.0,172.0,6.0,12.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
