,TF1312.CFE,TF1403.CFE,TF1406.CFE,TF1409.CFE,TF1412.CFE,TF1503.CFE,TF1506.CFE,TF1509.CFE,TF1512.CFE,TF1603.CFE,TF1606.CFE,TF1609.CFE,TF1612.CFE,TF1703.CFE,TF1706.CFE,TF1709.CFE,TF1712.CFE,TF1803.CFE,TF1806.CFE,TF1809.CFE,TF1812.CFE
2016-12-27,,,,,,,,,,,,,,8415.0,600.0,4.0,,,,,
2016-12-28,,,,,,,,,,,,,,12174.0,731.0,7.0,,,,,
2016-12-29,,,,,,,,,,,,,,14294.0,1097.0,47.0,,,,,
2016-12-30,,,,,,,,,,,,,,10257.0,693.0,27.0,,,,,
2017-01-03,,,,,,,,,,,,,,9040.0,989.0,14.0,,,,,
2017-01-04,,,,,,,,,,,,,,11997.0,1025.0,16.0,,,,,
2017-01-05,,,,,,,,,,,,,,11494.0,1111.0,11.0,,,,,
2017-01-06,,,,,,,,,,,,,,9625.0,1846.0,9.0,,,,,
2017-01-09,,,,,,,,,,,,,,7763.0,1133.0,25.0,,,,,
2017-01-10,,,,,,,,,,,,,,8358.0,1670.0,14.0,,,,,
2017-01-11,,,,,,,,,,,,,,8233.0,1400.0,4.0,,,,,
2017-01-12,,,,,,,,,,,,,,7421.0,1043.0,3.0,,,,,
2017-01-13,,,,,,,,,,,,,,7266.0,1270.0,5.0,,,,,
2017-01-16,,,,,,,,,,,,,,8875.0,1777.0,11.0,,,,,
2017-01-17,,,,,,,,,,,,,,7239.0,1499.0,11.0,,,,,
2017-01-18,,,,,,,,,,,,,,6430.0,1630.0,7.0,,,,,
2017-01-19,,,,,,,,,,,,,,7685.0,2102.0,30.0,,,,,
2017-01-20,,,,,,,,,,,,,,7957.0,1754.0,28.0,,,,,
2017-01-23,,,,,,,,,,,,,,3716.0,729.0,4.0,,,,,
2017-01-24,,,,,,,,,,,,,,7646.0,2693.0,61.0,,,,,
2017-01-25,,,,,,,,,,,,,,8201.0,4942.0,79.0,,,,,
2017-01-26,,,,,,,,,,,,,,5436.0,2354.0,26.0,,,,,
2017-02-03,,,,,,,,,,,,,,7771.0,6085.0,34.0,,,,,
2017-02-06,,,,,,,,,,,,,,4877.0,4952.0,65.0,,,,,
2017-02-07,,,,,,,,,,,,,,3633.0,8359.0,145.0,,,,,
2017-02-08,,,,,,,,,,,,,,2310.0,8511.0,20.0,,,,,
2017-02-09,,,,,,,,,,,,,,1490.0,8550.0,27.0,,,,,
2017-02-10,,,,,,,,,,,,,,906.0,6851.0,52.0,,,,,
2017-02-13,,,,,,,,,,,,,,1007.0,7113.0,153.0,,,,,
2017-02-14,,,,,,,,,,,,,,1340.0,8539.0,49.0,,,,,
2017-02-15,,,,,,,,,,,,,,842.0,7969.0,55.0,,,,,
2017-02-16,,,,,,,,,,,,,,511.0,9203.0,24.0,,,,,
2017-02-17,,,,,,,,,,,,,,290.0,11036.0,47.0,,,,,
2017-02-20,,,,,,,,,,,,,,270.0,10004.0,90.0,,,,,
2017-02-21,,,,,,,,,,,,,,254.0,10554.0,69.0,,,,,
2017-02-22,,,,,,,,,,,,,,124.0,9682.0,52.0,,,,,
2017-02-23,,,,,,,,,,,,,,97.0,7703.0,82.0,,,,,
2017-02-24,,,,,,,,,,,,,,84.0,10046.0,148.0,,,,,
2017-02-27,,,,,,,,,,,,,,52.0,9353.0,116.0,,,,,
2017-02-28,,,,,,,,,,,,,,2.0,6625.0,135.0,,,,,
2017-03-01,,,,,,,,,,,,,,0.0,9271.0,159.0,,,,,
2017-03-02,,,,,,,,,,,,,,1.0,8388.0,67.0,,,,,
2017-03-03,,,,,,,,,,,,,,0.0,8175.0,81.0,,,,,
2017-03-06,,,,,,,,,,,,,,0.0,6449.0,141.0,,,,,
2017-03-07,,,,,,,,,,,,,,0.0,6654.0,50.0,,,,,
2017-03-08,,,,,,,,,,,,,,0.0,9217.0,217.0,,,,,
2017-03-09,,,,,,,,,,,,,,0.0,9619.0,109.0,,,,,
2017-03-10,,,,,,,,,,,,,,18.0,6919.0,60.0,,,,,
2017-03-13,,,,,,,,,,,,,,,10915.0,249.0,33.0,,,,
2017-03-14,,,,,,,,,,,,,,,9154.0,158.0,9.0,,,,
2017-03-15,,,,,,,,,,,,,,,7652.0,71.0,0.0,,,,
2017-03-16,,,,,,,,,,,,,,,19013.0,432.0,18.0,,,,
2017-03-17,,,,,,,,,,,,,,,8231.0,209.0,7.0,,,,
2017-03-20,,,,,,,,,,,,,,,9023.0,322.0,27.0,,,,
2017-03-21,,,,,,,,,,,,,,,10347.0,162.0,40.0,,,,
2017-03-22,,,,,,,,,,,,,,,9274.0,596.0,33.0,,,,
2017-03-23,,,,,,,,,,,,,,,9581.0,247.0,7.0,,,,
2017-03-24,,,,,,,,,,,,,,,12048.0,209.0,30.0,,,,
2017-03-27,,,,,,,,,,,,,,,8790.0,159.0,40.0,,,,
2017-03-28,,,,,,,,,,,,,,,9918.0,300.0,31.0,,,,
2017-03-29,,,,,,,,,,,,,,,8468.0,201.0,21.0,,,,
2017-03-30,,,,,,,,,,,,,,,8380.0,295.0,25.0,,,,
2017-03-31,,,,,,,,,,,,,,,8194.0,262.0,3.0,,,,
2017-04-05,,,,,,,,,,,,,,,9270.0,347.0,6.0,,,,
2017-04-06,,,,,,,,,,,,,,,6982.0,80.0,20.0,,,,
2017-04-07,,,,,,,,,,,,,,,7608.0,237.0,16.0,,,,
2017-04-10,,,,,,,,,,,,,,,7293.0,267.0,13.0,,,,
2017-04-11,,,,,,,,,,,,,,,5707.0,209.0,5.0,,,,
2017-04-12,,,,,,,,,,,,,,,10120.0,264.0,16.0,,,,
2017-04-13,,,,,,,,,,,,,,,9730.0,551.0,38.0,,,,
2017-04-14,,,,,,,,,,,,,,,7758.0,337.0,16.0,,,,
2017-04-17,,,,,,,,,,,,,,,9575.0,446.0,24.0,,,,
2017-04-18,,,,,,,,,,,,,,,8084.0,581.0,4.0,,,,
2017-04-19,,,,,,,,,,,,,,,8151.0,360.0,2.0,,,,
2017-04-20,,,,,,,,,,,,,,,8135.0,702.0,10.0,,,,
2017-04-21,,,,,,,,,,,,,,,8647.0,735.0,10.0,,,,
2017-04-24,,,,,,,,,,,,,,,10477.0,1041.0,13.0,,,,
2017-04-25,,,,,,,,,,,,,,,10056.0,814.0,13.0,,,,
2017-04-26,,,,,,,,,,,,,,,8948.0,1639.0,13.0,,,,
2017-04-27,,,,,,,,,,,,,,,8767.0,708.0,3.0,,,,
2017-04-28,,,,,,,,,,,,,,,6643.0,761.0,23.0,,,,
2017-05-02,,,,,,,,,,,,,,,8920.0,959.0,30.0,,,,
2017-05-03,,,,,,,,,,,,,,,8355.0,942.0,11.0,,,,
2017-05-04,,,,,,,,,,,,,,,11065.0,2302.0,11.0,,,,
2017-05-05,,,,,,,,,,,,,,,7471.0,2056.0,17.0,,,,
2017-05-08,,,,,,,,,,,,,,,9158.0,4880.0,38.0,,,,
2017-05-09,,,,,,,,,,,,,,,10663.0,5749.0,41.0,,,,
2017-05-10,,,,,,,,,,,,,,,15901.0,11825.0,79.0,,,,
2017-05-11,,,,,,,,,,,,,,,12932.0,13146.0,225.0,,,,
2017-05-12,,,,,,,,,,,,,,,7005.0,18131.0,55.0,,,,
2017-05-15,,,,,,,,,,,,,,,5321.0,15694.0,74.0,,,,
2017-05-16,,,,,,,,,,,,,,,5398.0,11662.0,91.0,,,,
2017-05-17,,,,,,,,,,,,,,,3377.0,16285.0,116.0,,,,
2017-05-18,,,,,,,,,,,,,,,1961.0,11551.0,78.0,,,,
2017-05-19,,,,,,,,,,,,,,,1453.0,15125.0,72.0,,,,
2017-05-22,,,,,,,,,,,,,,,1378.0,11881.0,71.0,,,,
2017-05-23,,,,,,,,,,,,,,,1055.0,12684.0,91.0,,,,
2017-05-24,,,,,,,,,,,,,,,854.0,15124.0,108.0,,,,
2017-05-25,,,,,,,,,,,,,,,781.0,9244.0,92.0,,,,
2017-05-26,,,,,,,,,,,,,,,907.0,6373.0,42.0,,,,
2017-05-31,,,,,,,,,,,,,,,29.0,9771.0,508.0,,,,
2017-06-01,,,,,,,,,,,,,,,57.0,9517.0,404.0,,,,
2017-06-02,,,,,,,,,,,,,,,0.0,6428.0,172.0,,,,
2017-06-05,,,,,,,,,,,,,,,25.0,9341.0,276.0,,,,
2017-06-06,,,,,,,,,,,,,,,55.0,7082.0,212.0,,,,
2017-06-07,,,,,,,,,,,,,,,83.0,13681.0,167.0,,,,
2017-06-08,,,,,,,,,,,,,,,210.0,10457.0,273.0,,,,
2017-06-09,,,,,,,,,,,,,,,301.0,7865.0,113.0,,,,
2017-06-12,,,,,,,,,,,,,,,,9920.0,155.0,0.0,,,
2017-06-13,,,,,,,,,,,,,,,,8928.0,147.0,0.0,,,
2017-06-14,,,,,,,,,,,,,,,,20264.0,233.0,0.0,,,
2017-06-15,,,,,,,,,,,,,,,,14293.0,227.0,2.0,,,
2017-06-16,,,,,,,,,,,,,,,,8232.0,88.0,4.0,,,
2017-06-19,,,,,,,,,,,,,,,,13310.0,225.0,0.0,,,
2017-06-20,,,,,,,,,,,,,,,,11134.0,246.0,0.0,,,
2017-06-21,,,,,,,,,,,,,,,,14375.0,322.0,0.0,,,
2017-06-22,,,,,,,,,,,,,,,,14065.0,148.0,0.0,,,
2017-06-23,,,,,,,,,,,,,,,,9252.0,183.0,2.0,,,
2017-06-26,,,,,,,,,,,,,,,,11294.0,390.0,12.0,,,
2017-06-27,,,,,,,,,,,,,,,,9709.0,367.0,5.0,,,
2017-06-28,,,,,,,,,,,,,,,,10289.0,410.0,5.0,,,
2017-06-29,,,,,,,,,,,,,,,,11875.0,240.0,1.0,,,
2017-06-30,,,,,,,,,,,,,,,,10328.0,164.0,4.0,,,
2017-07-03,,,,,,,,,,,,,,,,9365.0,226.0,0.0,,,
2017-07-04,,,,,,,,,,,,,,,,6945.0,521.0,0.0,,,
2017-07-05,,,,,,,,,,,,,,,,8642.0,902.0,2.0,,,
2017-07-06,,,,,,,,,,,,,,,,8866.0,738.0,0.0,,,
2017-07-07,,,,,,,,,,,,,,,,11850.0,1140.0,0.0,,,
2017-07-10,,,,,,,,,,,,,,,,10920.0,587.0,0.0,,,
2017-07-11,,,,,,,,,,,,,,,,9802.0,420.0,2.0,,,
2017-07-12,,,,,,,,,,,,,,,,14933.0,589.0,3.0,,,
2017-07-13,,,,,,,,,,,,,,,,12407.0,685.0,0.0,,,
2017-07-14,,,,,,,,,,,,,,,,12516.0,2699.0,9.0,,,
2017-07-17,,,,,,,,,,,,,,,,12769.0,3826.0,1.0,,,
2017-07-18,,,,,,,,,,,,,,,,14751.0,3535.0,1.0,,,
2017-07-19,,,,,,,,,,,,,,,,9958.0,2622.0,2.0,,,
2017-07-20,,,,,,,,,,,,,,,,7132.0,1769.0,0.0,,,
2017-07-21,,,,,,,,,,,,,,,,6080.0,995.0,0.0,,,
2017-07-24,,,,,,,,,,,,,,,,5582.0,1599.0,0.0,,,
2017-07-25,,,,,,,,,,,,,,,,7773.0,1793.0,0.0,,,
2017-07-26,,,,,,,,,,,,,,,,7748.0,1344.0,0.0,,,
2017-07-27,,,,,,,,,,,,,,,,10691.0,2699.0,3.0,,,
2017-07-28,,,,,,,,,,,,,,,,7878.0,1995.0,0.0,,,
2017-07-31,,,,,,,,,,,,,,,,9463.0,2512.0,0.0,,,
2017-08-01,,,,,,,,,,,,,,,,12872.0,4090.0,1.0,,,
2017-08-02,,,,,,,,,,,,,,,,10054.0,3778.0,0.0,,,
2017-08-03,,,,,,,,,,,,,,,,10078.0,4173.0,94.0,,,
2017-08-04,,,,,,,,,,,,,,,,9034.0,2955.0,22.0,,,
2017-08-07,,,,,,,,,,,,,,,,10095.0,5508.0,6.0,,,
2017-08-08,,,,,,,,,,,,,,,,8622.0,5553.0,1.0,,,
2017-08-09,,,,,,,,,,,,,,,,11300.0,7526.0,212.0,,,
2017-08-10,,,,,,,,,,,,,,,,7968.0,6763.0,163.0,,,
2017-08-11,,,,,,,,,,,,,,,,7313.0,8011.0,35.0,,,
2017-08-14,,,,,,,,,,,,,,,,6629.0,11631.0,137.0,,,
2017-08-15,,,,,,,,,,,,,,,,4605.0,10186.0,76.0,,,
2017-08-16,,,,,,,,,,,,,,,,3025.0,7213.0,0.0,,,
2017-08-17,,,,,,,,,,,,,,,,1412.0,6243.0,30.0,,,
2017-08-18,,,,,,,,,,,,,,,,1418.0,7225.0,138.0,,,
2017-08-21,,,,,,,,,,,,,,,,1516.0,6897.0,25.0,,,
2017-08-22,,,,,,,,,,,,,,,,1090.0,8524.0,17.0,,,
2017-08-23,,,,,,,,,,,,,,,,1139.0,11330.0,8.0,,,
2017-08-24,,,,,,,,,,,,,,,,694.0,9579.0,1.0,,,
2017-08-25,,,,,,,,,,,,,,,,701.0,5262.0,31.0,,,
2017-08-28,,,,,,,,,,,,,,,,1520.0,7314.0,32.0,,,
2017-08-29,,,,,,,,,,,,,,,,762.0,8007.0,23.0,,,
2017-08-30,,,,,,,,,,,,,,,,520.0,7269.0,11.0,,,
2017-08-31,,,,,,,,,,,,,,,,46.0,6187.0,3.0,,,
2017-09-01,,,,,,,,,,,,,,,,12.0,5586.0,0.0,,,
2017-09-04,,,,,,,,,,,,,,,,2.0,4919.0,17.0,,,
2017-09-05,,,,,,,,,,,,,,,,0.0,7308.0,29.0,,,
2017-09-06,,,,,,,,,,,,,,,,0.0,7091.0,49.0,,,
2017-09-07,,,,,,,,,,,,,,,,0.0,9066.0,24.0,,,
2017-09-08,,,,,,,,,,,,,,,,0.0,12274.0,41.0,,,
2017-09-11,,,,,,,,,,,,,,,,,8032.0,27.0,0.0,,
2017-09-12,,,,,,,,,,,,,,,,,10602.0,36.0,0.0,,
2017-09-13,,,,,,,,,,,,,,,,,15095.0,222.0,0.0,,
2017-09-14,,,,,,,,,,,,,,,,,13350.0,39.0,0.0,,
2017-09-15,,,,,,,,,,,,,,,,,8543.0,39.0,0.0,,
2017-09-18,,,,,,,,,,,,,,,,,18684.0,74.0,0.0,,
2017-09-19,,,,,,,,,,,,,,,,,10139.0,62.0,0.0,,
2017-09-20,,,,,,,,,,,,,,,,,9785.0,51.0,0.0,,
2017-09-21,,,,,,,,,,,,,,,,,9179.0,104.0,0.0,,
2017-09-22,,,,,,,,,,,,,,,,,7679.0,28.0,0.0,,
2017-09-25,,,,,,,,,,,,,,,,,7796.0,65.0,0.0,,
2017-09-26,,,,,,,,,,,,,,,,,4765.0,24.0,0.0,,
2017-09-27,,,,,,,,,,,,,,,,,6583.0,43.0,0.0,,
2017-09-28,,,,,,,,,,,,,,,,,9804.0,34.0,0.0,,
2017-09-29,,,,,,,,,,,,,,,,,6926.0,21.0,0.0,,
2017-10-09,,,,,,,,,,,,,,,,,8051.0,24.0,0.0,,
2017-10-10,,,,,,,,,,,,,,,,,6139.0,25.0,0.0,,
2017-10-11,,,,,,,,,,,,,,,,,6257.0,313.0,0.0,,
2017-10-12,,,,,,,,,,,,,,,,,10427.0,72.0,0.0,,
2017-10-13,,,,,,,,,,,,,,,,,7446.0,36.0,0.0,,
2017-10-16,,,,,,,,,,,,,,,,,13281.0,222.0,1.0,,
2017-10-17,,,,,,,,,,,,,,,,,13826.0,353.0,1.0,,
2017-10-18,,,,,,,,,,,,,,,,,19413.0,348.0,0.0,,
2017-10-19,,,,,,,,,,,,,,,,,13935.0,299.0,1.0,,
2017-10-20,,,,,,,,,,,,,,,,,10704.0,172.0,1.0,,
2017-10-23,,,,,,,,,,,,,,,,,10364.0,349.0,2.0,,
2017-10-24,,,,,,,,,,,,,,,,,5281.0,72.0,0.0,,
2017-10-25,,,,,,,,,,,,,,,,,12794.0,510.0,0.0,,
2017-10-26,,,,,,,,,,,,,,,,,16538.0,1047.0,0.0,,
2017-10-27,,,,,,,,,,,,,,,,,11525.0,1304.0,0.0,,
2017-10-30,,,,,,,,,,,,,,,,,33434.0,5977.0,20.0,,
2017-10-31,,,,,,,,,,,,,,,,,16407.0,3947.0,0.0,,
2017-11-01,,,,,,,,,,,,,,,,,14584.0,3427.0,0.0,,
2017-11-02,,,,,,,,,,,,,,,,,12970.0,4440.0,0.0,,
2017-11-03,,,,,,,,,,,,,,,,,16282.0,6124.0,0.0,,
2017-11-06,,,,,,,,,,,,,,,,,11386.0,6074.0,2.0,,
2017-11-07,,,,,,,,,,,,,,,,,16941.0,8459.0,0.0,,
2017-11-08,,,,,,,,,,,,,,,,,17739.0,11468.0,0.0,,
2017-11-09,,,,,,,,,,,,,,,,,12990.0,7542.0,3.0,,
2017-11-10,,,,,,,,,,,,,,,,,10716.0,8433.0,0.0,,
2017-11-13,,,,,,,,,,,,,,,,,14064.0,12503.0,0.0,,
2017-11-14,,,,,,,,,,,,,,,,,14905.0,14570.0,22.0,,
2017-11-15,,,,,,,,,,,,,,,,,9780.0,16234.0,0.0,,
2017-11-16,,,,,,,,,,,,,,,,,7321.0,15995.0,0.0,,
2017-11-17,,,,,,,,,,,,,,,,,4296.0,10468.0,4.0,,
2017-11-20,,,,,,,,,,,,,,,,,3097.0,12221.0,6.0,,
2017-11-21,,,,,,,,,,,,,,,,,1591.0,16581.0,1.0,,
2017-11-22,,,,,,,,,,,,,,,,,739.0,12511.0,0.0,,
2017-11-23,,,,,,,,,,,,,,,,,1000.0,9737.0,0.0,,
2017-11-24,,,,,,,,,,,,,,,,,554.0,6150.0,0.0,,
2017-11-27,,,,,,,,,,,,,,,,,706.0,10900.0,19.0,,
2017-11-28,,,,,,,,,,,,,,,,,195.0,11799.0,0.0,,
2017-11-29,,,,,,,,,,,,,,,,,775.0,12796.0,8.0,,
2017-11-30,,,,,,,,,,,,,,,,,1.0,10598.0,0.0,,
2017-12-01,,,,,,,,,,,,,,,,,0.0,9240.0,0.0,,
2017-12-04,,,,,,,,,,,,,,,,,0.0,8840.0,9.0,,
2017-12-05,,,,,,,,,,,,,,,,,0.0,14019.0,12.0,,
2017-12-06,,,,,,,,,,,,,,,,,0.0,10265.0,79.0,,
2017-12-07,,,,,,,,,,,,,,,,,0.0,10201.0,4.0,,
2017-12-08,,,,,,,,,,,,,,,,,0.0,12205.0,34.0,,
2017-12-11,,,,,,,,,,,,,,,,,,9293.0,90.0,1.0,
2017-12-12,,,,,,,,,,,,,,,,,,9707.0,89.0,0.0,
2017-12-13,,,,,,,,,,,,,,,,,,10641.0,56.0,1.0,
2017-12-14,,,,,,,,,,,,,,,,,,8082.0,3.0,0.0,
2017-12-15,,,,,,,,,,,,,,,,,,11212.0,15.0,0.0,
2017-12-18,,,,,,,,,,,,,,,,,,8375.0,66.0,10.0,
2017-12-19,,,,,,,,,,,,,,,,,,6967.0,37.0,10.0,
2017-12-20,,,,,,,,,,,,,,,,,,7681.0,130.0,0.0,
2017-12-21,,,,,,,,,,,,,,,,,,6983.0,104.0,0.0,
2017-12-22,,,,,,,,,,,,,,,,,,7729.0,24.0,0.0,
2017-12-25,,,,,,,,,,,,,,,,,,7989.0,16.0,0.0,
2017-12-26,,,,,,,,,,,,,,,,,,8052.0,28.0,0.0,
2017-12-27,,,,,,,,,,,,,,,,,,4078.0,8.0,0.0,
2017-12-28,,,,,,,,,,,,,,,,,,4450.0,39.0,0.0,
2017-12-29,,,,,,,,,,,,,,,,,,9635.0,32.0,2.0,
2018-01-02,,,,,,,,,,,,,,,,,,10554.0,57.0,0.0,
2018-01-03,,,,,,,,,,,,,,,,,,9053.0,90.0,0.0,
2018-01-04,,,,,,,,,,,,,,,,,,10370.0,118.0,4.0,
2018-01-05,,,,,,,,,,,,,,,,,,5787.0,114.0,0.0,
2018-01-08,,,,,,,,,,,,,,,,,,9121.0,150.0,10.0,
2018-01-09,,,,,,,,,,,,,,,,,,7085.0,206.0,0.0,
2018-01-10,,,,,,,,,,,,,,,,,,9812.0,100.0,0.0,
2018-01-11,,,,,,,,,,,,,,,,,,12570.0,152.0,0.0,
2018-01-12,,,,,,,,,,,,,,,,,,6210.0,76.0,1.0,
2018-01-15,,,,,,,,,,,,,,,,,,10691.0,90.0,4.0,
2018-01-16,,,,,,,,,,,,,,,,,,6747.0,97.0,2.0,
2018-01-17,,,,,,,,,,,,,,,,,,14091.0,137.0,9.0,
2018-01-18,,,,,,,,,,,,,,,,,,14051.0,656.0,1.0,
2018-01-19,,,,,,,,,,,,,,,,,,12942.0,310.0,0.0,
2018-01-22,,,,,,,,,,,,,,,,,,10199.0,956.0,0.0,
2018-01-23,,,,,,,,,,,,,,,,,,9212.0,1363.0,0.0,
2018-01-24,,,,,,,,,,,,,,,,,,10636.0,983.0,3.0,
2018-01-25,,,,,,,,,,,,,,,,,,8562.0,524.0,0.0,
2018-01-26,,,,,,,,,,,,,,,,,,8278.0,1014.0,0.0,
2018-01-29,,,,,,,,,,,,,,,,,,8507.0,1031.0,0.0,
2018-01-30,,,,,,,,,,,,,,,,,,9074.0,1012.0,0.0,
2018-01-31,,,,,,,,,,,,,,,,,,8420.0,486.0,0.0,
2018-02-01,,,,,,,,,,,,,,,,,,12326.0,1849.0,4.0,
2018-02-02,,,,,,,,,,,,,,,,,,7154.0,1718.0,5.0,
2018-02-05,,,,,,,,,,,,,,,,,,11175.0,2831.0,1.0,
2018-02-06,,,,,,,,,,,,,,,,,,12511.0,3586.0,0.0,
2018-02-07,,,,,,,,,,,,,,,,,,8508.0,2801.0,0.0,
2018-02-08,,,,,,,,,,,,,,,,,,10422.0,4206.0,5.0,
2018-02-09,,,,,,,,,,,,,,,,,,14664.0,7087.0,6.0,
2018-02-12,,,,,,,,,,,,,,,,,,8687.0,6003.0,1.0,
2018-02-13,,,,,,,,,,,,,,,,,,6903.0,5263.0,2.0,
2018-02-14,,,,,,,,,,,,,,,,,,2823.0,2666.0,0.0,
2018-02-22,,,,,,,,,,,,,,,,,,2485.0,3997.0,8.0,
2018-02-23,,,,,,,,,,,,,,,,,,1564.0,4212.0,9.0,
2018-02-26,,,,,,,,,,,,,,,,,,875.0,8051.0,10.0,
2018-02-27,,,,,,,,,,,,,,,,,,1206.0,10321.0,6.0,
2018-02-28,,,,,,,,,,,,,,,,,,96.0,7223.0,13.0,
2018-03-01,,,,,,,,,,,,,,,,,,14.0,7471.0,18.0,
2018-03-02,,,,,,,,,,,,,,,,,,22.0,7243.0,4.0,
2018-03-05,,,,,,,,,,,,,,,,,,0.0,6920.0,28.0,
2018-03-06,,,,,,,,,,,,,,,,,,41.0,10669.0,45.0,
2018-03-07,,,,,,,,,,,,,,,,,,24.0,7252.0,30.0,
2018-03-08,,,,,,,,,,,,,,,,,,40.0,6977.0,53.0,
2018-03-09,,,,,,,,,,,,,,,,,,2.0,7938.0,43.0,
2018-03-12,,,,,,,,,,,,,,,,,,,5349.0,13.0,0.0
2018-03-13,,,,,,,,,,,,,,,,,,,6962.0,17.0,0.0
2018-03-14,,,,,,,,,,,,,,,,,,,8215.0,32.0,0.0
2018-03-15,,,,,,,,,,,,,,,,,,,4798.0,14.0,0.0
2018-03-16,,,,,,,,,,,,,,,,,,,4692.0,6.0,0.0
2018-03-19,,,,,,,,,,,,,,,,,,,4572.0,6.0,0.0
2018-03-20,,,,,,,,,,,,,,,,,,,8695.0,29.0,3.0
2018-03-21,,,,,,,,,,,,,,,,,,,6791.0,124.0,13.0
2018-03-22,,,,,,,,,,,,,,,,,,,9504.0,115.0,0.0
2018-03-23,,,,,,,,,,,,,,,,,,,12512.0,100.0,0.0
2018-03-26,,,,,,,,,,,,,,,,,,,6860.0,53.0,2.0
2018-03-27,,,,,,,,,,,,,,,,,,,6557.0,52.0,0.0
2018-03-28,,,,,,,,,,,,,,,,,,,7033.0,21.0,1.0
2018-03-29,,,,,,,,,,,,,,,,,,,6734.0,18.0,0.0
2018-03-30,,,,,,,,,,,,,,,,,,,6944.0,18.0,0.0
2018-04-02,,,,,,,,,,,,,,,,,,,6175.0,56.0,0.0
2018-04-03,,,,,,,,,,,,,,,,,,,8283.0,71.0,0.0
2018-04-04,,,,,,,,,,,,,,,,,,,5832.0,20.0,0.0
2018-04-09,,,,,,,,,,,,,,,,,,,6661.0,7.0,0.0
2018-04-10,,,,,,,,,,,,,,,,,,,6652.0,30.0,0.0
2018-04-11,,,,,,,,,,,,,,,,,,,8685.0,35.0,0.0
2018-04-12,,,,,,,,,,,,,,,,,,,7155.0,37.0,0.0
2018-04-13,,,,,,,,,,,,,,,,,,,,35.0,0.0
2018-04-16,,,,,,,,,,,,,,,,,,,11605.0,240.0,1.0
2018-04-17,,,,,,,,,,,,,,,,,,,11339.0,271.0,8.0
2018-04-18,,,,,,,,,,,,,,,,,,,20303.0,405.0,27.0
2018-04-19,,,,,,,,,,,,,,,,,,,10705.0,194.0,4.0
2018-04-20,,,,,,,,,,,,,,,,,,,6958.0,360.0,5.0
