,BB1404.DCE,BB1405.DCE,BB1406.DCE,BB1407.DCE,BB1408.DCE,BB1409.DCE,BB1410.DCE,BB1411.DCE,BB1412.DCE,BB1501.DCE,BB1502.DCE,BB1503.DCE,BB1504.DCE,BB1505.DCE,BB1506.DCE,BB1507.DCE,BB1508.DCE,BB1509.DCE,BB1510.DCE,BB1511.DCE,BB1512.DCE,BB1601.DCE,BB1602.DCE,BB1603.DCE,BB1604.DCE,BB1605.DCE,BB1606.DCE,BB1607.DCE,BB1608.DCE,BB1609.DCE,BB1610.DCE,BB1611.DCE,BB1612.DCE,BB1701.DCE,BB1702.DCE,BB1703.DCE,BB1704.DCE,BB1705.DCE,BB1706.DCE,BB1707.DCE,BB1708.DCE,BB1709.DCE,BB1710.DCE,BB1711.DCE,BB1712.DCE,BB1801.DCE,BB1802.DCE,BB1803.DCE,BB1804.DCE,BB1805.DCE,BB1806.DCE,BB1807.DCE,BB1808.DCE,BB1809.DCE,BB1810.DCE,BB1811.DCE,BB1812.DCE,BB1901.DCE,BB1902.DCE,BB1903.DCE
2013-12-06,250.0,87078.0,18.0,4.0,0.0,276.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-09,6.0,62682.0,12.0,2.0,0.0,82.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-10,22.0,342330.0,46.0,0.0,0.0,266.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-11,2.0,343232.0,8.0,2.0,0.0,132.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-12,22.0,532196.0,22.0,44.0,0.0,106.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-13,4.0,244810.0,8.0,2.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-16,0.0,252466.0,52.0,10.0,0.0,16.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-17,46.0,197926.0,16.0,0.0,0.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-18,10.0,231182.0,22.0,0.0,0.0,102.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-19,0.0,128568.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-20,0.0,122328.0,6.0,0.0,0.0,18.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-23,0.0,187814.0,16.0,2.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-24,6.0,208442.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-25,0.0,169752.0,126.0,0.0,0.0,14.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-26,20.0,200080.0,10.0,0.0,0.0,126.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-27,10.0,266966.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-30,16.0,264712.0,20.0,0.0,0.0,68.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,6.0,131290.0,10.0,0.0,0.0,74.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-02,4.0,98992.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-03,0.0,125444.0,28.0,0.0,0.0,98.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-06,46.0,324644.0,18.0,0.0,0.0,46.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-07,0.0,235264.0,20.0,0.0,0.0,68.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-08,14.0,189634.0,16.0,0.0,0.0,38.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-09,24.0,319882.0,50.0,22.0,0.0,462.0,40.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-10,30.0,204376.0,16.0,4.0,0.0,78.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-13,0.0,131256.0,4.0,0.0,0.0,218.0,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-14,12.0,232054.0,12.0,0.0,0.0,172.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
