,BU1402.SHF,BU1403.SHF,BU1404.SHF,BU1405.SHF,BU1406.SHF,BU1407.SHF,BU1408.SHF,BU1409.SHF,BU1410.SHF,BU1411.SHF,BU1412.SHF,BU1501.SHF,BU1502.SHF,BU1503.SHF,BU1504.SHF,BU1505.SHF,BU1506.SHF,BU1507.SHF,BU1508.SHF,BU1509.SHF,BU1510.SHF,BU1511.SHF,BU1512.SHF,BU1601.SHF,BU1602.SHF,BU1603.SHF,BU1604.SHF,BU1605.SHF,BU1606.SHF,BU1607.SHF,BU1608.SHF,BU1609.SHF,BU1610.SHF,BU1611.SHF,BU1612.SHF,BU1701.SHF,BU1702.SHF,BU1703.SHF,BU1704.SHF,BU1705.SHF,BU1706.SHF,BU1707.SHF,BU1708.SHF,BU1709.SHF,BU1710.SHF,BU1711.SHF,BU1712.SHF,BU1801.SHF,BU1802.SHF,BU1803.SHF,BU1804.SHF,BU1805.SHF,BU1806.SHF,BU1809.SHF,BU1812.SHF,BU1903.SHF,BU1906.SHF,BU1909.SHF,BU1912.SHF,BU1807.SHF,BU1808.SHF,BU2003.SHF,BU1810.SHF,WSet: quota exceeded.
2014-09-26,,,,,,,,,0.0,0.0,14.0,0.0,0.0,0.0,,,10.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-29,,,,,,,,,0.0,0.0,52.0,0.0,0.0,8.0,,,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,,,,,,,,0.0,0.0,8.0,0.0,0.0,4.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-08,,,,,,,,,0.0,0.0,28.0,0.0,0.0,4.0,,,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-09,,,,,,,,,0.0,0.0,78.0,0.0,0.0,4.0,,,14.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-10,,,,,,,,,4.0,0.0,42.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-13,,,,,,,,,4.0,0.0,144.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-14,,,,,,,,,0.0,0.0,160.0,0.0,0.0,6.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-15,,,,,,,,,0.0,0.0,72.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-16,,,,,,,,,,0.0,10.0,0.0,0.0,2.0,0.0,,0.0,,,0.0,,,2.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-17,,,,,,,,,,0.0,160.0,0.0,0.0,2.0,0.0,,16.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-20,,,,,,,,,,0.0,18.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-21,,,,,,,,,,0.0,200.0,0.0,0.0,8.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-22,,,,,,,,,,0.0,138.0,0.0,0.0,0.0,0.0,,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-23,,,,,,,,,,0.0,4.0,2.0,0.0,0.0,0.0,,0.0,,,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-24,,,,,,,,,,0.0,8.0,0.0,0.0,2.0,0.0,,4.0,,,8.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-27,,,,,,,,,,0.0,18.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-28,,,,,,,,,,0.0,12.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-29,,,,,,,,,,0.0,42.0,0.0,0.0,12.0,0.0,,24.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-30,,,,,,,,,,0.0,12.0,0.0,0.0,2.0,0.0,,8.0,,,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-31,,,,,,,,,,0.0,12.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,4.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-03,,,,,,,,,,0.0,148.0,0.0,0.0,0.0,0.0,,4.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-04,,,,,,,,,,0.0,42.0,0.0,0.0,14.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-05,,,,,,,,,,0.0,52.0,0.0,0.0,0.0,0.0,,4.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-06,,,,,,,,,,0.0,26.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-07,,,,,,,,,,0.0,38.0,0.0,0.0,2.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-10,,,,,,,,,,0.0,44.0,2.0,0.0,0.0,0.0,,6.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-11,,,,,,,,,,0.0,20.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-12,,,,,,,,,,0.0,370.0,6.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-13,,,,,,,,,,0.0,84.0,0.0,0.0,0.0,0.0,,4.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-14,,,,,,,,,,0.0,128.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-17,,,,,,,,,,0.0,320.0,10.0,0.0,2.0,0.0,,24.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-18,,,,,,,,,,,130.0,8.0,0.0,2.0,0.0,0.0,16.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-19,,,,,,,,,,,172.0,0.0,0.0,8.0,0.0,0.0,12.0,,,0.0,,,4.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-20,,,,,,,,,,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-21,,,,,,,,,,,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-24,,,,,,,,,,,38.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-25,,,,,,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,4.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-26,,,,,,,,,,,14.0,0.0,0.0,12.0,0.0,0.0,14.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-27,,,,,,,,,,,6.0,0.0,0.0,4.0,0.0,0.0,18.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-28,,,,,,,,,,,68.0,0.0,0.0,0.0,0.0,0.0,24.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-01,,,,,,,,,,,36.0,0.0,0.0,6.0,0.0,0.0,4.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-02,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-03,,,,,,,,,,,8.0,0.0,0.0,4.0,0.0,0.0,40.0,,,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-04,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,0.0,20.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-05,,,,,,,,,,,32.0,0.0,0.0,4.0,0.0,0.0,12.0,,,4.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-08,,,,,,,,,,,114.0,0.0,0.0,6.0,0.0,0.0,4.0,,,6.0,,,0.0,,,8.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-09,,,,,,,,,,,22.0,0.0,0.0,0.0,0.0,0.0,12.0,,,12.0,,,0.0,,,4.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-10,,,,,,,,,,,132.0,8.0,0.0,0.0,0.0,0.0,8.0,,,0.0,,,0.0,,,2.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-11,,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,18.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-12,,,,,,,,,,,0.0,4.0,0.0,0.0,0.0,0.0,8.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-15,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,2.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-16,,,,,,,,,,,,0.0,0.0,4.0,0.0,0.0,2.0,,,6.0,,,0.0,,,10.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-17,,,,,,,,,,,,0.0,0.0,6.0,0.0,0.0,2.0,,,0.0,,,0.0,,,18.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-18,,,,,,,,,,,,0.0,0.0,2.0,0.0,0.0,14.0,,,2.0,,,0.0,,,10.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-19,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,4.0,,,0.0,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-22,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,2.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-23,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,4.0,,,0.0,,,2.0,,,0.0,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-24,,,,,,,,,,,,4.0,0.0,2.0,0.0,0.0,6.0,,,0.0,,,0.0,,,2.0,,,0.0,,,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-25,,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,12.0,,,0.0,,,0.0,,,0.0,,,0.0,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-26,,,,,,,,,,,,2.0,0.0,2.0,0.0,0.0,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-29,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,28.0,,,0.0,,,0.0,,,2.0,,,0.0,,,6.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-30,,,,,,,,,,,,0.0,0.0,4.0,0.0,0.0,44.0,,,82.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,40.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-05,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,30.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-06,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,318.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-07,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,118.0,,,0.0,,,0.0,,,2.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-08,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,304.0,,,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-09,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,466.0,,,2.0,,,0.0,,,6.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-12,,,,,,,,,,,,8.0,0.0,0.0,2.0,0.0,1670.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-13,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2118.0,,,14.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-14,,,,,,,,,,,,0.0,0.0,4.0,0.0,0.0,8432.0,,,14.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-15,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,10706.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-16,,,,,,,,,,,,,0.0,14.0,0.0,0.0,6758.0,0.0,,12.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-19,,,,,,,,,,,,,0.0,14.0,0.0,4.0,7322.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-20,,,,,,,,,,,,,0.0,0.0,0.0,0.0,5300.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-21,,,,,,,,,,,,,0.0,4.0,0.0,0.0,7654.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-22,,,,,,,,,,,,,0.0,34.0,0.0,0.0,6750.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-23,,,,,,,,,,,,,0.0,28.0,0.0,0.0,4420.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-26,,,,,,,,,,,,,0.0,26.0,0.0,0.0,8368.0,0.0,,4.0,,,0.0,,,0.0,,,0.0,,,8.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-27,,,,,,,,,,,,,0.0,6.0,0.0,2.0,7556.0,0.0,,12.0,,,0.0,,,4.0,,,8.0,,,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-28,,,,,,,,,,,,,0.0,24.0,0.0,0.0,5716.0,0.0,,6.0,,,0.0,,,0.0,,,0.0,,,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-29,,,,,,,,,,,,,0.0,0.0,0.0,8.0,3776.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,18.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-30,,,,,,,,,,,,,0.0,2.0,0.0,0.0,4672.0,0.0,,16.0,,,0.0,,,0.0,,,2.0,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-02,,,,,,,,,,,,,0.0,0.0,0.0,2.0,9582.0,0.0,,6.0,,,0.0,,,0.0,,,0.0,,,22.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-03,,,,,,,,,,,,,0.0,2.0,0.0,0.0,11408.0,0.0,,8.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-04,,,,,,,,,,,,,0.0,2.0,0.0,0.0,14940.0,0.0,,34.0,,,0.0,,,0.0,,,0.0,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-05,,,,,,,,,,,,,0.0,32.0,0.0,4.0,9424.0,0.0,,8.0,,,0.0,,,0.0,,,2.0,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-06,,,,,,,,,,,,,0.0,0.0,0.0,0.0,10294.0,0.0,,32.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-09,,,,,,,,,,,,,0.0,0.0,0.0,0.0,6876.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-10,,,,,,,,,,,,,0.0,0.0,0.0,0.0,4690.0,0.0,,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-11,,,,,,,,,,,,,,6.0,0.0,0.0,5078.0,0.0,,6.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-12,,,,,,,,,,,,,,0.0,0.0,0.0,5402.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-13,,,,,,,,,,,,,,2.0,0.0,0.0,15018.0,8.0,,18.0,,,0.0,,,0.0,,,0.0,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-16,,,,,,,,,,,,,,2.0,0.0,0.0,13422.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-17,,,,,,,,,,,,,,4.0,0.0,0.0,9358.0,0.0,0.0,8.0,,,0.0,,,0.0,,,0.0,,,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-25,,,,,,,,,,,,,,0.0,0.0,0.0,5942.0,0.0,0.0,0.0,,,0.0,,,4.0,,,2.0,,,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-26,,,,,,,,,,,,,,0.0,0.0,8.0,15340.0,4.0,0.0,16.0,,,0.0,,,0.0,,,6.0,,,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-27,,,,,,,,,,,,,,2.0,0.0,0.0,26444.0,2.0,0.0,18.0,,,20.0,,,8.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-02,,,,,,,,,,,,,,0.0,0.0,2.0,35480.0,0.0,0.0,4.0,,,0.0,,,2.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-03,,,,,,,,,,,,,,0.0,0.0,0.0,73918.0,0.0,0.0,16.0,,,0.0,,,2.0,,,8.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-04,,,,,,,,,,,,,,0.0,0.0,14.0,43550.0,0.0,4.0,6.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-05,,,,,,,,,,,,,,0.0,0.0,22.0,65936.0,0.0,0.0,18.0,,,2.0,,,6.0,,,0.0,,,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-06,,,,,,,,,,,,,,0.0,0.0,6.0,63340.0,0.0,0.0,20.0,,,6.0,,,2.0,,,56.0,,,8.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-09,,,,,,,,,,,,,,0.0,0.0,10.0,95074.0,0.0,0.0,36.0,,,0.0,,,0.0,,,0.0,,,6.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-10,,,,,,,,,,,,,,0.0,0.0,20.0,50192.0,0.0,0.0,40.0,,,0.0,,,6.0,,,6.0,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-11,,,,,,,,,,,,,,0.0,0.0,2.0,34832.0,0.0,0.0,12.0,,,4.0,,,0.0,,,12.0,,,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-12,,,,,,,,,,,,,,0.0,0.0,34.0,40028.0,0.0,0.0,8.0,,,0.0,,,0.0,,,2.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-13,,,,,,,,,,,,,,0.0,0.0,18.0,46928.0,0.0,0.0,12.0,,,0.0,,,0.0,,,16.0,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-16,,,,,,,,,,,,,,0.0,0.0,22.0,43882.0,0.0,0.0,18.0,,,0.0,,,0.0,,,22.0,,,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-17,,,,,,,,,,,,,,,0.0,0.0,31448.0,0.0,0.0,4.0,,,0.0,,,0.0,,,54.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-18,,,,,,,,,,,,,,,0.0,0.0,26258.0,0.0,0.0,6.0,,,0.0,,,0.0,,,0.0,,,2.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-19,,,,,,,,,,,,,,,0.0,0.0,34266.0,0.0,0.0,6.0,,,0.0,,,0.0,,,2.0,,,4.0,,,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-20,,,,,,,,,,,,,,,0.0,6.0,21790.0,0.0,0.0,0.0,,,0.0,,,0.0,,,12.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-23,,,,,,,,,,,,,,,0.0,2.0,52544.0,0.0,0.0,20.0,,,0.0,,,36.0,,,12.0,,,6.0,,,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-24,,,,,,,,,,,,,,,0.0,2.0,66134.0,0.0,0.0,28.0,,,0.0,,,8.0,,,20.0,,,4.0,,,8.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-25,,,,,,,,,,,,,,,0.0,0.0,37034.0,0.0,0.0,20.0,,,0.0,,,16.0,,,2.0,,,12.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-26,,,,,,,,,,,,,,,0.0,26.0,80856.0,0.0,0.0,34.0,,,32.0,,,0.0,,,24.0,,,6.0,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-27,,,,,,,,,,,,,,,0.0,14.0,65530.0,0.0,0.0,138.0,,,4.0,,,2.0,,,10.0,,,0.0,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-30,,,,,,,,,,,,,,,0.0,0.0,46200.0,0.0,0.0,30.0,,,0.0,,,0.0,,,6.0,,,0.0,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,,,,,,,,,,,,,,,0.0,0.0,41100.0,0.0,0.0,30.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-01,,,,,,,,,,,,,,,0.0,0.0,32254.0,0.0,0.0,24.0,,,0.0,,,0.0,,,8.0,,,0.0,,,14.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-02,,,,,,,,,,,,,,,0.0,0.0,103154.0,8.0,0.0,122.0,,,0.0,,,8.0,,,26.0,,,2.0,,,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-03,,,,,,,,,,,,,,,0.0,0.0,209592.0,0.0,0.0,190.0,,,0.0,,,16.0,,,10.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
