,BU1402.SHF,BU1403.SHF,BU1404.SHF,BU1405.SHF,BU1406.SHF,BU1407.SHF,BU1408.SHF,BU1409.SHF,BU1410.SHF,BU1411.SHF,BU1412.SHF,BU1501.SHF,BU1502.SHF,BU1503.SHF,BU1504.SHF,BU1505.SHF,BU1506.SHF,BU1507.SHF,BU1508.SHF,BU1509.SHF,BU1510.SHF,BU1511.SHF,BU1512.SHF,BU1601.SHF,BU1602.SHF,BU1603.SHF,BU1604.SHF,BU1605.SHF,BU1606.SHF,BU1607.SHF,BU1608.SHF,BU1609.SHF,BU1610.SHF,BU1611.SHF,BU1612.SHF,BU1701.SHF,BU1702.SHF,BU1703.SHF,BU1704.SHF,BU1705.SHF,BU1706.SHF,BU1707.SHF,BU1708.SHF,BU1709.SHF,BU1710.SHF,BU1711.SHF,BU1712.SHF,BU1801.SHF,BU1802.SHF,BU1803.SHF,BU1804.SHF,BU1805.SHF,BU1806.SHF,BU1809.SHF,BU1812.SHF,BU1903.SHF,BU1906.SHF,BU1909.SHF,BU1912.SHF,BU1807.SHF,BU1808.SHF,BU2003.SHF,BU1810.SHF,WSet: quota exceeded.
2014-03-31,,,0.0,0.0,14006.0,0.0,0.0,14.0,,,4.0,,,0.0,,,2.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-01,,,0.0,0.0,4980.0,2.0,0.0,348.0,,,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-02,,,0.0,6.0,11914.0,0.0,0.0,498.0,,,0.0,,,16.0,,,2.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-03,,,0.0,12.0,15724.0,0.0,0.0,276.0,,,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-04,,,0.0,0.0,8518.0,0.0,0.0,292.0,,,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-08,,,4.0,8.0,16012.0,0.0,0.0,724.0,,,0.0,,,2.0,,,4.0,,,4.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-09,,,0.0,0.0,6380.0,0.0,0.0,760.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-10,,,0.0,0.0,8100.0,0.0,0.0,82.0,,,0.0,,,0.0,,,4.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-11,,,0.0,10.0,4966.0,0.0,0.0,44.0,,,6.0,,,0.0,,,2.0,,,0.0,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-14,,,0.0,0.0,20108.0,0.0,0.0,1258.0,,,6.0,,,0.0,,,16.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-15,,,0.0,118.0,3886.0,0.0,0.0,164.0,,,2.0,,,0.0,,,0.0,,,2.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-16,,,,14.0,17076.0,0.0,0.0,462.0,0.0,,2.0,,,4.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-17,,,,0.0,9766.0,0.0,0.0,398.0,0.0,,6.0,,,0.0,,,0.0,,,4.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-18,,,,0.0,10082.0,0.0,0.0,420.0,0.0,,0.0,,,0.0,,,0.0,,,2.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-21,,,,0.0,9382.0,0.0,0.0,1304.0,0.0,,8.0,,,4.0,,,2.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-22,,,,2.0,10482.0,0.0,0.0,256.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-23,,,,4.0,6088.0,0.0,0.0,274.0,0.0,,0.0,,,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-24,,,,0.0,9354.0,0.0,0.0,4826.0,0.0,,8.0,,,0.0,,,2.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-25,,,,10.0,5458.0,0.0,0.0,1366.0,0.0,,0.0,,,0.0,,,2.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-28,,,,0.0,9982.0,0.0,0.0,682.0,0.0,,2.0,,,0.0,,,4.0,,,2.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-29,,,,0.0,8300.0,0.0,0.0,1214.0,0.0,,24.0,,,0.0,,,0.0,,,2.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-30,,,,2.0,11488.0,0.0,0.0,300.0,0.0,,0.0,,,0.0,,,4.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-05,,,,0.0,6926.0,6.0,0.0,904.0,0.0,,12.0,,,0.0,,,92.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-06,,,,152.0,2166.0,0.0,0.0,3222.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-07,,,,0.0,3856.0,0.0,0.0,976.0,0.0,,0.0,,,0.0,,,2.0,,,2.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-08,,,,0.0,2208.0,0.0,0.0,2620.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-09,,,,0.0,1138.0,0.0,0.0,1064.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-12,,,,2.0,1280.0,0.0,0.0,662.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-13,,,,2.0,884.0,0.0,0.0,1298.0,0.0,,2.0,,,0.0,,,0.0,,,0.0,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-14,,,,6.0,860.0,0.0,0.0,560.0,0.0,,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-15,,,,2.0,1120.0,0.0,0.0,414.0,0.0,,2.0,,,2.0,,,2.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-16,,,,,1394.0,0.0,0.0,1748.0,0.0,0.0,2.0,,,0.0,,,0.0,,,12.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-19,,,,,2282.0,0.0,0.0,1794.0,0.0,0.0,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-20,,,,,1310.0,0.0,0.0,1462.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-21,,,,,5704.0,0.0,0.0,2106.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-22,,,,,2460.0,0.0,0.0,2174.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-23,,,,,1838.0,0.0,0.0,696.0,0.0,0.0,0.0,,,0.0,,,2.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-26,,,,,864.0,0.0,0.0,1428.0,0.0,0.0,0.0,,,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-27,,,,,2472.0,0.0,0.0,5268.0,4.0,0.0,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-28,,,,,2182.0,0.0,0.0,4330.0,0.0,0.0,0.0,,,0.0,,,2.0,,,26.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-29,,,,,1172.0,2.0,2.0,4998.0,4.0,0.0,8.0,,,6.0,,,2.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-30,,,,,1220.0,0.0,6.0,4544.0,6.0,0.0,4.0,,,0.0,,,0.0,,,4.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-03,,,,,1668.0,0.0,0.0,4212.0,2.0,0.0,4.0,,,0.0,,,0.0,,,14.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-04,,,,,448.0,0.0,0.0,2120.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-05,,,,,754.0,0.0,0.0,1450.0,0.0,0.0,0.0,,,4.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-06,,,,,456.0,0.0,0.0,1518.0,0.0,0.0,2.0,,,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-09,,,,,464.0,0.0,0.0,3244.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-10,,,,,552.0,0.0,0.0,3636.0,0.0,0.0,0.0,,,16.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-11,,,,,1126.0,0.0,0.0,4056.0,0.0,0.0,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-12,,,,,162.0,0.0,0.0,1312.0,0.0,0.0,2.0,,,4.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-13,,,,,68.0,0.0,0.0,5878.0,0.0,0.0,4.0,,,0.0,,,0.0,,,6.0,,,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-16,,,,,448.0,0.0,0.0,1884.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-17,,,,,,0.0,0.0,1244.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-18,,,,,,0.0,0.0,1082.0,0.0,0.0,0.0,,,4.0,,,6.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-19,,,,,,0.0,0.0,1932.0,0.0,0.0,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-20,,,,,,0.0,0.0,1466.0,0.0,0.0,2.0,,,0.0,,,8.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-23,,,,,,0.0,0.0,2062.0,0.0,0.0,6.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-24,,,,,,0.0,0.0,2190.0,0.0,0.0,8.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-25,,,,,,0.0,0.0,518.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-26,,,,,,0.0,0.0,1056.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-27,,,,,,0.0,0.0,678.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,,,,,0.0,0.0,1406.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-01,,,,,,0.0,0.0,2066.0,0.0,0.0,2.0,,,2.0,,,0.0,,,2.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-02,,,,,,2.0,0.0,3658.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-03,,,,,,0.0,0.0,6022.0,0.0,0.0,2.0,,,0.0,,,0.0,,,0.0,,,2.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-04,,,,,,0.0,0.0,5854.0,0.0,0.0,0.0,,,6.0,,,4.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-07,,,,,,0.0,0.0,3064.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-08,,,,,,0.0,2.0,3030.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-09,,,,,,0.0,0.0,2030.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-10,,,,,,0.0,0.0,1696.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-11,,,,,,0.0,10.0,1198.0,0.0,0.0,0.0,,,0.0,,,6.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-14,,,,,,0.0,0.0,1870.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-15,,,,,,0.0,0.0,1596.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-16,,,,,,,0.0,1772.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-17,,,,,,,0.0,1322.0,0.0,0.0,0.0,0.0,,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-18,,,,,,,0.0,800.0,0.0,0.0,0.0,0.0,,0.0,,,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-21,,,,,,,0.0,3842.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-22,,,,,,,0.0,3514.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-23,,,,,,,0.0,5348.0,0.0,0.0,2.0,8.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-24,,,,,,,0.0,5798.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-25,,,,,,,0.0,3954.0,0.0,0.0,0.0,0.0,,0.0,,,10.0,,,0.0,,,0.0,,,0.0,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-28,,,,,,,0.0,3596.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-29,,,,,,,0.0,1878.0,0.0,0.0,0.0,0.0,,0.0,,,2.0,,,20.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-30,,,,,,,0.0,3110.0,0.0,0.0,2.0,0.0,,0.0,,,16.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-31,,,,,,,0.0,7370.0,0.0,0.0,4.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-01,,,,,,,0.0,2850.0,0.0,0.0,0.0,0.0,,0.0,,,12.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-04,,,,,,,0.0,2200.0,0.0,0.0,256.0,0.0,,0.0,,,0.0,,,2.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-05,,,,,,,0.0,3918.0,0.0,0.0,154.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-06,,,,,,,2.0,2698.0,0.0,0.0,138.0,24.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-07,,,,,,,6.0,3030.0,0.0,0.0,340.0,8.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-08,,,,,,,0.0,2046.0,2.0,0.0,42.0,0.0,,0.0,,,6.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-11,,,,,,,8.0,1320.0,0.0,0.0,124.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-12,,,,,,,2.0,1846.0,0.0,0.0,160.0,32.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-13,,,,,,,4.0,2398.0,0.0,0.0,42.0,2.0,,2.0,,,24.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-14,,,,,,,6.0,918.0,0.0,0.0,50.0,0.0,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-15,,,,,,,0.0,1952.0,0.0,0.0,90.0,0.0,,0.0,,,0.0,,,2.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-18,,,,,,,,1440.0,0.0,0.0,272.0,18.0,0.0,6.0,,,10.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-19,,,,,,,,1866.0,0.0,0.0,88.0,2.0,0.0,2.0,,,12.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-20,,,,,,,,634.0,0.0,0.0,18.0,0.0,0.0,0.0,,,10.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-21,,,,,,,,1548.0,0.0,0.0,12.0,0.0,0.0,0.0,,,4.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-22,,,,,,,,1508.0,0.0,0.0,8.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-25,,,,,,,,1766.0,0.0,0.0,12.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-26,,,,,,,,5400.0,0.0,0.0,6.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-27,,,,,,,,2968.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-28,,,,,,,,6586.0,0.0,0.0,56.0,66.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-29,,,,,,,,1692.0,0.0,0.0,248.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-01,,,,,,,,678.0,0.0,0.0,112.0,2.0,0.0,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-02,,,,,,,,1620.0,0.0,0.0,198.0,4.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-03,,,,,,,,1758.0,0.0,0.0,198.0,30.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-04,,,,,,,,1124.0,0.0,0.0,10.0,0.0,0.0,0.0,,,0.0,,,4.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-05,,,,,,,,1582.0,0.0,0.0,2.0,2.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-09,,,,,,,,4888.0,0.0,0.0,62.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-10,,,,,,,,900.0,0.0,0.0,12.0,0.0,0.0,0.0,,,12.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-11,,,,,,,,600.0,0.0,0.0,20.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-12,,,,,,,,194.0,0.0,0.0,68.0,0.0,0.0,0.0,,,10.0,,,0.0,,,6.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-15,,,,,,,,750.0,0.0,0.0,60.0,0.0,0.0,4.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-16,,,,,,,,,0.0,0.0,84.0,2.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-17,,,,,,,,,0.0,0.0,20.0,4.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-18,,,,,,,,,0.0,0.0,64.0,0.0,0.0,0.0,,,8.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-19,,,,,,,,,0.0,0.0,68.0,0.0,0.0,2.0,,,24.0,,,4.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-22,,,,,,,,,0.0,0.0,208.0,4.0,0.0,2.0,,,2.0,,,0.0,,,2.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,,,,,,,,,2.0,0.0,14.0,0.0,0.0,0.0,,,2.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-24,,,,,,,,,0.0,0.0,6.0,0.0,0.0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-25,,,,,,,,,0.0,0.0,34.0,0.0,0.0,0.0,,,12.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
