,T1509.CFE,T1512.CFE,T1603.CFE,T1606.CFE,T1609.CFE,T1612.CFE,T1703.CFE,T1706.CFE,T1709.CFE,T1712.CFE,T1803.CFE,T1806.CFE,T1809.CFE,T1812.CFE,WSet: quota exceeded.
2016-12-09,,,,,,2.0,28789.0,2746.0,,,,,,,
2016-12-12,,,,,,,44121.0,4839.0,305.0,,,,,,
2016-12-13,,,,,,,48148.0,4190.0,178.0,,,,,,
2016-12-14,,,,,,,47503.0,4179.0,180.0,,,,,,
2016-12-15,,,,,,,102747.0,16012.0,1017.0,,,,,,
2016-12-16,,,,,,,101058.0,8801.0,373.0,,,,,,
2016-12-19,,,,,,,82045.0,8941.0,563.0,,,,,,
2016-12-20,,,,,,,104546.0,12651.0,476.0,,,,,,
2016-12-21,,,,,,,104726.0,10578.0,330.0,,,,,,
2016-12-22,,,,,,,83802.0,8343.0,272.0,,,,,,
2016-12-23,,,,,,,76508.0,8165.0,149.0,,,,,,
2016-12-26,,,,,,,58180.0,6006.0,105.0,,,,,,
2016-12-27,,,,,,,43405.0,6444.0,78.0,,,,,,
2016-12-28,,,,,,,58964.0,4960.0,129.0,,,,,,
2016-12-29,,,,,,,66392.0,9383.0,212.0,,,,,,
2016-12-30,,,,,,,59144.0,6416.0,282.0,,,,,,
2017-01-03,,,,,,,51458.0,8244.0,84.0,,,,,,
2017-01-04,,,,,,,63421.0,13420.0,148.0,,,,,,
2017-01-05,,,,,,,67878.0,18344.0,161.0,,,,,,
2017-01-06,,,,,,,54594.0,14429.0,184.0,,,,,,
2017-01-09,,,,,,,39970.0,12071.0,151.0,,,,,,
2017-01-10,,,,,,,41416.0,12492.0,135.0,,,,,,
2017-01-11,,,,,,,36552.0,11203.0,48.0,,,,,,
2017-01-12,,,,,,,36601.0,9246.0,74.0,,,,,,
2017-01-13,,,,,,,28979.0,10360.0,87.0,,,,,,
2017-01-16,,,,,,,45653.0,22970.0,266.0,,,,,,
2017-01-17,,,,,,,35413.0,24278.0,276.0,,,,,,
2017-01-18,,,,,,,30467.0,19466.0,182.0,,,,,,
2017-01-19,,,,,,,37479.0,28038.0,170.0,,,,,,
2017-01-20,,,,,,,38971.0,28193.0,233.0,,,,,,
2017-01-23,,,,,,,18444.0,13967.0,87.0,,,,,,
2017-01-24,,,,,,,27081.0,32824.0,442.0,,,,,,
2017-01-25,,,,,,,22430.0,53533.0,614.0,,,,,,
2017-01-26,,,,,,,9700.0,28293.0,200.0,,,,,,
2017-02-03,,,,,,,14647.0,48312.0,1080.0,,,,,,
2017-02-06,,,,,,,10093.0,43533.0,623.0,,,,,,
2017-02-07,,,,,,,11228.0,60748.0,810.0,,,,,,
2017-02-08,,,,,,,9958.0,57771.0,645.0,,,,,,
2017-02-09,,,,,,,7688.0,54471.0,841.0,,,,,,
2017-02-10,,,,,,,5533.0,40869.0,374.0,,,,,,
2017-02-13,,,,,,,4719.0,44641.0,821.0,,,,,,
2017-02-14,,,,,,,4165.0,62949.0,596.0,,,,,,
2017-02-15,,,,,,,3306.0,50508.0,537.0,,,,,,
2017-02-16,,,,,,,3584.0,52308.0,647.0,,,,,,
2017-02-17,,,,,,,3742.0,66495.0,1083.0,,,,,,
2017-02-20,,,,,,,1863.0,51492.0,804.0,,,,,,
2017-02-21,,,,,,,1553.0,55177.0,1054.0,,,,,,
2017-02-22,,,,,,,1368.0,65649.0,1208.0,,,,,,
2017-02-23,,,,,,,644.0,60564.0,1357.0,,,,,,
2017-02-24,,,,,,,753.0,64745.0,2045.0,,,,,,
2017-02-27,,,,,,,357.0,55850.0,1222.0,,,,,,
2017-02-28,,,,,,,45.0,49942.0,826.0,,,,,,
2017-03-01,,,,,,,40.0,63650.0,2233.0,,,,,,
2017-03-02,,,,,,,7.0,49569.0,1064.0,,,,,,
2017-03-03,,,,,,,0.0,44542.0,1196.0,,,,,,
2017-03-06,,,,,,,1.0,37014.0,1518.0,,,,,,
2017-03-07,,,,,,,0.0,44347.0,907.0,,,,,,
2017-03-08,,,,,,,2.0,54665.0,1686.0,,,,,,
2017-03-09,,,,,,,0.0,59041.0,1856.0,,,,,,
2017-03-10,,,,,,,0.0,40887.0,993.0,,,,,,
2017-03-13,,,,,,,,63019.0,2148.0,231.0,,,,,
2017-03-14,,,,,,,,53879.0,1702.0,209.0,,,,,
2017-03-15,,,,,,,,48927.0,1373.0,204.0,,,,,
2017-03-16,,,,,,,,109383.0,5737.0,195.0,,,,,
2017-03-17,,,,,,,,42851.0,1405.0,154.0,,,,,
2017-03-20,,,,,,,,43778.0,2386.0,172.0,,,,,
2017-03-21,,,,,,,,54341.0,3666.0,118.0,,,,,
2017-03-22,,,,,,,,42864.0,3589.0,145.0,,,,,
2017-03-23,,,,,,,,49448.0,1978.0,86.0,,,,,
2017-03-24,,,,,,,,65277.0,4937.0,148.0,,,,,
2017-03-27,,,,,,,,41506.0,3087.0,155.0,,,,,
2017-03-28,,,,,,,,55238.0,2406.0,87.0,,,,,
2017-03-29,,,,,,,,52717.0,3749.0,97.0,,,,,
2017-03-30,,,,,,,,60013.0,2607.0,160.0,,,,,
2017-03-31,,,,,,,,55970.0,2578.0,122.0,,,,,
2017-04-05,,,,,,,,55792.0,2829.0,153.0,,,,,
2017-04-06,,,,,,,,45997.0,2459.0,108.0,,,,,
2017-04-07,,,,,,,,58611.0,3259.0,224.0,,,,,
2017-04-10,,,,,,,,48719.0,1747.0,54.0,,,,,
2017-04-11,,,,,,,,49011.0,2257.0,102.0,,,,,
2017-04-12,,,,,,,,45579.0,2555.0,94.0,,,,,
2017-04-13,,,,,,,,54506.0,3282.0,252.0,,,,,
2017-04-14,,,,,,,,45223.0,2513.0,100.0,,,,,
2017-04-17,,,,,,,,58016.0,5237.0,453.0,,,,,
2017-04-18,,,,,,,,49868.0,5235.0,235.0,,,,,
2017-04-19,,,,,,,,45194.0,3683.0,65.0,,,,,
2017-04-20,,,,,,,,44695.0,4087.0,97.0,,,,,
2017-04-21,,,,,,,,49903.0,5166.0,222.0,,,,,
2017-04-24,,,,,,,,53953.0,7356.0,306.0,,,,,
2017-04-25,,,,,,,,52088.0,5923.0,183.0,,,,,
2017-04-26,,,,,,,,48499.0,6438.0,156.0,,,,,
2017-04-27,,,,,,,,49323.0,6686.0,108.0,,,,,
2017-04-28,,,,,,,,42757.0,6464.0,162.0,,,,,
2017-05-02,,,,,,,,45897.0,10234.0,186.0,,,,,
2017-05-03,,,,,,,,49962.0,12090.0,231.0,,,,,
2017-05-04,,,,,,,,51021.0,15085.0,627.0,,,,,
2017-05-05,,,,,,,,43937.0,19436.0,467.0,,,,,
2017-05-08,,,,,,,,37729.0,20622.0,542.0,,,,,
2017-05-09,,,,,,,,39396.0,27113.0,410.0,,,,,
2017-05-10,,,,,,,,40789.0,48686.0,1409.0,,,,,
2017-05-11,,,,,,,,33429.0,60856.0,881.0,,,,,
2017-05-12,,,,,,,,17807.0,65956.0,488.0,,,,,
2017-05-15,,,,,,,,14006.0,65247.0,762.0,,,,,
2017-05-16,,,,,,,,9666.0,56179.0,335.0,,,,,
2017-05-17,,,,,,,,6854.0,64620.0,423.0,,,,,
2017-05-18,,,,,,,,5284.0,67671.0,1302.0,,,,,
2017-05-19,,,,,,,,4061.0,66374.0,567.0,,,,,
2017-05-22,,,,,,,,3270.0,60470.0,822.0,,,,,
2017-05-23,,,,,,,,1716.0,54121.0,383.0,,,,,
2017-05-24,,,,,,,,1636.0,64775.0,1349.0,,,,,
2017-05-25,,,,,,,,861.0,54373.0,722.0,,,,,
2017-05-26,,,,,,,,2513.0,45340.0,430.0,,,,,
2017-05-31,,,,,,,,31.0,44116.0,874.0,,,,,
2017-06-01,,,,,,,,0.0,47424.0,739.0,,,,,
2017-06-02,,,,,,,,0.0,45473.0,641.0,,,,,
2017-06-05,,,,,,,,1.0,46525.0,888.0,,,,,
2017-06-06,,,,,,,,0.0,47613.0,987.0,,,,,
2017-06-07,,,,,,,,0.0,75352.0,1019.0,,,,,
2017-06-08,,,,,,,,0.0,45876.0,773.0,,,,,
2017-06-09,,,,,,,,0.0,45807.0,665.0,,,,,
2017-06-12,,,,,,,,,47067.0,691.0,23.0,,,,
2017-06-13,,,,,,,,,42871.0,814.0,37.0,,,,
2017-06-14,,,,,,,,,46119.0,793.0,21.0,,,,
2017-06-15,,,,,,,,,61794.0,985.0,23.0,,,,
2017-06-16,,,,,,,,,44074.0,695.0,9.0,,,,
2017-06-19,,,,,,,,,48991.0,922.0,15.0,,,,
2017-06-20,,,,,,,,,47822.0,756.0,8.0,,,,
2017-06-21,,,,,,,,,56934.0,1176.0,64.0,,,,
2017-06-22,,,,,,,,,60833.0,1035.0,32.0,,,,
2017-06-23,,,,,,,,,44345.0,742.0,9.0,,,,
2017-06-26,,,,,,,,,46936.0,1328.0,17.0,,,,
2017-06-27,,,,,,,,,42363.0,934.0,12.0,,,,
2017-06-28,,,,,,,,,43551.0,778.0,5.0,,,,
2017-06-29,,,,,,,,,49394.0,738.0,47.0,,,,
2017-06-30,,,,,,,,,51518.0,955.0,14.0,,,,
2017-07-03,,,,,,,,,49337.0,1045.0,35.0,,,,
2017-07-04,,,,,,,,,39771.0,1963.0,12.0,,,,
2017-07-05,,,,,,,,,48825.0,1527.0,14.0,,,,
2017-07-06,,,,,,,,,43286.0,1217.0,11.0,,,,
2017-07-07,,,,,,,,,49234.0,938.0,8.0,,,,
2017-07-10,,,,,,,,,39517.0,932.0,35.0,,,,
2017-07-11,,,,,,,,,45964.0,1071.0,6.0,,,,
2017-07-12,,,,,,,,,49165.0,1012.0,5.0,,,,
2017-07-13,,,,,,,,,47810.0,1512.0,21.0,,,,
2017-07-14,,,,,,,,,30873.0,1746.0,5.0,,,,
2017-07-17,,,,,,,,,45520.0,2953.0,49.0,,,,
2017-07-18,,,,,,,,,42281.0,3471.0,32.0,,,,
2017-07-19,,,,,,,,,40537.0,2221.0,10.0,,,,
2017-07-20,,,,,,,,,34370.0,2026.0,16.0,,,,
2017-07-21,,,,,,,,,30053.0,1470.0,15.0,,,,
2017-07-24,,,,,,,,,26075.0,1994.0,11.0,,,,
2017-07-25,,,,,,,,,35911.0,3278.0,16.0,,,,
2017-07-26,,,,,,,,,34048.0,4118.0,65.0,,,,
2017-07-27,,,,,,,,,48243.0,6400.0,17.0,,,,
2017-07-28,,,,,,,,,24772.0,4708.0,13.0,,,,
2017-07-31,,,,,,,,,34672.0,7162.0,26.0,,,,
2017-08-01,,,,,,,,,37342.0,8949.0,15.0,,,,
2017-08-02,,,,,,,,,33191.0,8718.0,21.0,,,,
2017-08-03,,,,,,,,,33168.0,8664.0,163.0,,,,
2017-08-04,,,,,,,,,29973.0,11447.0,63.0,,,,
2017-08-07,,,,,,,,,30420.0,19669.0,68.0,,,,
2017-08-08,,,,,,,,,27606.0,23549.0,120.0,,,,
2017-08-09,,,,,,,,,18986.0,26700.0,246.0,,,,
2017-08-10,,,,,,,,,12089.0,31123.0,435.0,,,,
2017-08-11,,,,,,,,,6905.0,29224.0,54.0,,,,
2017-08-14,,,,,,,,,7881.0,41076.0,142.0,,,,
2017-08-15,,,,,,,,,4561.0,31551.0,112.0,,,,
2017-08-16,,,,,,,,,3580.0,31363.0,19.0,,,,
2017-08-17,,,,,,,,,2774.0,28689.0,125.0,,,,
2017-08-18,,,,,,,,,1956.0,30682.0,74.0,,,,
2017-08-21,,,,,,,,,1695.0,26797.0,69.0,,,,
2017-08-22,,,,,,,,,1931.0,34500.0,56.0,,,,
2017-08-23,,,,,,,,,936.0,32640.0,74.0,,,,
2017-08-24,,,,,,,,,1084.0,32232.0,93.0,,,,
2017-08-25,,,,,,,,,637.0,24391.0,70.0,,,,
2017-08-28,,,,,,,,,828.0,27437.0,55.0,,,,
2017-08-29,,,,,,,,,360.0,28107.0,62.0,,,,
2017-08-30,,,,,,,,,610.0,30471.0,43.0,,,,
2017-08-31,,,,,,,,,32.0,27128.0,54.0,,,,
2017-09-01,,,,,,,,,50.0,20612.0,32.0,,,,
2017-09-04,,,,,,,,,12.0,25078.0,48.0,,,,
2017-09-05,,,,,,,,,8.0,32628.0,133.0,,,,
2017-09-06,,,,,,,,,38.0,32073.0,109.0,,,,
2017-09-07,,,,,,,,,0.0,35339.0,115.0,,,,
2017-09-08,,,,,,,,,0.0,38237.0,113.0,,,,
2017-09-11,,,,,,,,,,26565.0,90.0,0.0,,,
2017-09-12,,,,,,,,,,34371.0,115.0,1.0,,,
2017-09-13,,,,,,,,,,29465.0,224.0,2.0,,,
2017-09-14,,,,,,,,,,46483.0,327.0,0.0,,,
2017-09-15,,,,,,,,,,29439.0,99.0,0.0,,,
2017-09-18,,,,,,,,,,36782.0,192.0,5.0,,,
2017-09-19,,,,,,,,,,24753.0,84.0,1.0,,,
2017-09-20,,,,,,,,,,27744.0,137.0,1.0,,,
2017-09-21,,,,,,,,,,35365.0,213.0,8.0,,,
2017-09-22,,,,,,,,,,22040.0,152.0,4.0,,,
2017-09-25,,,,,,,,,,27234.0,128.0,17.0,,,
2017-09-26,,,,,,,,,,19052.0,41.0,1.0,,,
2017-09-27,,,,,,,,,,24695.0,207.0,5.0,,,
2017-09-28,,,,,,,,,,22633.0,154.0,3.0,,,
2017-09-29,,,,,,,,,,19494.0,133.0,2.0,,,
2017-10-09,,,,,,,,,,25014.0,637.0,18.0,,,
2017-10-10,,,,,,,,,,21234.0,493.0,7.0,,,
2017-10-11,,,,,,,,,,23448.0,682.0,0.0,,,
2017-10-12,,,,,,,,,,31493.0,804.0,8.0,,,
2017-10-13,,,,,,,,,,22901.0,759.0,4.0,,,
2017-10-16,,,,,,,,,,31054.0,1510.0,7.0,,,
2017-10-17,,,,,,,,,,46056.0,2602.0,16.0,,,
2017-10-18,,,,,,,,,,41795.0,1715.0,8.0,,,
2017-10-19,,,,,,,,,,45421.0,2885.0,0.0,,,
2017-10-20,,,,,,,,,,32433.0,1210.0,6.0,,,
2017-10-23,,,,,,,,,,32747.0,890.0,5.0,,,
2017-10-24,,,,,,,,,,20919.0,443.0,1.0,,,
2017-10-25,,,,,,,,,,46180.0,3115.0,61.0,,,
2017-10-26,,,,,,,,,,51865.0,4795.0,34.0,,,
2017-10-27,,,,,,,,,,37233.0,3584.0,49.0,,,
2017-10-30,,,,,,,,,,81935.0,10891.0,150.0,,,
2017-10-31,,,,,,,,,,58772.0,8524.0,33.0,,,
2017-11-01,,,,,,,,,,51549.0,9136.0,71.0,,,
2017-11-02,,,,,,,,,,40290.0,9652.0,61.0,,,
2017-11-03,,,,,,,,,,45611.0,14449.0,94.0,,,
2017-11-06,,,,,,,,,,32679.0,13270.0,21.0,,,
2017-11-07,,,,,,,,,,43740.0,26317.0,79.0,,,
2017-11-08,,,,,,,,,,41189.0,27928.0,56.0,,,
2017-11-09,,,,,,,,,,25553.0,21591.0,24.0,,,
2017-11-10,,,,,,,,,,19422.0,25643.0,63.0,,,
2017-11-13,,,,,,,,,,21058.0,49940.0,143.0,,,
2017-11-14,,,,,,,,,,21785.0,77340.0,334.0,,,
2017-11-15,,,,,,,,,,10026.0,51001.0,81.0,,,
2017-11-16,,,,,,,,,,9163.0,47756.0,122.0,,,
2017-11-17,,,,,,,,,,4494.0,35073.0,55.0,,,
2017-11-20,,,,,,,,,,5182.0,51677.0,38.0,,,
2017-11-21,,,,,,,,,,4390.0,67800.0,298.0,,,
2017-11-22,,,,,,,,,,2028.0,55862.0,201.0,,,
2017-11-23,,,,,,,,,,1283.0,48063.0,47.0,,,
2017-11-24,,,,,,,,,,1080.0,44399.0,83.0,,,
2017-11-27,,,,,,,,,,846.0,36510.0,90.0,,,
2017-11-28,,,,,,,,,,1250.0,44992.0,72.0,,,
2017-11-29,,,,,,,,,,1516.0,53986.0,85.0,,,
2017-11-30,,,,,,,,,,47.0,45815.0,155.0,,,
2017-12-01,,,,,,,,,,1.0,52469.0,299.0,,,
2017-12-04,,,,,,,,,,0.0,44809.0,230.0,,,
2017-12-05,,,,,,,,,,0.0,55371.0,427.0,,,
2017-12-06,,,,,,,,,,0.0,43523.0,392.0,,,
2017-12-07,,,,,,,,,,0.0,36200.0,252.0,,,
2017-12-08,,,,,,,,,,0.0,40358.0,120.0,,,
2017-12-11,,,,,,,,,,,50294.0,285.0,0.0,,
2017-12-12,,,,,,,,,,,42978.0,136.0,0.0,,
2017-12-13,,,,,,,,,,,35122.0,164.0,0.0,,
2017-12-14,,,,,,,,,,,39281.0,206.0,0.0,,
2017-12-15,,,,,,,,,,,39611.0,283.0,0.0,,
2017-12-18,,,,,,,,,,,31245.0,303.0,0.0,,
2017-12-19,,,,,,,,,,,33751.0,143.0,0.0,,
2017-12-20,,,,,,,,,,,31808.0,189.0,0.0,,
2017-12-21,,,,,,,,,,,31143.0,135.0,0.0,,
2017-12-22,,,,,,,,,,,37665.0,352.0,2.0,,
2017-12-25,,,,,,,,,,,31172.0,99.0,0.0,,
2017-12-26,,,,,,,,,,,29362.0,174.0,0.0,,
2017-12-27,,,,,,,,,,,18054.0,69.0,0.0,,
2017-12-28,,,,,,,,,,,22210.0,264.0,32.0,,
2017-12-29,,,,,,,,,,,32403.0,251.0,4.0,,
2018-01-02,,,,,,,,,,,40041.0,299.0,5.0,,
2018-01-03,,,,,,,,,,,28411.0,371.0,2.0,,
2018-01-04,,,,,,,,,,,29409.0,758.0,5.0,,
2018-01-05,,,,,,,,,,,20664.0,250.0,13.0,,
2018-01-08,,,,,,,,,,,30429.0,350.0,5.0,,
2018-01-09,,,,,,,,,,,22677.0,139.0,6.0,,
2018-01-10,,,,,,,,,,,35541.0,743.0,21.0,,
2018-01-11,,,,,,,,,,,39029.0,1011.0,7.0,,
2018-01-12,,,,,,,,,,,22852.0,812.0,32.0,,
2018-01-15,,,,,,,,,,,39065.0,1473.0,36.0,,
2018-01-16,,,,,,,,,,,25907.0,724.0,11.0,,
2018-01-17,,,,,,,,,,,40029.0,1456.0,27.0,,
2018-01-18,,,,,,,,,,,38472.0,2427.0,42.0,,
2018-01-19,,,,,,,,,,,34971.0,4315.0,47.0,,
2018-01-22,,,,,,,,,,,33299.0,5108.0,20.0,,
2018-01-23,,,,,,,,,,,27618.0,4849.0,8.0,,
2018-01-24,,,,,,,,,,,31312.0,4097.0,10.0,,
2018-01-25,,,,,,,,,,,27857.0,4301.0,3.0,,
2018-01-26,,,,,,,,,,,30142.0,5190.0,29.0,,
2018-01-29,,,,,,,,,,,34080.0,7502.0,13.0,,
2018-01-30,,,,,,,,,,,27214.0,6349.0,26.0,,
2018-01-31,,,,,,,,,,,28355.0,6747.0,34.0,,
2018-02-01,,,,,,,,,,,30405.0,8586.0,20.0,,
2018-02-02,,,,,,,,,,,23987.0,8684.0,27.0,,
2018-02-05,,,,,,,,,,,28439.0,12145.0,25.0,,
2018-02-06,,,,,,,,,,,35934.0,18906.0,26.0,,
2018-02-07,,,,,,,,,,,21827.0,12476.0,37.0,,
2018-02-08,,,,,,,,,,,23964.0,20694.0,21.0,,
2018-02-09,,,,,,,,,,,26413.0,31579.0,33.0,,
2018-02-12,,,,,,,,,,,9921.0,21443.0,24.0,,
2018-02-13,,,,,,,,,,,6850.0,16386.0,34.0,,
2018-02-14,,,,,,,,,,,4083.0,10893.0,18.0,,
2018-02-22,,,,,,,,,,,3999.0,18211.0,136.0,,
2018-02-23,,,,,,,,,,,3421.0,15358.0,67.0,,
2018-02-26,,,,,,,,,,,3642.0,33335.0,136.0,,
2018-02-27,,,,,,,,,,,2388.0,40368.0,170.0,,
2018-02-28,,,,,,,,,,,58.0,29641.0,82.0,,
2018-03-01,,,,,,,,,,,13.0,29054.0,239.0,,
2018-03-02,,,,,,,,,,,0.0,21627.0,102.0,,
2018-03-05,,,,,,,,,,,0.0,24608.0,100.0,,
2018-03-06,,,,,,,,,,,0.0,37247.0,228.0,,
2018-03-07,,,,,,,,,,,0.0,27364.0,315.0,,
2018-03-08,,,,,,,,,,,0.0,26075.0,141.0,,
2018-03-09,,,,,,,,,,,0.0,32605.0,120.0,,
2018-03-12,,,,,,,,,,,,21086.0,87.0,0.0,
2018-03-13,,,,,,,,,,,,33870.0,185.0,0.0,
2018-03-14,,,,,,,,,,,,34203.0,154.0,4.0,
2018-03-15,,,,,,,,,,,,24868.0,309.0,2.0,
2018-03-16,,,,,,,,,,,,27126.0,94.0,0.0,
2018-03-19,,,,,,,,,,,,25039.0,157.0,0.0,
2018-03-20,,,,,,,,,,,,38676.0,235.0,5.0,
2018-03-21,,,,,,,,,,,,27989.0,109.0,0.0,
2018-03-22,,,,,,,,,,,,40213.0,346.0,4.0,
2018-03-23,,,,,,,,,,,,47675.0,372.0,5.0,
2018-03-26,,,,,,,,,,,,25864.0,237.0,2.0,
2018-03-27,,,,,,,,,,,,27651.0,124.0,0.0,
2018-03-28,,,,,,,,,,,,27664.0,141.0,1.0,
2018-03-29,,,,,,,,,,,,28717.0,178.0,0.0,
2018-03-30,,,,,,,,,,,,26886.0,149.0,0.0,
2018-04-02,,,,,,,,,,,,27826.0,286.0,0.0,
2018-04-03,,,,,,,,,,,,36378.0,286.0,0.0,
2018-04-04,,,,,,,,,,,,27093.0,144.0,4.0,
2018-04-09,,,,,,,,,,,,31967.0,204.0,0.0,
2018-04-10,,,,,,,,,,,,36523.0,266.0,0.0,
2018-04-11,,,,,,,,,,,,41084.0,335.0,0.0,
2018-04-12,,,,,,,,,,,,36336.0,173.0,0.0,
2018-04-13,,,,,,,,,,,,43616.0,521.0,,
2018-04-16,,,,,,,,,,,,47199.0,906.0,12.0,
2018-04-17,,,,,,,,,,,,36901.0,823.0,6.0,
2018-04-18,,,,,,,,,,,,81675.0,2098.0,48.0,
2018-04-19,,,,,,,,,,,,45076.0,1466.0,16.0,
2018-04-20,,,,,,,,,,,,34191.0,832.0,6.0,
2018-04-23,,,,,,,,,,,,34792.0,1089.0,7.0,
