,IC1505.CFE,IC1506.CFE,IC1507.CFE,IC1508.CFE,IC1509.CFE,IC1510.CFE,IC1511.CFE,IC1512.CFE,IC1601.CFE,IC1602.CFE,IC1603.CFE,IC1604.CFE,IC1605.CFE,IC1606.CFE,IC1607.CFE,IC1608.CFE,IC1609.CFE,IC1610.CFE,IC1611.CFE,IC1612.CFE,IC1701.CFE,IC1702.CFE,IC1703.CFE,IC1704.CFE,IC1705.CFE,IC1706.CFE,IC1707.CFE,IC1708.CFE,IC1709.CFE,IC1710.CFE,IC1711.CFE,IC1712.CFE,IC1801.CFE,IC1802.CFE,IC1803.CFE,IC1804.CFE,IC1805.CFE,IC1806.CFE,IC1809.CFE,IC1812.CFE
2017-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6727.8,6682.0,,6606.2,,,6506.0,,,,,
2017-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6690.6,6651.0,,6573.4,,,6484.0,,,,,
2017-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6714.0,6670.8,,6596.8,,,6495.6,,,,,
2017-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6676.0,6635.0,,6562.4,,,6456.0,,,,,
2017-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6678.6,6670.4,6606.6,,,6514.2,,,,,
2017-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6695.6,6649.8,6621.4,,,6535.4,,,,,
2017-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6687.0,6655.8,6636.4,,,6566.6,,,,,
2017-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6678.0,6648.0,6625.0,,,6565.8,,,,,
2017-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6585.4,6551.0,6526.4,,,6463.6,,,,,
2017-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6555.2,6521.2,6496.6,,,6429.2,,,,,
2017-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6499.8,6461.4,6428.0,,,6366.4,,,,,
2017-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6583.8,6547.2,6519.0,,,6455.6,,,,,
2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6598.0,6558.0,6537.4,,,6482.0,,,,,
2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6620.0,6594.8,6570.0,,,6516.2,,,,,
2017-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6715.0,6729.0,6659.6,,,6609.8,,,,,
2017-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6718.4,6691.2,6674.0,,,6608.4,,,,,
2017-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6729.0,6699.2,6675.0,,,6618.0,,,,,
2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6674.6,6643.8,6624.8,,,6573.0,,,,,
2017-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6722.6,6685.4,6662.2,,,6606.4,,,,,
2017-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6728.0,6688.0,6661.4,,,6606.0,,,,,
2017-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6652.6,6618.0,6597.2,,,6524.8,,,,,
2017-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6627.8,6591.8,6563.8,,,6503.4,,,,,
2017-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6566.0,6525.0,6493.6,,,6425.6,,,,,
2017-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6559.0,6544.0,6515.2,,,6447.6,,,,,
2017-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6584.6,6549.0,,,6470.4,,,6413.6,,
2017-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6574.2,6537.0,,,6462.0,,,6411.4,,
2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6618.2,6580.6,,,6504.8,,,6441.8,,
2017-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6671.4,6634.2,,,6553.0,,,6497.0,,
2017-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6638.8,6605.0,,,6527.8,,,6478.2,,
2017-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6607.0,6570.6,,,6495.0,,,6424.4,,
2017-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6524.8,6483.4,,,6400.0,,,6341.2,,
2017-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6563.6,6528.8,,,6450.0,,,6388.6,,
2017-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6490.4,6453.0,,,6371.6,,,6316.6,,
2017-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6463.0,6423.8,,,6349.4,,,6280.0,,
2017-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6481.2,6438.4,,,6341.8,,,6273.6,,
2017-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6519.6,6479.8,,,6378.4,,,6315.2,,
2017-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6588.0,6547.0,,,6448.2,,,6358.8,,
2017-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6602.0,6562.4,,,6464.4,,,6392.4,,
2017-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6643.8,6604.2,,,6505.0,,,6436.8,,
2017-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6666.4,6627.2,,,6531.4,,,6456.4,,
2017-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6658.6,6619.2,,,6522.0,,,6457.6,,
2017-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6592.0,6551.8,,,6452.4,,,6378.0,,
2017-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6574.8,6529.8,,,6425.0,,,6352.0,,
2017-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6567.0,6519.8,,,6418.8,,,6331.0,,
2017-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6404.8,6366.8,,6306.0,,,6222.0,,
2017-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6444.6,6400.2,,6349.6,,,6266.0,,
2017-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6478.4,6447.8,,6372.6,,,6281.2,,
2017-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6398.8,6362.2,,6306.0,,,6231.2,,
2017-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6289.2,6251.8,,6192.6,,,6119.8,,
2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6263.2,6220.0,,6168.0,,,6098.8,,
2017-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6276.8,6241.4,,6185.0,,,6115.2,,
2017-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6320.0,6275.4,,6225.8,,,6139.0,,
2017-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6290.8,6255.0,,6199.6,,,6122.6,,
2017-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6324.2,6290.4,,6234.0,,,6148.6,,
2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6329.0,6290.8,,6235.4,,,6147.2,,
2017-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6247.8,6209.8,,6156.6,,,6085.4,,
2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6140.4,6103.0,,6042.6,,,5963.8,,
2017-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6169.8,6128.6,,6159.0,,,5972.2,,
2017-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6214.8,6174.4,,6111.0,,,6019.2,,
2017-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6273.0,6235.0,,6168.0,,,6074.8,,
2017-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6281.8,6243.6,,6181.2,,,6082.2,,
2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6274.6,6240.0,,6170.0,,,6072.2,,
2017-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6295.8,6261.0,,6182.0,,,6086.0,,
2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6294.8,6260.2,,6174.6,,,6082.2,,
2017-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6227.6,6189.6,6150.0,,,6045.8,,
2017-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6246.6,6208.8,6182.0,,,6093.8,,
2017-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6238.6,6196.2,6176.4,,,6082.4,,
2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6269.0,6233.8,6210.6,,,6131.0,,
2017-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6276.6,6242.0,6217.6,,,6137.0,,
2017-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6265.6,6235.4,6206.6,,,6137.6,,
2017-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6234.6,6197.4,6174.4,,,6109.8,,
2017-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6233.8,6198.0,6175.8,,,6119.2,,
2017-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6242.8,6200.0,6182.0,,,6107.4,,
2017-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6305.0,6286.2,6280.0,,,6166.6,,
2018-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6355.0,6335.0,6319.0,,,6272.6,,
2018-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6411.4,6386.0,6368.6,,,6332.2,,
2018-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6414.8,6384.8,6362.0,,,6315.0,,
2018-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6429.2,6395.2,6373.4,,,6313.8,,
2018-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6443.6,6416.2,6388.8,,,6326.0,,
2018-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6437.6,6406.0,6385.0,,,6317.2,,
2018-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6436.2,6403.0,6379.8,,,6310.2,,
2018-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6443.0,6411.0,6386.0,,,6314.2,,
2018-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6428.2,6393.2,6365.0,,,6297.0,,
2018-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6396.0,6371.8,6338.0,,,6269.8,,
2018-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6317.8,6288.2,6258.2,,,6196.2,,
2018-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6299.2,6274.4,6238.0,,,6175.8,,
2018-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6316.8,6288.0,6258.6,,,6201.6,,
2018-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6333.8,6304.2,6278.0,,,6220.6,,
2018-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6359.8,6337.0,,,6278.8,6229.8,
2018-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6377.0,6360.0,,,6302.0,6246.8,
2018-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6430.0,6411.4,,,6381.4,6359.8,
2018-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6449.6,6438.6,,,6410.0,6388.6,
2018-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6413.8,6398.8,,,6371.2,6349.4,
2018-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6430.4,6421.8,,,6404.2,6388.8,
2018-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6346.0,6324.0,,,6284.4,6264.6,
2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6285.0,6257.0,,,6217.2,6211.0,
2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6212.0,6191.4,,,6164.0,6134.8,
2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6018.6,5988.8,,,5935.0,5909.2,
2018-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6015.8,5981.4,,,5916.6,5889.4,
2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5933.2,5906.0,,,5837.6,5812.0,
2018-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5837.0,5820.0,,,5742.4,5719.8,
2018-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5804.8,5777.8,,,5710.0,5688.0,
2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5678.0,5658.8,,,5565.0,5544.8,
2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5723.2,5698.0,,,5625.0,5577.6,
2018-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5784.0,5758.0,,,5684.4,5653.0,
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5748.4,5715.0,,,5646.2,5609.6,
2018-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5878.0,5836.0,,,5752.4,5707.8,
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5853.4,5816.8,,5766.4,5711.0,
2018-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6013.8,5982.8,,5921.6,5853.4,
2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6022.6,5994.2,,5944.6,5874.4,
2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6026.0,5990.8,,5934.8,5853.4,
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6074.4,6043.6,,5981.4,5901.0,
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6068.0,6034.4,,5975.0,5888.0,
2018-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6066.4,6031.8,,5974.8,5876.6,
2018-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6116.0,6082.8,,6018.0,5924.0,
2018-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6106.0,6072.8,,6009.0,5912.0,
2018-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6107.6,6065.4,,6012.0,5925.4,
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6207.8,6170.0,,6108.0,6007.2,
2018-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6295.8,6259.8,,6203.0,6107.4,
2018-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6284.6,6260.0,,6193.2,6099.0,
2018-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6253.8,6216.4,,6164.4,6067.4,
2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6214.0,6173.0,,6110.6,6010.4,
2018-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6207.2,6159.8,,6080.4,5984.0,
2018-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6158.6,6114.4,6071.8,5975.8,
2018-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6138.4,6098.6,6041.8,5940.0,
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6185.2,6140.2,6100.4,6000.0,
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6097.0,6055.4,6095.0,5905.0,
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5930.0,5879.2,5833.8,5777.8,
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5855.8,5804.4,5766.0,5652.4,
2018-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6013.4,5962.4,5928.0,5811.0,
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5977.4,5929.0,5892.0,5789.4,
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6018.8,5970.8,5931.0,5824.4,
2018-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6105.0,6059.8,6021.4,5912.0,
2018-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6157.8,6114.8,6080.4,5974.0,
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6048.8,6002.2,5967.0,5861.2,
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6081.8,6035.0,6004.0,5900.0,
2018-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6049.0,6004.0,5966.6,5855.4,
2018-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6050.0,6008.8,5959.8,5840.4,
2018-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6098.4,6054.6,6015.0,5906.0,
2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6083.8,6039.8,5998.2,5876.0,
2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6080.0,6037.0,5995.0,5873.6,
2018-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6052.2,6005.0,5969.0,5850.0,
2018-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6028.8,5982.0,5944.4,5822.6,
2018-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5996.2,5949.0,5898.8,5786.6,
2018-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6064.2,6018.8,5965.0,5849.0,
2018-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.0,5950.4,5915.0,5795.0,
2018-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5881.6,5835.2,5729.2,5644.2
2018-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5935.8,5891.8,5777.6,5699.8
2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5933.0,5895.8,5775.2,5695.4
2018-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5928.4,5876.6,5761.0,5688.8
