,PP1501.DCE,PP1502.DCE,PP1503.DCE,PP1504.DCE,PP1505.DCE,PP1506.DCE,PP1507.DCE,PP1508.DCE,PP1509.DCE,PP1510.DCE,PP1511.DCE,PP1512.DCE,PP1601.DCE,PP1602.DCE,PP1603.DCE,PP1604.DCE,PP1605.DCE,PP1606.DCE,PP1607.DCE,PP1608.DCE,PP1609.DCE,PP1610.DCE,PP1611.DCE,PP1612.DCE,PP1701.DCE,PP1702.DCE,PP1703.DCE,PP1704.DCE,PP1705.DCE,PP1706.DCE,PP1707.DCE,PP1708.DCE,PP1709.DCE,PP1710.DCE,PP1711.DCE,PP1712.DCE,PP1801.DCE,PP1802.DCE,PP1803.DCE,PP1804.DCE,PP1805.DCE,PP1806.DCE,PP1807.DCE,PP1808.DCE,PP1809.DCE,PP1810.DCE,PP1811.DCE,PP1812.DCE,PP1901.DCE,PP1902.DCE,PP1903.DCE,PP1904.DCE
2016-03-16,,,,,,,,,,,,,,,,7428.0,7084.0,,,,6663.0,,,,6429.0,6485.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-17,,,,,,,,,,,,,,,,7580.0,7298.0,7190.0,,,6856.0,6880.0,,,6615.0,6723.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-18,,,,,,,,,,,,,,,,7711.0,7457.0,,,,7027.0,,7068.0,6919.0,6786.0,6840.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-21,,,,,,,,,,,,,,,,7474.0,7520.0,7346.0,7309.0,,7092.0,,,,6843.0,6800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-22,,,,,,,,,,,,,,,,7847.0,7458.0,7321.0,7150.0,,7049.0,6915.0,,,6833.0,,6850.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-23,,,,,,,,,,,,,,,,,7313.0,7536.0,,,6918.0,6972.0,6948.0,,6682.0,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-24,,,,,,,,,,,,,,,,,7354.0,7291.0,,,6917.0,6912.0,6803.0,6807.0,6683.0,6796.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-25,,,,,,,,,,,,,,,,7800.0,7456.0,7386.0,7120.0,,6950.0,6929.0,,,6706.0,6641.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-28,,,,,,,,,,,,,,,,,7516.0,7376.0,7362.0,,6990.0,6987.0,,,6740.0,6766.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-29,,,,,,,,,,,,,,,,7650.0,7418.0,7362.0,7200.0,6973.0,6880.0,6831.0,,,6630.0,6668.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-30,,,,,,,,,,,,,,,,7995.0,7445.0,7365.0,7170.0,7086.0,6880.0,,,,6590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,,,,,,,,,,,,,,,7827.0,7418.0,,7095.0,,6828.0,6756.0,6698.0,,6546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-01,,,,,,,,,,,,,,,,7580.0,7629.0,,7293.0,7176.0,7158.0,7066.0,7064.0,,6825.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-05,,,,,,,,,,,,,,,,,7554.0,7340.0,7399.0,7296.0,7091.0,7078.0,,6945.0,6754.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-06,,,,,,,,,,,,,,,,,7558.0,,7147.0,,7025.0,6965.0,6934.0,6922.0,6738.0,6624.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-07,,,,,,,,,,,,,,,,,7508.0,7374.0,7270.0,7046.0,6979.0,,,,6686.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-08,,,,,,,,,,,,,,,,,7348.0,7277.0,6950.0,6898.0,6809.0,6911.0,6740.0,,6530.0,6500.0,6654.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-11,,,,,,,,,,,,,,,,,7301.0,7322.0,,,6890.0,6939.0,,,6600.0,6571.0,6542.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-12,,,,,,,,,,,,,,,,,7267.0,7022.0,7110.0,7070.0,6909.0,6771.0,6866.0,6794.0,6627.0,6597.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-13,,,,,,,,,,,,,,,,,7398.0,7373.0,,,7116.0,6909.0,,6932.0,6813.0,6911.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-14,,,,,,,,,,,,,,,,,7188.0,7162.0,7138.0,,6887.0,6818.0,,6694.0,6601.0,6575.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-15,,,,,,,,,,,,,,,,,7183.0,7447.0,7150.0,7019.0,6932.0,6892.0,,,6643.0,6586.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-18,,,,,,,,,,,,,,,,,7105.0,,7084.0,,6857.0,6849.0,6811.0,,6586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-19,,,,,,,,,,,,,,,,,7148.0,7150.0,7178.0,7068.0,6929.0,6886.0,6919.0,,6656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-20,,,,,,,,,,,,,,,,,6934.0,6831.0,7005.0,,6778.0,6686.0,6747.0,6701.0,6534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-21,,,,,,,,,,,,,,,,,6873.0,6989.0,7060.0,,6924.0,6909.0,6914.0,6935.0,6727.0,6787.0,6829.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-22,,,,,,,,,,,,,,,,,6826.0,6959.0,,,6894.0,,6749.0,,6710.0,6655.0,6654.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-25,,,,,,,,,,,,,,,,,6997.0,7150.0,,,6985.0,7058.0,,6874.0,6772.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-26,,,,,,,,,,,,,,,,,7044.0,7195.0,7240.0,7273.0,7174.0,7196.0,,,6969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-27,,,,,,,,,,,,,,,,,7100.0,7254.0,,7383.0,7255.0,7073.0,,,7079.0,7031.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-28,,,,,,,,,,,,,,,,,7028.0,,,7130.0,7132.0,7116.0,7068.0,,6978.0,6931.0,,6950.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-29,,,,,,,,,,,,,,,,,6869.0,7091.0,7144.0,,6998.0,7042.0,,,6854.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-03,,,,,,,,,,,,,,,,,6840.0,,6791.0,7002.0,6950.0,6876.0,,,6789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-04,,,,,,,,,,,,,,,,,6776.0,,,,6877.0,6882.0,,,6730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-05,,,,,,,,,,,,,,,,,6750.0,,,,6865.0,6886.0,,,6724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-06,,,,,,,,,,,,,,,,,6706.0,,,,6796.0,6820.0,,,6677.0,,6629.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-09,,,,,,,,,,,,,,,,,6651.0,,6875.0,,6795.0,,,,6660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-10,,,,,,,,,,,,,,,,,6650.0,,6803.0,6721.0,6698.0,6674.0,6670.0,,6466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-11,,,,,,,,,,,,,,,,,6751.0,6677.0,,6901.0,6810.0,6770.0,6800.0,,6580.0,6660.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-12,,,,,,,,,,,,,,,,,6980.0,6960.0,,,6868.0,6756.0,,,6641.0,6532.0,,6745.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-13,,,,,,,,,,,,,,,,,6784.0,,,,6829.0,6792.0,6815.0,,6594.0,6571.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-16,,,,,,,,,,,,,,,,,6808.0,7038.0,6940.0,6830.0,6850.0,6847.0,6745.0,6709.0,6625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-17,,,,,,,,,,,,,,,,,,6938.0,6876.0,,6768.0,6732.0,6680.0,,6544.0,6465.0,,6591.0,6394.0,,,,,,,,,,,,,,,,,,,,,,,
2016-05-18,,,,,,,,,,,,,,,,,,,6876.0,6663.0,6810.0,6742.0,6775.0,,6573.0,6460.0,6624.0,,6439.0,,,,,,,,,,,,,,,,,,,,,,,
2016-05-19,,,,,,,,,,,,,,,,,,6873.0,6832.0,6680.0,6645.0,6783.0,6618.0,,6420.0,,6514.0,,6287.0,,,,,,,,,,,,,,,,,,,,,,,
2016-05-20,,,,,,,,,,,,,,,,,,,,,6610.0,6587.0,6572.0,,6384.0,6306.0,,,6266.0,,,,,,,,,,,,,,,,,,,,,,,
2016-05-23,,,,,,,,,,,,,,,,,,6765.0,,6373.0,6474.0,6457.0,6416.0,6367.0,6228.0,,,6355.0,6108.0,,,,,,,,,,,,,,,,,,,,,,,
2016-05-24,,,,,,,,,,,,,,,,,,6851.0,,6472.0,6408.0,6394.0,6375.0,6271.0,6142.0,6022.0,,,6016.0,,,,,,,,,,,,,,,,,,,,,,,
2016-05-25,,,,,,,,,,,,,,,,,,6969.0,,6517.0,6453.0,6475.0,,,6188.0,,6116.0,,6028.0,,,,,,,,,,,,,,,,,,,,,,,
2016-05-26,,,,,,,,,,,,,,,,,,6982.0,,,6500.0,,,,6239.0,,,,6091.0,,,,,,,,,,,,,,,,,,,,,,,
2016-05-27,,,,,,,,,,,,,,,,,,6666.0,,,6470.0,,,,6226.0,,,,6060.0,,,,,,,,,,,,,,,,,,,,,,,
2016-05-30,,,,,,,,,,,,,,,,,,6997.0,6543.0,6641.0,6594.0,6543.0,6422.0,,6302.0,,,,6147.0,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,,,,,,,,,,,,,,,,,,7122.0,6870.0,6645.0,6735.0,6609.0,6591.0,6510.0,6442.0,6362.0,6356.0,,6258.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-01,,,,,,,,,,,,,,,,,,,,,6696.0,6706.0,,,6400.0,,,6449.0,6230.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-02,,,,,,,,,,,,,,,,,,,,,6716.0,,,,6410.0,6356.0,,,6229.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03,,,,,,,,,,,,,,,,,,,,,6780.0,6760.0,6694.0,,6440.0,,,,6243.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06,,,,,,,,,,,,,,,,,,,,,6807.0,,6730.0,,6500.0,,,,6289.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-07,,,,,,,,,,,,,,,,,,,,6849.0,6798.0,,,6498.0,6465.0,6334.0,,6340.0,6244.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-08,,,,,,,,,,,,,,,,,,,7009.0,6953.0,6897.0,6843.0,6843.0,,6533.0,6499.0,,6417.0,6333.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-13,,,,,,,,,,,,,,,,,,,,,6935.0,,,,6560.0,,,,6349.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-14,,,,,,,,,,,,,,,,,,7392.0,,,6950.0,6917.0,,,6573.0,,,,6369.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-15,,,,,,,,,,,,,,,,,,,,,6835.0,6800.0,,,6472.0,6456.0,,,6271.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-16,,,,,,,,,,,,,,,,,,7400.0,,,6939.0,6928.0,6946.0,,6553.0,,,,6347.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-17,,,,,,,,,,,,,,,,,,,7161.0,7109.0,7080.0,7161.0,7028.0,,6639.0,6632.0,,,6416.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-20,,,,,,,,,,,,,,,,,,,7371.0,,7220.0,7121.0,,,6785.0,6683.0,,6665.0,6550.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-21,,,,,,,,,,,,,,,,,,,7480.0,,7334.0,7327.0,,,6884.0,6854.0,6785.0,,6647.0,6660.0,,,,,,,,,,,,,,,,,,,,,,
2016-06-22,,,,,,,,,,,,,,,,,,,7492.0,7430.0,7395.0,,,,6915.0,,,6928.0,6666.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-23,,,,,,,,,,,,,,,,,,,,7415.0,7380.0,,7265.0,,6893.0,,,,6637.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-24,,,,,,,,,,,,,,,,,,,7690.0,7429.0,7497.0,7550.0,7297.0,,6926.0,6899.0,,,6663.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-27,,,,,,,,,,,,,,,,,,,7800.0,7733.0,7784.0,7752.0,,7144.0,7080.0,7040.0,,,6785.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-28,,,,,,,,,,,,,,,,,,,8190.0,8030.0,8080.0,7995.0,7763.0,7267.0,7276.0,7090.0,7010.0,6960.0,6966.0,6666.0,,,,,,,,,,,,,,,,,,,,,,
2016-06-29,,,,,,,,,,,,,,,,,,,8190.0,8045.0,8080.0,7903.0,7564.0,7289.0,7298.0,,,,6989.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,,,,,,,,,,,,,,,,,8581.0,8100.0,8217.0,8149.0,7816.0,,7370.0,7285.0,,,7069.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-01,,,,,,,,,,,,,,,,,,,,8121.0,8076.0,7983.0,,,7320.0,7239.0,,,7033.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-04,,,,,,,,,,,,,,,,,,,,8211.0,8379.0,8314.0,,7783.0,7599.0,7524.0,,,7323.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-05,,,,,,,,,,,,,,,,,,,8820.0,,8400.0,8479.0,,,7632.0,7606.0,7455.0,,7348.0,7409.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-06,,,,,,,,,,,,,,,,,,,,8439.0,8349.0,8245.0,,,7533.0,7475.0,,,7238.0,7319.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-07,,,,,,,,,,,,,,,,,,,8600.0,,8490.0,8485.0,,,7670.0,,,7553.0,7373.0,7348.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-08,,,,,,,,,,,,,,,,,,,,,8200.0,8205.0,7867.0,,7384.0,7346.0,,7176.0,7067.0,6980.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-11,,,,,,,,,,,,,,,,,,,,8189.0,8158.0,8097.0,7763.0,7477.0,7288.0,7156.0,,,6990.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-12,,,,,,,,,,,,,,,,,,,,,8320.0,8056.0,,7594.0,7417.0,7269.0,,,7120.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-13,,,,,,,,,,,,,,,,,,,,8459.0,8395.0,8139.0,7866.0,7776.0,7511.0,7410.0,,,7219.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-14,,,,,,,,,,,,,,,,,,,,8418.0,8277.0,8059.0,,7560.0,7429.0,7378.0,,,7138.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-15,,,,,,,,,,,,,,,,,,,,8390.0,8239.0,8069.0,,,7450.0,7377.0,,,7148.0,,7540.0,,,,,,,,,,,,,,,,,,,,,
2016-07-18,,,,,,,,,,,,,,,,,,,,8522.0,8230.0,8140.0,,7661.0,7475.0,7428.0,,7222.0,7184.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-19,,,,,,,,,,,,,,,,,,,,8391.0,8098.0,8026.0,,,7440.0,7329.0,7355.0,,7150.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-20,,,,,,,,,,,,,,,,,,,,,8332.0,,7725.0,,7447.0,7102.0,7081.0,,7150.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-21,,,,,,,,,,,,,,,,,,,,,8196.0,8040.0,,,7398.0,,,,7100.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-22,,,,,,,,,,,,,,,,,,,,8497.0,8218.0,,,,7416.0,,,,7130.0,7188.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-25,,,,,,,,,,,,,,,,,,,,,8148.0,8069.0,,,7340.0,7052.0,7214.0,,7048.0,7062.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-26,,,,,,,,,,,,,,,,,,,,,8051.0,,,,7225.0,7025.0,,7128.0,6931.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-27,,,,,,,,,,,,,,,,,,,,8550.0,8122.0,,,,7220.0,6924.0,7151.0,7018.0,6935.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-28,,,,,,,,,,,,,,,,,,,,8352.0,8340.0,8158.0,,7479.0,7424.0,7269.0,7403.0,7208.0,7085.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-29,,,,,,,,,,,,,,,,,,,,,8323.0,8108.0,,,7398.0,7146.0,7361.0,,7079.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-01,,,,,,,,,,,,,,,,,,,,,8390.0,8218.0,,,7530.0,7434.0,,,7189.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-02,,,,,,,,,,,,,,,,,,,,,8377.0,8400.0,,,7526.0,,,,7194.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-03,,,,,,,,,,,,,,,,,,,,,8330.0,8214.0,,,7579.0,7456.0,,,7244.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-04,,,,,,,,,,,,,,,,,,,,,8415.0,8152.0,,,7602.0,,,,7365.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-05,,,,,,,,,,,,,,,,,,,,,8335.0,8151.0,,7678.0,7631.0,,,7393.0,7319.0,7323.0,,,,,,,,,,,,,,,,,,,,,,
2016-08-08,,,,,,,,,,,,,,,,,,,,,8485.0,,,,7696.0,,,,7376.0,7285.0,,,,,,,,,,,,,,,,,,,,,,
2016-08-09,,,,,,,,,,,,,,,,,,,,,8516.0,,,7757.0,7622.0,,,,7317.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-10,,,,,,,,,,,,,,,,,,,,,8505.0,8011.0,,7711.0,7590.0,7329.0,,,7250.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-11,,,,,,,,,,,,,,,,,,,,,8250.0,8017.0,,,7430.0,,,,7110.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-12,,,,,,,,,,,,,,,,,,,,,8298.0,,,,7430.0,,,,7114.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-15,,,,,,,,,,,,,,,,,,,,,8331.0,,7977.0,7649.0,7530.0,7362.0,,,7208.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-16,,,,,,,,,,,,,,,,,,,,,8349.0,8057.0,7950.0,7597.0,7550.0,,,,7249.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-17,,,,,,,,,,,,,,,,,,,,,8303.0,7908.0,7927.0,,7492.0,,,,7165.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-18,,,,,,,,,,,,,,,,,,,,,8310.0,8027.0,7996.0,7630.0,7570.0,,,,7226.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-19,,,,,,,,,,,,,,,,,,,,,8318.0,,7943.0,7637.0,7590.0,,,,7258.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-22,,,,,,,,,,,,,,,,,,,,,8305.0,,,,7595.0,,,,7266.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-23,,,,,,,,,,,,,,,,,,,,,8326.0,,,,7627.0,,,,7275.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-24,,,,,,,,,,,,,,,,,,,,,8342.0,8129.0,,,7709.0,7560.0,,,7333.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-25,,,,,,,,,,,,,,,,,,,,,8320.0,,,7709.0,7540.0,7349.0,,,7187.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-26,,,,,,,,,,,,,,,,,,,,,8320.0,7812.0,,,7510.0,,,,7168.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-29,,,,,,,,,,,,,,,,,,,,,8351.0,8085.0,,7385.0,7421.0,7239.0,,,7101.0,7001.0,,,,,,,,,,,,,,,,,,,,,,
2016-08-30,,,,,,,,,,,,,,,,,,,,,8340.0,,7733.0,,7331.0,7290.0,,,7006.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-31,,,,,,,,,,,,,,,,,,,,,8358.0,7766.0,,7410.0,7368.0,,,,7036.0,,,,,,,,,,,,,,,,,,,,,,,
2016-09-01,,,,,,,,,,,,,,,,,,,,,8378.0,7785.0,7814.0,7339.0,7300.0,7097.0,,,6964.0,,,,,,,,,,,,,,,,,,,,,,,
2016-09-02,,,,,,,,,,,,,,,,,,,,,8570.0,,7630.0,7385.0,7278.0,7046.0,,,6933.0,,,,,,,,,,,,,,,,,,,,,,,
2016-09-05,,,,,,,,,,,,,,,,,,,,,8399.0,,,,7227.0,,,,6895.0,6868.0,6775.0,,,,,,,,,,,,,,,,,,,,,
2016-09-06,,,,,,,,,,,,,,,,,,,,,8405.0,7994.0,,,7350.0,7258.0,,,6997.0,,,,,,,,,,,,,,,,,,,,,,,
2016-09-07,,,,,,,,,,,,,,,,,,,,,8408.0,,,,7330.0,7229.0,,,6981.0,,,,,,,,,,,,,,,,,,,,,,,
2016-09-08,,,,,,,,,,,,,,,,,,,,,8410.0,,,7409.0,7350.0,7309.0,,,7012.0,,,,,,,,,,,,,,,,,,,,,,,
2016-09-09,,,,,,,,,,,,,,,,,,,,,8412.0,,,,7330.0,7086.0,,,6999.0,,,,,,,,,,,,,,,,,,,,,,,
2016-09-12,,,,,,,,,,,,,,,,,,,,,8400.0,,7555.0,,7188.0,7046.0,,,6843.0,,,6784.0,,,,,,,,,,,,,,,,,,,,
2016-09-13,,,,,,,,,,,,,,,,,,,,,8450.0,7659.0,,,7173.0,,,,6838.0,,,6888.0,,,,,,,,,,,,,,,,,,,,
2016-09-14,,,,,,,,,,,,,,,,,,,,,8480.0,7484.0,,,7150.0,,,,6822.0,,,,,,,,,,,,,,,,,,,,,,,
2016-09-19,,,,,,,,,,,,,,,,,,,,,,7567.0,7722.0,,7161.0,6985.0,,,6831.0,,,6801.0,6643.0,,,,,,,,,,,,,,,,,,,
2016-09-20,,,,,,,,,,,,,,,,,,,,,,7894.0,7593.0,,7155.0,,,,6866.0,,6772.0,,6666.0,,,,,,,,,,,,,,,,,,,
2016-09-21,,,,,,,,,,,,,,,,,,,,,,7828.0,,,7332.0,,,,6995.0,,,,6772.0,,,,,,,,,,,,,,,,,,,
2016-09-22,,,,,,,,,,,,,,,,,,,,,,,,,7246.0,,,,6930.0,,,,6714.0,,,,,,,,,,,,,,,,,,,
2016-09-23,,,,,,,,,,,,,,,,,,,,,,,,,7135.0,,,,6850.0,,,6823.0,6670.0,,,,,,,,,,,,,,,,,,,
2016-09-26,,,,,,,,,,,,,,,,,,,,,,7801.0,,7231.0,7110.0,6880.0,,,6825.0,,,,6660.0,,,,,,,,,,,,,,,,,,,
2016-09-27,,,,,,,,,,,,,,,,,,,,,,7920.0,7593.0,7190.0,7186.0,,,,6873.0,,,,6659.0,,,,,,,,,,,,,,,,,,,
2016-09-28,,,,,,,,,,,,,,,,,,,,,,7980.0,,,7219.0,,,,6899.0,,,,6661.0,,,,,,,,,,,,,,,,,,,
2016-09-29,,,,,,,,,,,,,,,,,,,,,,8050.0,,7370.0,7396.0,7197.0,,,7050.0,,,,6799.0,,,,,,,,,,,,,,,,,,,
2016-09-30,,,,,,,,,,,,,,,,,,,,,,8080.0,,7334.0,7340.0,,,,6989.0,,,7020.0,6743.0,,,,,,,,,,,,,,,,,,,
2016-10-10,,,,,,,,,,,,,,,,,,,,,,,,,7584.0,7288.0,,,7189.0,,,7000.0,6921.0,,,,,,,,,,,,,,,,,,,
2016-10-11,,,,,,,,,,,,,,,,,,,,,,,,,7698.0,7468.0,7444.0,,7300.0,7356.0,,7128.0,7020.0,,,,,,,,,,,,,,,,,,,
2016-10-12,,,,,,,,,,,,,,,,,,,,,,,,,7696.0,7415.0,,,7301.0,,,,7005.0,,,,,,,,,,,,,,,,,,,
2016-10-13,,,,,,,,,,,,,,,,,,,,,,,,7666.0,7694.0,,,,7275.0,,,7077.0,6986.0,,,,,,,,,,,,,,,,,,,
2016-10-14,,,,,,,,,,,,,,,,,,,,,,8024.0,,,7573.0,7457.0,,,7222.0,,,,6929.0,,,,,,,,,,,,,,,,,,,
2016-10-17,,,,,,,,,,,,,,,,,,,,,,,,,7660.0,7371.0,,,7289.0,,,,6976.0,,,,,,,,,,,,,,,,,,,
2016-10-18,,,,,,,,,,,,,,,,,,,,,,,,,7828.0,,,,7449.0,,,,7133.0,,,,,,,,,,,,,,,,,,,
2016-10-19,,,,,,,,,,,,,,,,,,,,,,,7970.0,7852.0,7945.0,,,,7575.0,,,,7248.0,,,,,,,,,,,,,,,,,,,
2016-10-20,,,,,,,,,,,,,,,,,,,,,,,,,7939.0,7618.0,,,7566.0,7538.0,,,7249.0,,,,,,,,,,,,,,,,,,,
2016-10-21,,,,,,,,,,,,,,,,,,,,,,,,,7910.0,7559.0,,,7530.0,7445.0,,,7200.0,,,,,,,,,,,,,,,,,,,
2016-10-24,,,,,,,,,,,,,,,,,,,,,,,8070.0,,8008.0,7759.0,,,7627.0,7568.0,,,7300.0,,,,,,,,,,,,,,,,,,,
2016-10-25,,,,,,,,,,,,,,,,,,,,,,,,8365.0,8338.0,8075.0,,,7945.0,7946.0,,,7607.0,,,,,,,,,,,,,,,,,,,
2016-10-26,,,,,,,,,,,,,,,,,,,,,,,,,8196.0,7851.0,,,7810.0,,,,7489.0,,,,,,,,,,,,,,,,,,,
2016-10-27,,,,,,,,,,,,,,,,,,,,,,,8470.0,,8197.0,,,,7799.0,,,,7473.0,7629.0,,,,,,,,,,,,,,,,,,
2016-10-28,,,,,,,,,,,,,,,,,,,,,,,8893.0,8423.0,8430.0,,8206.0,,7990.0,,,,7660.0,,,,,,,,,,,,,,,,,,,
2016-10-31,,,,,,,,,,,,,,,,,,,,,,,8793.0,8841.0,8733.0,8412.0,,,8280.0,8250.0,,,7950.0,,,,,,,,,,,,,,,,,,,
2016-11-01,,,,,,,,,,,,,,,,,,,,,,,,8762.0,8755.0,,,,8294.0,8196.0,,,7956.0,,,,,,,,,,,,,,,,,,,
2016-11-02,,,,,,,,,,,,,,,,,,,,,,,,8548.0,8777.0,,,,8331.0,,,,7990.0,,,,,,,,,,,,,,,,,,,
2016-11-03,,,,,,,,,,,,,,,,,,,,,,,,,8535.0,8172.0,,,8370.0,,,,7850.0,7999.0,,,,,,,,,,,,,,,,,,
2016-11-04,,,,,,,,,,,,,,,,,,,,,,,,8687.0,8672.0,8197.0,,,8257.0,,,,7952.0,,,,,,,,,,,,,,,,,,,
2016-11-07,,,,,,,,,,,,,,,,,,,,,,,,,8469.0,,,,8104.0,,,7905.0,7778.0,,,,,,,,,,,,,,,,,,,
2016-11-08,,,,,,,,,,,,,,,,,,,,,,,,,8583.0,8325.0,,,8257.0,8281.0,,,7930.0,,,,,,,,,,,,,,,,,,,
2016-11-09,,,,,,,,,,,,,,,,,,,,,,,,,8847.0,8590.0,,,8445.0,,,,8120.0,,,,,,,,,,,,,,,,,,,
2016-11-10,,,,,,,,,,,,,,,,,,,,,,,,8750.0,8926.0,8772.0,,8523.0,8520.0,8323.0,8447.0,8323.0,8200.0,8161.0,,,,,,,,,,,,,,,,,,
