,PP1501.DCE,PP1502.DCE,PP1503.DCE,PP1504.DCE,PP1505.DCE,PP1506.DCE,PP1507.DCE,PP1508.DCE,PP1509.DCE,PP1510.DCE,PP1511.DCE,PP1512.DCE,PP1601.DCE,PP1602.DCE,PP1603.DCE,PP1604.DCE,PP1605.DCE,PP1606.DCE,PP1607.DCE,PP1608.DCE,PP1609.DCE,PP1610.DCE,PP1611.DCE,PP1612.DCE,PP1701.DCE,PP1702.DCE,PP1703.DCE,PP1704.DCE,PP1705.DCE,PP1706.DCE,PP1707.DCE,PP1708.DCE,PP1709.DCE,PP1710.DCE,PP1711.DCE,PP1712.DCE,PP1801.DCE,PP1802.DCE,PP1803.DCE,PP1804.DCE,PP1805.DCE,PP1806.DCE,PP1807.DCE,PP1808.DCE,PP1809.DCE,PP1810.DCE,PP1811.DCE,PP1812.DCE,PP1901.DCE,PP1902.DCE,PP1903.DCE,PP1904.DCE
2016-11-11,,,,,,,,,,,,,,,,,,,,,,,,,9258.0,9014.0,,,8862.0,8654.0,8568.0,,8529.0,8368.0,,,,,,,,,,,,,,,,,,
2016-11-14,,,,,,,,,,,,,,,,,,,,,,,,8800.0,8808.0,8580.0,,,8495.0,,8362.0,8220.0,8364.0,8029.0,,,,,,,,,,,,,,,,,,
2016-11-15,,,,,,,,,,,,,,,,,,,,,,,,,8845.0,8577.0,,,8480.0,,,,8151.0,8058.0,,,,,,,,,,,,,,,,,,
2016-11-16,,,,,,,,,,,,,,,,,,,,,,,,,8739.0,8557.0,8375.0,,8400.0,8256.0,,,8088.0,8015.0,8056.0,,,,,,,,,,,,,,,,,
2016-11-17,,,,,,,,,,,,,,,,,,,,,,,,,8602.0,,,,8248.0,,,,7953.0,,,,,,,,,,,,,,,,,,,
2016-11-18,,,,,,,,,,,,,,,,,,,,,,,,,8511.0,8147.0,8169.0,,8180.0,,,7920.0,7895.0,7890.0,,,,,,,,,,,,,,,,,,
2016-11-21,,,,,,,,,,,,,,,,,,,,,,,,8589.0,8585.0,8377.0,,,8258.0,8000.0,,8143.0,7977.0,,,,,,,,,,,,,,,,,,,
2016-11-22,,,,,,,,,,,,,,,,,,,,,,,,,8796.0,8600.0,,,8466.0,,,,8170.0,8047.0,,,,,,,,,,,,,,,,,,
2016-11-23,,,,,,,,,,,,,,,,,,,,,,,,8913.0,8800.0,8461.0,8466.0,,8516.0,8430.0,8338.0,8185.0,8220.0,8118.0,,,,,,,,,,,,,,,,,,
2016-11-24,,,,,,,,,,,,,,,,,,,,,,,,8577.0,8765.0,8697.0,8517.0,,8753.0,8655.0,8434.0,,8474.0,8375.0,8285.0,,,,,,,,,,,,,,,,,
2016-11-25,,,,,,,,,,,,,,,,,,,,,,,,,8544.0,,,,8486.0,,,,8354.0,,,,,,,,,,,,,,,,,,,
2016-11-28,,,,,,,,,,,,,,,,,,,,,,,,,8556.0,8499.0,,,8590.0,,8286.0,8369.0,8445.0,,,,,,,,,,,,,,,,,,,
2016-11-29,,,,,,,,,,,,,,,,,,,,,,,,,8508.0,,,,8566.0,8486.0,,,8411.0,,,,,,,,,,,,,,,,,,,
2016-11-30,,,,,,,,,,,,,,,,,,,,,,,,8522.0,8354.0,8363.0,,,8345.0,8348.0,,,8211.0,,,,,,,,,,,,,,,,,,,
2016-12-01,,,,,,,,,,,,,,,,,,,,,,,,,8450.0,8319.0,,8222.0,8448.0,,,,8296.0,,,,,,,,,,,,,,,,,,,
2016-12-02,,,,,,,,,,,,,,,,,,,,,,,,,8515.0,,,8397.0,8550.0,8589.0,,,8413.0,,,,,,,,,,,,,,,,,,,
2016-12-05,,,,,,,,,,,,,,,,,,,,,,,,,8787.0,8670.0,,,8883.0,8853.0,,8732.0,8700.0,,,,,,,,,,,,,,,,,,,
2016-12-06,,,,,,,,,,,,,,,,,,,,,,,,,8848.0,,8770.0,,8965.0,,,,8738.0,8755.0,,,,,,,,,,,,,,,,,,
2016-12-07,,,,,,,,,,,,,,,,,,,,,,,,,9182.0,,,9111.0,9326.0,9212.0,9212.0,,9050.0,,,,,,,,,,,,,,,,,,,
2016-12-08,,,,,,,,,,,,,,,,,,,,,,,,,9198.0,,,9198.0,9356.0,,,,9086.0,,,,,,,,,,,,,,,,,,,
2016-12-09,,,,,,,,,,,,,,,,,,,,,,,,,9327.0,,,9400.0,9510.0,,,,9248.0,9373.0,,,,,,,,,,,,,,,,,,
2016-12-12,,,,,,,,,,,,,,,,,,,,,,,,,9608.0,,,9685.0,9788.0,,,,9501.0,,,,,,,,,,,,,,,,,,,
2016-12-13,,,,,,,,,,,,,,,,,,,,,,,,,9645.0,9530.0,,9632.0,9740.0,9603.0,,,9510.0,,,,,,,,,,,,,,,,,,,
2016-12-14,,,,,,,,,,,,,,,,,,,,,,,,,9742.0,9753.0,,,9857.0,9627.0,,9542.0,9625.0,,,,,,,,,,,,,,,,,,,
2016-12-15,,,,,,,,,,,,,,,,,,,,,,,,,9700.0,,,9708.0,9830.0,9580.0,,,9617.0,,,,,,,,,,,,,,,,,,,
2016-12-16,,,,,,,,,,,,,,,,,,,,,,,,,9708.0,,,9720.0,9829.0,9759.0,,,9657.0,9637.0,,,,,,,,,,,,,,,,,,
2016-12-19,,,,,,,,,,,,,,,,,,,,,,,,,9552.0,,,,9663.0,9301.0,9322.0,9450.0,9556.0,9421.0,9403.0,,,,,,,,,,,,,,,,,
2016-12-20,,,,,,,,,,,,,,,,,,,,,,,,,9240.0,9056.0,9084.0,9089.0,9230.0,9000.0,,8930.0,9102.0,9127.0,,,,,,,,,,,,,,,,,,
2016-12-21,,,,,,,,,,,,,,,,,,,,,,,,,9340.0,,,9071.0,9233.0,,,,9097.0,,,,,,,,,,,,,,,,,,,
2016-12-22,,,,,,,,,,,,,,,,,,,,,,,,,9282.0,,,,9180.0,,,,9044.0,,,,,,,,,,,,,,,,,,,
2016-12-23,,,,,,,,,,,,,,,,,,,,,,,,,9125.0,,9154.0,8891.0,9051.0,8870.0,,,8939.0,,,,,,,,,,,,,,,,,,,
2016-12-26,,,,,,,,,,,,,,,,,,,,,,,,,9055.0,,,,9065.0,,,,8905.0,,,,,,,,,,,,,,,,,,,
2016-12-27,,,,,,,,,,,,,,,,,,,,,,,,,9141.0,,,,9180.0,,,,9039.0,,8803.0,,,,,,,,,,,,,,,,,
2016-12-28,,,,,,,,,,,,,,,,,,,,,,,,,9328.0,,9300.0,,9450.0,,,,9292.0,,,,,,,,,,,,,,,,,,,
2016-12-29,,,,,,,,,,,,,,,,,,,,,,,,,9139.0,,,,9365.0,,,,9220.0,,,,,,,,,,,,,,,,,,,
2016-12-30,,,,,,,,,,,,,,,,,,,,,,,,,8978.0,8700.0,8888.0,,9085.0,,,,8997.0,,8815.0,,,,,,,,,,,,,,,,,
2017-01-03,,,,,,,,,,,,,,,,,,,,,,,,,8740.0,,,,8847.0,,,,8760.0,,,,,,,,,,,,,,,,,,,
2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,8560.0,8346.0,,8738.0,8699.0,8599.0,,,8599.0,,,8440.0,,,,,,,,,,,,,,,,
2017-01-05,,,,,,,,,,,,,,,,,,,,,,,,,8550.0,,,8654.0,8637.0,,,,8545.0,,,,,,,,,,,,,,,,,,,
2017-01-06,,,,,,,,,,,,,,,,,,,,,,,,,8600.0,,8551.0,8666.0,8735.0,8513.0,,,8624.0,,,,,,,,,,,,,,,,,,,
2017-01-09,,,,,,,,,,,,,,,,,,,,,,,,,8600.0,,,,8648.0,,,,8535.0,,,,,,,,,,,,,,,,,,,
2017-01-10,,,,,,,,,,,,,,,,,,,,,,,,,8600.0,,,8600.0,8645.0,,,,8529.0,,,,,,,,,,,,,,,,,,,
2017-01-11,,,,,,,,,,,,,,,,,,,,,,,,,8660.0,,,,8690.0,,,,8570.0,,,,,,,,,,,,,,,,,,,
2017-01-12,,,,,,,,,,,,,,,,,,,,,,,,,8700.0,8667.0,,,8845.0,8853.0,,,8739.0,,,,,,,,,,,,,,,,,,,
2017-01-13,,,,,,,,,,,,,,,,,,,,,,,,,8750.0,,,,8882.0,8715.0,,,8767.0,,,,,,,,,,,,,,,,,,,
2017-01-16,,,,,,,,,,,,,,,,,,,,,,,,,8972.0,8942.0,,,9210.0,,,,9080.0,,,9105.0,,,,,,,,,,,,,,,,
2017-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,9311.0,,,9238.0,9054.0,,,9120.0,,,,8992.0,,,,,,,,,,,,,,,
2017-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9129.0,,,,9030.0,,,,8880.0,,,,,,,,,,,,,,,
2017-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,8800.0,,,9040.0,,,,8950.0,,,,8768.0,,,,,,,,,,,,,,,
2017-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,9240.0,,,9152.0,,8970.0,,9050.0,,,,8900.0,,,,,,,,,,,,,,,
2017-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,8817.0,,,9262.0,,,,9161.0,,,,9034.0,,,,,,,,,,,,,,,
2017-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9250.0,,,9063.0,9150.0,,,,9010.0,,,,,,,,,,,,,,,
2017-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,8816.0,,,9456.0,9457.0,,,9350.0,,,,9205.0,,,,,,,,,,,,,,,
2017-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,9432.0,,,9462.0,,,,9353.0,,,,9188.0,,,,,,,,,,,,,,,
2017-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9450.0,,,,9333.0,,,,9184.0,,,,,,,,,,,,,,,
2017-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9386.0,,,,9300.0,,,,9152.0,,,,,,,,,,,,,,,
2017-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9398.0,,,,9320.0,,,,9200.0,,,,,,,,,,,,,,,
2017-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,9227.0,,9346.0,,9260.0,,9370.0,9256.0,,9205.0,9268.0,,,,,,,,,,,,,,,
2017-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9372.0,,,,9385.0,,,,9287.0,,,,,,,,,,,,,,,
2017-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,9227.0,9329.0,9288.0,9312.0,9260.0,9240.0,9333.0,9255.0,,,9274.0,,,,,,,,,,,,,,,
2017-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9550.0,,,,9588.0,,,,9501.0,,,,,,,,,,,,,,,
2017-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9588.0,,,,9618.0,,,,9542.0,,,,,,,,,,,,,,,
2017-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9480.0,,9340.0,,9543.0,,9403.0,,9486.0,,,,,,,,,,,,,,,
2017-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,9100.0,9479.0,9232.0,,,,9353.0,9307.0,,,9331.0,,,,,,,,,,,,,,,
2017-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9096.0,,,,9211.0,,,,9210.0,,,,,,,,,,,,,,,
2017-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9045.0,,,,9159.0,,,,9155.0,,,,,,,,,,,,,,,
2017-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,9129.0,9524.0,9018.0,9138.0,8952.0,,9120.0,8838.0,,,9130.0,,,,,,,,,,,,,,,
2017-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8877.0,,,,8987.0,,,8937.0,9008.0,,,,,,,,,,,,,,,
2017-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8812.0,8886.0,,,8963.0,,,,8931.0,8908.0,,,,,,,,,,,,,,
2017-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8728.0,8845.0,,,8848.0,8852.0,,,8860.0,,,,,,,,,,,,,,,
2017-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,9129.0,,8851.0,8968.0,,,8977.0,8880.0,,,8992.0,,,,,,,,,,,,,,,
2017-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,9585.0,,8750.0,,,8772.0,8890.0,,,,8921.0,,,,,,,,,,,,,,,
2017-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,9011.0,8892.0,8695.0,9000.0,,,8831.0,,,,8860.0,,,,,,,,,,,,,,,
2017-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,8680.0,8620.0,,,8770.0,8762.0,,,,8788.0,,,,,,,,,,,,,,,
2017-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8645.0,,,,8780.0,,,,8800.0,,,,,,,,,,,,,,,
2017-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8766.0,8915.0,,,8878.0,,,,8895.0,,,,,,,,,,,,,,,
2017-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8760.0,8676.0,,,8887.0,,,,8888.0,,,,,,,,,,,,,,,
2017-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8550.0,8886.0,8703.0,,8730.0,,,,8730.0,,,,,,,,,,,,,,,
2017-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8308.0,8255.0,8319.0,,8410.0,8396.0,,,8500.0,,,,,,,,,,,,,,,
2017-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8315.0,,8292.0,,8419.0,,,,8497.0,,,,,,,,,,,,,,,
2017-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8249.0,8074.0,8290.0,,8342.0,,,8176.0,8400.0,,,,,,,,,,,,,,,
2017-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8282.0,,,,8385.0,,,,8445.0,,,,,,,,,,,,,,,
2017-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8339.0,8222.0,,,8460.0,,,,8513.0,,,,,,,,,,,,,,,
2017-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8385.0,8497.0,,8593.0,8499.0,,,,8536.0,,,,,,,,,,,,,,,
2017-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8418.0,,,8773.0,8537.0,,,,8588.0,,,,,,,,,,,,,,,
2017-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8384.0,,,,8513.0,,,,8577.0,,,,,,,,,,,,,,,
2017-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8369.0,,,,8498.0,,,,8556.0,,,,,,,,,,,,,,,
2017-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8215.0,,,,8344.0,,,,8435.0,,,,,,,,,,,,,,,
2017-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8244.0,,,,8332.0,,,8208.0,8358.0,,,,,,,,,,,,,,,
2017-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8275.0,8122.0,8222.0,,8284.0,,,,8280.0,,,,,,,,,,,,,,,
2017-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8092.0,8131.0,,7957.0,8079.0,8029.0,,,8100.0,,8100.0,,,,,,,,,,,,,
2017-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8017.0,,,,8028.0,,,,8020.0,,,,,,,,,,,,,,,
2017-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8240.0,,,8294.0,8278.0,,,,8228.0,,,,,,,,,,,,,,,
2017-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8320.0,,,,8328.0,,8238.0,,8318.0,,,,,,,,,,,,,,,
2017-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8254.0,8363.0,,,8294.0,,,,8264.0,,,,,,,,,,,,,,,
2017-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8349.0,8238.0,,,8364.0,,,,8330.0,,,,,,,,,,,,,,,
2017-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8337.0,8414.0,,8320.0,8373.0,8226.0,,,8350.0,,,,,,,,,,,,,,,
2017-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8472.0,,,8345.0,8481.0,,,,8460.0,,,,,,,,,,,,,,,
2017-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8300.0,,,,8314.0,7984.0,,,8293.0,,,,,,,,,,,,,,,
2017-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8190.0,8137.0,8127.0,8137.0,8094.0,8261.0,,,8100.0,,,,,,,,,,,,,,,
2017-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8144.0,,8011.0,8176.0,8058.0,,,,8038.0,,,,,,,,,,,,,,,
2017-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8075.0,8200.0,,,8013.0,,,,7938.0,,,,,,,,,,,,,,,
2017-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8047.0,7820.0,,7869.0,7997.0,,,7636.0,7956.0,,,,,,,,,,,,,,,
2017-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7999.0,8087.0,,,7854.0,,,7712.0,7717.0,,,,,,,,,,,,,,,
2017-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7900.0,,,,7738.0,,,,7638.0,,,,,,,,,,,,,,,
2017-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7793.0,7757.0,,7840.0,7732.0,7772.0,,,7642.0,,7689.0,,,,,,,,,,,,,
2017-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7770.0,,,,7773.0,7544.0,,,7682.0,,,,,,,,,,,,,,,
2017-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7870.0,7708.0,,,7806.0,,,,7730.0,,,,,,,,,,,,,,,
2017-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7684.0,7708.0,7532.0,7512.0,7635.0,7438.0,7486.0,,7600.0,,,,,,,,,,,,,,,
2017-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7662.0,,,,7634.0,,,,7605.0,,,,,,,,,,,,,,,
2017-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7707.0,,,,7745.0,7657.0,,,7721.0,,,,,,,,,,,,,,,
2017-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7739.0,,,,7781.0,,,7672.0,7795.0,8043.0,,,,,,,,,,,,,,
2017-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7830.0,,,,7891.0,,,,7909.0,,,,,,,,,,,,,,,
2017-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7841.0,7982.0,,,7862.0,,,,7885.0,7792.0,,,,,,,,,,,,,,
2017-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7790.0,,,,7850.0,,,,7881.0,,,,,,,,,,,,,,,
2017-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7648.0,,,,7675.0,7602.0,,,7700.0,,,,,,,,,,,,,,,
2017-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7504.0,,,,7598.0,7412.0,,,7590.0,,,,,,,,,,,,,,,
2017-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7677.0,,,,7750.0,7741.0,,,7766.0,,,,,,,,,,,,,,,
2017-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7578.0,,,7643.0,7609.0,,,,7615.0,,,,,,,,,,,,,,,
2017-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7490.0,,,7361.0,7595.0,,,,7644.0,,,,,,,,,,,,,,,
2017-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7450.0,,,,7566.0,7450.0,,,7567.0,,,,,,,,,,,,,,,
2017-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7487.0,7636.0,7622.0,7566.0,7549.0,7470.0,,,7579.0,,,,,,,,,,,,,,,
2017-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7649.0,7850.0,7622.0,7783.0,7718.0,7819.0,,,7739.0,,,,,,,,,,,,,,,
2017-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7964.0,,7833.0,7796.0,7704.0,,,7826.0,,,,7864.0,,,,,,,,,,,
2017-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7944.0,,,7825.0,,,,7850.0,,,,7880.0,,,,,,,,,,,
2017-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7894.0,,7900.0,7845.0,7958.0,,,7875.0,,,,7900.0,,,,,,,,,,,
2017-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000.0,7798.0,8050.0,8109.0,8186.0,,,8147.0,,,,8150.0,,,,,,,,,,,
2017-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8378.0,8270.0,8200.0,8173.0,,,,8210.0,8188.0,,,8220.0,,,,,,,,,,,
2017-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8441.0,,8166.0,8166.0,,,,8198.0,8188.0,,8215.0,8220.0,,,,,,,,,,,
2017-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8145.0,,8135.0,8200.0,,,8172.0,,,,8202.0,,,,,,,,,,,
2017-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8690.0,,,8198.0,8229.0,8141.0,8206.0,8215.0,8195.0,,8205.0,8228.0,,,,,,,,,,,
2017-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8888.0,8200.0,8200.0,8043.0,,7955.0,,8068.0,,,,8090.0,,,,,,,,,,,
2017-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9140.0,,,8156.0,8076.0,,,8125.0,,,,8134.0,,,,,,,,,,,
2017-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7800.0,7782.0,,7960.0,,,,7980.0,8055.0,,,7990.0,,,,,,,,,,,
2017-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7500.0,7472.0,,7897.0,,,,7928.0,7706.0,,,7934.0,,,,,,,,,,,
2017-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7950.0,7808.0,7667.0,7748.0,7673.0,,,7776.0,,,,7802.0,,,,,,,,,,,
2017-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7650.0,7719.0,7818.0,,,7748.0,,,,7780.0,,,,,,,,,,,
2017-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7755.0,,,,7786.0,,,,7806.0,,,,,,,,,,,
2017-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7991.0,,7790.0,,,,7801.0,,,,7807.0,,,,,,,,,,,
2017-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7800.0,,,,7814.0,,,,7823.0,,,,,,,,,,,
2017-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8427.0,,,7948.0,8050.0,,,7929.0,7998.0,,,7944.0,,,,,,,,,,,
2017-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8142.0,7927.0,7965.0,,,7926.0,,,,7944.0,,,,,,,,,,,
2017-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7765.0,7851.0,,,7788.0,,,,7817.0,,,,,,,,,,,
2017-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7722.0,7652.0,7714.0,7695.0,,,7745.0,,,,7782.0,,,,,,,,,,,
2017-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7738.0,,,,7773.0,,,,7798.0,,,,,,,,,,,
2017-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8095.0,,7831.0,,,7777.0,7861.0,,,,7894.0,,,,,,,,,,,
2017-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7886.0,,7734.0,7622.0,,7809.0,7792.0,,,,7841.0,,,,,,,,,,,
2017-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7698.0,7589.0,,,7762.0,,,,7799.0,,,,,,,,,,,
2017-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7675.0,,,,7740.0,,,,7788.0,,,,,,,,,,,
2017-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7630.0,,,,7667.0,,,,7700.0,,,,,,,,,,,
2017-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7777.0,,,,7802.0,,,,7836.0,,,,,,,,,,,
2017-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7790.0,7908.0,,,7820.0,,,,7880.0,,,,,,,,,,,
2017-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7874.0,,,,7898.0,,,,7921.0,,,,,,,,,,,
2017-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7916.0,,7931.0,7894.0,,,7962.0,,,,7990.0,,,,,,,,,,,
2017-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7899.0,,7936.0,8020.0,,8000.0,7984.0,,,,8000.0,,,,,,,,,,,
2017-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7948.0,8020.0,,,,8062.0,8015.0,,,8080.0,,,,,,,,,,,
2017-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7180.0,7822.0,7963.0,7996.0,,,8020.0,,,,8045.0,,,,,,,,,,,
2017-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7924.0,,,,7986.0,,,8111.0,8020.0,,,,,,,,,,,
2017-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8100.0,8058.0,,,,8101.0,8050.0,,,8102.0,,,,,,,,,,,
2017-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8110.0,8136.0,,,8180.0,8200.0,,8199.0,8209.0,,,,,,,,,,,
2017-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8132.0,,,,8210.0,,,,8245.0,,,,,,,,,,,
2017-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8153.0,8100.0,,8111.0,8200.0,,,,8245.0,,,,,,,,,,,
2017-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8188.0,,,,8245.0,,,8200.0,8280.0,,,,,,,,,,,
2017-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8101.0,8165.0,,,8147.0,,,,8185.0,,,,,,,,,,,
2017-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7600.0,,8108.0,8105.0,,,8155.0,,,,8169.0,,,,,,,,,,,
2017-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8257.0,8255.0,8051.0,,,8281.0,,8289.0,,8300.0,,,,,,,,,,,
2017-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8259.0,8189.0,,,8250.0,,,8285.0,8250.0,,,,,,,,,,,
2017-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8250.0,8288.0,,,8228.0,8280.0,,,8252.0,8275.0,,,,,,,,,,,
2017-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8480.0,8643.0,8350.0,8342.0,8600.0,8646.0,8532.0,8606.0,8535.0,8641.0,,8584.0,,,,,,,,,
2017-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8450.0,8518.0,,8569.0,,8626.0,8593.0,,,8633.0,,,,,,,,,,,
2017-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8640.0,8538.0,,8460.0,,8624.0,,,,8633.0,,,,,,,,,,,
