,AL1501.SHF,AL1502.SHF,AL1503.SHF,AL1504.SHF,AL1505.SHF,AL1506.SHF,AL1507.SHF,AL1508.SHF,AL1509.SHF,AL1510.SHF,AL1511.SHF,AL1512.SHF,AL1601.SHF,AL1602.SHF,AL1603.SHF,AL1604.SHF,AL1605.SHF,AL1606.SHF,AL1607.SHF,AL1608.SHF,AL1609.SHF,AL1610.SHF,AL1611.SHF,AL1612.SHF,AL1701.SHF,AL1702.SHF,AL1703.SHF,AL1704.SHF,AL1705.SHF,AL1706.SHF,AL1707.SHF,AL1708.SHF,AL1709.SHF,AL1710.SHF,AL1711.SHF,AL1712.SHF,AL1801.SHF,AL1802.SHF,AL1803.SHF,AL1804.SHF,AL1805.SHF,AL1806.SHF,AL1807.SHF,AL1808.SHF,AL1809.SHF,AL1810.SHF,AL1811.SHF,AL1812.SHF,AL1901.SHF,AL1902.SHF,AL1903.SHF,AL1904.SHF
2015-07-13,,,,,,,12340.0,12410.0,12470.0,12535.0,12540.0,12565.0,12575.0,12580.0,12680.0,12765.0,12810.0,12755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-14,,,,,,,12350.0,12430.0,12495.0,12600.0,12580.0,12600.0,12645.0,12670.0,,12700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-15,,,,,,,12330.0,12400.0,12460.0,12505.0,12525.0,12550.0,12600.0,,12670.0,,12755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-16,,,,,,,,12590.0,12655.0,12705.0,12750.0,12755.0,12795.0,12745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-17,,,,,,,,12510.0,12560.0,12585.0,12605.0,12610.0,12635.0,12635.0,12665.0,12755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-20,,,,,,,,12430.0,12510.0,12560.0,12560.0,12575.0,12575.0,12590.0,,12665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-21,,,,,,,,12390.0,12450.0,12500.0,12520.0,12540.0,12550.0,12585.0,,,,12760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-22,,,,,,,,12355.0,12420.0,12450.0,12480.0,12490.0,12520.0,12500.0,12505.0,12750.0,12745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-23,,,,,,,,12300.0,12345.0,12370.0,12390.0,12400.0,12435.0,12415.0,,12550.0,12550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-24,,,,,,,,12260.0,12290.0,12310.0,12325.0,12340.0,12360.0,12370.0,,,12510.0,,12565.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-27,,,,,,,,12280.0,12330.0,12345.0,12360.0,12370.0,12370.0,12380.0,12410.0,12460.0,12500.0,12505.0,12750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-28,,,,,,,,12245.0,12300.0,12315.0,12330.0,12335.0,12355.0,12380.0,12450.0,,12510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-29,,,,,,,,12350.0,12415.0,12430.0,12445.0,12450.0,12450.0,12525.0,12505.0,12575.0,12645.0,12680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-30,,,,,,,,12255.0,12320.0,12340.0,12350.0,12350.0,12360.0,12370.0,12425.0,12460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-31,,,,,,,,12195.0,12260.0,12280.0,12300.0,12305.0,12400.0,12355.0,12375.0,12435.0,12485.0,12510.0,12580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-03,,,,,,,,12180.0,12260.0,12310.0,12325.0,12335.0,12345.0,12340.0,12335.0,12385.0,,12400.0,12475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-04,,,,,,,,12045.0,12110.0,12170.0,12200.0,12230.0,12235.0,12285.0,12300.0,12325.0,,,12435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-05,,,,,,,,12095.0,12200.0,12280.0,12270.0,12270.0,12280.0,,12340.0,12345.0,12405.0,12435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-06,,,,,,,,12015.0,12075.0,12120.0,12160.0,12190.0,12220.0,12310.0,12285.0,12305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-07,,,,,,,,11920.0,11980.0,12005.0,12035.0,12055.0,12105.0,12130.0,12115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-10,,,,,,,,11935.0,12000.0,12055.0,12095.0,12090.0,12130.0,12155.0,12190.0,12205.0,12230.0,12235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-11,,,,,,,,12020.0,12090.0,12120.0,12140.0,12155.0,12195.0,12240.0,12330.0,12310.0,12320.0,,12485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-12,,,,,,,,12020.0,12100.0,12165.0,12200.0,12230.0,12270.0,,12395.0,,,12425.0,12475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-13,,,,,,,,12195.0,12210.0,12270.0,12300.0,12340.0,12360.0,12375.0,12440.0,12390.0,12400.0,,12625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-14,,,,,,,,12030.0,12105.0,12145.0,12180.0,12205.0,12255.0,12310.0,12295.0,,,12470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-17,,,,,,,,12050.0,12110.0,12140.0,12170.0,12210.0,12250.0,12240.0,12400.0,12315.0,,12365.0,12510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-18,,,,,,,,,12045.0,12070.0,12095.0,12135.0,12170.0,12180.0,12205.0,12200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-19,,,,,,,,,11985.0,12020.0,12045.0,12050.0,12095.0,12065.0,12160.0,12150.0,12170.0,,,12250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-20,,,,,,,,,12010.0,12045.0,12070.0,12095.0,12125.0,12150.0,12245.0,12175.0,,12380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-21,,,,,,,,,12085.0,12120.0,12140.0,12160.0,12205.0,12165.0,,12185.0,12275.0,12280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-24,,,,,,,,,11955.0,11995.0,12020.0,12050.0,12070.0,12005.0,12085.0,12165.0,12065.0,12250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-25,,,,,,,,,11885.0,11910.0,11910.0,11915.0,11925.0,11905.0,,11995.0,12000.0,12100.0,12195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-26,,,,,,,,,12015.0,12050.0,12030.0,12030.0,11995.0,11965.0,12025.0,11950.0,12070.0,12065.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-27,,,,,,,,,11880.0,11900.0,11900.0,11905.0,11915.0,11935.0,11970.0,12000.0,12075.0,,12065.0,12030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-28,,,,,,,,,11930.0,11975.0,11980.0,11985.0,12005.0,12005.0,12065.0,,12080.0,,12185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-31,,,,,,,,,11960.0,12020.0,12020.0,12030.0,12050.0,12010.0,,,12140.0,,12115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-01,,,,,,,,,11835.0,11910.0,11900.0,11930.0,11950.0,11900.0,12030.0,,,,12100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-02,,,,,,,,,11810.0,11865.0,11885.0,11895.0,11915.0,11930.0,11965.0,,,,12050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-07,,,,,,,,,11810.0,11875.0,11915.0,11945.0,11970.0,11980.0,12040.0,,,,12125.0,12260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-08,,,,,,,,,11810.0,11875.0,11915.0,11950.0,11970.0,12010.0,12045.0,,,,12155.0,12285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-09,,,,,,,,,11945.0,12030.0,12065.0,12115.0,12145.0,12165.0,12230.0,,12235.0,12165.0,12345.0,12410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-10,,,,,,,,,12035.0,12130.0,12195.0,12230.0,12250.0,12390.0,12235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-11,,,,,,,,,11930.0,12000.0,12060.0,12100.0,12140.0,12190.0,12235.0,12200.0,12280.0,,12350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-14,,,,,,,,,11930.0,12000.0,12055.0,12095.0,12130.0,12170.0,,,,12300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-15,,,,,,,,,11900.0,11950.0,11995.0,12030.0,12060.0,12070.0,12105.0,12200.0,,12165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-16,,,,,,,,,,11930.0,11950.0,11985.0,12005.0,12010.0,12080.0,12065.0,12100.0,12025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-17,,,,,,,,,,11925.0,11965.0,12005.0,12035.0,12050.0,12100.0,,,,,12365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-18,,,,,,,,,,12000.0,12045.0,12080.0,12100.0,12120.0,12130.0,12200.0,12225.0,12245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-21,,,,,,,,,,11990.0,12030.0,12075.0,12110.0,12125.0,12130.0,12085.0,12355.0,12200.0,,12275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-22,,,,,,,,,,11895.0,11925.0,11945.0,11980.0,12010.0,12045.0,12090.0,12090.0,,,12205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-23,,,,,,,,,,11800.0,11820.0,11840.0,11885.0,11910.0,11950.0,12000.0,12005.0,12020.0,12095.0,,12110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-24,,,,,,,,,,11795.0,11825.0,11840.0,11860.0,11880.0,11950.0,11990.0,,11990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-25,,,,,,,,,,11850.0,11880.0,11900.0,11925.0,11935.0,11960.0,11995.0,11995.0,,12110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-28,,,,,,,,,,11800.0,11840.0,11825.0,11850.0,11860.0,11870.0,11865.0,11960.0,,,12025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-29,,,,,,,,,,11720.0,11725.0,11745.0,11775.0,11790.0,11815.0,11800.0,11815.0,11815.0,11905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,,,,,,,,11730.0,11725.0,11750.0,11750.0,11750.0,11770.0,11755.0,11795.0,11830.0,11885.0,11910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-08,,,,,,,,,,11685.0,11700.0,11695.0,11705.0,11735.0,11675.0,11705.0,11750.0,11750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-09,,,,,,,,,,11580.0,11610.0,11635.0,11660.0,11670.0,11690.0,11725.0,11775.0,,11805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-12,,,,,,,,,,11640.0,11705.0,11725.0,11760.0,11815.0,11720.0,11765.0,11705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-13,,,,,,,,,,11520.0,11625.0,11615.0,11640.0,11660.0,11655.0,11680.0,11660.0,11705.0,11705.0,11730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-14,,,,,,,,,,11450.0,11570.0,11590.0,11640.0,11645.0,11640.0,11660.0,11700.0,11625.0,,,11700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-15,,,,,,,,,,11300.0,11355.0,11400.0,11440.0,11465.0,11485.0,11515.0,11550.0,11570.0,,,11515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-16,,,,,,,,,,,11275.0,11305.0,11340.0,11375.0,11415.0,11435.0,11465.0,11480.0,11460.0,11525.0,11505.0,11740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-19,,,,,,,,,,,11260.0,11280.0,11295.0,11325.0,11355.0,11395.0,11450.0,11320.0,11415.0,11525.0,11610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-20,,,,,,,,,,,11120.0,11125.0,11145.0,11160.0,11170.0,11190.0,11240.0,11265.0,,11380.0,11285.0,11320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-21,,,,,,,,,,,11040.0,11035.0,11040.0,11040.0,11030.0,11120.0,11080.0,11080.0,11130.0,11185.0,11160.0,11160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-22,,,,,,,,,,,10865.0,10865.0,10860.0,10865.0,10870.0,10885.0,10955.0,10945.0,10930.0,10960.0,10995.0,11005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-23,,,,,,,,,,,10810.0,10820.0,10830.0,10840.0,10850.0,10865.0,10880.0,10900.0,10890.0,10925.0,10955.0,10970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-26,,,,,,,,,,,10675.0,10670.0,10660.0,10665.0,10695.0,10690.0,10615.0,10650.0,10630.0,11160.0,10685.0,10750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-27,,,,,,,,,,,10570.0,10580.0,10580.0,10585.0,10600.0,10620.0,10650.0,10660.0,10715.0,10720.0,10740.0,10750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-28,,,,,,,,,,,10640.0,10650.0,10645.0,10645.0,10665.0,10680.0,10710.0,10710.0,10610.0,10625.0,10800.0,10635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-29,,,,,,,,,,,10455.0,10450.0,10425.0,10435.0,10450.0,10465.0,10500.0,10510.0,10510.0,10520.0,10560.0,10560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-30,,,,,,,,,,,10405.0,10405.0,10395.0,10400.0,10420.0,10435.0,10460.0,10480.0,10500.0,10510.0,10545.0,10570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-02,,,,,,,,,,,10380.0,10410.0,10390.0,10400.0,10410.0,10425.0,10525.0,10495.0,10610.0,10525.0,10660.0,10635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-03,,,,,,,,,,,10440.0,10450.0,10440.0,10450.0,10470.0,10485.0,10505.0,10530.0,10550.0,10545.0,10560.0,10580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-04,,,,,,,,,,,10490.0,10525.0,10520.0,10525.0,10545.0,10535.0,10590.0,10580.0,10570.0,10620.0,10650.0,10680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-05,,,,,,,,,,,10590.0,10650.0,10650.0,10650.0,10670.0,10710.0,10720.0,10710.0,10750.0,10750.0,10765.0,10765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-06,,,,,,,,,,,10570.0,10615.0,10625.0,10635.0,10660.0,10680.0,10700.0,10710.0,10725.0,10725.0,10740.0,10760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-09,,,,,,,,,,,10585.0,10620.0,10635.0,10650.0,10675.0,10700.0,10745.0,10810.0,10805.0,10760.0,10740.0,10790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-10,,,,,,,,,,,10500.0,10570.0,10575.0,10590.0,10620.0,10650.0,10680.0,10655.0,10655.0,10685.0,10695.0,10720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-11,,,,,,,,,,,10270.0,10305.0,10280.0,10300.0,10340.0,10350.0,10405.0,10370.0,10440.0,10510.0,10565.0,10495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-12,,,,,,,,,,,10210.0,10195.0,10180.0,10185.0,10205.0,10240.0,10285.0,10320.0,10330.0,10680.0,10360.0,10385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-13,,,,,,,,,,,10285.0,10230.0,10195.0,10190.0,10200.0,10225.0,10265.0,10280.0,10310.0,10325.0,10330.0,10410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-16,,,,,,,,,,,10275.0,10280.0,10245.0,10225.0,10230.0,10255.0,10285.0,10300.0,10305.0,10335.0,10335.0,10355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-17,,,,,,,,,,,,10190.0,10145.0,10120.0,10110.0,10130.0,10165.0,10160.0,10165.0,10175.0,10190.0,10245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-18,,,,,,,,,,,,10215.0,10155.0,10120.0,10120.0,10130.0,10150.0,10155.0,10170.0,10200.0,10175.0,10240.0,10100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-19,,,,,,,,,,,,10065.0,10020.0,9995.0,10000.0,10015.0,10055.0,10045.0,10075.0,10220.0,10080.0,10120.0,10100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-20,,,,,,,,,,,,10150.0,10090.0,10045.0,10050.0,10060.0,10080.0,10075.0,10080.0,10115.0,10125.0,10160.0,10050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-23,,,,,,,,,,,,10135.0,10065.0,10010.0,9995.0,10005.0,10010.0,10025.0,10005.0,10075.0,10095.0,10060.0,10005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-24,,,,,,,,,,,,9950.0,9875.0,9815.0,9800.0,9810.0,9810.0,9800.0,9810.0,9830.0,9835.0,9910.0,9825.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-25,,,,,,,,,,,,10075.0,9955.0,9900.0,9885.0,9890.0,9900.0,9910.0,9920.0,9900.0,9900.0,9950.0,9870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-26,,,,,,,,,,,,10325.0,10215.0,10140.0,10140.0,10165.0,10165.0,10200.0,10205.0,10195.0,10225.0,10170.0,10230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-27,,,,,,,,,,,,10530.0,10460.0,10405.0,10415.0,10420.0,10415.0,10460.0,10335.0,10410.0,10320.0,10310.0,10495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-30,,,,,,,,,,,,10520.0,10470.0,10400.0,10400.0,10300.0,10275.0,10245.0,10235.0,10185.0,10130.0,10235.0,10200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-01,,,,,,,,,,,,10325.0,10265.0,10160.0,10105.0,10080.0,10100.0,10065.0,10050.0,10010.0,10140.0,10035.0,10025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-02,,,,,,,,,,,,10465.0,10445.0,10395.0,10360.0,10330.0,10310.0,10300.0,10280.0,10295.0,10220.0,10300.0,10245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-03,,,,,,,,,,,,10380.0,10340.0,10285.0,10255.0,10230.0,10235.0,10245.0,10225.0,10215.0,10215.0,10220.0,10250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-04,,,,,,,,,,,,10350.0,10340.0,10305.0,10290.0,10290.0,10310.0,10320.0,10320.0,10295.0,10300.0,10300.0,10295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-07,,,,,,,,,,,,10455.0,10450.0,10430.0,10415.0,10410.0,10420.0,10440.0,10435.0,10430.0,10410.0,10400.0,10430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-08,,,,,,,,,,,,10380.0,10380.0,10385.0,10400.0,10405.0,10435.0,10460.0,10475.0,10480.0,10450.0,10545.0,10480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-09,,,,,,,,,,,,10480.0,10500.0,10510.0,10530.0,10555.0,10585.0,10605.0,10620.0,10610.0,10580.0,10635.0,10615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-10,,,,,,,,,,,,10550.0,10575.0,10600.0,10625.0,10650.0,10680.0,10705.0,10705.0,10700.0,10700.0,10725.0,10725.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-11,,,,,,,,,,,,10750.0,10700.0,10680.0,10665.0,10685.0,10710.0,10730.0,10710.0,10740.0,10785.0,10795.0,10800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-14,,,,,,,,,,,,11030.0,10745.0,10705.0,10710.0,10730.0,10750.0,10775.0,10780.0,10780.0,10785.0,10800.0,10800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-15,,,,,,,,,,,,11190.0,10715.0,10650.0,10635.0,10655.0,10675.0,10700.0,10705.0,10745.0,10745.0,10760.0,10750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-16,,,,,,,,,,,,,10630.0,10550.0,10525.0,10540.0,10560.0,10580.0,10585.0,10595.0,10630.0,10625.0,10605.0,10645.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-17,,,,,,,,,,,,,10715.0,10625.0,10590.0,10590.0,10610.0,10625.0,10645.0,10575.0,10650.0,10680.0,10695.0,10695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-18,,,,,,,,,,,,,10805.0,10720.0,10670.0,10650.0,10650.0,10665.0,10665.0,10680.0,10715.0,10720.0,10715.0,10725.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-21,,,,,,,,,,,,,10945.0,10865.0,10810.0,10795.0,10795.0,10800.0,10815.0,10810.0,10795.0,10830.0,10835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-22,,,,,,,,,,,,,10965.0,10890.0,10855.0,10830.0,10825.0,10825.0,10830.0,10845.0,10880.0,10810.0,10845.0,10870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-23,,,,,,,,,,,,,10960.0,10900.0,10865.0,10845.0,10845.0,10840.0,10875.0,10890.0,10845.0,10895.0,10880.0,10785.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-24,,,,,,,,,,,,,11000.0,10960.0,10920.0,10910.0,10915.0,10920.0,10930.0,10930.0,10950.0,10950.0,10965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-25,,,,,,,,,,,,,11005.0,10935.0,10910.0,10895.0,10895.0,10895.0,10915.0,10920.0,10925.0,10925.0,10955.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-28,,,,,,,,,,,,,11005.0,10935.0,10900.0,10880.0,10880.0,10880.0,10885.0,10725.0,10730.0,10700.0,10760.0,10760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-29,,,,,,,,,,,,,10880.0,10775.0,10720.0,10695.0,10700.0,10710.0,10715.0,10670.0,10740.0,10710.0,10750.0,10710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-30,,,,,,,,,,,,,11000.0,10910.0,10875.0,10845.0,10845.0,10850.0,10850.0,10860.0,10840.0,10820.0,10860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,,,,,,,,,,,,11300.0,10980.0,10880.0,10835.0,10845.0,10820.0,10825.0,10815.0,10855.0,10845.0,10850.0,10880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-04,,,,,,,,,,,,,11150.0,10940.0,10850.0,10785.0,10760.0,10765.0,10750.0,10640.0,10760.0,10705.0,10720.0,10685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-05,,,,,,,,,,,,,11110.0,10885.0,10780.0,10725.0,10700.0,10690.0,10695.0,10665.0,10660.0,10665.0,10660.0,10635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-06,,,,,,,,,,,,,11060.0,10840.0,10745.0,10685.0,10670.0,10660.0,10675.0,10640.0,10625.0,10625.0,10610.0,10660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-07,,,,,,,,,,,,,11045.0,10850.0,10725.0,10680.0,10660.0,10650.0,10625.0,10620.0,10615.0,10615.0,10630.0,10560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-08,,,,,,,,,,,,,11065.0,10870.0,10765.0,10715.0,10695.0,10690.0,10695.0,10695.0,10695.0,10750.0,10740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-11,,,,,,,,,,,,,11080.0,10980.0,10890.0,10815.0,10780.0,10770.0,10770.0,10770.0,10765.0,10760.0,10755.0,10760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-12,,,,,,,,,,,,,11060.0,10955.0,10860.0,10815.0,10795.0,10785.0,10800.0,10800.0,10760.0,10750.0,10745.0,10750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-13,,,,,,,,,,,,,10940.0,10760.0,10660.0,10620.0,10600.0,10605.0,10610.0,10595.0,10570.0,10575.0,10610.0,10565.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-14,,,,,,,,,,,,,10900.0,10850.0,10770.0,10730.0,10705.0,10705.0,10730.0,10730.0,10735.0,10660.0,10685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-15,,,,,,,,,,,,,10780.0,10795.0,10750.0,10730.0,10720.0,10730.0,10735.0,10730.0,10740.0,10700.0,10700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-18,,,,,,,,,,,,,,10800.0,10795.0,10780.0,10780.0,10775.0,10780.0,10775.0,10750.0,10880.0,10760.0,10750.0,10785.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-19,,,,,,,,,,,,,,10785.0,10815.0,10815.0,10825.0,10830.0,10845.0,10865.0,10870.0,10880.0,10870.0,10870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-20,,,,,,,,,,,,,,10780.0,10820.0,10820.0,10815.0,10835.0,10830.0,10815.0,10840.0,10830.0,10840.0,10800.0,10800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-21,,,,,,,,,,,,,,10670.0,10695.0,10720.0,10740.0,10770.0,10775.0,10780.0,10805.0,10760.0,,,10760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-22,,,,,,,,,,,,,,10835.0,10815.0,10810.0,10810.0,10820.0,10835.0,10850.0,10855.0,10825.0,10865.0,10825.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-25,,,,,,,,,,,,,,10970.0,10950.0,10905.0,10935.0,10905.0,10955.0,10940.0,10850.0,10850.0,10820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
