,IH1505.CFE,IH1506.CFE,IH1507.CFE,IH1508.CFE,IH1509.CFE,IH1510.CFE,IH1511.CFE,IH1512.CFE,IH1601.CFE,IH1602.CFE,IH1603.CFE,IH1604.CFE,IH1605.CFE,IH1606.CFE,IH1607.CFE,IH1608.CFE,IH1609.CFE,IH1610.CFE,IH1611.CFE,IH1612.CFE,IH1701.CFE,IH1702.CFE,IH1703.CFE,IH1704.CFE,IH1705.CFE,IH1706.CFE,IH1707.CFE,IH1708.CFE,IH1709.CFE,IH1710.CFE,IH1711.CFE,IH1712.CFE,IH1801.CFE,IH1802.CFE,IH1803.CFE,IH1804.CFE,IH1805.CFE,IH1806.CFE,IH1809.CFE,IH1812.CFE
2016-02-25,,,,,,,,,,,2014.0,1982.0,,1930.0,,,1858.0,,,,,,,,,,,,,,,,,,,,,,,
2016-02-26,,,,,,,,,,,1941.8,1912.8,,1857.0,,,1798.4,,,,,,,,,,,,,,,,,,,,,,,
2016-02-29,,,,,,,,,,,1929.6,1898.6,,1846.2,,,1789.6,,,,,,,,,,,,,,,,,,,,,,,
2016-03-01,,,,,,,,,,,1969.8,1941.2,,1878.0,,,1808.6,,,,,,,,,,,,,,,,,,,,,,,
2016-03-02,,,,,,,,,,,2029.0,2001.0,,1942.0,,,1873.4,,,,,,,,,,,,,,,,,,,,,,,
2016-03-03,,,,,,,,,,,2038.2,2011.8,,1955.0,,,1886.2,,,,,,,,,,,,,,,,,,,,,,,
2016-03-04,,,,,,,,,,,2101.2,2075.0,,2010.8,,,1941.4,,,,,,,,,,,,,,,,,,,,,,,
2016-03-07,,,,,,,,,,,2136.0,2107.4,,2038.6,,,1973.0,,,,,,,,,,,,,,,,,,,,,,,
2016-03-08,,,,,,,,,,,2106.0,2074.2,,2018.0,,,1954.4,,,,,,,,,,,,,,,,,,,,,,,
2016-03-09,,,,,,,,,,,2083.4,2052.4,,1989.0,,,1922.0,,,,,,,,,,,,,,,,,,,,,,,
2016-03-10,,,,,,,,,,,2098.0,2065.2,,2001.6,,,1931.0,,,,,,,,,,,,,,,,,,,,,,,
2016-03-11,,,,,,,,,,,2062.2,2030.0,,1973.6,,,1910.0,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14,,,,,,,,,,,2115.0,2087.0,,2034.0,,,1968.8,,,,,,,,,,,,,,,,,,,,,,,
2016-03-15,,,,,,,,,,,2084.4,2049.8,,1997.0,,,1938.4,,,,,,,,,,,,,,,,,,,,,,,
2016-03-16,,,,,,,,,,,2116.6,2078.8,,2020.0,,,1947.2,,,,,,,,,,,,,,,,,,,,,,,
2016-03-17,,,,,,,,,,,2160.2,2130.0,,2070.0,,,1996.8,,,,,,,,,,,,,,,,,,,,,,,
2016-03-18,,,,,,,,,,,2162.2,2143.4,,2099.6,,,2049.8,,,,,,,,,,,,,,,,,,,,,,,
2016-03-21,,,,,,,,,,,,2204.8,2179.8,2163.8,,,2110.0,,,,,,,,,,,,,,,,,,,,,,,
2016-03-22,,,,,,,,,,,,2182.0,2160.4,2143.2,,,2092.8,,,,,,,,,,,,,,,,,,,,,,,
2016-03-23,,,,,,,,,,,,2181.4,2160.0,2137.8,,,2085.8,,,,,,,,,,,,,,,,,,,,,,,
2016-03-24,,,,,,,,,,,,2149.8,2125.8,2111.8,,,2047.6,,,,,,,,,,,,,,,,,,,,,,,
2016-03-25,,,,,,,,,,,,2149.4,2123.6,2100.0,,,2047.2,,,,,,,,,,,,,,,,,,,,,,,
2016-03-28,,,,,,,,,,,,2163.8,2147.0,2117.6,,,2063.0,,,,,,,,,,,,,,,,,,,,,,,
2016-03-29,,,,,,,,,,,,2129.4,2104.0,2080.0,,,2024.0,,,,,,,,,,,,,,,,,,,,,,,
2016-03-30,,,,,,,,,,,,2159.2,2139.2,2112.6,,,2057.8,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,,,,,,,,,,,2172.6,2149.6,2129.0,,,2068.4,,,,,,,,,,,,,,,,,,,,,,,
2016-04-01,,,,,,,,,,,,2165.0,2148.8,2118.8,,,2056.4,,,,,,,,,,,,,,,,,,,,,,,
2016-04-05,,,,,,,,,,,,2189.2,2166.4,2148.0,,,2085.0,,,,,,,,,,,,,,,,,,,,,,,
2016-04-06,,,,,,,,,,,,2172.8,2153.4,2132.4,,,2075.4,,,,,,,,,,,,,,,,,,,,,,,
2016-04-07,,,,,,,,,,,,2181.4,2163.0,2141.0,,,2085.0,,,,,,,,,,,,,,,,,,,,,,,
2016-04-08,,,,,,,,,,,,2137.4,2117.6,2094.4,,,2037.6,,,,,,,,,,,,,,,,,,,,,,,
2016-04-11,,,,,,,,,,,,2169.6,2150.4,2126.0,,,2068.2,,,,,,,,,,,,,,,,,,,,,,,
2016-04-12,,,,,,,,,,,,2150.6,2135.0,2109.4,,,2065.0,,,,,,,,,,,,,,,,,,,,,,,
2016-04-13,,,,,,,,,,,,2203.2,2189.2,2168.0,,,2116.0,,,,,,,,,,,,,,,,,,,,,,,
2016-04-14,,,,,,,,,,,,2194.8,2196.0,2171.2,,,2122.0,,,,,,,,,,,,,,,,,,,,,,,
2016-04-15,,,,,,,,,,,,2188.0,2187.8,2174.8,,,2132.2,,,,,,,,,,,,,,,,,,,,,,,
2016-04-18,,,,,,,,,,,,,2165.0,2160.0,,,2105.8,,,2082.2,,,,,,,,,,,,,,,,,,,,
2016-04-19,,,,,,,,,,,,,2170.0,2151.2,,,2110.0,,,2089.0,,,,,,,,,,,,,,,,,,,,
2016-04-20,,,,,,,,,,,,,2165.8,2148.0,,,2104.4,,,2071.4,,,,,,,,,,,,,,,,,,,,
2016-04-21,,,,,,,,,,,,,2162.6,2143.6,,,2104.0,,,2070.0,,,,,,,,,,,,,,,,,,,,
2016-04-22,,,,,,,,,,,,,2154.0,2136.6,,,2097.0,,,2074.0,,,,,,,,,,,,,,,,,,,,
2016-04-25,,,,,,,,,,,,,2143.0,2126.2,,,2088.8,,,2061.0,,,,,,,,,,,,,,,,,,,,
2016-04-26,,,,,,,,,,,,,2164.6,2143.0,,,2096.6,,,2070.8,,,,,,,,,,,,,,,,,,,,
2016-04-27,,,,,,,,,,,,,2149.8,2129.6,,,2083.8,,,2058.6,,,,,,,,,,,,,,,,,,,,
2016-04-28,,,,,,,,,,,,,2142.8,2124.0,,,2074.0,,,2051.0,,,,,,,,,,,,,,,,,,,,
2016-04-29,,,,,,,,,,,,,2134.8,2118.0,,,2068.8,,,2045.0,,,,,,,,,,,,,,,,,,,,
2016-05-03,,,,,,,,,,,,,2165.0,2146.8,,,2088.4,,,2064.0,,,,,,,,,,,,,,,,,,,,
2016-05-04,,,,,,,,,,,,,2152.8,2133.4,,,2083.4,,,2059.2,,,,,,,,,,,,,,,,,,,,
2016-05-05,,,,,,,,,,,,,2147.4,2126.6,,,2080.4,,,2055.0,,,,,,,,,,,,,,,,,,,,
2016-05-06,,,,,,,,,,,,,2148.0,2127.0,,,2076.0,,,2046.4,,,,,,,,,,,,,,,,,,,,
2016-05-09,,,,,,,,,,,,,2092.0,2074.4,,,2027.4,,,2001.0,,,,,,,,,,,,,,,,,,,,
2016-05-10,,,,,,,,,,,,,2078.0,2055.0,,,2005.4,,,1983.0,,,,,,,,,,,,,,,,,,,,
2016-05-11,,,,,,,,,,,,,2082.0,2056.0,,,2006.8,,,1980.8,,,,,,,,,,,,,,,,,,,,
2016-05-12,,,,,,,,,,,,,2083.2,2056.2,,,2005.0,,,1973.6,,,,,,,,,,,,,,,,,,,,
2016-05-13,,,,,,,,,,,,,2084.8,2059.0,,,2006.0,,,1975.8,,,,,,,,,,,,,,,,,,,,
2016-05-16,,,,,,,,,,,,,2082.6,2058.8,,,2002.6,,,1973.6,,,,,,,,,,,,,,,,,,,,
2016-05-17,,,,,,,,,,,,,2084.8,2064.8,,,2004.0,,,1973.0,,,,,,,,,,,,,,,,,,,,
2016-05-18,,,,,,,,,,,,,2076.8,2055.6,,,1996.0,,,1966.2,,,,,,,,,,,,,,,,,,,,
2016-05-19,,,,,,,,,,,,,2084.6,2062.8,,,2004.4,,,1970.0,,,,,,,,,,,,,,,,,,,,
2016-05-20,,,,,,,,,,,,,2079.6,2064.2,,,2006.0,,,1972.2,,,,,,,,,,,,,,,,,,,,
2016-05-23,,,,,,,,,,,,,,2081.6,2056.0,,2016.0,,,1986.4,,,,,,,,,,,,,,,,,,,,
2016-05-24,,,,,,,,,,,,,,2065.6,2044.8,,2000.8,,,1970.8,,,,,,,,,,,,,,,,,,,,
2016-05-25,,,,,,,,,,,,,,2072.0,2046.6,,2006.0,,,1975.8,,,,,,,,,,,,,,,,,,,,
2016-05-26,,,,,,,,,,,,,,2078.4,2082.0,,2012.2,,,1980.6,,,,,,,,,,,,,,,,,,,,
2016-05-27,,,,,,,,,,,,,,2066.4,2043.2,,2008.0,,,1978.4,,,,,,,,,,,,,,,,,,,,
2016-05-30,,,,,,,,,,,,,,2077.2,2051.6,,2021.6,,,1994.8,,,,,,,,,,,,,,,,,,,,
2016-05-31,,,,,,,,,,,,,,2149.8,2125.6,,2099.6,,,2076.0,,,,,,,,,,,,,,,,,,,,
2016-06-01,,,,,,,,,,,,,,2145.0,2130.0,,2110.0,,,2080.0,,,,,,,,,,,,,,,,,,,,
2016-06-02,,,,,,,,,,,,,,2136.4,2115.2,,2098.4,,,2065.0,,,,,,,,,,,,,,,,,,,,
2016-06-03,,,,,,,,,,,,,,2149.8,2123.6,,2097.2,,,2072.0,,,,,,,,,,,,,,,,,,,,
2016-06-06,,,,,,,,,,,,,,2153.8,2125.6,,2097.2,,,2068.8,,,,,,,,,,,,,,,,,,,,
2016-06-07,,,,,,,,,,,,,,2139.6,2115.6,,2094.6,,,2068.0,,,,,,,,,,,,,,,,,,,,
2016-06-08,,,,,,,,,,,,,,2134.0,2108.8,,2085.8,,,2054.4,,,,,,,,,,,,,,,,,,,,
2016-06-13,,,,,,,,,,,,,,2113.0,2087.6,,2057.0,,,2029.8,,,,,,,,,,,,,,,,,,,,
2016-06-14,,,,,,,,,,,,,,2093.6,2066.0,,2036.6,,,2009.2,,,,,,,,,,,,,,,,,,,,
2016-06-15,,,,,,,,,,,,,,2110.4,2082.6,,2052.8,,,2022.4,,,,,,,,,,,,,,,,,,,,
2016-06-16,,,,,,,,,,,,,,2098.2,2067.4,,2036.8,,,2009.4,,,,,,,,,,,,,,,,,,,,
2016-06-17,,,,,,,,,,,,,,2116.6,2082.0,,2050.0,,,2021.8,,,,,,,,,,,,,,,,,,,,
2016-06-20,,,,,,,,,,,,,,,2079.0,2062.6,2051.0,,,2016.8,,,,,,,,,,,,,,,,,,,,
2016-06-21,,,,,,,,,,,,,,,2102.0,2078.6,2067.0,,,2040.0,,,,,,,,,,,,,,,,,,,,
2016-06-22,,,,,,,,,,,,,,,2084.0,2065.2,2050.8,,,2022.8,,,,,,,,,,,,,,,,,,,,
2016-06-23,,,,,,,,,,,,,,,2084.4,2062.4,2050.6,,,2028.8,,,,,,,,,,,,,,,,,,,,
2016-06-24,,,,,,,,,,,,,,,2089.4,2068.0,2056.0,,,2025.8,,,,,,,,,,,,,,,,,,,,
2016-06-27,,,,,,,,,,,,,,,2073.6,2056.2,2044.6,,,2011.2,,,,,,,,,,,,,,,,,,,,
2016-06-28,,,,,,,,,,,,,,,2080.4,2061.6,2050.4,,,2017.4,,,,,,,,,,,,,,,,,,,,
2016-06-29,,,,,,,,,,,,,,,2102.6,2086.0,2071.4,,,2043.8,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,,,,,,,,,,,,,2113.2,2094.2,2079.4,,,2049.0,,,,,,,,,,,,,,,,,,,,
2016-07-01,,,,,,,,,,,,,,,2115.0,2097.0,2081.0,,,2050.0,,,,,,,,,,,,,,,,,,,,
2016-07-04,,,,,,,,,,,,,,,2151.8,2133.4,2116.2,,,2084.4,,,,,,,,,,,,,,,,,,,,
2016-07-05,,,,,,,,,,,,,,,2152.6,2136.4,2121.0,,,2089.4,,,,,,,,,,,,,,,,,,,,
2016-07-06,,,,,,,,,,,,,,,2146.4,2128.4,2113.6,,,2079.8,,,,,,,,,,,,,,,,,,,,
2016-07-07,,,,,,,,,,,,,,,2151.4,2135.0,2117.6,,,2086.0,,,,,,,,,,,,,,,,,,,,
2016-07-08,,,,,,,,,,,,,,,2145.4,2130.0,2111.0,,,2074.6,,,,,,,,,,,,,,,,,,,,
2016-07-11,,,,,,,,,,,,,,,2166.8,2153.6,2136.6,,,2098.6,,,,,,,,,,,,,,,,,,,,
2016-07-12,,,,,,,,,,,,,,,2198.6,2188.0,2173.6,,,2153.6,,,,,,,,,,,,,,,,,,,,
2016-07-13,,,,,,,,,,,,,,,2222.0,2211.4,2198.6,,,2165.2,,,,,,,,,,,,,,,,,,,,
2016-07-14,,,,,,,,,,,,,,,2198.8,2192.0,2179.2,,,2149.4,,,,,,,,,,,,,,,,,,,,
2016-07-15,,,,,,,,,,,,,,,2199.6,2192.6,2199.8,,,2153.0,,,,,,,,,,,,,,,,,,,,
2016-07-18,,,,,,,,,,,,,,,,2197.8,2190.4,,,2163.0,,,2144.6,,,,,,,,,,,,,,,,,
2016-07-19,,,,,,,,,,,,,,,,2184.8,2175.8,,,2146.0,,,2124.0,,,,,,,,,,,,,,,,,
2016-07-20,,,,,,,,,,,,,,,,2167.6,2158.0,,,2129.4,,,2108.8,,,,,,,,,,,,,,,,,
2016-07-21,,,,,,,,,,,,,,,,2174.2,2163.0,,,2138.0,,,2113.8,,,,,,,,,,,,,,,,,
2016-07-22,,,,,,,,,,,,,,,,2166.8,2156.6,,,2129.0,,,2108.4,,,,,,,,,,,,,,,,,
2016-07-25,,,,,,,,,,,,,,,,2157.4,2147.4,,,2121.8,,,2101.0,,,,,,,,,,,,,,,,,
2016-07-26,,,,,,,,,,,,,,,,2178.0,2170.0,,,2146.2,,,2126.2,,,,,,,,,,,,,,,,,
2016-07-27,,,,,,,,,,,,,,,,2181.4,2173.0,,,2150.0,,,2129.4,,,,,,,,,,,,,,,,,
2016-07-28,,,,,,,,,,,,,,,,2164.8,2156.8,,,2136.0,,,2118.0,,,,,,,,,,,,,,,,,
2016-07-29,,,,,,,,,,,,,,,,2161.6,2154.0,,,2136.0,,,2122.2,,,,,,,,,,,,,,,,,
2016-08-01,,,,,,,,,,,,,,,,2153.0,2146.0,,,2125.6,,,2104.0,,,,,,,,,,,,,,,,,
2016-08-02,,,,,,,,,,,,,,,,2147.8,2140.0,,,2122.0,,,2106.6,,,,,,,,,,,,,,,,,
2016-08-03,,,,,,,,,,,,,,,,2146.4,2137.2,,,2120.8,,,2136.8,,,,,,,,,,,,,,,,,
2016-08-04,,,,,,,,,,,,,,,,2140.4,2133.2,,,2119.4,,,2113.0,,,,,,,,,,,,,,,,,
2016-08-05,,,,,,,,,,,,,,,,2155.0,2147.4,,,2135.8,,,2124.2,,,,,,,,,,,,,,,,,
2016-08-08,,,,,,,,,,,,,,,,2153.6,2146.8,,,2136.4,,,2126.0,,,,,,,,,,,,,,,,,
2016-08-09,,,,,,,,,,,,,,,,2171.4,2161.6,,,2152.4,,,2143.4,,,,,,,,,,,,,,,,,
2016-08-10,,,,,,,,,,,,,,,,2173.4,2164.2,,,2152.8,,,2223.4,,,,,,,,,,,,,,,,,
2016-08-11,,,,,,,,,,,,,,,,2210.4,2198.6,,,2184.2,,,2173.4,,,,,,,,,,,,,,,,,
2016-08-12,,,,,,,,,,,,,,,,2221.4,2213.2,,,2199.0,,,2184.8,,,,,,,,,,,,,,,,,
2016-08-15,,,,,,,,,,,,,,,,2311.6,2311.0,,,2293.8,,,2279.0,,,,,,,,,,,,,,,,,
2016-08-16,,,,,,,,,,,,,,,,2301.4,2296.6,,,2284.6,,,2274.4,,,,,,,,,,,,,,,,,
2016-08-17,,,,,,,,,,,,,,,,2274.0,2271.0,,,2262.4,,,2255.4,,,,,,,,,,,,,,,,,
2016-08-18,,,,,,,,,,,,,,,,2274.6,2271.6,,,2262.2,,,2254.6,,,,,,,,,,,,,,,,,
2016-08-19,,,,,,,,,,,,,,,,2252.8,2248.2,,,2236.8,,,2233.0,,,,,,,,,,,,,,,,,
2016-08-22,,,,,,,,,,,,,,,,,2251.8,2241.8,,2243.2,,,2233.2,,,,,,,,,,,,,,,,,
2016-08-23,,,,,,,,,,,,,,,,,2252.8,2245.8,,2234.0,,,2224.4,,,,,,,,,,,,,,,,,
2016-08-24,,,,,,,,,,,,,,,,,2239.6,2230.6,,2255.2,,,2209.0,,,,,,,,,,,,,,,,,
2016-08-25,,,,,,,,,,,,,,,,,2219.0,2210.2,,2204.8,,,2179.8,,,,,,,,,,,,,,,,,
2016-08-26,,,,,,,,,,,,,,,,,2226.8,2218.0,,2208.0,,,2192.4,,,,,,,,,,,,,,,,,
2016-08-29,,,,,,,,,,,,,,,,,2213.0,2203.8,,2188.6,,,2175.4,,,,,,,,,,,,,,,,,
2016-08-30,,,,,,,,,,,,,,,,,2225.6,2217.4,,2204.0,,,2188.0,,,,,,,,,,,,,,,,,
2016-08-31,,,,,,,,,,,,,,,,,2235.8,2229.6,,2211.0,,,2197.4,,,,,,,,,,,,,,,,,
2016-09-01,,,,,,,,,,,,,,,,,2228.8,2222.0,,2207.0,,,2195.6,,,,,,,,,,,,,,,,,
2016-09-02,,,,,,,,,,,,,,,,,2223.8,2218.6,,2203.0,,,2191.0,,,,,,,,,,,,,,,,,
2016-09-05,,,,,,,,,,,,,,,,,2239.6,2233.0,,2224.0,,,2207.8,,,,,,,,,,,,,,,,,
2016-09-06,,,,,,,,,,,,,,,,,2238.0,2231.8,,2219.2,,,2205.0,,,,,,,,,,,,,,,,,
2016-09-07,,,,,,,,,,,,,,,,,2243.2,2236.4,,2222.6,,,2208.0,,,,,,,,,,,,,,,,,
2016-09-08,,,,,,,,,,,,,,,,,2235.4,2230.6,,2217.6,,,2200.0,,,,,,,,,,,,,,,,,
2016-09-09,,,,,,,,,,,,,,,,,2236.8,2231.2,,2216.6,,,2199.4,,,,,,,,,,,,,,,,,
2016-09-12,,,,,,,,,,,,,,,,,2196.6,2191.4,,2182.6,,,2161.8,,,,,,,,,,,,,,,,,
2016-09-13,,,,,,,,,,,,,,,,,2193.2,2185.2,,2172.6,,,2160.8,,,,,,,,,,,,,,,,,
2016-09-14,,,,,,,,,,,,,,,,,2184.0,2171.6,,2155.4,,,2139.0,,,,,,,,,,,,,,,,,
2016-09-19,,,,,,,,,,,,,,,,,2189.8,2175.6,,2160.0,,,2134.4,,,,,,,,,,,,,,,,,
2016-09-20,,,,,,,,,,,,,,,,,,2175.2,2164.4,2152.4,,,2133.6,,,,,,,,,,,,,,,,,
2016-09-21,,,,,,,,,,,,,,,,,,2181.0,2168.8,2158.8,,,2134.0,,,,,,,,,,,,,,,,,
2016-09-22,,,,,,,,,,,,,,,,,,2204.4,2192.8,2185.0,,,2158.6,,,,,,,,,,,,,,,,,
2016-09-23,,,,,,,,,,,,,,,,,,2194.4,2182.0,2171.0,,,2146.4,,,,,,,,,,,,,,,,,
2016-09-26,,,,,,,,,,,,,,,,,,2179.8,2170.0,2163.4,,,2137.0,,,,,,,,,,,,,,,,,
2016-09-27,,,,,,,,,,,,,,,,,,2172.4,2164.0,2157.8,,,2132.8,,,,,,,,,,,,,,,,,
2016-09-28,,,,,,,,,,,,,,,,,,2168.6,2160.2,2155.0,,,2128.6,,,,,,,,,,,,,,,,,
2016-09-29,,,,,,,,,,,,,,,,,,2182.6,2176.4,2167.6,,,2139.6,,,,,,,,,,,,,,,,,
2016-09-30,,,,,,,,,,,,,,,,,,2180.6,2172.8,2165.0,,,2150.6,,,,,,,,,,,,,,,,,
2016-10-10,,,,,,,,,,,,,,,,,,2208.8,2200.6,2190.6,,,2160.6,,,,,,,,,,,,,,,,,
2016-10-11,,,,,,,,,,,,,,,,,,2207.6,2200.4,2192.2,,,2166.0,,,,,,,,,,,,,,,,,
2016-10-12,,,,,,,,,,,,,,,,,,2200.6,2197.4,2185.0,,,2156.8,,,,,,,,,,,,,,,,,
2016-10-13,,,,,,,,,,,,,,,,,,2204.4,2197.4,2186.2,,,2159.6,,,,,,,,,,,,,,,,,
2016-10-14,,,,,,,,,,,,,,,,,,2208.0,2199.6,2191.2,,,2165.0,,,,,,,,,,,,,,,,,
2016-10-17,,,,,,,,,,,,,,,,,,2204.0,2197.0,2185.2,,,2157.0,,,,,,,,,,,,,,,,,
2016-10-18,,,,,,,,,,,,,,,,,,2222.8,2213.2,2198.6,,,2165.8,,,,,,,,,,,,,,,,,
2016-10-19,,,,,,,,,,,,,,,,,,2230.4,2220.8,2209.2,,,2183.6,,,,,,,,,,,,,,,,,
2016-10-20,,,,,,,,,,,,,,,,,,2227.8,2218.6,2208.0,,,2177.0,,,,,,,,,,,,,,,,,
2016-10-21,,,,,,,,,,,,,,,,,,2248.8,2238.4,2228.0,,,2199.0,,,,,,,,,,,,,,,,,
2016-10-24,,,,,,,,,,,,,,,,,,,2274.0,2268.0,,,2234.4,,,2208.8,,,,,,,,,,,,,,
2016-10-25,,,,,,,,,,,,,,,,,,,2260.8,2254.0,,,2231.0,,,2208.6,,,,,,,,,,,,,,
2016-10-26,,,,,,,,,,,,,,,,,,,2260.0,2250.8,,,2220.0,,,2192.4,,,,,,,,,,,,,,
2016-10-27,,,,,,,,,,,,,,,,,,,2247.4,2240.0,,,2211.8,,,2186.2,,,,,,,,,,,,,,
2016-10-28,,,,,,,,,,,,,,,,,,,2264.8,2256.0,,,2232.6,,,2207.6,,,,,,,,,,,,,,
2016-10-31,,,,,,,,,,,,,,,,,,,2246.0,2237.4,,,2209.2,,,2179.2,,,,,,,,,,,,,,
2016-11-01,,,,,,,,,,,,,,,,,,,2257.8,2250.2,,,2221.2,,,2191.8,,,,,,,,,,,,,,
2016-11-02,,,,,,,,,,,,,,,,,,,2249.4,2240.0,,,2213.0,,,2182.2,,,,,,,,,,,,,,
2016-11-03,,,,,,,,,,,,,,,,,,,2276.6,2266.8,,,2236.0,,,2202.0,,,,,,,,,,,,,,
2016-11-04,,,,,,,,,,,,,,,,,,,2277.8,2268.6,,,2237.8,,,2242.0,,,,,,,,,,,,,,
2016-11-07,,,,,,,,,,,,,,,,,,,2274.4,2264.2,,,2234.2,,,2203.0,,,,,,,,,,,,,,
2016-11-08,,,,,,,,,,,,,,,,,,,2293.6,2284.0,,,2251.0,,,2219.2,,,,,,,,,,,,,,
2016-11-09,,,,,,,,,,,,,,,,,,,2281.8,2271.4,,,2238.8,,,2212.0,,,,,,,,,,,,,,
2016-11-10,,,,,,,,,,,,,,,,,,,2295.4,2288.0,,,2257.0,,,2235.4,,,,,,,,,,,,,,
2016-11-11,,,,,,,,,,,,,,,,,,,2315.0,2303.4,,,2273.8,,,2241.4,,,,,,,,,,,,,,
2016-11-14,,,,,,,,,,,,,,,,,,,2335.0,2325.8,,,2290.0,,,2261.8,,,,,,,,,,,,,,
2016-11-15,,,,,,,,,,,,,,,,,,,2317.2,2309.6,,,2275.4,,,2250.6,,,,,,,,,,,,,,
2016-11-16,,,,,,,,,,,,,,,,,,,2314.8,2311.0,,,2274.0,,,2246.6,,,,,,,,,,,,,,
2016-11-17,,,,,,,,,,,,,,,,,,,2313.2,2303.4,,,2272.4,,,2238.4,,,,,,,,,,,,,,
2016-11-18,,,,,,,,,,,,,,,,,,,2324.8,2311.4,,,2279.8,,,2249.8,,,,,,,,,,,,,,
2016-11-21,,,,,,,,,,,,,,,,,,,,2337.2,2324.0,,2302.8,,,2271.0,,,,,,,,,,,,,,
2016-11-22,,,,,,,,,,,,,,,,,,,,2343.0,2334.8,,2307.2,,,2275.0,,,,,,,,,,,,,,
2016-11-23,,,,,,,,,,,,,,,,,,,,2361.4,2358.4,,2324.8,,,2294.6,,,,,,,,,,,,,,
2016-11-24,,,,,,,,,,,,,,,,,,,,2367.8,2357.0,,2330.0,,,2296.8,,,,,,,,,,,,,,
2016-11-25,,,,,,,,,,,,,,,,,,,,2392.2,2387.0,,2357.8,,,2323.8,,,,,,,,,,,,,,
2016-11-28,,,,,,,,,,,,,,,,,,,,2422.0,2415.0,,2389.0,,,2357.8,,,,,,,,,,,,,,
2016-11-29,,,,,,,,,,,,,,,,,,,,2460.4,2444.6,,2437.2,,,2388.0,,,,,,,,,,,,,,
2016-11-30,,,,,,,,,,,,,,,,,,,,2451.8,2442.4,,2423.0,,,2391.2,,,,,,,,,,,,,,
2016-12-01,,,,,,,,,,,,,,,,,,,,2452.0,2443.8,,2424.0,,,2396.8,,,,,,,,,,,,,,
2016-12-02,,,,,,,,,,,,,,,,,,,,2436.4,2425.2,,2410.6,,,2384.0,,,,,,,,,,,,,,
2016-12-05,,,,,,,,,,,,,,,,,,,,2393.0,2384.2,,2369.2,,,2345.6,,,,,,,,,,,,,,
2016-12-06,,,,,,,,,,,,,,,,,,,,2381.8,2372.0,,2360.0,,,2343.2,,,,,,,,,,,,,,
2016-12-07,,,,,,,,,,,,,,,,,,,,2374.8,2365.2,,2348.4,,,2330.0,,,,,,,,,,,,,,
2016-12-08,,,,,,,,,,,,,,,,,,,,2382.0,2372.6,,2354.6,,,2327.0,,,,,,,,,,,,,,
2016-12-09,,,,,,,,,,,,,,,,,,,,2417.6,2407.4,,2388.8,,,2363.4,,,,,,,,,,,,,,
2016-12-12,,,,,,,,,,,,,,,,,,,,2420.4,2411.8,,2392.8,,,2367.0,,,,,,,,,,,,,,
2016-12-13,,,,,,,,,,,,,,,,,,,,2383.6,2374.0,,2353.6,,,2332.4,,,,,,,,,,,,,,
2016-12-14,,,,,,,,,,,,,,,,,,,,2386.8,2377.0,,2355.6,,,2333.2,,,,,,,,,,,,,,
2016-12-15,,,,,,,,,,,,,,,,,,,,2357.8,2348.0,,2330.0,,,2308.4,,,,,,,,,,,,,,
2016-12-16,,,,,,,,,,,,,,,,,,,,2313.6,2311.4,,2295.4,,,2272.4,,,,,,,,,,,,,,
2016-12-19,,,,,,,,,,,,,,,,,,,,,2293.8,2284.8,2284.6,,,2258.2,,,,,,,,,,,,,,
2016-12-20,,,,,,,,,,,,,,,,,,,,,2286.8,2276.4,2268.8,,,2241.4,,,,,,,,,,,,,,
2016-12-21,,,,,,,,,,,,,,,,,,,,,2296.0,2284.4,2274.0,,,2247.6,,,,,,,,,,,,,,
2016-12-22,,,,,,,,,,,,,,,,,,,,,2290.0,2278.0,2269.2,,,2242.0,,,,,,,,,,,,,,
2016-12-23,,,,,,,,,,,,,,,,,,,,,2280.6,2269.8,2262.2,,,2236.2,,,,,,,,,,,,,,
2016-12-26,,,,,,,,,,,,,,,,,,,,,2288.2,2273.0,2267.0,,,2239.2,,,,,,,,,,,,,,
2016-12-27,,,,,,,,,,,,,,,,,,,,,2292.4,2280.0,2270.0,,,2244.4,,,,,,,,,,,,,,
2016-12-28,,,,,,,,,,,,,,,,,,,,,2279.8,2269.8,2257.6,,,2234.2,,,,,,,,,,,,,,
2016-12-29,,,,,,,,,,,,,,,,,,,,,2281.4,2267.2,2260.8,,,2236.4,,,,,,,,,,,,,,
2016-12-30,,,,,,,,,,,,,,,,,,,,,2283.8,2274.8,2268.0,,,2242.2,,,,,,,,,,,,,,
2017-01-03,,,,,,,,,,,,,,,,,,,,,2311.2,2306.8,2297.8,,,2275.6,,,,,,,,,,,,,,
2017-01-04,,,,,,,,,,,,,,,,,,,,,2318.0,2309.0,2301.2,,,2277.0,,,,,,,,,,,,,,
2017-01-05,,,,,,,,,,,,,,,,,,,,,2322.4,2313.0,2303.4,,,2279.6,,,,,,,,,,,,,,
2017-01-06,,,,,,,,,,,,,,,,,,,,,2318.6,2309.6,2300.6,,,2275.4,,,,,,,,,,,,,,
2017-01-09,,,,,,,,,,,,,,,,,,,,,2318.8,2309.4,2299.8,,,2277.4,,,,,,,,,,,,,,
