,OI1501.CZC,OI1503.CZC,OI1505.CZC,OI1507.CZC,OI1509.CZC,OI1511.CZC,OI1601.CZC,OI1603.CZC,OI1605.CZC,OI607.CZC,OI609.CZC,OI611.CZC,OI701.CZC,OI703.CZC,OI705.CZC,OI707.CZC,OI709.CZC,OI711.CZC,OI801.CZC,OI803.CZC,OI805.CZC,OI807.CZC,OI809.CZC,OI811.CZC,OI901.CZC,OI903.CZC
2016-03-17,,,,,,,,,5650.0,,5868.0,,5996.0,,,,,,,,,,,,,
2016-03-18,,,,,,,,,5700.0,,5930.0,,6072.0,6048.0,,,,,,,,,,,,
2016-03-21,,,,,,,,,5692.0,,5974.0,,6104.0,,,,,,,,,,,,,
2016-03-22,,,,,,,,,5714.0,,6000.0,,6132.0,,,,,,,,,,,,,
2016-03-23,,,,,,,,,5718.0,,6014.0,,6146.0,,,,,,,,,,,,,
2016-03-24,,,,,,,,,5666.0,,5926.0,,6054.0,,,,,,,,,,,,,
2016-03-25,,,,,,,,,5668.0,,5930.0,,6058.0,6084.0,,,,,,,,,,,,
2016-03-28,,,,,,,,,5750.0,,5960.0,,6090.0,,,,,,,,,,,,,
2016-03-29,,,,,,,,,5674.0,5854.0,5940.0,,6070.0,,,,,,,,,,,,,
2016-03-30,,,,,,,,,5666.0,,5932.0,,6070.0,6068.0,,,,,,,,,,,,
2016-03-31,,,,,,,,,5640.0,,5880.0,,6026.0,,,,,,,,,,,,,
2016-04-01,,,,,,,,,5728.0,,5976.0,,6138.0,,,,,,,,,,,,,
2016-04-05,,,,,,,,,5722.0,,5986.0,,6142.0,,,,,,,,,,,,,
2016-04-06,,,,,,,,,5688.0,5816.0,5940.0,6028.0,6118.0,,,,,,,,,,,,,
2016-04-07,,,,,,,,,5700.0,,5950.0,,6132.0,,,,,,,,,,,,,
2016-04-08,,,,,,,,,5672.0,,5914.0,,6102.0,6058.0,,,,,,,,,,,,
2016-04-11,,,,,,,,,5762.0,5896.0,6050.0,,6216.0,,,,,,,,,,,,,
2016-04-12,,,,,,,,,5768.0,,6026.0,,6194.0,,,,,,,,,,,,,
2016-04-13,,,,,,,,,5844.0,,6134.0,,6308.0,,,,,,,,,,,,,
2016-04-14,,,,,,,,,5796.0,,6066.0,,6244.0,,,,,,,,,,,,,
2016-04-15,,,,,,,,,5806.0,,6098.0,,6276.0,,,,,,,,,,,,,
2016-04-18,,,,,,,,,5746.0,5916.0,6008.0,,6192.0,,,,,,,,,,,,,
2016-04-19,,,,,,,,,5804.0,,6090.0,,6276.0,,,,,,,,,,,,,
2016-04-20,,,,,,,,,5896.0,6134.0,6228.0,,6410.0,,,,,,,,,,,,,
2016-04-21,,,,,,,,,6010.0,6250.0,6382.0,,6566.0,6414.0,,,,,,,,,,,,
2016-04-22,,,,,,,,,5954.0,,6336.0,,6522.0,6460.0,,,,,,,,,,,,
2016-04-25,,,,,,,,,6020.0,,6296.0,6310.0,6480.0,,,,,,,,,,,,,
2016-04-26,,,,,,,,,6116.0,,6272.0,,6462.0,,,,,,,,,,,,,
2016-04-27,,,,,,,,,5996.0,,6238.0,,6428.0,,,,,,,,,,,,,
2016-04-28,,,,,,,,,5904.0,6024.0,6180.0,,6372.0,,,,,,,,,,,,,
2016-04-29,,,,,,,,,5818.0,6020.0,6118.0,,6306.0,6280.0,,,,,,,,,,,,
2016-05-03,,,,,,,,,5814.0,,6050.0,,6234.0,,,,,,,,,,,,,
2016-05-04,,,,,,,,,5758.0,,6096.0,,6282.0,,,,,,,,,,,,,
2016-05-05,,,,,,,,,5752.0,,6130.0,,6318.0,,,,,,,,,,,,,
2016-05-06,,,,,,,,,5652.0,,6110.0,,6296.0,6272.0,,,,,,,,,,,,
2016-05-09,,,,,,,,,5828.0,,6148.0,,6336.0,,,,,,,,,,,,,
2016-05-10,,,,,,,,,,,6148.0,,6336.0,,,,,,,,,,,,,
2016-05-11,,,,,,,,,,6166.0,6320.0,,6508.0,6550.0,,,,,,,,,,,,
2016-05-12,,,,,,,,,5618.0,6172.0,6302.0,6308.0,6490.0,,,,,,,,,,,,,
2016-05-13,,,,,,,,,5650.0,5906.0,6288.0,,6478.0,,,,,,,,,,,,,
2016-05-16,,,,,,,,,5728.0,,6076.0,,6268.0,,,,,,,,,,,,,
2016-05-17,,,,,,,,,,,6136.0,,6326.0,,6468.0,,,,,,,,,,,
2016-05-18,,,,,,,,,,,6294.0,,6474.0,,6600.0,,,,,,,,,,,
2016-05-19,,,,,,,,,,,6200.0,,6388.0,,6526.0,,,,,,,,,,,
2016-05-20,,,,,,,,,,,6072.0,,6260.0,,6402.0,,,,,,,,,,,
2016-05-23,,,,,,,,,,5782.0,6072.0,,6260.0,,6390.0,,,,,,,,,,,
2016-05-24,,,,,,,,,,5758.0,5908.0,,6098.0,,6250.0,,,,,,,,,,,
2016-05-25,,,,,,,,,,,5916.0,,6102.0,,6240.0,,,,,,,,,,,
2016-05-26,,,,,,,,,,,5986.0,,6172.0,6224.0,6308.0,,,,,,,,,,,
2016-05-27,,,,,,,,,,5846.0,6000.0,,6188.0,6170.0,6322.0,,,,,,,,,,,
2016-05-30,,,,,,,,,,5998.0,6106.0,,6280.0,,6414.0,,,,,,,,,,,
2016-05-31,,,,,,,,,,,6200.0,6208.0,6360.0,,6492.0,,,,,,,,,,,
2016-06-01,,,,,,,,,,,6118.0,6172.0,6282.0,,6412.0,,,,,,,,,,,
2016-06-02,,,,,,,,,,5880.0,6144.0,,6310.0,,6450.0,,,,,,,,,,,
2016-06-03,,,,,,,,,,,6280.0,,6408.0,,6540.0,,,,,,,,,,,
2016-06-06,,,,,,,,,,6116.0,6350.0,6374.0,6488.0,6538.0,6606.0,,,,,,,,,,,
2016-06-07,,,,,,,,,,6358.0,6396.0,6360.0,6532.0,,6610.0,,,,,,,,,,,
2016-06-08,,,,,,,,,,,6368.0,,6502.0,,6576.0,,,,,,,,,,,
2016-06-13,,,,,,,,,,6252.0,6400.0,,6542.0,,6630.0,,,,,,,,,,,
2016-06-14,,,,,,,,,,6214.0,6308.0,,6446.0,,6544.0,,,,,,,,,,,
2016-06-15,,,,,,,,,,6120.0,6282.0,,6432.0,,6532.0,,,,,,,,,,,
2016-06-16,,,,,,,,,,6054.0,6198.0,,6352.0,6340.0,6456.0,,,,,,,,,,,
2016-06-17,,,,,,,,,,,6100.0,,6256.0,,6354.0,,,,,,,,,,,
2016-06-20,,,,,,,,,,6038.0,6132.0,,6278.0,,6398.0,,,,,,,,,,,
2016-06-21,,,,,,,,,,,6182.0,,6330.0,6350.0,6452.0,,,,,,,,,,,
2016-06-22,,,,,,,,,,5970.0,6152.0,,6302.0,,6422.0,,,,,,,,,,,
2016-06-23,,,,,,,,,,,6172.0,,6324.0,,6430.0,,,,,,,,,,,
2016-06-24,,,,,,,,,,,6156.0,,6312.0,,6414.0,,,,,,,,,,,
2016-06-27,,,,,,,,,,5990.0,6146.0,,6290.0,,6400.0,,,,,,,,,,,
2016-06-28,,,,,,,,,,6164.0,6220.0,,6366.0,,6472.0,,,,,,,,,,,
2016-06-29,,,,,,,,,,,6232.0,,6378.0,,6472.0,,,,,,,,,,,
2016-06-30,,,,,,,,,,,6246.0,6354.0,6388.0,,6470.0,,,,,,,,,,,
2016-07-01,,,,,,,,,,,6336.0,,6490.0,,6590.0,,,,,,,,,,,
2016-07-04,,,,,,,,,,,6526.0,,6676.0,,6784.0,,,,,,,,,,,
2016-07-05,,,,,,,,,,,6678.0,,6860.0,6800.0,6928.0,,,,,,,,,,,
2016-07-06,,,,,,,,,,,6550.0,6658.0,6726.0,,6820.0,,,,,,,,,,,
2016-07-07,,,,,,,,,,,6266.0,,6434.0,6460.0,6516.0,,,,,,,,,,,
2016-07-08,,,,,,,,,,,6252.0,,6424.0,,6510.0,,,,,,,,,,,
2016-07-11,,,,,,,,,,,6230.0,,6408.0,,6500.0,,,,,,,,,,,
2016-07-12,,,,,,,,,,,6266.0,,6442.0,,6532.0,,,,,,,,,,,
2016-07-13,,,,,,,,,,,6366.0,,6548.0,,6640.0,,,,,,,,,,,
2016-07-14,,,,,,,,,,6198.0,6358.0,,6538.0,6574.0,6630.0,,,,,,,,,,,
2016-07-15,,,,,,,,,,,6352.0,6450.0,6536.0,6588.0,6630.0,,,,,,,,,,,
2016-07-18,,,,,,,,,,,6408.0,6548.0,6596.0,6638.0,6686.0,,,,,,,,,,,
2016-07-19,,,,,,,,,,,6314.0,,6500.0,,6592.0,6722.0,,,,,,,,,,
2016-07-20,,,,,,,,,,,6308.0,,6494.0,,6596.0,,,,,,,,,,,
2016-07-21,,,,,,,,,,,6344.0,,6534.0,,6634.0,,,,,,,,,,,
2016-07-22,,,,,,,,,,,6336.0,,6520.0,6546.0,6612.0,,,,,,,,,,,
2016-07-25,,,,,,,,,,,6214.0,,6398.0,,6490.0,,,,,,,,,,,
2016-07-26,,,,,,,,,,,6132.0,,6312.0,,6406.0,,,,,,,,,,,
2016-07-27,,,,,,,,,,,6150.0,,6326.0,,6420.0,,,,,,,,,,,
2016-07-28,,,,,,,,,,,6114.0,,6290.0,,6384.0,,,,,,,,,,,
2016-07-29,,,,,,,,,,,6074.0,,6238.0,6250.0,6334.0,,,,,,,,,,,
2016-08-01,,,,,,,,,,,6110.0,,6276.0,,6372.0,,,,,,,,,,,
2016-08-02,,,,,,,,,,,6102.0,,6266.0,,6366.0,,,,,,,,,,,
2016-08-03,,,,,,,,,,,6140.0,6258.0,6300.0,,6396.0,,,,,,,,,,,
2016-08-04,,,,,,,,,,,6180.0,6226.0,6348.0,,6428.0,,,,,,,,,,,
2016-08-05,,,,,,,,,,,6156.0,,6316.0,,6406.0,,,,,,,,,,,
2016-08-08,,,,,,,,,,,6148.0,,6306.0,,6404.0,,,,,,,,,,,
2016-08-09,,,,,,,,,,,6180.0,6300.0,6342.0,6406.0,6456.0,,,,,,,,,,,
2016-08-10,,,,,,,,,,,6170.0,6270.0,6338.0,,6456.0,6488.0,,,,,,,,,,
2016-08-11,,,,,,,,,,,6166.0,,6336.0,,6440.0,,,,,,,,,,,
2016-08-12,,,,,,,,,,,6098.0,,6262.0,,6386.0,,,,,,,,,,,
2016-08-15,,,,,,,,,,,6244.0,,6424.0,6410.0,6542.0,,,,,,,,,,,
2016-08-16,,,,,,,,,,,6260.0,,6446.0,,6562.0,,,,,,,,,,,
2016-08-17,,,,,,,,,,,6292.0,6404.0,6496.0,6582.0,6606.0,,,,,,,,,,,
2016-08-18,,,,,,,,,,,6314.0,,6518.0,,6620.0,6676.0,,,,,,,,,,
2016-08-19,,,,,,,,,,,6330.0,,6538.0,6568.0,6638.0,6708.0,,,,,,,,,,
2016-08-22,,,,,,,,,,,6330.0,6414.0,6536.0,,6640.0,,,,,,,,,,,
2016-08-23,,,,,,,,,,,6230.0,,6446.0,,6564.0,,,,,,,,,,,
2016-08-24,,,,,,,,,,,6308.0,,6530.0,,6640.0,,,,,,,,,,,
2016-08-25,,,,,,,,,,,6286.0,,6514.0,,6624.0,,,,,,,,,,,
2016-08-26,,,,,,,,,,,6150.0,,6378.0,,6496.0,,,,,,,,,,,
2016-08-29,,,,,,,,,,,6152.0,,6386.0,,6500.0,,,,,,,,,,,
2016-08-30,,,,,,,,,,,6146.0,,6372.0,,6490.0,,,,,,,,,,,
2016-08-31,,,,,,,,,,,6162.0,6266.0,6400.0,,6512.0,,,,,,,,,,,
2016-09-01,,,,,,,,,,,6016.0,,6242.0,,6368.0,,,,,,,,,,,
2016-09-02,,,,,,,,,,,6032.0,,6258.0,,6382.0,,,,,,,,,,,
2016-09-05,,,,,,,,,,,6076.0,,6300.0,,6428.0,,,,,,,,,,,
2016-09-06,,,,,,,,,,,6082.0,,6306.0,,6440.0,6500.0,,,,,,,,,,
2016-09-07,,,,,,,,,,,6082.0,,6302.0,,6434.0,,,,,,,,,,,
2016-09-08,,,,,,,,,,,6094.0,,6314.0,,6444.0,6440.0,,,,,,,,,,
2016-09-09,,,,,,,,,,,6126.0,,6330.0,,6470.0,,,,,,,,,,,
2016-09-12,,,,,,,,,,,6102.0,,6328.0,,6466.0,,,,,,,,,,,
2016-09-13,,,,,,,,,,,6024.0,,6236.0,,6394.0,,,,,,,,,,,
2016-09-14,,,,,,,,,,,5960.0,,6204.0,,6362.0,,,,,,,,,,,
2016-09-19,,,,,,,,,,,,,6190.0,,6350.0,,6536.0,,,,,,,,,
2016-09-20,,,,,,,,,,,,,6404.0,,6542.0,,6710.0,,,,,,,,,
2016-09-21,,,,,,,,,,,,,6390.0,6526.0,6532.0,,6704.0,,,,,,,,,
2016-09-22,,,,,,,,,,,,,6428.0,6500.0,6582.0,6696.0,6768.0,,,,,,,,,
2016-09-23,,,,,,,,,,,,,6442.0,6510.0,6588.0,6704.0,6770.0,,,,,,,,,
2016-09-26,,,,,,,,,,,,,6488.0,,6616.0,6610.0,6806.0,,,,,,,,,
2016-09-27,,,,,,,,,,,,,6472.0,,6602.0,,6792.0,,,,,,,,,
2016-09-28,,,,,,,,,,,,6052.0,6384.0,,6526.0,,6744.0,,,,,,,,,
2016-09-29,,,,,,,,,,,,6204.0,6372.0,,6510.0,6630.0,6740.0,,,,,,,,,
2016-09-30,,,,,,,,,,,,6154.0,6348.0,,6500.0,6562.0,6728.0,,,,,,,,,
2016-10-10,,,,,,,,,,,,,6290.0,,6440.0,,6708.0,,,,,,,,,
2016-10-11,,,,,,,,,,,,6248.0,6392.0,,6556.0,6618.0,6818.0,,,,,,,,,
2016-10-12,,,,,,,,,,,,6316.0,6472.0,,6636.0,6702.0,6860.0,,,,,,,,,
2016-10-13,,,,,,,,,,,,6404.0,6526.0,,6696.0,6690.0,6918.0,,,,,,,,,
2016-10-14,,,,,,,,,,,,6310.0,6514.0,,6674.0,,6930.0,,,,,,,,,
2016-10-17,,,,,,,,,,,,6500.0,6670.0,,6846.0,7044.0,7104.0,,,,,,,,,
2016-10-18,,,,,,,,,,,,6760.0,6886.0,6890.0,7036.0,7136.0,7222.0,,,,,,,,,
2016-10-19,,,,,,,,,,,,,6980.0,,7144.0,,7322.0,,,,,,,,,
2016-10-20,,,,,,,,,,,,6972.0,7066.0,,7238.0,7336.0,7420.0,,,,,,,,,
2016-10-21,,,,,,,,,,,,,6922.0,,7086.0,7112.0,7288.0,,,,,,,,,
2016-10-24,,,,,,,,,,,,6972.0,6990.0,,7158.0,,7350.0,,,,,,,,,
2016-10-25,,,,,,,,,,,,,7144.0,,7308.0,,7514.0,,,,,,,,,
2016-10-26,,,,,,,,,,,,,7016.0,,7180.0,,7382.0,,,,,,,,,
2016-10-27,,,,,,,,,,,,,7008.0,6988.0,7174.0,,7374.0,,,,,,,,,
2016-10-28,,,,,,,,,,,,,6932.0,,7098.0,,7296.0,,,,,,,,,
2016-10-31,,,,,,,,,,,,,6946.0,7024.0,7108.0,,7300.0,,,,,,,,,
2016-11-01,,,,,,,,,,,,7240.0,6990.0,,7154.0,,7340.0,,,,,,,,,
2016-11-02,,,,,,,,,,,,7000.0,6920.0,,7086.0,,7270.0,,,,,,,,,
2016-11-03,,,,,,,,,,,,,6866.0,,7032.0,,7220.0,,,,,,,,,
2016-11-04,,,,,,,,,,,,,6896.0,,7060.0,7138.0,7244.0,,,,,,,,,
2016-11-07,,,,,,,,,,,,,6840.0,,7018.0,7066.0,7210.0,,,,,,,,,
2016-11-08,,,,,,,,,,,,,6924.0,,7094.0,7066.0,7286.0,,,,,,,,,
2016-11-09,,,,,,,,,,,,,6916.0,,7084.0,,7278.0,,,,,,,,,
2016-11-10,,,,,,,,,,,,,6950.0,,7126.0,7176.0,7306.0,,,,,,,,,
2016-11-11,,,,,,,,,,,,,7146.0,,7320.0,7348.0,7508.0,,,,,,,,,
2016-11-14,,,,,,,,,,,,,7236.0,7010.0,7408.0,7396.0,7560.0,,,,,,,,,
2016-11-15,,,,,,,,,,,,,6854.0,6904.0,7028.0,7042.0,7204.0,,,,,,,,,
2016-11-16,,,,,,,,,,,,,6844.0,,7022.0,7062.0,7200.0,,,,,,,,,
2016-11-17,,,,,,,,,,,,,6874.0,,7048.0,,7222.0,,,,,,,,,
2016-11-18,,,,,,,,,,,,,6848.0,,7030.0,7070.0,7206.0,,,,,,,,,
2016-11-21,,,,,,,,,,,,,6916.0,,7092.0,7090.0,7238.0,,,,,,,,,
2016-11-22,,,,,,,,,,,,,6956.0,7134.0,7136.0,7222.0,7274.0,,,,,,,,,
2016-11-23,,,,,,,,,,,,,6942.0,,7120.0,,7262.0,,,,,,,,,
2016-11-24,,,,,,,,,,,,,7182.0,7168.0,7372.0,7278.0,7526.0,7414.0,,,,,,,,
2016-11-25,,,,,,,,,,,,,7360.0,7282.0,7578.0,,7718.0,,,,,,,,,
2016-11-28,,,,,,,,,,,,,7414.0,,7642.0,7602.0,7746.0,,,,,,,,,
2016-11-29,,,,,,,,,,,,,7388.0,,7614.0,7630.0,7726.0,,,,,,,,,
2016-11-30,,,,,,,,,,,,,7498.0,,7716.0,7632.0,7814.0,,,,,,,,,
2016-12-01,,,,,,,,,,,,,7632.0,,7840.0,7764.0,7918.0,,,,,,,,,
2016-12-02,,,,,,,,,,,,,7526.0,,7722.0,7736.0,7832.0,,,,,,,,,
2016-12-05,,,,,,,,,,,,,7546.0,,7762.0,,7872.0,,,,,,,,,
2016-12-06,,,,,,,,,,,,,7554.0,,7766.0,,7872.0,,,,,,,,,
2016-12-07,,,,,,,,,,,,,7558.0,,7760.0,,7882.0,,,,,,,,,
2016-12-08,,,,,,,,,,,,,7484.0,,7700.0,,7812.0,,,,,,,,,
2016-12-09,,,,,,,,,,,,,7418.0,,7630.0,,7768.0,,,,,,,,,
2016-12-12,,,,,,,,,,,,,7478.0,,7674.0,7702.0,7796.0,7882.0,,,,,,,,
2016-12-13,,,,,,,,,,,,,7450.0,7608.0,7644.0,,7770.0,,,,,,,,,
2016-12-14,,,,,,,,,,,,,7474.0,,7676.0,7688.0,7790.0,,,,,,,,,
2016-12-15,,,,,,,,,,,,,7474.0,,7684.0,,7800.0,,,,,,,,,
2016-12-16,,,,,,,,,,,,,7484.0,,7694.0,,7820.0,,,,,,,,,
2016-12-19,,,,,,,,,,,,,7530.0,7610.0,7740.0,,7884.0,7920.0,,,,,,,,
2016-12-20,,,,,,,,,,,,,7402.0,,7612.0,7668.0,7766.0,,,,,,,,,
2016-12-21,,,,,,,,,,,,,7262.0,,7470.0,7606.0,7652.0,,,,,,,,,
2016-12-22,,,,,,,,,,,,,7254.0,,7474.0,,7662.0,,,,,,,,,
2016-12-23,,,,,,,,,,,,,7114.0,,7320.0,7268.0,7508.0,,,,,,,,,
2016-12-26,,,,,,,,,,,,,7046.0,,7230.0,7306.0,7406.0,,,,,,,,,
2016-12-27,,,,,,,,,,,,,7066.0,,7270.0,,7454.0,,,,,,,,,
2016-12-28,,,,,,,,,,,,,7144.0,,7338.0,,7522.0,,,,,,,,,
2016-12-29,,,,,,,,,,,,,7082.0,,7294.0,,7484.0,,,,,,,,,
2016-12-30,,,,,,,,,,,,,7072.0,,7288.0,7356.0,7484.0,,,,,,,,,
2017-01-03,,,,,,,,,,,,,7074.0,,7308.0,7410.0,7510.0,,,,,,,,,
2017-01-04,,,,,,,,,,,,,7002.0,,7232.0,,7408.0,,,,,,,,,
2017-01-05,,,,,,,,,,,,,6946.0,,7186.0,,7364.0,,,,,,,,,
2017-01-06,,,,,,,,,,,,,6956.0,,7176.0,,7354.0,,,,,,,,,
2017-01-09,,,,,,,,,,,,,6846.0,,7066.0,,7256.0,,,,,,,,,
2017-01-10,,,,,,,,,,,,,6906.0,,7112.0,,7304.0,,,,,,,,,
2017-01-11,,,,,,,,,,,,,6938.0,,7162.0,,7356.0,,,,,,,,,
2017-01-12,,,,,,,,,,,,,6950.0,,7162.0,,7360.0,,,,,,,,,
2017-01-13,,,,,,,,,,,,,6966.0,,7178.0,7260.0,7370.0,,,,,,,,,
2017-01-16,,,,,,,,,,,,,6990.0,,7238.0,,7452.0,,,,,,,,,
2017-01-17,,,,,,,,,,,,,,,7336.0,,7556.0,7552.0,7634.0,,,,,,,
2017-01-18,,,,,,,,,,,,,,7084.0,7318.0,,7522.0,,7618.0,,,,,,,
2017-01-19,,,,,,,,,,,,,,,7276.0,,7462.0,,7566.0,,,,,,,
2017-01-20,,,,,,,,,,,,,,,7268.0,,7450.0,,7586.0,,,,,,,
2017-01-23,,,,,,,,,,,,,,,7198.0,,7398.0,,7510.0,,,,,,,
2017-01-24,,,,,,,,,,,,,,,7272.0,,7464.0,,7574.0,,,,,,,
2017-01-25,,,,,,,,,,,,,,,7264.0,,7466.0,,7566.0,,,,,,,
2017-01-26,,,,,,,,,,,,,,,7192.0,,7404.0,,7486.0,,,,,,,
2017-02-03,,,,,,,,,,,,,,,7164.0,,7370.0,,7470.0,,,,,,,
2017-02-06,,,,,,,,,,,,,,,7160.0,,7372.0,,7474.0,,,,,,,
2017-02-07,,,,,,,,,,,,,,,7146.0,,7356.0,,7472.0,,,,,,,
2017-02-08,,,,,,,,,,,,,,7072.0,7176.0,7306.0,7374.0,,7488.0,,,,,,,
2017-02-09,,,,,,,,,,,,,,,7204.0,,7408.0,,7526.0,,,,,,,
2017-02-10,,,,,,,,,,,,,,7098.0,7236.0,7344.0,7438.0,7494.0,7548.0,,,,,,,
2017-02-13,,,,,,,,,,,,,,7074.0,7266.0,,7470.0,7486.0,7586.0,,,,,,,
2017-02-14,,,,,,,,,,,,,,,7210.0,,7420.0,,7540.0,,,,,,,
2017-02-15,,,,,,,,,,,,,,6960.0,7124.0,,7332.0,,7464.0,,,,,,,
2017-02-16,,,,,,,,,,,,,,,7120.0,,7342.0,,7472.0,,,,,,,
2017-02-17,,,,,,,,,,,,,,,7060.0,7266.0,7290.0,,7422.0,,,,,,,
2017-02-20,,,,,,,,,,,,,,,6948.0,7248.0,7194.0,,7338.0,,,,,,,
2017-02-21,,,,,,,,,,,,,,,6968.0,7218.0,7210.0,,7356.0,,,,,,,
2017-02-22,,,,,,,,,,,,,,,6928.0,,7180.0,,7320.0,,,,,,,
2017-02-23,,,,,,,,,,,,,,,6924.0,,7174.0,,7320.0,,,,,,,
2017-02-24,,,,,,,,,,,,,,,6842.0,,7088.0,,7242.0,,,,,,,
2017-02-27,,,,,,,,,,,,,,,6870.0,7132.0,7110.0,,7258.0,,,,,,,
2017-02-28,,,,,,,,,,,,,,,6854.0,,7102.0,,7252.0,,,,,,,
2017-03-01,,,,,,,,,,,,,,,6970.0,7242.0,7234.0,,7386.0,,,,,,,
2017-03-02,,,,,,,,,,,,,,,6944.0,,7222.0,,7382.0,,,,,,,
2017-03-03,,,,,,,,,,,,,,,6920.0,,7210.0,,7374.0,,,,,,,
2017-03-06,,,,,,,,,,,,,,,6940.0,,7234.0,,7396.0,,,,,,,
2017-03-07,,,,,,,,,,,,,,,6888.0,,7190.0,,7354.0,,,,,,,
2017-03-08,,,,,,,,,,,,,,,6768.0,,7110.0,,7272.0,,,,,,,
2017-03-09,,,,,,,,,,,,,,,6696.0,,7042.0,,7218.0,,,,,,,
2017-03-10,,,,,,,,,,,,,,,6578.0,6846.0,6944.0,,7132.0,,,,,,,
2017-03-13,,,,,,,,,,,,,,,6626.0,,6950.0,6994.0,7120.0,,,,,,,
2017-03-14,,,,,,,,,,,,,,,6596.0,7026.0,6890.0,,7064.0,,,,,,,
2017-03-15,,,,,,,,,,,,,,,6572.0,6870.0,6874.0,,7052.0,,,,,,,
2017-03-16,,,,,,,,,,,,,,,6554.0,6856.0,6860.0,,7044.0,,,,,,,
2017-03-17,,,,,,,,,,,,,,,6520.0,6680.0,6800.0,,6992.0,,,,,,,
2017-03-20,,,,,,,,,,,,,,,6502.0,6718.0,6800.0,,6976.0,,,,,,,
2017-03-21,,,,,,,,,,,,,,,6498.0,,6812.0,,7000.0,,,,,,,
2017-03-22,,,,,,,,,,,,,,,6514.0,,6826.0,,7012.0,,,,,,,
2017-03-23,,,,,,,,,,,,,,,6494.0,,6798.0,,6984.0,,,,,,,
2017-03-24,,,,,,,,,,,,,,,6398.0,,6698.0,,6892.0,,,,,,,
2017-03-27,,,,,,,,,,,,,,,6346.0,,6632.0,,6828.0,,,,,,,
2017-03-28,,,,,,,,,,,,,,,6250.0,,6570.0,,6762.0,,,,,,,
2017-03-29,,,,,,,,,,,,,,,6252.0,,6552.0,,6742.0,,,,,,,
2017-03-30,,,,,,,,,,,,,,,6248.0,,6536.0,,6724.0,,,,,,,
2017-03-31,,,,,,,,,,,,,,,6148.0,,6438.0,,6630.0,,,,,,,
2017-04-05,,,,,,,,,,,,,,,6076.0,,6394.0,,6582.0,,,,,,,
2017-04-06,,,,,,,,,,,,,,,6100.0,,6410.0,,6598.0,,,,,,,
2017-04-07,,,,,,,,,,,,,,,6056.0,,6366.0,,6558.0,,,,,,,
2017-04-10,,,,,,,,,,,,,,,6050.0,,6366.0,,6552.0,,,,,,,
2017-04-11,,,,,,,,,,,,,,,6076.0,6334.0,6410.0,,6596.0,,,,,,,
2017-04-12,,,,,,,,,,,,,,,6048.0,6170.0,6382.0,,6570.0,,,,,,,
2017-04-13,,,,,,,,,,,,,,,5986.0,,6292.0,6320.0,6484.0,,,,,,,
2017-04-14,,,,,,,,,,,,,,,6002.0,,6314.0,,6508.0,,,,,,,
2017-04-17,,,,,,,,,,,,,,,6066.0,6204.0,6404.0,6566.0,6592.0,,,,,,,
2017-04-18,,,,,,,,,,,,,,,6090.0,6308.0,6428.0,6526.0,6610.0,,,,,,,
2017-04-19,,,,,,,,,,,,,,,5952.0,,6266.0,,6454.0,,,,,,,
2017-04-20,,,,,,,,,,,,,,,5968.0,,6268.0,,6452.0,,,,,,,
2017-04-21,,,,,,,,,,,,,,,5978.0,,6306.0,6358.0,6482.0,,,,,,,
2017-04-24,,,,,,,,,,,,,,,6030.0,,6372.0,,6536.0,,,,,,,
2017-04-25,,,,,,,,,,,,,,,6010.0,,6368.0,,6530.0,,,,,,,
2017-04-26,,,,,,,,,,,,,,,5996.0,6268.0,6358.0,,6526.0,,,,,,,
2017-04-27,,,,,,,,,,,,,,,5960.0,,6390.0,,6552.0,,,,,,,
2017-04-28,,,,,,,,,,,,,,,5930.0,,6358.0,,6518.0,,,,,,,
2017-05-02,,,,,,,,,,,,,,,5950.0,6320.0,6448.0,,6620.0,,,,,,,
2017-05-03,,,,,,,,,,,,,,,5960.0,6338.0,6466.0,,6630.0,,,,,,,
2017-05-04,,,,,,,,,,,,,,,5950.0,,6462.0,,6634.0,,,,,,,
2017-05-05,,,,,,,,,,,,,,,5990.0,,6440.0,,6612.0,,,,,,,
2017-05-08,,,,,,,,,,,,,,,6016.0,6338.0,6498.0,,6674.0,,,,,,,
2017-05-09,,,,,,,,,,,,,,,6032.0,,6486.0,,6660.0,,,,,,,
2017-05-10,,,,,,,,,,,,,,,5980.0,,6456.0,,6630.0,,,,,,,
2017-05-11,,,,,,,,,,,,,,,5980.0,6350.0,6472.0,,6644.0,,,,,,,
2017-05-12,,,,,,,,,,,,,,,6022.0,,6456.0,,6630.0,6694.0,,,,,,
2017-05-15,,,,,,,,,,,,,,,6056.0,,6486.0,,6658.0,,,,,,,
2017-05-16,,,,,,,,,,,,,,,,6416.0,6550.0,,6718.0,,6844.0,,,,,
2017-05-17,,,,,,,,,,,,,,,,6370.0,6530.0,6694.0,6700.0,,6828.0,,,,,
2017-05-18,,,,,,,,,,,,,,,,,6538.0,,6710.0,,6840.0,,,,,
2017-05-19,,,,,,,,,,,,,,,,,6460.0,,6634.0,,6766.0,,,,,
2017-05-22,,,,,,,,,,,,,,,,6440.0,6504.0,,6676.0,,6806.0,,,,,
2017-05-23,,,,,,,,,,,,,,,,,6494.0,,6668.0,,6794.0,,,,,
2017-05-24,,,,,,,,,,,,,,,,,6434.0,,6610.0,,6742.0,,,,,
