,L1501.DCE,L1502.DCE,L1503.DCE,L1504.DCE,L1505.DCE,L1506.DCE,L1507.DCE,L1508.DCE,L1509.DCE,L1510.DCE,L1511.DCE,L1512.DCE,L1601.DCE,L1602.DCE,L1603.DCE,L1604.DCE,L1605.DCE,L1606.DCE,L1607.DCE,L1608.DCE,L1609.DCE,L1610.DCE,L1611.DCE,L1612.DCE,L1701.DCE,L1702.DCE,L1703.DCE,L1704.DCE,L1705.DCE,L1706.DCE,L1707.DCE,L1708.DCE,L1709.DCE,L1710.DCE,L1711.DCE,L1712.DCE,L1801.DCE,L1802.DCE,L1803.DCE,L1804.DCE,L1805.DCE,L1806.DCE,L1807.DCE,L1808.DCE,L1809.DCE,L1810.DCE,L1811.DCE,L1812.DCE,L1901.DCE,L1902.DCE,L1903.DCE,L1904.DCE
2015-08-20,,,,,,,,,8925.0,,,8570.0,8475.0,8355.0,,,8120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-21,,,,,,,,,8925.0,,,,8525.0,,,8375.0,8175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-24,,,,,,,,,8720.0,8345.0,8455.0,8320.0,8300.0,,,,8050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-25,,,,,,,,,8820.0,8435.0,,8415.0,8335.0,,,,7975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-26,,,,,,,,,8880.0,,,8425.0,8350.0,8290.0,,,8035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-27,,,,,,,,,8900.0,,8600.0,8585.0,8520.0,8405.0,,,8140.0,8095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-28,,,,,,,,,9150.0,,8835.0,,8755.0,,8600.0,8430.0,8370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-31,,,,,,,,,9180.0,9185.0,8715.0,8750.0,8680.0,,,,8320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-01,,,,,,,,,9200.0,,,,8735.0,8660.0,8660.0,,8365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-02,,,,,,,,,9155.0,9150.0,,8695.0,8610.0,,,,8235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-07,,,,,,,,,9100.0,,8740.0,8785.0,8685.0,,,,8300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-08,,,,,,,,,9080.0,,,8675.0,8540.0,8380.0,,,8170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-09,,,,,,,,,9050.0,,9080.0,8865.0,8670.0,,,,8290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-10,,,,,,,,,8830.0,,8665.0,8790.0,8685.0,,8640.0,,8305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-11,,,,,,,,,8885.0,,,8835.0,8795.0,,8655.0,,8390.0,8400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-14,,,,,,,,,,,,8755.0,8710.0,,,,8340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-15,,,,,,,,,8800.0,,8520.0,,8565.0,8450.0,,8430.0,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-16,,,,,,,,,8820.0,,,8765.0,8590.0,,,8335.0,8225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-17,,,,,,,,,,,8675.0,8780.0,8635.0,,,,8280.0,,,,8060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-18,,,,,,,,,,9165.0,,,8525.0,8445.0,,,8180.0,,,8055.0,7920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-21,,,,,,,,,,8995.0,,,8485.0,8390.0,,,8145.0,8015.0,,,7890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-22,,,,,,,,,,,,,8470.0,8430.0,,,8140.0,,,,7885.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-23,,,,,,,,,,8760.0,,,8520.0,8345.0,,,8165.0,,,,7900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-24,,,,,,,,,,,,8645.0,8485.0,,,,8140.0,,,,7875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-25,,,,,,,,,,8680.0,,8600.0,8505.0,,,,8170.0,,,,7890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-28,,,,,,,,,,8315.0,,8480.0,8365.0,8330.0,,,8060.0,,,,7790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-29,,,,,,,,,,,8085.0,,8240.0,,,,7930.0,,,,7675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,,,,,,,,8805.0,,8290.0,8310.0,,,,7975.0,,,,7730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-08,,,,,,,,,,,,,8480.0,8390.0,,,8290.0,,,,7920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-09,,,,,,,,,,,,8785.0,8730.0,8420.0,,,8360.0,,,,8095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-12,,,,,,,,,,,,,8680.0,,,,8330.0,,,,8070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-13,,,,,,,,,,,,,8605.0,,,,8255.0,,,,8000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-14,,,,,,,,,,8800.0,,8860.0,8590.0,,,,8240.0,,,8200.0,7985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-15,,,,,,,,,,,,,8495.0,,,,8160.0,,,,7910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-16,,,,,,,,,,,,,8490.0,,,,8150.0,,,,7905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-19,,,,,,,,,,,,,8410.0,,,,8090.0,,,,7855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-20,,,,,,,,,,,,8600.0,8420.0,,,,8095.0,,,,7880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-21,,,,,,,,,,,,,8380.0,,,8085.0,8065.0,,,,7855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-22,,,,,,,,,,,,,8535.0,,,,8200.0,,,,7965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-23,,,,,,,,,,,8580.0,,8475.0,,,,8150.0,8050.0,,,7935.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-26,,,,,,,,,,,,8545.0,8360.0,,,,8060.0,,,,7885.0,7880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-27,,,,,,,,,,,,,8330.0,8310.0,,,8005.0,,,,7815.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-28,,,,,,,,,,,8450.0,,8315.0,,,,7985.0,,,,7800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-29,,,,,,,,,,,,,8390.0,8335.0,,,8080.0,,,,7890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-30,,,,,,,,,,,8400.0,8445.0,8285.0,8180.0,,,7970.0,,,,7810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-02,,,,,,,,,,,8895.0,,8315.0,,,,7995.0,,,,7800.0,7880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-03,,,,,,,,,,,,,8290.0,,,,7970.0,,,,7800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-04,,,,,,,,,,,8700.0,,8345.0,,,,8015.0,,,,7860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-05,,,,,,,,,,,,8410.0,8260.0,7995.0,,,7945.0,,,,7820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-06,,,,,,,,,,,,,8130.0,,,,7680.0,,,,7605.0,7680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-09,,,,,,,,,,,8700.0,,8120.0,,,,7660.0,7610.0,,,7505.0,7560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-10,,,,,,,,,,,,,8035.0,,,7580.0,7550.0,,,,7440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-11,,,,,,,,,,,,,8065.0,7995.0,,7580.0,7500.0,,,,7340.0,7395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-12,,,,,,,,,,,,,8085.0,,,,7490.0,,,,7270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-13,,,,,,,,,,,,,8030.0,,,7550.0,7455.0,,,,7235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-16,,,,,,,,,,,,,7925.0,7750.0,,,7360.0,,,,7150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-17,,,,,,,,,,,,,7935.0,,,,7430.0,,,,7215.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-18,,,,,,,,,,,,,7890.0,,,,7400.0,,,,7190.0,,7185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-19,,,,,,,,,,,,,7820.0,,7595.0,7460.0,7335.0,7140.0,,,7110.0,,6945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-20,,,,,,,,,,,,8050.0,7775.0,7870.0,,,7235.0,7170.0,,,7025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-23,,,,,,,,,,,,7570.0,7705.0,,7505.0,,6950.0,6885.0,,,6710.0,6585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-24,,,,,,,,,,,,7950.0,7920.0,,,,7135.0,6970.0,,,6825.0,6700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-25,,,,,,,,,,,,8095.0,8060.0,7940.0,7985.0,7480.0,7390.0,,,,6990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-26,,,,,,,,,,,,,8290.0,,,,7565.0,7525.0,,,7180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-27,,,,,,,,,,,,,8180.0,,,,7530.0,7510.0,,,7110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-30,,,,,,,,,,,,,8295.0,,7965.0,7645.0,7445.0,,,,7000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-01,,,,,,,,,,,,,8345.0,8345.0,,,7540.0,7465.0,7415.0,,7115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-02,,,,,,,,,,,,,8370.0,,,,7595.0,7540.0,,,7170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-03,,,,,,,,,,,,,8340.0,8235.0,,,7440.0,,,,7050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-04,,,,,,,,,,,,,8410.0,,,,7505.0,,,,7100.0,7105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-07,,,,,,,,,,,,,8345.0,,,7720.0,7475.0,,,,7085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-08,,,,,,,,,,,,,8245.0,7815.0,,7500.0,7360.0,7375.0,,,6975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-09,,,,,,,,,,,,,8275.0,7970.0,8000.0,,7300.0,,,,6850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-10,,,,,,,,,,,,,8245.0,7990.0,7880.0,,7435.0,7330.0,,,6930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-11,,,,,,,,,,,,,8255.0,8215.0,7980.0,7870.0,7475.0,7425.0,,,7010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-14,,,,,,,,,,,,,8230.0,,8055.0,7720.0,7530.0,,,,7045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-15,,,,,,,,,,,,,8230.0,,8055.0,,7580.0,,,,7120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-16,,,,,,,,,,,,,8260.0,,,,7520.0,7425.0,,,7035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-17,,,,,,,,,,,,,8315.0,8445.0,,7660.0,7615.0,7545.0,7410.0,,7125.0,7075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-18,,,,,,,,,,,,,8425.0,,,8035.0,7650.0,7550.0,,,7170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-21,,,,,,,,,,,,,8540.0,,,8085.0,7720.0,7600.0,,,7270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-22,,,,,,,,,,,,,8570.0,8185.0,8275.0,,7825.0,7820.0,7700.0,,7395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-23,,,,,,,,,,,,,8570.0,8390.0,8280.0,8040.0,7870.0,,,,7540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-24,,,,,,,,,,,,,8700.0,,,,7915.0,,,7615.0,7565.0,7570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-25,,,,,,,,,,,,,8700.0,,,,7895.0,7845.0,,,7440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-28,,,,,,,,,,,,,8740.0,,,7970.0,7885.0,7720.0,,,7430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-29,,,,,,,,,,,,,8745.0,,,,7920.0,,,,7460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-30,,,,,,,,,,,,,8775.0,,,8130.0,8025.0,7945.0,,,7620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,,,,,,,,,,,,8870.0,,,,8130.0,8020.0,,,7720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-04,,,,,,,,,,,,,9100.0,,8650.0,8300.0,8095.0,,,,7680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-05,,,,,,,,,,,,,8910.0,,,,8145.0,8045.0,,7770.0,7660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-06,,,,,,,,,,,,,8900.0,,,,8070.0,8075.0,,,7585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-07,,,,,,,,,,,,,8800.0,,,,7955.0,7835.0,,,7465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-08,,,,,,,,,,,,,8740.0,,,8150.0,7940.0,7880.0,7950.0,7550.0,7495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-11,,,,,,,,,,,,,8740.0,,,8205.0,7875.0,,,,7405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-12,,,,,,,,,,,,,8650.0,,8205.0,8180.0,7885.0,7865.0,,,7395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-13,,,,,,,,,,,,,8600.0,,8185.0,8050.0,7890.0,,,,7395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-14,,,,,,,,,,,,,8550.0,,8160.0,8005.0,7835.0,7800.0,,,7350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-15,,,,,,,,,,,,,8400.0,,,,7845.0,7660.0,,,7365.0,7340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-18,,,,,,,,,,,,,,,,,8045.0,7945.0,7900.0,,7515.0,,,,7170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-19,,,,,,,,,,,,,,,,8395.0,8280.0,8165.0,,,7745.0,7610.0,,7600.0,7375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-20,,,,,,,,,,,,,,,,,8240.0,8175.0,,,7715.0,,,,7350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-21,,,,,,,,,,,,,,9000.0,,8580.0,8285.0,8185.0,,,7760.0,,,,7410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-22,,,,,,,,,,,,,,8600.0,,8410.0,8340.0,,,,7830.0,,,,7485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-25,,,,,,,,,,,,,,,,8300.0,8270.0,,,,7785.0,,,,7405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-26,,,,,,,,,,,,,,8550.0,,,8350.0,8260.0,,,7750.0,,,,7375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-27,,,,,,,,,,,,,,,,,8500.0,8355.0,8530.0,7965.0,7900.0,,,,7495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-28,,,,,,,,,,,,,,,,,8485.0,,,,7915.0,,,,7515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-29,,,,,,,,,,,,,,,,8590.0,8425.0,,8415.0,,7875.0,,,,7500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-01,,,,,,,,,,,,,,,,,8475.0,8355.0,,,7875.0,,,,7485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-02,,,,,,,,,,,,,,,,8485.0,8490.0,8310.0,,,7880.0,,,,7485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-03,,,,,,,,,,,,,,,,,8515.0,,,,7880.0,,,,7485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-04,,,,,,,,,,,,,,,,8695.0,8710.0,,,8115.0,8045.0,,,,7615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-05,,,,,,,,,,,,,,,,,8695.0,,,,8125.0,,,,7720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-15,,,,,,,,,,,,,,,8465.0,,8735.0,8595.0,,,8145.0,,,7900.0,7760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-16,,,,,,,,,,,,,,,,,8650.0,8520.0,,,8100.0,,,,7730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-17,,,,,,,,,,,,,,,8715.0,8615.0,8630.0,,8470.0,,8035.0,,7860.0,,7660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-18,,,,,,,,,,,,,,,,,8605.0,,,,7960.0,,,,7575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-19,,,,,,,,,,,,,,,,,8870.0,8725.0,8780.0,,8120.0,,,,7700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-22,,,,,,,,,,,,,,,,,8950.0,,8785.0,,8225.0,,,,7800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-23,,,,,,,,,,,,,,,,,8820.0,8580.0,8790.0,,8160.0,,,,7730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-24,,,,,,,,,,,,,,,8985.0,,8870.0,8765.0,,,8180.0,,,,7750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-25,,,,,,,,,,,,,,,,9150.0,9010.0,8775.0,,,8300.0,,,,7850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-26,,,,,,,,,,,,,,,,8980.0,8875.0,8735.0,,,8220.0,,,,7780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-29,,,,,,,,,,,,,,,,9130.0,8920.0,8885.0,,,8230.0,,,,7780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-01,,,,,,,,,,,,,,,,9115.0,9035.0,,,,8355.0,,,,7890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-02,,,,,,,,,,,,,,,,9300.0,9095.0,,,,8460.0,,,,7995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-03,,,,,,,,,,,,,,,,,9110.0,8930.0,9060.0,,8550.0,8395.0,,,8110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-04,,,,,,,,,,,,,,,,9565.0,9275.0,9040.0,,,8710.0,8595.0,,,8250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-07,,,,,,,,,,,,,,,,9925.0,9480.0,9255.0,,,8820.0,,,,8335.0,8110.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-08,,,,,,,,,,,,,,,,9775.0,9095.0,9040.0,,,8530.0,8300.0,,,8150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-09,,,,,,,,,,,,,,,,,9275.0,8830.0,,,8560.0,8435.0,,,8110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-10,,,,,,,,,,,,,,,,,9305.0,9100.0,8860.0,8620.0,8600.0,8510.0,,,8155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-11,,,,,,,,,,,,,,,,,9000.0,8895.0,8800.0,8755.0,8350.0,,,,7940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14,,,,,,,,,,,,,,,,9750.0,8960.0,8900.0,8810.0,8480.0,8310.0,,,,7900.0,7800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-15,,,,,,,,,,,,,,,,,8855.0,8720.0,8760.0,,8235.0,,,,7820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-16,,,,,,,,,,,,,,,,9660.0,9175.0,8975.0,8965.0,8425.0,8485.0,8405.0,,,8045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-17,,,,,,,,,,,,,,,,9870.0,9385.0,9225.0,,8645.0,8680.0,8635.0,,,8225.0,8170.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-18,,,,,,,,,,,,,,,,9945.0,9545.0,9575.0,9290.0,8990.0,8810.0,8650.0,,,8345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-21,,,,,,,,,,,,,,,,9870.0,9630.0,9500.0,,,8895.0,,,,8415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-22,,,,,,,,,,,,,,,,,9570.0,9300.0,,8810.0,8880.0,,,8535.0,8430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-23,,,,,,,,,,,,,,,,9870.0,9375.0,,,,8700.0,8660.0,,8295.0,8260.0,,7750.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-24,,,,,,,,,,,,,,,,9665.0,9385.0,9220.0,,,8695.0,,,,8255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-25,,,,,,,,,,,,,,,,,9435.0,9340.0,,,8745.0,,,,8295.0,,8085.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-28,,,,,,,,,,,,,,,,,9515.0,9350.0,,,8800.0,,,,8350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-29,,,,,,,,,,,,,,,,9880.0,9415.0,9315.0,,,8610.0,8365.0,,,8170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-30,,,,,,,,,,,,,,,,9830.0,9340.0,9310.0,,,8535.0,8500.0,,,8070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,,,,,,,,,,,,,,,10190.0,9340.0,9245.0,,,8585.0,8435.0,,,8115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-01,,,,,,,,,,,,,,,,,9480.0,9520.0,,8885.0,8825.0,,,8485.0,8320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-05,,,,,,,,,,,,,,,,,9400.0,,,8870.0,8720.0,8465.0,,,8235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-06,,,,,,,,,,,,,,,,,9390.0,9210.0,,8575.0,8635.0,8220.0,8400.0,,8175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-07,,,,,,,,,,,,,,,,,9200.0,,,,8470.0,,,,8030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-08,,,,,,,,,,,,,,,,,9035.0,,,,8340.0,,,,7900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-11,,,,,,,,,,,,,,,,,9110.0,9040.0,,,8465.0,8295.0,,,8020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-12,,,,,,,,,,,,,,,,,8980.0,,,,8405.0,,,,7960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-13,,,,,,,,,,,,,,,,,9185.0,,,8555.0,8665.0,8175.0,,,8180.0,,8060.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-14,,,,,,,,,,,,,,,,,8925.0,,,8650.0,8375.0,8220.0,,,7925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-15,,,,,,,,,,,,,,,,,8950.0,,,8655.0,8470.0,,,,8015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-18,,,,,,,,,,,,,,,,,8915.0,,,,8410.0,,,,7980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-19,,,,,,,,,,,,,,,,,8925.0,9040.0,,8400.0,8440.0,,,,8000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-20,,,,,,,,,,,,,,,,,8740.0,,,8415.0,8325.0,8215.0,,,7930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-21,,,,,,,,,,,,,,,,,8850.0,,8755.0,8830.0,8645.0,,,,8260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-22,,,,,,,,,,,,,,,,,8715.0,,,8720.0,8585.0,8555.0,,,8230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-25,,,,,,,,,,,,,,,,,8865.0,9175.0,,8860.0,8780.0,8655.0,,,8395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-26,,,,,,,,,,,,,,,,,8995.0,,,9135.0,8945.0,8970.0,8510.0,,8570.0,,8290.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-27,,,,,,,,,,,,,,,,,8990.0,,,,8985.0,8800.0,,,8660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-28,,,,,,,,,,,,,,,,,8870.0,,,,8755.0,8475.0,8700.0,,8470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-29,,,,,,,,,,,,,,,,,8835.0,8925.0,,8730.0,8760.0,,8690.0,,8435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-03,,,,,,,,,,,,,,,,,8525.0,,,,8560.0,8340.0,,,8265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-04,,,,,,,,,,,,,,,,,8475.0,,8585.0,8415.0,8345.0,8280.0,,,8075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-05,,,,,,,,,,,,,,,,,8495.0,,,8415.0,8345.0,,,,8075.0,,7980.0,,,,,,,,,,,,,,,,,,,,,,,,,
