,PB1501.SHF,PB1502.SHF,PB1503.SHF,PB1504.SHF,PB1505.SHF,PB1506.SHF,PB1507.SHF,PB1508.SHF,PB1509.SHF,PB1510.SHF,PB1511.SHF,PB1512.SHF,PB1601.SHF,PB1602.SHF,PB1603.SHF,PB1604.SHF,PB1605.SHF,PB1606.SHF,PB1607.SHF,PB1608.SHF,PB1609.SHF,PB1610.SHF,PB1611.SHF,PB1612.SHF,PB1701.SHF,PB1702.SHF,PB1703.SHF,PB1704.SHF,PB1705.SHF,PB1706.SHF,PB1707.SHF,PB1708.SHF,PB1709.SHF,PB1710.SHF,PB1711.SHF,PB1712.SHF,PB1801.SHF,PB1802.SHF,PB1803.SHF,PB1804.SHF,PB1805.SHF,PB1806.SHF,PB1807.SHF,PB1808.SHF,PB1809.SHF,PB1810.SHF,PB1811.SHF,PB1812.SHF,PB1901.SHF,PB1902.SHF,PB1903.SHF,PB1904.SHF
2016-07-14,,,,,,,,,,,,,,,,,,,13100.0,13210.0,13300.0,13315.0,,13425.0,,13355.0,,13560.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-15,,,,,,,,,,,,,,,,,,,13230.0,13350.0,13440.0,13470.0,13435.0,13550.0,,13515.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-18,,,,,,,,,,,,,,,,,,,,13390.0,13465.0,13495.0,13445.0,13565.0,,,,13670.0,,13725.0,13765.0,,,,,,,,,,,,,,,,,,,,,
2016-07-19,,,,,,,,,,,,,,,,,,,,13330.0,13390.0,13450.0,13505.0,,13415.0,13550.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-20,,,,,,,,,,,,,,,,,,,,13325.0,13395.0,13460.0,13435.0,13445.0,,13505.0,,,,13585.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-21,,,,,,,,,,,,,,,,,,,,13340.0,13520.0,13475.0,13480.0,13610.0,13405.0,13565.0,13580.0,13535.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-22,,,,,,,,,,,,,,,,,,,,13435.0,13505.0,13545.0,13590.0,13655.0,,13600.0,13725.0,13810.0,13840.0,,13860.0,,,,,,,,,,,,,,,,,,,,,
2016-07-25,,,,,,,,,,,,,,,,,,,,13580.0,13665.0,13700.0,13645.0,13760.0,,13755.0,,13920.0,13980.0,13750.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-26,,,,,,,,,,,,,,,,,,,,13770.0,13830.0,13860.0,13820.0,13845.0,13920.0,13895.0,13980.0,14010.0,,14080.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-27,,,,,,,,,,,,,,,,,,,,13775.0,13860.0,13900.0,13905.0,13995.0,14020.0,14015.0,,,14130.0,14145.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-28,,,,,,,,,,,,,,,,,,,,13690.0,13780.0,13820.0,13855.0,13815.0,13910.0,13935.0,,13975.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-29,,,,,,,,,,,,,,,,,,,,13850.0,13800.0,13850.0,13800.0,13885.0,13920.0,13850.0,14005.0,,14050.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-01,,,,,,,,,,,,,,,,,,,,14040.0,14135.0,14170.0,14180.0,14195.0,14270.0,14100.0,14280.0,14260.0,14365.0,14235.0,14200.0,,,,,,,,,,,,,,,,,,,,,
2016-08-02,,,,,,,,,,,,,,,,,,,,14005.0,14065.0,14120.0,14140.0,14200.0,14210.0,14095.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-03,,,,,,,,,,,,,,,,,,,,13900.0,14030.0,14080.0,14095.0,14120.0,14120.0,13970.0,,14075.0,14280.0,14335.0,14240.0,,,,,,,,,,,,,,,,,,,,,
2016-08-04,,,,,,,,,,,,,,,,,,,,13850.0,13905.0,13935.0,13895.0,13950.0,14045.0,14040.0,,14100.0,14205.0,14255.0,14120.0,,,,,,,,,,,,,,,,,,,,,
2016-08-05,,,,,,,,,,,,,,,,,,,,13900.0,13950.0,13975.0,13835.0,13930.0,13900.0,13945.0,,14130.0,,14100.0,14070.0,,,,,,,,,,,,,,,,,,,,,
2016-08-08,,,,,,,,,,,,,,,,,,,,13870.0,13950.0,13985.0,14075.0,14030.0,14050.0,14090.0,14135.0,14165.0,,14195.0,14205.0,,,,,,,,,,,,,,,,,,,,,
2016-08-09,,,,,,,,,,,,,,,,,,,,13825.0,13960.0,14000.0,14065.0,14005.0,,,,14015.0,,14095.0,,,,,,,,,,,,,,,,,,,,,,
2016-08-10,,,,,,,,,,,,,,,,,,,,13790.0,13850.0,13890.0,13930.0,13835.0,,,,,,14095.0,14030.0,,,,,,,,,,,,,,,,,,,,,
2016-08-11,,,,,,,,,,,,,,,,,,,,13800.0,13940.0,13970.0,13975.0,14000.0,,13965.0,,13980.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-12,,,,,,,,,,,,,,,,,,,,13780.0,13920.0,13925.0,13925.0,13880.0,13910.0,13960.0,13965.0,,14030.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-15,,,,,,,,,,,,,,,,,,,,13775.0,13865.0,13875.0,13880.0,,13945.0,13945.0,,13805.0,14110.0,13995.0,13955.0,,,,,,,,,,,,,,,,,,,,,
2016-08-16,,,,,,,,,,,,,,,,,,,,,13680.0,13690.0,13690.0,13700.0,13805.0,13735.0,13765.0,,13820.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-17,,,,,,,,,,,,,,,,,,,,,13655.0,13675.0,13670.0,13695.0,13785.0,13770.0,,,13785.0,13830.0,,,,,,,,,,,,,,,,,,,,,,
2016-08-18,,,,,,,,,,,,,,,,,,,,,13840.0,13885.0,13880.0,13870.0,13910.0,,,13945.0,,14000.0,14050.0,,,,,,,,,,,,,,,,,,,,,
2016-08-19,,,,,,,,,,,,,,,,,,,,,14010.0,14000.0,14000.0,14050.0,14055.0,14065.0,14080.0,14015.0,14120.0,14085.0,14200.0,,,,,,,,,,,,,,,,,,,,,
2016-08-22,,,,,,,,,,,,,,,,,,,,,14065.0,14035.0,14025.0,,14010.0,,14035.0,,14170.0,,14160.0,,,,,,,,,,,,,,,,,,,,,
2016-08-23,,,,,,,,,,,,,,,,,,,,,13920.0,13960.0,13970.0,13960.0,13970.0,,,,14125.0,14125.0,14135.0,,,,,,,,,,,,,,,,,,,,,
2016-08-24,,,,,,,,,,,,,,,,,,,,,13980.0,13995.0,13995.0,14030.0,14075.0,,,,14190.0,14165.0,,14220.0,,,,,,,,,,,,,,,,,,,,
2016-08-25,,,,,,,,,,,,,,,,,,,,,14010.0,14070.0,14065.0,14005.0,14000.0,14005.0,14115.0,,,,14220.0,,,,,,,,,,,,,,,,,,,,,
2016-08-26,,,,,,,,,,,,,,,,,,,,,14020.0,14050.0,14050.0,13975.0,14070.0,13970.0,,14010.0,14170.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-29,,,,,,,,,,,,,,,,,,,,,13995.0,14040.0,14050.0,14020.0,14045.0,14025.0,13975.0,,,,,14230.0,,,,,,,,,,,,,,,,,,,,
2016-08-30,,,,,,,,,,,,,,,,,,,,,13835.0,13900.0,13925.0,13920.0,13930.0,13940.0,13970.0,,,,,14165.0,,,,,,,,,,,,,,,,,,,,
2016-08-31,,,,,,,,,,,,,,,,,,,,,14000.0,13920.0,13960.0,13970.0,13965.0,13980.0,,,14015.0,,,,,,,,,,,,,,,,,,,,,,,
2016-09-01,,,,,,,,,,,,,,,,,,,,,14365.0,14420.0,14470.0,14465.0,14460.0,,14500.0,14425.0,,,14380.0,14360.0,,,,,,,,,,,,,,,,,,,,
2016-09-02,,,,,,,,,,,,,,,,,,,,,14640.0,14935.0,14770.0,14800.0,14925.0,14910.0,14830.0,14900.0,14920.0,14980.0,14955.0,14890.0,,,,,,,,,,,,,,,,,,,,
2016-09-05,,,,,,,,,,,,,,,,,,,,,14525.0,14610.0,14635.0,14620.0,14650.0,14630.0,14665.0,14680.0,14690.0,14510.0,14470.0,14480.0,,,,,,,,,,,,,,,,,,,,
2016-09-06,,,,,,,,,,,,,,,,,,,,,14515.0,14595.0,14635.0,14715.0,14620.0,,,14565.0,14575.0,14690.0,,14680.0,,,,,,,,,,,,,,,,,,,,
2016-09-07,,,,,,,,,,,,,,,,,,,,,14265.0,14400.0,14435.0,14400.0,14395.0,,14415.0,14415.0,14410.0,,14515.0,,,,,,,,,,,,,,,,,,,,,
2016-09-08,,,,,,,,,,,,,,,,,,,,,14130.0,14385.0,14365.0,14345.0,14280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-09,,,,,,,,,,,,,,,,,,,,,14185.0,14190.0,14230.0,14240.0,14280.0,,,,,14245.0,14295.0,14310.0,,,,,,,,,,,,,,,,,,,,
2016-09-12,,,,,,,,,,,,,,,,,,,,,13955.0,14190.0,14220.0,14200.0,14270.0,,,14270.0,14020.0,,,14380.0,,,,,,,,,,,,,,,,,,,,
2016-09-13,,,,,,,,,,,,,,,,,,,,,14200.0,14070.0,14080.0,14065.0,14115.0,,,14040.0,14055.0,,14070.0,14145.0,,,,,,,,,,,,,,,,,,,,
2016-09-14,,,,,,,,,,,,,,,,,,,,,14120.0,14110.0,14120.0,14120.0,14105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-19,,,,,,,,,,,,,,,,,,,,,14300.0,14320.0,14355.0,14265.0,14280.0,,,,,,14300.0,14350.0,,,,,,,,,,,,,,,,,,,,
2016-09-20,,,,,,,,,,,,,,,,,,,,,,14460.0,14495.0,14500.0,14540.0,,,,,,14425.0,14580.0,,,,,,,,,,,,,,,,,,,,
2016-09-21,,,,,,,,,,,,,,,,,,,,,,14680.0,14745.0,14735.0,14750.0,14740.0,14700.0,,14710.0,,14600.0,,,,,,,,,,,,,,,,,,,,,
2016-09-22,,,,,,,,,,,,,,,,,,,,,,14575.0,14610.0,14620.0,14600.0,14610.0,14680.0,14635.0,,14615.0,14870.0,,,,,,,,,,,,,,,,,,,,,
2016-09-23,,,,,,,,,,,,,,,,,,,,,,14755.0,14745.0,14725.0,14685.0,14735.0,14700.0,14735.0,14755.0,,14810.0,14940.0,,,,,,,,,,,,,,,,,,,,
2016-09-26,,,,,,,,,,,,,,,,,,,,,,14490.0,14525.0,14480.0,14555.0,,,,14625.0,,,14535.0,,,,,,,,,,,,,,,,,,,,
2016-09-27,,,,,,,,,,,,,,,,,,,,,,14870.0,14890.0,14820.0,14810.0,14800.0,14820.0,14830.0,14815.0,14705.0,,14770.0,14910.0,,,,,,,,,,,,,,,,,,,
2016-09-28,,,,,,,,,,,,,,,,,,,,,,14765.0,14795.0,14740.0,14680.0,14750.0,14740.0,14700.0,14725.0,14725.0,14850.0,,,,,,,,,,,,,,,,,,,,,
2016-09-29,,,,,,,,,,,,,,,,,,,,,,15145.0,15150.0,15080.0,15020.0,15010.0,14880.0,14925.0,14995.0,14945.0,15090.0,,14905.0,,,,,,,,,,,,,,,,,,,
2016-09-30,,,,,,,,,,,,,,,,,,,,,,15525.0,15460.0,15425.0,15350.0,15200.0,15120.0,15205.0,15200.0,15125.0,15140.0,15095.0,15195.0,,,,,,,,,,,,,,,,,,,
2016-10-10,,,,,,,,,,,,,,,,,,,,,,15930.0,15825.0,15735.0,15695.0,15575.0,15470.0,15325.0,15355.0,,,,15410.0,,,,,,,,,,,,,,,,,,,
2016-10-11,,,,,,,,,,,,,,,,,,,,,,16000.0,15915.0,15820.0,15760.0,15700.0,15550.0,,15470.0,15460.0,15250.0,,,,,,,,,,,,,,,,,,,,,
2016-10-12,,,,,,,,,,,,,,,,,,,,,,15900.0,15790.0,15690.0,15680.0,15555.0,15555.0,15480.0,15415.0,15395.0,15440.0,,15260.0,,,,,,,,,,,,,,,,,,,
2016-10-13,,,,,,,,,,,,,,,,,,,,,,15600.0,15780.0,15655.0,15580.0,15500.0,15410.0,15445.0,15380.0,,15035.0,15435.0,15140.0,,,,,,,,,,,,,,,,,,,
2016-10-14,,,,,,,,,,,,,,,,,,,,,,16115.0,15485.0,15370.0,15330.0,15195.0,15225.0,,15170.0,,15125.0,15195.0,,,,,,,,,,,,,,,,,,,,
2016-10-17,,,,,,,,,,,,,,,,,,,,,,15560.0,15645.0,15500.0,15445.0,15355.0,15260.0,15235.0,15245.0,15120.0,15120.0,,,,,,,,,,,,,,,,,,,,,
2016-10-18,,,,,,,,,,,,,,,,,,,,,,,15650.0,15580.0,15505.0,15475.0,15360.0,,15330.0,,,,15250.0,,,,,,,,,,,,,,,,,,,
2016-10-19,,,,,,,,,,,,,,,,,,,,,,,15615.0,15525.0,15460.0,15395.0,15305.0,15225.0,15160.0,,,,,15530.0,,,,,,,,,,,,,,,,,,
2016-10-20,,,,,,,,,,,,,,,,,,,,,,,15665.0,15650.0,15510.0,15470.0,15380.0,15335.0,15285.0,,15185.0,15150.0,15250.0,15350.0,,,,,,,,,,,,,,,,,,
2016-10-21,,,,,,,,,,,,,,,,,,,,,,,15880.0,15800.0,15885.0,15645.0,15540.0,15505.0,15480.0,,15410.0,,15290.0,15655.0,,,,,,,,,,,,,,,,,,
2016-10-24,,,,,,,,,,,,,,,,,,,,,,,15920.0,15875.0,15795.0,15665.0,15555.0,15490.0,15540.0,,,15370.0,15230.0,15380.0,,,,,,,,,,,,,,,,,,
2016-10-25,,,,,,,,,,,,,,,,,,,,,,,16420.0,16370.0,16290.0,16165.0,16135.0,16095.0,16045.0,15550.0,,15760.0,15825.0,15695.0,,,,,,,,,,,,,,,,,,
2016-10-26,,,,,,,,,,,,,,,,,,,,,,,16630.0,16620.0,16560.0,16450.0,16205.0,16400.0,16345.0,16125.0,15900.0,16095.0,15965.0,15915.0,,,,,,,,,,,,,,,,,,
2016-10-27,,,,,,,,,,,,,,,,,,,,,,,16585.0,16560.0,16525.0,16430.0,16335.0,16235.0,16300.0,16100.0,16000.0,,16005.0,16010.0,,,,,,,,,,,,,,,,,,
2016-10-28,,,,,,,,,,,,,,,,,,,,,,,16470.0,16500.0,16475.0,16420.0,,,16240.0,,,,,,,,,,,,,,,,,,,,,,,
2016-10-31,,,,,,,,,,,,,,,,,,,,,,,16570.0,16600.0,16570.0,16500.0,,16350.0,16350.0,16365.0,16335.0,16145.0,16240.0,16500.0,,,,,,,,,,,,,,,,,,
2016-11-01,,,,,,,,,,,,,,,,,,,,,,,16860.0,16955.0,16885.0,16855.0,16620.0,16650.0,16680.0,16615.0,16560.0,16630.0,16415.0,16370.0,,,,,,,,,,,,,,,,,,
2016-11-02,,,,,,,,,,,,,,,,,,,,,,,16645.0,16675.0,16650.0,16630.0,16545.0,16565.0,16555.0,16395.0,16490.0,,16275.0,16265.0,,,,,,,,,,,,,,,,,,
2016-11-03,,,,,,,,,,,,,,,,,,,,,,,16570.0,16680.0,16650.0,16625.0,16455.0,16365.0,16385.0,,,,16110.0,16195.0,,,,,,,,,,,,,,,,,,
2016-11-04,,,,,,,,,,,,,,,,,,,,,,,16865.0,16765.0,16750.0,16710.0,16650.0,16665.0,16690.0,,,16620.0,16545.0,16605.0,,,,,,,,,,,,,,,,,,
2016-11-07,,,,,,,,,,,,,,,,,,,,,,,16975.0,17105.0,17100.0,17055.0,17025.0,16880.0,17260.0,16980.0,16735.0,16920.0,17080.0,16755.0,,,,,,,,,,,,,,,,,,
2016-11-08,,,,,,,,,,,,,,,,,,,,,,,16900.0,17055.0,17100.0,17080.0,17100.0,17120.0,17220.0,17325.0,17235.0,17115.0,17115.0,16795.0,,,,,,,,,,,,,,,,,,
2016-11-09,,,,,,,,,,,,,,,,,,,,,,,16845.0,16970.0,17050.0,17050.0,17000.0,17090.0,17035.0,16755.0,16805.0,16955.0,16755.0,17060.0,,,,,,,,,,,,,,,,,,
2016-11-10,,,,,,,,,,,,,,,,,,,,,,,17375.0,17380.0,17465.0,17445.0,17420.0,17500.0,17465.0,17405.0,17475.0,17495.0,17405.0,17600.0,,,,,,,,,,,,,,,,,,
2016-11-11,,,,,,,,,,,,,,,,,,,,,,,17910.0,17450.0,17480.0,17495.0,17735.0,17775.0,17515.0,17490.0,17655.0,17655.0,17870.0,17760.0,,,,,,,,,,,,,,,,,,
2016-11-14,,,,,,,,,,,,,,,,,,,,,,,18270.0,18250.0,18295.0,18330.0,18365.0,18245.0,18350.0,17900.0,17905.0,18290.0,18325.0,18150.0,,,,,,,,,,,,,,,,,,
2016-11-15,,,,,,,,,,,,,,,,,,,,,,,18655.0,18515.0,18565.0,18595.0,18590.0,18300.0,18650.0,18445.0,,18350.0,17960.0,18345.0,,,,,,,,,,,,,,,,,,
2016-11-16,,,,,,,,,,,,,,,,,,,,,,,,18680.0,18660.0,18570.0,18560.0,18550.0,18600.0,18300.0,18415.0,18315.0,18410.0,18335.0,,,,,,,,,,,,,,,,,,
2016-11-17,,,,,,,,,,,,,,,,,,,,,,,,18380.0,18360.0,18330.0,18315.0,18480.0,18330.0,18275.0,18470.0,17890.0,,,,,,,,,,,,,,,,,,,,
2016-11-18,,,,,,,,,,,,,,,,,,,,,,,,18080.0,17975.0,17950.0,17955.0,17950.0,17940.0,17920.0,17760.0,17835.0,17625.0,17630.0,,,,,,,,,,,,,,,,,,
2016-11-21,,,,,,,,,,,,,,,,,,,,,,,,18480.0,18340.0,18320.0,18325.0,18310.0,18250.0,18175.0,18130.0,18215.0,17970.0,18030.0,,,,,,,,,,,,,,,,,,
2016-11-22,,,,,,,,,,,,,,,,,,,,,,,,19270.0,19100.0,19030.0,19000.0,18900.0,18890.0,18800.0,18875.0,18795.0,18880.0,18925.0,18920.0,,,,,,,,,,,,,,,,,
2016-11-23,,,,,,,,,,,,,,,,,,,,,,,,19635.0,19355.0,19105.0,19010.0,18980.0,18985.0,18910.0,18900.0,18930.0,18825.0,18965.0,18875.0,,,,,,,,,,,,,,,,,
2016-11-24,,,,,,,,,,,,,,,,,,,,,,,,20425.0,20105.0,19900.0,20005.0,19665.0,19405.0,19300.0,19245.0,19315.0,19135.0,19125.0,18805.0,,,,,,,,,,,,,,,,,
2016-11-25,,,,,,,,,,,,,,,,,,,,,,,,21780.0,20475.0,20200.0,20060.0,19835.0,19750.0,19580.0,19455.0,19480.0,19440.0,19470.0,19200.0,,,,,,,,,,,,,,,,,
2016-11-28,,,,,,,,,,,,,,,,,,,,,,,,22455.0,21635.0,21155.0,20990.0,20900.0,20685.0,20765.0,20475.0,20670.0,20625.0,20650.0,20365.0,,,,,,,,,,,,,,,,,
2016-11-29,,,,,,,,,,,,,,,,,,,,,,,,23200.0,22940.0,22560.0,22295.0,22645.0,22205.0,21680.0,21775.0,21700.0,21480.0,21835.0,21905.0,,,,,,,,,,,,,,,,,
2016-11-30,,,,,,,,,,,,,,,,,,,,,,,,22600.0,22145.0,21995.0,21830.0,21695.0,21585.0,21400.0,21650.0,21505.0,21640.0,21455.0,21295.0,,,,,,,,,,,,,,,,,
2016-12-01,,,,,,,,,,,,,,,,,,,,,,,,21690.0,21470.0,21260.0,21115.0,21095.0,21035.0,20950.0,20705.0,21060.0,20930.0,21000.0,20950.0,,,,,,,,,,,,,,,,,
2016-12-02,,,,,,,,,,,,,,,,,,,,,,,,21540.0,21315.0,21105.0,20885.0,20960.0,20630.0,20655.0,20120.0,20345.0,20775.0,20355.0,20745.0,,,,,,,,,,,,,,,,,
2016-12-05,,,,,,,,,,,,,,,,,,,,,,,,20585.0,20515.0,20265.0,20475.0,20120.0,20095.0,20150.0,19810.0,19940.0,20045.0,20045.0,20060.0,,,,,,,,,,,,,,,,,
2016-12-06,,,,,,,,,,,,,,,,,,,,,,,,20880.0,21300.0,20495.0,20340.0,20360.0,20360.0,20235.0,20285.0,20285.0,20270.0,20265.0,20290.0,,,,,,,,,,,,,,,,,
2016-12-07,,,,,,,,,,,,,,,,,,,,,,,,21350.0,21285.0,21040.0,20900.0,20790.0,20915.0,20630.0,20710.0,20660.0,20790.0,20795.0,20850.0,,,,,,,,,,,,,,,,,
2016-12-08,,,,,,,,,,,,,,,,,,,,,,,,21400.0,21695.0,21460.0,21230.0,21155.0,21230.0,21115.0,,21180.0,21125.0,21135.0,21210.0,,,,,,,,,,,,,,,,,
2016-12-09,,,,,,,,,,,,,,,,,,,,,,,,21200.0,21280.0,21080.0,20855.0,20735.0,20900.0,20330.0,20675.0,20185.0,20750.0,,20600.0,,,,,,,,,,,,,,,,,
2016-12-12,,,,,,,,,,,,,,,,,,,,,,,,21450.0,21190.0,20960.0,20765.0,20660.0,20650.0,20690.0,,20530.0,20360.0,,20550.0,,,,,,,,,,,,,,,,,
2016-12-13,,,,,,,,,,,,,,,,,,,,,,,,21350.0,20985.0,20820.0,20600.0,20500.0,20570.0,20550.0,20235.0,20395.0,20505.0,20380.0,20400.0,,,,,,,,,,,,,,,,,
2016-12-14,,,,,,,,,,,,,,,,,,,,,,,,21000.0,20970.0,20815.0,20635.0,20415.0,20365.0,20375.0,20395.0,20530.0,20765.0,20670.0,20445.0,,,,,,,,,,,,,,,,,
2016-12-15,,,,,,,,,,,,,,,,,,,,,,,,22280.0,21025.0,20950.0,20780.0,20715.0,20750.0,20695.0,20730.0,20675.0,20685.0,20680.0,20755.0,,,,,,,,,,,,,,,,,
2016-12-16,,,,,,,,,,,,,,,,,,,,,,,,,20610.0,20495.0,20490.0,20420.0,20835.0,20335.0,20365.0,20375.0,20370.0,20400.0,20395.0,,,,,,,,,,,,,,,,,
2016-12-19,,,,,,,,,,,,,,,,,,,,,,,,,19725.0,19755.0,19680.0,19670.0,19695.0,19760.0,19815.0,19855.0,19865.0,19895.0,19605.0,,,,,,,,,,,,,,,,,
2016-12-20,,,,,,,,,,,,,,,,,,,,,,,,,18760.0,18600.0,18570.0,18505.0,18500.0,18390.0,18385.0,18565.0,18565.0,18565.0,18535.0,,,,,,,,,,,,,,,,,
2016-12-21,,,,,,,,,,,,,,,,,,,,,,,,,18805.0,18665.0,18595.0,18595.0,18595.0,18685.0,18505.0,18475.0,18755.0,19150.0,18320.0,18220.0,,,,,,,,,,,,,,,,
2016-12-22,,,,,,,,,,,,,,,,,,,,,,,,,18695.0,18425.0,18340.0,18350.0,18370.0,18100.0,18065.0,18115.0,18405.0,18470.0,18450.0,18160.0,,,,,,,,,,,,,,,,
2016-12-23,,,,,,,,,,,,,,,,,,,,,,,,,18800.0,18560.0,18425.0,18365.0,18505.0,18455.0,18490.0,18485.0,18465.0,18450.0,18385.0,18405.0,,,,,,,,,,,,,,,,
2016-12-26,,,,,,,,,,,,,,,,,,,,,,,,,18620.0,18450.0,18320.0,18265.0,18215.0,18005.0,18380.0,18395.0,17965.0,18375.0,18125.0,18410.0,,,,,,,,,,,,,,,,
2016-12-27,,,,,,,,,,,,,,,,,,,,,,,,,17855.0,17705.0,17590.0,17540.0,17565.0,17560.0,17505.0,17535.0,17600.0,17605.0,17565.0,17695.0,,,,,,,,,,,,,,,,
2016-12-28,,,,,,,,,,,,,,,,,,,,,,,,,18275.0,18135.0,18070.0,18020.0,18045.0,18000.0,17835.0,17630.0,17885.0,17625.0,18040.0,18020.0,,,,,,,,,,,,,,,,
2016-12-29,,,,,,,,,,,,,,,,,,,,,,,,,17990.0,17930.0,18100.0,17860.0,17910.0,17800.0,17940.0,17795.0,17775.0,,,17795.0,,,,,,,,,,,,,,,,
2016-12-30,,,,,,,,,,,,,,,,,,,,,,,,,17960.0,17825.0,17675.0,17635.0,18030.0,17580.0,17450.0,,17705.0,17695.0,17625.0,17730.0,,,,,,,,,,,,,,,,
2017-01-03,,,,,,,,,,,,,,,,,,,,,,,,,18035.0,17910.0,17760.0,17735.0,17805.0,17805.0,17770.0,17760.0,17800.0,17715.0,17420.0,18165.0,,,,,,,,,,,,,,,,
2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,17870.0,17720.0,17620.0,17645.0,17600.0,17530.0,17615.0,17615.0,17665.0,17555.0,17655.0,,,,,,,,,,,,,,,,,
2017-01-05,,,,,,,,,,,,,,,,,,,,,,,,,18065.0,18030.0,17950.0,17905.0,17950.0,17915.0,17790.0,17890.0,17915.0,18105.0,,17910.0,,,,,,,,,,,,,,,,
2017-01-06,,,,,,,,,,,,,,,,,,,,,,,,,18250.0,18120.0,17975.0,17945.0,17980.0,18055.0,17885.0,,18075.0,,17870.0,,,,,,,,,,,,,,,,,
2017-01-09,,,,,,,,,,,,,,,,,,,,,,,,,18295.0,18185.0,18050.0,18040.0,18035.0,18055.0,18060.0,18105.0,18100.0,18040.0,18105.0,18095.0,,,,,,,,,,,,,,,,
2017-01-10,,,,,,,,,,,,,,,,,,,,,,,,,18650.0,18865.0,18830.0,18800.0,18795.0,18790.0,19250.0,18590.0,18865.0,18800.0,18800.0,18715.0,,,,,,,,,,,,,,,,
2017-01-11,,,,,,,,,,,,,,,,,,,,,,,,,19200.0,19015.0,19050.0,19040.0,19055.0,18995.0,19050.0,19325.0,19085.0,,19050.0,18795.0,,,,,,,,,,,,,,,,
2017-01-12,,,,,,,,,,,,,,,,,,,,,,,,,18650.0,18840.0,18880.0,18880.0,18890.0,18855.0,18655.0,18830.0,18895.0,18885.0,18680.0,18695.0,,,,,,,,,,,,,,,,
2017-01-13,,,,,,,,,,,,,,,,,,,,,,,,,19545.0,19020.0,18950.0,18950.0,19000.0,18900.0,18705.0,18820.0,18880.0,18755.0,18720.0,18780.0,,,,,,,,,,,,,,,,
2017-01-16,,,,,,,,,,,,,,,,,,,,,,,,,19000.0,19140.0,19200.0,19215.0,19240.0,19130.0,19150.0,18960.0,19125.0,19260.0,19160.0,19065.0,,,,,,,,,,,,,,,,
2017-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,19095.0,19150.0,19195.0,19175.0,19100.0,19150.0,18980.0,19165.0,19045.0,18980.0,19125.0,,,,,,,,,,,,,,,,
2017-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,18720.0,18690.0,18700.0,18720.0,18605.0,,,18720.0,,18500.0,,,,,,,,,,,,,,,,,
2017-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,18610.0,18605.0,18580.0,18570.0,18540.0,,18560.0,,,,18585.0,,,,,,,,,,,,,,,,
2017-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,18530.0,18500.0,18530.0,18570.0,18505.0,18000.0,,,,,,,,,,,,,,,,,,,,,
2017-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,18930.0,19000.0,19045.0,19020.0,18920.0,18680.0,18170.0,19200.0,,19065.0,,18965.0,,,,,,,,,,,,,,,
2017-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,18765.0,18860.0,18910.0,18910.0,18855.0,,18600.0,18735.0,18635.0,,,19275.0,,,,,,,,,,,,,,,
2017-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,18810.0,18920.0,18950.0,18940.0,18855.0,18835.0,,18920.0,,18955.0,,,,,,,,,,,,,,,,,
2017-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,19355.0,19070.0,19100.0,19080.0,19045.0,19050.0,18950.0,18930.0,,18950.0,,18940.0,,,,,,,,,,,,,,,
2017-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,18785.0,18885.0,18920.0,19005.0,18760.0,,,18925.0,18910.0,,,18880.0,,,,,,,,,,,,,,,
2017-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,18720.0,18870.0,18895.0,18885.0,18860.0,18755.0,18655.0,18780.0,,,,19130.0,,,,,,,,,,,,,,,
2017-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,18770.0,18920.0,18980.0,18960.0,18885.0,18850.0,18790.0,18760.0,18750.0,18925.0,,18980.0,,,,,,,,,,,,,,,
2017-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,19265.0,19415.0,19450.0,19440.0,19385.0,19400.0,19435.0,19290.0,19435.0,19450.0,19400.0,,,,,,,,,,,,,,,,
