,PB1501.SHF,PB1502.SHF,PB1503.SHF,PB1504.SHF,PB1505.SHF,PB1506.SHF,PB1507.SHF,PB1508.SHF,PB1509.SHF,PB1510.SHF,PB1511.SHF,PB1512.SHF,PB1601.SHF,PB1602.SHF,PB1603.SHF,PB1604.SHF,PB1605.SHF,PB1606.SHF,PB1607.SHF,PB1608.SHF,PB1609.SHF,PB1610.SHF,PB1611.SHF,PB1612.SHF,PB1701.SHF,PB1702.SHF,PB1703.SHF,PB1704.SHF,PB1705.SHF,PB1706.SHF,PB1707.SHF,PB1708.SHF,PB1709.SHF,PB1710.SHF,PB1711.SHF,PB1712.SHF,PB1801.SHF,PB1802.SHF,PB1803.SHF,PB1804.SHF,PB1805.SHF,PB1806.SHF,PB1807.SHF,PB1808.SHF,PB1809.SHF,PB1810.SHF,PB1811.SHF,PB1812.SHF,PB1901.SHF,PB1902.SHF,PB1903.SHF,PB1904.SHF
2015-12-14,,,,,,,,,,,,13180.0,13245.0,13175.0,13060.0,12920.0,12800.0,12835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-15,,,,,,,,,,,,13175.0,13395.0,13175.0,13070.0,12905.0,12845.0,,,12690.0,,12405.0,12635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-16,,,,,,,,,,,,,13120.0,13050.0,12920.0,12780.0,13015.0,12625.0,,,12400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-17,,,,,,,,,,,,,13200.0,13120.0,13000.0,12840.0,12700.0,,,12515.0,12520.0,,12300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-18,,,,,,,,,,,,,13005.0,12860.0,12740.0,12600.0,12515.0,,,12255.0,12215.0,12120.0,12125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-21,,,,,,,,,,,,,13150.0,13085.0,12950.0,12830.0,12695.0,,12465.0,12325.0,12320.0,12320.0,12265.0,12220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-22,,,,,,,,,,,,,13255.0,13160.0,13015.0,12880.0,12815.0,,,,12465.0,12790.0,12445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-23,,,,,,,,,,,,,13200.0,13145.0,13005.0,12880.0,12700.0,,,,,12535.0,12400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-24,,,,,,,,,,,,,13345.0,13210.0,13090.0,12965.0,12945.0,12670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-25,,,,,,,,,,,,,13240.0,13190.0,13070.0,12930.0,12810.0,,12660.0,,12565.0,12575.0,12410.0,12530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-28,,,,,,,,,,,,,13220.0,13165.0,13060.0,12930.0,12800.0,,,,12495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-29,,,,,,,,,,,,,13090.0,13040.0,12960.0,12825.0,12800.0,,,,12445.0,,12390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-30,,,,,,,,,,,,,13405.0,13215.0,13095.0,12985.0,12965.0,12735.0,,,12755.0,,12430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,,,,,,,,,,,,13345.0,13185.0,13095.0,12990.0,12955.0,,12655.0,,12665.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-04,,,,,,,,,,,,,13220.0,13335.0,13235.0,13145.0,13020.0,,,,,,12505.0,12550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-05,,,,,,,,,,,,,13280.0,13300.0,13220.0,13135.0,13045.0,12920.0,,12745.0,12720.0,,12650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-06,,,,,,,,,,,,,13200.0,13270.0,13200.0,13135.0,13045.0,12950.0,12795.0,12775.0,12720.0,12720.0,12625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-07,,,,,,,,,,,,,13105.0,13195.0,13170.0,13110.0,13025.0,12945.0,12840.0,12685.0,12745.0,12660.0,12825.0,12555.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-08,,,,,,,,,,,,,12980.0,13030.0,12950.0,12905.0,12900.0,12845.0,,,,,12395.0,12320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-11,,,,,,,,,,,,,12880.0,12980.0,12945.0,12880.0,12755.0,,12560.0,12535.0,12455.0,12385.0,12340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-12,,,,,,,,,,,,,12695.0,12750.0,12735.0,12700.0,12660.0,12610.0,,12480.0,12425.0,12325.0,12300.0,12465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-13,,,,,,,,,,,,,12750.0,12800.0,12735.0,12675.0,12635.0,12600.0,,12475.0,12400.0,,,12275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-14,,,,,,,,,,,,,12900.0,13050.0,12875.0,12820.0,12750.0,12660.0,12600.0,12560.0,12475.0,,,12355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-15,,,,,,,,,,,,,12900.0,13015.0,12925.0,12845.0,12760.0,12705.0,12675.0,12530.0,12515.0,12470.0,12410.0,12460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-18,,,,,,,,,,,,,,12990.0,12900.0,12805.0,12720.0,12475.0,12480.0,12555.0,12490.0,12365.0,12360.0,12400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-19,,,,,,,,,,,,,,13100.0,13020.0,12935.0,12855.0,12800.0,12690.0,,12640.0,12510.0,12480.0,12470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-20,,,,,,,,,,,,,,13120.0,13055.0,12970.0,12870.0,12680.0,,,12630.0,12555.0,12395.0,12425.0,12360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-21,,,,,,,,,,,,,,13015.0,12910.0,12810.0,12755.0,,,,12445.0,,12380.0,12365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-22,,,,,,,,,,,,,,13050.0,12890.0,12830.0,12780.0,12680.0,,12460.0,12515.0,12480.0,12350.0,12375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-25,,,,,,,,,,,,,,13090.0,12895.0,12815.0,12800.0,12685.0,,12500.0,12515.0,,,12340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-26,,,,,,,,,,,,,,13300.0,12980.0,12845.0,12750.0,12700.0,,12575.0,,,12395.0,12365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-27,,,,,,,,,,,,,,13730.0,13250.0,13045.0,12945.0,12885.0,12795.0,12755.0,12705.0,12635.0,12585.0,12555.0,12310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-28,,,,,,,,,,,,,,13720.0,13265.0,13085.0,12980.0,,12825.0,,12770.0,,,12590.0,12720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-29,,,,,,,,,,,,,,14235.0,13695.0,13260.0,13100.0,12980.0,12880.0,12810.0,12800.0,,12725.0,12705.0,12590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-01,,,,,,,,,,,,,,14520.0,13770.0,13510.0,13360.0,13145.0,13155.0,,13000.0,12985.0,12905.0,12850.0,13045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-02,,,,,,,,,,,,,,15515.0,13735.0,13415.0,13240.0,13060.0,,,12925.0,,12825.0,12775.0,12880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-03,,,,,,,,,,,,,,14990.0,13825.0,13570.0,13395.0,13325.0,13130.0,13190.0,13090.0,13065.0,13000.0,12960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-04,,,,,,,,,,,,,,15500.0,14115.0,13870.0,13700.0,13520.0,,,,13285.0,13000.0,13230.0,13000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-05,,,,,,,,,,,,,,15100.0,14055.0,13800.0,13640.0,13595.0,,,13125.0,13140.0,13140.0,13140.0,13060.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-15,,,,,,,,,,,,,,14485.0,14125.0,13915.0,13650.0,13545.0,,,13305.0,13300.0,13100.0,13035.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-16,,,,,,,,,,,,,,,13880.0,13785.0,13625.0,13430.0,13395.0,,,13145.0,13065.0,12910.0,,13400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-17,,,,,,,,,,,,,,,13785.0,13685.0,13530.0,13435.0,13395.0,,,,12920.0,12915.0,12965.0,13060.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-18,,,,,,,,,,,,,,,13700.0,13550.0,13400.0,13250.0,,,13055.0,13025.0,12915.0,,12805.0,12885.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-19,,,,,,,,,,,,,,,13960.0,13700.0,13530.0,13595.0,13300.0,,13235.0,13055.0,12990.0,13055.0,12895.0,13050.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-22,,,,,,,,,,,,,,,14160.0,13870.0,13680.0,13575.0,13355.0,,,13000.0,13175.0,13080.0,13075.0,13070.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-23,,,,,,,,,,,,,,,14210.0,13930.0,13725.0,13600.0,13470.0,,13335.0,,13305.0,12810.0,12840.0,12890.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-24,,,,,,,,,,,,,,,13860.0,13630.0,13430.0,13360.0,13250.0,,13025.0,12985.0,12910.0,12870.0,12790.0,12865.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-25,,,,,,,,,,,,,,,13935.0,13760.0,13550.0,13475.0,13200.0,,13080.0,13280.0,,,,12920.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-26,,,,,,,,,,,,,,,13940.0,13660.0,13425.0,13275.0,13130.0,13035.0,12950.0,,,12855.0,12775.0,12760.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-29,,,,,,,,,,,,,,,14000.0,13835.0,13620.0,13460.0,13190.0,13205.0,13065.0,13105.0,,12840.0,12900.0,13070.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-01,,,,,,,,,,,,,,,13920.0,13795.0,13595.0,13485.0,13330.0,13250.0,13140.0,,,,12885.0,12945.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-02,,,,,,,,,,,,,,,13920.0,13800.0,13630.0,13530.0,,13345.0,,13435.0,13095.0,,13095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-03,,,,,,,,,,,,,,,13990.0,13955.0,13780.0,13660.0,13530.0,13235.0,,,,13210.0,13115.0,13175.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-04,,,,,,,,,,,,,,,14050.0,13950.0,13850.0,13795.0,,13525.0,13510.0,13400.0,13265.0,,13175.0,13195.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-07,,,,,,,,,,,,,,,14060.0,14115.0,14100.0,14095.0,13775.0,13620.0,13660.0,13620.0,13470.0,13495.0,13500.0,13445.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-08,,,,,,,,,,,,,,,14150.0,14260.0,14275.0,14200.0,14125.0,13955.0,14000.0,,,13705.0,13680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-09,,,,,,,,,,,,,,,13800.0,13820.0,13860.0,13795.0,13505.0,13650.0,13610.0,13610.0,13610.0,13560.0,,13220.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-10,,,,,,,,,,,,,,,13730.0,13770.0,13795.0,13730.0,,,13700.0,13585.0,,13560.0,13605.0,13510.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-11,,,,,,,,,,,,,,,13800.0,13780.0,13770.0,13730.0,,,13575.0,13615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14,,,,,,,,,,,,,,,13800.0,13820.0,13815.0,13775.0,,,,13675.0,,13610.0,13505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-15,,,,,,,,,,,,,,,13790.0,13740.0,13745.0,13710.0,,,,,,13580.0,13420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-16,,,,,,,,,,,,,,,,13650.0,13600.0,13580.0,13495.0,13445.0,13605.0,13430.0,,13405.0,,13410.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-17,,,,,,,,,,,,,,,,13735.0,13710.0,13650.0,13570.0,13515.0,,,13430.0,13485.0,,13485.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-18,,,,,,,,,,,,,,,,13795.0,13790.0,13725.0,13680.0,13640.0,13665.0,13640.0,13560.0,13555.0,13630.0,13575.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-21,,,,,,,,,,,,,,,,13780.0,13740.0,13680.0,,,13525.0,,,,,13485.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-22,,,,,,,,,,,,,,,,13735.0,13700.0,13660.0,,13560.0,,,,13470.0,,13450.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-23,,,,,,,,,,,,,,,,13720.0,13710.0,13655.0,13540.0,13570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-24,,,,,,,,,,,,,,,,13665.0,13595.0,13525.0,13465.0,,13435.0,13400.0,,13350.0,13350.0,13325.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-25,,,,,,,,,,,,,,,,13665.0,13575.0,13500.0,,13450.0,13380.0,,,,,13350.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-28,,,,,,,,,,,,,,,,13685.0,13620.0,13540.0,,13460.0,13515.0,,13400.0,,13380.0,,13295.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-29,,,,,,,,,,,,,,,,13725.0,13650.0,13575.0,13445.0,13430.0,13400.0,13400.0,,,,,13270.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-30,,,,,,,,,,,,,,,,13680.0,13575.0,13480.0,13360.0,13320.0,13355.0,,,,13310.0,13020.0,13310.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,,,,,,,,,,,,,,,13450.0,13385.0,13305.0,13250.0,13265.0,13285.0,13215.0,13245.0,13130.0,13175.0,13125.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-01,,,,,,,,,,,,,,,,13420.0,13375.0,13320.0,,13175.0,,13200.0,,13130.0,,13165.0,13185.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-05,,,,,,,,,,,,,,,,13375.0,13330.0,13290.0,13190.0,13210.0,13210.0,13195.0,,13130.0,13110.0,,13080.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-06,,,,,,,,,,,,,,,,13305.0,13270.0,13220.0,13175.0,13165.0,,13120.0,,13050.0,13085.0,13090.0,12965.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-07,,,,,,,,,,,,,,,,13300.0,13300.0,13280.0,13230.0,13235.0,13230.0,13150.0,13140.0,,,,13085.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-08,,,,,,,,,,,,,,,,13135.0,13230.0,13180.0,13100.0,13095.0,13030.0,13015.0,12980.0,12980.0,13025.0,13025.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-11,,,,,,,,,,,,,,,,13260.0,13270.0,13235.0,13170.0,13110.0,13180.0,,,13030.0,,13085.0,13035.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-12,,,,,,,,,,,,,,,,13180.0,13140.0,13090.0,13020.0,13015.0,13290.0,,12975.0,12980.0,,13015.0,12945.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-13,,,,,,,,,,,,,,,,,13460.0,13430.0,13390.0,13380.0,13420.0,13255.0,13245.0,13280.0,,13305.0,13260.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-14,,,,,,,,,,,,,,,,13670.0,13520.0,13435.0,13435.0,13405.0,13330.0,13270.0,13265.0,13310.0,,13300.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-15,,,,,,,,,,,,,,,,13200.0,13460.0,13420.0,13395.0,13340.0,13295.0,13295.0,13355.0,13220.0,,13305.0,13200.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-18,,,,,,,,,,,,,,,,,13500.0,13355.0,13315.0,13315.0,13365.0,13230.0,13305.0,13330.0,,13110.0,13265.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-19,,,,,,,,,,,,,,,,,13390.0,13385.0,13345.0,13315.0,13445.0,13200.0,13250.0,13165.0,,13325.0,13260.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-20,,,,,,,,,,,,,,,,,13520.0,13505.0,13430.0,13420.0,13490.0,13370.0,13385.0,13510.0,13365.0,13390.0,13340.0,13375.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-21,,,,,,,,,,,,,,,,,13595.0,13620.0,13565.0,13555.0,13555.0,13490.0,13430.0,13715.0,13460.0,13410.0,13345.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-22,,,,,,,,,,,,,,,,,13610.0,13650.0,13615.0,13515.0,13580.0,13460.0,13330.0,13325.0,13490.0,13485.0,13420.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-25,,,,,,,,,,,,,,,,,13560.0,13640.0,13615.0,13570.0,13590.0,13335.0,13365.0,,13475.0,13500.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-26,,,,,,,,,,,,,,,,,13355.0,13400.0,13450.0,13320.0,13345.0,13385.0,,13315.0,13280.0,13100.0,,13100.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-27,,,,,,,,,,,,,,,,,13135.0,13215.0,13245.0,13255.0,13335.0,13220.0,13165.0,13165.0,,13185.0,13150.0,13150.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-28,,,,,,,,,,,,,,,,,13075.0,13175.0,13200.0,13170.0,13170.0,,,13115.0,13145.0,13130.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-29,,,,,,,,,,,,,,,,,13320.0,13245.0,13285.0,13255.0,13280.0,,,13255.0,,13205.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-03,,,,,,,,,,,,,,,,,13300.0,13370.0,13405.0,13400.0,13380.0,13195.0,,,,13340.0,13250.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-04,,,,,,,,,,,,,,,,,13160.0,13360.0,13390.0,13385.0,13220.0,13320.0,13335.0,13305.0,13360.0,13380.0,,13260.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-05,,,,,,,,,,,,,,,,,13100.0,13190.0,13210.0,13215.0,13160.0,13150.0,13210.0,,,13270.0,13215.0,13245.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-06,,,,,,,,,,,,,,,,,12915.0,13090.0,13115.0,13105.0,13080.0,13085.0,,12970.0,13040.0,13185.0,13050.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-09,,,,,,,,,,,,,,,,,12930.0,13005.0,13040.0,13045.0,13190.0,,,,,,12990.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-10,,,,,,,,,,,,,,,,,12920.0,13020.0,13050.0,13060.0,13085.0,,,12950.0,13080.0,,13065.0,12965.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-11,,,,,,,,,,,,,,,,,13100.0,13115.0,13140.0,13160.0,13090.0,,13090.0,13050.0,,13110.0,,13475.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-12,,,,,,,,,,,,,,,,,,13215.0,13245.0,13255.0,13160.0,13090.0,13260.0,13245.0,13270.0,13265.0,13300.0,13520.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-13,,,,,,,,,,,,,,,,,12995.0,13100.0,13135.0,13115.0,13100.0,13120.0,,12955.0,12975.0,13185.0,13045.0,13170.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-16,,,,,,,,,,,,,,,,,12840.0,12935.0,12965.0,12930.0,12930.0,,12950.0,13030.0,12960.0,,13045.0,13025.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-17,,,,,,,,,,,,,,,,,,12990.0,13000.0,13030.0,12980.0,13010.0,13060.0,,,13100.0,13030.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-18,,,,,,,,,,,,,,,,,,12945.0,12960.0,12975.0,12915.0,12985.0,,,,12960.0,12975.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-19,,,,,,,,,,,,,,,,,,12980.0,12990.0,12990.0,13010.0,12875.0,,12860.0,12945.0,12795.0,12825.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-20,,,,,,,,,,,,,,,,,,12855.0,12835.0,12825.0,12840.0,12870.0,13055.0,12915.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-23,,,,,,,,,,,,,,,,,,12890.0,12870.0,12890.0,12825.0,12705.0,,12830.0,,12875.0,,12935.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-24,,,,,,,,,,,,,,,,,,12730.0,12730.0,12740.0,12745.0,12710.0,,12765.0,,,12825.0,13035.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-25,,,,,,,,,,,,,,,,,,12750.0,12760.0,12760.0,12750.0,12760.0,,12835.0,12815.0,12930.0,12970.0,12995.0,12955.0,,,,,,,,,,,,,,,,,,,,,,,
2016-05-26,,,,,,,,,,,,,,,,,,12780.0,12750.0,12765.0,12775.0,12785.0,12785.0,12840.0,13080.0,12900.0,12915.0,12935.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-27,,,,,,,,,,,,,,,,,,12880.0,12875.0,12860.0,12855.0,12815.0,,12915.0,12865.0,,,13075.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-30,,,,,,,,,,,,,,,,,,12860.0,12880.0,12885.0,12870.0,12875.0,,,,,,,13110.0,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,,,,,,,,,,,,,,,,,,13280.0,12900.0,12875.0,12890.0,12900.0,,12945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-01,,,,,,,,,,,,,,,,,,12820.0,12850.0,12820.0,12845.0,12810.0,,,12885.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-02,,,,,,,,,,,,,,,,,,12800.0,12870.0,12905.0,12955.0,12945.0,12885.0,,12970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03,,,,,,,,,,,,,,,,,,12835.0,12860.0,12915.0,12925.0,12950.0,,,12990.0,,,,13100.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06,,,,,,,,,,,,,,,,,,12800.0,12835.0,12875.0,12895.0,,,12945.0,12955.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-07,,,,,,,,,,,,,,,,,,12870.0,12875.0,12895.0,12910.0,12825.0,,,12905.0,12925.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-08,,,,,,,,,,,,,,,,,,12760.0,12765.0,12800.0,12845.0,12815.0,,,12910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-13,,,,,,,,,,,,,,,,,,12800.0,12865.0,12885.0,12930.0,12885.0,,12950.0,,,,13045.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-14,,,,,,,,,,,,,,,,,,12750.0,12860.0,12890.0,12900.0,12855.0,,12870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-15,,,,,,,,,,,,,,,,,,12740.0,12795.0,12945.0,12890.0,12895.0,12885.0,12905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-16,,,,,,,,,,,,,,,,,,,12880.0,12940.0,12975.0,12865.0,12860.0,12875.0,12960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-17,,,,,,,,,,,,,,,,,,,12840.0,12935.0,12910.0,12905.0,12880.0,12895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-20,,,,,,,,,,,,,,,,,,,12830.0,12880.0,12875.0,12800.0,,12910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-21,,,,,,,,,,,,,,,,,,,12850.0,12885.0,12895.0,12885.0,12930.0,12930.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-22,,,,,,,,,,,,,,,,,,,12850.0,12885.0,12915.0,,12905.0,,,,,,13100.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-23,,,,,,,,,,,,,,,,,,,12905.0,12930.0,12950.0,12920.0,12905.0,12895.0,,,,13060.0,13150.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-24,,,,,,,,,,,,,,,,,,,12860.0,12895.0,12915.0,,12925.0,,,,13060.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-27,,,,,,,,,,,,,,,,,,,12810.0,12865.0,12905.0,12930.0,13070.0,12930.0,12945.0,13010.0,,,,13170.0,,,,,,,,,,,,,,,,,,,,,,
2016-06-28,,,,,,,,,,,,,,,,,,,12830.0,12915.0,12950.0,12900.0,12965.0,13035.0,12995.0,,,,,13195.0,,,,,,,,,,,,,,,,,,,,,,
2016-06-29,,,,,,,,,,,,,,,,,,,12950.0,13065.0,13085.0,13125.0,12950.0,13130.0,,13155.0,,,13275.0,13230.0,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,,,,,,,,,,,,,,,,,13110.0,13275.0,13310.0,13325.0,13180.0,13385.0,13210.0,13300.0,13285.0,13230.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-01,,,,,,,,,,,,,,,,,,,13175.0,13270.0,13355.0,13380.0,13345.0,13395.0,13450.0,13410.0,13435.0,13505.0,13505.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-04,,,,,,,,,,,,,,,,,,,13445.0,13585.0,13660.0,13700.0,13765.0,13645.0,13825.0,13900.0,13905.0,13800.0,13780.0,13880.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-05,,,,,,,,,,,,,,,,,,,13380.0,13470.0,13565.0,13595.0,13580.0,13685.0,13710.0,,13585.0,13570.0,,13520.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-06,,,,,,,,,,,,,,,,,,,13060.0,13220.0,13300.0,13300.0,13320.0,13340.0,13230.0,13400.0,13315.0,13425.0,13405.0,13400.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-07,,,,,,,,,,,,,,,,,,,13025.0,13115.0,13200.0,13230.0,,13140.0,13235.0,13250.0,13340.0,13360.0,13430.0,13440.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-08,,,,,,,,,,,,,,,,,,,12915.0,13000.0,13085.0,13090.0,,,,,,13255.0,13285.0,13395.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-11,,,,,,,,,,,,,,,,,,,13000.0,13100.0,13165.0,13245.0,13245.0,13170.0,13305.0,,13245.0,13280.0,13325.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-12,,,,,,,,,,,,,,,,,,,13060.0,13160.0,13225.0,13240.0,13230.0,13290.0,13455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-13,,,,,,,,,,,,,,,,,,,13200.0,13350.0,13445.0,13480.0,13400.0,13520.0,,13625.0,,,,13645.0,,,,,,,,,,,,,,,,,,,,,,
