,Y1501.DCE,Y1503.DCE,Y1505.DCE,Y1507.DCE,Y1508.DCE,Y1509.DCE,Y1511.DCE,Y1512.DCE,Y1601.DCE,Y1603.DCE,Y1605.DCE,Y1607.DCE,Y1608.DCE,Y1609.DCE,Y1611.DCE,Y1612.DCE,Y1701.DCE,Y1703.DCE,Y1705.DCE,Y1707.DCE,Y1708.DCE,Y1709.DCE,Y1711.DCE,Y1712.DCE,Y1801.DCE,Y1803.DCE,Y1805.DCE,Y1807.DCE,Y1808.DCE,Y1809.DCE,Y1811.DCE,Y1812.DCE,Y1901.DCE,Y1903.DCE
2017-09-05,,,,,,,,,,,,,,,,,,,,,,6296.0,,6388.0,6402.0,,6460.0,6510.0,,,,,,
2017-09-06,,,,,,,,,,,,,,,,,,,,,,6290.0,,,6420.0,,6486.0,,,,,,,
2017-09-07,,,,,,,,,,,,,,,,,,,,,,6252.0,,,6398.0,,6462.0,,,,,,,
2017-09-08,,,,,,,,,,,,,,,,,,,,,,6220.0,,,6416.0,,6488.0,,,,,,,
2017-09-11,,,,,,,,,,,,,,,,,,,,,,6212.0,,,6400.0,,6460.0,,,,,,,
2017-09-12,,,,,,,,,,,,,,,,,,,,,,6260.0,,,6392.0,,6456.0,,,,,,,
2017-09-13,,,,,,,,,,,,,,,,,,,,,,,,,6456.0,6542.0,6522.0,,,,,,,
2017-09-14,,,,,,,,,,,,,,,,,,,,,,,,,6424.0,6454.0,6484.0,,6592.0,,,,,
2017-09-15,,,,,,,,,,,,,,,,,,,,,,,6514.0,,6426.0,6490.0,6494.0,,,6568.0,,,,
2017-09-18,,,,,,,,,,,,,,,,,,,,,,,,,6410.0,,6476.0,,6480.0,6538.0,,,,
2017-09-19,,,,,,,,,,,,,,,,,,,,,,,,,6378.0,,6452.0,,,6512.0,,,,
2017-09-20,,,,,,,,,,,,,,,,,,,,,,,,,6356.0,6378.0,6446.0,,,6512.0,,,,
2017-09-21,,,,,,,,,,,,,,,,,,,,,,,,,6350.0,,6440.0,,,6508.0,,,,
2017-09-22,,,,,,,,,,,,,,,,,,,,,,,,,6272.0,6322.0,6368.0,,,6436.0,,,,
2017-09-25,,,,,,,,,,,,,,,,,,,,,,,,,6268.0,,6362.0,,,6440.0,,,,
2017-09-26,,,,,,,,,,,,,,,,,,,,,,,,,6202.0,,6316.0,,,6394.0,,,,
2017-09-27,,,,,,,,,,,,,,,,,,,,,,,,,6212.0,,6330.0,,,6410.0,,,,
2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,6048.0,6164.0,,6280.0,,,6366.0,,,,
2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,6112.0,6138.0,6234.0,,,6320.0,,,,
2017-10-09,,,,,,,,,,,,,,,,,,,,,,,6104.0,,6148.0,,6258.0,,,6324.0,,,,
2017-10-10,,,,,,,,,,,,,,,,,,,,,,,6080.0,,6120.0,6180.0,6230.0,,,6306.0,,,,
2017-10-11,,,,,,,,,,,,,,,,,,,,,,,,,6070.0,,6196.0,,,6268.0,,,,
2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,5998.0,6082.0,,6216.0,,,6284.0,,,,
2017-10-13,,,,,,,,,,,,,,,,,,,,,,,,,6092.0,,6222.0,,,6288.0,,,,
2017-10-16,,,,,,,,,,,,,,,,,,,,,,,,,6124.0,,6254.0,,,6326.0,,,,
2017-10-17,,,,,,,,,,,,,,,,,,,,,,,,6082.0,6128.0,,6270.0,,6306.0,6352.0,,,,
2017-10-18,,,,,,,,,,,,,,,,,,,,,,,6100.0,,6092.0,6120.0,6240.0,,,6320.0,,,,
2017-10-19,,,,,,,,,,,,,,,,,,,,,,,,,6080.0,6100.0,6230.0,,,6306.0,,,,
2017-10-20,,,,,,,,,,,,,,,,,,,,,,,,,6058.0,6072.0,6210.0,,,6292.0,,,,
2017-10-23,,,,,,,,,,,,,,,,,,,,,,,5992.0,,6090.0,6130.0,6256.0,,,6342.0,,,,
2017-10-24,,,,,,,,,,,,,,,,,,,,,,,5990.0,,6096.0,,6254.0,,,6338.0,,,,
2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,6118.0,6158.0,6160.0,6310.0,,,6396.0,,,,
2017-10-26,,,,,,,,,,,,,,,,,,,,,,,,,6138.0,,6298.0,,,6380.0,,,,
2017-10-27,,,,,,,,,,,,,,,,,,,,,,,5990.0,6130.0,6146.0,,6292.0,,,6370.0,,,,
2017-10-30,,,,,,,,,,,,,,,,,,,,,,,,,6182.0,,6338.0,,,6420.0,,,,
2017-10-31,,,,,,,,,,,,,,,,,,,,,,,6146.0,,6156.0,,6314.0,,,6398.0,,,,
2017-11-01,,,,,,,,,,,,,,,,,,,,,,,,6020.0,6142.0,,6296.0,,,6380.0,,,,
2017-11-02,,,,,,,,,,,,,,,,,,,,,,,,,6150.0,,6308.0,,,6396.0,,,,
2017-11-03,,,,,,,,,,,,,,,,,,,,,,,,,6124.0,,6288.0,,,6394.0,,,,
2017-11-06,,,,,,,,,,,,,,,,,,,,,,,,6052.0,6134.0,6168.0,6300.0,,,6406.0,,,,
2017-11-07,,,,,,,,,,,,,,,,,,,,,,,,,6156.0,6180.0,6324.0,,,6430.0,,,,
2017-11-08,,,,,,,,,,,,,,,,,,,,,,,,,6158.0,,6324.0,,,6426.0,,,,
2017-11-09,,,,,,,,,,,,,,,,,,,,,,,,,6168.0,6160.0,6358.0,6438.0,,6462.0,,,,
2017-11-10,,,,,,,,,,,,,,,,,,,,,,,,,6152.0,6152.0,6330.0,6388.0,,6426.0,,,,
2017-11-13,,,,,,,,,,,,,,,,,,,,,,,,6060.0,6098.0,6176.0,6274.0,,,6378.0,,,,
2017-11-14,,,,,,,,,,,,,,,,,,,,,,,,,6064.0,6080.0,6242.0,,,6336.0,,,,
2017-11-15,,,,,,,,,,,,,,,,,,,,,,,,,6036.0,6106.0,6210.0,,,6300.0,,,,
2017-11-16,,,,,,,,,,,,,,,,,,,,,,,,5982.0,6026.0,6030.0,6194.0,,6194.0,6274.0,,,,
2017-11-17,,,,,,,,,,,,,,,,,,,,,,,,,6008.0,,6170.0,,,6264.0,,,,
2017-11-20,,,,,,,,,,,,,,,,,,,,,,,,,5974.0,,6136.0,,,6226.0,,,,
2017-11-21,,,,,,,,,,,,,,,,,,,,,,,,5702.0,5922.0,6008.0,6104.0,6148.0,,6210.0,,,,
2017-11-22,,,,,,,,,,,,,,,,,,,,,,,,5808.0,5936.0,,6112.0,,,6230.0,6292.0,,,
2017-11-23,,,,,,,,,,,,,,,,,,,,,,,,,5944.0,6002.0,6118.0,,,6234.0,,,,
2017-11-24,,,,,,,,,,,,,,,,,,,,,,,,,5948.0,6022.0,6140.0,,,6260.0,6220.0,,,
2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,5944.0,,6140.0,,,6260.0,,,,
2017-11-28,,,,,,,,,,,,,,,,,,,,,,,,5808.0,5896.0,,6084.0,,,6206.0,,,,
2017-11-29,,,,,,,,,,,,,,,,,,,,,,,,,5884.0,5962.0,6064.0,6070.0,,6196.0,,,,
2017-11-30,,,,,,,,,,,,,,,,,,,,,,,,5808.0,5874.0,,6068.0,,,6194.0,,,,
2017-12-01,,,,,,,,,,,,,,,,,,,,,,,,,5886.0,,6074.0,,,6204.0,,,,
2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,5892.0,,6066.0,,,6214.0,,,,
2017-12-05,,,,,,,,,,,,,,,,,,,,,,,,,5876.0,,6064.0,,,6204.0,,,,
2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,5832.0,,6012.0,,,6160.0,,,,
2017-12-07,,,,,,,,,,,,,,,,,,,,,,,,,5820.0,,5990.0,,,6128.0,,,,
2017-12-08,,,,,,,,,,,,,,,,,,,,,,,,,5800.0,,5902.0,,,6052.0,,,,
2017-12-11,,,,,,,,,,,,,,,,,,,,,,,,,5712.0,,5908.0,,,6056.0,6002.0,,,
2017-12-12,,,,,,,,,,,,,,,,,,,,,,,,,5728.0,5912.0,5936.0,,5976.0,6080.0,,,,
2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,5716.0,,5918.0,,,6064.0,6098.0,,,
2017-12-14,,,,,,,,,,,,,,,,,,,,,,,,,5704.0,,5896.0,5928.0,5982.0,6044.0,6090.0,,,
2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,5620.0,,5828.0,,,5980.0,,,,
2017-12-18,,,,,,,,,,,,,,,,,,,,,,,,,5632.0,,5848.0,,,6028.0,6010.0,,,
2017-12-19,,,,,,,,,,,,,,,,,,,,,,,,,5614.0,,5828.0,,,5986.0,6000.0,,,
2017-12-20,,,,,,,,,,,,,,,,,,,,,,,,,5572.0,,5800.0,5896.0,,5958.0,,,,
2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,5546.0,5562.0,5806.0,,,5960.0,5970.0,,,
2017-12-22,,,,,,,,,,,,,,,,,,,,,,,,,5402.0,5552.0,5686.0,,,5860.0,5820.0,,,
2017-12-25,,,,,,,,,,,,,,,,,,,,,,,,,5336.0,5470.0,5670.0,,,5834.0,,,,
2017-12-26,,,,,,,,,,,,,,,,,,,,,,,,,5344.0,5524.0,5680.0,,,5844.0,,,,
2017-12-27,,,,,,,,,,,,,,,,,,,,,,,,,5360.0,5494.0,5718.0,,,5870.0,,,,
2017-12-28,,,,,,,,,,,,,,,,,,,,,,,,,5374.0,5480.0,5734.0,,,5884.0,5972.0,,,
2017-12-29,,,,,,,,,,,,,,,,,,,,,,,,,5338.0,5462.0,5702.0,,,5852.0,5946.0,,,
2018-01-02,,,,,,,,,,,,,,,,,,,,,,,,,5394.0,5482.0,5798.0,,,5944.0,6016.0,,,
2018-01-03,,,,,,,,,,,,,,,,,,,,,,,,,5400.0,5486.0,5792.0,,,5940.0,,,,
2018-01-04,,,,,,,,,,,,,,,,,,,,,,,,,5440.0,5592.0,5826.0,,5928.0,5974.0,6016.0,6006.0,,
2018-01-05,,,,,,,,,,,,,,,,,,,,,,,,,5492.0,5550.0,5850.0,,5928.0,5990.0,,,,
2018-01-08,,,,,,,,,,,,,,,,,,,,,,,,,5416.0,5524.0,5822.0,,5868.0,5956.0,,,,
2018-01-09,,,,,,,,,,,,,,,,,,,,,,,,,5422.0,5536.0,5794.0,,,5938.0,,,,
2018-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,5550.0,5822.0,,,5960.0,,,,
2018-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,5562.0,5816.0,5938.0,,5960.0,,,,
2018-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,5794.0,5866.0,,5926.0,5982.0,,,
2018-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,5500.0,5760.0,,5864.0,5898.0,5978.0,,,
2018-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,5770.0,5822.0,5848.0,5906.0,5974.0,,6012.0,
2018-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,5560.0,5764.0,,,5892.0,5968.0,,6004.0,
2018-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,5526.0,5726.0,,,5866.0,,,5998.0,
2018-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,5722.0,,,5860.0,,,5968.0,
2018-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,5756.0,,5816.0,5890.0,,,6000.0,
2018-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,5782.0,,5856.0,5914.0,5988.0,,6022.0,
2018-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,5796.0,,5876.0,5930.0,6028.0,,6030.0,
2018-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,5796.0,,,5928.0,,,6022.0,
2018-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,5698.0,5816.0,,,5952.0,,,6056.0,
2018-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,5832.0,,,5970.0,,,6076.0,
2018-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,5822.0,,,5964.0,,,6042.0,
2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,5764.0,,,5904.0,,,6008.0,
2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,5450.0,5752.0,,,5888.0,,,5992.0,
2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,5512.0,5714.0,,,5854.0,,,5966.0,
2018-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,5640.0,,,5780.0,,,5902.0,
2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,5352.0,5628.0,,,5770.0,,,5900.0,
2018-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,5264.0,5670.0,,,5810.0,,5948.0,5932.0,
2018-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,5650.0,,,5794.0,,5754.0,5930.0,
2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,5664.0,,,5806.0,,,5940.0,
2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,5038.0,5660.0,5792.0,,5796.0,,,5932.0,
2018-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,5680.0,5646.0,,5810.0,,,5938.0,
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,5662.0,,,5798.0,,,5930.0,
2018-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,5068.0,5686.0,,5760.0,5834.0,,,5978.0,
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,5250.0,5754.0,,,5898.0,,,6034.0,
2018-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,5350.0,5798.0,,,5946.0,5996.0,,6082.0,
2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,5794.0,,5842.0,5942.0,6050.0,6116.0,6076.0,
2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,5350.0,5810.0,,,5958.0,,6104.0,6094.0,
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,5038.0,5808.0,,,5958.0,6036.0,5948.0,6092.0,
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,5892.0,5992.0,,6052.0,6080.0,,6180.0,
2018-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,5886.0,5864.0,,6038.0,6098.0,,6164.0,
2018-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,5890.0,5968.0,,6042.0,,,6166.0,
2018-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,5852.0,,,6000.0,,,6134.0,
2018-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,5764.0,5866.0,5884.0,5918.0,,6080.0,6052.0,
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,5760.0,5836.0,5860.0,5912.0,5936.0,,6036.0,
2018-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,5696.0,5788.0,,5838.0,,,5970.0,
2018-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,5720.0,5818.0,,5866.0,,,5984.0,
2018-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,5742.0,,,5892.0,5984.0,6078.0,6020.0,
2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,5728.0,,,5874.0,,,5998.0,
2018-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,5720.0,,,5864.0,,,5996.0,
2018-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,5702.0,,,5850.0,,,5984.0,
2018-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,5692.0,,,5838.0,5902.0,,5974.0,
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,5682.0,,5850.0,5832.0,,,5968.0,
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,5702.0,,5808.0,5860.0,,,5994.0,
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,5720.0,6028.0,5782.0,5884.0,5932.0,,6020.0,
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,5698.0,5794.0,,5874.0,,,6014.0,
2018-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,5724.0,5826.0,,5902.0,,,6260.0,
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,5646.0,5744.0,,5816.0,,,5962.0,
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,5630.0,,,5788.0,,5930.0,5932.0,
2018-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,5662.0,5836.0,5862.0,5848.0,,5956.0,5988.0,
2018-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,5740.0,5876.0,5894.0,5916.0,6046.0,,6052.0,
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,5726.0,,5896.0,5906.0,5942.0,,6046.0,
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,5784.0,5894.0,,5962.0,6030.0,,6110.0,
2018-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,6010.0,,6052.0,6198.0,6160.0,,6380.0,6472.0
2018-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,5826.0,5900.0,,5992.0,,,6142.0,6220.0
2018-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,5820.0,,,5986.0,,,6116.0,6270.0
2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,5760.0,5810.0,,5914.0,,6040.0,6052.0,
2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,5702.0,,5900.0,5852.0,5958.0,,5994.0,
2018-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,5710.0,5780.0,5870.0,5856.0,,,6002.0,
2018-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,5678.0,,5870.0,5830.0,5844.0,5938.0,5980.0,
2018-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,5696.0,5774.0,,5830.0,,,5978.0,
2018-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,5672.0,5802.0,5826.0,5832.0,,,5976.0,
2018-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,5678.0,5834.0,,5846.0,5950.0,,6002.0,
2018-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,5682.0,5780.0,,5862.0,,,6018.0,
2018-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,5638.0,5736.0,5828.0,5824.0,,,5980.0,
2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,15268.0,10.0,0.0,286454.0,0.0,0.0,22404.0,8.0
