,T1509.CFE,T1512.CFE,T1603.CFE,T1606.CFE,T1609.CFE,T1612.CFE,T1703.CFE,T1706.CFE,T1709.CFE,T1712.CFE,T1803.CFE,T1806.CFE,T1809.CFE,T1812.CFE
2016-12-20,,,,,,,94.97,93.9,93.37,,,,,
2016-12-21,,,,,,,96.52,95.525,94.875,,,,,
2016-12-22,,,,,,,96.99,96.055,95.38,,,,,
2016-12-23,,,,,,,96.97,96.055,95.35,,,,,
2016-12-26,,,,,,,96.8,95.705,95.06,,,,,
2016-12-27,,,,,,,96.67,95.58,94.855,,,,,
2016-12-28,,,,,,,96.73,95.55,94.86,,,,,
2016-12-29,,,,,,,97.675,96.5,95.635,,,,,
2016-12-30,,,,,,,97.98,96.9,96.02,,,,,
2017-01-03,,,,,,,97.555,96.4,95.58,,,,,
2017-01-04,,,,,,,97.65,96.145,95.37,,,,,
2017-01-05,,,,,,,97.48,96.03,95.195,,,,,
2017-01-06,,,,,,,97.69,96.4,95.5,,,,,
2017-01-09,,,,,,,97.68,96.51,95.875,,,,,
2017-01-10,,,,,,,97.89,96.715,95.825,,,,,
2017-01-11,,,,,,,97.57,96.425,95.52,,,,,
2017-01-12,,,,,,,97.66,96.42,95.64,,,,,
2017-01-13,,,,,,,97.61,96.29,95.515,,,,,
2017-01-16,,,,,,,97.72,96.4,95.6,,,,,
2017-01-17,,,,,,,96.83,95.39,94.665,,,,,
2017-01-18,,,,,,,96.945,95.57,94.715,,,,,
2017-01-19,,,,,,,97.05,95.6,94.75,,,,,
2017-01-20,,,,,,,97.375,95.98,95.015,,,,,
2017-01-23,,,,,,,97.31,95.84,94.915,,,,,
2017-01-24,,,,,,,97.345,95.98,95.0,,,,,
2017-01-25,,,,,,,96.23,94.765,94.005,,,,,
2017-01-26,,,,,,,96.15,94.67,93.955,,,,,
2017-02-03,,,,,,,96.145,94.52,93.57,,,,,
2017-02-06,,,,,,,95.6,93.765,92.8,,,,,
2017-02-07,,,,,,,97.23,93.805,92.755,,,,,
2017-02-08,,,,,,,95.75,94.18,93.21,,,,,
2017-02-09,,,,,,,96.005,94.635,93.625,,,,,
2017-02-10,,,,,,,96.08,94.52,93.49,,,,,
2017-02-13,,,,,,,96.33,94.79,94.085,,,,,
2017-02-14,,,,,,,96.385,94.9,93.86,,,,,
2017-02-15,,,,,,,96.09,94.45,93.435,,,,,
2017-02-16,,,,,,,96.585,95.145,93.93,,,,,
2017-02-17,,,,,,,96.83,95.375,94.235,,,,,
2017-02-20,,,,,,,97.4,95.66,94.5,,,,,
2017-02-21,,,,,,,97.33,95.55,94.405,,,,,
2017-02-22,,,,,,,97.285,95.67,94.41,,,,,
2017-02-23,,,,,,,97.55,95.93,94.76,,,,,
2017-02-24,,,,,,,97.635,95.96,94.9,,,,,
2017-02-27,,,,,,,97.8,96.115,95.115,,,,,
2017-02-28,,,,,,,97.4,95.915,94.855,,,,,
2017-03-01,,,,,,,97.25,95.74,94.775,,,,,
2017-03-02,,,,,,,96.7,95.3,94.28,,,,,
2017-03-03,,,,,,,,95.32,94.28,,,,,
2017-03-06,,,,,,,96.3,95.085,94.03,,,,,
2017-03-07,,,,,,,,95.195,94.05,,,,,
2017-03-08,,,,,,,97.0,95.235,94.09,,,,,
2017-03-09,,,,,,,,95.04,93.9,,,,,
2017-03-10,,,,,,,,94.75,93.605,,,,,
2017-03-13,,,,,,,,95.68,94.5,93.615,,,,
2017-03-14,,,,,,,,95.61,94.45,93.6,,,,
2017-03-15,,,,,,,,95.71,94.535,93.62,,,,
2017-03-16,,,,,,,,96.68,95.465,94.555,,,,
2017-03-17,,,,,,,,96.525,95.285,94.335,,,,
2017-03-20,,,,,,,,96.545,95.4,94.405,,,,
2017-03-21,,,,,,,,96.62,95.58,94.635,,,,
2017-03-22,,,,,,,,96.765,95.765,94.885,,,,
2017-03-23,,,,,,,,96.775,95.8,94.95,,,,
2017-03-24,,,,,,,,97.45,96.58,95.78,,,,
2017-03-27,,,,,,,,97.44,96.58,95.765,,,,
2017-03-28,,,,,,,,97.48,96.595,95.78,,,,
2017-03-29,,,,,,,,97.285,96.35,95.505,,,,
2017-03-30,,,,,,,,96.99,96.02,95.205,,,,
2017-03-31,,,,,,,,97.15,96.13,95.3,,,,
2017-04-05,,,,,,,,97.225,96.25,95.37,,,,
2017-04-06,,,,,,,,96.82,95.89,95.14,,,,
2017-04-07,,,,,,,,97.165,96.275,95.48,,,,
2017-04-10,,,,,,,,97.12,96.195,95.315,,,,
2017-04-11,,,,,,,,97.0,96.08,95.3,,,,
2017-04-12,,,,,,,,97.18,96.25,95.45,,,,
2017-04-13,,,,,,,,97.075,96.19,95.485,,,,
2017-04-14,,,,,,,,97.0,96.13,95.41,,,,
2017-04-17,,,,,,,,96.58,95.73,95.115,,,,
2017-04-18,,,,,,,,96.255,95.295,94.66,,,,
2017-04-19,,,,,,,,96.37,95.405,94.75,,,,
2017-04-20,,,,,,,,96.35,95.44,94.76,,,,
2017-04-21,,,,,,,,96.24,95.38,94.75,,,,
2017-04-24,,,,,,,,95.78,94.95,94.35,,,,
2017-04-25,,,,,,,,95.96,95.155,94.5,,,,
2017-04-26,,,,,,,,96.08,95.245,94.615,,,,
2017-04-27,,,,,,,,96.25,95.38,94.73,,,,
2017-04-28,,,,,,,,96.105,95.28,94.66,,,,
2017-05-02,,,,,,,,96.13,95.405,94.77,,,,
2017-05-03,,,,,,,,95.775,95.06,94.465,,,,
2017-05-04,,,,,,,,95.78,95.13,94.465,,,,
2017-05-05,,,,,,,,95.36,94.855,94.32,,,,
2017-05-08,,,,,,,,95.325,94.7,94.2,,,,
2017-05-09,,,,,,,,95.075,94.35,93.91,,,,
2017-05-10,,,,,,,,94.94,94.27,93.835,,,,
2017-05-11,,,,,,,,94.87,94.41,94.015,,,,
2017-05-12,,,,,,,,94.995,94.64,94.22,,,,
2017-05-15,,,,,,,,95.125,94.75,94.265,,,,
2017-05-16,,,,,,,,94.89,94.505,94.18,,,,
2017-05-17,,,,,,,,94.945,94.525,94.16,,,,
2017-05-18,,,,,,,,95.065,94.875,94.635,,,,
2017-05-19,,,,,,,,94.88,94.755,94.54,,,,
2017-05-22,,,,,,,,94.69,94.595,94.4,,,,
2017-05-23,,,,,,,,94.47,94.335,94.18,,,,
2017-05-24,,,,,,,,94.58,94.41,94.38,,,,
2017-05-25,,,,,,,,94.675,94.535,94.52,,,,
2017-05-26,,,,,,,,94.405,94.35,94.35,,,,
2017-05-31,,,,,,,,95.275,94.74,94.67,,,,
2017-06-01,,,,,,,,,94.85,94.765,,,,
2017-06-02,,,,,,,,,94.85,94.715,,,,
2017-06-05,,,,,,,,94.5,95.18,95.06,,,,
2017-06-06,,,,,,,,,95.11,95.025,,,,
2017-06-07,,,,,,,,,95.01,94.935,,,,
2017-06-08,,,,,,,,,95.03,94.935,,,,
2017-06-09,,,,,,,,,95.11,95.055,,,,
2017-06-12,,,,,,,,,95.45,95.395,95.4,,,
2017-06-13,,,,,,,,,95.645,95.54,95.475,,,
2017-06-14,,,,,,,,,95.625,95.5,95.495,,,
2017-06-15,,,,,,,,,95.86,95.725,95.55,,,
2017-06-16,,,,,,,,,95.46,95.36,95.275,,,
2017-06-19,,,,,,,,,95.985,95.845,95.6,,,
2017-06-20,,,,,,,,,96.095,95.9,95.665,,,
2017-06-21,,,,,,,,,95.9,95.75,96.325,,,
2017-06-22,,,,,,,,,95.525,95.41,95.36,,,
2017-06-23,,,,,,,,,95.505,95.41,95.29,,,
2017-06-26,,,,,,,,,95.79,95.705,95.61,,,
2017-06-27,,,,,,,,,95.93,95.795,95.695,,,
2017-06-28,,,,,,,,,95.8,95.69,95.51,,,
2017-06-29,,,,,,,,,95.69,95.59,95.41,,,
2017-06-30,,,,,,,,,95.33,95.265,95.1,,,
2017-07-03,,,,,,,,,95.39,95.315,95.04,,,
2017-07-04,,,,,,,,,95.065,95.195,94.955,,,
2017-07-05,,,,,,,,,95.265,95.235,95.14,,,
2017-07-06,,,,,,,,,95.465,95.45,95.345,,,
2017-07-07,,,,,,,,,95.435,95.4,95.275,,,
2017-07-10,,,,,,,,,95.3,95.25,95.095,,,
2017-07-11,,,,,,,,,95.35,95.28,95.16,,,
2017-07-12,,,,,,,,,95.48,95.42,95.3,,,
2017-07-13,,,,,,,,,95.575,95.51,95.435,,,
2017-07-14,,,,,,,,,95.4,95.43,95.325,,,
2017-07-17,,,,,,,,,95.66,95.695,95.605,,,
2017-07-18,,,,,,,,,95.3,95.315,95.295,,,
2017-07-19,,,,,,,,,95.28,95.3,95.25,,,
2017-07-20,,,,,,,,,95.375,95.35,95.305,,,
2017-07-21,,,,,,,,,95.44,95.425,95.345,,,
2017-07-24,,,,,,,,,95.355,95.335,95.255,,,
2017-07-25,,,,,,,,,95.385,95.33,95.28,,,
2017-07-26,,,,,,,,,95.09,95.065,95.065,,,
2017-07-27,,,,,,,,,95.09,95.08,94.985,,,
2017-07-28,,,,,,,,,95.07,95.075,95.035,,,
2017-07-31,,,,,,,,,94.98,95.05,94.95,,,
2017-08-01,,,,,,,,,94.77,94.855,94.77,,,
2017-08-02,,,,,,,,,94.77,94.815,94.8,,,
2017-08-03,,,,,,,,,94.79,94.825,94.845,,,
2017-08-04,,,,,,,,,94.875,94.875,94.94,,,
2017-08-07,,,,,,,,,94.64,94.62,94.75,,,
2017-08-08,,,,,,,,,94.575,94.43,94.465,,,
2017-08-09,,,,,,,,,94.565,94.475,94.51,,,
2017-08-10,,,,,,,,,94.725,94.555,94.6,,,
2017-08-11,,,,,,,,,94.885,94.76,94.755,,,
2017-08-14,,,,,,,,,95.085,94.96,95.0,,,
2017-08-15,,,,,,,,,95.165,95.085,95.105,,,
2017-08-16,,,,,,,,,95.07,94.97,94.98,,,
2017-08-17,,,,,,,,,95.1,94.985,94.945,,,
2017-08-18,,,,,,,,,95.155,95.11,95.09,,,
2017-08-21,,,,,,,,,94.94,94.89,94.925,,,
2017-08-22,,,,,,,,,94.94,94.87,94.855,,,
2017-08-23,,,,,,,,,94.92,94.95,94.94,,,
2017-08-24,,,,,,,,,94.675,94.785,94.77,,,
2017-08-25,,,,,,,,,94.59,94.735,94.68,,,
2017-08-28,,,,,,,,,94.52,94.67,94.685,,,
2017-08-29,,,,,,,,,94.46,94.695,94.66,,,
2017-08-30,,,,,,,,,94.59,94.78,94.79,,,
2017-08-31,,,,,,,,,94.57,94.87,94.88,,,
2017-09-01,,,,,,,,,94.65,94.85,94.87,,,
2017-09-04,,,,,,,,,94.6,94.805,94.84,,,
2017-09-05,,,,,,,,,94.3,94.68,94.775,,,
2017-09-06,,,,,,,,,94.37,94.74,94.735,,,
2017-09-07,,,,,,,,,,95.01,95.0,,,
2017-09-08,,,,,,,,,,95.26,95.215,,,
2017-09-11,,,,,,,,,,95.195,95.205,,,
2017-09-12,,,,,,,,,,95.225,95.245,95.155,,
2017-09-13,,,,,,,,,,95.16,95.19,95.15,,
2017-09-14,,,,,,,,,,95.405,95.485,,,
2017-09-15,,,,,,,,,,95.465,95.53,,,
2017-09-18,,,,,,,,,,95.395,95.425,95.9,,
2017-09-19,,,,,,,,,,95.22,95.35,95.4,,
2017-09-20,,,,,,,,,,95.23,95.305,95.395,,
2017-09-21,,,,,,,,,,95.2,95.315,95.39,,
2017-09-22,,,,,,,,,,95.14,95.28,95.375,,
2017-09-25,,,,,,,,,,95.335,95.485,95.52,,
2017-09-26,,,,,,,,,,95.26,95.41,95.48,,
2017-09-27,,,,,,,,,,95.18,95.41,96.27,,
2017-09-28,,,,,,,,,,95.3,95.5,95.535,,
2017-09-29,,,,,,,,,,95.33,95.5,95.51,,
2017-10-09,,,,,,,,,,95.17,95.545,95.445,,
2017-10-10,,,,,,,,,,94.995,95.255,95.31,,
2017-10-11,,,,,,,,,,94.985,95.27,,,
2017-10-12,,,,,,,,,,94.95,95.22,95.28,,
2017-10-13,,,,,,,,,,94.77,95.045,95.12,,
2017-10-16,,,,,,,,,,94.44,94.905,94.99,,
2017-10-17,,,,,,,,,,94.385,94.69,94.8,,
2017-10-18,,,,,,,,,,94.17,94.375,94.415,,
2017-10-19,,,,,,,,,,94.5,94.62,,,
2017-10-20,,,,,,,,,,94.315,94.47,94.6,,
2017-10-23,,,,,,,,,,94.205,94.365,94.58,,
2017-10-24,,,,,,,,,,94.22,94.36,94.405,,
2017-10-25,,,,,,,,,,94.075,94.2,94.295,,
2017-10-26,,,,,,,,,,93.78,93.9,93.975,,
2017-10-27,,,,,,,,,,93.76,93.855,93.78,,
2017-10-30,,,,,,,,,,93.085,93.25,93.525,,
2017-10-31,,,,,,,,,,92.88,92.98,93.1,,
2017-11-01,,,,,,,,,,93.085,93.13,93.22,,
2017-11-02,,,,,,,,,,93.07,93.05,93.09,,
2017-11-03,,,,,,,,,,92.985,92.9,92.995,,
2017-11-06,,,,,,,,,,93.105,92.96,93.05,,
2017-11-07,,,,,,,,,,93.06,92.95,93.06,,
2017-11-08,,,,,,,,,,92.97,93.025,93.165,,
2017-11-09,,,,,,,,,,92.99,93.05,93.18,,
2017-11-10,,,,,,,,,,92.82,92.87,93.005,,
2017-11-13,,,,,,,,,,92.755,92.75,92.895,,
2017-11-14,,,,,,,,,,92.375,92.45,92.685,,
2017-11-15,,,,,,,,,,92.505,92.59,92.77,,
2017-11-16,,,,,,,,,,92.58,92.825,93.085,,
2017-11-17,,,,,,,,,,92.59,92.795,92.995,,
2017-11-20,,,,,,,,,,92.685,92.88,93.14,,
2017-11-21,,,,,,,,,,92.335,92.65,92.91,,
2017-11-22,,,,,,,,,,92.02,92.34,92.75,,
2017-11-23,,,,,,,,,,92.045,92.355,92.6,,
2017-11-24,,,,,,,,,,92.175,92.55,92.78,,
2017-11-27,,,,,,,,,,92.23,92.605,92.82,,
2017-11-28,,,,,,,,,,92.15,92.575,92.795,,
2017-11-29,,,,,,,,,,92.545,93.03,93.26,,
2017-11-30,,,,,,,,,,92.6,93.12,93.33,,
2017-12-01,,,,,,,,,,92.7,93.195,93.365,,
2017-12-04,,,,,,,,,,,93.1,93.275,,
2017-12-05,,,,,,,,,,,93.27,93.365,,
2017-12-06,,,,,,,,,,,93.11,93.27,,
2017-12-07,,,,,,,,,,,93.085,93.28,,
2017-12-08,,,,,,,,,,,92.965,93.195,,
2017-12-11,,,,,,,,,,,92.715,92.94,,
2017-12-12,,,,,,,,,,,92.555,92.78,,
2017-12-13,,,,,,,,,,,92.535,92.74,,
2017-12-14,,,,,,,,,,,92.755,92.975,,
2017-12-15,,,,,,,,,,,92.98,93.15,,
2017-12-18,,,,,,,,,,,93.12,93.295,,
2017-12-19,,,,,,,,,,,92.985,93.19,,
2017-12-20,,,,,,,,,,,92.905,93.1,,
2017-12-21,,,,,,,,,,,92.9,93.075,,
2017-12-22,,,,,,,,,,,93.235,93.39,93.33,
2017-12-25,,,,,,,,,,,93.295,93.455,,
2017-12-26,,,,,,,,,,,93.135,93.325,,
2017-12-27,,,,,,,,,,,93.03,93.21,,
2017-12-28,,,,,,,,,,,93.25,93.43,94.08,
2017-12-29,,,,,,,,,,,93.23,93.405,93.54,
2018-01-02,,,,,,,,,,,93.2,93.36,93.22,
2018-01-03,,,,,,,,,,,92.755,92.98,93.16,
2018-01-04,,,,,,,,,,,92.545,92.715,93.14,
2018-01-05,,,,,,,,,,,92.575,92.99,92.985,
2018-01-08,,,,,,,,,,,92.69,92.84,92.99,
2018-01-09,,,,,,,,,,,92.735,92.875,93.095,
2018-01-10,,,,,,,,,,,92.615,92.76,92.9,
2018-01-11,,,,,,,,,,,92.41,92.57,92.61,
2018-01-12,,,,,,,,,,,92.325,92.39,92.57,
2018-01-15,,,,,,,,,,,92.15,92.3,92.35,
2018-01-16,,,,,,,,,,,92.175,92.205,92.3,
2018-01-17,,,,,,,,,,,92.065,92.11,92.27,
2018-01-18,,,,,,,,,,,91.74,91.825,92.005,
2018-01-19,,,,,,,,,,,91.665,91.71,91.835,
2018-01-22,,,,,,,,,,,91.82,91.815,91.905,
2018-01-23,,,,,,,,,,,91.925,91.9,91.95,
2018-01-24,,,,,,,,,,,91.95,91.95,92.05,
2018-01-25,,,,,,,,,,,91.89,91.895,91.99,
2018-01-26,,,,,,,,,,,91.975,91.975,92.1,
2018-01-29,,,,,,,,,,,92.01,92.05,92.175,
2018-01-30,,,,,,,,,,,91.885,91.975,92.165,
2018-01-31,,,,,,,,,,,91.995,92.08,92.165,
2018-02-01,,,,,,,,,,,92.195,92.21,92.3,
2018-02-02,,,,,,,,,,,92.11,92.155,92.285,
2018-02-05,,,,,,,,,,,92.0,92.0,92.14,
2018-02-06,,,,,,,,,,,92.25,92.25,92.39,
2018-02-07,,,,,,,,,,,92.1,92.15,92.23,
2018-02-08,,,,,,,,,,,92.22,92.265,92.37,
2018-02-09,,,,,,,,,,,92.095,92.105,92.21,
2018-02-12,,,,,,,,,,,92.175,92.13,92.475,
2018-02-13,,,,,,,,,,,92.235,92.2,92.295,
2018-02-14,,,,,,,,,,,92.105,92.075,92.175,
2018-02-22,,,,,,,,,,,91.85,91.83,92.02,
2018-02-23,,,,,,,,,,,91.84,91.85,91.99,
2018-02-26,,,,,,,,,,,92.435,92.39,92.485,
2018-02-27,,,,,,,,,,,92.71,92.735,92.85,
2018-02-28,,,,,,,,,,,92.7,92.78,92.87,
2018-03-01,,,,,,,,,,,92.7,92.845,92.9,
2018-03-02,,,,,,,,,,,,92.7,92.765,
2018-03-05,,,,,,,,,,,,92.73,92.77,
2018-03-06,,,,,,,,,,,,92.99,93.055,
2018-03-07,,,,,,,,,,,,93.04,93.07,
2018-03-08,,,,,,,,,,,,93.15,93.175,
2018-03-09,,,,,,,,,,,,93.095,93.155,
2018-03-12,,,,,,,,,,,,93.07,93.125,
2018-03-13,,,,,,,,,,,,92.97,93.025,
2018-03-14,,,,,,,,,,,,92.84,92.895,93.745
2018-03-15,,,,,,,,,,,,92.865,92.94,93.055
2018-03-16,,,,,,,,,,,,92.975,93.05,
2018-03-19,,,,,,,,,,,,92.94,93.0,
2018-03-20,,,,,,,,,,,,93.25,93.265,93.305
2018-03-21,,,,,,,,,,,,93.28,93.31,
2018-03-22,,,,,,,,,,,,93.475,93.505,93.585
2018-03-23,,,,,,,,,,,,94.225,94.25,94.01
2018-03-26,,,,,,,,,,,,93.89,93.96,93.99
2018-03-27,,,,,,,,,,,,93.78,93.845,
2018-03-28,,,,,,,,,,,,94.05,94.09,93.915
2018-03-29,,,,,,,,,,,,93.765,93.805,
2018-03-30,,,,,,,,,,,,93.9,93.955,
2018-04-02,,,,,,,,,,,,93.715,93.76,
2018-04-03,,,,,,,,,,,,93.805,93.85,
2018-04-04,,,,,,,,,,,,93.64,93.73,93.815
2018-04-09,,,,,,,,,,,,93.93,93.98,
2018-04-10,,,,,,,,,,,,93.785,93.835,
2018-04-11,,,,,,,,,,,,93.765,93.845,
2018-04-12,,,,,,,,,,,,93.9,93.965,
2018-04-13,,,,,,,,,,,,93.945,93.965,94.0
2018-04-16,,,,,,,,,,,,94.365,94.36,94.33
2018-04-17,,,,,,,,,,,,94.43,94.4,94.34
2018-04-18,,,,,,,,,,,,95.775,95.64,95.435
2018-04-19,,,,,,,,,,,,95.28,95.21,95.185
2018-04-20,,,,,,,,,,,,95.215,95.15,95.09
2018-04-23,,,,,,,,,,,,95.02,94.955,94.93
2018-04-24,,,,,,,,,,,,95.02,94.98,94.95
2018-04-25,,,,,,,,,,,,34648.0,1322.0,14.0
