,T1509.CFE,T1512.CFE,T1603.CFE,T1606.CFE,T1609.CFE,T1612.CFE,T1703.CFE,T1706.CFE,T1709.CFE,T1712.CFE,T1803.CFE,T1806.CFE,T1809.CFE,T1812.CFE
2015-04-03,96.375,,,,,,,,,,,,,
2015-04-07,96.31,96.41,97.2,,,,,,,,,,,
2015-04-08,96.1,96.08,96.835,,,,,,,,,,,
2015-04-09,95.4,95.875,96.975,,,,,,,,,,,
2015-04-10,95.415,,,,,,,,,,,,,
2015-04-13,95.68,96.03,96.38,,,,,,,,,,,
2015-04-14,96.0,96.3,96.7,,,,,,,,,,,
2015-04-15,96.285,96.415,96.88,,,,,,,,,,,
2015-04-16,96.735,,,,,,,,,,,,,
2015-04-17,96.5,96.8,,,,,,,,,,,,
2015-04-20,97.275,97.7,98.395,,,,,,,,,,,
2015-04-21,97.95,98.1,,,,,,,,,,,,
2015-04-22,97.615,98.12,98.1,,,,,,,,,,,
2015-04-23,97.455,97.995,98.465,,,,,,,,,,,
2015-04-24,97.255,97.625,98.06,,,,,,,,,,,
2015-04-27,97.85,98.16,98.205,,,,,,,,,,,
2015-04-28,97.84,98.285,98.25,,,,,,,,,,,
2015-04-29,97.775,98.09,,,,,,,,,,,,
2015-04-30,98.1,98.385,98.595,,,,,,,,,,,
2015-05-04,97.91,98.105,,,,,,,,,,,,
2015-05-05,97.675,,98.095,,,,,,,,,,,
2015-05-06,97.47,98.005,97.955,,,,,,,,,,,
2015-05-07,97.37,97.74,97.995,,,,,,,,,,,
2015-05-08,97.615,97.95,,,,,,,,,,,,
2015-05-11,97.5,98.1,98.1,,,,,,,,,,,
2015-05-12,97.46,97.48,97.865,,,,,,,,,,,
2015-05-13,97.35,97.7,98.18,,,,,,,,,,,
2015-05-14,97.53,97.985,,,,,,,,,,,,
2015-05-15,97.345,97.71,,,,,,,,,,,,
2015-05-18,97.29,97.725,97.715,,,,,,,,,,,
2015-05-19,96.84,97.42,97.735,,,,,,,,,,,
2015-05-20,96.915,97.43,97.875,,,,,,,,,,,
2015-05-21,96.9,97.35,,,,,,,,,,,,
2015-05-22,96.81,97.455,,,,,,,,,,,,
2015-05-25,96.825,97.355,,,,,,,,,,,,
2015-05-26,96.505,96.98,97.165,,,,,,,,,,,
2015-05-27,95.965,96.41,,,,,,,,,,,,
2015-05-28,95.74,96.26,96.115,,,,,,,,,,,
2015-05-29,95.145,95.65,,,,,,,,,,,,
2015-06-01,94.96,95.55,95.555,,,,,,,,,,,
2015-06-02,95.1,95.745,95.555,,,,,,,,,,,
2015-06-03,95.4,95.7,95.9,,,,,,,,,,,
2015-06-04,95.265,95.82,95.91,,,,,,,,,,,
2015-06-05,95.37,95.88,96.4,,,,,,,,,,,
2015-06-08,95.62,96.09,,,,,,,,,,,,
2015-06-09,95.68,96.15,96.5,,,,,,,,,,,
2015-06-10,95.435,95.935,96.18,,,,,,,,,,,
2015-06-11,95.055,96.48,96.16,,,,,,,,,,,
2015-06-12,95.05,95.64,95.605,,,,,,,,,,,
2015-06-15,94.62,95.085,,,,,,,,,,,,
2015-06-16,95.135,95.59,95.995,,,,,,,,,,,
2015-06-17,95.2,95.685,95.975,,,,,,,,,,,
2015-06-18,95.41,95.855,,,,,,,,,,,,
2015-06-19,95.37,95.62,95.99,,,,,,,,,,,
2015-06-23,95.03,95.55,95.8,,,,,,,,,,,
2015-06-24,94.98,95.405,,,,,,,,,,,,
2015-06-25,95.305,95.815,96.0,,,,,,,,,,,
2015-06-26,94.945,95.335,,,,,,,,,,,,
2015-06-29,95.05,95.505,95.35,,,,,,,,,,,
2015-06-30,94.955,95.26,,,,,,,,,,,,
2015-07-01,94.865,95.2,,,,,,,,,,,,
2015-07-02,94.695,95.115,,,,,,,,,,,,
2015-07-03,95.27,95.71,,,,,,,,,,,,
2015-07-06,96.05,96.53,97.295,,,,,,,,,,,
2015-07-07,96.38,96.87,,,,,,,,,,,,
2015-07-08,96.98,97.805,97.2,,,,,,,,,,,
2015-07-09,96.58,97.12,,,,,,,,,,,,
2015-07-10,96.01,96.6,97.075,,,,,,,,,,,
2015-07-13,96.125,96.59,97.395,,,,,,,,,,,
2015-07-14,95.815,96.4,96.94,,,,,,,,,,,
2015-07-15,95.58,96.1,96.525,,,,,,,,,,,
2015-07-16,95.78,96.205,96.62,,,,,,,,,,,
2015-07-17,95.91,96.39,96.86,,,,,,,,,,,
2015-07-20,95.93,96.33,96.6,,,,,,,,,,,
2015-07-21,95.75,96.16,96.5,,,,,,,,,,,
2015-07-22,95.73,96.19,96.415,,,,,,,,,,,
2015-07-23,95.965,96.42,96.7,,,,,,,,,,,
2015-07-24,96.16,96.56,96.85,,,,,,,,,,,
2015-07-27,96.04,96.45,96.745,,,,,,,,,,,
2015-07-28,96.13,96.58,96.85,,,,,,,,,,,
2015-07-29,96.175,96.6,96.92,,,,,,,,,,,
2015-07-30,96.17,96.595,96.85,,,,,,,,,,,
2015-07-31,96.1,96.585,96.775,,,,,,,,,,,
2015-08-03,95.715,96.2,96.565,,,,,,,,,,,
2015-08-04,95.84,96.275,96.655,,,,,,,,,,,
2015-08-05,95.795,96.2,96.62,,,,,,,,,,,
2015-08-06,95.885,96.22,96.6,,,,,,,,,,,
2015-08-07,95.94,96.3,96.715,,,,,,,,,,,
2015-08-10,95.98,96.38,96.78,,,,,,,,,,,
2015-08-11,95.7,96.035,96.25,,,,,,,,,,,
2015-08-12,95.345,95.635,96.125,,,,,,,,,,,
2015-08-13,95.405,95.675,96.205,,,,,,,,,,,
2015-08-14,95.48,95.69,96.22,,,,,,,,,,,
2015-08-17,95.39,95.45,95.945,,,,,,,,,,,
2015-08-18,95.51,95.49,95.9,,,,,,,,,,,
2015-08-19,95.545,95.52,95.915,,,,,,,,,,,
2015-08-20,95.495,95.455,96.705,,,,,,,,,,,
2015-08-21,95.78,95.68,95.845,,,,,,,,,,,
2015-08-24,95.805,95.82,95.96,,,,,,,,,,,
2015-08-25,96.09,95.98,96.01,,,,,,,,,,,
2015-08-26,96.45,96.04,96.12,,,,,,,,,,,
2015-08-27,97.795,96.445,96.45,,,,,,,,,,,
2015-08-28,97.2,96.45,96.395,,,,,,,,,,,
2015-08-31,97.0,96.86,96.72,,,,,,,,,,,
2015-09-01,,97.045,96.88,,,,,,,,,,,
2015-09-02,97.5,96.995,96.94,,,,,,,,,,,
2015-09-07,97.5,96.6,96.57,,,,,,,,,,,
2015-09-08,,96.48,96.5,,,,,,,,,,,
2015-09-09,97.2,96.49,96.48,,,,,,,,,,,
2015-09-10,97.2,96.475,96.54,,,,,,,,,,,
2015-09-11,,96.48,96.585,,,,,,,,,,,
2015-09-14,,96.455,96.56,,,,,,,,,,,
2015-09-15,,96.675,96.735,97.46,,,,,,,,,,
2015-09-16,,96.715,96.795,,,,,,,,,,,
2015-09-17,,96.55,96.59,96.7,,,,,,,,,,
2015-09-18,,96.655,96.68,96.8,,,,,,,,,,
2015-09-21,,96.475,96.53,96.68,,,,,,,,,,
2015-09-22,,96.465,96.49,96.605,,,,,,,,,,
2015-09-23,,96.42,96.45,96.525,,,,,,,,,,
2015-09-24,,96.525,96.525,96.415,,,,,,,,,,
2015-09-25,,96.735,96.705,96.805,,,,,,,,,,
2015-09-28,,96.975,97.005,97.055,,,,,,,,,,
2015-09-29,,97.31,97.31,97.345,,,,,,,,,,
2015-09-30,,97.335,97.29,97.255,,,,,,,,,,
2015-10-08,,97.29,97.31,97.355,,,,,,,,,,
2015-10-09,,98.15,98.12,97.8,,,,,,,,,,
2015-10-12,,98.45,98.36,98.415,,,,,,,,,,
2015-10-13,,98.895,98.95,98.855,,,,,,,,,,
2015-10-14,,99.245,99.27,99.25,,,,,,,,,,
2015-10-15,,98.78,98.82,98.82,,,,,,,,,,
2015-10-16,,98.48,98.505,98.46,,,,,,,,,,
2015-10-19,,98.3,98.35,98.55,,,,,,,,,,
2015-10-20,,99.165,99.15,99.105,,,,,,,,,,
2015-10-21,,99.32,99.3,99.395,,,,,,,,,,
2015-10-22,,99.29,99.265,99.25,,,,,,,,,,
2015-10-23,,99.48,99.45,99.46,,,,,,,,,,
2015-10-26,,99.355,99.35,99.415,,,,,,,,,,
2015-10-27,,99.845,99.82,99.86,,,,,,,,,,
2015-10-28,,99.93,99.9,99.92,,,,,,,,,,
2015-10-29,,99.25,99.3,99.255,,,,,,,,,,
2015-10-30,,98.96,98.97,99.005,,,,,,,,,,
2015-11-02,,99.17,99.15,99.115,,,,,,,,,,
2015-11-03,,98.875,98.9,98.945,,,,,,,,,,
2015-11-04,,98.69,98.745,98.815,,,,,,,,,,
2015-11-05,,98.69,98.65,98.67,,,,,,,,,,
2015-11-06,,98.74,98.69,98.695,,,,,,,,,,
2015-11-09,,97.975,97.95,97.98,,,,,,,,,,
2015-11-10,,97.68,97.68,97.71,,,,,,,,,,
2015-11-11,,98.18,98.185,98.18,,,,,,,,,,
2015-11-12,,98.24,98.18,98.2,,,,,,,,,,
2015-11-13,,98.53,98.475,98.34,,,,,,,,,,
2015-11-16,,98.365,98.45,98.28,,,,,,,,,,
2015-11-17,,98.575,98.175,98.16,,,,,,,,,,
2015-11-18,,98.61,98.235,98.005,,,,,,,,,,
2015-11-19,,98.365,97.935,97.95,,,,,,,,,,
2015-11-20,,98.68,98.25,98.325,,,,,,,,,,
2015-11-23,,98.76,98.3,98.35,,,,,,,,,,
2015-11-24,,98.95,98.55,98.48,,,,,,,,,,
2015-11-25,,99.085,98.69,98.64,,,,,,,,,,
2015-11-26,,99.3,99.03,98.895,,,,,,,,,,
2015-11-27,,99.38,99.075,98.92,,,,,,,,,,
2015-11-30,,99.35,99.235,99.075,,,,,,,,,,
2015-12-01,,99.26,99.18,98.98,,,,,,,,,,
2015-12-02,,99.3,99.095,98.955,,,,,,,,,,
2015-12-03,,,99.025,98.925,,,,,,,,,,
2015-12-04,,,99.165,99.085,,,,,,,,,,
2015-12-07,,99.25,99.035,98.915,,,,,,,,,,
2015-12-08,,,99.205,99.5,,,,,,,,,,
2015-12-09,,,99.28,99.145,,,,,,,,,,
2015-12-10,,,99.295,99.145,,,,,,,,,,
2015-12-11,,100.195,99.37,99.195,,,,,,,,,,
2015-12-14,,,99.225,99.07,99.0,,,,,,,,,
2015-12-15,,,99.125,98.995,99.05,,,,,,,,,
2015-12-16,,,99.2,99.08,99.035,,,,,,,,,
2015-12-17,,,99.295,99.145,99.075,,,,,,,,,
2015-12-18,,,99.6,99.45,99.43,,,,,,,,,
2015-12-21,,,99.92,99.73,99.69,,,,,,,,,
2015-12-22,,,100.11,99.965,99.95,,,,,,,,,
2015-12-23,,,100.02,99.9,99.83,,,,,,,,,
2015-12-24,,,100.335,100.145,100.095,,,,,,,,,
2015-12-25,,,100.385,100.195,100.135,,,,,,,,,
2015-12-28,,,100.48,100.32,100.3,,,,,,,,,
2015-12-29,,,100.59,100.405,100.35,,,,,,,,,
2015-12-30,,,100.275,100.14,100.105,,,,,,,,,
2015-12-31,,,100.365,100.19,100.175,,,,,,,,,
2016-01-04,,,100.03,99.87,99.85,,,,,,,,,
2016-01-05,,,99.935,99.77,99.72,,,,,,,,,
2016-01-06,,,100.04,99.88,99.86,,,,,,,,,
2016-01-07,,,100.395,100.255,100.1,,,,,,,,,
2016-01-08,,,100.295,100.12,99.97,,,,,,,,,
2016-01-11,,,100.355,100.175,100.075,,,,,,,,,
2016-01-12,,,100.65,100.35,100.26,,,,,,,,,
2016-01-13,,,100.86,100.535,100.3,,,,,,,,,
2016-01-14,,,100.945,100.62,100.56,,,,,,,,,
2016-01-15,,,100.675,100.33,100.145,,,,,,,,,
2016-01-18,,,100.61,100.23,99.8,,,,,,,,,
2016-01-19,,,100.4,100.1,99.815,,,,,,,,,
2016-01-20,,,100.29,99.88,99.675,,,,,,,,,
2016-01-21,,,100.435,99.97,99.81,,,,,,,,,
2016-01-22,,,100.525,100.065,99.97,,,,,,,,,
2016-01-25,,,100.215,99.765,99.665,,,,,,,,,
2016-01-26,,,100.09,99.69,99.4,,,,,,,,,
2016-01-27,,,99.96,99.47,99.22,,,,,,,,,
2016-01-28,,,100.0,99.5,99.29,,,,,,,,,
2016-01-29,,,100.395,99.89,99.55,,,,,,,,,
2016-02-01,,,100.495,99.99,,,,,,,,,,
2016-02-02,,,100.48,99.94,99.185,,,,,,,,,
2016-02-03,,,100.1,99.465,99.145,,,,,,,,,
2016-02-04,,,100.32,99.585,99.18,,,,,,,,,
2016-02-05,,,100.4,99.78,99.495,,,,,,,,,
2016-02-15,,,100.71,100.185,99.865,,,,,,,,,
2016-02-16,,,100.66,100.135,99.675,,,,,,,,,
2016-02-17,,,100.475,99.865,99.525,,,,,,,,,
2016-02-18,,,100.55,99.935,99.62,,,,,,,,,
2016-02-19,,,100.595,99.965,99.665,,,,,,,,,
2016-02-22,,,100.5,99.735,99.425,,,,,,,,,
2016-02-23,,,100.5,99.78,99.395,,,,,,,,,
2016-02-24,,,100.49,99.74,99.3,,,,,,,,,
2016-02-25,,,100.505,99.65,99.165,,,,,,,,,
2016-02-26,,,101.065,99.475,99.02,,,,,,,,,
2016-02-29,,,101.0,99.49,98.995,,,,,,,,,
2016-03-01,,,100.685,99.655,99.075,,,,,,,,,
2016-03-02,,,100.6,99.415,98.795,,,,,,,,,
2016-03-03,,,100.7,99.15,98.445,,,,,,,,,
2016-03-04,,,100.685,99.24,98.445,,,,,,,,,
2016-03-07,,,100.66,99.0,98.2,,,,,,,,,
2016-03-08,,,100.6,98.955,98.26,,,,,,,,,
2016-03-09,,,100.61,99.195,98.445,,,,,,,,,
2016-03-10,,,100.83,99.425,98.685,,,,,,,,,
2016-03-11,,,,99.79,98.99,,,,,,,,,
2016-03-14,,,,99.745,98.895,98.45,,,,,,,,
2016-03-15,,,,99.75,98.95,98.45,,,,,,,,
2016-03-16,,,,100.035,99.205,98.765,,,,,,,,
2016-03-17,,,,100.01,99.17,98.595,,,,,,,,
2016-03-18,,,,99.745,98.98,98.53,,,,,,,,
2016-03-21,,,,99.635,98.9,98.405,,,,,,,,
2016-03-22,,,,99.705,98.975,98.5,,,,,,,,
2016-03-23,,,,99.765,99.005,98.585,,,,,,,,
2016-03-24,,,,99.915,99.115,98.66,,,,,,,,
2016-03-25,,,,99.88,99.08,98.65,,,,,,,,
2016-03-28,,,,99.745,98.995,98.515,,,,,,,,
2016-03-29,,,,99.855,99.01,98.55,,,,,,,,
2016-03-30,,,,99.9,99.04,98.505,,,,,,,,
2016-03-31,,,,99.94,99.085,98.54,,,,,,,,
2016-04-01,,,,99.915,99.105,98.595,,,,,,,,
2016-04-05,,,,99.97,99.145,98.59,,,,,,,,
2016-04-06,,,,99.705,98.89,98.6,,,,,,,,
2016-04-07,,,,99.62,98.72,98.22,,,,,,,,
2016-04-08,,,,99.78,98.645,98.08,,,,,,,,
2016-04-11,,,,99.83,98.6,97.865,,,,,,,,
2016-04-12,,,,99.795,98.51,97.76,,,,,,,,
2016-04-13,,,,99.705,98.445,98.2,,,,,,,,
2016-04-14,,,,99.57,98.38,97.48,,,,,,,,
2016-04-15,,,,99.565,98.405,97.53,,,,,,,,
2016-04-18,,,,99.68,98.515,97.655,,,,,,,,
2016-04-19,,,,99.64,98.42,97.61,,,,,,,,
2016-04-20,,,,99.53,98.3,97.5,,,,,,,,
2016-04-21,,,,99.43,97.995,97.215,,,,,,,,
2016-04-22,,,,99.47,97.955,97.115,,,,,,,,
2016-04-25,,,,99.345,97.73,96.825,,,,,,,,
2016-04-26,,,,99.41,97.91,96.955,,,,,,,,
2016-04-27,,,,99.475,98.13,97.225,,,,,,,,
2016-04-28,,,,99.645,98.18,97.22,,,,,,,,
2016-04-29,,,,99.635,98.13,97.2,,,,,,,,
2016-05-03,,,,99.83,98.31,97.385,,,,,,,,
2016-05-04,,,,99.865,98.44,97.495,,,,,,,,
2016-05-05,,,,99.88,98.43,97.48,,,,,,,,
2016-05-06,,,,99.955,98.535,97.5,,,,,,,,
2016-05-09,,,,100.33,99.485,98.07,,,,,,,,
2016-05-10,,,,100.545,99.59,98.585,,,,,,,,
2016-05-11,,,,100.38,99.305,98.275,,,,,,,,
2016-05-12,,,,100.525,99.51,98.5,,,,,,,,
2016-05-13,,,,100.61,99.67,98.65,,,,,,,,
2016-05-16,,,,100.5,99.43,98.56,,,,,,,,
2016-05-17,,,,100.4,99.16,98.235,,,,,,,,
2016-05-18,,,,100.24,98.965,98.015,,,,,,,,
2016-05-19,,,,100.06,98.925,97.98,,,,,,,,
2016-05-20,,,,100.165,99.145,98.13,,,,,,,,
2016-05-23,,,,100.22,99.18,98.165,,,,,,,,
2016-05-24,,,,100.13,99.3,98.3,,,,,,,,
2016-05-25,,,,100.145,99.325,98.375,,,,,,,,
2016-05-26,,,,100.06,99.26,98.35,,,,,,,,
2016-05-27,,,,99.97,99.155,98.275,,,,,,,,
2016-05-30,,,,99.99,99.205,98.34,,,,,,,,
2016-05-31,,,,100.18,99.15,98.295,,,,,,,,
2016-06-01,,,,99.99,99.145,98.3,,,,,,,,
2016-06-02,,,,,99.08,98.24,,,,,,,,
2016-06-03,,,,99.985,98.99,98.16,,,,,,,,
2016-06-06,,,,100.0,99.16,98.295,,,,,,,,
2016-06-07,,,,,99.075,98.265,,,,,,,,
2016-06-08,,,,,99.065,98.24,,,,,,,,
2016-06-13,,,,,99.205,98.385,,,,,,,,
2016-06-14,,,,,99.48,98.675,98.15,,,,,,,
2016-06-15,,,,,99.5,98.76,98.655,,,,,,,
2016-06-16,,,,,99.835,99.115,98.495,,,,,,,
2016-06-17,,,,,99.835,99.22,98.585,,,,,,,
2016-06-20,,,,,99.8,99.2,98.745,,,,,,,
2016-06-21,,,,,99.86,99.265,98.695,,,,,,,
2016-06-22,,,,,100.04,99.44,98.88,,,,,,,
2016-06-23,,,,,99.975,99.5,98.965,,,,,,,
2016-06-24,,,,,100.295,99.88,99.535,,,,,,,
2016-06-27,,,,,100.515,100.045,99.68,,,,,,,
2016-06-28,,,,,100.57,100.075,99.76,,,,,,,
2016-06-29,,,,,100.275,99.79,99.45,,,,,,,
2016-06-30,,,,,100.43,99.805,99.4,,,,,,,
2016-07-01,,,,,100.665,100.025,99.565,,,,,,,
2016-07-04,,,,,100.715,100.08,99.435,,,,,,,
2016-07-05,,,,,100.46,99.73,99.565,,,,,,,
2016-07-06,,,,,100.585,99.91,99.445,,,,,,,
2016-07-07,,,,,100.695,100.055,99.61,,,,,,,
2016-07-08,,,,,100.76,100.14,99.685,,,,,,,
2016-07-11,,,,,100.64,100.02,99.64,,,,,,,
2016-07-12,,,,,100.47,99.85,99.435,,,,,,,
2016-07-13,,,,,100.39,99.795,99.385,,,,,,,
2016-07-14,,,,,100.45,99.83,99.4,,,,,,,
2016-07-15,,,,,100.585,99.895,99.5,,,,,,,
2016-07-18,,,,,100.67,99.95,99.52,,,,,,,
2016-07-19,,,,,100.645,100.01,99.6,,,,,,,
2016-07-20,,,,,100.935,100.315,99.89,,,,,,,
2016-07-21,,,,,101.18,100.545,100.135,,,,,,,
2016-07-22,,,,,101.055,100.425,100.0,,,,,,,
2016-07-25,,,,,100.945,100.32,99.935,,,,,,,
2016-07-26,,,,,101.035,100.465,100.045,,,,,,,
2016-07-27,,,,,101.07,100.495,100.09,,,,,,,
2016-07-28,,,,,101.18,100.6,100.17,,,,,,,
2016-07-29,,,,,101.225,100.655,100.2,,,,,,,
2016-08-01,,,,,101.145,100.695,100.21,,,,,,,
2016-08-02,,,,,101.135,100.75,100.355,,,,,,,
2016-08-03,,,,,101.24,100.86,100.49,,,,,,,
2016-08-04,,,,,101.23,100.85,100.465,,,,,,,
2016-08-05,,,,,101.485,101.125,100.735,,,,,,,
2016-08-08,,,,,101.495,101.11,100.725,,,,,,,
2016-08-09,,,,,101.67,101.28,100.9,,,,,,,
2016-08-10,,,,,101.97,101.54,101.145,,,,,,,
2016-08-11,,,,,101.83,101.365,100.965,,,,,,,
2016-08-12,,,,,102.02,101.61,101.205,,,,,,,
2016-08-15,,,,,102.36,101.965,101.55,,,,,,,
2016-08-16,,,,,102.21,101.825,101.44,,,,,,,
2016-08-17,,,,,101.92,101.51,101.12,,,,,,,
2016-08-18,,,,,102.0,101.585,101.195,,,,,,,
2016-08-19,,,,,101.815,101.395,100.98,,,,,,,
2016-08-22,,,,,101.85,101.39,100.935,,,,,,,
2016-08-23,,,,,101.805,101.35,100.92,,,,,,,
2016-08-24,,,,,101.58,101.075,100.665,,,,,,,
2016-08-25,,,,,101.6,101.145,100.715,,,,,,,
2016-08-26,,,,,101.655,101.185,100.785,,,,,,,
2016-08-29,,,,,101.7,101.06,100.65,,,,,,,
2016-08-30,,,,,101.515,100.935,100.515,,,,,,,
2016-08-31,,,,,101.21,100.785,100.385,,,,,,,
2016-09-01,,,,,101.08,100.82,100.4,,,,,,,
2016-09-02,,,,,101.2,100.92,100.485,,,,,,,
2016-09-05,,,,,101.0,100.76,100.39,,,,,,,
2016-09-06,,,,,101.1,100.78,100.375,,,,,,,
2016-09-07,,,,,101.495,100.73,100.335,,,,,,,
2016-09-08,,,,,101.3,100.77,100.375,,,,,,,
2016-09-09,,,,,,100.97,100.565,,,,,,,
2016-09-12,,,,,,100.785,100.38,100.0,,,,,,
2016-09-13,,,,,,100.945,100.56,100.195,,,,,,
2016-09-14,,,,,,101.105,100.705,100.34,,,,,,
2016-09-19,,,,,,101.055,100.665,100.32,,,,,,
2016-09-20,,,,,,101.22,100.83,100.51,,,,,,
2016-09-21,,,,,,101.07,100.69,100.375,,,,,,
2016-09-22,,,,,,101.19,100.8,100.465,,,,,,
2016-09-23,,,,,,101.205,100.82,100.48,,,,,,
2016-09-26,,,,,,101.285,100.885,100.59,,,,,,
2016-09-27,,,,,,101.32,100.92,100.59,,,,,,
2016-09-28,,,,,,101.23,100.85,100.52,,,,,,
2016-09-29,,,,,,101.25,100.865,100.84,,,,,,
2016-09-30,,,,,,101.25,100.865,100.53,,,,,,
2016-10-10,,,,,,101.56,101.19,100.83,,,,,,
2016-10-11,,,,,,101.545,101.17,100.895,,,,,,
2016-10-12,,,,,,101.41,101.03,100.69,,,,,,
2016-10-13,,,,,,101.435,101.055,100.76,,,,,,
2016-10-14,,,,,,101.525,101.15,100.805,,,,,,
2016-10-17,,,,,,101.54,101.155,100.84,,,,,,
2016-10-18,,,,,,101.545,101.17,100.84,,,,,,
2016-10-19,,,,,,101.69,101.33,100.99,,,,,,
2016-10-20,,,,,,101.9,101.515,101.175,,,,,,
2016-10-21,,,,,,101.965,101.56,101.22,,,,,,
2016-10-24,,,,,,102.005,101.6,101.5,,,,,,
2016-10-25,,,,,,101.69,101.135,100.81,,,,,,
2016-10-26,,,,,,101.5,100.88,100.54,,,,,,
2016-10-27,,,,,,101.56,100.87,100.45,,,,,,
2016-10-28,,,,,,101.6,100.96,100.52,,,,,,
2016-10-31,,,,,,101.5,100.87,100.42,,,,,,
2016-11-01,,,,,,101.395,100.675,100.195,,,,,,
2016-11-02,,,,,,101.45,100.79,100.26,,,,,,
2016-11-03,,,,,,101.59,100.945,100.44,,,,,,
2016-11-04,,,,,,101.59,100.915,100.375,,,,,,
2016-11-07,,,,,,101.505,100.835,100.305,,,,,,
2016-11-08,,,,,,101.305,100.585,100.095,,,,,,
2016-11-09,,,,,,101.685,100.75,100.29,,,,,,
2016-11-10,,,,,,101.14,100.3,99.84,,,,,,
2016-11-11,,,,,,101.09,100.075,99.615,,,,,,
2016-11-14,,,,,,101.18,100.07,99.59,,,,,,
2016-11-15,,,,,,100.95,99.855,99.23,,,,,,
2016-11-16,,,,,,100.94,99.945,99.31,,,,,,
2016-11-17,,,,,,100.745,99.76,99.15,,,,,,
2016-11-18,,,,,,100.555,99.67,99.075,,,,,,
2016-11-21,,,,,,100.615,99.65,99.055,,,,,,
2016-11-22,,,,,,100.695,99.775,99.17,,,,,,
2016-11-23,,,,,,100.875,99.865,99.265,,,,,,
2016-11-24,,,,,,101.075,99.79,99.17,,,,,,
2016-11-25,,,,,,100.765,99.705,99.05,,,,,,
2016-11-28,,,,,,100.75,99.775,99.06,,,,,,
2016-11-29,,,,,,100.535,99.56,98.9,,,,,,
2016-11-30,,,,,,100.135,99.09,98.255,,,,,,
2016-12-01,,,,,,,98.725,97.955,,,,,,
2016-12-02,,,,,,,98.45,97.62,,,,,,
2016-12-05,,,,,,100.1,98.395,97.575,,,,,,
2016-12-06,,,,,,,97.85,97.1,,,,,,
2016-12-07,,,,,,99.8,97.885,97.165,,,,,,
2016-12-08,,,,,,99.495,98.22,97.525,,,,,,
2016-12-09,,,,,,99.495,97.88,97.3,,,,,,
2016-12-12,,,,,,,97.445,96.75,96.4,,,,,
2016-12-13,,,,,,,96.845,96.14,95.795,,,,,
2016-12-14,,,,,,,96.865,96.15,95.705,,,,,
2016-12-15,,,,,,,96.1,95.22,94.9,,,,,
2016-12-16,,,,,,,96.0,94.765,94.295,,,,,
2016-12-19,,,,,,,95.65,94.315,93.995,,,,,
