,IF1501.CFE,IF1502.CFE,IF1503.CFE,IF1504.CFE,IF1505.CFE,IF1506.CFE,IF1507.CFE,IF1508.CFE,IF1509.CFE,IF1510.CFE,IF1511.CFE,IF1512.CFE,IF1601.CFE,IF1602.CFE,IF1603.CFE,IF1604.CFE,IF1605.CFE,IF1606.CFE,IF1607.CFE,IF1608.CFE,IF1609.CFE,IF1610.CFE,IF1611.CFE,IF1612.CFE,IF1701.CFE,IF1702.CFE,IF1703.CFE,IF1704.CFE,IF1705.CFE,IF1706.CFE,IF1707.CFE,IF1708.CFE,IF1709.CFE,IF1710.CFE,IF1711.CFE,IF1712.CFE,IF1801.CFE,IF1802.CFE,IF1803.CFE,IF1804.CFE,IF1805.CFE,IF1806.CFE,IF1809.CFE,IF1812.CFE
2017-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3405.6,3370.4,,3338.6,,,3303.8,,,,,,,,
2017-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3421.6,3387.0,,3351.0,,,3315.0,,,,,,,,
2017-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3407.6,3374.0,,3339.6,,,3306.8,,,,,,,,
2017-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3493.6,3463.0,,3426.0,,,3393.8,,,,,,,,
2017-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500.0,3470.0,,3433.4,,,3400.8,,,,,,,,
2017-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3516.8,3488.4,,3456.0,,,3425.0,,,,,,,,
2017-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3495.0,3469.2,,3433.0,,,3415.4,,,,,,,,
2017-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3494.8,3467.0,,3434.4,,,3417.0,,,,,,,,
2017-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3488.6,3464.8,,3439.6,,,3423.0,,,,,,,,
2017-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3485.6,3457.8,,3427.2,,,3405.8,,,,,,,,
2017-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3536.0,3507.8,,3480.0,,,3456.0,,,,,,,,
2017-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3566.2,3537.4,,3508.0,,,3489.4,,,,,,,,
2017-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3589.6,3562.8,,3535.0,,,3510.0,,,,,,,,
2017-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3598.0,3571.4,,3548.2,,,3526.0,,,,,,,,
2017-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3588.0,3558.2,,3535.0,,,3512.0,,,,,,,,
2017-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3573.0,3546.2,,3520.4,,,3500.4,,,,,,,,
2017-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3550.8,3523.6,,3503.6,,,3477.0,,,,,,,,
2017-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3540.8,3518.8,,3499.6,,,3473.6,,,,,,,,
2017-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3538.0,3523.4,3514.8,,,3489.2,,,,,,,,
2017-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3545.6,3534.2,3523.6,,,3495.4,,,,,,,,
2017-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3558.4,3546.6,3535.0,,,3506.8,,,,,,,,
2017-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3606.0,3593.8,3584.4,,,3552.8,,,,,,,,
2017-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600.8,3586.8,3578.2,,,3552.0,,,,,,,,
2017-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3650.0,3639.4,3629.4,,,3598.6,,,,,,,,
2017-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3656.0,3644.2,3637.0,,,3604.0,,,,,,,,
2017-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3648.4,3637.2,3628.0,,,3598.0,,,,,,,,
2017-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3651.4,3642.6,3636.2,,,3608.8,,,,,,,,
2017-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3655.4,3645.0,3638.0,,,3612.6,,,,,,,,
2017-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3648.4,3637.8,3633.6,,,3606.6,,,,,,,,
2017-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3627.2,3617.2,3609.0,,,3582.4,,,,,,,,
2017-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3646.8,3634.2,3625.0,,,3594.2,,,,,,,,
2017-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3645.4,3633.4,3622.6,,,3592.4,,,,,,,,
2017-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3635.8,3620.4,3609.8,,,3579.0,,,,,,,,
2017-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3649.6,3633.6,3621.2,,,3584.2,,,,,,,,
2017-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3693.0,3674.4,3657.6,,,3620.0,,,,,,,,
2017-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3678.2,3660.8,3645.6,,,3609.0,,,,,,,,
2017-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3683.0,3664.4,3648.0,,,3608.8,,,,,,,,
2017-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3700.0,3684.4,3664.8,,,3628.0,,,,,,,,
2017-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3709.6,3693.2,3674.4,,,3640.0,,,,,,,,
2017-07-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3665.2,3648.0,3637.4,,,3610.0,,,,,,,,
2017-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3733.2,3997.0,3707.6,,,3677.4,,,,,,,,
2017-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3747.8,3733.0,3725.0,,,3695.0,,,,,,,,
2017-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3748.8,3735.0,3724.0,,,3699.0,,,,,,,,
2017-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3747.0,3734.6,,,3698.0,,,3675.8,,,,,
2017-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3736.8,3726.4,,,3691.8,,,3670.6,,,,,
2017-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3720.4,3709.4,,,3673.4,,,3652.2,,,,,
2017-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3704.6,3693.8,,,3655.8,,,3633.4,,,,,
2017-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3712.0,3701.6,,,3667.0,,,3640.0,,,,,
2017-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3735.0,3724.2,,,3686.6,,,3663.4,,,,,
2017-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3752.0,3740.0,,,3705.4,,,3681.2,,,,,
2017-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3771.0,3759.0,,,3725.0,,,3703.8,,,,,
2017-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3758.0,3746.6,,,3711.8,,,3696.6,,,,,
2017-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3733.6,3722.0,,,3687.6,,,3664.8,,,,,
2017-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3725.4,3714.0,,,3680.0,,,3653.6,,,,,
2017-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3726.8,3716.0,,,3683.2,,,3659.8,,,,,
2017-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3728.8,3718.6,,,3683.8,,,3658.8,,,,,
2017-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3737.6,3726.0,,,3694.0,,,3667.8,,,,,
2017-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3691.4,3682.8,,,3643.8,,,3620.0,,,,,
2017-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3690.6,3677.8,,,3638.4,,,3614.4,,,,,
2017-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3707.4,3695.2,,,3656.6,,,3630.0,,,,,
2017-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3698.0,3681.8,,,3645.0,,,3617.0,,,,,
2017-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3723.4,3704.8,,,3664.0,,,3637.2,,,,,
2017-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3731.8,3712.8,,,3670.6,,,3645.0,,,,,
2017-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3736.4,3719.4,,3693.8,,,3684.6,,,,,
2017-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3734.2,3720.8,,3691.8,,,3662.8,,,,,
2017-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3758.8,3742.6,,3712.0,,,3683.4,,,,,
2017-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3750.2,3737.6,,3706.8,,,3675.8,,,,,
2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3803.0,3790.8,,3764.2,,,3725.2,,,,,
2017-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3876.6,3864.0,,3837.8,,,3797.4,,,,,
2017-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3852.8,3840.6,,3815.4,,,3789.6,,,,,
2017-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3859.8,3849.0,,3822.0,,,3799.0,,,,,
2017-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3844.8,3836.6,,3807.8,,,3784.2,,,,,
2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3853.0,3842.6,,3822.6,,,3794.6,,,,,
2017-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3848.8,3837.8,,3823.4,,,3799.6,,,,,
2017-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3867.0,3856.2,,3843.4,,,3817.4,,,,,
2017-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3862.4,3852.8,,3836.0,,,3817.2,,,,,
2017-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3865.0,3855.0,,3837.8,,,3821.6,,,,,
2017-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3847.0,3835.8,,3819.6,,,3804.8,,,,,
2017-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3858.8,3848.4,,3832.8,,,3817.0,,,,,
2017-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3857.0,3847.0,,3836.6,,,3833.2,,,,,
2017-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3852.0,3841.2,,3833.0,,,3820.0,,,,,
2017-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3858.0,3847.8,,3837.4,,,3828.4,,,,,
2017-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3845.8,3833.0,,3816.2,,,3808.0,,,,,
2017-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3871.8,3860.2,3856.2,,,3837.2,,,,,
2017-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3863.6,3860.0,3862.0,,,3857.4,,,,,
2017-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3853.4,3847.0,3841.6,,,3831.6,,,,,
2017-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3856.8,3849.6,3845.0,,,3836.0,,,,,
2017-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3838.0,3831.6,3829.0,,,3819.8,,,,,
2017-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3829.4,3824.4,3818.2,,,3811.2,,,,,
2017-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3819.8,3813.2,3806.8,,,3798.0,,,,,
2017-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3835.0,3829.8,3824.6,,,3816.8,,,,,
2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3831.8,3827.2,3822.4,,,3814.6,,,,,
2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3863.8,3859.2,3856.6,,,3849.0,,,,,
2017-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3933.8,3940.6,3927.0,,,3921.2,,,,,
2017-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3906.0,3903.2,3903.2,,,3900.6,,,,,
2017-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3910.0,3908.0,3906.2,,,3903.0,,,,,
2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3921.8,3919.0,3914.4,,,3912.4,,,,,
2017-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3934.8,3930.0,3929.8,,,3930.6,,,,,
2017-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3944.0,3941.8,3938.6,,,3937.8,,,,,
2017-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3927.6,3925.0,3923.4,,,3923.0,,,,,
2017-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3934.0,3930.8,3925.4,,,3923.8,,,,,
2017-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3938.0,3933.8,3929.0,,,3925.2,,,,,
2017-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3927.2,3921.8,3914.2,,,3915.2,,,,,
2017-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3923.6,3918.8,,,3916.8,,,3921.8,,
2017-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3947.0,3939.8,,,3933.0,,,3927.0,,
2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3970.0,3964.6,,,3959.8,,,3954.2,,
2017-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4008.8,4004.0,,,4000.8,,,3996.0,,
2017-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4021.8,4015.0,,,4017.0,,,4014.4,,
2017-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4034.6,4026.4,,,4030.8,,,4027.4,,
2017-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3997.0,3993.0,,,3992.0,,,3988.8,,
2017-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4023.0,4018.6,,,4019.6,,,4014.6,,
2017-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3988.0,3981.8,,,3979.0,,,3974.4,,
2017-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3996.0,3990.4,,,3985.2,,,3979.4,,
2017-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4012.0,4004.4,,,4001.0,,,3995.6,,
2017-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4052.2,4046.0,,,4042.0,,,4036.6,,
2017-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4088.6,4083.8,,,4078.8,,,4074.0,,
2017-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4081.8,4080.0,,,4074.6,,,4069.0,,
2017-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4120.8,4117.2,,,4114.6,,,4110.6,,
2017-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4141.8,4138.0,,,4136.8,,,4134.4,,
2017-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4131.6,4129.0,,,4129.6,,,4127.0,,
2017-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4105.8,4103.0,,,4102.6,,,4101.0,,
2017-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4112.4,4111.4,,,4109.8,,,4115.0,,
2017-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4118.8,4120.4,,,4118.2,,,4117.4,,
2017-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4147.6,4144.8,,4147.4,,,4149.6,,
2017-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4234.8,4234.0,,4241.2,,,4239.0,,
2017-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4271.0,4272.0,,4282.0,,,4284.8,,
2017-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4233.0,4229.2,,4244.6,,,4251.0,,
2017-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4127.6,4129.6,,4140.0,,,4149.8,,
2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096.0,4098.4,,4107.8,,,4115.0,,
2017-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4054.8,4053.8,,4060.0,,,4071.8,,
2017-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4058.0,4104.2,,4064.4,,,4075.0,,
2017-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4045.2,4047.2,,4048.4,,,4050.0,,
2017-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4022.8,4022.0,,4024.4,,,4030.0,,
2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4022.0,4024.2,,4026.0,,,4029.8,,
2017-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4031.8,4034.4,,4030.2,,,4033.8,,
2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4016.8,4018.2,,4019.0,,,4016.8,,
2017-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4009.8,4002.6,,3998.6,,,4001.0,,
2017-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4008.8,4005.8,,4000.8,,,4000.0,,
2017-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4068.0,4065.2,,4060.0,,,4066.6,,
2017-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4072.0,4070.2,,4064.6,,,4063.8,,
2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4056.2,4052.8,,4048.0,,,4048.0,,
2017-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4061.6,4058.4,,4053.0,,,4053.8,,
2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4026.6,4022.4,,4016.0,,,4018.0,,
2017-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4015.8,4008.6,4009.4,,,4010.0,,
2017-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4046.0,4044.0,4044.0,,,4049.2,,
2017-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4049.8,4045.0,4048.6,,,4053.6,,
2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4102.8,4180.0,4104.0,,,4105.0,,
2017-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4092.6,4092.0,4096.2,,,4100.8,,
2017-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4102.8,4098.0,4110.2,,,4111.4,,
2017-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4079.2,4079.0,4084.0,,,4086.0,,
2017-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4070.6,4070.0,4076.8,,,4079.4,,
2017-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4047.4,4048.0,4051.0,,,4057.6,,
2017-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4053.2,4054.8,4057.4,,,4066.0,,
2018-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4105.0,4104.8,4110.2,,,4117.8,,
2018-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4153.8,4155.2,4159.2,,,4163.8,,
2018-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4146.6,4141.8,4151.0,,,4155.0,,
2018-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4157.8,4155.2,4159.0,,,4162.6,,
2018-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4173.0,4172.6,4175.2,,,4179.0,,
2018-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200.0,4203.8,4203.8,,,4204.4,,
2018-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4215.0,4215.8,4215.8,,,4218.2,,
2018-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4214.2,4216.8,4215.4,,,4217.6,,
2018-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4232.0,4233.8,4236.0,,,4235.8,,
2018-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4266.0,4267.0,4266.0,,,4263.0,,
2018-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4269.2,4275.8,4273.0,,,4271.4,,
2018-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4284.0,4287.0,4286.0,,,4284.4,,
2018-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4294.0,4296.0,4294.8,,,4297.8,,
2018-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4351.6,4330.0,4330.0,,,4333.2,,
2018-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4355.0,4361.6,,,4369.6,4371.0,
2018-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4402.0,4405.0,,,4413.0,4418.2,
2018-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4414.0,4418.8,,,4428.8,4436.4,
2018-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4402.8,4408.6,,,4423.2,4443.8,
2018-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4426.0,4434.0,,,4449.2,4458.8,
2018-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4418.6,4424.0,,,4443.8,4453.6,
2018-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,4333.4,,,4357.8,4366.0,
2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296.0,4303.0,,,4320.0,4327.6,
2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4301.0,4310.0,,,4336.2,4342.8,
2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4282.8,4289.0,,,4314.6,4321.6,
2018-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4268.8,4271.0,,,4293.2,4298.8,
2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4216.6,4220.8,,,4237.4,4243.8,
2018-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4206.8,4210.0,,,4230.0,4227.8,
2018-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4073.0,4078.2,,,4089.2,4105.4,
2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3932.0,3950.2,,,3951.4,3967.0,
2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3895.8,3884.8,,,3870.0,3879.8,
2018-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3976.0,3965.6,,,3957.8,3961.8,
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3967.8,3958.6,,,3948.4,3950.0,
2018-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4053.6,4033.0,,,4022.4,4021.0,
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4059.6,4056.8,,4048.0,4047.6,
2018-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4125.2,4122.8,,4119.0,4116.8,
2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4118.0,4119.6,,4109.8,4107.8,
2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4048.6,4043.6,,4040.2,4039.0,
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4057.2,4050.0,,4047.2,4041.8,
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4032.4,4025.0,,4017.4,4014.0,
2018-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4043.4,4034.0,,4022.2,4019.0,
2018-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4064.6,4058.0,,4045.0,4039.8,
2018-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4083.6,4076.8,,4067.4,4065.0,
2018-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4069.6,4063.0,,4050.2,4043.0,
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4109.2,4104.0,,4090.0,4077.0,
2018-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4144.0,4141.2,,4126.2,4107.2,
2018-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4126.6,4122.0,,4105.8,4095.0,
2018-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4084.8,4076.0,,4056.4,4036.0,
2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4100.0,4089.0,,4057.0,4036.8,
2018-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4108.0,4093.6,,4065.0,4044.6,
2018-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4058.8,4049.0,4028.0,4006.6,
