,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,沪金,铁矿石,铁矿石,动力煤,豆一,焦煤,白糖,热卷,热卷,玉米,豆粕,豆粕,豆粕
1,沪银,鸡蛋,焦炭,沥青,沪镍,热卷,沪金,沪锌,菜粕,棕榈油,沪金,铁矿石,天胶
2,白糖,焦炭,沪镍,甲醇,玻璃,棉花,聚丙烯,棕榈油,豆粕,沪银,焦煤,天胶,铁矿石
3,沪铜,沪锌,沪锌,天胶,甲醇,沪锌,焦煤,螺纹钢,玻璃,淀粉,热卷,豆油,豆油
4,棕榈油,PVC,沪铜,沪锌,铁矿石,鸡蛋,沪镍,玉米,沪金,焦炭,菜粕,沥青,沥青
