,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,豆粕,鸡蛋,豆粕,豆粕,玉米,螺纹钢,豆粕,沥青,沥青,热卷,玻璃,沪铜,玻璃
1,豆一,菜粕,菜粕,菜粕,焦煤,甲醇,棕榈油,螺纹钢,玻璃,甲醇,热卷,螺纹钢,豆一
2,鸡蛋,豆粕,鸡蛋,豆一,沥青,热卷,焦煤,热卷,棕榈油,豆油,沥青,动力煤,聚丙烯
3,菜粕,螺纹钢,焦炭,甲醇,淀粉,焦煤,螺纹钢,豆油,沪铝,豆一,豆油,棉花,沪铜
4,豆油,甲醇,PVC,PVC,棉花,沥青,玻璃,焦煤,豆粕,沥青,甲醇,聚丙烯,动力煤
