,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,沪银,沥青,沥青,天胶,豆一,菜粕,焦炭,淀粉,焦炭,沪金,棉花,沪镍,沥青
1,沪金,淀粉,动力煤,铁矿石,沪镍,沪铜,淀粉,塑料,聚丙烯,玻璃,玉米,天胶,沪镍
2,棉花,沪锌,铁矿石,焦炭,玻璃,铁矿石,鸡蛋,PVC,沪金,玉米,沪镍,豆粕,棕榈油
3,沪铜,焦煤,沪锌,动力煤,甲醇,鸡蛋,玉米,铁矿石,鸡蛋,棉花,沪金,铁矿石,天胶
4,玉米,沪镍,PTA,螺纹钢,沪银,PVC,菜粕,菜粕,热卷,沪铜,淀粉,沥青,豆粕
