,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,沪金,玻璃,动力煤,焦炭,豆一,塑料,沪金,沪金,螺纹钢,沪金,棉花,铁矿石,天胶
1,沪银,沥青,鸡蛋,铁矿石,沪镍,甲醇,聚丙烯,棕榈油,沪镍,玻璃,沥青,天胶,铁矿石
2,棉花,螺纹钢,沪金,天胶,玻璃,棕榈油,沪镍,玻璃,热卷,玉米,沪金,豆粕,沪镍
3,淀粉,动力煤,棉花,螺纹钢,沪锌,豆一,螺纹钢,塑料,棉花,沥青,玉米,沪镍,豆粕
4,沪铜,甲醇,沪银,鸡蛋,甲醇,PVC,动力煤,PTA,沪金,棉花,沪镍,豆油,沥青
