,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,焦炭,沪铝,热卷,沥青,塑料,焦煤,沪铝,聚丙烯,玻璃,淀粉,菜粕,沪铜,玻璃
1,铁矿石,聚丙烯,螺纹钢,豆粕,玉米,聚丙烯,玻璃,沪铜,塑料,棕榈油,焦煤,焦炭,菜粕
2,螺纹钢,豆油,沪镍,菜粕,焦煤,豆油,塑料,沥青,沪铝,焦炭,热卷,螺纹钢,沪铜
3,焦煤,焦炭,聚丙烯,豆一,沥青,焦炭,PTA,焦煤,PVC,豆一,塑料,焦煤,聚丙烯
4,动力煤,棕榈油,PVC,甲醇,棉花,沪铝,豆粕,豆油,铁矿石,甲醇,沪银,菜粕,动力煤
