,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,玉米,天胶,天胶,天胶,豆一,玻璃,沪银,玻璃,棉花,玻璃,淀粉,豆粕,豆粕
1,豆粕,沪镍,沪银,沪铝,沪镍,沪铝,棉花,淀粉,焦煤,菜粕,动力煤,铁矿石,PVC
2,淀粉,沥青,沥青,甲醇,玻璃,沪银,PVC,沪银,焦炭,螺纹钢,PTA,沪镍,玉米
3,菜粕,沪银,动力煤,铁矿石,甲醇,豆一,玉米,菜粕,豆粕,沪金,聚丙烯,天胶,铁矿石
4,沪金,玻璃,沪铜,沪铜,铁矿石,玉米,淀粉,玉米,沪银,白糖,沥青,沪金,沪镍
