,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,玻璃,豆一,焦炭,焦炭,玉米,PVC,沪铜,PVC,沪铜,PVC,沪铜,沪铜,玻璃
1,天胶,白糖,焦煤,热卷,塑料,沪铜,沪锌,聚丙烯,沥青,聚丙烯,玻璃,沪锌,沪锌
2,沪镍,热卷,铁矿石,菜粕,焦煤,沪锌,沪铝,豆一,玻璃,焦炭,焦煤,沪铝,沪铝
3,PVC,鸡蛋,豆一,螺纹钢,沥青,焦煤,螺纹钢,塑料,沪金,沥青,塑料,焦炭,沪铜
4,沥青,棕榈油,鸡蛋,豆粕,淀粉,PTA,焦煤,焦煤,动力煤,PTA,沪锌,螺纹钢,热卷
