,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,天胶,沪银,焦炭,动力煤,玉米,焦炭,焦炭,焦煤,淀粉,聚丙烯,焦煤,沪铜,玻璃
1,沪镍,沪金,焦煤,热卷,塑料,焦煤,焦煤,聚丙烯,沥青,沪镍,沪铜,沪锌,沪锌
2,沥青,甲醇,淀粉,沥青,焦煤,棕榈油,沪铜,PVC,焦煤,PVC,玻璃,沪铝,沪铝
3,铁矿石,豆一,热卷,螺纹钢,沥青,甲醇,沥青,棉花,白糖,沪银,焦炭,螺纹钢,沪铜
4,沪铜,棕榈油,鸡蛋,焦炭,淀粉,棉花,聚丙烯,焦炭,塑料,玉米,沪银,动力煤,热卷
