,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,玉米,焦炭,聚丙烯,天胶,豆一,焦炭,豆粕,淀粉,玻璃,沪金,豆粕,豆粕,豆粕
1,棉花,沪铜,甲醇,甲醇,沪镍,热卷,玻璃,螺纹钢,甲醇,玉米,沪金,铁矿石,铁矿石
2,聚丙烯,焦煤,沪金,动力煤,玻璃,螺纹钢,菜粕,铁矿石,豆粕,淀粉,PVC,天胶,天胶
3,塑料,沪锌,动力煤,塑料,甲醇,铁矿石,热卷,甲醇,热卷,焦炭,焦煤,豆油,沥青
4,螺纹钢,沪银,沪锌,沪银,铁矿石,动力煤,甲醇,沪银,菜粕,玻璃,鸡蛋,沪金,PVC
