,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,玉米,天胶,聚丙烯,铁矿石,豆一,聚丙烯,豆一,聚丙烯,沪镍,玉米,热卷,豆粕,沥青
1,沪金,聚丙烯,焦炭,动力煤,沪镍,沪铝,沪镍,焦炭,棉花,聚丙烯,沪金,铁矿石,豆粕
2,棉花,铁矿石,淀粉,PVC,玻璃,豆粕,热卷,螺纹钢,聚丙烯,热卷,豆粕,豆油,豆油
3,白糖,甲醇,棉花,焦炭,沪锌,塑料,聚丙烯,沪铝,玉米,沪铜,玻璃,沥青,铁矿石
4,沪银,鸡蛋,PVC,聚丙烯,甲醇,沪金,天胶,沥青,沪铝,铁矿石,豆一,天胶,豆一
