,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,铁矿石,动力煤,沪镍,菜粕,天胶,PTA,螺纹钢,菜粕,PTA,豆一,玻璃,铁矿石,铁矿石
1,天胶,沪铝,沪铝,豆粕,塑料,豆一,棉花,豆一,豆粕,沥青,热卷,天胶,天胶
2,动力煤,沪锌,甲醇,豆一,聚丙烯,螺纹钢,聚丙烯,淀粉,菜粕,甲醇,豆粕,沪镍,甲醇
3,焦煤,沪银,动力煤,沥青,白糖,豆油,菜粕,沪镍,聚丙烯,豆油,PVC,焦煤,焦煤
4,热卷,沪镍,沥青,沪铝,豆一,动力煤,甲醇,PTA,棉花,热卷,沥青,沪铝,沪镍
