,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,沪金,豆一,甲醇,焦煤,豆一,菜粕,淀粉,棕榈油,淀粉,白糖,沪金,豆粕,豆粕
1,沪铜,棉花,焦煤,甲醇,沪镍,淀粉,豆一,白糖,动力煤,棕榈油,动力煤,天胶,沪银
2,玉米,棕榈油,豆一,焦炭,玻璃,沪金,玉米,塑料,螺纹钢,棉花,白糖,沪镍,沪镍
3,沪银,豆油,塑料,白糖,甲醇,沪锌,豆油,沪镍,白糖,沪铜,沪银,沪金,沪金
4,豆粕,淀粉,沪镍,豆一,铁矿石,螺纹钢,菜粕,沪铝,豆一,豆油,PVC,沪银,PVC
