,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,焦炭,焦炭,焦炭,焦炭,玉米,豆一,PVC,PVC,淀粉,聚丙烯,玻璃,沪铜,玻璃
1,沪镍,豆粕,焦煤,热卷,塑料,沪铝,棕榈油,豆一,塑料,豆油,沪铜,沪锌,沪锌
2,焦煤,菜粕,铁矿石,动力煤,焦煤,热卷,玉米,棉花,沥青,沪镍,沪银,沪铝,沪铝
3,聚丙烯,铁矿石,淀粉,螺纹钢,沥青,豆油,塑料,焦炭,玻璃,PTA,铁矿石,焦炭,沪铜
4,铁矿石,沪镍,玉米,菜粕,淀粉,沪镍,螺纹钢,热卷,玉米,淀粉,塑料,螺纹钢,热卷
