,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,白糖,豆粕,豆一,天胶,塑料,PVC,焦煤,沪镍,沪银,鸡蛋,鸡蛋,豆粕,甲醇
1,玉米,淀粉,聚丙烯,白糖,沥青,天胶,螺纹钢,沥青,焦煤,沪金,沪金,沪银,菜粕
2,沪金,豆一,鸡蛋,棕榈油,沪铝,棉花,聚丙烯,棉花,沪金,塑料,沪银,甲醇,聚丙烯
3,棕榈油,沪金,沪金,焦煤,聚丙烯,淀粉,甲醇,豆油,鸡蛋,沥青,螺纹钢,沪镍,沪银
4,塑料,菜粕,淀粉,沪锌,白糖,PTA,铁矿石,淀粉,聚丙烯,棉花,沪铜,菜粕,豆一
