,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,焦炭,焦炭,焦炭,菜粕,动力煤,焦炭,焦炭,焦炭,沪镍,热卷,玻璃,焦炭,焦炭
1,焦煤,焦煤,铁矿石,沪铝,鸡蛋,焦煤,动力煤,沪铝,沪锌,豆一,热卷,焦煤,焦煤
2,铁矿石,铁矿石,焦煤,豆粕,焦炭,沪镍,玻璃,焦煤,沪铝,玻璃,沥青,天胶,热卷
3,动力煤,动力煤,热卷,动力煤,沪金,螺纹钢,沪铝,热卷,天胶,沪铝,豆粕,沪铜,动力煤
4,螺纹钢,螺纹钢,动力煤,PVC,焦煤,动力煤,豆一,动力煤,动力煤,动力煤,PVC,热卷,棉花
