,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,沪镍,焦炭,焦煤,沥青,玉米,玉米,沪金,动力煤,沪镍,聚丙烯,玻璃,沪铜,玻璃
1,焦煤,焦煤,焦炭,动力煤,塑料,沥青,沥青,淀粉,淀粉,沥青,白糖,沪锌,沪锌
2,焦炭,铁矿石,铁矿石,热卷,焦煤,铁矿石,沪镍,PVC,动力煤,沪镍,铁矿石,沪铝,热卷
3,铁矿石,鸡蛋,淀粉,螺纹钢,沥青,甲醇,热卷,铁矿石,沥青,动力煤,沪银,螺纹钢,沪铝
4,沪银,聚丙烯,热卷,沪镍,淀粉,棉花,豆一,聚丙烯,菜粕,PTA,豆粕,动力煤,沪铜
