,PP1501.DCE,PP1502.DCE,PP1503.DCE,PP1504.DCE,PP1505.DCE,PP1506.DCE,PP1507.DCE,PP1508.DCE,PP1509.DCE,PP1510.DCE,PP1511.DCE,PP1512.DCE,PP1601.DCE,PP1602.DCE,PP1603.DCE,PP1604.DCE,PP1605.DCE,PP1606.DCE,PP1607.DCE,PP1608.DCE,PP1609.DCE,PP1610.DCE,PP1611.DCE,PP1612.DCE,PP1701.DCE,PP1702.DCE,PP1703.DCE,PP1704.DCE,PP1705.DCE,PP1706.DCE,PP1707.DCE,PP1708.DCE,PP1709.DCE,PP1710.DCE,PP1711.DCE,PP1712.DCE,PP1801.DCE,PP1802.DCE,PP1803.DCE,PP1804.DCE,PP1805.DCE,PP1806.DCE,PP1807.DCE,PP1808.DCE,PP1809.DCE,PP1810.DCE,PP1811.DCE,PP1812.DCE,PP1901.DCE,PP1902.DCE,PP1903.DCE,PP1904.DCE
2015-08-20,,,,,,,,,8161.0,,,,7525.0,7507.0,7293.0,,7237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-21,,,,,,,,,8215.0,,,,7604.0,,,,7315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-24,,,,,,,,,7936.0,,,,7347.0,7372.0,7068.0,,7082.0,,7174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-25,,,,,,,,,7822.0,,,,7195.0,7184.0,,,6935.0,,7108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-26,,,,,,,,,7922.0,,,7724.0,7313.0,,,,7038.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-27,,,,,,,,,7770.0,7735.0,,,7361.0,,,,7090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-28,,,,,,,,,7890.0,,,,7600.0,7581.0,,,7310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-31,,,,,,,,,7805.0,,,,7531.0,7642.0,,,7250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-01,,,,,,,,,7850.0,7778.0,,,7632.0,,,,7336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-02,,,,,,,,,7950.0,,,7611.0,7541.0,,,,7274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-07,,,,,,,,,7900.0,,,,7601.0,,,,7328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-08,,,,,,,,,7900.0,,,7660.0,7493.0,,7373.0,,7226.0,7124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-09,,,,,,,,,7800.0,,,7594.0,7626.0,,7409.0,,7350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-10,,,,,,,,,7660.0,,,,7472.0,7486.0,,,7208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-11,,,,,,,,,7700.0,,7721.0,,7576.0,,7350.0,,7310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-14,,,,,,,,,7550.0,7552.0,,7469.0,7509.0,7505.0,,,7253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-15,,,,,,,,,7400.0,,,,7393.0,,,,7166.0,6984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-16,,,,,,,,,7410.0,,,,7374.0,7400.0,,,7160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-17,,,,,,,,,,,,7300.0,7336.0,7390.0,,,7143.0,,,,6961.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-18,,,,,,,,,,,,7518.0,7305.0,7285.0,,,7108.0,7166.0,,,6932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-21,,,,,,,,,,,,,7293.0,7225.0,,7310.0,7088.0,,,,6912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-22,,,,,,,,,,,,,7343.0,,,,7138.0,,,,6964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-23,,,,,,,,,,7512.0,,,7291.0,7301.0,,7150.0,7100.0,,,,6940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-24,,,,,,,,,,7470.0,,7228.0,7273.0,,,,7080.0,,,,6925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-25,,,,,,,,,,,,,7216.0,,,7047.0,7006.0,,,,6873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-28,,,,,,,,,,7529.0,,,7168.0,7222.0,,,6937.0,,,,6803.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-29,,,,,,,,,,7450.0,,,6997.0,,,,6792.0,,,,6668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,,,,,,,,7550.0,7252.0,,7030.0,,,,6816.0,,,,6692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-08,,,,,,,,,,7580.0,,,7154.0,,,7014.0,6943.0,,,,6817.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-09,,,,,,,,,,,,,7217.0,,,,7000.0,,7149.0,,6872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-12,,,,,,,,,,7180.0,,,7355.0,,,,7124.0,,,,6980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-13,,,,,,,,,,,,,7248.0,7247.0,,,7008.0,,,,6851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-14,,,,,,,,,,,,7152.0,7233.0,,,7065.0,6997.0,,,,6830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-15,,,,,,,,,,7380.0,,,7214.0,7209.0,,,6987.0,7016.0,,,6823.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-16,,,,,,,,,,,,,7136.0,,,,6917.0,,,,6773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-19,,,,,,,,,,,,,7065.0,,,,6853.0,6872.0,,,6720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-20,,,,,,,,,,,,7167.0,7052.0,,,,6840.0,,,,6705.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-21,,,,,,,,,,,,7107.0,7061.0,7023.0,,6945.0,6859.0,,,,6723.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-22,,,,,,,,,,,7017.0,7218.0,7105.0,6974.0,,,6896.0,,,,6758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-23,,,,,,,,,,,6944.0,7439.0,7021.0,7156.0,,,6835.0,,,,6715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-26,,,,,,,,,,,7050.0,7142.0,6965.0,,,,6795.0,,,,6690.0,6550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-27,,,,,,,,,,,6808.0,,6912.0,6951.0,,,6740.0,,,,6650.0,6489.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-28,,,,,,,,,,,,,6927.0,,,6956.0,6746.0,,,,6650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-29,,,,,,,,,,,7200.0,,6944.0,7002.0,6946.0,,6761.0,6841.0,,,6667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-30,,,,,,,,,,,6913.0,,6810.0,,,,6665.0,,,,6615.0,6615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-02,,,,,,,,,,,,6875.0,6832.0,,,,6686.0,,,,6634.0,6621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-03,,,,,,,,,,,,7060.0,6755.0,6826.0,,,6634.0,,6809.0,,6638.0,6733.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-04,,,,,,,,,,,,,6773.0,6890.0,,,6650.0,,6775.0,,6673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-05,,,,,,,,,,,,6990.0,6627.0,6656.0,,,6526.0,,,,6560.0,6595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-06,,,,,,,,,,,,,6607.0,,,,6485.0,,,,6493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-09,,,,,,,,,,,7096.0,6802.0,6600.0,6686.0,,,6470.0,,,,6480.0,6488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-10,,,,,,,,,,,,6711.0,6482.0,6638.0,6522.0,6498.0,6311.0,,,,6310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-11,,,,,,,,,,,,6876.0,6462.0,,,6353.0,6266.0,,,,6253.0,6251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-12,,,,,,,,,,,,,6451.0,6392.0,,6352.0,6213.0,,6241.0,,6167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-13,,,,,,,,,,,,,6263.0,6416.0,,,6111.0,6143.0,,,6066.0,6098.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-16,,,,,,,,,,,,6409.0,6179.0,6267.0,,,5986.0,,,,5940.0,,5907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-17,,,,,,,,,,,,6190.0,6075.0,6100.0,,,5895.0,,,,5871.0,5882.0,5860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-18,,,,,,,,,,,,6200.0,6085.0,6169.0,,,5836.0,,,,5802.0,5840.0,5881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-19,,,,,,,,,,,,6180.0,6137.0,6248.0,,,5810.0,5905.0,,,5770.0,,5840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-20,,,,,,,,,,,,6017.0,5934.0,6025.0,,,5641.0,,,,5593.0,5618.0,5607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-23,,,,,,,,,,,,,5670.0,5911.0,,5520.0,5352.0,,,,5301.0,,5383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-24,,,,,,,,,,,,,5750.0,5862.0,5855.0,,5335.0,,,,5261.0,5315.0,5419.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-25,,,,,,,,,,,,,5882.0,5900.0,5808.0,,5440.0,,,,5356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-26,,,,,,,,,,,,,6010.0,6061.0,,5717.0,5505.0,5605.0,,,5402.0,,5651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-27,,,,,,,,,,,,6288.0,6187.0,6288.0,,5873.0,5638.0,5678.0,5704.0,,5508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-30,,,,,,,,,,,,,6205.0,,,5735.0,5525.0,5518.0,5664.0,,5353.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-01,,,,,,,,,,,,,6260.0,6288.0,6255.0,,5624.0,5767.0,5655.0,,5425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-02,,,,,,,,,,,,,6442.0,,,,5743.0,5906.0,,,5552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-03,,,,,,,,,,,,,6380.0,6356.0,,,5626.0,,5523.0,,5439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-04,,,,,,,,,,,,,6425.0,6353.0,6209.0,5771.0,5696.0,,,,5509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-07,,,,,,,,,,,,,6360.0,6400.0,6120.0,,5551.0,5640.0,,,5375.0,5461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-08,,,,,,,,,,,,,6148.0,6102.0,,5573.0,5400.0,5598.0,,,5206.0,5321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-09,,,,,,,,,,,,,6100.0,6190.0,,,5383.0,5406.0,,5197.0,5198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-10,,,,,,,,,,,,,6008.0,6051.0,,,5362.0,,,,5187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-11,,,,,,,,,,,,,6005.0,6149.0,,5584.0,5410.0,5514.0,,,5222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-14,,,,,,,,,,,,,5875.0,,,5573.0,5361.0,5371.0,,,5158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-15,,,,,,,,,,,,,5974.0,6065.0,,,5500.0,,,5364.0,5260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-16,,,,,,,,,,,,,6022.0,,,,5505.0,5492.0,,,5253.0,,,5411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-17,,,,,,,,,,,,,6100.0,,,,5510.0,,,,5252.0,5312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-18,,,,,,,,,,,,,6021.0,,,,5465.0,5545.0,,,5265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-21,,,,,,,,,,,,,6081.0,,,5735.0,5546.0,5685.0,,,5328.0,,5432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-22,,,,,,,,,,,,,6145.0,6116.0,,,5692.0,5726.0,5543.0,5481.0,5466.0,5570.0,,5517.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-23,,,,,,,,,,,,,6160.0,6125.0,6099.0,5780.0,5680.0,,5570.0,5562.0,5475.0,5600.0,5572.0,5540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-24,,,,,,,,,,,,,6268.0,6231.0,6275.0,6070.0,5796.0,,5570.0,5285.0,5612.0,5700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-25,,,,,,,,,,,,,6410.0,,,5881.0,5840.0,5807.0,,,5621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-28,,,,,,,,,,,,,6430.0,,,5890.0,5731.0,5792.0,5614.0,,5510.0,5784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-29,,,,,,,,,,,,,6358.0,6430.0,,5740.0,5690.0,5750.0,,,5446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-30,,,,,,,,,,,,,6364.0,6450.0,,,5777.0,5785.0,,,5570.0,,5508.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,,,,,,,,,,,,6370.0,6461.0,,,5787.0,5814.0,,,5570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-04,,,,,,,,,,,,,6356.0,,,,5744.0,5672.0,,,5529.0,5630.0,,5625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-05,,,,,,,,,,,,,6330.0,6430.0,,,5745.0,5757.0,,,5524.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-06,,,,,,,,,,,,,6300.0,6300.0,,,5724.0,5704.0,,,5504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-07,,,,,,,,,,,,,5963.0,6102.0,6010.0,5784.0,5558.0,5519.0,,,5339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-08,,,,,,,,,,,,,5800.0,,,5816.0,5631.0,5601.0,,,5400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-11,,,,,,,,,,,,,5960.0,,5711.0,5696.0,5576.0,5536.0,,5470.0,5355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-12,,,,,,,,,,,,,5960.0,,5740.0,5706.0,5525.0,5434.0,,,5296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-13,,,,,,,,,,,,,5802.0,,,,5550.0,5476.0,,,5308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-14,,,,,,,,,,,,,5850.0,,,5651.0,5561.0,5580.0,,,5320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-15,,,,,,,,,,,,,5700.0,,,5864.0,5663.0,5600.0,,,5421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-18,,,,,,,,,,,,,,6001.0,,,5622.0,5695.0,,,5381.0,5485.0,,,5166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-19,,,,,,,,,,,,,,6368.0,,,5778.0,5748.0,,,5527.0,5485.0,,,5360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-20,,,,,,,,,,,,,,,5879.0,5982.0,5850.0,5807.0,5741.0,,5582.0,,,,5415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-21,,,,,,,,,,,,,,,,6025.0,5846.0,,,,5576.0,,,,5420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-22,,,,,,,,,,,,,,6095.0,,5992.0,5935.0,5950.0,,,5671.0,,,,5491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-25,,,,,,,,,,,,,,6006.0,,,5945.0,5896.0,,5705.0,5660.0,,,,5516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-26,,,,,,,,,,,,,,,,6025.0,5955.0,5921.0,,,5670.0,,5630.0,,5500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-27,,,,,,,,,,,,,,5843.0,5969.0,,6085.0,6024.0,5936.0,,5754.0,,5703.0,,5574.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-28,,,,,,,,,,,,,,,,,6156.0,6091.0,,,5842.0,,,,5630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-29,,,,,,,,,,,,,,5880.0,,6058.0,6062.0,5991.0,,,5752.0,,,5790.0,5550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-01,,,,,,,,,,,,,,,,,6092.0,6047.0,,,5761.0,,,,5565.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-02,,,,,,,,,,,,,,,,,6092.0,6150.0,,,5760.0,,,,5558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-03,,,,,,,,,,,,,,,,6168.0,6154.0,5948.0,6002.0,,5762.0,,,,5530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-04,,,,,,,,,,,,,,,6400.0,6310.0,6287.0,,,,5853.0,,,,5634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-05,,,,,,,,,,,,,,,,,6336.0,,,,5909.0,,,,5660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-15,,,,,,,,,,,,,,,6783.0,6287.0,6268.0,6228.0,,,5933.0,,,,5728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-16,,,,,,,,,,,,,,,,6289.0,6250.0,6200.0,,,5912.0,,,,5710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-17,,,,,,,,,,,,,,,,6202.0,6162.0,6181.0,,,5775.0,5785.0,,5849.0,5584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-18,,,,,,,,,,,,,,,6444.0,,6206.0,6232.0,6078.0,,5797.0,,,,5597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-19,,,,,,,,,,,,,,,,6368.0,6177.0,6229.0,,6011.0,5754.0,,,5740.0,5546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-22,,,,,,,,,,,,,,,,6494.0,6357.0,6366.0,,,5941.0,,,,5701.0,5925.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-23,,,,,,,,,,,,,,,,,6328.0,6226.0,,,5945.0,5908.0,,,5700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-24,,,,,,,,,,,,,,,,6371.0,6374.0,6347.0,,6086.0,5965.0,,,,5707.0,5810.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-25,,,,,,,,,,,,,,,,6591.0,6467.0,6450.0,,6188.0,6048.0,6071.0,5938.0,,5796.0,5664.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-26,,,,,,,,,,,,,,,,,6455.0,6401.0,6457.0,6175.0,6020.0,6093.0,6063.0,6018.0,5750.0,5870.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-29,,,,,,,,,,,,,,,,,6483.0,6342.0,,,6087.0,,,,5790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-01,,,,,,,,,,,,,,,,6553.0,6554.0,6307.0,,,6162.0,,,,5851.0,6024.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-02,,,,,,,,,,,,,,,,,6607.0,6562.0,6531.0,6480.0,6233.0,,6150.0,,5930.0,6041.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-03,,,,,,,,,,,,,,,,,6743.0,,6724.0,,6411.0,,,,6106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-04,,,,,,,,,,,,,,,,,6841.0,6900.0,6842.0,,6554.0,,,,6283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-07,,,,,,,,,,,,,,,,,6991.0,7113.0,6999.0,,6686.0,6712.0,6705.0,6710.0,6455.0,6547.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-08,,,,,,,,,,,,,,,,,6864.0,6821.0,7064.0,,6509.0,6679.0,,6698.0,6295.0,6329.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-09,,,,,,,,,,,,,,,,,6863.0,6845.0,6881.0,,6460.0,6638.0,,6600.0,6159.0,6320.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-10,,,,,,,,,,,,,,,,7064.0,7050.0,6974.0,7128.0,6886.0,6664.0,6715.0,,,6415.0,6480.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-11,,,,,,,,,,,,,,,,7120.0,6913.0,6940.0,6813.0,6812.0,6553.0,6711.0,6752.0,,6322.0,6460.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14,,,,,,,,,,,,,,,,6978.0,6867.0,6787.0,,6641.0,6474.0,6612.0,,,6253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-15,,,,,,,,,,,,,,,,6963.0,6829.0,6767.0,,,6459.0,6341.0,,,6239.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-16,,,,,,,,,,,,,,,,7100.0,6901.0,,,,6521.0,,,,6299.0,6485.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-17,,,,,,,,,,,,,,,,7295.0,7138.0,7126.0,,,6712.0,6817.0,,,6490.0,6723.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-18,,,,,,,,,,,,,,,,7480.0,7284.0,,,,6867.0,,6948.0,6903.0,6631.0,6800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-21,,,,,,,,,,,,,,,,7474.0,7307.0,7259.0,7137.0,,6913.0,,,,6680.0,6800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-22,,,,,,,,,,,,,,,,7322.0,7166.0,7104.0,6960.0,,6770.0,6844.0,,,6537.0,,6850.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-23,,,,,,,,,,,,,,,,,7183.0,7132.0,,,6804.0,6840.0,6798.0,,6579.0,6646.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-24,,,,,,,,,,,,,,,,,7083.0,7203.0,,,6697.0,6756.0,6803.0,6789.0,6470.0,6682.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-25,,,,,,,,,,,,,,,,7501.0,7285.0,7279.0,7116.0,,6806.0,6896.0,,,6566.0,6611.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-28,,,,,,,,,,,,,,,,,7303.0,7211.0,6960.0,,6810.0,6860.0,,,6570.0,6614.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-29,,,,,,,,,,,,,,,,7650.0,7256.0,7152.0,7142.0,6972.0,6732.0,6729.0,,,6487.0,6514.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-30,,,,,,,,,,,,,,,,7400.0,7328.0,7241.0,7061.0,6945.0,6760.0,,,,6493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,,,,,,,,,,,,,,,7436.0,7293.0,,7061.0,,6669.0,6608.0,6698.0,,6407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-01,,,,,,,,,,,,,,,,7098.0,7360.0,,7135.0,6981.0,6820.0,6854.0,7064.0,,6530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-05,,,,,,,,,,,,,,,,,7452.0,7340.0,7125.0,7010.0,6910.0,6955.0,,6727.0,6630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-06,,,,,,,,,,,,,,,,,7450.0,,7098.0,,6862.0,6821.0,6910.0,6722.0,6590.0,6624.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-07,,,,,,,,,,,,,,,,,7309.0,7297.0,7046.0,7046.0,6817.0,,,,6544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-08,,,,,,,,,,,,,,,,,7043.0,7103.0,6950.0,6774.0,6619.0,6644.0,6740.0,,6354.0,6429.0,6536.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-11,,,,,,,,,,,,,,,,,7145.0,7171.0,,,6702.0,6730.0,,,6435.0,6551.0,6332.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-12,,,,,,,,,,,,,,,,,7087.0,7022.0,7070.0,7070.0,6732.0,6771.0,6767.0,6700.0,6470.0,6554.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-13,,,,,,,,,,,,,,,,,7138.0,7005.0,,,6800.0,6909.0,,6765.0,6530.0,6719.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-14,,,,,,,,,,,,,,,,,7080.0,7030.0,7101.0,,6758.0,6818.0,,6692.0,6490.0,6550.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-15,,,,,,,,,,,,,,,,,7050.0,7087.0,7098.0,7019.0,6785.0,6752.0,,,6514.0,6583.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-18,,,,,,,,,,,,,,,,,6952.0,,7084.0,,6682.0,6730.0,6801.0,,6412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-19,,,,,,,,,,,,,,,,,6832.0,6915.0,6948.0,6998.0,6642.0,6712.0,6869.0,,6408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-20,,,,,,,,,,,,,,,,,6694.0,6831.0,6918.0,,6540.0,6682.0,6601.0,6592.0,6356.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-21,,,,,,,,,,,,,,,,,6706.0,6629.0,6925.0,,6620.0,6640.0,6694.0,6619.0,6422.0,6554.0,6536.0,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-22,,,,,,,,,,,,,,,,,6655.0,6959.0,,,6694.0,,6748.0,,6520.0,6655.0,6640.0,,,,,,,,,,,,,,,,,,,,,,,,,
