,IF1501.CFE,IF1502.CFE,IF1503.CFE,IF1504.CFE,IF1505.CFE,IF1506.CFE,IF1507.CFE,IF1508.CFE,IF1509.CFE,IF1510.CFE,IF1511.CFE,IF1512.CFE,IF1601.CFE,IF1602.CFE,IF1603.CFE,IF1604.CFE,IF1605.CFE,IF1606.CFE,IF1607.CFE,IF1608.CFE,IF1609.CFE,IF1610.CFE,IF1611.CFE,IF1612.CFE,IF1701.CFE,IF1702.CFE,IF1703.CFE,IF1704.CFE,IF1705.CFE,IF1706.CFE,IF1707.CFE,IF1708.CFE,IF1709.CFE,IF1710.CFE,IF1711.CFE,IF1712.CFE,IF1801.CFE,IF1802.CFE,IF1803.CFE,IF1804.CFE,IF1805.CFE,IF1806.CFE,IF1809.CFE,IF1812.CFE
2016-03-01,,,,,,,,,,,,,,,2793.4,2732.4,,2631.4,,,2505.0,,,,,,,,,,,,,,,,,,,,,,,
2016-03-02,,,,,,,,,,,,,,,2880.0,2820.0,,2720.0,,,2576.0,,,,,,,,,,,,,,,,,,,,,,,
2016-03-03,,,,,,,,,,,,,,,2998.2,2940.6,,2829.6,,,2672.2,,,,,,,,,,,,,,,,,,,,,,,
2016-03-04,,,,,,,,,,,,,,,2982.0,2927.6,,2810.0,,,2663.0,,,,,,,,,,,,,,,,,,,,,,,
2016-03-07,,,,,,,,,,,,,,,3048.0,2996.8,,2889.8,,,2734.0,,,,,,,,,,,,,,,,,,,,,,,
2016-03-08,,,,,,,,,,,,,,,2970.2,2918.0,,2815.6,,,2674.0,,,,,,,,,,,,,,,,,,,,,,,
2016-03-09,,,,,,,,,,,,,,,2992.0,2934.2,,2828.0,,,2650.6,,,,,,,,,,,,,,,,,,,,,,,
2016-03-10,,,,,,,,,,,,,,,2982.0,2923.6,,2820.2,,,2683.0,,,,,,,,,,,,,,,,,,,,,,,
2016-03-11,,,,,,,,,,,,,,,2961.0,2902.4,,2788.4,,,2650.0,,,,,,,,,,,,,,,,,,,,,,,
2016-03-14,,,,,,,,,,,,,,,3019.8,2953.0,,2851.0,,,2715.2,,,,,,,,,,,,,,,,,,,,,,,
2016-03-15,,,,,,,,,,,,,,,3011.2,2950.0,,2849.6,,,2706.0,,,,,,,,,,,,,,,,,,,,,,,
2016-03-16,,,,,,,,,,,,,,,3043.0,2973.4,,2871.0,,,2726.0,,,,,,,,,,,,,,,,,,,,,,,
2016-03-17,,,,,,,,,,,,,,,3071.0,3002.0,,2892.4,,,2750.0,,,,,,,,,,,,,,,,,,,,,,,
2016-03-18,,,,,,,,,,,,,,,3131.2,3080.2,,2974.2,,,2823.2,,,,,,,,,,,,,,,,,,,,,,,
2016-03-21,,,,,,,,,,,,,,,,3161.0,3117.4,3070.4,,,2961.8,,,,,,,,,,,,,,,,,,,,,,,
2016-03-22,,,,,,,,,,,,,,,,3187.0,3153.6,3115.0,,,3019.6,,,,,,,,,,,,,,,,,,,,,,,
2016-03-23,,,,,,,,,,,,,,,,3166.0,3130.4,3088.6,,,2990.0,,,,,,,,,,,,,,,,,,,,,,,
2016-03-24,,,,,,,,,,,,,,,,3130.2,3096.0,3051.0,,,2947.6,,,,,,,,,,,,,,,,,,,,,,,
2016-03-25,,,,,,,,,,,,,,,,3143.4,3101.6,3058.2,,,2959.2,,,,,,,,,,,,,,,,,,,,,,,
2016-03-28,,,,,,,,,,,,,,,,3120.0,3077.4,3028.4,,,2870.0,,,,,,,,,,,,,,,,,,,,,,,
2016-03-29,,,,,,,,,,,,,,,,3082.0,3035.6,2985.2,,,2869.8,,,,,,,,,,,,,,,,,,,,,,,
2016-03-30,,,,,,,,,,,,,,,,3131.0,3080.0,3030.0,,,2915.0,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,,,,,,,,,,,,,,,,3172.8,3127.2,3072.2,,,2957.2,,,,,,,,,,,,,,,,,,,,,,,
2016-04-01,,,,,,,,,,,,,,,,3123.6,3063.0,3009.0,,,2901.0,,,,,,,,,,,,,,,,,,,,,,,
2016-04-05,,,,,,,,,,,,,,,,3180.8,3133.6,3079.0,,,2949.0,,,,,,,,,,,,,,,,,,,,,,,
2016-04-06,,,,,,,,,,,,,,,,3222.2,3179.6,3124.0,,,2994.6,,,,,,,,,,,,,,,,,,,,,,,
2016-04-07,,,,,,,,,,,,,,,,3195.0,3133.0,3094.2,,,2968.8,,,,,,,,,,,,,,,,,,,,,,,
2016-04-08,,,,,,,,,,,,,,,,3145.6,3100.0,3044.6,,,2919.0,,,,,,,,,,,,,,,,,,,,,,,
2016-04-11,,,,,,,,,,,,,,,,3205.0,3160.0,3091.4,,,2959.2,,,,,,,,,,,,,,,,,,,,,,,
2016-04-12,,,,,,,,,,,,,,,,3190.0,3145.2,3100.0,,,2972.8,,,,,,,,,,,,,,,,,,,,,,,
2016-04-13,,,,,,,,,,,,,,,,3242.4,3187.2,3146.2,,,3029.2,,,,,,,,,,,,,,,,,,,,,,,
2016-04-14,,,,,,,,,,,,,,,,3252.0,3212.6,3171.0,,,3049.6,,,,,,,,,,,,,,,,,,,,,,,
2016-04-15,,,,,,,,,,,,,,,,3258.2,3220.2,3178.4,,,3066.4,,,,,,,,,,,,,,,,,,,,,,,
2016-04-18,,,,,,,,,,,,,,,,,3171.4,3130.2,,,3016.6,,,2935.8,,,,,,,,,,,,,,,,,,,,
2016-04-19,,,,,,,,,,,,,,,,,3175.2,3131.8,,,3010.0,,,2938.8,,,,,,,,,,,,,,,,,,,,
2016-04-20,,,,,,,,,,,,,,,,,3072.2,3024.6,,,2921.0,,,2848.0,,,,,,,,,,,,,,,,,,,,
2016-04-21,,,,,,,,,,,,,,,,,3103.6,3054.8,,,2941.4,,,2867.2,,,,,,,,,,,,,,,,,,,,
2016-04-22,,,,,,,,,,,,,,,,,3098.4,3056.4,,,2947.6,,,2875.2,,,,,,,,,,,,,,,,,,,,
2016-04-25,,,,,,,,,,,,,,,,,3083.0,3038.2,,,2930.0,,,2850.2,,,,,,,,,,,,,,,,,,,,
2016-04-26,,,,,,,,,,,,,,,,,3105.2,3065.0,,,2956.4,,,2879.0,,,,,,,,,,,,,,,,,,,,
2016-04-27,,,,,,,,,,,,,,,,,3117.0,3076.4,,,2963.4,,,2891.0,,,,,,,,,,,,,,,,,,,,
2016-04-28,,,,,,,,,,,,,,,,,3097.0,3059.0,,,2950.2,,,2875.4,,,,,,,,,,,,,,,,,,,,
2016-04-29,,,,,,,,,,,,,,,,,3110.4,3071.2,,,2965.8,,,2885.0,,,,,,,,,,,,,,,,,,,,
2016-05-03,,,,,,,,,,,,,,,,,3110.8,3072.0,,,2965.8,,,2893.2,,,,,,,,,,,,,,,,,,,,
2016-05-04,,,,,,,,,,,,,,,,,3167.2,3125.4,,,3015.2,,,2940.4,,,,,,,,,,,,,,,,,,,,
2016-05-05,,,,,,,,,,,,,,,,,3169.0,3126.8,,,3011.0,,,2932.0,,,,,,,,,,,,,,,,,,,,
2016-05-06,,,,,,,,,,,,,,,,,3088.4,3044.0,,,2937.6,,,2865.0,,,,,,,,,,,,,,,,,,,,
2016-05-09,,,,,,,,,,,,,,,,,3022.0,2974.4,,,2870.0,,,2801.2,,,,,,,,,,,,,,,,,,,,
2016-05-10,,,,,,,,,,,,,,,,,3023.0,2974.8,,,2854.0,,,2806.4,,,,,,,,,,,,,,,,,,,,
2016-05-11,,,,,,,,,,,,,,,,,3038.0,2992.0,,,2884.0,,,2811.8,,,,,,,,,,,,,,,,,,,,
2016-05-12,,,,,,,,,,,,,,,,,3014.8,2967.8,,,2861.2,,,2786.6,,,,,,,,,,,,,,,,,,,,
2016-05-13,,,,,,,,,,,,,,,,,3051.8,3014.0,,,2900.0,,,2828.0,,,,,,,,,,,,,,,,,,,,
2016-05-16,,,,,,,,,,,,,,,,,3033.0,2998.4,,,2898.4,,,2829.8,,,,,,,,,,,,,,,,,,,,
2016-05-17,,,,,,,,,,,,,,,,,3061.0,3017.8,,,2910.0,,,2837.6,,,,,,,,,,,,,,,,,,,,
2016-05-18,,,,,,,,,,,,,,,,,3027.0,2985.0,,,2884.4,,,2813.6,,,,,,,,,,,,,,,,,,,,
2016-05-19,,,,,,,,,,,,,,,,,3050.8,3011.0,,,2910.0,,,2840.4,,,,,,,,,,,,,,,,,,,,
2016-05-20,,,,,,,,,,,,,,,,,3042.2,3002.0,,,2902.0,,,2832.0,,,,,,,,,,,,,,,,,,,,
2016-05-23,,,,,,,,,,,,,,,,,,3034.6,3000.0,,2917.0,,,2870.0,,,,,,,,,,,,,,,,,,,,
2016-05-24,,,,,,,,,,,,,,,,,,3010.0,2976.2,,2909.0,,,2696.0,,,,,,,,,,,,,,,,,,,,
2016-05-25,,,,,,,,,,,,,,,,,,3015.2,2978.8,,2911.0,,,2850.2,,,,,,,,,,,,,,,,,,,,
2016-05-26,,,,,,,,,,,,,,,,,,2988.0,2950.6,,2887.0,,,2820.0,,,,,,,,,,,,,,,,,,,,
2016-05-27,,,,,,,,,,,,,,,,,,3014.2,2978.0,,2912.0,,,2847.4,,,,,,,,,,,,,,,,,,,,
2016-05-30,,,,,,,,,,,,,,,,,,2992.8,2956.4,,2896.0,,,2836.6,,,,,,,,,,,,,,,,,,,,
2016-05-31,,,,,,,,,,,,,,,,,,2732.4,2920.0,,2933.2,,,2885.2,,,,,,,,,,,,,,,,,,,,
2016-06-01,,,,,,,,,,,,,,,,,,3131.8,3099.2,,3061.0,,,3020.0,,,,,,,,,,,,,,,,,,,,
2016-06-02,,,,,,,,,,,,,,,,,,3125.0,3093.6,,3047.2,,,2998.6,,,,,,,,,,,,,,,,,,,,
2016-06-03,,,,,,,,,,,,,,,,,,3132.6,3103.4,,3058.6,,,3017.4,,,,,,,,,,,,,,,,,,,,
2016-06-06,,,,,,,,,,,,,,,,,,3150.0,3113.8,,3073.4,,,3023.4,,,,,,,,,,,,,,,,,,,,
2016-06-07,,,,,,,,,,,,,,,,,,3151.8,3113.2,,3066.4,,,3011.4,,,,,,,,,,,,,,,,,,,,
2016-06-08,,,,,,,,,,,,,,,,,,3131.2,3091.8,,3044.6,,,2990.2,,,,,,,,,,,,,,,,,,,,
2016-06-13,,,,,,,,,,,,,,,,,,3027.0,2946.8,,2936.2,,,2895.2,,,,,,,,,,,,,,,,,,,,
2016-06-14,,,,,,,,,,,,,,,,,,3034.2,2980.0,,2935.8,,,2890.0,,,,,,,,,,,,,,,,,,,,
2016-06-15,,,,,,,,,,,,,,,,,,3021.0,2981.2,,2927.8,,,2878.6,,,,,,,,,,,,,,,,,,,,
2016-06-16,,,,,,,,,,,,,,,,,,3078.2,3020.0,,2963.8,,,2910.0,,,,,,,,,,,,,,,,,,,,
2016-06-17,,,,,,,,,,,,,,,,,,3097.6,3024.0,,2961.0,,,2904.6,,,,,,,,,,,,,,,,,,,,
2016-06-20,,,,,,,,,,,,,,,,,,,3015.8,2984.0,2951.4,,,2895.2,,,,,,,,,,,,,,,,,,,,
2016-06-21,,,,,,,,,,,,,,,,,,,3027.6,2990.0,2957.6,,,2896.4,,,,,,,,,,,,,,,,,,,,
2016-06-22,,,,,,,,,,,,,,,,,,,3030.2,2998.0,2961.0,,,2897.4,,,,,,,,,,,,,,,,,,,,
2016-06-23,,,,,,,,,,,,,,,,,,,3040.0,3005.2,2973.4,,,2912.2,,,,,,,,,,,,,,,,,,,,
2016-06-24,,,,,,,,,,,,,,,,,,,2971.0,2940.0,2908.2,,,2850.0,,,,,,,,,,,,,,,,,,,,
2016-06-27,,,,,,,,,,,,,,,,,,,3015.2,2993.2,2966.4,,,2891.2,,,,,,,,,,,,,,,,,,,,
2016-06-28,,,,,,,,,,,,,,,,,,,3048.8,3017.2,2988.2,,,2929.8,,,,,,,,,,,,,,,,,,,,
2016-06-29,,,,,,,,,,,,,,,,,,,3091.0,3054.6,3026.2,,,2967.2,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,,,,,,,,,,,,,,,,,3107.2,3070.4,3039.4,,,2974.8,,,,,,,,,,,,,,,,,,,,
2016-07-01,,,,,,,,,,,,,,,,,,,3100.0,3062.4,3032.0,,,2973.8,,,,,,,,,,,,,,,,,,,,
2016-07-04,,,,,,,,,,,,,,,,,,,3095.0,3058.4,3020.0,,,2963.0,,,,,,,,,,,,,,,,,,,,
2016-07-05,,,,,,,,,,,,,,,,,,,3160.2,3128.0,3090.4,,,3032.2,,,,,,,,,,,,,,,,,,,,
2016-07-06,,,,,,,,,,,,,,,,,,,3148.0,3112.0,3076.8,,,3013.6,,,,,,,,,,,,,,,,,,,,
2016-07-07,,,,,,,,,,,,,,,,,,,3161.2,3119.6,3083.6,,,3015.0,,,,,,,,,,,,,,,,,,,,
2016-07-08,,,,,,,,,,,,,,,,,,,3163.6,3126.0,3086.8,,,3011.8,,,,,,,,,,,,,,,,,,,,
2016-07-11,,,,,,,,,,,,,,,,,,,3175.0,3134.4,3100.2,,,3020.0,,,,,,,,,,,,,,,,,,,,
2016-07-12,,,,,,,,,,,,,,,,,,,3182.2,3143.6,3117.6,,,3040.8,,,,,,,,,,,,,,,,,,,,
2016-07-13,,,,,,,,,,,,,,,,,,,3265.4,3234.2,3201.4,,,3125.0,,,,,,,,,,,,,,,,,,,,
2016-07-14,,,,,,,,,,,,,,,,,,,3253.2,3224.0,3186.6,,,3121.0,,,,,,,,,,,,,,,,,,,,
2016-07-15,,,,,,,,,,,,,,,,,,,3265.0,3231.0,3202.0,,,3131.6,,,,,,,,,,,,,,,,,,,,
2016-07-18,,,,,,,,,,,,,,,,,,,,3218.2,3190.6,,,3115.2,,,3057.8,,,,,,,,,,,,,,,,,
2016-07-19,,,,,,,,,,,,,,,,,,,,3185.0,3160.8,,,3086.6,,,3028.6,,,,,,,,,,,,,,,,,
2016-07-20,,,,,,,,,,,,,,,,,,,,3195.6,3161.8,,,3083.0,,,3019.6,,,,,,,,,,,,,,,,,
2016-07-21,,,,,,,,,,,,,,,,,,,,3198.8,3164.4,,,3094.8,,,3026.8,,,,,,,,,,,,,,,,,
2016-07-22,,,,,,,,,,,,,,,,,,,,3188.6,3157.8,,,3082.6,,,3019.4,,,,,,,,,,,,,,,,,
2016-07-25,,,,,,,,,,,,,,,,,,,,3190.6,3158.6,,,3084.8,,,3021.0,,,,,,,,,,,,,,,,,
2016-07-26,,,,,,,,,,,,,,,,,,,,3196.8,3162.2,,,3091.2,,,3030.0,,,,,,,,,,,,,,,,,
2016-07-27,,,,,,,,,,,,,,,,,,,,3122.0,3086.0,,,3015.0,,,2961.6,,,,,,,,,,,,,,,,,
2016-07-28,,,,,,,,,,,,,,,,,,,,3162.6,3134.4,,,3058.0,,,2996.2,,,,,,,,,,,,,,,,,
2016-07-29,,,,,,,,,,,,,,,,,,,,3170.2,3144.0,,,3090.0,,,3039.4,,,,,,,,,,,,,,,,,
2016-08-01,,,,,,,,,,,,,,,,,,,,3136.0,3108.0,,,3050.6,,,3007.2,,,,,,,,,,,,,,,,,
2016-08-02,,,,,,,,,,,,,,,,,,,,3148.6,3120.2,,,3066.2,,,3021.4,,,,,,,,,,,,,,,,,
2016-08-03,,,,,,,,,,,,,,,,,,,,3154.6,3125.2,,,3070.0,,,3021.8,,,,,,,,,,,,,,,,,
2016-08-04,,,,,,,,,,,,,,,,,,,,3145.0,3125.0,,,3085.0,,,3047.0,,,,,,,,,,,,,,,,,
2016-08-05,,,,,,,,,,,,,,,,,,,,3166.2,3145.4,,,3097.0,,,3061.6,,,,,,,,,,,,,,,,,
2016-08-08,,,,,,,,,,,,,,,,,,,,3168.2,3143.8,,,3095.0,,,3055.6,,,,,,,,,,,,,,,,,
2016-08-09,,,,,,,,,,,,,,,,,,,,3215.0,3193.0,,,3138.2,,,3103.0,,,,,,,,,,,,,,,,,
2016-08-10,,,,,,,,,,,,,,,,,,,,3231.0,3206.6,,,3152.4,,,3117.0,,,,,,,,,,,,,,,,,
2016-08-11,,,,,,,,,,,,,,,,,,,,3226.0,3199.6,,,3148.0,,,3112.0,,,,,,,,,,,,,,,,,
2016-08-12,,,,,,,,,,,,,,,,,,,,3222.0,3196.8,,,3149.4,,,3115.6,,,,,,,,,,,,,,,,,
2016-08-15,,,,,,,,,,,,,,,,,,,,3292.8,3259.0,,,3223.2,,,3191.8,,,,,,,,,,,,,,,,,
2016-08-16,,,,,,,,,,,,,,,,,,,,3372.0,3351.0,,,3309.0,,,3269.0,,,,,,,,,,,,,,,,,
2016-08-17,,,,,,,,,,,,,,,,,,,,3355.0,3335.4,,,3287.4,,,3252.0,,,,,,,,,,,,,,,,,
2016-08-18,,,,,,,,,,,,,,,,,,,,3346.8,3320.0,,,3268.4,,,3232.0,,,,,,,,,,,,,,,,,
2016-08-19,,,,,,,,,,,,,,,,,,,,3350.0,3312.0,,,3254.0,,,3205.0,,,,,,,,,,,,,,,,,
2016-08-22,,,,,,,,,,,,,,,,,,,,,3308.0,3287.0,,3250.4,,,3213.0,,,,,,,,,,,,,,,,,
2016-08-23,,,,,,,,,,,,,,,,,,,,,3295.0,3273.2,,3230.0,,,3194.8,,,,,,,,,,,,,,,,,
2016-08-24,,,,,,,,,,,,,,,,,,,,,3294.4,3271.0,,3227.8,,,3180.0,,,,,,,,,,,,,,,,,
2016-08-25,,,,,,,,,,,,,,,,,,,,,3249.8,3227.8,,3187.4,,,3149.6,,,,,,,,,,,,,,,,,
2016-08-26,,,,,,,,,,,,,,,,,,,,,3273.4,3250.0,,3206.0,,,3160.0,,,,,,,,,,,,,,,,,
2016-08-29,,,,,,,,,,,,,,,,,,,,,3268.0,3246.2,,3200.0,,,3152.6,,,,,,,,,,,,,,,,,
2016-08-30,,,,,,,,,,,,,,,,,,,,,3273.0,3249.2,,3206.8,,,3164.0,,,,,,,,,,,,,,,,,
2016-08-31,,,,,,,,,,,,,,,,,,,,,3281.0,3258.8,,3213.6,,,3168.8,,,,,,,,,,,,,,,,,
2016-09-01,,,,,,,,,,,,,,,,,,,,,3270.0,3250.0,,3205.0,,,3165.0,,,,,,,,,,,,,,,,,
2016-09-02,,,,,,,,,,,,,,,,,,,,,3270.0,3248.2,,3190.0,,,3162.6,,,,,,,,,,,,,,,,,
2016-09-05,,,,,,,,,,,,,,,,,,,,,3294.6,3270.2,,3222.2,,,3184.2,,,,,,,,,,,,,,,,,
2016-09-06,,,,,,,,,,,,,,,,,,,,,3272.8,3253.0,,3207.6,,,3162.2,,,,,,,,,,,,,,,,,
2016-09-07,,,,,,,,,,,,,,,,,,,,,3322.8,3301.0,,3254.0,,,3206.8,,,,,,,,,,,,,,,,,
2016-09-08,,,,,,,,,,,,,,,,,,,,,3318.0,3294.8,,3248.0,,,3200.0,,,,,,,,,,,,,,,,,
2016-09-09,,,,,,,,,,,,,,,,,,,,,3306.0,3283.4,,3240.0,,,3192.8,,,,,,,,,,,,,,,,,
2016-09-12,,,,,,,,,,,,,,,,,,,,,3225.0,3196.0,,3158.6,,,3117.0,,,,,,,,,,,,,,,,,
2016-09-13,,,,,,,,,,,,,,,,,,,,,3240.2,3207.0,,3156.6,,,3112.6,,,,,,,,,,,,,,,,,
2016-09-14,,,,,,,,,,,,,,,,,,,,,3231.2,3185.6,,3132.0,,,3081.6,,,,,,,,,,,,,,,,,
2016-09-19,,,,,,,,,,,,,,,,,,,,,3240.0,3195.0,,3147.4,,,3087.6,,,,,,,,,,,,,,,,,
2016-09-20,,,,,,,,,,,,,,,,,,,,,,3205.2,3177.2,3149.0,,,3088.2,,,,,,,,,,,,,,,,,
2016-09-21,,,,,,,,,,,,,,,,,,,,,,3212.0,3184.4,3156.6,,,3088.0,,,,,,,,,,,,,,,,,
2016-09-22,,,,,,,,,,,,,,,,,,,,,,3243.0,3213.6,3184.0,,,3117.0,,,,,,,,,,,,,,,,,
2016-09-23,,,,,,,,,,,,,,,,,,,,,,3247.6,3218.0,3190.4,,,3120.2,,,,,,,,,,,,,,,,,
2016-09-26,,,,,,,,,,,,,,,,,,,,,,3203.0,3178.2,3152.0,,,3083.0,,,,,,,,,,,,,,,,,
2016-09-27,,,,,,,,,,,,,,,,,,,,,,3200.8,3172.4,3150.2,,,3079.8,,,,,,,,,,,,,,,,,
2016-09-28,,,,,,,,,,,,,,,,,,,,,,3213.2,3184.4,3157.0,,,3088.4,,,,,,,,,,,,,,,,,
2016-09-29,,,,,,,,,,,,,,,,,,,,,,3225.8,3196.0,3169.4,,,3099.0,,,,,,,,,,,,,,,,,
2016-09-30,,,,,,,,,,,,,,,,,,,,,,3231.6,3204.0,3169.6,,,3100.0,,,,,,,,,,,,,,,,,
2016-10-10,,,,,,,,,,,,,,,,,,,,,,3210.6,3191.2,3170.0,,,3120.0,,,,,,,,,,,,,,,,,
2016-10-11,,,,,,,,,,,,,,,,,,,,,,3285.4,3260.2,3235.4,,,3166.8,,,,,,,,,,,,,,,,,
2016-10-12,,,,,,,,,,,,,,,,,,,,,,3280.2,3253.2,3227.0,,,3157.2,,,,,,,,,,,,,,,,,
2016-10-13,,,,,,,,,,,,,,,,,,,,,,3280.2,3251.0,3224.0,,,3154.2,,,,,,,,,,,,,,,,,
2016-10-14,,,,,,,,,,,,,,,,,,,,,,3270.4,3242.4,3213.6,,,3149.4,,,,,,,,,,,,,,,,,
2016-10-17,,,,,,,,,,,,,,,,,,,,,,3263.0,3221.6,3205.2,,,3135.0,,,,,,,,,,,,,,,,,
2016-10-18,,,,,,,,,,,,,,,,,,,,,,3272.6,3230.6,3213.4,,,3141.0,,,,,,,,,,,,,,,,,
2016-10-19,,,,,,,,,,,,,,,,,,,,,,3308.8,3279.0,3252.4,,,3176.4,,,,,,,,,,,,,,,,,
2016-10-20,,,,,,,,,,,,,,,,,,,,,,3312.2,3282.0,3255.0,,,3179.8,,,,,,,,,,,,,,,,,
2016-10-21,,,,,,,,,,,,,,,,,,,,,,3310.0,3274.2,3251.2,,,3178.2,,,,,,,,,,,,,,,,,
2016-10-24,,,,,,,,,,,,,,,,,,,,,,,3300.0,3276.4,,,3202.0,,,3148.8,,,,,,,,,,,,,,
2016-10-25,,,,,,,,,,,,,,,,,,,,,,,3335.0,3313.0,,,3245.2,,,3181.8,,,,,,,,,,,,,,
2016-10-26,,,,,,,,,,,,,,,,,,,,,,,3324.4,3303.2,,,3237.6,,,3177.8,,,,,,,,,,,,,,
2016-10-27,,,,,,,,,,,,,,,,,,,,,,,3312.2,3289.0,,,3223.2,,,3164.8,,,,,,,,,,,,,,
2016-10-28,,,,,,,,,,,,,,,,,,,,,,,3316.0,3292.2,,,3227.6,,,3167.4,,,,,,,,,,,,,,
2016-10-31,,,,,,,,,,,,,,,,,,,,,,,3290.2,3268.4,,,3205.8,,,3148.0,,,,,,,,,,,,,,
2016-11-01,,,,,,,,,,,,,,,,,,,,,,,3315.0,3292.4,,,3229.2,,,3165.2,,,,,,,,,,,,,,
2016-11-02,,,,,,,,,,,,,,,,,,,,,,,3313.4,3290.4,,,3223.6,,,3165.0,,,,,,,,,,,,,,
2016-11-03,,,,,,,,,,,,,,,,,,,,,,,3310.4,3287.4,,,3220.4,,,3161.4,,,,,,,,,,,,,,
2016-11-04,,,,,,,,,,,,,,,,,,,,,,,3335.0,3313.2,,,3245.6,,,3189.2,,,,,,,,,,,,,,
2016-11-07,,,,,,,,,,,,,,,,,,,,,,,3335.4,3312.0,,,3250.0,,,3191.6,,,,,,,,,,,,,,
2016-11-08,,,,,,,,,,,,,,,,,,,,,,,3348.6,3325.4,,,3260.4,,,3200.8,,,,,,,,,,,,,,
2016-11-09,,,,,,,,,,,,,,,,,,,,,,,3297.2,3263.6,,,3210.2,,,3160.0,,,,,,,,,,,,,,
2016-11-10,,,,,,,,,,,,,,,,,,,,,,,3372.6,3341.6,,,3284.6,,,3232.6,,,,,,,,,,,,,,
2016-11-11,,,,,,,,,,,,,,,,,,,,,,,3368.4,3346.0,,,3282.0,,,3224.0,,,,,,,,,,,,,,
2016-11-14,,,,,,,,,,,,,,,,,,,,,,,3400.2,3380.0,,,3314.0,,,3264.8,,,,,,,,,,,,,,
2016-11-15,,,,,,,,,,,,,,,,,,,,,,,3411.2,3387.4,,,3318.4,,,3265.0,,,,,,,,,,,,,,
2016-11-16,,,,,,,,,,,,,,,,,,,,,,,3416.8,3394.2,,,3323.4,,,3268.8,,,,,,,,,,,,,,
2016-11-17,,,,,,,,,,,,,,,,,,,,,,,3405.4,3379.8,,,3310.2,,,3257.6,,,,,,,,,,,,,,
2016-11-18,,,,,,,,,,,,,,,,,,,,,,,3418.0,3384.2,,,3301.0,,,3250.0,,,,,,,,,,,,,,
2016-11-21,,,,,,,,,,,,,,,,,,,,,,,,3394.8,3369.6,,3323.8,,,3264.0,,,,,,,,,,,,,,
2016-11-22,,,,,,,,,,,,,,,,,,,,,,,,3419.2,3395.0,,3354.6,,,3286.4,,,,,,,,,,,,,,
2016-11-23,,,,,,,,,,,,,,,,,,,,,,,,3443.0,3418.8,,3371.8,,,3307.6,,,,,,,,,,,,,,
2016-11-24,,,,,,,,,,,,,,,,,,,,,,,,3447.8,3423.6,,3375.8,,,3309.6,,,,,,,,,,,,,,
2016-11-25,,,,,,,,,,,,,,,,,,,,,,,,3443.6,3424.4,,3370.6,,,3313.6,,,,,,,,,,,,,,
2016-11-28,,,,,,,,,,,,,,,,,,,,,,,,3518.0,3496.2,,3447.2,,,3390.0,,,,,,,,,,,,,,
2016-11-29,,,,,,,,,,,,,,,,,,,,,,,,3511.4,3490.6,,3451.0,,,3387.2,,,,,,,,,,,,,,
2016-11-30,,,,,,,,,,,,,,,,,,,,,,,,3527.0,3506.6,,3471.8,,,3430.0,,,,,,,,,,,,,,
2016-12-01,,,,,,,,,,,,,,,,,,,,,,,,3541.8,3520.6,,3490.2,,,3441.0,,,,,,,,,,,,,,
2016-12-02,,,,,,,,,,,,,,,,,,,,,,,,3516.8,3499.6,,3464.4,,,3422.6,,,,,,,,,,,,,,
2016-12-05,,,,,,,,,,,,,,,,,,,,,,,,3451.0,3430.0,,3396.4,,,3357.2,,,,,,,,,,,,,,
2016-12-06,,,,,,,,,,,,,,,,,,,,,,,,3448.4,3428.2,,3384.4,,,3342.0,,,,,,,,,,,,,,
2016-12-07,,,,,,,,,,,,,,,,,,,,,,,,3438.0,3417.0,,3371.6,,,3329.0,,,,,,,,,,,,,,
2016-12-08,,,,,,,,,,,,,,,,,,,,,,,,3455.4,3432.2,,3384.6,,,3330.2,,,,,,,,,,,,,,
2016-12-09,,,,,,,,,,,,,,,,,,,,,,,,3445.4,3425.2,,3380.6,,,3325.0,,,,,,,,,,,,,,
2016-12-12,,,,,,,,,,,,,,,,,,,,,,,,3385.2,3358.8,,3301.0,,,3253.0,,,,,,,,,,,,,,
2016-12-13,,,,,,,,,,,,,,,,,,,,,,,,3371.0,3347.2,,3293.0,,,3241.2,,,,,,,,,,,,,,
2016-12-14,,,,,,,,,,,,,,,,,,,,,,,,3370.0,3342.6,,3295.0,,,3235.0,,,,,,,,,,,,,,
2016-12-15,,,,,,,,,,,,,,,,,,,,,,,,3312.2,3284.2,,3239.8,,,3185.2,,,,,,,,,,,,,,
2016-12-16,,,,,,,,,,,,,,,,,,,,,,,,3328.0,3303.0,,3247.8,,,3193.2,,,,,,,,,,,,,,
2016-12-19,,,,,,,,,,,,,,,,,,,,,,,,,3290.2,3273.4,3247.6,,,3188.4,,,,,,,,,,,,,,
2016-12-20,,,,,,,,,,,,,,,,,,,,,,,,,3251.8,3233.0,3208.4,,,3150.0,,,,,,,,,,,,,,
2016-12-21,,,,,,,,,,,,,,,,,,,,,,,,,3281.6,3261.2,3233.6,,,3169.8,,,,,,,,,,,,,,
2016-12-22,,,,,,,,,,,,,,,,,,,,,,,,,3285.2,3268.6,3247.8,,,3204.4,,,,,,,,,,,,,,
2016-12-23,,,,,,,,,,,,,,,,,,,,,,,,,3261.8,3236.2,3225.2,,,3177.2,,,,,,,,,,,,,,
