,NI1507.SHF,NI1508.SHF,NI1509.SHF,NI1510.SHF,NI1511.SHF,NI1512.SHF,NI1601.SHF,NI1602.SHF,NI1603.SHF,NI1604.SHF,NI1605.SHF,NI1606.SHF,NI1607.SHF,NI1608.SHF,NI1609.SHF,NI1610.SHF,NI1611.SHF,NI1612.SHF,NI1701.SHF,NI1702.SHF,NI1703.SHF,NI1704.SHF,NI1705.SHF,NI1706.SHF,NI1707.SHF,NI1708.SHF,NI1709.SHF,NI1710.SHF,NI1711.SHF,NI1712.SHF,NI1801.SHF,NI1802.SHF,NI1803.SHF,NI1804.SHF,NI1805.SHF,NI1806.SHF,NI1807.SHF,NI1808.SHF,NI1809.SHF,NI1810.SHF,NI1811.SHF,NI1812.SHF,NI1901.SHF,NI1902.SHF,NI1903.SHF,NI1904.SHF
2016-06-16,,,,,,,,,,,,,69670.0,69920.0,70170.0,70980.0,72120.0,71680.0,71340.0,,72850.0,,72530.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-17,,,,,,,,,,,,,69440.0,69630.0,69900.0,70280.0,70340.0,71640.0,71170.0,,71950.0,,72130.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-20,,,,,,,,,,,,,70850.0,70830.0,71090.0,71380.0,71710.0,72360.0,72320.0,72080.0,73750.0,,73570.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-21,,,,,,,,,,,,,70910.0,72050.0,72000.0,72590.0,,73590.0,73220.0,73900.0,74160.0,,74410.0,74920.0,,,,,,,,,,,,,,,,,,,,,,
2016-06-22,,,,,,,,,,,,,70950.0,71370.0,71570.0,72600.0,71940.0,72780.0,72800.0,73700.0,,,73910.0,75260.0,,,,,,,,,,,,,,,,,,,,,,
2016-06-23,,,,,,,,,,,,,70900.0,71500.0,71680.0,72200.0,72430.0,72790.0,72900.0,,74160.0,,74000.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-24,,,,,,,,,,,,,69570.0,70040.0,70010.0,70110.0,71150.0,71500.0,71330.0,72090.0,70810.0,73060.0,72310.0,73440.0,,,,,,,,,,,,,,,,,,,,,,
2016-06-27,,,,,,,,,,,,,69840.0,70310.0,70520.0,71030.0,71320.0,71800.0,71840.0,72360.0,72620.0,72990.0,73050.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-28,,,,,,,,,,,,,70350.0,70670.0,71030.0,71920.0,72330.0,72590.0,72400.0,73080.0,73350.0,73530.0,73500.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-29,,,,,,,,,,,,,71850.0,72190.0,72650.0,72930.0,,73570.0,74020.0,75000.0,,75970.0,75210.0,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,,,,,,,,,,,72700.0,73200.0,73380.0,74730.0,75640.0,74790.0,74780.0,75140.0,,76980.0,75960.0,77010.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-01,,,,,,,,,,,,,72930.0,73240.0,73600.0,74020.0,75340.0,74350.0,75090.0,75660.0,75620.0,,76300.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-04,,,,,,,,,,,,,77290.0,75200.0,75500.0,78940.0,76790.0,78680.0,76960.0,80000.0,80790.0,,78150.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-05,,,,,,,,,,,,,76800.0,76840.0,77200.0,77480.0,81370.0,78400.0,78540.0,79660.0,79350.0,,79930.0,83430.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-06,,,,,,,,,,,,,,76000.0,75970.0,76990.0,77410.0,77330.0,77000.0,77870.0,80800.0,78420.0,78410.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-07,,,,,,,,,,,,,78330.0,76530.0,76680.0,77210.0,78110.0,77790.0,77880.0,77870.0,80240.0,79870.0,79350.0,80080.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-08,,,,,,,,,,,,,,75490.0,75120.0,76540.0,76000.0,77620.0,76520.0,78560.0,78830.0,,77900.0,79050.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-11,,,,,,,,,,,,,76800.0,76260.0,76900.0,77640.0,78000.0,78440.0,78400.0,79210.0,79540.0,,79840.0,80500.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-12,,,,,,,,,,,,,,78550.0,78820.0,79780.0,80230.0,80530.0,80340.0,81270.0,,,81740.0,82560.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-13,,,,,,,,,,,,,81390.0,79790.0,79900.0,80220.0,81960.0,81530.0,81530.0,83140.0,83780.0,,83000.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-14,,,,,,,,,,,,,79300.0,79010.0,79700.0,80250.0,80960.0,80980.0,81250.0,83200.0,82700.0,83550.0,82640.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-15,,,,,,,,,,,,,,80100.0,80100.0,80740.0,,81240.0,81700.0,,,,83180.0,83700.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-18,,,,,,,,,,,,,,79210.0,79530.0,80110.0,,81340.0,81070.0,83030.0,,,82440.0,84630.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-19,,,,,,,,,,,,,,80260.0,80340.0,81510.0,82210.0,81760.0,81890.0,84000.0,84660.0,,83300.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-20,,,,,,,,,,,,,,81160.0,80680.0,,82010.0,81210.0,82230.0,82720.0,83660.0,,83700.0,84950.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-21,,,,,,,,,,,,,,80160.0,80510.0,81340.0,81360.0,81590.0,81930.0,82360.0,,,83430.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-22,,,,,,,,,,,,,,81100.0,81150.0,81660.0,82450.0,83240.0,82490.0,84060.0,,,83900.0,85990.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-25,,,,,,,,,,,,,,79500.0,79770.0,80520.0,82380.0,80990.0,81010.0,81940.0,,,82440.0,83810.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-26,,,,,,,,,,,,,,78520.0,78650.0,79060.0,80750.0,80150.0,80100.0,81180.0,82040.0,,81520.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-27,,,,,,,,,,,,,,78890.0,79120.0,79510.0,81010.0,80310.0,80640.0,81430.0,82080.0,82490.0,82000.0,83860.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-28,,,,,,,,,,,,,,79450.0,79580.0,80020.0,,81330.0,81150.0,81820.0,82140.0,,82570.0,83730.0,,,,,,,,,,,,,,,,,,,,,,
2016-07-29,,,,,,,,,,,,,,79310.0,80280.0,80610.0,81330.0,81810.0,81730.0,82050.0,83010.0,82900.0,82980.0,83730.0,,,,,,,,,,,,,,,,,,,,,,
2016-08-01,,,,,,,,,,,,,,80280.0,79940.0,80760.0,,81590.0,81410.0,,83950.0,,82640.0,85600.0,83450.0,,,,,,,,,,,,,,,,,,,,,
2016-08-02,,,,,,,,,,,,,,81500.0,81620.0,82010.0,83220.0,83230.0,83210.0,83930.0,84750.0,83840.0,84470.0,,85190.0,,,,,,,,,,,,,,,,,,,,,
2016-08-03,,,,,,,,,,,,,,81870.0,81770.0,82240.0,84110.0,83500.0,83450.0,84010.0,84340.0,,84780.0,85760.0,,,,,,,,,,,,,,,,,,,,,,
2016-08-04,,,,,,,,,,,,,,80150.0,80050.0,80600.0,81580.0,81360.0,81590.0,82870.0,82600.0,,82970.0,83770.0,,,,,,,,,,,,,,,,,,,,,,
2016-08-05,,,,,,,,,,,,,,,80050.0,80920.0,81840.0,81640.0,81590.0,82380.0,,,83030.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-08,,,,,,,,,,,,,,82200.0,80500.0,81210.0,,83220.0,82110.0,,,,83540.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-09,,,,,,,,,,,,,,81780.0,81600.0,81930.0,,83000.0,83300.0,84040.0,,,84600.0,86190.0,,,,,,,,,,,,,,,,,,,,,,
2016-08-10,,,,,,,,,,,,,,81710.0,81450.0,81950.0,,,83100.0,83710.0,,,84500.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-11,,,,,,,,,,,,,,,81490.0,82110.0,81990.0,82220.0,83090.0,84990.0,,,84100.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-12,,,,,,,,,,,,,,81000.0,81020.0,81500.0,82230.0,82770.0,82600.0,83190.0,,,84000.0,85250.0,,,,,,,,,,,,,,,,,,,,,,
2016-08-15,,,,,,,,,,,,,,79050.0,79000.0,79320.0,80700.0,80640.0,80520.0,81360.0,81680.0,,81900.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-16,,,,,,,,,,,,,,,79480.0,80190.0,80910.0,80940.0,81120.0,81690.0,,,82420.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-17,,,,,,,,,,,,,,,79040.0,80130.0,80360.0,80170.0,80660.0,80630.0,,,82100.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-18,,,,,,,,,,,,,,,78650.0,79100.0,79530.0,,80260.0,81020.0,81880.0,,81720.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-19,,,,,,,,,,,,,,,79310.0,79950.0,80300.0,80820.0,80900.0,,82060.0,,82350.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-22,,,,,,,,,,,,,,,78950.0,79440.0,,79970.0,80500.0,80190.0,,,81930.0,,83360.0,,,,,,,,,,,,,,,,,,,,,
2016-08-23,,,,,,,,,,,,,,,78800.0,79410.0,80430.0,,80360.0,80940.0,81940.0,,81770.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-24,,,,,,,,,,,,,,,78720.0,79650.0,,80440.0,80670.0,81320.0,,,82220.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-25,,,,,,,,,,,,,,,76020.0,76310.0,76800.0,77330.0,77550.0,78330.0,,,79000.0,,,81060.0,,,,,,,,,,,,,,,,,,,,
2016-08-26,,,,,,,,,,,,,,,76410.0,76990.0,,77810.0,77850.0,,,,79150.0,80250.0,,80650.0,,,,,,,,,,,,,,,,,,,,
2016-08-29,,,,,,,,,,,,,,,76500.0,77030.0,,78080.0,77990.0,78590.0,,,79330.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-30,,,,,,,,,,,,,,,76500.0,76860.0,77140.0,78000.0,78000.0,79120.0,,,79330.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-31,,,,,,,,,,,,,,,76300.0,77030.0,77560.0,77900.0,77890.0,78540.0,,,79190.0,80160.0,,,,,,,,,,,,,,,,,,,,,,
2016-09-01,,,,,,,,,,,,,,,76620.0,77180.0,78090.0,77930.0,77980.0,78560.0,,,79330.0,,,,,,,,,,,,,,,,,,,,,,,
2016-09-02,,,,,,,,,,,,,,,77070.0,78210.0,79010.0,78180.0,78380.0,80400.0,,,79580.0,81140.0,,80500.0,,,,,,,,,,,,,,,,,,,,
2016-09-05,,,,,,,,,,,,,,,78540.0,78790.0,79170.0,79700.0,80020.0,,,80820.0,80600.0,,,,,,,,,,,,,,,,,,,,,,,
2016-09-06,,,,,,,,,,,,,,,78050.0,78890.0,79520.0,79000.0,79500.0,,,,80700.0,,,,,,,,,,,,,,,,,,,,,,,
2016-09-07,,,,,,,,,,,,,,,78910.0,79210.0,79190.0,80100.0,80360.0,,,,81630.0,,,,,,,,,,,,,,,,,,,,,,,
2016-09-08,,,,,,,,,,,,,,,79160.0,79530.0,80020.0,80240.0,80580.0,80620.0,,81190.0,81650.0,,,,,,,,,,,,,,,,,,,,,,,
2016-09-09,,,,,,,,,,,,,,,79680.0,79860.0,80190.0,80590.0,80850.0,,,,82140.0,,,,,,,,,,,,,,,,,,,,,,,
2016-09-12,,,,,,,,,,,,,,,77070.0,77920.0,78700.0,78680.0,78500.0,,,,79760.0,,,80980.0,,,,,,,,,,,,,,,,,,,,
2016-09-13,,,,,,,,,,,,,,,77610.0,78190.0,,78450.0,78680.0,79000.0,,,79940.0,,,,,,,,,,,,,,,,,,,,,,,
2016-09-14,,,,,,,,,,,,,,,76810.0,78000.0,77580.0,77870.0,78020.0,79340.0,79140.0,,79300.0,,,,,,,,,,,,,,,,,,,,,,,
2016-09-19,,,,,,,,,,,,,,,76810.0,77640.0,78100.0,78460.0,77960.0,,79640.0,,79230.0,,,,,,,,,,,,,,,,,,,,,,,
2016-09-20,,,,,,,,,,,,,,,,78290.0,78680.0,78950.0,79030.0,79980.0,,,80280.0,,,,82600.0,,,,,,,,,,,,,,,,,,,
2016-09-21,,,,,,,,,,,,,,,,79000.0,79400.0,,80110.0,76900.0,,,81470.0,,,,,,,,,,,,,,,,,,,,,,,
2016-09-22,,,,,,,,,,,,,,,,75750.0,79930.0,80930.0,80520.0,81100.0,81980.0,82090.0,81600.0,83270.0,81900.0,,83120.0,,,,,,,,,,,,,,,,,,,
2016-09-23,,,,,,,,,,,,,,,,80520.0,81050.0,81250.0,81800.0,82600.0,,82570.0,83180.0,84130.0,,,84190.0,,,,,,,,,,,,,,,,,,,
2016-09-26,,,,,,,,,,,,,,,,80240.0,80380.0,81300.0,81400.0,82710.0,,,82760.0,83460.0,,,83700.0,,,,,,,,,,,,,,,,,,,
2016-09-27,,,,,,,,,,,,,,,,79200.0,79900.0,81340.0,80200.0,80940.0,,,81510.0,,,,82910.0,,,,,,,,,,,,,,,,,,,
2016-09-28,,,,,,,,,,,,,,,,80480.0,81190.0,81330.0,81510.0,82440.0,,,82800.0,,,,84230.0,,,,,,,,,,,,,,,,,,,
2016-09-29,,,,,,,,,,,,,,,,80150.0,80800.0,81620.0,81570.0,82220.0,,,82860.0,,,82440.0,84460.0,,,,,,,,,,,,,,,,,,,
2016-09-30,,,,,,,,,,,,,,,,77650.0,80230.0,80650.0,80430.0,,,,81720.0,,,,83370.0,,,,,,,,,,,,,,,,,,,
2016-10-10,,,,,,,,,,,,,,,,79600.0,,81000.0,80200.0,,,,81500.0,,,,83210.0,,,,,,,,,,,,,,,,,,,
2016-10-11,,,,,,,,,,,,,,,,82500.0,81860.0,81050.0,81470.0,82790.0,82300.0,83350.0,82790.0,,,84460.0,84550.0,,,,,,,,,,,,,,,,,,,
2016-10-12,,,,,,,,,,,,,,,,,81200.0,81410.0,81890.0,77830.0,,,83300.0,,,,84630.0,,,,,,,,,,,,,,,,,,,
2016-10-13,,,,,,,,,,,,,,,,80600.0,81160.0,81870.0,80900.0,81330.0,,,82240.0,,,84830.0,83610.0,,,,,,,,,,,,,,,,,,,
2016-10-14,,,,,,,,,,,,,,,,80200.0,,81420.0,80720.0,81110.0,82090.0,,82000.0,,82740.0,,83400.0,,,,,,,,,,,,,,,,,,,
2016-10-17,,,,,,,,,,,,,,,,,81010.0,81220.0,81420.0,82090.0,82600.0,,82800.0,,,,84340.0,,,,,,,,,,,,,,,,,,,
2016-10-18,,,,,,,,,,,,,,,,,,80700.0,80850.0,81800.0,82490.0,82180.0,82310.0,,83240.0,83890.0,83790.0,84200.0,,,,,,,,,,,,,,,,,,
2016-10-19,,,,,,,,,,,,,,,,,79950.0,81050.0,80410.0,80750.0,82660.0,,81900.0,,,82960.0,83370.0,,,,,,,,,,,,,,,,,,,
2016-10-20,,,,,,,,,,,,,,,,,79930.0,80050.0,79780.0,80780.0,80790.0,,81270.0,81810.0,82780.0,83120.0,82690.0,84320.0,,,,,,,,,,,,,,,,,,
2016-10-21,,,,,,,,,,,,,,,,,79000.0,79470.0,79360.0,79880.0,80500.0,,80760.0,,,,82230.0,,,,,,,,,,,,,,,,,,,
2016-10-24,,,,,,,,,,,,,,,,,78960.0,79550.0,79080.0,79640.0,,81490.0,80500.0,,,82610.0,81950.0,,,,,,,,,,,,,,,,,,,
2016-10-25,,,,,,,,,,,,,,,,,81480.0,80750.0,80200.0,81430.0,82450.0,,81610.0,,,,83220.0,85220.0,,,,,,,,,,,,,,,,,,
2016-10-26,,,,,,,,,,,,,,,,,80570.0,79800.0,80590.0,80840.0,82040.0,81630.0,81910.0,83180.0,82790.0,83680.0,83350.0,,,,,,,,,,,,,,,,,,,
2016-10-27,,,,,,,,,,,,,,,,,80800.0,80170.0,80450.0,81270.0,81750.0,82360.0,81760.0,,,,83200.0,,,,,,,,,,,,,,,,,,,
2016-10-28,,,,,,,,,,,,,,,,,80960.0,81500.0,81400.0,82330.0,82890.0,83180.0,82730.0,,83970.0,,84070.0,,,,,,,,,,,,,,,,,,,
2016-10-31,,,,,,,,,,,,,,,,,80170.0,81500.0,82100.0,82390.0,82850.0,,83480.0,,84760.0,,84900.0,86010.0,,,,,,,,,,,,,,,,,,
2016-11-01,,,,,,,,,,,,,,,,,,82610.0,82900.0,83740.0,,83630.0,84200.0,85040.0,85350.0,85830.0,85620.0,87340.0,,,,,,,,,,,,,,,,,,
2016-11-02,,,,,,,,,,,,,,,,,,81770.0,81800.0,82440.0,83210.0,,83080.0,85330.0,,,84700.0,,,,,,,,,,,,,,,,,,,
2016-11-03,,,,,,,,,,,,,,,,,,82240.0,82200.0,82530.0,83780.0,,83530.0,83940.0,,,85000.0,84690.0,,,,,,,,,,,,,,,,,,
2016-11-04,,,,,,,,,,,,,,,,,,82880.0,82800.0,83180.0,84530.0,,84100.0,85260.0,,,85500.0,,,,,,,,,,,,,,,,,,,
2016-11-07,,,,,,,,,,,,,,,,,86600.0,83790.0,82650.0,82740.0,88300.0,85310.0,83880.0,85360.0,89820.0,90000.0,85500.0,88000.0,,,,,,,,,,,,,,,,,,
2016-11-08,,,,,,,,,,,,,,,,,,86560.0,87050.0,88210.0,89720.0,88540.0,88520.0,89500.0,88970.0,90320.0,89900.0,90570.0,,,,,,,,,,,,,,,,,,
2016-11-09,,,,,,,,,,,,,,,,,88500.0,89000.0,88550.0,89360.0,90780.0,90710.0,89960.0,91070.0,,,91130.0,,,,,,,,,,,,,,,,,,,
2016-11-10,,,,,,,,,,,,,,,,,94070.0,92010.0,91500.0,91960.0,94490.0,96550.0,92940.0,93400.0,,93900.0,94200.0,97000.0,,,,,,,,,,,,,,,,,,
2016-11-11,,,,,,,,,,,,,,,,,95600.0,93050.0,93000.0,93590.0,94190.0,95150.0,94400.0,95200.0,,95770.0,95600.0,96440.0,,,,,,,,,,,,,,,,,,
2016-11-14,,,,,,,,,,,,,,,,,90000.0,88580.0,89040.0,90270.0,90710.0,91310.0,90470.0,91930.0,91530.0,92500.0,92010.0,93300.0,,,,,,,,,,,,,,,,,,
2016-11-15,,,,,,,,,,,,,,,,,90500.0,90700.0,89490.0,90490.0,91690.0,91430.0,90850.0,92590.0,93510.0,95070.0,92340.0,93000.0,,,,,,,,,,,,,,,,,,
2016-11-16,,,,,,,,,,,,,,,,,,,90600.0,91290.0,91950.0,93230.0,92000.0,93580.0,93290.0,,93560.0,,,,,,,,,,,,,,,,,,,
2016-11-17,,,,,,,,,,,,,,,,,,91050.0,90870.0,90540.0,92360.0,93240.0,92390.0,93020.0,,94250.0,93800.0,94080.0,,,,,,,,,,,,,,,,,,
2016-11-18,,,,,,,,,,,,,,,,,,90130.0,89800.0,90960.0,91390.0,92660.0,91370.0,92470.0,,92130.0,92810.0,93500.0,93800.0,,,,,,,,,,,,,,,,,
2016-11-21,,,,,,,,,,,,,,,,,,88110.0,88010.0,86000.0,91100.0,,89500.0,90600.0,92180.0,91770.0,91210.0,93990.0,93000.0,,,,,,,,,,,,,,,,,
2016-11-22,,,,,,,,,,,,,,,,,,91090.0,90770.0,91820.0,92480.0,92580.0,92310.0,93150.0,,95370.0,93890.0,96280.0,,,,,,,,,,,,,,,,,,
2016-11-23,,,,,,,,,,,,,,,,,,92000.0,92020.0,93080.0,93420.0,94130.0,93600.0,94440.0,,94600.0,95250.0,,,,,,,,,,,,,,,,,,,
2016-11-24,,,,,,,,,,,,,,,,,,91660.0,92350.0,94500.0,94970.0,94050.0,93820.0,95340.0,,98070.0,95340.0,97500.0,99750.0,,,,,,,,,,,,,,,,,
2016-11-25,,,,,,,,,,,,,,,,,,92540.0,93720.0,94520.0,95520.0,,95250.0,95550.0,,97430.0,96750.0,98930.0,97630.0,,,,,,,,,,,,,,,,,
2016-11-28,,,,,,,,,,,,,,,,,,92370.0,94120.0,94320.0,96060.0,,95600.0,96140.0,96660.0,96890.0,97100.0,100750.0,,,,,,,,,,,,,,,,,,
2016-11-29,,,,,,,,,,,,,,,,,,91120.0,92720.0,92840.0,94420.0,94340.0,94100.0,94950.0,,95230.0,95790.0,97400.0,,,,,,,,,,,,,,,,,,
2016-11-30,,,,,,,,,,,,,,,,,,91580.0,88800.0,89850.0,90160.0,93320.0,90150.0,92890.0,,93820.0,91700.0,92860.0,96690.0,,,,,,,,,,,,,,,,,
2016-12-01,,,,,,,,,,,,,,,,,,90000.0,89990.0,90520.0,91620.0,91460.0,91530.0,92790.0,90570.0,93260.0,93050.0,,,,,,,,,,,,,,,,,,,
2016-12-02,,,,,,,,,,,,,,,,,,89900.0,90000.0,90660.0,,,91500.0,,,92910.0,92890.0,94690.0,,,,,,,,,,,,,,,,,,
2016-12-05,,,,,,,,,,,,,,,,,,93150.0,90550.0,91260.0,,94710.0,92160.0,95110.0,,93350.0,93750.0,,,,,,,,,,,,,,,,,,,
2016-12-06,,,,,,,,,,,,,,,,,,92800.0,93000.0,93870.0,95950.0,,94620.0,95630.0,,97490.0,96000.0,96240.0,,,,,,,,,,,,,,,,,,
2016-12-07,,,,,,,,,,,,,,,,,,91600.0,93180.0,93850.0,95120.0,,94820.0,,,96770.0,96220.0,,,,,,,,,,,,,,,,,,,
2016-12-08,,,,,,,,,,,,,,,,,,,92670.0,92920.0,94770.0,,94360.0,,,,95430.0,97000.0,,,,,,,,,,,,,,,,,,
2016-12-09,,,,,,,,,,,,,,,,,,92000.0,91280.0,92100.0,92250.0,94690.0,92870.0,94050.0,,,94200.0,95360.0,,,,,,,,,,,,,,,,,,
2016-12-12,,,,,,,,,,,,,,,,,,91350.0,92600.0,93520.0,94960.0,95900.0,94260.0,95520.0,,,95700.0,97600.0,97600.0,,,,,,,,,,,,,,,,,
2016-12-13,,,,,,,,,,,,,,,,,,93000.0,92270.0,93230.0,94800.0,94700.0,94230.0,95090.0,,,95650.0,,,,,,,,,,,,,,,,,,,
2016-12-14,,,,,,,,,,,,,,,,,,93400.0,91940.0,94200.0,,94010.0,93500.0,95410.0,,,95000.0,,,,,,,,,,,,,,,,,,,
2016-12-15,,,,,,,,,,,,,,,,,,92500.0,92920.0,94440.0,94810.0,95460.0,94620.0,96000.0,,,95840.0,,,,,,,,,,,,,,,,,,,
2016-12-16,,,,,,,,,,,,,,,,,,,93030.0,93740.0,94910.0,,94720.0,95750.0,,97150.0,96050.0,,,,,,,,,,,,,,,,,,,
2016-12-19,,,,,,,,,,,,,,,,,,,91800.0,91750.0,94400.0,93600.0,93350.0,94460.0,,,94700.0,,,,,,,,,,,,,,,,,,,
2016-12-20,,,,,,,,,,,,,,,,,,,89250.0,90160.0,92350.0,91890.0,90830.0,92390.0,,,92250.0,,,94910.0,,,,,,,,,,,,,,,,
2016-12-21,,,,,,,,,,,,,,,,,,,90520.0,91290.0,91920.0,92700.0,92150.0,92690.0,,,93500.0,,,94860.0,,,,,,,,,,,,,,,,
2016-12-22,,,,,,,,,,,,,,,,,,,88050.0,89000.0,91360.0,91700.0,89750.0,90860.0,,,91090.0,93900.0,,,,,,,,,,,,,,,,,,
2016-12-23,,,,,,,,,,,,,,,,,,,87920.0,88610.0,89650.0,,89620.0,89960.0,,,91010.0,,,,,,,,,,,,,,,,,,,
2016-12-26,,,,,,,,,,,,,,,,,,,82600.0,83270.0,83570.0,85920.0,84190.0,86160.0,,,85390.0,87320.0,,88440.0,,,,,,,,,,,,,,,,
2016-12-27,,,,,,,,,,,,,,,,,,,82330.0,82820.0,84130.0,84330.0,83860.0,84930.0,,85480.0,85190.0,85940.0,87930.0,87080.0,,,,,,,,,,,,,,,,
2016-12-28,,,,,,,,,,,,,,,,,,,83670.0,84400.0,84740.0,,85250.0,85990.0,,,86680.0,,89100.0,,,,,,,,,,,,,,,,,
2016-12-29,,,,,,,,,,,,,,,,,,,83250.0,85130.0,84560.0,85690.0,84820.0,85720.0,,,86320.0,,87250.0,87700.0,,,,,,,,,,,,,,,,
2016-12-30,,,,,,,,,,,,,,,,,,,83250.0,84240.0,,85060.0,84920.0,85680.0,,85980.0,86330.0,,88290.0,88880.0,,,,,,,,,,,,,,,,
2017-01-03,,,,,,,,,,,,,,,,,,,83890.0,84680.0,85650.0,85470.0,85500.0,86450.0,,,86880.0,,88650.0,,,,,,,,,,,,,,,,,
2017-01-04,,,,,,,,,,,,,,,,,,,81900.0,83040.0,82800.0,85560.0,83450.0,83940.0,,,84880.0,,,85660.0,,,,,,,,,,,,,,,,
2017-01-05,,,,,,,,,,,,,,,,,,,83210.0,84400.0,84020.0,84390.0,84650.0,85370.0,,,86100.0,,,87820.0,,,,,,,,,,,,,,,,
2017-01-06,,,,,,,,,,,,,,,,,,,82320.0,83260.0,84030.0,,84510.0,85550.0,,,86000.0,,,,,,,,,,,,,,,,,,,
2017-01-09,,,,,,,,,,,,,,,,,,,83310.0,83670.0,84060.0,85440.0,84960.0,85940.0,,,86340.0,,,,,,,,,,,,,,,,,,,
2017-01-10,,,,,,,,,,,,,,,,,,,84470.0,85180.0,85300.0,85850.0,85940.0,86380.0,,,86980.0,89210.0,89640.0,,,,,,,,,,,,,,,,,
2017-01-11,,,,,,,,,,,,,,,,,,,85620.0,86270.0,86520.0,,87230.0,87620.0,,,88710.0,89280.0,,,,,,,,,,,,,,,,,,
2017-01-12,,,,,,,,,,,,,,,,,,,83500.0,,84710.0,85730.0,85150.0,86080.0,86630.0,,86760.0,88290.0,,,,,,,,,,,,,,,,,,
2017-01-13,,,,,,,,,,,,,,,,,,,83130.0,83630.0,83200.0,83650.0,83550.0,84290.0,86500.0,,85070.0,,,88200.0,,,,,,,,,,,,,,,,
2017-01-16,,,,,,,,,,,,,,,,,,,84000.0,85500.0,84890.0,86810.0,85110.0,86800.0,86740.0,,86600.0,,88880.0,,,,,,,,,,,,,,,,,
2017-01-17,,,,,,,,,,,,,,,,,,,,84560.0,83800.0,,84050.0,84500.0,86990.0,,85520.0,,88130.0,,77330.0,,,,,,,,,,,,,,,
2017-01-18,,,,,,,,,,,,,,,,,,,,82850.0,83950.0,84480.0,84550.0,85260.0,85210.0,,85900.0,87450.0,,87730.0,87600.0,,,,,,,,,,,,,,,
2017-01-19,,,,,,,,,,,,,,,,,,,,83330.0,84130.0,84420.0,84600.0,85520.0,85600.0,,86000.0,,,,87750.0,,,,,,,,,,,,,,,
2017-01-20,,,,,,,,,,,,,,,,,,,,80960.0,82580.0,82410.0,81750.0,82810.0,83810.0,,83250.0,,,,84610.0,,,,,,,,,,,,,,,
2017-01-23,,,,,,,,,,,,,,,,,,,,80310.0,81820.0,82650.0,81800.0,83380.0,84020.0,,83310.0,,85140.0,,84940.0,,,,,,,,,,,,,,,
2017-01-24,,,,,,,,,,,,,,,,,,,,80750.0,81600.0,82030.0,81860.0,82260.0,83260.0,,83340.0,,,,84990.0,,,,,,,,,,,,,,,
2017-01-25,,,,,,,,,,,,,,,,,,,,80210.0,80960.0,81180.0,81410.0,82680.0,82550.0,83670.0,82900.0,,,,84500.0,,,,,,,,,,,,,,,
2017-01-26,,,,,,,,,,,,,,,,,,,,80110.0,80940.0,80910.0,81210.0,,,82990.0,82660.0,,,,84770.0,,,,,,,,,,,,,,,
2017-02-03,,,,,,,,,,,,,,,,,,,,82210.0,83340.0,84280.0,83570.0,85000.0,,,85050.0,86390.0,,,86680.0,,,,,,,,,,,,,,,
2017-02-06,,,,,,,,,,,,,,,,,,,,,85160.0,85230.0,84840.0,85670.0,86090.0,86210.0,86350.0,,,87930.0,86800.0,,,,,,,,,,,,,,,
