,TC1501.CZC,TC1502.CZC,TC1503.CZC,TC1504.CZC,TC1505.CZC,TC1506.CZC,TC1507.CZC,TC1508.CZC,TC1509.CZC,TC1510.CZC,TC1511.CZC,TC1512.CZC,TC1601.CZC,TC1602.CZC,TC1603.CZC,TC1604.CZC,ZC1605.CZC,ZC1606.CZC,ZC607.CZC,ZC608.CZC,ZC609.CZC,ZC610.CZC,ZC611.CZC,ZC612.CZC,ZC701.CZC,ZC702.CZC,ZC703.CZC,ZC704.CZC,ZC705.CZC,ZC706.CZC,ZC707.CZC,ZC708.CZC,ZC709.CZC,ZC710.CZC,ZC711.CZC,ZC712.CZC,ZC801.CZC,ZC802.CZC,ZC803.CZC,ZC804.CZC,ZC805.CZC,ZC806.CZC,ZC807.CZC,ZC808.CZC,ZC809.CZC,ZC810.CZC,ZC811.CZC,ZC812.CZC,ZC901.CZC,ZC902.CZC,ZC903.CZC,ZC904.CZC
2016-07-13,,,,,,,,,,,,,,,,,,,,411.2,424.4,439.4,446.0,,471.6,,,,453.6,,,,,,,,,,,,,,,,,,,,,,,
2016-07-14,,,,,,,,,,,,,,,,,,,,407.8,423.2,,,,472.6,,,,455.2,,,,,,,,,,,,,,,,,,,,,,,
2016-07-15,,,,,,,,,,,,,,,,,,,,420.0,425.0,439.4,,,477.0,,,,458.8,442.6,,,,,,,,,,,,,,,,,,,,,,
2016-07-18,,,,,,,,,,,,,,,,,,,,,425.4,,,,480.6,482.0,,,462.4,,,,,,,,,,,,,,,,,,,,,,,
2016-07-19,,,,,,,,,,,,,,,,,,,,,427.0,,,,480.2,,,,462.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-20,,,,,,,,,,,,,,,,,,,,439.4,428.0,,,,483.0,482.8,,,465.8,,,,,,,,,,,,,,,,,,,,,,,
2016-07-21,,,,,,,,,,,,,,,,,,,,429.2,428.0,432.4,,,481.6,,,,463.8,,,,,,,,,,,,,,,,,,,,,,,
2016-07-22,,,,,,,,,,,,,,,,,,,,436.4,430.0,445.0,,472.6,481.6,,,,463.8,,,,,,,,,,,,,,,,,,,,,,,
2016-07-25,,,,,,,,,,,,,,,,,,,,,430.0,,,,477.4,,,,459.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-26,,,,,,,,,,,,,,,,,,,,447.4,430.0,,,,477.6,,,,457.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-27,,,,,,,,,,,,,,,,,,,,,430.8,,,,478.0,480.6,,,457.6,,,,,,,,,,,,,,,,,,,,,,,
2016-07-28,,,,,,,,,,,,,,,,,,,,,433.4,,,,484.2,481.0,,,461.0,,,,,,,,,,,,,,,,,,,,,,,
2016-07-29,,,,,,,,,,,,,,,,,,,,432.6,442.6,,,477.2,485.2,,,,459.8,,,,,,,,,,,,,,,,,,,,,,,
2016-08-01,,,,,,,,,,,,,,,,,,,,,424.2,438.2,444.4,457.2,470.6,,461.4,459.6,448.0,446.2,,,,,,,,,,,,,,,,,,,,,,
2016-08-02,,,,,,,,,,,,,,,,,,,,,430.8,449.6,458.4,470.8,483.0,,,,458.6,,,,,,,,,,,,,,,,,,,,,,,
2016-08-03,,,,,,,,,,,,,,,,,,,,,435.2,,,,484.2,,,,458.4,,,,,,,,,,,,,,,,,,,,,,,
2016-08-04,,,,,,,,,,,,,,,,,,,,,445.4,453.0,,,481.0,,,,454.6,446.6,441.8,,,,,,,,,,,,,,,,,,,,,
2016-08-05,,,,,,,,,,,,,,,,,,,,,450.6,,,,484.4,,,,458.4,,,,,,,,,,,,,,,,,,,,,,,
2016-08-08,,,,,,,,,,,,,,,,,,,,,454.6,,,,494.6,,,,468.0,476.8,,,,,,,,,,,,,,,,,,,,,,
2016-08-09,,,,,,,,,,,,,,,,,,,,,464.2,,,482.6,497.0,,,,472.8,,465.0,,,,,,,,,,,,,,,,,,,,,
2016-08-10,,,,,,,,,,,,,,,,,,,,,471.8,479.2,,,504.2,,,,483.8,,493.4,,,,,,,,,,,,,,,,,,,,,
2016-08-11,,,,,,,,,,,,,,,,,,,,,474.2,,,,505.4,,,,488.4,,,,,,,,,,,,,,,,,,,,,,,
2016-08-12,,,,,,,,,,,,,,,,,,,,,459.2,467.0,475.2,,505.8,,,,488.2,,,,,,,,,,,,,,,,,,,,,,,
2016-08-15,,,,,,,,,,,,,,,,,,,,,460.0,,,,508.6,506.8,,,491.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-16,,,,,,,,,,,,,,,,,,,,,450.0,459.8,,,511.2,,,,493.8,500.0,,,,,,,,,,,,,,,,,,,,,,
2016-08-17,,,,,,,,,,,,,,,,,,,,,436.0,460.0,,,508.0,,,,490.6,493.0,,,,,,,,,,,,,,,,,,,,,,
2016-08-18,,,,,,,,,,,,,,,,,,,,,430.6,442.8,464.8,,489.0,,,,471.8,,,,,,,,,,,,,,,,,,,,,,,
2016-08-19,,,,,,,,,,,,,,,,,,,,,403.2,,,,485.6,,,,469.4,,,,,,,,,,,,,,,,,,,,,,,
2016-08-22,,,,,,,,,,,,,,,,,,,,,388.4,408.4,,,488.0,487.6,,,471.2,480.4,,,,,,,,,,,,,,,,,,,,,,
2016-08-23,,,,,,,,,,,,,,,,,,,,,387.8,,,,487.2,,,,470.2,,,,,,,,,,,,,,,,,,,,,,,
2016-08-24,,,,,,,,,,,,,,,,,,,,,392.0,408.8,,,488.2,,,,471.8,,,,,,,,,,,,,,,,,,,,,,,
2016-08-25,,,,,,,,,,,,,,,,,,,,,377.2,,,459.2,480.2,483.6,,,463.6,,,,,,,,,,,,,,,,,,,,,,,
2016-08-26,,,,,,,,,,,,,,,,,,,,,376.8,415.4,,,490.4,,,,473.6,,,,,,,,,,,,,,,,,,,,,,,
2016-08-29,,,,,,,,,,,,,,,,,,,,,376.8,,470.0,465.8,488.0,482.2,481.0,,471.2,,,,,,,,,,,,,,,,,,,,,,,
2016-08-30,,,,,,,,,,,,,,,,,,,,,385.0,,,471.0,485.8,488.6,,,469.0,,,,,,,,,,,,,,,,,,,,,,,
2016-08-31,,,,,,,,,,,,,,,,,,,,,381.8,,,486.6,496.6,505.6,,,479.2,,,,,,,,,,,,,,,,,,,,,,,
2016-09-01,,,,,,,,,,,,,,,,,,,,,386.0,,,,503.4,,,,482.4,,496.0,,,,,,,,,,,,,,,,,,,,,
2016-09-02,,,,,,,,,,,,,,,,,,,,,388.0,,,,510.4,497.6,,,484.6,,,,,,,,,,,,,,,,,,,,,,,
2016-09-05,,,,,,,,,,,,,,,,,,,,,378.2,400.6,,492.0,514.2,,,,487.0,,497.2,,,,,,,,,,,,,,,,,,,,,
2016-09-06,,,,,,,,,,,,,,,,,,,,,409.8,,,,525.8,,,,493.0,491.2,,,,,,,,,,,,,,,,,,,,,,
2016-09-07,,,,,,,,,,,,,,,,,,,,,400.0,,,471.0,502.8,495.8,,,473.0,,,,,,,,,,,,,,,,,,,,,,,
2016-09-08,,,,,,,,,,,,,,,,,,,,,,,,471.2,502.2,,,,471.0,,,,456.8,,,,,,,,,,,,,,,,,,,
2016-09-09,,,,,,,,,,,,,,,,,,,,,,422.2,,475.2,498.0,,,,469.6,,479.2,,469.2,,,,,,,,,,,,,,,,,,,
2016-09-12,,,,,,,,,,,,,,,,,,,,,,437.4,,479.0,493.0,477.4,,,463.2,,,,464.2,,,,,,,,,,,,,,,,,,,
2016-09-13,,,,,,,,,,,,,,,,,,,,,,463.0,,,491.0,486.0,,,462.4,,,,461.4,,,,,,,,,,,,,,,,,,,
2016-09-14,,,,,,,,,,,,,,,,,,,,,,445.2,,,493.6,,,472.0,464.2,,,,461.0,,,,,,,,,,,,,,,,,,,
2016-09-19,,,,,,,,,,,,,,,,,,,,,,,,,500.2,,,,468.6,,,,464.8,,,,,,,,,,,,,,,,,,,
2016-09-20,,,,,,,,,,,,,,,,,,,,,,425.6,,,516.4,509.0,,,481.0,,478.6,,479.2,,,,,,,,,,,,,,,,,,,
2016-09-21,,,,,,,,,,,,,,,,,,,,,,445.0,461.0,,518.0,,,,481.8,,,,478.6,,,,,,,,,,,,,,,,,,,
2016-09-22,,,,,,,,,,,,,,,,,,,,,,,,,514.2,516.2,,,479.6,488.4,,,475.4,,,,,,,,,,,,,,,,,,,
2016-09-23,,,,,,,,,,,,,,,,,,,,,,,488.6,483.2,511.6,,,,477.4,,,,473.4,,,,,,,,,,,,,,,,,,,
2016-09-26,,,,,,,,,,,,,,,,,,,,,,,,,519.4,,,,484.0,,,,479.0,,,,,,,,,,,,,,,,,,,
2016-09-27,,,,,,,,,,,,,,,,,,,,,,,,485.6,523.0,510.2,,,487.0,,,,479.0,,,,,,,,,,,,,,,,,,,
2016-09-28,,,,,,,,,,,,,,,,,,,,,,500.0,,511.0,522.0,,,497.4,487.8,,,,475.0,,,,,,,,,,,,,,,,,,,
2016-09-29,,,,,,,,,,,,,,,,,,,,,,564.2,,520.0,527.2,528.0,,,491.8,504.0,,,480.6,,,,,,,,,,,,,,,,,,,
2016-09-30,,,,,,,,,,,,,,,,,,,,,,524.8,,,534.6,,,,499.0,,,,486.0,,,,,,,,,,,,,,,,,,,
2016-10-10,,,,,,,,,,,,,,,,,,,,,,561.6,,519.0,525.4,,,,496.0,,,,482.0,,,,,,,,,,,,,,,,,,,
2016-10-11,,,,,,,,,,,,,,,,,,,,,,,536.0,,533.8,,,,500.0,,,,486.6,,,,,,,,,,,,,,,,,,,
2016-10-12,,,,,,,,,,,,,,,,,,,,,,569.0,510.2,,537.0,519.0,,509.8,498.4,,,,484.6,,,,,,,,,,,,,,,,,,,
2016-10-13,,,,,,,,,,,,,,,,,,,,,,,,525.2,541.4,528.4,528.0,509.4,499.4,493.0,,,484.8,,,,,,,,,,,,,,,,,,,
2016-10-14,,,,,,,,,,,,,,,,,,,,,,,,,554.2,,,,505.6,,,,490.8,,,,,,,,,,,,,,,,,,,
2016-10-17,,,,,,,,,,,,,,,,,,,,,,,,564.0,561.6,543.4,545.0,,512.6,,,,498.6,,,,,,,,,,,,,,,,,,,
2016-10-18,,,,,,,,,,,,,,,,,,,,,,,,,574.0,554.0,,,523.6,,,,508.0,,,,,,,,,,,,,,,,,,,
2016-10-19,,,,,,,,,,,,,,,,,,,,,,,515.4,,577.6,553.6,,556.2,522.2,,,,508.8,,,,,,,,,,,,,,,,,,,
2016-10-20,,,,,,,,,,,,,,,,,,,,,,,,,580.4,,572.2,,527.2,,,,512.0,544.8,,,,,,,,,,,,,,,,,,
2016-10-21,,,,,,,,,,,,,,,,,,,,,,,,591.2,587.6,574.0,556.6,,535.0,521.6,,525.4,517.0,,,,,,,,,,,,,,,,,,,
2016-10-24,,,,,,,,,,,,,,,,,,,,,,,,619.6,601.8,591.4,575.0,,542.0,523.4,,,523.0,,,,,,,,,,,,,,,,,,,
2016-10-25,,,,,,,,,,,,,,,,,,,,,,,591.4,591.0,620.0,,,,547.0,,,,523.0,,,,,,,,,,,,,,,,,,,
2016-10-26,,,,,,,,,,,,,,,,,,,,,,,,622.4,624.6,607.0,,,552.0,,,520.4,526.6,,,,,,,,,,,,,,,,,,,
2016-10-27,,,,,,,,,,,,,,,,,,,,,,,570.0,,609.4,607.0,,,537.8,,,,518.0,532.0,,,,,,,,,,,,,,,,,,
2016-10-28,,,,,,,,,,,,,,,,,,,,,,,577.6,,611.8,601.0,,,540.2,,,,522.2,506.6,,,,,,,,,,,,,,,,,,
2016-10-31,,,,,,,,,,,,,,,,,,,,,,,,598.6,608.2,595.8,,,543.0,,,,524.0,,,,,,,,,,,,,,,,,,,
2016-11-01,,,,,,,,,,,,,,,,,,,,,,,,605.0,616.0,619.0,,,552.4,,,551.8,535.0,,,,,,,,,,,,,,,,,,,
2016-11-02,,,,,,,,,,,,,,,,,,,,,,,,622.0,632.0,613.0,,,564.8,,,,547.6,,,,,,,,,,,,,,,,,,,
2016-11-03,,,,,,,,,,,,,,,,,,,,,,,,614.0,630.8,,,,565.0,,,,546.4,,,,,,,,,,,,,,,,,,,
2016-11-04,,,,,,,,,,,,,,,,,,,,,,,,,637.2,620.8,600.2,,564.6,,,,547.2,,,,,,,,,,,,,,,,,,,
2016-11-07,,,,,,,,,,,,,,,,,,,,,,,,,657.2,649.8,624.2,583.2,579.2,,,,555.8,,,,,,,,,,,,,,,,,,,
2016-11-08,,,,,,,,,,,,,,,,,,,,,,,,657.0,637.0,628.0,604.0,,560.2,548.4,537.2,,538.6,530.2,,,,,,,,,,,,,,,,,,
2016-11-09,,,,,,,,,,,,,,,,,,,,,,,,632.8,627.2,606.6,590.0,582.8,559.2,,572.8,,539.6,,,,,,,,,,,,,,,,,,,
2016-11-10,,,,,,,,,,,,,,,,,,,,,,,,611.0,612.2,595.2,569.8,,550.2,,,,532.4,539.6,,,,,,,,,,,,,,,,,,
2016-11-11,,,,,,,,,,,,,,,,,,,,,,,,619.0,614.6,,,,558.0,,,,541.0,,,,,,,,,,,,,,,,,,,
2016-11-14,,,,,,,,,,,,,,,,,,,,,,,,,632.8,619.0,,608.6,573.8,,,,553.4,,,,,,,,,,,,,,,,,,,
2016-11-15,,,,,,,,,,,,,,,,,,,,,,,,622.0,618.0,594.0,574.8,589.8,560.4,,,,542.4,,,,,,,,,,,,,,,,,,,
2016-11-16,,,,,,,,,,,,,,,,,,,,,,,,,621.6,590.0,593.0,,568.2,568.2,,,550.0,542.0,,,,,,,,,,,,,,,,,,
2016-11-17,,,,,,,,,,,,,,,,,,,,,,,,,600.2,,581.4,556.6,555.6,,539.6,539.0,537.8,,,,,,,,,,,,,,,,,,,
2016-11-18,,,,,,,,,,,,,,,,,,,,,,,,,593.0,559.0,,541.4,533.4,,527.2,,516.6,,,,,,,,,,,,,,,,,,,
2016-11-21,,,,,,,,,,,,,,,,,,,,,,,,,594.4,570.0,,556.8,526.0,522.4,,,511.6,,,,,,,,,,,,,,,,,,,
2016-11-22,,,,,,,,,,,,,,,,,,,,,,,,599.0,606.4,605.0,,,535.6,,538.4,,519.6,,,,,,,,,,,,,,,,,,,
2016-11-23,,,,,,,,,,,,,,,,,,,,,,,,,602.0,,565.0,,529.6,,525.4,,513.6,,,,,,,,,,,,,,,,,,,
2016-11-24,,,,,,,,,,,,,,,,,,,,,,,,,602.8,583.0,593.4,,529.0,,526.4,,513.6,,,,,,,,,,,,,,,,,,,
2016-11-25,,,,,,,,,,,,,,,,,,,,,,,,,602.0,574.0,,555.0,542.8,532.8,,,526.2,,,,,,,,,,,,,,,,,,,
2016-11-28,,,,,,,,,,,,,,,,,,,,,,,,,604.2,570.0,,,547.2,,,,531.8,,,,,,,,,,,,,,,,,,,
2016-11-29,,,,,,,,,,,,,,,,,,,,,,,,,593.2,595.2,,,535.6,532.6,537.2,,525.0,,,,,,,,,,,,,,,,,,,
2016-11-30,,,,,,,,,,,,,,,,,,,,,,,,,566.0,578.2,,,515.8,,529.2,,518.0,,,,,,,,,,,,,,,,,,,
2016-12-01,,,,,,,,,,,,,,,,,,,,,,,,,578.8,590.0,,,527.0,,530.2,,524.8,,,,,,,,,,,,,,,,,,,
2016-12-02,,,,,,,,,,,,,,,,,,,,,,,,,590.8,592.2,,541.2,521.0,526.4,527.4,,522.2,,,,,,,,,,,,,,,,,,,
2016-12-05,,,,,,,,,,,,,,,,,,,,,,,,,601.8,596.2,550.8,,526.0,,,,525.0,,,,,,,,,,,,,,,,,,,
2016-12-06,,,,,,,,,,,,,,,,,,,,,,,,,593.0,594.0,575.4,,521.6,522.0,,,520.4,,,,,,,,,,,,,,,,,,,
2016-12-07,,,,,,,,,,,,,,,,,,,,,,,,,596.0,595.4,,,522.4,521.8,533.2,,521.4,,,,,,,,,,,,,,,,,,,
2016-12-08,,,,,,,,,,,,,,,,,,,,,,,,,609.0,604.2,568.2,556.4,534.0,,,,532.0,,,,,,,,,,,,,,,,,,,
2016-12-09,,,,,,,,,,,,,,,,,,,,,,,,,608.0,606.0,,536.6,530.4,,,,529.0,,,,,,,,,,,,,,,,,,,
2016-12-12,,,,,,,,,,,,,,,,,,,,,,,,,614.0,615.6,,,540.0,,,,530.4,,,,,,,,,,,,,,,,,,,
2016-12-13,,,,,,,,,,,,,,,,,,,,,,,,,610.8,580.2,564.0,560.8,540.2,533.2,,,536.0,,,,,,,,,,,,,,,,,,,
2016-12-14,,,,,,,,,,,,,,,,,,,,,,,,,604.2,605.8,593.8,545.0,535.2,,,,530.6,,,,,,,,,,,,,,,,,,,
2016-12-15,,,,,,,,,,,,,,,,,,,,,,,,,605.2,608.0,,,536.0,,,,532.0,,,,,,,,,,,,,,,,,,,
2016-12-16,,,,,,,,,,,,,,,,,,,,,,,,,606.6,608.0,,,539.8,,,,537.0,,,566.2,,,,,,,,,,,,,,,,
2016-12-19,,,,,,,,,,,,,,,,,,,,,,,,,603.0,599.8,565.6,,527.0,526.4,,,525.6,,,,,,,,,,,,,,,,,,,
2016-12-20,,,,,,,,,,,,,,,,,,,,,,,,,606.0,608.0,,,530.0,,,,526.0,,,,,,,,,,,,,,,,,,,
2016-12-21,,,,,,,,,,,,,,,,,,,,,,,,,606.0,608.4,,,524.0,517.0,,,521.0,,,,,,,,,,,,,,,,,,,
2016-12-22,,,,,,,,,,,,,,,,,,,,,,,,,606.2,608.4,,,521.0,512.6,,,515.0,,,518.0,,,,,,,,,,,,,,,,
2016-12-23,,,,,,,,,,,,,,,,,,,,,,,,,606.0,609.2,,,515.2,506.6,,,509.2,,,,,,,,,,,,,,,,,,,
2016-12-26,,,,,,,,,,,,,,,,,,,,,,,,,607.4,601.0,,,509.2,502.0,,,505.4,,,,,,,,,,,,,,,,,,,
2016-12-27,,,,,,,,,,,,,,,,,,,,,,,,,608.0,604.8,,,510.2,,,515.4,506.8,,,,,,,,,,,,,,,,,,,
2016-12-28,,,,,,,,,,,,,,,,,,,,,,,,,612.8,605.2,,,510.2,,507.2,512.2,506.0,,,,,,,,,,,,,,,,,,,
2016-12-29,,,,,,,,,,,,,,,,,,,,,,,,,611.2,601.0,,,500.4,499.8,,,496.2,,,,,,,,,,,,,,,,,,,
2016-12-30,,,,,,,,,,,,,,,,,,,,,,,,,615.2,603.0,,510.6,499.2,494.4,,,496.0,,,,,,,,,,,,,,,,,,,
2017-01-03,,,,,,,,,,,,,,,,,,,,,,,,,596.0,590.0,524.8,499.0,490.0,,,474.0,486.2,,,514.0,,,,,,,,,,,,,,,,
2017-01-04,,,,,,,,,,,,,,,,,,,,,,,,,595.0,581.0,521.2,,487.2,488.8,,,483.4,494.6,,,,,,,,,,,,,,,,,,
2017-01-05,,,,,,,,,,,,,,,,,,,,,,,,,605.0,592.4,,505.6,495.6,,,,486.8,,,,,,,,,,,,,,,,,,,
2017-01-06,,,,,,,,,,,,,,,,,,,,,,,,,600.0,590.0,,,506.0,508.0,,,496.8,,,,,,,,,,,,,,,,,,,
2017-01-09,,,,,,,,,,,,,,,,,,,,,,,,,600.0,605.8,,,506.2,504.0,,,498.0,,,,,,,,,,,,,,,,,,,
2017-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,610.2,,,510.8,514.8,,,502.8,,,,521.4,,,,,,,,,,,,,,,
2017-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,611.0,,,522.0,523.2,529.2,526.2,513.8,,,,529.0,,,,,,,,,,,,,,,
2017-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,608.0,541.2,,522.0,520.8,,,512.8,,,,529.6,,,,,,,,,,,,,,,
2017-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,612.0,,,523.0,519.0,,,513.8,,,,531.0,,,,,,,,,,,,,,,
2017-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,625.0,,,523.2,519.0,,,514.4,,,499.0,537.2,,,,,,,,,,,,,,,
2017-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,650.0,564.8,517.6,508.8,492.8,,,502.6,,503.0,,522.8,,,,,,,,,,,,,,,
2017-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,700.0,,555.6,504.0,506.6,,,498.8,,,,524.0,,,,,,,,,,,,,,,
2017-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,708.6,,574.2,506.0,,,,499.8,,,,524.0,,,,,,,,,,,,,,,
2017-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,704.6,570.0,563.2,506.0,519.0,,506.0,500.0,,,,525.0,,,,,,,,,,,,,,,
2017-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,690.6,,536.8,500.6,530.8,511.8,509.8,499.0,,,,523.6,,,,,,,,,,,,,,,
2017-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,655.8,,554.8,514.2,,520.6,,507.0,,,,528.6,,,,,,,,,,,,,,,
2017-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,632.4,,560.8,524.0,533.8,520.4,522.4,514.4,,,,528.0,,,,,,,,,,,,,,,
2017-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,591.0,,550.4,532.4,534.2,,,519.8,,,,532.0,,,,,,,,,,,,,,,
2017-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,563.4,524.0,522.0,523.0,,,512.0,,,,526.8,,,,,,,,,,,,,,,
2017-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,597.4,,524.6,,,,514.0,,,,527.0,,,,,,,,,,,,,,,
2017-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.8,,,,520.4,,,506.0,529.0,,,,,,,,,,,,,,,
2017-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,586.8,,533.0,521.2,,,520.6,,,,530.0,,,,,,,,,,,,,,,
2017-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.0,,,,517.0,,,,527.4,,,,,,,,,,,,,,,
2017-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.4,,,,517.2,,,,526.6,,,,,,,,,,,,,,,
2017-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.6,532.0,,,,520.0,,,,530.0,,,,,,,,,,,,,,,
2017-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.2,528.2,,,520.0,,,,530.0,,,,,,,,,,,,,,,
2017-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.0,523.0,529.0,,,515.2,,503.6,,526.0,,,,,,,,,,,,,,,
2017-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.4,536.4,540.8,,,525.0,,,,530.0,,,,,,,,,,,,,,,
2017-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,553.2,,543.4,,,,531.2,524.2,,,535.2,,,,,,,,,,,,,,,
2017-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.4,,,,533.6,540.0,,519.0,537.8,513.0,,,,,,,,,,,,,,
2017-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,568.0,555.0,553.8,,,,538.4,,,,547.8,,,,,,,,,,,,,,,
2017-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,567.8,,553.2,,,,535.8,,,,545.0,,,,,,,,,,,,,,,
2017-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.4,554.0,,,538.4,541.4,,552.8,547.4,,,,,,,,,,,,,,,
2017-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.4,550.0,544.6,,,535.6,,,,542.8,,,,,,,,,,,,,,,
2017-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.0,543.8,,,537.0,,,,545.0,,,,,,,,,,,,,,,
2017-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,579.8,,572.0,562.0,,,546.2,,,,553.8,,,,,,,,,,,,,,,
2017-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.8,570.0,,,551.0,,545.8,,558.4,,,,,,,,,,,,,,,
2017-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.8,,,,552.6,,,,562.0,,,,,,,,,,,,,,,
2017-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.2,,,,551.0,,,,561.8,,,,,,,,,,,,,,,
2017-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.4,,564.0,,553.6,,,,568.2,,,,,,,,,,,,,,,
2017-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.0,566.0,,,549.6,,,,571.0,,,,,,,,,,,,,,,
2017-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.8,,,552.0,547.0,,,,572.6,,,,,,,,,,,,,,,
2017-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.4,567.0,,,538.6,,,,564.0,,,,,,,,,,,,,,,
2017-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.6,,,,540.0,,,,566.6,,,,,,,,,,,,,,,
2017-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.4,,,,536.0,,,,560.4,,,,,,,,,,,,,,,
2017-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.4,,,,547.2,,,,563.0,,,,,,,,,,,,,,,
2017-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.6,586.0,,,547.2,,,,565.6,,,,,,,,,,,,,,,
2017-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.2,609.4,581.0,,,555.6,,,,574.4,,,,,,,,,,,,,,,
2017-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.6,612.6,,,550.8,558.4,593.4,,,572.2,,,,,,,,,,,,,,,
2017-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.8,,,,561.6,571.4,,,576.8,,,,,,,,,,,,,,,
2017-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.6,,,,558.6,,,,573.4,,,,,,,,,,,,,,,
2017-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.2,,,,548.4,,,,563.0,,,,,,,,,,,,,,,
2017-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615.2,589.2,,,549.8,,,,563.0,,,,,,,,,,,,,,,
2017-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.2,572.8,,553.8,551.2,,,,561.2,,,,,,,,,,,,,,,
2017-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.0,569.2,,553.2,542.6,543.6,,,554.0,,,,,,,,,,,,,,,
2017-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.8,613.6,589.2,,,545.0,,,,554.8,,,,,,,,,,,,,,,
2017-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.0,591.6,,555.4,550.0,,,,558.8,,,,,,,,,,,,,,,
2017-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.2,583.4,606.2,559.4,567.0,,,,569.4,,,,,,,,,,,,,,,
2017-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.2,625.4,597.0,,574.8,565.0,,,,569.2,,,,,,,,,,,,,,,
2017-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.0,,605.8,581.6,577.4,572.8,,,578.2,,,,,,,,,,,,,,,
2017-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.2,591.0,,582.4,585.2,,,,589.6,,,,,,,,,,,,,,,
2017-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.2,574.4,,556.0,569.0,553.0,,,576.2,,,,,,,,,,,,,,,
2017-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.4,,,558.8,567.4,,,,575.6,,,,,,,,,,,,,,,
2017-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.0,568.6,,550.4,556.8,,,560.8,568.0,,,,,,,,,,,,,,,
2017-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.4,,555.0,540.8,553.2,,,,565.2,,,,,,,,,,,,,,,
