,T1509.CFE,T1512.CFE,T1603.CFE,T1606.CFE,T1609.CFE,T1612.CFE,T1703.CFE,T1706.CFE,T1709.CFE,T1712.CFE,T1803.CFE,T1806.CFE,T1809.CFE,T1812.CFE
2015-05-27,95.58,95.63,,,,,,,,,,,,
2015-05-28,94.81,95.58,96.115,,,,,,,,,,,
2015-05-29,94.835,95.45,,,,,,,,,,,,
2015-06-01,93.9,94.365,94.415,,,,,,,,,,,
2015-06-02,94.415,94.96,95.385,,,,,,,,,,,
2015-06-03,94.655,95.165,95.85,,,,,,,,,,,
2015-06-04,94.555,95.145,95.91,,,,,,,,,,,
2015-06-05,94.97,95.72,95.785,,,,,,,,,,,
2015-06-08,95.19,95.2,,,,,,,,,,,,
2015-06-09,95.38,95.905,96.2,,,,,,,,,,,
2015-06-10,94.92,95.49,96.18,,,,,,,,,,,
2015-06-11,94.775,95.045,95.605,,,,,,,,,,,
2015-06-12,94.515,95.125,95.585,,,,,,,,,,,
2015-06-15,94.2,94.8,,,,,,,,,,,,
2015-06-16,94.26,95.025,95.445,,,,,,,,,,,
2015-06-17,94.7,95.3,95.55,,,,,,,,,,,
2015-06-18,94.915,95.465,,,,,,,,,,,,
2015-06-19,94.82,95.425,95.99,,,,,,,,,,,
2015-06-23,94.58,95.17,95.8,,,,,,,,,,,
2015-06-24,94.705,95.265,,,,,,,,,,,,
2015-06-25,94.7,95.23,96.0,,,,,,,,,,,
2015-06-26,94.63,95.15,,,,,,,,,,,,
2015-06-29,94.385,94.9,95.35,,,,,,,,,,,
2015-06-30,94.54,95.025,,,,,,,,,,,,
2015-07-01,94.595,95.07,,,,,,,,,,,,
2015-07-02,94.365,94.815,,,,,,,,,,,,
2015-07-03,94.65,95.185,,,,,,,,,,,,
2015-07-06,95.31,95.61,96.12,,,,,,,,,,,
2015-07-07,95.975,96.365,,,,,,,,,,,,
2015-07-08,95.34,95.925,96.7,,,,,,,,,,,
2015-07-09,95.72,96.54,,,,,,,,,,,,
2015-07-10,95.6,96.2,96.84,,,,,,,,,,,
2015-07-13,95.67,96.195,96.6,,,,,,,,,,,
2015-07-14,95.38,96.0,96.545,,,,,,,,,,,
2015-07-15,95.28,95.825,96.415,,,,,,,,,,,
2015-07-16,95.48,95.98,96.425,,,,,,,,,,,
2015-07-17,95.615,96.1,96.45,,,,,,,,,,,
2015-07-20,95.67,96.16,96.48,,,,,,,,,,,
2015-07-21,95.525,95.97,96.225,,,,,,,,,,,
2015-07-22,95.38,95.91,96.295,,,,,,,,,,,
2015-07-23,95.71,96.0,96.48,,,,,,,,,,,
2015-07-24,95.83,96.3,96.6,,,,,,,,,,,
2015-07-27,95.58,96.165,96.67,,,,,,,,,,,
2015-07-28,95.885,96.34,96.65,,,,,,,,,,,
2015-07-29,95.955,96.41,96.82,,,,,,,,,,,
2015-07-30,95.78,96.3,96.72,,,,,,,,,,,
2015-07-31,95.45,95.955,96.31,,,,,,,,,,,
2015-08-03,95.355,95.915,96.34,,,,,,,,,,,
2015-08-04,95.555,96.055,96.515,,,,,,,,,,,
2015-08-05,95.57,95.965,96.37,,,,,,,,,,,
2015-08-06,95.5,95.96,96.37,,,,,,,,,,,
2015-08-07,95.7,96.055,96.515,,,,,,,,,,,
2015-08-10,95.6,95.94,96.44,,,,,,,,,,,
2015-08-11,95.16,95.45,95.94,,,,,,,,,,,
2015-08-12,94.8,95.0,95.71,,,,,,,,,,,
2015-08-13,95.18,95.45,95.925,,,,,,,,,,,
2015-08-14,95.25,95.445,95.97,,,,,,,,,,,
2015-08-17,95.08,95.115,95.745,,,,,,,,,,,
2015-08-18,95.11,95.255,95.78,,,,,,,,,,,
2015-08-19,95.36,95.235,95.63,,,,,,,,,,,
2015-08-20,95.385,95.285,95.635,,,,,,,,,,,
2015-08-21,95.415,95.44,95.7,,,,,,,,,,,
2015-08-24,95.535,95.55,95.845,,,,,,,,,,,
2015-08-25,95.6,95.74,95.9,,,,,,,,,,,
2015-08-26,96.05,95.805,96.025,,,,,,,,,,,
2015-08-27,96.41,96.005,96.1,,,,,,,,,,,
2015-08-28,96.31,96.145,96.225,,,,,,,,,,,
2015-08-31,96.95,96.19,96.295,,,,,,,,,,,
2015-09-01,,96.805,96.715,,,,,,,,,,,
2015-09-02,97.5,96.52,96.61,,,,,,,,,,,
2015-09-07,97.5,96.4,96.47,,,,,,,,,,,
2015-09-08,,96.085,96.145,,,,,,,,,,,
2015-09-09,97.2,96.195,96.28,,,,,,,,,,,
2015-09-10,97.2,96.055,96.265,,,,,,,,,,,
2015-09-11,,96.25,96.375,,,,,,,,,,,
2015-09-14,,96.27,96.4,,,,,,,,,,,
2015-09-15,,96.33,96.505,96.7,,,,,,,,,,
2015-09-16,,96.45,96.57,,,,,,,,,,,
2015-09-17,,96.225,96.37,96.6,,,,,,,,,,
2015-09-18,,96.35,96.5,96.61,,,,,,,,,,
2015-09-21,,96.315,96.425,96.6,,,,,,,,,,
2015-09-22,,96.165,96.26,96.37,,,,,,,,,,
2015-09-23,,96.255,96.34,96.495,,,,,,,,,,
2015-09-24,,96.2,96.27,96.4,,,,,,,,,,
2015-09-25,,96.445,96.455,96.63,,,,,,,,,,
2015-09-28,,96.655,96.71,96.685,,,,,,,,,,
2015-09-29,,97.0,96.925,97.26,,,,,,,,,,
2015-09-30,,97.05,97.07,97.215,,,,,,,,,,
2015-10-08,,97.06,97.1,97.2,,,,,,,,,,
2015-10-09,,97.23,97.4,97.72,,,,,,,,,,
2015-10-12,,97.93,97.89,98.1,,,,,,,,,,
2015-10-13,,98.09,98.15,98.26,,,,,,,,,,
2015-10-14,,98.35,98.54,98.7,,,,,,,,,,
2015-10-15,,98.335,98.455,98.82,,,,,,,,,,
2015-10-16,,98.005,98.115,98.3,,,,,,,,,,
2015-10-19,,98.05,98.13,98.16,,,,,,,,,,
2015-10-20,,98.265,98.325,98.56,,,,,,,,,,
2015-10-21,,98.81,98.86,98.895,,,,,,,,,,
2015-10-22,,98.81,98.93,99.005,,,,,,,,,,
2015-10-23,,98.92,98.95,99.04,,,,,,,,,,
2015-10-26,,98.795,98.855,98.925,,,,,,,,,,
2015-10-27,,99.255,99.3,99.345,,,,,,,,,,
2015-10-28,,99.285,99.3,99.4,,,,,,,,,,
2015-10-29,,98.685,98.72,98.85,,,,,,,,,,
2015-10-30,,98.5,98.555,98.6,,,,,,,,,,
2015-11-02,,98.705,98.755,98.85,,,,,,,,,,
2015-11-03,,98.555,98.6,98.68,,,,,,,,,,
2015-11-04,,98.195,98.2,97.8,,,,,,,,,,
2015-11-05,,98.17,98.185,98.29,,,,,,,,,,
2015-11-06,,98.19,98.18,98.26,,,,,,,,,,
2015-11-09,,97.275,97.31,97.375,,,,,,,,,,
2015-11-10,,97.23,97.25,97.485,,,,,,,,,,
2015-11-11,,97.635,97.62,97.7,,,,,,,,,,
2015-11-12,,97.47,97.63,97.71,,,,,,,,,,
2015-11-13,,97.915,97.865,98.02,,,,,,,,,,
2015-11-16,,97.87,97.8,97.875,,,,,,,,,,
2015-11-17,,98.205,97.82,97.92,,,,,,,,,,
2015-11-18,,97.94,97.565,97.67,,,,,,,,,,
2015-11-19,,97.895,97.51,97.675,,,,,,,,,,
2015-11-20,,98.18,97.7,97.92,,,,,,,,,,
2015-11-23,,98.0,97.195,97.735,,,,,,,,,,
2015-11-24,,98.305,97.9,97.95,,,,,,,,,,
2015-11-25,,98.84,98.42,98.38,,,,,,,,,,
2015-11-26,,98.505,98.365,98.35,,,,,,,,,,
2015-11-27,,99.115,98.575,98.49,,,,,,,,,,
2015-11-30,,99.28,98.63,98.6,,,,,,,,,,
2015-12-01,,99.0,98.66,98.61,,,,,,,,,,
2015-12-02,,98.44,98.685,98.615,,,,,,,,,,
2015-12-03,,,98.65,98.58,,,,,,,,,,
2015-12-04,,,98.76,98.74,,,,,,,,,,
2015-12-07,,99.2,98.73,98.65,,,,,,,,,,
2015-12-08,,,98.91,98.845,,,,,,,,,,
2015-12-09,,,99.01,98.925,,,,,,,,,,
2015-12-10,,,99.015,98.935,,,,,,,,,,
2015-12-11,,99.2,99.04,98.955,,,,,,,,,,
2015-12-14,,,98.82,98.755,98.9,,,,,,,,,
2015-12-15,,,98.82,98.755,98.985,,,,,,,,,
2015-12-16,,,98.9,98.81,98.79,,,,,,,,,
2015-12-17,,,99.085,98.96,99.0,,,,,,,,,
2015-12-18,,,99.175,99.07,99.37,,,,,,,,,
2015-12-21,,,99.51,99.3,99.45,,,,,,,,,
2015-12-22,,,99.815,99.715,99.69,,,,,,,,,
2015-12-23,,,99.825,99.7,99.75,,,,,,,,,
2015-12-24,,,99.92,99.8,99.895,,,,,,,,,
2015-12-25,,,100.17,100.025,100.05,,,,,,,,,
2015-12-28,,,100.12,99.98,100.03,,,,,,,,,
2015-12-29,,,100.205,100.07,100.115,,,,,,,,,
2015-12-30,,,100.01,99.9,99.92,,,,,,,,,
2015-12-31,,,100.01,99.88,99.9,,,,,,,,,
2016-01-04,,,99.665,99.565,99.66,,,,,,,,,
2016-01-05,,,99.58,99.47,99.42,,,,,,,,,
2016-01-06,,,99.5,99.395,99.61,,,,,,,,,
2016-01-07,,,99.755,99.605,99.61,,,,,,,,,
2016-01-08,,,99.935,99.825,99.79,,,,,,,,,
2016-01-11,,,100.115,99.96,100.025,,,,,,,,,
2016-01-12,,,100.24,100.04,100.1,,,,,,,,,
2016-01-13,,,100.595,100.335,100.27,,,,,,,,,
2016-01-14,,,100.38,100.11,100.0,,,,,,,,,
2016-01-15,,,100.33,100.085,100.03,,,,,,,,,
2016-01-18,,,100.12,99.79,99.8,,,,,,,,,
2016-01-19,,,100.07,99.73,99.68,,,,,,,,,
2016-01-20,,,99.905,99.58,99.55,,,,,,,,,
2016-01-21,,,100.095,99.68,99.71,,,,,,,,,
2016-01-22,,,100.28,99.84,99.735,,,,,,,,,
2016-01-25,,,99.81,99.425,99.335,,,,,,,,,
2016-01-26,,,99.8,99.38,99.19,,,,,,,,,
2016-01-27,,,99.6,99.16,98.975,,,,,,,,,
2016-01-28,,,99.72,99.24,99.12,,,,,,,,,
2016-01-29,,,100.055,99.575,99.49,,,,,,,,,
2016-02-01,,,100.275,99.8,,,,,,,,,,
2016-02-02,,,99.9,99.37,99.075,,,,,,,,,
2016-02-03,,,99.66,99.11,98.905,,,,,,,,,
2016-02-04,,,100.0,99.365,99.0,,,,,,,,,
2016-02-05,,,100.24,99.51,99.2,,,,,,,,,
2016-02-15,,,100.415,99.86,99.45,,,,,,,,,
2016-02-16,,,100.31,99.76,99.43,,,,,,,,,
2016-02-17,,,100.275,99.615,99.38,,,,,,,,,
2016-02-18,,,100.25,99.575,99.3,,,,,,,,,
2016-02-19,,,100.43,99.745,99.49,,,,,,,,,
2016-02-22,,,100.38,99.535,99.27,,,,,,,,,
2016-02-23,,,100.38,99.585,99.21,,,,,,,,,
2016-02-24,,,100.375,99.505,99.075,,,,,,,,,
2016-02-25,,,100.35,99.31,98.87,,,,,,,,,
2016-02-26,,,100.39,99.19,98.72,,,,,,,,,
2016-02-29,,,100.435,99.26,98.76,,,,,,,,,
2016-03-01,,,100.6,99.24,98.65,,,,,,,,,
2016-03-02,,,100.3,99.055,98.37,,,,,,,,,
2016-03-03,,,99.1,98.88,98.08,,,,,,,,,
2016-03-04,,,100.685,98.88,98.15,,,,,,,,,
2016-03-07,,,100.605,98.645,97.975,,,,,,,,,
2016-03-08,,,100.5,98.535,97.9,,,,,,,,,
2016-03-09,,,100.6,98.96,98.29,,,,,,,,,
2016-03-10,,,100.6,99.03,98.35,,,,,,,,,
2016-03-11,,,,99.375,98.565,,,,,,,,,
2016-03-14,,,,99.53,98.705,98.265,,,,,,,,
2016-03-15,,,,99.455,98.72,98.24,,,,,,,,
2016-03-16,,,,99.645,98.865,98.51,,,,,,,,
2016-03-17,,,,99.655,98.915,98.5,,,,,,,,
2016-03-18,,,,99.57,98.805,98.44,,,,,,,,
2016-03-21,,,,99.385,98.73,98.255,,,,,,,,
2016-03-22,,,,99.44,98.755,98.345,,,,,,,,
2016-03-23,,,,99.56,98.85,98.45,,,,,,,,
2016-03-24,,,,99.655,98.93,98.55,,,,,,,,
2016-03-25,,,,99.6,98.875,98.45,,,,,,,,
2016-03-28,,,,99.595,98.82,98.335,,,,,,,,
2016-03-29,,,,99.57,98.8,98.32,,,,,,,,
2016-03-30,,,,99.695,98.84,98.38,,,,,,,,
2016-03-31,,,,99.72,98.9,98.405,,,,,,,,
2016-04-01,,,,99.73,98.91,98.42,,,,,,,,
2016-04-05,,,,99.605,98.85,98.35,,,,,,,,
2016-04-06,,,,99.51,98.66,98.165,,,,,,,,
2016-04-07,,,,99.42,98.505,98.01,,,,,,,,
2016-04-08,,,,99.46,98.5,97.85,,,,,,,,
2016-04-11,,,,99.605,98.43,97.73,,,,,,,,
2016-04-12,,,,99.67,98.385,97.61,,,,,,,,
2016-04-13,,,,99.38,98.195,97.39,,,,,,,,
2016-04-14,,,,99.205,97.985,97.205,,,,,,,,
2016-04-15,,,,99.265,98.145,97.365,,,,,,,,
2016-04-18,,,,99.42,98.28,97.5,,,,,,,,
2016-04-19,,,,99.405,98.3,97.505,,,,,,,,
2016-04-20,,,,99.22,98.01,97.215,,,,,,,,
2016-04-21,,,,99.135,97.715,96.93,,,,,,,,
2016-04-22,,,,99.26,97.72,96.9,,,,,,,,
2016-04-25,,,,99.04,97.415,96.595,,,,,,,,
2016-04-26,,,,99.11,97.47,96.615,,,,,,,,
2016-04-27,,,,99.305,97.82,96.905,,,,,,,,
2016-04-28,,,,99.39,97.995,97.065,,,,,,,,
2016-04-29,,,,99.475,97.95,97.03,,,,,,,,
2016-05-03,,,,99.63,98.11,97.16,,,,,,,,
2016-05-04,,,,99.685,98.23,97.31,,,,,,,,
2016-05-05,,,,99.76,98.305,97.38,,,,,,,,
2016-05-06,,,,99.725,98.31,97.36,,,,,,,,
2016-05-09,,,,99.935,98.545,97.565,,,,,,,,
2016-05-10,,,,100.205,99.03,98.015,,,,,,,,
2016-05-11,,,,100.2,99.085,98.005,,,,,,,,
2016-05-12,,,,100.285,99.275,98.265,,,,,,,,
2016-05-13,,,,100.39,99.24,98.355,,,,,,,,
2016-05-16,,,,100.305,98.965,98.06,,,,,,,,
2016-05-17,,,,100.24,98.935,98.01,,,,,,,,
2016-05-18,,,,99.965,98.74,97.82,,,,,,,,
2016-05-19,,,,99.805,98.615,97.675,,,,,,,,
2016-05-20,,,,100.02,98.875,97.94,,,,,,,,
2016-05-23,,,,100.0,98.925,97.96,,,,,,,,
2016-05-24,,,,99.81,99.05,98.065,,,,,,,,
2016-05-25,,,,100.015,99.185,98.24,,,,,,,,
2016-05-26,,,,99.935,99.065,98.185,,,,,,,,
2016-05-27,,,,99.855,98.99,98.14,,,,,,,,
2016-05-30,,,,99.85,98.895,98.065,,,,,,,,
2016-05-31,,,,99.96,98.875,98.085,,,,,,,,
2016-06-01,,,,99.89,99.005,98.18,,,,,,,,
2016-06-02,,,,,98.88,98.09,,,,,,,,
2016-06-03,,,,99.95,98.78,97.995,,,,,,,,
2016-06-06,,,,100.0,99.02,98.175,,,,,,,,
2016-06-07,,,,,98.95,98.15,,,,,,,,
2016-06-08,,,,,98.905,98.12,,,,,,,,
2016-06-13,,,,,98.985,98.19,,,,,,,,
2016-06-14,,,,,99.215,98.395,97.935,,,,,,,
2016-06-15,,,,,99.365,98.6,98.01,,,,,,,
2016-06-16,,,,,99.515,98.785,98.24,,,,,,,
2016-06-17,,,,,99.67,99.0,98.32,,,,,,,
2016-06-20,,,,,99.61,99.01,98.495,,,,,,,
2016-06-21,,,,,99.585,99.03,98.505,,,,,,,
2016-06-22,,,,,99.77,99.25,98.695,,,,,,,
2016-06-23,,,,,99.815,99.285,98.8,,,,,,,
2016-06-24,,,,,99.87,99.41,98.985,,,,,,,
2016-06-27,,,,,100.19,99.76,99.3,,,,,,,
2016-06-28,,,,,100.135,99.67,99.3,,,,,,,
2016-06-29,,,,,100.03,99.52,99.05,,,,,,,
2016-06-30,,,,,100.115,99.3,99.11,,,,,,,
2016-07-01,,,,,100.435,99.795,99.4,,,,,,,
2016-07-04,,,,,100.285,99.625,99.165,,,,,,,
2016-07-05,,,,,100.215,99.53,99.1,,,,,,,
2016-07-06,,,,,100.345,99.645,99.195,,,,,,,
2016-07-07,,,,,100.535,99.91,99.46,,,,,,,
2016-07-08,,,,,100.455,99.875,99.46,,,,,,,
2016-07-11,,,,,100.435,99.83,99.41,,,,,,,
2016-07-12,,,,,100.27,99.69,99.305,,,,,,,
2016-07-13,,,,,100.185,99.605,99.235,,,,,,,
2016-07-14,,,,,100.29,99.665,99.295,,,,,,,
2016-07-15,,,,,100.17,99.505,99.15,,,,,,,
2016-07-18,,,,,100.445,99.8,99.39,,,,,,,
2016-07-19,,,,,100.485,99.82,99.465,,,,,,,
2016-07-20,,,,,100.645,100.0,99.6,,,,,,,
2016-07-21,,,,,100.905,100.31,99.905,,,,,,,
2016-07-22,,,,,100.75,100.185,99.79,,,,,,,
2016-07-25,,,,,100.74,100.18,99.795,,,,,,,
2016-07-26,,,,,100.705,100.125,99.75,,,,,,,
2016-07-27,,,,,100.85,100.3,99.93,,,,,,,
2016-07-28,,,,,100.9,100.33,99.925,,,,,,,
2016-07-29,,,,,101.01,100.485,100.065,,,,,,,
2016-08-01,,,,,100.93,100.495,100.07,,,,,,,
2016-08-02,,,,,100.89,100.47,100.1,,,,,,,
2016-08-03,,,,,101.045,100.66,100.31,,,,,,,
2016-08-04,,,,,101.1,100.735,100.39,,,,,,,
2016-08-05,,,,,101.245,100.855,100.455,,,,,,,
2016-08-08,,,,,101.315,100.955,100.58,,,,,,,
2016-08-09,,,,,101.45,101.085,100.745,,,,,,,
2016-08-10,,,,,101.63,101.1,100.77,,,,,,,
2016-08-11,,,,,101.56,101.035,100.515,,,,,,,
2016-08-12,,,,,101.64,101.175,100.79,,,,,,,
2016-08-15,,,,,102.025,101.61,101.225,,,,,,,
2016-08-16,,,,,101.9,101.46,101.1,,,,,,,
2016-08-17,,,,,101.78,101.32,100.96,,,,,,,
2016-08-18,,,,,101.745,101.295,100.93,,,,,,,
2016-08-19,,,,,101.63,101.085,100.71,,,,,,,
2016-08-22,,,,,101.63,101.07,100.7,,,,,,,
2016-08-23,,,,,101.46,100.845,100.47,,,,,,,
2016-08-24,,,,,101.36,100.79,100.405,,,,,,,
2016-08-25,,,,,101.265,100.845,100.435,,,,,,,
2016-08-26,,,,,100.925,100.87,100.485,,,,,,,
2016-08-29,,,,,101.4,100.885,100.5,,,,,,,
2016-08-30,,,,,101.135,100.605,100.225,,,,,,,
2016-08-31,,,,,101.0,100.6,100.25,,,,,,,
2016-09-01,,,,,101.005,100.525,100.135,,,,,,,
2016-09-02,,,,,101.0,100.69,100.28,,,,,,,
2016-09-05,,,,,100.0,100.61,100.205,,,,,,,
2016-09-06,,,,,101.0,100.57,100.195,,,,,,,
2016-09-07,,,,,100.005,100.49,100.115,,,,,,,
2016-09-08,,,,,101.3,100.52,100.16,,,,,,,
2016-09-09,,,,,,100.655,100.065,,,,,,,
2016-09-12,,,,,,100.605,100.225,99.88,,,,,,
2016-09-13,,,,,,100.68,100.305,99.97,,,,,,
2016-09-14,,,,,,100.795,100.415,100.095,,,,,,
2016-09-19,,,,,,100.89,100.52,100.185,,,,,,
2016-09-20,,,,,,101.025,100.655,100.33,,,,,,
2016-09-21,,,,,,100.905,100.53,100.22,,,,,,
2016-09-22,,,,,,100.99,100.625,100.33,,,,,,
2016-09-23,,,,,,101.065,100.695,100.395,,,,,,
2016-09-26,,,,,,101.115,100.745,100.45,,,,,,
2016-09-27,,,,,,101.14,100.775,100.45,,,,,,
2016-09-28,,,,,,101.1,100.75,100.435,,,,,,
2016-09-29,,,,,,101.13,100.77,100.47,,,,,,
2016-09-30,,,,,,101.15,100.785,100.47,,,,,,
2016-10-10,,,,,,101.405,101.05,100.595,,,,,,
2016-10-11,,,,,,101.37,101.01,100.69,,,,,,
2016-10-12,,,,,,101.21,100.85,100.555,,,,,,
2016-10-13,,,,,,101.22,100.85,100.555,,,,,,
2016-10-14,,,,,,101.315,100.945,100.66,,,,,,
2016-10-17,,,,,,101.355,100.98,100.685,,,,,,
2016-10-18,,,,,,101.425,101.05,100.74,,,,,,
2016-10-19,,,,,,101.395,101.02,100.7,,,,,,
2016-10-20,,,,,,101.7,101.3,101.0,,,,,,
2016-10-21,,,,,,101.79,101.41,101.09,,,,,,
2016-10-24,,,,,,101.57,101.05,100.73,,,,,,
2016-10-25,,,,,,101.435,100.87,100.525,,,,,,
2016-10-26,,,,,,101.175,100.595,100.215,,,,,,
2016-10-27,,,,,,101.24,100.58,100.245,,,,,,
2016-10-28,,,,,,101.4,100.75,100.34,,,,,,
2016-10-31,,,,,,101.215,100.55,100.15,,,,,,
2016-11-01,,,,,,101.15,100.455,100.04,,,,,,
2016-11-02,,,,,,101.26,100.5,100.12,,,,,,
2016-11-03,,,,,,101.385,100.745,100.24,,,,,,
2016-11-04,,,,,,101.42,100.75,100.285,,,,,,
2016-11-07,,,,,,101.27,100.565,100.065,,,,,,
2016-11-08,,,,,,101.08,100.33,99.91,,,,,,
2016-11-09,,,,,,101.08,100.29,99.895,,,,,,
2016-11-10,,,,,,100.93,100.06,99.625,,,,,,
2016-11-11,,,,,,100.905,99.825,99.375,,,,,,
2016-11-14,,,,,,100.775,99.62,99.15,,,,,,
2016-11-15,,,,,,100.65,99.44,98.92,,,,,,
2016-11-16,,,,,,100.705,99.61,99.035,,,,,,
2016-11-17,,,,,,100.46,99.49,98.93,,,,,,
2016-11-18,,,,,,100.355,99.355,98.77,,,,,,
2016-11-21,,,,,,100.41,99.47,98.925,,,,,,
2016-11-22,,,,,,100.47,99.47,98.89,,,,,,
2016-11-23,,,,,,100.5,99.495,98.9,,,,,,
2016-11-24,,,,,,100.725,99.64,99.025,,,,,,
2016-11-25,,,,,,100.57,99.52,98.87,,,,,,
2016-11-28,,,,,,100.645,99.595,98.87,,,,,,
2016-11-29,,,,,,100.07,98.8,98.07,,,,,,
2016-11-30,,,,,,99.13,98.42,97.695,,,,,,
2016-12-01,,,,,,,98.115,97.27,,,,,,
2016-12-02,,,,,,,98.135,97.29,,,,,,
2016-12-05,,,,,,100.1,97.95,97.155,,,,,,
2016-12-06,,,,,,,97.25,96.5,,,,,,
2016-12-07,,,,,,97.63,97.445,96.795,,,,,,
2016-12-08,,,,,,99.495,97.685,97.08,,,,,,
2016-12-09,,,,,,99.495,97.605,97.03,,,,,,
2016-12-12,,,,,,,96.675,96.02,95.66,,,,,
2016-12-13,,,,,,,96.47,95.8,95.315,,,,,
2016-12-14,,,,,,,96.2,95.52,95.115,,,,,
2016-12-15,,,,,,,94.375,93.69,93.285,,,,,
2016-12-16,,,,,,,94.2,93.38,93.05,,,,,
2016-12-19,,,,,,,94.36,93.31,92.87,,,,,
2016-12-20,,,,,,,93.48,92.5,92.035,,,,,
2016-12-21,,,,,,,95.18,94.1,93.685,,,,,
2016-12-22,,,,,,,96.08,95.18,94.52,,,,,
2016-12-23,,,,,,,96.39,95.5,94.87,,,,,
2016-12-26,,,,,,,96.16,95.15,94.405,,,,,
2016-12-27,,,,,,,96.06,95.05,94.435,,,,,
2016-12-28,,,,,,,96.01,94.97,94.49,,,,,
2016-12-29,,,,,,,96.61,95.5,94.91,,,,,
2016-12-30,,,,,,,97.23,96.07,95.33,,,,,
2017-01-03,,,,,,,97.115,95.86,95.17,,,,,
2017-01-04,,,,,,,97.035,95.56,94.84,,,,,
2017-01-05,,,,,,,96.885,95.4,94.635,,,,,
2017-01-06,,,,,,,97.135,95.925,95.175,,,,,
2017-01-09,,,,,,,97.09,95.925,95.18,,,,,
2017-01-10,,,,,,,97.54,96.41,95.58,,,,,
2017-01-11,,,,,,,97.21,96.03,95.24,,,,,
2017-01-12,,,,,,,97.35,96.145,95.385,,,,,
2017-01-13,,,,,,,97.335,96.085,95.32,,,,,
2017-01-16,,,,,,,96.85,95.455,94.7,,,,,
2017-01-17,,,,,,,96.485,95.06,94.275,,,,,
2017-01-18,,,,,,,96.585,95.17,94.4,,,,,
2017-01-19,,,,,,,96.405,94.965,94.2,,,,,
2017-01-20,,,,,,,96.85,95.41,94.565,,,,,
2017-01-23,,,,,,,97.03,95.6,94.665,,,,,
2017-01-24,,,,,,,96.26,94.8,94.005,,,,,
2017-01-25,,,,,,,95.755,94.29,93.425,,,,,
2017-01-26,,,,,,,95.77,94.17,93.24,,,,,
2017-02-03,,,,,,,95.09,92.96,92.045,,,,,
2017-02-06,,,,,,,95.185,93.305,92.345,,,,,
2017-02-07,,,,,,,95.12,93.125,92.14,,,,,
2017-02-08,,,,,,,95.44,93.725,92.755,,,,,
2017-02-09,,,,,,,95.7,94.21,93.265,,,,,
2017-02-10,,,,,,,95.755,94.265,93.27,,,,,
2017-02-13,,,,,,,95.89,94.22,93.265,,,,,
