,RI1501.CZC,RI1503.CZC,RI1505.CZC,RI1507.CZC,RI1509.CZC,RI1511.CZC,RI1601.CZC,RI1603.CZC,RI1605.CZC,RI607.CZC,RI609.CZC,RI611.CZC,RI701.CZC,RI703.CZC,RI705.CZC,RI707.CZC,RI709.CZC,RI711.CZC,RI801.CZC,RI803.CZC,RI805.CZC,RI807.CZC,RI809.CZC,RI811.CZC,RI901.CZC,RI903.CZC
2017-05-08,,,,,,,,,,,,,,,,,2680.0,,2681.0,,,,,,,
2017-05-09,,,,,,,,,,,,,,,,,2693.0,,2731.0,,,,,,,
2017-05-10,,,,,,,,,,,,,,,,,2684.0,,2741.0,,,,,,,
2017-05-11,,,,,,,,,,,,,,,,,2686.0,,,,,,,,,
2017-05-15,,,,,,,,,,,,,,,,,2699.0,,,,,,,,,
2017-05-19,,,,,,,,,,,,,,,,,2720.0,,,,,,,,,
2017-05-22,,,,,,,,,,,,,,,,,2716.0,,,,,,,,,
2017-05-23,,,,,,,,,,,,,,,,,2708.0,,,,,,,,,
2017-05-24,,,,,,,,,,,,,,,,,2707.0,,,,,,,,,
2017-05-25,,,,,,,,,,,,,,,,,2707.0,,,,,,,,,
2017-05-26,,,,,,,,,,,,,,,,,2702.0,,,,,,,,,
2017-05-31,,,,,,,,,,,,,,,,,2694.0,,,,,,,,,
2017-06-01,,,,,,,,,,,,,,,,,2705.0,,,,,,,,,
2017-06-02,,,,,,,,,,,,,,,,,2640.0,,,,,,,,,
2017-06-06,,,,,,,,,,,,,,,,,2710.0,,,,,,,,,
2017-06-07,,,,,,,,,,,,,,,,,2718.0,,,,,,,,,
2017-06-08,,,,,,,,,,,,,,,,,2723.0,,,,,,,,,
2017-06-09,,,,,,,,,,,,,,,,,2723.0,,,,,,,,,
2017-06-12,,,,,,,,,,,,,,,,,2707.0,,,,,,,,,
2017-06-13,,,,,,,,,,,,,,,,,2705.0,,,,,,,,,
2017-06-14,,,,,,,,,,,,,,,,,2734.0,,,,,,,,,
2017-06-16,,,,,,,,,,,,,,,,,2724.0,,,,,,,,,
2017-06-19,,,,,,,,,,,,,,,,,2717.0,,,,,,,,,
2017-06-20,,,,,,,,,,,,,,,,,2712.0,,,,,,,,,
2017-06-21,,,,,,,,,,,,,,,,,2703.0,,,,,,,,,
2017-06-22,,,,,,,,,,,,,,,,,2702.0,,,,,,,,,
2017-06-23,,,,,,,,,,,,,,,,,,,2735.0,,,,,,,
2017-06-26,,,,,,,,,,,,,,,,,2703.0,,,,,,,,,
2017-06-28,,,,,,,,,,,,,,,,,2711.0,,,,,,,,,
2017-06-30,,,,,,,,,,,,,,,,,2712.0,,,,,,,,,
2017-07-03,,,,,,,,,,,,,,,,,2703.0,,,,,,,,,
2017-07-04,,,,,,,,,,,,,,,,,2726.0,,,,,,,,,
2017-07-05,,,,,,,,,,,,,,,,,2712.0,,,,,,,,,
2017-07-06,,,,,,,,,,,,,,,,,2702.0,,,,,,,,,
2017-07-07,,,,,,,,,,,,,,,,,2723.0,,,,,,,,,
2017-07-10,,,,,,,,,,,,,,,,,2724.0,,,,,,,,,
2017-07-11,,,,,,,,,,,,,,,,,2728.0,,,,,,,,,
2017-07-12,,,,,,,,,,,,,,,,,2729.0,,,,,,,,,
2017-07-13,,,,,,,,,,,,,,,,,2725.0,,,2849.0,,,,,,
2017-07-14,,,,,,,,,,,,,,,,,2724.0,,,,,,,,,
2017-07-17,,,,,,,,,,,,,,,,,2724.0,,,,,,,,,
2017-07-18,,,,,,,,,,,,,,,,,2717.0,,,,,,,,,
2017-07-19,,,,,,,,,,,,,,,,,2727.0,,,,,,,,,
2017-07-20,,,,,,,,,,,,,,,,,2725.0,,,,,,,,,
2017-07-21,,,,,,,,,,,,,,,,,2729.0,,2800.0,,,,,,,
2017-07-24,,,,,,,,,,,,,,,,,2730.0,,,,,,,,,
2017-07-25,,,,,,,,,,,,,,,,,2732.0,,,,,,,,,
2017-07-26,,,,,,,,,,,,,,,,,2731.0,,,2657.0,,,,,,
2017-07-27,,,,,,,,,,,,,,,,,2728.0,,,,,,,,,
2017-07-28,,,,,,,,,,,,,,,,,2730.0,,,,,,,,,
2017-08-01,,,,,,,,,,,,,,,,,2729.0,,,,,,,,,
2017-08-02,,,,,,,,,,,,,,,,,2731.0,,,,,,,,,
2017-08-03,,,,,,,,,,,,,,,,,2732.0,,,,,2956.0,,,,
2017-08-04,,,,,,,,,,,,,,,,,2738.0,,,,,2837.0,,,,
2017-08-07,,,,,,,,,,,,,,,,,2738.0,,,,,,,,,
2017-08-08,,,,,,,,,,,,,,,,,2713.0,,2770.0,,,2777.0,,,,
2017-08-09,,,,,,,,,,,,,,,,,2719.0,,2736.0,,,,,,,
2017-08-10,,,,,,,,,,,,,,,,,,,,,,2764.0,,,,
2017-08-11,,,,,,,,,,,,,,,,,,,,2704.0,,,,,,
2017-08-14,,,,,,,,,,,,,,,,,,,2745.0,,,,,,,
2017-08-18,,,,,,,,,,,,,,,,,2731.0,,,,,,,,,
2017-08-22,,,,,,,,,,,,,,,,,2702.0,,,,,,,,,
2017-08-23,,,,,,,,,,,,,,,,,2703.0,,,,,,,,,
2017-08-24,,,,,,,,,,,,,,,,,2707.0,,,,,,,,,
2017-08-30,,,,,,,,,,,,,,,,,2661.0,,,,,,,,,
2017-08-31,,,,,,,,,,,,,,,,,2555.0,,,,,,,,,
2017-09-01,,,,,,,,,,,,,,,,,2706.0,,,,,,,,,
2017-09-04,,,,,,,,,,,,,,,,,2897.0,,,,,,,,,
2017-09-15,,,,,,,,,,,,,,,,,,,2702.0,,,,,,,
2017-09-18,,,,,,,,,,,,,,,,,,,2663.0,,,2714.0,,,,
2017-09-19,,,,,,,,,,,,,,,,,,,2684.0,,,,,,,
2017-09-20,,,,,,,,,,,,,,,,,,,2744.0,,,2667.0,,,,
2017-09-21,,,,,,,,,,,,,,,,,,,2745.0,2773.0,,2740.0,,,,
2017-09-22,,,,,,,,,,,,,,,,,,,2787.0,,,,,,,
2017-09-25,,,,,,,,,,,,,,,,,,,2787.0,,,,,,,
2017-09-26,,,,,,,,,,,,,,,,,,,2757.0,,,,,,,
2017-09-27,,,,,,,,,,,,,,,,,,,2797.0,,,,,,,
2017-09-28,,,,,,,,,,,,,,,,,,,2711.0,,,2749.0,,,,
2017-09-29,,,,,,,,,,,,,,,,,,,2728.0,,,,,,,
2017-10-09,,,,,,,,,,,,,,,,,,,2598.0,,,,,,,
2017-10-13,,,,,,,,,,,,,,,,,,,2649.0,,,,,,,
2017-10-18,,,,,,,,,,,,,,,,,,,2699.0,,,,,,,
2017-10-19,,,,,,,,,,,,,,,,,,,2700.0,,,,,,,
2017-10-23,,,,,,,,,,,,,,,,,,,2650.0,,,,,,,
2017-10-26,,,,,,,,,,,,,,,,,,,2698.0,,,,,,,
2017-10-27,,,,,,,,,,,,,,,,,,,2712.0,,,,,,,
2017-10-30,,,,,,,,,,,,,,,,,,,,,,2759.0,,,,
2017-11-01,,,,,,,,,,,,,,,,,,,2745.0,,,,,,,
2017-11-02,,,,,,,,,,,,,,,,,,,,,,2801.0,,,,
2017-11-08,,,,,,,,,,,,,,,,,,,,,,2905.0,,,,
2017-11-09,,,,,,,,,,,,,,,,,,,,,,2864.0,,,,
2017-11-10,,,,,,,,,,,,,,,,,,,,,,2749.0,,,,
2017-11-14,,,,,,,,,,,,,,,,,,,,,,2715.0,,,,
2017-11-22,,,,,,,,,,,,,,,,,,,2743.0,,,,,,,
2017-11-30,,,,,,,,,,,,,,,,,,,2767.0,,,,,,,
2017-12-13,,,,,,,,,,,,,,,,,,,2729.0,,,,,,,
2017-12-22,,,,,,,,,,,,,,,,,,,,,,,2733.0,,,
2017-12-26,,,,,,,,,,,,,,,,,,,2684.0,,,,,,,
2018-01-25,,,,,,,,,,,,,,,,,,,,,,2658.0,,,,
2018-02-26,,,,,,,,,,,,,,,,,,,,,,,,,2854.0,
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,2784.0,
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,2877.0,,
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,,2824.0,,
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,2680.0,,
2018-03-30,,,,,,,,,,,,,,,,,,,,,,,2566.0,,,
2018-04-02,,,,,,,,,,,,,,,,,,,,,,,,2762.0,,
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,2774.0,,
2018-04-11,,,,,,,,,,,,,,,,,,,,,,,,2710.0,,
2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,
