,IC1505.CFE,IC1506.CFE,IC1507.CFE,IC1508.CFE,IC1509.CFE,IC1510.CFE,IC1511.CFE,IC1512.CFE,IC1601.CFE,IC1602.CFE,IC1603.CFE,IC1604.CFE,IC1605.CFE,IC1606.CFE,IC1607.CFE,IC1608.CFE,IC1609.CFE,IC1610.CFE,IC1611.CFE,IC1612.CFE,IC1701.CFE,IC1702.CFE,IC1703.CFE,IC1704.CFE,IC1705.CFE,IC1706.CFE,IC1707.CFE,IC1708.CFE,IC1709.CFE,IC1710.CFE,IC1711.CFE,IC1712.CFE,IC1801.CFE,IC1802.CFE,IC1803.CFE,IC1804.CFE,IC1805.CFE,IC1806.CFE,IC1809.CFE,IC1812.CFE
2015-06-09,,10453.0,10360.0,,10222.2,,,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-10,,10600.0,10495.4,,10380.8,,,10152.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-11,,10920.2,10821.0,,10740.0,,,10502.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-12,,11221.8,11117.2,,11028.4,,,10799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-15,,11023.0,11022.0,,10888.0,,,10670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-16,,10656.2,10568.0,,10518.2,,,10302.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-17,,10504.4,10370.2,,10336.8,,,10135.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-18,,10662.4,10564.4,,10480.0,,,10262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-19,,10206.2,9950.0,,9888.0,,,9630.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-23,,,9375.2,9311.8,9306.4,,,9087.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-24,,,9710.8,9638.8,9567.0,,,9312.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-25,,,9335.0,9231.2,9133.2,,,8906.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-26,,,8629.0,8519.4,8448.6,,,8219.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-29,,,7768.4,7667.6,7603.8,,,7397.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,7557.0,7450.6,7361.8,,,7143.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-01,,,7509.4,7380.0,7282.4,,,7086.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-02,,,7323.8,7149.0,7083.0,,,6922.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-03,,,7072.4,6972.6,6941.2,,,6651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-06,,,6701.6,6578.8,6552.2,,,6380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-07,,,6516.2,6430.4,6334.2,,,6192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-08,,,5956.6,5870.6,5786.0,,,5605.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-09,,,5900.0,5450.2,5306.6,,,5205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-10,,,6888.0,6657.6,6500.6,,,6250.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-13,,,7307.4,6466.6,6400.6,,,6511.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-14,,,7532.0,7412.4,7241.2,,,7000.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-15,,,7002.0,6836.4,6665.8,,,6421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-16,,,6989.0,6418.8,6228.0,,,5968.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-17,,,7501.2,7224.8,7000.0,,,6688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-20,,,,7413.2,7160.2,,,6809.4,,,6714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-21,,,,7402.2,7140.2,,,6829.8,,,6719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-22,,,,7572.2,7321.4,,,6981.2,,,6850.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-23,,,,7702.2,7456.4,,,7135.0,,,7000.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-24,,,,7912.4,7686.0,,,7370.0,,,7226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-27,,,,7341.4,7131.2,,,6823.8,,,6713.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-28,,,,7034.0,6756.2,,,6442.0,,,6343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-29,,,,6955.2,6674.4,,,6401.8,,,6305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-30,,,,7146.0,6855.6,,,6594.8,,,6410.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-31,,,,7210.0,6930.0,,,6612.4,,,6506.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-03,,,,6990.0,6700.0,,,6373.0,,,6242.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-04,,,,7069.2,6737.0,,,6440.0,,,6343.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-05,,,,7460.0,7108.8,,,6765.8,,,6640.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-06,,,,7361.0,7014.6,,,6669.4,,,6547.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-07,,,,7583.8,7253.0,,,6949.8,,,6754.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-10,,,,7855.0,7648.0,,,7315.0,,,7160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-11,,,,8185.2,7968.0,,,7618.2,,,7500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-12,,,,8051.0,7810.0,,,7433.0,,,7285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-13,,,,8052.6,7791.6,,,7400.0,,,7243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-14,,,,8308.0,8000.0,,,7600.4,,,7443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-17,,,,8200.0,7750.0,,,7455.2,,,7300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-18,,,,7770.2,7450.2,,,7000.0,,,6799.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-19,,,,7603.2,7215.6,,,6838.4,,,6611.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-20,,,,7993.8,7500.2,,,7000.0,,,6791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-21,,,,7632.0,7060.0,,,6552.6,,,6300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-24,,,,,6523.6,6523.6,,6033.6,,,5839.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-25,,,,,5871.4,5871.4,,5434.2,,,5257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-26,,,,,5301.2,5284.4,,4890.8,,,4736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-27,,,,,5510.0,5305.0,,5069.4,,,4888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-28,,,,,5884.0,5649.8,,5417.4,,,5238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-31,,,,,5852.0,5526.0,,5321.0,,,5143.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-01,,,,,5363.2,5095.6,,4851.0,,,4690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-02,,,,,5101.8,4794.2,,4533.8,,,4412.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-07,,,,,5550.0,5140.6,,4723.0,,,4667.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-08,,,,,5752.6,5432.8,,5015.6,,,4837.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-09,,,,,6300.0,6121.2,,5700.0,,,5505.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-10,,,,,6234.2,6029.6,,5736.2,,,5660.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-11,,,,,6296.2,6040.2,,5756.0,,,5650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-14,,,,,5758.2,5542.4,,5262.4,,,5139.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-15,,,,,5590.2,5211.2,,4905.0,,,4800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-16,,,,,5620.0,5341.6,,5011.2,,,4856.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-17,,,,,5855.0,5650.0,,5216.2,,,5101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-18,,,,,5930.4,5658.0,,5273.0,,,5065.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-21,,,,,,5715.0,5527.0,5335.0,,,5180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-22,,,,,,6005.0,5810.4,5688.0,,,5501.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-23,,,,,,5903.0,5686.0,5574.8,,,5377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-24,,,,,,5978.0,5750.6,5622.0,,,5402.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-25,,,,,,5713.0,5482.6,5359.6,,,5181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-28,,,,,,5770.0,5577.8,5429.0,,,5193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-29,,,,,,5788.2,5557.2,5400.2,,,5160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,,,,5852.0,5635.2,5468.2,,,5229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-08,,,,,,6191.8,5900.0,5771.0,,,5491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-09,,,,,,6208.8,6022.2,5900.4,,,5618.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-12,,,,,,6458.2,6244.4,6085.8,,,5831.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-13,,,,,,6586.4,6403.8,6253.4,,,5975.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-14,,,,,,6625.6,6400.0,6210.4,,,5923.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-15,,,,,,6655.2,6400.0,6233.4,,,5937.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-16,,,,,,6902.4,6641.2,6466.0,,,6181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-19,,,,,,,6530.0,6311.0,,,6018.2,,,5904.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-20,,,,,,,6645.6,6405.6,,,6150.8,,,5990.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-21,,,,,,,6451.0,6233.0,,,5952.8,,,5811.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-22,,,,,,,6483.0,6273.8,,,6001.4,,,5841.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-23,,,,,,,6671.0,6456.6,,,6165.8,,,5992.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-26,,,,,,,6750.0,6520.4,,,6211.2,,,6058.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-27,,,,,,,6641.2,6411.8,,,6093.0,,,5864.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-28,,,,,,,6666.8,6442.6,,,6060.0,,,5829.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-29,,,,,,,6655.0,6420.0,,,6050.2,,,5841.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-30,,,,,,,6651.0,6400.0,,,5950.0,,,5800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-02,,,,,,,6582.6,6330.2,,,5951.0,,,5781.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-03,,,,,,,6614.8,6340.2,,,5962.2,,,5750.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-04,,,,,,,6678.8,6402.8,,,6018.0,,,5838.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-05,,,,,,,6983.2,6718.0,,,6300.2,,,6118.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-06,,,,,,,7068.0,6791.0,,,6377.8,,,6200.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-09,,,,,,,7205.2,6990.6,,,6608.2,,,6389.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-10,,,,,,,7320.2,7099.8,,,6775.0,,,6590.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-11,,,,,,,7378.0,7153.6,,,6803.6,,,6620.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-12,,,,,,,7391.0,7112.4,,,6800.0,,,6530.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-13,,,,,,,7330.0,7043.4,,,6657.4,,,6420.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-16,,,,,,,7345.0,7013.8,,,6634.2,,,6284.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-17,,,,,,,7500.8,7228.4,,,6756.0,,,6466.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-18,,,,,,,7466.0,7150.0,,,6680.0,,,6362.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-19,,,,,,,7502.2,7208.6,,,6706.8,,,6408.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-20,,,,,,,7680.0,7388.8,,,6872.2,,,6600.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-23,,,,,,,,7338.8,7110.2,,6841.8,,,6517.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-24,,,,,,,,7312.6,7081.4,,6800.0,,,6413.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-25,,,,,,,,7452.6,7201.8,,6895.8,,,6560.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-26,,,,,,,,7530.0,7300.0,,6950.0,,,6575.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-27,,,,,,,,6931.0,6735.8,,6339.4,,,6008.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-30,,,,,,,,6922.0,6687.0,,6322.4,,,6048.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-01,,,,,,,,7043.0,6830.0,,6450.2,,,6117.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-02,,,,,,,,6951.0,6711.2,,6355.2,,,5936.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-03,,,,,,,,7221.2,6987.2,,6632.8,,,6228.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-04,,,,,,,,7222.0,6969.8,,6588.2,,,6172.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-07,,,,,,,,7251.2,7001.0,,6613.0,,,6200.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-08,,,,,,,,7166.6,6900.2,,6508.6,,,6083.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-09,,,,,,,,7151.0,6882.0,,6492.0,,,6100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-10,,,,,,,,7151.8,6888.6,,6446.4,,,6072.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-11,,,,,,,,7121.0,6853.0,,6420.0,,,6023.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-14,,,,,,,,7165.0,6880.0,,6437.6,,,6070.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-15,,,,,,,,7395.0,7153.4,,6712.8,,,6299.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-16,,,,,,,,7462.2,7183.8,,6765.0,,,6349.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-17,,,,,,,,7513.8,7261.6,,6843.0,,,6431.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-18,,,,,,,,7631.6,7380.8,,6961.2,,,6503.6,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-21,,,,,,,,,7434.4,7200.2,6997.8,,,6580.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-22,,,,,,,,,7528.8,7359.0,7205.0,,,6766.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-23,,,,,,,,,7511.2,7325.6,7187.2,,,6797.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-24,,,,,,,,,7405.8,7231.4,7075.4,,,6700.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-25,,,,,,,,,7503.0,7300.4,7159.2,,,6790.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-28,,,,,,,,,7295.2,7081.2,6920.4,,,6550.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-29,,,,,,,,,7285.0,7095.0,6940.2,,,6558.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-30,,,,,,,,,7411.2,7222.0,7042.8,,,6648.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,,,,,,,,7338.0,7147.2,6980.0,,,6550.8,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-04,,,,,,,,,6881.2,6685.0,6524.6,,,6226.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-05,,,,,,,,,6650.0,6507.2,6324.2,,,5988.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-06,,,,,,,,,6701.0,6536.4,6356.2,,,6021.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-07,,,,,,,,,6360.0,6327.0,6039.2,,,5807.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-08,,,,,,,,,6150.0,6000.2,5826.4,,,5460.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-11,,,,,,,,,5929.8,5700.0,5506.0,,,5147.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-12,,,,,,,,,5961.0,5745.0,5538.2,,,5200.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-13,,,,,,,,,5849.4,5580.4,5371.6,,,5021.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-14,,,,,,,,,5723.0,5438.8,5250.0,,,4801.2,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-15,,,,,,,,,5923.4,5486.8,5255.0,,,4850.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-18,,,,,,,,,,5543.2,5300.0,,,4817.8,,,4565.0,,,,,,,,,,,,,,,,,,,,,,,
2016-01-19,,,,,,,,,,5700.0,5497.2,,,4983.0,,,4690.0,,,,,,,,,,,,,,,,,,,,,,,
2016-01-20,,,,,,,,,,5801.0,5591.2,,,5090.8,,,4706.2,,,,,,,,,,,,,,,,,,,,,,,
2016-01-21,,,,,,,,,,5655.0,5460.2,,,4968.8,,,4600.0,,,,,,,,,,,,,,,,,,,,,,,
2016-01-22,,,,,,,,,,5615.8,5418.8,,,4904.0,,,4492.2,,,,,,,,,,,,,,,,,,,,,,,
2016-01-25,,,,,,,,,,5750.6,5550.0,,,4985.0,,,4527.2,,,,,,,,,,,,,,,,,,,,,,,
2016-01-26,,,,,,,,,,5370.8,5181.2,,,4655.6,,,4295.0,,,,,,,,,,,,,,,,,,,,,,,
2016-01-27,,,,,,,,,,5112.2,4948.0,,,4506.6,,,4206.2,,,,,,,,,,,,,,,,,,,,,,,
2016-01-28,,,,,,,,,,5132.0,4950.0,,,4546.2,,,4257.0,,,,,,,,,,,,,,,,,,,,,,,
2016-01-29,,,,,,,,,,5160.2,4970.0,,,4572.0,,,4280.0,,,,,,,,,,,,,,,,,,,,,,,
2016-02-01,,,,,,,,,,5212.6,5058.2,,,4629.4,,,4356.4,,,,,,,,,,,,,,,,,,,,,,,
2016-02-02,,,,,,,,,,5330.8,5171.2,,,4764.8,,,4457.4,,,,,,,,,,,,,,,,,,,,,,,
2016-02-03,,,,,,,,,,5411.0,5224.2,,,4821.0,,,4513.4,,,,,,,,,,,,,,,,,,,,,,,
2016-02-04,,,,,,,,,,5600.0,5414.4,,,5001.2,,,4660.2,,,,,,,,,,,,,,,,,,,,,,,
2016-02-05,,,,,,,,,,5611.0,5453.8,,,5012.0,,,4670.0,,,,,,,,,,,,,,,,,,,,,,,
2016-02-15,,,,,,,,,,5461.0,5290.8,,,4861.2,,,4548.0,,,,,,,,,,,,,,,,,,,,,,,
2016-02-16,,,,,,,,,,5681.0,5506.8,,,5072.0,,,4646.6,,,,,,,,,,,,,,,,,,,,,,,
2016-02-17,,,,,,,,,,5836.0,5671.0,,,5201.4,,,4871.0,,,,,,,,,,,,,,,,,,,,,,,
2016-02-18,,,,,,,,,,5931.6,5742.6,,,5252.6,,,4869.0,,,,,,,,,,,,,,,,,,,,,,,
2016-02-19,,,,,,,,,,5931.6,5722.4,,,5244.0,,,4880.0,,,,,,,,,,,,,,,,,,,,,,,
2016-02-22,,,,,,,,,,,5803.6,5632.6,,5328.6,,,4941.2,,,,,,,,,,,,,,,,,,,,,,,
2016-02-23,,,,,,,,,,,5760.0,5582.2,,5260.4,,,4882.2,,,,,,,,,,,,,,,,,,,,,,,
2016-02-24,,,,,,,,,,,5720.0,5545.0,,5211.0,,,4818.2,,,,,,,,,,,,,,,,,,,,,,,
