,RU1501.SHF,RU1503.SHF,RU1504.SHF,RU1505.SHF,RU1506.SHF,RU1507.SHF,RU1508.SHF,RU1509.SHF,RU1510.SHF,RU1511.SHF,RU1601.SHF,RU1603.SHF,RU1604.SHF,RU1605.SHF,RU1606.SHF,RU1607.SHF,RU1608.SHF,RU1609.SHF,RU1610.SHF,RU1611.SHF,RU1701.SHF,RU1703.SHF,RU1704.SHF,RU1705.SHF,RU1706.SHF,RU1707.SHF,RU1708.SHF,RU1709.SHF,RU1710.SHF,RU1711.SHF,RU1801.SHF,RU1803.SHF,RU1804.SHF,RU1805.SHF,RU1806.SHF,RU1807.SHF,RU1808.SHF,RU1809.SHF,RU1810.SHF,RU1811.SHF,RU1901.SHF,RU1903.SHF,RU1904.SHF
2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,13230.0,13405.0,13535.0,16525.0,16800.0,,16910.0,16850.0,16610.0,16645.0,,,,,,
2017-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,13240.0,13435.0,13590.0,16590.0,16935.0,17040.0,16950.0,16930.0,16590.0,,,,,,,
2017-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,13760.0,13930.0,14080.0,17150.0,17360.0,17620.0,17480.0,17515.0,17225.0,17125.0,,,,,,
2017-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,13850.0,13760.0,14090.0,17200.0,17440.0,,17505.0,17595.0,17260.0,17445.0,,,,,,
2017-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,14060.0,14155.0,14325.0,17360.0,17590.0,17780.0,17680.0,17750.0,17375.0,17495.0,,,,,,
2017-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,13360.0,13515.0,13610.0,16500.0,16715.0,17440.0,16855.0,16895.0,16690.0,17195.0,,,,,,
2017-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,13335.0,13630.0,13620.0,16320.0,16555.0,,16630.0,16635.0,16365.0,16340.0,,,,,,
2017-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,13400.0,13550.0,13720.0,16580.0,16880.0,16950.0,16920.0,16785.0,16570.0,16630.0,,,,,,
2017-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,13455.0,13615.0,13760.0,16630.0,,17120.0,16990.0,17000.0,16625.0,16720.0,,,,,,
2017-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,13355.0,13440.0,13540.0,16360.0,16590.0,16980.0,16705.0,16675.0,16395.0,16520.0,,,,,,
2017-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,12810.0,13110.0,13100.0,15680.0,16220.0,16350.0,16020.0,16085.0,15675.0,16350.0,,,,,,
2017-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12575.0,12680.0,15055.0,15275.0,15445.0,15390.0,15390.0,15250.0,15455.0,15330.0,,,,,
2017-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500.0,12590.0,14905.0,15120.0,15345.0,15300.0,15465.0,15400.0,15540.0,15500.0,,,,,
2017-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12395.0,12440.0,14775.0,15055.0,15200.0,15165.0,,15065.0,15225.0,15360.0,,,,,
2017-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11960.0,12090.0,14440.0,14715.0,15100.0,14840.0,15035.0,14785.0,14860.0,15025.0,,,,,
2017-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11900.0,12005.0,14330.0,14365.0,,14730.0,14785.0,14715.0,14820.0,14910.0,,,,,
2017-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12080.0,12110.0,14445.0,14745.0,14965.0,14840.0,,14785.0,15035.0,15005.0,,,,,
2017-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12140.0,12200.0,14490.0,14750.0,14925.0,14870.0,14975.0,14855.0,14980.0,15045.0,,,,,
2017-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12195.0,12265.0,14510.0,14725.0,,14880.0,,14830.0,14895.0,15060.0,,,,,
2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11380.0,11490.0,13605.0,13755.0,13920.0,13945.0,13925.0,13890.0,13885.0,14100.0,,,,,
2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10805.0,10810.0,12905.0,13200.0,13635.0,13355.0,13345.0,13380.0,13500.0,13615.0,,,,,
2017-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11120.0,11030.0,13165.0,13445.0,,13610.0,13650.0,13775.0,,13930.0,,,,,
2017-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11165.0,11220.0,13215.0,13550.0,,13680.0,13705.0,13800.0,13885.0,14000.0,,,,,
2017-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11100.0,11110.0,12920.0,13200.0,13700.0,13365.0,13360.0,13675.0,13800.0,13700.0,,,,,
2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11150.0,11130.0,13040.0,13405.0,13540.0,13480.0,13595.0,13670.0,13775.0,13795.0,,,,,
2017-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11200.0,11285.0,13360.0,13670.0,,13795.0,13365.0,13950.0,14035.0,14130.0,,,,,
2017-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11250.0,11415.0,13405.0,13680.0,13800.0,13865.0,14020.0,14000.0,14225.0,14190.0,,,,,
2017-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11240.0,13175.0,13500.0,13715.0,13670.0,13700.0,13865.0,13940.0,14030.0,14140.0,,,,
2017-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11380.0,13470.0,13705.0,,13920.0,13965.0,14065.0,14250.0,14235.0,14395.0,,,,
2017-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11305.0,13320.0,13610.0,,13810.0,13850.0,14005.0,14080.0,14145.0,14325.0,,,,
2017-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11255.0,13210.0,13500.0,13640.0,13700.0,13815.0,13905.0,13935.0,14055.0,,,,,
2017-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11270.0,13315.0,13700.0,13660.0,13800.0,13935.0,14000.0,14140.0,14140.0,,,,,
2017-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11300.0,13360.0,,,13850.0,13870.0,13975.0,,14230.0,14195.0,,,,
2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11260.0,13215.0,13635.0,,13705.0,13800.0,13910.0,14105.0,14110.0,,,,,
2017-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11340.0,13330.0,13590.0,13850.0,13815.0,13980.0,13980.0,14080.0,14185.0,14305.0,,,,
2017-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11210.0,13120.0,13490.0,13505.0,13610.0,13760.0,13675.0,,13885.0,14130.0,,,,
2017-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11210.0,13235.0,13490.0,13545.0,13705.0,13735.0,13825.0,13950.0,14055.0,14120.0,,,,
2017-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11120.0,13150.0,13475.0,13555.0,13630.0,13715.0,13860.0,13905.0,14000.0,14110.0,,,,
2017-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11160.0,13280.0,13470.0,14065.0,13760.0,13500.0,14140.0,14030.0,14070.0,14495.0,,,,
2017-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11285.0,13520.0,13800.0,,13950.0,14050.0,14090.0,14425.0,14315.0,,,,,
2017-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11465.0,13590.0,13845.0,14105.0,14065.0,14080.0,,,14380.0,14580.0,,,,
2017-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11500.0,13650.0,13900.0,13995.0,14115.0,14090.0,14215.0,14560.0,14415.0,14690.0,,,,
2017-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11840.0,13855.0,14065.0,14280.0,14320.0,14310.0,14400.0,14520.0,14660.0,14875.0,,,,
2017-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11800.0,13765.0,14020.0,14245.0,14245.0,14275.0,14390.0,14510.0,14575.0,14745.0,,,,
2017-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11800.0,13725.0,13995.0,14150.0,14205.0,14275.0,14335.0,14500.0,14520.0,14630.0,,,,
2017-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11600.0,13750.0,14015.0,14175.0,14220.0,14310.0,14385.0,14375.0,14510.0,14640.0,,,,
2017-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11565.0,13755.0,13980.0,14115.0,14235.0,14300.0,14430.0,14480.0,14585.0,,,,,
2017-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11700.0,14060.0,14280.0,14425.0,14520.0,14530.0,14610.0,14720.0,14845.0,,,,,
2017-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11200.0,13215.0,13425.0,13630.0,13670.0,13635.0,13705.0,13940.0,14010.0,14115.0,,,,
2017-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13190.0,13490.0,13570.0,13630.0,13670.0,13800.0,,13985.0,14095.0,14230.0,,,
2017-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13250.0,13455.0,,13700.0,13740.0,13800.0,,14055.0,14155.0,14235.0,,,
2017-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13180.0,13450.0,13700.0,13650.0,13760.0,13850.0,14010.0,14020.0,,14235.0,,,
2017-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12820.0,13175.0,13700.0,13285.0,13350.0,13680.0,13615.0,13665.0,,14060.0,,,
2017-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13270.0,13545.0,,13730.0,13800.0,13850.0,13980.0,14095.0,14220.0,14240.0,,,
2017-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13365.0,13625.0,13960.0,13835.0,13850.0,13955.0,14250.0,14180.0,,14310.0,,,
2017-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13655.0,13995.0,14010.0,14135.0,14135.0,14310.0,14445.0,14435.0,14445.0,14645.0,,,
2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13320.0,13560.0,13725.0,13780.0,13860.0,13910.0,14000.0,14110.0,14200.0,14280.0,,,
2017-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13305.0,13585.0,13680.0,13720.0,13885.0,13990.0,14000.0,14085.0,,14265.0,,,
2017-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13485.0,13800.0,13860.0,13915.0,14245.0,14170.0,14200.0,14275.0,14425.0,14475.0,,,
2017-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13460.0,13775.0,14035.0,13850.0,14040.0,14065.0,14190.0,14205.0,,14390.0,,,
2017-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13565.0,13885.0,13950.0,13955.0,14105.0,14195.0,14210.0,14280.0,14915.0,14750.0,,,
2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14075.0,14400.0,14590.0,14565.0,14945.0,14740.0,14800.0,14905.0,,15040.0,,,
2017-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14085.0,14420.0,14655.0,14575.0,14725.0,14835.0,14920.0,14890.0,,15110.0,,,
2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13575.0,13905.0,14265.0,14025.0,14165.0,14430.0,14530.0,14375.0,14750.0,14575.0,,,
2017-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13360.0,14035.0,14300.0,13800.0,13905.0,14445.0,14365.0,14165.0,14650.0,14390.0,,,
2017-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13410.0,13695.0,13935.0,13855.0,13990.0,14195.0,14260.0,14230.0,,13695.0,,,
2017-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13430.0,13785.0,,13880.0,13955.0,14215.0,14250.0,14235.0,,14550.0,,,
2017-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13505.0,13960.0,14130.0,13975.0,14145.0,14315.0,14385.0,14335.0,,14550.0,,,
2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13480.0,13850.0,,13935.0,14140.0,14300.0,14345.0,14325.0,,14500.0,,,
2017-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13525.0,14055.0,14340.0,13990.0,14320.0,14355.0,14490.0,14370.0,,14655.0,,,
2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13770.0,14075.0,14315.0,14250.0,14415.0,14460.0,14610.0,14635.0,14855.0,14830.0,,,
2017-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13910.0,14280.0,14330.0,14385.0,14515.0,14635.0,14685.0,14720.0,14925.0,14880.0,,,
2017-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13780.0,,14345.0,14250.0,14480.0,14540.0,,14570.0,,14845.0,,,
2017-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13880.0,14360.0,,14350.0,14480.0,14580.0,14650.0,14690.0,,14855.0,,,
2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13825.0,14200.0,14305.0,14300.0,14445.0,14580.0,14620.0,14640.0,,14800.0,,,
2017-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13430.0,13805.0,13935.0,13890.0,14040.0,14280.0,14225.0,14245.0,14480.0,14485.0,,,
2017-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13510.0,,13985.0,13980.0,14240.0,14260.0,14290.0,14335.0,,14650.0,,,
2017-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13250.0,13665.0,13915.0,13700.0,13850.0,13950.0,14050.0,14060.0,,,,,
2017-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13675.0,14090.0,,14135.0,14280.0,14380.0,14490.0,14480.0,,14780.0,,,
2017-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13495.0,13865.0,14065.0,13950.0,14080.0,,,14300.0,,14530.0,,,
2017-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13570.0,13975.0,14105.0,14035.0,14220.0,14300.0,14325.0,14385.0,,14630.0,,,
2018-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13620.0,14210.0,14305.0,14080.0,14320.0,14590.0,14480.0,14420.0,,14775.0,,,
2018-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13790.0,14105.0,,14240.0,,14530.0,14625.0,14585.0,,14780.0,,,
2018-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13545.0,13900.0,13970.0,13990.0,14135.0,14230.0,14465.0,14350.0,,14565.0,,,
2018-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13500.0,13835.0,13920.0,13920.0,14085.0,,,14275.0,,14500.0,,,
2018-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13520.0,13855.0,13910.0,13960.0,14070.0,14220.0,,14305.0,14330.0,14585.0,,,
2018-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13570.0,13890.0,13995.0,14010.0,14175.0,14390.0,14310.0,14350.0,14510.0,14585.0,,,
2018-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13520.0,13860.0,,13985.0,14150.0,14285.0,14370.0,14320.0,,14555.0,,,
2018-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13580.0,13860.0,14060.0,14050.0,14175.0,,14390.0,14380.0,,14615.0,,,
2018-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13730.0,14040.0,14160.0,14185.0,14250.0,14460.0,14460.0,14505.0,,14705.0,,,
2018-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13780.0,14195.0,14195.0,14130.0,14295.0,14625.0,14555.0,14450.0,,14700.0,,,
2018-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14055.0,14220.0,14155.0,14295.0,,14650.0,14470.0,,14640.0,16200.0,,
2018-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13975.0,14185.0,14070.0,14260.0,14390.0,14425.0,14395.0,,14595.0,16240.0,,
2018-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14090.0,,14115.0,14265.0,14430.0,14480.0,14420.0,,14630.0,16230.0,,
2018-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13975.0,13950.0,13975.0,14065.0,14215.0,14240.0,14255.0,14340.0,14445.0,16090.0,,
2018-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13985.0,14000.0,14145.0,,,14245.0,14450.0,14460.0,16125.0,,
2018-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13580.0,13780.0,13760.0,13890.0,13960.0,13985.0,13975.0,,14180.0,15855.0,,
2018-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13560.0,,13645.0,13775.0,13900.0,13915.0,13880.0,,14135.0,15845.0,,
2018-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13565.0,13710.0,13700.0,13860.0,14020.0,14005.0,13920.0,,14135.0,15830.0,,
2018-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13605.0,,13730.0,13880.0,,14035.0,13990.0,,14180.0,15905.0,,
2018-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13565.0,13725.0,13620.0,13780.0,14030.0,13985.0,13900.0,,14180.0,15850.0,,
2018-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13540.0,13665.0,13330.0,13465.0,13555.0,13615.0,13670.0,,13860.0,15530.0,,
2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12825.0,13125.0,12880.0,13045.0,13300.0,13225.0,13265.0,,13500.0,15180.0,,
2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12830.0,13030.0,12890.0,13055.0,,,13280.0,,13470.0,15220.0,,
2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12725.0,13010.0,12965.0,13070.0,13205.0,13290.0,13320.0,,13525.0,15285.0,,
2018-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12595.0,12895.0,12790.0,13060.0,,13270.0,13130.0,,13320.0,15165.0,,
2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12400.0,12600.0,12500.0,12800.0,12875.0,12915.0,12890.0,,13095.0,15005.0,,
2018-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12400.0,12780.0,12580.0,12785.0,12830.0,12900.0,12970.0,,13200.0,15070.0,,
2018-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12190.0,12560.0,12280.0,12380.0,12500.0,12590.0,12680.0,12800.0,12910.0,14850.0,,
2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12225.0,12515.0,12635.0,12605.0,12615.0,12740.0,12880.0,14800.0,,
2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12275.0,,12400.0,12550.0,12650.0,12720.0,12785.0,,13015.0,14960.0,,
2018-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12185.0,,12380.0,12550.0,12660.0,,12780.0,,12980.0,14960.0,,
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12205.0,12370.0,12320.0,12475.0,12645.0,12795.0,12710.0,,13015.0,14865.0,,
2018-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12245.0,12415.0,12370.0,12605.0,12685.0,12750.0,12775.0,,,14950.0,,
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12245.0,12470.0,12505.0,12645.0,13075.0,12840.0,12885.0,13180.0,13175.0,15075.0,,
2018-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12360.0,12725.0,12810.0,12990.0,13100.0,,13205.0,,13420.0,15310.0,,
2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12425.0,12755.0,12765.0,12960.0,13000.0,,13160.0,,13385.0,15325.0,,
2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12550.0,12945.0,12710.0,12955.0,13245.0,13285.0,13110.0,,13445.0,15300.0,,
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12925.0,13075.0,,13225.0,13295.0,13430.0,13480.0,15425.0,,
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12625.0,12845.0,12770.0,13035.0,,,13155.0,13370.0,13500.0,15240.0,,
2018-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12970.0,12905.0,13165.0,,13255.0,13270.0,13575.0,13570.0,15415.0,,
2018-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12420.0,,12850.0,13010.0,,13255.0,13220.0,13400.0,13470.0,15280.0,,
2018-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12755.0,12810.0,12950.0,,13135.0,13200.0,,13390.0,15220.0,,
2018-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12645.0,12770.0,12740.0,12920.0,13000.0,13135.0,13110.0,13285.0,13395.0,15140.0,,
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11930.0,12575.0,12555.0,12760.0,12835.0,12905.0,12920.0,13200.0,13160.0,14915.0,,
2018-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12300.0,,12570.0,12705.0,12885.0,12925.0,12950.0,13140.0,13225.0,14990.0,,
2018-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12525.0,12610.0,12750.0,12870.0,12930.0,12980.0,13100.0,13150.0,14855.0,,
2018-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12700.0,12675.0,12865.0,12905.0,13135.0,13040.0,13225.0,13255.0,14910.0,,
2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12665.0,12685.0,12855.0,13000.0,13055.0,13025.0,13170.0,13215.0,14775.0,,
2018-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12575.0,12515.0,12635.0,12825.0,12770.0,12855.0,13005.0,13045.0,14555.0,14455.0,
2018-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12355.0,12425.0,12570.0,,12705.0,12760.0,,12915.0,14585.0,14800.0,
2018-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12160.0,12075.0,12275.0,12360.0,12415.0,12465.0,12830.0,12665.0,14480.0,14670.0,
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12110.0,12240.0,12400.0,12530.0,12470.0,12655.0,12620.0,14500.0,,
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12075.0,12055.0,12240.0,,12405.0,12415.0,12505.0,12565.0,14270.0,14390.0,
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11305.0,11415.0,11495.0,11555.0,11625.0,11730.0,11755.0,13415.0,13460.0,
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11270.0,10830.0,10950.0,11025.0,11195.0,11220.0,11455.0,11410.0,13225.0,13380.0,
2018-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11205.0,10995.0,11120.0,10935.0,11455.0,11385.0,11660.0,11600.0,13395.0,13580.0,
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11145.0,10890.0,11040.0,11145.0,11410.0,11300.0,11495.0,11490.0,13400.0,13530.0,
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11120.0,11000.0,11175.0,11240.0,11410.0,11365.0,11610.0,11555.0,13455.0,13675.0,
2018-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11025.0,10985.0,11190.0,11305.0,11410.0,11360.0,11490.0,11555.0,13455.0,13850.0,
2018-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11120.0,11285.0,11395.0,11450.0,11445.0,11610.0,11640.0,13565.0,13735.0,
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10965.0,11120.0,11235.0,11485.0,11260.0,11395.0,11460.0,13465.0,13595.0,
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10905.0,11030.0,11205.0,11220.0,11285.0,11490.0,11500.0,13380.0,13510.0,
2018-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10960.0,11065.0,11220.0,11270.0,11340.0,11510.0,11555.0,13435.0,13565.0,
2018-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11045.0,11170.0,11310.0,11390.0,11425.0,11640.0,11615.0,13490.0,13675.0,
2018-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10250.0,11030.0,11155.0,11335.0,,11405.0,11580.0,11560.0,13465.0,13605.0,
2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10940.0,11120.0,11235.0,11300.0,11320.0,11475.0,11480.0,13410.0,13655.0,
2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10500.0,11005.0,11190.0,,11400.0,11390.0,11580.0,11540.0,13500.0,,
2018-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9765.0,10615.0,10765.0,,11190.0,11015.0,11205.0,11180.0,13105.0,13260.0,
2018-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10635.0,10775.0,10910.0,10975.0,11040.0,11190.0,11200.0,13110.0,13270.0,
2018-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10690.0,10860.0,10945.0,11060.0,11085.0,11280.0,11245.0,13155.0,13325.0,13470.0
2018-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10840.0,10965.0,11095.0,11240.0,11235.0,11425.0,11380.0,13260.0,13500.0,13595.0
2018-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11085.0,11245.0,11290.0,11570.0,11480.0,11700.0,11610.0,13450.0,13735.0,13600.0
2018-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11090.0,11325.0,,11285.0,11490.0,11640.0,11645.0,13450.0,13650.0,13645.0
2018-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11045.0,11200.0,11295.0,11400.0,11400.0,11680.0,11565.0,13270.0,13510.0,13550.0
2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11120.0,11275.0,11415.0,11470.0,11505.0,11675.0,11660.0,13405.0,,
2018-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11010.0,11125.0,11270.0,11395.0,11370.0,11510.0,11515.0,13370.0,,13600.0
