,IH1505.CFE,IH1506.CFE,IH1507.CFE,IH1508.CFE,IH1509.CFE,IH1510.CFE,IH1511.CFE,IH1512.CFE,IH1601.CFE,IH1602.CFE,IH1603.CFE,IH1604.CFE,IH1605.CFE,IH1606.CFE,IH1607.CFE,IH1608.CFE,IH1609.CFE,IH1610.CFE,IH1611.CFE,IH1612.CFE,IH1701.CFE,IH1702.CFE,IH1703.CFE,IH1704.CFE,IH1705.CFE,IH1706.CFE,IH1707.CFE,IH1708.CFE,IH1709.CFE,IH1710.CFE,IH1711.CFE,IH1712.CFE,IH1801.CFE,IH1802.CFE,IH1803.CFE,IH1804.CFE,IH1805.CFE,IH1806.CFE,IH1809.CFE,IH1812.CFE
2017-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2665.8,2674.6,2681.0,,,2697.2,,,,,
2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2658.4,2666.4,2671.4,,,2686.0,,,,,
2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2673.2,2680.8,2687.4,,,2701.6,,,,,
2017-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2695.2,2705.6,2713.0,,,2734.4,,,,,
2017-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2684.0,2694.2,2701.4,,,2724.8,,,,,
2017-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,2708.0,2719.0,,,2745.2,,,,,
2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2704.0,2714.2,2721.8,,,2746.2,,,,,
2017-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2714.4,2722.2,2729.6,,,2755.2,,,,,
2017-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2721.8,2730.8,2737.0,,,2759.2,,,,,
2017-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2723.0,2731.0,2734.8,,,2753.6,,,,,
2017-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2727.2,2735.2,2739.0,,,2759.6,,,,,
2017-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2745.2,2751.6,2755.6,,,2769.8,,,,,
2017-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2736.6,2738.0,2742.8,,,2762.6,,,,,
2017-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2732.6,2737.6,,,2758.2,,,2764.2,,
2017-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2737.4,2744.2,,,2762.4,,,2770.8,,
2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2747.6,2755.2,,,2771.0,,,2780.2,,
2017-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2751.4,2759.0,,,2773.2,,,2788.0,,
2017-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2778.6,2785.4,,,2809.8,,,2823.0,,
2017-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2787.4,2790.0,,,2808.8,,,2828.2,,
2017-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2787.6,2794.2,,,2814.4,,,2825.8,,
2017-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2785.6,2792.4,,,2811.2,,,2826.8,,
2017-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2780.2,2786.0,,,2806.0,,,2816.2,,
2017-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2775.8,2780.0,,,2800.0,,,2808.4,,
2017-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2779.8,2785.4,,,2799.2,,,2807.2,,
2017-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2796.8,2802.2,,,2817.0,,,2821.8,,
2017-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818.0,2825.2,,,2838.8,,,2839.2,,
2017-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2816.2,2823.8,,,2837.6,,,2837.0,,
2017-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2829.2,2836.2,,,2853.8,,,2852.0,,
2017-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2870.4,2876.4,,,2893.0,,,2895.6,,
2017-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2860.4,2866.8,,,2886.0,,,2888.8,,
2017-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2846.6,2852.8,,,2874.8,,,2886.4,,
2017-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2842.0,2855.2,,,2874.4,,,2886.4,,
2017-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2872.8,2883.2,,,2904.0,,,2908.6,,
2017-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2902.8,2918.0,,2922.4,,,2939.4,,
2017-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2937.0,2943.8,,2958.2,,,2973.6,,
2017-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,3008.8,,3028.8,,,3039.6,,
2017-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2915.0,2927.4,,2903.2,,,2964.0,,
2017-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2917.2,2927.8,,2945.2,,,2976.0,,
2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2891.0,2902.0,,2921.2,,,2942.6,,
2017-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2882.6,2892.4,,2911.4,,,2922.2,,
2017-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2862.2,2869.8,,2884.2,,,2905.4,,
2017-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2854.0,2863.8,,2875.2,,,2890.0,,
2017-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2833.8,2842.0,,2855.0,,,2860.4,,
2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2823.4,2832.0,,2844.4,,,2851.2,,
2017-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2846.2,2852.6,,2871.0,,,2880.4,,
2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2841.6,2852.6,,2856.6,,,2872.2,,
2017-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2826.8,2829.4,,2840.4,,,2853.4,,
2017-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2834.4,2839.0,,2850.2,,,2870.2,,
2017-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2861.0,2868.0,,2880.6,,,2891.8,,
2017-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2848.6,2855.0,,2868.4,,,2880.4,,
2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2838.4,2846.6,,2858.4,,,2871.0,,
2017-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2843.2,2850.0,,2865.2,,,2877.4,,
2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2823.4,2819.2,,2833.2,,,2849.4,,
2017-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2826.6,2835.6,2842.8,,,2856.2,,
2017-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2839.2,2850.6,2852.0,,,2871.6,,
2017-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2871.6,2880.0,2887.8,,,2900.4,,
2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2869.2,2882.0,2885.0,,,2900.6,,
2017-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2887.2,2897.8,2907.2,,,2920.8,,
2017-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2879.6,2889.0,2903.0,,,2920.2,,
2017-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2882.6,2892.6,2905.2,,,2920.2,,
2017-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2839.0,2847.0,2863.4,,,2880.6,,
2017-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2841.6,2852.2,2866.2,,,2883.6,,
2017-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2858.8,2868.8,2884.0,,,2901.0,,
2018-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2873.2,2892.8,2904.4,,,2918.0,,
2018-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2914.4,2920.8,2936.4,,,2943.8,,
2018-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2918.0,2925.0,2939.2,,,2952.0,,
2018-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2924.2,2933.4,2945.0,,,2957.8,,
2018-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2935.0,2945.0,2957.2,,,2968.2,,
2018-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2949.2,2959.0,2969.4,,,2983.0,,
2018-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2968.2,2978.2,2988.4,,,2999.6,,
2018-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2987.2,2997.0,3006.8,,,3018.8,,
2018-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2998.8,3006.8,3019.0,,,3030.0,,
2018-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3025.2,3030.0,3045.6,,,3051.8,,
2018-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3040.2,3050.0,3063.0,,,3075.0,,
2018-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3065.0,3075.6,3090.0,,,3089.6,,
2018-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3089.6,3098.8,3110.2,,,3123.8,,
2018-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3117.6,3117.0,3129.0,,,3140.2,,
2018-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3123.0,3135.0,,,3145.0,3150.4,
2018-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3156.8,3168.2,,,3180.0,3186.0,
2018-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3163.0,3175.6,,,3186.0,3193.0,
2018-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3140.0,3153.8,,,3165.8,3170.8,
2018-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3160.8,3169.2,,,3188.6,3195.0,
2018-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3117.8,3127.6,,,3148.4,3146.2,
2018-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3086.6,3097.4,,,3115.6,3121.4,
2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3075.4,3083.0,,,3100.8,3120.0,
2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3107.8,3120.0,,,3132.8,3138.0,
2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3089.8,3102.0,,,3113.8,3120.0,
2018-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3117.2,3122.2,,,3147.0,3148.2,
2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3096.2,3105.2,,,3119.6,3124.4,
2018-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3012.4,3022.0,,,3020.4,3031.0,
2018-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2910.6,2913.0,,,2933.2,2940.0,
2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2674.0,2682.2,,,2672.8,2700.0,
2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2768.6,2766.6,,,2760.8,2770.0,
2018-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2823.2,2818.4,,,2810.6,2810.0,
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2842.6,2838.0,,,2836.8,2828.8,
2018-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2895.6,2891.6,,,2885.4,2888.0,
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2920.6,2918.8,,2919.2,2915.4,
2018-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2930.8,2934.2,,2934.4,2938.8,
2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2914.0,2917.2,,2919.6,2915.8,
2018-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2860.4,2862.0,,2865.0,2860.2,
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2849.0,2850.8,,2852.6,2840.8,
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2850.6,2852.8,,2854.4,2848.0,
2018-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2838.8,2841.0,,2836.8,2830.4,
2018-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2833.8,2835.6,,2833.6,2827.4,
2018-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2858.8,2861.0,,2860.6,2858.2,
2018-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2866.0,2868.2,,2864.4,2860.4,
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2888.4,2890.0,,2888.8,2882.0,
2018-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2901.0,2902.0,,2900.6,2893.0,
2018-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2870.4,2870.6,,2867.0,2850.8,
2018-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2857.2,2857.0,,2852.6,2830.8,
2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2856.4,2857.6,,2844.8,2842.0,
2018-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2888.8,2861.8,,2860.6,2837.4,
2018-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2855.2,2860.0,2854.4,2829.0,
2018-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2874.8,2879.0,2868.6,2843.8,
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2874.2,2873.6,2867.6,2843.2,
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2845.2,2850.4,2839.4,2816.2,
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2723.4,2720.0,2707.6,2681.0,
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2696.2,2698.0,2686.8,2660.0,
2018-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2716.0,2716.0,2702.4,2678.0,
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2668.4,2669.2,2656.6,2632.2,
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2645.0,2645.2,2636.2,2607.6,
2018-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2707.0,2705.0,2700.6,2671.0,
2018-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2692.4,2693.2,2683.8,2657.6,
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2674.2,2666.0,2663.8,2641.2,
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2692.2,2688.6,2680.6,2660.6,
2018-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2687.8,2690.0,2678.2,2658.0,
2018-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2710.2,2710.0,2698.4,2679.8,
2018-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2767.2,2766.2,2755.0,2732.6,
2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2745.0,2744.0,2733.2,2708.4,
2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2715.2,2714.0,2701.0,2680.2,
2018-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2653.6,2652.6,2641.6,2620.0,
2018-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2625.0,2624.2,2608.6,2586.0,
2018-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2626.8,2623.2,2610.0,2563.4,
2018-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2654.0,2652.0,2635.4,2615.0,
2018-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2636.4,2625.0,2613.8,2592.4,
2018-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2632.6,2620.6,2599.0,2590.0
2018-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2674.0,2665.0,2643.6,2643.8
2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.6,2690.6,2668.2,2662.0
2018-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2653.2,2644.6,2624.2,2620.0
