,Y1501.DCE,Y1503.DCE,Y1505.DCE,Y1507.DCE,Y1508.DCE,Y1509.DCE,Y1511.DCE,Y1512.DCE,Y1601.DCE,Y1603.DCE,Y1605.DCE,Y1607.DCE,Y1608.DCE,Y1609.DCE,Y1611.DCE,Y1612.DCE,Y1701.DCE,Y1703.DCE,Y1705.DCE,Y1707.DCE,Y1708.DCE,Y1709.DCE,Y1711.DCE,Y1712.DCE,Y1801.DCE,Y1803.DCE,Y1805.DCE,Y1807.DCE,Y1808.DCE,Y1809.DCE,Y1811.DCE,Y1812.DCE,Y1901.DCE,Y1903.DCE
2016-01-12,,,,,,,,,5678.0,,5522.0,,5526.0,5482.0,,,,,,,,,,,,,,,,,,,,
2016-01-13,,,,,,,,,,,5530.0,,5534.0,5480.0,,,,,,,,,,,,,,,,,,,,
2016-01-14,,,,,,,,,5666.0,,5512.0,,,5492.0,,,,,,,,,,,,,,,,,,,,
2016-01-15,,,,,,,,,5748.0,5446.0,5504.0,,,5496.0,,,,,,,,,,,,,,,,,,,,
2016-01-18,,,,,,,,,,,5500.0,,,5490.0,,,5542.0,,,,,,,,,,,,,,,,,
2016-01-19,,,,,,,,,,,5564.0,,,5568.0,,,5624.0,,,,,,,,,,,,,,,,,
2016-01-20,,,,,,,,,,5556.0,5550.0,5544.0,5620.0,5554.0,5612.0,,5506.0,,,,,,,,,,,,,,,,,
2016-01-21,,,,,,,,,,,5518.0,,,5512.0,5624.0,,5596.0,,,,,,,,,,,,,,,,,
2016-01-22,,,,,,,,,,,5526.0,,,5522.0,,,5608.0,,,,,,,,,,,,,,,,,
2016-01-25,,,,,,,,,,,5570.0,5516.0,,5560.0,,,5644.0,,,,,,,,,,,,,,,,,
2016-01-26,,,,,,,,,,,5568.0,,,5560.0,5582.0,,5646.0,,,,,,,,,,,,,,,,,
2016-01-27,,,,,,,,,,,5586.0,5630.0,,5566.0,,,5638.0,,,,,,,,,,,,,,,,,
2016-01-28,,,,,,,,,,,5620.0,,,5590.0,,,5666.0,,,,,,,,,,,,,,,,,
2016-01-29,,,,,,,,,,,5576.0,,5632.0,5556.0,5626.0,,5642.0,,,,,,,,,,,,,,,,,
2016-02-01,,,,,,,,,,,5572.0,,,5552.0,,,5638.0,,,,,,,,,,,,,,,,,
2016-02-02,,,,,,,,,,5376.0,5592.0,,,5566.0,,,5654.0,,,,,,,,,,,,,,,,,
2016-02-03,,,,,,,,,,,5608.0,,,5582.0,,,5660.0,,,,,,,,,,,,,,,,,
2016-02-04,,,,,,,,,,5338.0,5626.0,,,5594.0,5654.0,5678.0,5682.0,,,,,,,,,,,,,,,,,
2016-02-05,,,,,,,,,,,5666.0,,,5618.0,,,5700.0,,,,,,,,,,,,,,,,,
2016-02-15,,,,,,,,,,,5756.0,,,5680.0,,5782.0,5744.0,,,,,,,,,,,,,,,,,
2016-02-16,,,,,,,,,,,5772.0,,,5718.0,,,5760.0,,,,,,,,,,,,,,,,,
2016-02-17,,,,,,,,,,,5748.0,,,5694.0,,,5730.0,,,,,,,,,,,,,,,,,
2016-02-18,,,,,,,,,,,5756.0,,,5718.0,5732.0,,5750.0,,,,,,,,,,,,,,,,,
2016-02-19,,,,,,,,,,5562.0,5736.0,,,5718.0,,,5754.0,,,,,,,,,,,,,,,,,
2016-02-22,,,,,,,,,,,5742.0,,,5718.0,,,5756.0,,,,,,,,,,,,,,,,,
2016-02-23,,,,,,,,,,5580.0,5712.0,,5748.0,5710.0,,,5776.0,,,,,,,,,,,,,,,,,
2016-02-24,,,,,,,,,,5578.0,5658.0,,,5664.0,,,5724.0,,,,,,,,,,,,,,,,,
2016-02-25,,,,,,,,,,5580.0,5648.0,,,5654.0,,5726.0,5726.0,,,,,,,,,,,,,,,,,
2016-02-26,,,,,,,,,,,5616.0,5622.0,,5640.0,,,5726.0,,,,,,,,,,,,,,,,,
2016-02-29,,,,,,,,,,,5620.0,,,5648.0,,,5730.0,,,,,,,,,,,,,,,,,
2016-03-01,,,,,,,,,,,5638.0,5662.0,5754.0,5670.0,,,5760.0,,,,,,,,,,,,,,,,,
2016-03-02,,,,,,,,,,,5594.0,5620.0,5744.0,5630.0,,5768.0,5746.0,,,,,,,,,,,,,,,,,
2016-03-03,,,,,,,,,,,5576.0,5622.0,5654.0,5610.0,,5712.0,5726.0,,,,,,,,,,,,,,,,,
2016-03-04,,,,,,,,,,,5632.0,5688.0,,5660.0,,,5784.0,,,,,,,,,,,,,,,,,
2016-03-07,,,,,,,,,,,5660.0,,5706.0,5700.0,5806.0,5854.0,5822.0,,,,,,,,,,,,,,,,,
2016-03-08,,,,,,,,,,,5680.0,5808.0,,5738.0,,,5852.0,,,,,,,,,,,,,,,,,
2016-03-09,,,,,,,,,,,5646.0,,5750.0,5714.0,,,5842.0,,,,,,,,,,,,,,,,,
2016-03-10,,,,,,,,,,,5690.0,,,5780.0,,,5900.0,,,,,,,,,,,,,,,,,
2016-03-11,,,,,,,,,,,5674.0,5812.0,5918.0,5770.0,5946.0,6026.0,5892.0,,,,,,,,,,,,,,,,,
2016-03-14,,,,,,,,,,,5750.0,,,5882.0,,6044.0,6028.0,,,,,,,,,,,,,,,,,
2016-03-15,,,,,,,,,,,5724.0,,,5850.0,,6010.0,5996.0,,,,,,,,,,,,,,,,,
2016-03-16,,,,,,,,,,,5720.0,,,5858.0,5966.0,,6000.0,,,,,,,,,,,,,,,,,
2016-03-17,,,,,,,,,,,5730.0,5792.0,,5858.0,,,6004.0,,,,,,,,,,,,,,,,,
2016-03-18,,,,,,,,,,,5816.0,5880.0,,5978.0,5792.0,,6122.0,6184.0,,,,,,,,,,,,,,,,
2016-03-21,,,,,,,,,,,5814.0,5868.0,,5972.0,,6096.0,6116.0,6268.0,,,,,,,,,,,,,,,,
2016-03-22,,,,,,,,,,,5864.0,5952.0,,6026.0,,6106.0,6174.0,,,,,,,,,,,,,,,,,
2016-03-23,,,,,,,,,,,5878.0,,5912.0,6012.0,,,6156.0,6376.0,,,,,,,,,,,,,,,,
2016-03-24,,,,,,,,,,,5810.0,,,5924.0,,,6072.0,,,,,,,,,,,,,,,,,
2016-03-25,,,,,,,,,,,5806.0,,,5912.0,6012.0,,6040.0,,,,,,,,,,,,,,,,,
2016-03-28,,,,,,,,,,,5852.0,,,5980.0,5954.0,6136.0,6130.0,,,,,,,,,,,,,,,,,
2016-03-29,,,,,,,,,,,5876.0,,,5984.0,6032.0,6084.0,6142.0,,,,,,,,,,,,,,,,,
2016-03-30,,,,,,,,,,,5880.0,,,5972.0,,,6120.0,,,,,,,,,,,,,,,,,
2016-03-31,,,,,,,,,,,5876.0,5996.0,,5976.0,,,6126.0,,,,,,,,,,,,,,,,,
2016-04-01,,,,,,,,,,,5900.0,5990.0,,6006.0,6086.0,6136.0,6152.0,,,,,,,,,,,,,,,,,
2016-04-05,,,,,,,,,,,6016.0,,,6116.0,,,6264.0,,,,,,,,,,,,,,,,,
2016-04-06,,,,,,,,,,,5950.0,5902.0,,6044.0,6136.0,,6194.0,,,,,,,,,,,,,,,,,
2016-04-07,,,,,,,,,,,5940.0,6014.0,,6034.0,6168.0,,6180.0,,,,,,,,,,,,,,,,,
2016-04-08,,,,,,,,,,,5914.0,,,6012.0,,,6158.0,,,,,,,,,,,,,,,,,
2016-04-11,,,,,,,,,,,5942.0,,,6024.0,,6140.0,6174.0,,,,,,,,,,,,,,,,,
2016-04-12,,,,,,,,,,,5950.0,,,6030.0,,6156.0,6170.0,,,,,,,,,,,,,,,,,
2016-04-13,,,,,,,,,,,6000.0,6040.0,,6062.0,6240.0,6194.0,6214.0,,,,,,,,,,,,,,,,,
2016-04-14,,,,,,,,,,,6056.0,,,6118.0,6200.0,6234.0,6264.0,,,,,,,,,,,,,,,,,
2016-04-15,,,,,,,,,,,6084.0,,,6120.0,,6214.0,6268.0,,,,,,,,,,,,,,,,,
2016-04-18,,,,,,,,,,,6050.0,,,6078.0,6210.0,,6230.0,,,,,,,,,,,,,,,,,
2016-04-19,,,,,,,,,,,6130.0,,,6156.0,6240.0,,6312.0,,,,,,,,,,,,,,,,,
2016-04-20,,,,,,,,,,,6188.0,6216.0,,6202.0,6428.0,6394.0,6356.0,,,,,,,,,,,,,,,,,
2016-04-21,,,,,,,,,,,6250.0,6422.0,6240.0,6242.0,6330.0,,6398.0,6610.0,,,,,,,,,,,,,,,,
2016-04-22,,,,,,,,,,,6276.0,6220.0,6274.0,6252.0,6384.0,,6414.0,6552.0,,,,,,,,,,,,,,,,
2016-04-25,,,,,,,,,,,6282.0,,,6238.0,6402.0,,6388.0,,,,,,,,,,,,,,,,,
2016-04-26,,,,,,,,,,,6280.0,6250.0,6380.0,6250.0,,6200.0,6408.0,,,,,,,,,,,,,,,,,
2016-04-27,,,,,,,,,,,6290.0,6348.0,6292.0,6278.0,6302.0,6392.0,6436.0,,,,,,,,,,,,,,,,,
2016-04-28,,,,,,,,,,,6152.0,,6124.0,6136.0,,6376.0,6302.0,,,,,,,,,,,,,,,,,
2016-04-29,,,,,,,,,,,6136.0,6220.0,6048.0,6136.0,,,6306.0,,,,,,,,,,,,,,,,,
2016-05-03,,,,,,,,,,,6050.0,6260.0,6044.0,6082.0,,,6244.0,,,,,,,,,,,,,,,,,
2016-05-04,,,,,,,,,,,6148.0,6122.0,,6094.0,,,6262.0,,,,,,,,,,,,,,,,,
2016-05-05,,,,,,,,,,,6210.0,,,6156.0,,,6326.0,,,,,,,,,,,,,,,,,
2016-05-06,,,,,,,,,,,6152.0,,6062.0,6044.0,,,6214.0,,,,,,,,,,,,,,,,,
2016-05-09,,,,,,,,,,,6200.0,,,6108.0,,,6272.0,,,,,,,,,,,,,,,,,
2016-05-10,,,,,,,,,,,,,6140.0,6122.0,,,6294.0,,,,,,,,,,,,,,,,,
2016-05-11,,,,,,,,,,,,,,6200.0,,,6372.0,,,,,,,,,,,,,,,,,
2016-05-12,,,,,,,,,,,,,,6238.0,,,6414.0,,,,,,,,,,,,,,,,,
2016-05-13,,,,,,,,,,,6000.0,6030.0,,6044.0,,6232.0,6202.0,6278.0,,,,,,,,,,,,,,,,
2016-05-16,,,,,,,,,,,,,,5938.0,,6132.0,6118.0,6290.0,,,,,,,,,,,,,,,,
2016-05-17,,,,,,,,,,,,6040.0,,5998.0,,6182.0,6176.0,,6182.0,,,,,,,,,,,,,,,
2016-05-18,,,,,,,,,,,,6052.0,,5924.0,,6222.0,6102.0,6224.0,6132.0,,,,,,,,,,,,,,,
2016-05-19,,,,,,,,,,,,,,5902.0,,,6078.0,,6128.0,,,,,,,,,,,,,,,
2016-05-20,,,,,,,,,,,,,,5814.0,,,5990.0,6096.0,6028.0,,,,,,,,,,,,,,,
2016-05-23,,,,,,,,,,,,,,5680.0,,5900.0,5850.0,,5918.0,,,,,,,,,,,,,,,
2016-05-24,,,,,,,,,,,,,5738.0,5712.0,5780.0,5972.0,5880.0,,5940.0,,,,,,,,,,,,,,,
2016-05-25,,,,,,,,,,,,,,5782.0,5876.0,,5958.0,,6008.0,,,,,,,,,,,,,,,
2016-05-26,,,,,,,,,,,,,,5862.0,5960.0,,6028.0,,6072.0,,,,,,,,,,,,,,,
2016-05-27,,,,,,,,,,,,,,5832.0,,,5994.0,,6038.0,,,,,,,,,,,,,,,
2016-05-30,,,,,,,,,,,,,,5862.0,,,6000.0,,6086.0,,,,,,,,,,,,,,,
2016-05-31,,,,,,,,,,,,,,5888.0,,,6050.0,,6122.0,,,,,,,,,,,,,,,
2016-06-01,,,,,,,,,,,,,,5886.0,,,6040.0,,6132.0,,,,,,,,,,,,,,,
2016-06-02,,,,,,,,,,,,,,5866.0,6004.0,,6024.0,,6090.0,,,,,,,,,,,,,,,
2016-06-03,,,,,,,,,,,,,,6022.0,6084.0,,6166.0,,6222.0,,,,,,,,,,,,,,,
2016-06-06,,,,,,,,,,,,,,6070.0,,,6196.0,6290.0,6238.0,,,,,,,,,,,,,,,
2016-06-07,,,,,,,,,,,,,,6106.0,,,6242.0,,6298.0,,,,,,,,,,,,,,,
2016-06-08,,,,,,,,,,,,,6090.0,6138.0,,,6272.0,,6320.0,,,,,,,,,,,,,,,
2016-06-13,,,,,,,,,,,,,,6122.0,6256.0,,6264.0,,6322.0,,,,,,,,,,,,,,,
2016-06-14,,,,,,,,,,,,,6156.0,6038.0,,,6190.0,6324.0,6242.0,,,,,,,,,,,,,,,
2016-06-15,,,,,,,,,,,,,,5996.0,,6170.0,6156.0,,6210.0,,,,,,,,,,,,,,,
2016-06-16,,,,,,,,,,,,,,5902.0,,,6062.0,,6130.0,,,,,,,,,,,,,,,
2016-06-17,,,,,,,,,,,,5922.0,,5828.0,5974.0,6036.0,5998.0,,6070.0,,,,,,,,,,,,,,,
2016-06-20,,,,,,,,,,,,,,5906.0,,,6072.0,,6150.0,,,,,,,,,,,,,,,
2016-06-21,,,,,,,,,,,,,5962.0,5914.0,,6080.0,6082.0,,6156.0,,,,,,,,,,,,,,,
2016-06-22,,,,,,,,,,,,,,5916.0,,,6080.0,,6148.0,,,,,,,,,,,,,,,
2016-06-23,,,,,,,,,,,,5818.0,,5958.0,,,6118.0,6220.0,6168.0,,,,,,,,,,,,,,,
2016-06-24,,,,,,,,,,,,6048.0,,5898.0,6000.0,,6044.0,6070.0,6110.0,,,,,,,,,,,,,,,
2016-06-27,,,,,,,,,,,,6000.0,5990.0,5888.0,5962.0,,6034.0,6198.0,6094.0,,,,,,,,,,,,,,,
2016-06-28,,,,,,,,,,,,,,6012.0,6134.0,6196.0,6148.0,6254.0,6204.0,,,,,,,,,,,,,,,
2016-06-29,,,,,,,,,,,,,,6036.0,,,6178.0,,6238.0,,,,,,,,,,,,,,,
2016-06-30,,,,,,,,,,,,,6128.0,6042.0,,,6188.0,,6244.0,,,,,,,,,,,,,,,
2016-07-01,,,,,,,,,,,,,,6136.0,,6296.0,6276.0,6344.0,6320.0,,,,,,,,,,,,,,,
2016-07-04,,,,,,,,,,,,,,6230.0,,,6380.0,,6410.0,,,,,,,,,,,,,,,
2016-07-05,,,,,,,,,,,,,,6126.0,6302.0,,6286.0,,6356.0,,,,,,,,,,,,,,,
2016-07-06,,,,,,,,,,,,,,6098.0,6338.0,,6246.0,,6336.0,,,,,,,,,,,,,,,
2016-07-07,,,,,,,,,,,,,,5926.0,6070.0,6134.0,6060.0,,6138.0,,,,,,,,,,,,,,,
2016-07-08,,,,,,,,,,,,,,5884.0,,6108.0,6028.0,,6102.0,,,,,,,,,,,,,,,
2016-07-11,,,,,,,,,,,,,,5978.0,6100.0,6118.0,6122.0,,6174.0,,,,,,,,,,,,,,,
2016-07-12,,,,,,,,,,,,,,5970.0,6096.0,6208.0,6126.0,,6196.0,,,,,,,,,,,,,,,
2016-07-13,,,,,,,,,,,,,6016.0,5996.0,6226.0,,6154.0,,6212.0,,,,,,,,,,,,,,,
2016-07-14,,,,,,,,,,,,,6032.0,6074.0,6284.0,6348.0,6234.0,,6296.0,,,,,,,,,,,,,,,
2016-07-15,,,,,,,,,,,,,6140.0,6060.0,6192.0,,6222.0,,6288.0,,,,,,,,,,,,,,,
2016-07-18,,,,,,,,,,,,,,6092.0,6188.0,6302.0,6246.0,,6302.0,,,,,,,,,,,,,,,
2016-07-19,,,,,,,,,,,,,,6024.0,6122.0,,6172.0,,6212.0,,,,,,,,,,,,,,,
2016-07-20,,,,,,,,,,,,,6192.0,6036.0,6220.0,,6188.0,6266.0,6238.0,,,,,,,,,,,,,,,
2016-07-21,,,,,,,,,,,,,,6116.0,,,6274.0,6310.0,6304.0,,,,,,,,,,,,,,,
2016-07-22,,,,,,,,,,,,,,6000.0,6240.0,,6148.0,,6196.0,,,,,,,,,,,,,,,
2016-07-25,,,,,,,,,,,,,,5946.0,6070.0,,6084.0,6242.0,6120.0,6184.0,,,,,,,,,,,,,,
2016-07-26,,,,,,,,,,,,,,5900.0,5988.0,,6022.0,,6062.0,,,,,,,,,,,,,,,
2016-07-27,,,,,,,,,,,,,,5948.0,,,6072.0,6140.0,6112.0,6110.0,,,,,,,,,,,,,,
2016-07-28,,,,,,,,,,,,,5970.0,5928.0,,,6054.0,6124.0,6100.0,6168.0,,,,,,,,,,,,,,
2016-07-29,,,,,,,,,,,,,5972.0,5894.0,,,6018.0,,6062.0,,,,,,,,,,,,,,,
2016-08-01,,,,,,,,,,,,,,5930.0,6052.0,6100.0,6044.0,,6080.0,,,,,,,,,,,,,,,
2016-08-02,,,,,,,,,,,,,,5952.0,,6112.0,6072.0,6092.0,6112.0,6222.0,,,,,,,,,,,,,,
2016-08-03,,,,,,,,,,,,,6300.0,5992.0,,,6112.0,6170.0,6130.0,,,,,,,,,,,,,,,
2016-08-04,,,,,,,,,,,,,,6012.0,,,6124.0,6180.0,6162.0,6200.0,,,,,,,,,,,,,,
2016-08-05,,,,,,,,,,,,,,6034.0,,,6134.0,,6170.0,6250.0,,,,,,,,,,,,,,
2016-08-08,,,,,,,,,,,,,,6024.0,6110.0,6132.0,6106.0,,6138.0,,,,,,,,,,,,,,,
2016-08-09,,,,,,,,,,,,,,6118.0,,6252.0,6176.0,6240.0,6224.0,6282.0,,,,,,,,,,,,,,
2016-08-10,,,,,,,,,,,,,,6140.0,6256.0,6270.0,6208.0,,6252.0,,,,,,,,,,,,,,,
2016-08-11,,,,,,,,,,,,,,6086.0,,,6144.0,,6206.0,,,,,,,,,,,,,,,
2016-08-12,,,,,,,,,,,,,,6076.0,,,6140.0,6178.0,6208.0,6238.0,,,,,,,,,,,,,,
2016-08-15,,,,,,,,,,,,,,6102.0,,6322.0,6160.0,,6244.0,,,,,,,,,,,,,,,
2016-08-16,,,,,,,,,,,,,,6254.0,,,6324.0,,6394.0,,,,,,,,,,,,,,,
2016-08-17,,,,,,,,,,,,,,6254.0,6386.0,6446.0,6330.0,6448.0,6388.0,6516.0,,,,,,,,,,,,,,
2016-08-18,,,,,,,,,,,,,,6302.0,,6424.0,6370.0,6450.0,6436.0,,6698.0,,,,,,,,,,,,,
2016-08-19,,,,,,,,,,,,,,6300.0,,,6372.0,6458.0,6414.0,,,,,,,,,,,,,,,
2016-08-22,,,,,,,,,,,,,,6224.0,,,6348.0,6462.0,6432.0,,,,,,,,,,,,,,,
2016-08-23,,,,,,,,,,,,,,6188.0,,6354.0,6320.0,,6404.0,,,,,,,,,,,,,,,
2016-08-24,,,,,,,,,,,,,,6240.0,,6416.0,6384.0,,6452.0,,,,,,,,,,,,,,,
2016-08-25,,,,,,,,,,,,,,6110.0,,,6264.0,,6346.0,,,,,,,,,,,,,,,
2016-08-26,,,,,,,,,,,,,,6092.0,6258.0,,6242.0,6334.0,6318.0,,,,,,,,,,,,,,,
2016-08-29,,,,,,,,,,,,,,6100.0,,,6258.0,6274.0,6330.0,,,,,,,,,,,,,,,
2016-08-30,,,,,,,,,,,,,,6086.0,,,6246.0,,6320.0,6406.0,,,,,,,,,,,,,,
2016-08-31,,,,,,,,,,,,,,5986.0,,,6176.0,,6242.0,,,,,,,,,,,,,,,
2016-09-01,,,,,,,,,,,,,,5990.0,6136.0,6202.0,6152.0,6238.0,6216.0,,6294.0,,,,,,,,,,,,,
2016-09-02,,,,,,,,,,,,,,6000.0,,,6164.0,6256.0,6226.0,,,,,,,,,,,,,,,
2016-09-05,,,,,,,,,,,,,,6022.0,,,6216.0,,6278.0,,,,,,,,,,,,,,,
2016-09-06,,,,,,,,,,,,,,6102.0,,,6258.0,,6322.0,,,,,,,,,,,,,,,
2016-09-07,,,,,,,,,,,,,,6096.0,,,6262.0,,6324.0,,,,,,,,,,,,,,,
2016-09-08,,,,,,,,,,,,,,6114.0,,,6246.0,,6314.0,6314.0,,,,,,,,,,,,,,
2016-09-09,,,,,,,,,,,,,,6076.0,,6350.0,6296.0,6356.0,6364.0,6398.0,,,,,,,,,,,,,,
2016-09-12,,,,,,,,,,,,,,6044.0,,6268.0,6220.0,,6294.0,6356.0,,,,,,,,,,,,,,
2016-09-13,,,,,,,,,,,,,,5988.0,,,6186.0,,6262.0,,,,,,,,,,,,,,,
2016-09-14,,,,,,,,,,,,,,,,,6098.0,,6168.0,6236.0,,,,,,,,,,,,,,
2016-09-19,,,,,,,,,,,,,,,,,6150.0,,6214.0,6230.0,,6290.0,,,,,,,,,,,,
2016-09-20,,,,,,,,,,,,,,,,,6224.0,,6284.0,6388.0,,6302.0,,,,,,,,,,,,
2016-09-21,,,,,,,,,,,,,,,,,6330.0,,6388.0,,,6426.0,,,,,,,,,,,,
2016-09-22,,,,,,,,,,,,,,,,,6326.0,6400.0,6380.0,6576.0,,6424.0,,,,,,,,,,,,
2016-09-23,,,,,,,,,,,,,,,,,6360.0,,6410.0,,,6450.0,,,,,,,,,,,,
2016-09-26,,,,,,,,,,,,,,,,6336.0,6352.0,,6402.0,,,6432.0,,,,,,,,,,,,
2016-09-27,,,,,,,,,,,,,,,,6402.0,6342.0,,6376.0,,,6428.0,,,,,,,,,,,,
2016-09-28,,,,,,,,,,,,,,,,,6294.0,,6334.0,,,6382.0,,,,,,,,,,,,
2016-09-29,,,,,,,,,,,,,,,,,6272.0,6316.0,6312.0,,,6362.0,,,,,,,,,,,,
2016-09-30,,,,,,,,,,,,,,,,,6250.0,6280.0,6314.0,,,6388.0,,,,,,,,,,,,
2016-10-10,,,,,,,,,,,,,,,,,6262.0,6286.0,6312.0,,,6386.0,,,,,,,,,,,,
2016-10-11,,,,,,,,,,,,,,,,,6316.0,6486.0,6392.0,,,6456.0,,,,,,,,,,,,
2016-10-12,,,,,,,,,,,,,,,,6428.0,6362.0,,6460.0,,,6516.0,,,,,,,,,,,,
2016-10-13,,,,,,,,,,,,,,,,,6302.0,6480.0,6406.0,,6502.0,6440.0,,,,,,,,,,,,
2016-10-14,,,,,,,,,,,,,,,,,6238.0,6382.0,6340.0,,,6380.0,,,,,,,,,,,,
2016-10-17,,,,,,,,,,,,,,,,,6376.0,6618.0,6478.0,6628.0,,6504.0,,,,,,,,,,,,
2016-10-18,,,,,,,,,,,,,,,6444.0,6462.0,6566.0,,6656.0,,,6620.0,,,,,,,,,,,,
2016-10-19,,,,,,,,,,,,,,,,6460.0,6514.0,,6612.0,6626.0,,6646.0,,,,,,,,,,,,
2016-10-20,,,,,,,,,,,,,,,,6594.0,6630.0,,6726.0,,,6750.0,,,,,,,,,,,,
2016-10-21,,,,,,,,,,,,,,,,6580.0,6516.0,6556.0,6634.0,,,6678.0,,,,,,,,,,,,
2016-10-24,,,,,,,,,,,,,,,6412.0,6616.0,6546.0,6654.0,6652.0,,6792.0,6702.0,,,,,,,,,,,,
2016-10-25,,,,,,,,,,,,,,,,,6698.0,,6824.0,6844.0,,6880.0,,,,,,,,,,,,
2016-10-26,,,,,,,,,,,,,,,6698.0,6580.0,6682.0,6820.0,6810.0,,,6868.0,,,,,,,,,,,,
2016-10-27,,,,,,,,,,,,,,,,,6710.0,,6824.0,,6822.0,6880.0,,,,,,,,,,,,
2016-10-28,,,,,,,,,,,,,,,,,6666.0,,6786.0,,,6842.0,,,,,,,,,,,,
2016-10-31,,,,,,,,,,,,,,,,,6656.0,,6784.0,,,6838.0,,,,,,,,,,,,
2016-11-01,,,,,,,,,,,,,,,,,6650.0,6750.0,6770.0,6810.0,,6812.0,,,,,,,,,,,,
2016-11-02,,,,,,,,,,,,,,,,,6578.0,6694.0,6698.0,,,6748.0,,,,,,,,,,,,
2016-11-03,,,,,,,,,,,,,,,,6570.0,6588.0,,6698.0,,,6744.0,,,,,,,,,,,,
2016-11-04,,,,,,,,,,,,,,,,,6562.0,,6680.0,,,6720.0,,,,,,,,,,,,
2016-11-07,,,,,,,,,,,,,,,,,6534.0,,6652.0,,,6690.0,,,,,,,,,,,,
2016-11-08,,,,,,,,,,,,,,,,,6626.0,,6750.0,,,6794.0,,,,,,,,,,,,
2016-11-09,,,,,,,,,,,,,,,,,6614.0,,6732.0,,,6794.0,,,,,,,,,,,,
2016-11-10,,,,,,,,,,,,,,,,,6614.0,,6726.0,,,6788.0,,,,,,,,,,,,
2016-11-11,,,,,,,,,,,,,,,,,6684.0,6838.0,6782.0,,,6834.0,,,,,,,,,,,,
2016-11-14,,,,,,,,,,,,,,,,,6486.0,6560.0,6552.0,6654.0,,6594.0,,,,,,,,,,,,
2016-11-15,,,,,,,,,,,,,,,,,6498.0,6610.0,6570.0,,,6602.0,,,,,,,,,,,,
2016-11-16,,,,,,,,,,,,,,,,,6550.0,6608.0,6620.0,6704.0,,6652.0,,,,,,,,,,,,
2016-11-17,,,,,,,,,,,,,,,,,6602.0,,6678.0,,,6710.0,6700.0,,,,,,,,,,,
2016-11-18,,,,,,,,,,,,,,,,6406.0,6604.0,6658.0,6660.0,6710.0,,6660.0,,,,,,,,,,,,
2016-11-21,,,,,,,,,,,,,,,,,6630.0,,6674.0,,,6682.0,,,,,,,,,,,,
2016-11-22,,,,,,,,,,,,,,,,,6708.0,,6762.0,6822.0,,6774.0,,,,,,,,,,,,
2016-11-23,,,,,,,,,,,,,,,,,6700.0,,6786.0,6868.0,,6806.0,,,,,,,,,,,,
2016-11-24,,,,,,,,,,,,,,,,,6654.0,,6762.0,7086.0,,6792.0,7084.0,,,,,,,,,,,
2016-11-25,,,,,,,,,,,,,,,,,6870.0,6944.0,7024.0,7138.0,,7054.0,,,,,,,,,,,,
2016-11-28,,,,,,,,,,,,,,,,,6922.0,,7084.0,,,7106.0,,,,,,,,,,,,
2016-11-29,,,,,,,,,,,,,,,,,6936.0,,7108.0,7156.0,,7110.0,7162.0,,,,,,,,,,,
2016-11-30,,,,,,,,,,,,,,,,6774.0,6876.0,,7036.0,,,7044.0,7082.0,,,,,,,,,,,
2016-12-01,,,,,,,,,,,,,,,,,6958.0,6782.0,7126.0,,,7136.0,,,,,,,,,,,,
2016-12-02,,,,,,,,,,,,,,,,,6942.0,6988.0,7102.0,7130.0,,7124.0,,,,,,,,,,,,
2016-12-05,,,,,,,,,,,,,,,,,6936.0,6986.0,7110.0,,,7140.0,,,,,,,,,,,,
2016-12-06,,,,,,,,,,,,,,,,,6958.0,7098.0,7148.0,7124.0,,7168.0,,,,,,,,,,,,
2016-12-07,,,,,,,,,,,,,,,,,6970.0,7098.0,7146.0,7232.0,,7160.0,,,,,,,,,,,,
2016-12-08,,,,,,,,,,,,,,,,,6964.0,,7128.0,,7182.0,7144.0,,,,,,,,,,,,
2016-12-09,,,,,,,,,,,,,,,,,6896.0,,7052.0,,,7062.0,,,,,,,,,,,,
2016-12-12,,,,,,,,,,,,,,,,,6886.0,,7074.0,,,7086.0,,,,,,,,,,,,
2016-12-13,,,,,,,,,,,,,,,,,7040.0,,7106.0,,,7112.0,,,,,,,,,,,,
2016-12-14,,,,,,,,,,,,,,,,,7024.0,7072.0,7084.0,,,7092.0,,,,,,,,,,,,
2016-12-15,,,,,,,,,,,,,,,,,6986.0,7016.0,7050.0,,,7060.0,,,,,,,,,,,,
2016-12-16,,,,,,,,,,,,,,,,,7054.0,7064.0,7140.0,7250.0,7144.0,7156.0,,,,,,,,,,,,
2016-12-19,,,,,,,,,,,,,,,,,7046.0,,7150.0,,,7174.0,,,,,,,,,,,,
2016-12-20,,,,,,,,,,,,,,,,,6960.0,,7030.0,7166.0,7170.0,7058.0,,,,,,,,,,,,
2016-12-21,,,,,,,,,,,,,,,,,6960.0,6922.0,7038.0,7110.0,,7068.0,,,,,,,,,,,,
2016-12-22,,,,,,,,,,,,,,,,,6900.0,,6978.0,,,7020.0,,,,,,,,,,,,
2016-12-23,,,,,,,,,,,,,,,,,6750.0,,6858.0,6922.0,,6900.0,,,,,,,,,,,,
2016-12-26,,,,,,,,,,,,,,,,,6650.0,,6786.0,,,6834.0,,6782.0,,,,,,,,,,
2016-12-27,,,,,,,,,,,,,,,,,6700.0,,6854.0,,,6900.0,6958.0,,,,,,,,,,,
