,TF1503.CFE,TF1506.CFE,TF1509.CFE,TF1512.CFE,TF1603.CFE,TF1606.CFE,TF1609.CFE,TF1612.CFE,TF1703.CFE,TF1706.CFE,TF1709.CFE,TF1712.CFE,TF1803.CFE,TF1806.CFE,TF1809.CFE,TF1812.CFE
2016-09-22,,,,,,,,101.445,101.155,100.865,,,,,,
2016-09-23,,,,,,,,101.485,101.195,100.895,,,,,,
2016-09-26,,,,,,,,101.51,101.225,100.935,,,,,,
2016-09-27,,,,,,,,101.525,101.26,100.95,,,,,,
2016-09-28,,,,,,,,101.54,101.255,100.96,,,,,,
2016-09-29,,,,,,,,101.58,101.285,100.985,,,,,,
2016-09-30,,,,,,,,101.595,101.315,101.01,,,,,,
2016-10-10,,,,,,,,101.75,101.375,101.165,,,,,,
2016-10-11,,,,,,,,101.715,101.43,101.15,,,,,,
2016-10-12,,,,,,,,101.65,101.37,101.09,,,,,,
2016-10-13,,,,,,,,101.665,101.39,101.085,,,,,,
2016-10-14,,,,,,,,101.71,101.42,101.135,,,,,,
2016-10-17,,,,,,,,101.76,101.475,101.17,,,,,,
2016-10-18,,,,,,,,101.805,101.54,101.245,,,,,,
2016-10-19,,,,,,,,101.81,101.545,101.27,,,,,,
2016-10-20,,,,,,,,101.98,101.71,101.45,,,,,,
2016-10-21,,,,,,,,102.055,101.78,101.495,,,,,,
2016-10-24,,,,,,,,101.9,101.535,101.275,,,,,,
2016-10-25,,,,,,,,101.78,101.42,101.17,,,,,,
2016-10-26,,,,,,,,101.4,101.16,100.9,,,,,,
2016-10-27,,,,,,,,101.665,101.26,100.97,,,,,,
2016-10-28,,,,,,,,101.795,101.36,101.06,,,,,,
2016-10-31,,,,,,,,101.68,101.27,100.955,,,,,,
2016-11-01,,,,,,,,101.625,101.24,100.93,,,,,,
2016-11-02,,,,,,,,101.71,101.31,100.98,,,,,,
2016-11-03,,,,,,,,101.81,101.405,101.085,,,,,,
2016-11-04,,,,,,,,101.85,101.43,101.1,,,,,,
2016-11-07,,,,,,,,101.76,101.3,100.995,,,,,,
2016-11-08,,,,,,,,101.47,101.205,100.905,,,,,,
2016-11-09,,,,,,,,101.67,101.19,100.9,,,,,,
2016-11-10,,,,,,,,101.515,101.0,100.72,,,,,,
2016-11-11,,,,,,,,101.5,100.86,100.515,,,,,,
2016-11-14,,,,,,,,101.5,100.725,100.4,,,,,,
2016-11-15,,,,,,,,101.4,100.55,100.22,,,,,,
2016-11-16,,,,,,,,101.495,100.62,100.215,,,,,,
2016-11-17,,,,,,,,101.3,100.47,100.06,,,,,,
2016-11-18,,,,,,,,101.2,100.395,100.015,,,,,,
2016-11-21,,,,,,,,101.245,100.425,100.03,,,,,,
2016-11-22,,,,,,,,101.23,100.37,99.995,,,,,,
2016-11-23,,,,,,,,101.225,100.39,100.02,,,,,,
2016-11-24,,,,,,,,101.335,100.545,100.13,,,,,,
2016-11-25,,,,,,,,101.265,100.525,100.115,,,,,,
2016-11-28,,,,,,,,101.235,100.58,100.16,,,,,,
2016-11-29,,,,,,,,100.9,100.065,99.675,,,,,,
2016-11-30,,,,,,,,100.31,99.88,99.315,,,,,,
2016-12-01,,,,,,,,100.9,99.72,99.22,,,,,,
2016-12-02,,,,,,,,100.94,99.705,99.225,,,,,,
2016-12-05,,,,,,,,,99.53,99.11,,,,,,
2016-12-06,,,,,,,,,99.11,98.68,,,,,,
2016-12-07,,,,,,,,,99.27,98.845,,,,,,
2016-12-08,,,,,,,,,99.415,99.03,,,,,,
2016-12-09,,,,,,,,,99.4,99.01,,,,,,
2016-12-12,,,,,,,,,98.995,98.525,98.3,,,,,
2016-12-13,,,,,,,,,98.82,98.35,98.05,,,,,
2016-12-14,,,,,,,,,98.6,98.215,97.9,,,,,
2016-12-15,,,,,,,,,97.56,97.11,96.75,,,,,
2016-12-16,,,,,,,,,97.405,96.9,96.635,,,,,
2016-12-19,,,,,,,,,97.53,96.75,96.48,,,,,
2016-12-20,,,,,,,,,96.89,96.035,95.415,,,,,
2016-12-21,,,,,,,,,98.0,97.2,96.59,,,,,
2016-12-22,,,,,,,,,98.65,98.07,97.585,,,,,
2016-12-23,,,,,,,,,98.745,98.115,97.65,,,,,
2016-12-26,,,,,,,,,98.55,97.92,97.245,,,,,
2016-12-27,,,,,,,,,98.64,97.92,97.445,,,,,
2016-12-28,,,,,,,,,98.59,97.905,97.555,,,,,
2016-12-29,,,,,,,,,98.95,98.245,97.99,,,,,
2016-12-30,,,,,,,,,99.295,98.485,98.0,,,,,
2017-01-03,,,,,,,,,99.22,98.37,97.895,,,,,
2017-01-04,,,,,,,,,99.21,98.245,97.74,,,,,
2017-01-05,,,,,,,,,99.17,98.18,97.695,,,,,
2017-01-06,,,,,,,,,99.35,98.42,97.9,,,,,
2017-01-09,,,,,,,,,99.335,98.42,97.965,,,,,
2017-01-10,,,,,,,,,99.515,98.69,98.135,,,,,
2017-01-11,,,,,,,,,99.34,98.525,98.04,,,,,
2017-01-12,,,,,,,,,99.45,98.6,98.195,,,,,
2017-01-13,,,,,,,,,99.46,98.62,98.17,,,,,
2017-01-16,,,,,,,,,99.14,98.26,97.825,,,,,
2017-01-17,,,,,,,,,98.98,98.08,97.635,,,,,
2017-01-18,,,,,,,,,99.06,98.18,97.625,,,,,
2017-01-19,,,,,,,,,98.965,98.06,97.55,,,,,
2017-01-20,,,,,,,,,99.255,98.315,97.94,,,,,
2017-01-23,,,,,,,,,99.38,98.46,97.875,,,,,
2017-01-24,,,,,,,,,99.055,98.09,97.525,,,,,
2017-01-25,,,,,,,,,98.8,97.795,97.1,,,,,
2017-01-26,,,,,,,,,98.835,97.78,97.145,,,,,
2017-02-03,,,,,,,,,98.615,97.155,96.61,,,,,
2017-02-06,,,,,,,,,98.635,97.275,96.705,,,,,
2017-02-07,,,,,,,,,98.615,97.21,96.79,,,,,
2017-02-08,,,,,,,,,99.025,97.605,97.06,,,,,
2017-02-09,,,,,,,,,99.18,97.94,97.24,,,,,
2017-02-10,,,,,,,,,99.18,97.955,97.285,,,,,
2017-02-13,,,,,,,,,99.325,97.98,97.305,,,,,
2017-02-14,,,,,,,,,99.25,98.03,97.315,,,,,
2017-02-15,,,,,,,,,99.07,97.97,97.29,,,,,
2017-02-16,,,,,,,,,99.33,98.095,97.425,,,,,
2017-02-17,,,,,,,,,99.61,98.38,97.595,,,,,
2017-02-20,,,,,,,,,99.7,98.535,97.75,,,,,
2017-02-21,,,,,,,,,99.73,98.47,97.705,,,,,
2017-02-22,,,,,,,,,99.725,98.31,97.64,,,,,
2017-02-23,,,,,,,,,99.9,98.7,97.905,,,,,
2017-02-24,,,,,,,,,99.875,98.65,97.95,,,,,
2017-02-27,,,,,,,,,100.02,98.705,98.0,,,,,
2017-02-28,,,,,,,,,100.295,98.665,97.97,,,,,
2017-03-01,,,,,,,,,,98.5,97.835,,,,,
2017-03-02,,,,,,,,,100.0,98.425,97.74,,,,,
2017-03-03,,,,,,,,,,98.4,97.695,,,,,
2017-03-06,,,,,,,,,,98.33,97.635,,,,,
2017-03-07,,,,,,,,,,98.295,97.625,,,,,
2017-03-08,,,,,,,,,,98.14,97.43,,,,,
2017-03-09,,,,,,,,,,98.03,97.305,,,,,
2017-03-10,,,,,,,,,,97.995,97.295,,,,,
2017-03-13,,,,,,,,,,98.005,97.275,96.035,,,,
2017-03-14,,,,,,,,,,98.43,97.68,97.095,,,,
2017-03-15,,,,,,,,,,98.455,97.7,,,,,
2017-03-16,,,,,,,,,,98.695,97.815,97.21,,,,
2017-03-17,,,,,,,,,,98.765,97.995,97.43,,,,
2017-03-20,,,,,,,,,,98.705,97.895,97.385,,,,
2017-03-21,,,,,,,,,,98.6,97.91,97.355,,,,
2017-03-22,,,,,,,,,,98.8,98.185,97.65,,,,
2017-03-23,,,,,,,,,,98.735,98.145,97.65,,,,
2017-03-24,,,,,,,,,,98.845,98.33,97.845,,,,
2017-03-27,,,,,,,,,,99.2,98.695,97.875,,,,
2017-03-28,,,,,,,,,,99.175,98.63,98.125,,,,
2017-03-29,,,,,,,,,,99.06,98.51,98.065,,,,
2017-03-30,,,,,,,,,,99.015,98.435,97.965,,,,
2017-03-31,,,,,,,,,,99.04,98.41,97.97,,,,
2017-04-05,,,,,,,,,,98.955,98.38,97.83,,,,
2017-04-06,,,,,,,,,,98.99,98.43,97.92,,,,
2017-04-07,,,,,,,,,,99.135,98.55,97.895,,,,
2017-04-10,,,,,,,,,,99.045,98.5,98.005,,,,
2017-04-11,,,,,,,,,,99.005,98.455,97.88,,,,
2017-04-12,,,,,,,,,,98.965,98.44,97.92,,,,
2017-04-13,,,,,,,,,,98.85,98.29,97.775,,,,
2017-04-14,,,,,,,,,,98.795,98.315,97.9,,,,
2017-04-17,,,,,,,,,,98.52,98.045,97.7,,,,
2017-04-18,,,,,,,,,,98.4,97.93,97.585,,,,
2017-04-19,,,,,,,,,,98.57,97.995,97.61,,,,
2017-04-20,,,,,,,,,,98.53,98.0,97.595,,,,
2017-04-21,,,,,,,,,,98.365,97.9,97.575,,,,
2017-04-24,,,,,,,,,,98.03,97.63,97.22,,,,
2017-04-25,,,,,,,,,,98.13,97.725,97.485,,,,
2017-04-26,,,,,,,,,,98.305,97.87,97.56,,,,
2017-04-27,,,,,,,,,,98.325,97.925,97.56,,,,
2017-04-28,,,,,,,,,,98.24,97.9,97.575,,,,
2017-05-02,,,,,,,,,,98.165,97.84,97.545,,,,
2017-05-03,,,,,,,,,,98.005,97.695,97.47,,,,
2017-05-04,,,,,,,,,,97.755,97.6,97.29,,,,
2017-05-05,,,,,,,,,,97.635,97.44,97.21,,,,
2017-05-08,,,,,,,,,,97.41,97.215,97.04,,,,
2017-05-09,,,,,,,,,,97.35,97.155,96.865,,,,
2017-05-10,,,,,,,,,,96.875,96.795,96.68,,,,
2017-05-11,,,,,,,,,,96.925,96.95,96.73,,,,
2017-05-12,,,,,,,,,,96.94,97.06,96.975,,,,
2017-05-15,,,,,,,,,,97.105,97.285,97.195,,,,
2017-05-16,,,,,,,,,,96.9,97.2,97.16,,,,
2017-05-17,,,,,,,,,,96.835,97.125,97.125,,,,
2017-05-18,,,,,,,,,,97.025,97.31,97.325,,,,
2017-05-19,,,,,,,,,,96.845,97.1,97.125,,,,
2017-05-22,,,,,,,,,,96.665,96.88,96.965,,,,
2017-05-23,,,,,,,,,,96.65,96.85,96.91,,,,
2017-05-24,,,,,,,,,,96.765,96.99,97.075,,,,
2017-05-25,,,,,,,,,,96.83,97.19,97.285,,,,
2017-05-26,,,,,,,,,,96.81,97.125,97.19,,,,
2017-05-31,,,,,,,,,,96.905,97.155,97.325,,,,
2017-06-01,,,,,,,,,,96.425,97.44,97.38,,,,
2017-06-02,,,,,,,,,,,97.5,97.4,,,,
2017-06-05,,,,,,,,,,97.4,97.655,97.57,,,,
2017-06-06,,,,,,,,,,97.4,97.645,97.57,,,,
2017-06-07,,,,,,,,,,97.2,97.41,97.4,,,,
2017-06-08,,,,,,,,,,97.2,97.455,97.435,,,,
2017-06-09,,,,,,,,,,97.25,97.455,97.465,,,,
2017-06-12,,,,,,,,,,,97.625,97.65,,,,
2017-06-13,,,,,,,,,,,97.79,97.765,,,,
2017-06-14,,,,,,,,,,,97.72,97.695,,,,
2017-06-15,,,,,,,,,,,97.825,97.81,97.855,,,
2017-06-16,,,,,,,,,,,97.79,97.785,97.78,,,
2017-06-19,,,,,,,,,,,97.94,97.87,,,,
2017-06-20,,,,,,,,,,,98.155,98.11,,,,
2017-06-21,,,,,,,,,,,97.965,98.0,,,,
2017-06-22,,,,,,,,,,,97.78,97.815,,,,
2017-06-23,,,,,,,,,,,97.865,97.895,97.9,,,
2017-06-26,,,,,,,,,,,97.985,98.03,97.5,,,
2017-06-27,,,,,,,,,,,98.07,98.095,97.97,,,
2017-06-28,,,,,,,,,,,98.065,98.085,97.98,,,
2017-06-29,,,,,,,,,,,98.015,98.035,98.055,,,
2017-06-30,,,,,,,,,,,97.92,97.96,97.98,,,
2017-07-03,,,,,,,,,,,97.78,97.835,,,,
2017-07-04,,,,,,,,,,,97.725,97.79,,,,
2017-07-05,,,,,,,,,,,97.785,97.81,97.855,,,
2017-07-06,,,,,,,,,,,97.95,97.97,,,,
2017-07-07,,,,,,,,,,,97.965,97.97,,,,
2017-07-10,,,,,,,,,,,97.895,97.915,,,,
2017-07-11,,,,,,,,,,,97.87,97.93,97.905,,,
2017-07-12,,,,,,,,,,,97.84,97.9,97.885,,,
2017-07-13,,,,,,,,,,,97.88,97.94,,,,
2017-07-14,,,,,,,,,,,97.78,97.95,98.02,,,
2017-07-17,,,,,,,,,,,97.775,98.045,98.215,,,
2017-07-18,,,,,,,,,,,97.57,97.86,97.895,,,
2017-07-19,,,,,,,,,,,97.645,97.9,97.94,,,
2017-07-20,,,,,,,,,,,97.66,97.9,,,,
2017-07-21,,,,,,,,,,,97.69,97.915,,,,
2017-07-24,,,,,,,,,,,97.715,97.93,,,,
2017-07-25,,,,,,,,,,,97.625,97.515,,,,
2017-07-26,,,,,,,,,,,97.495,97.725,,,,
2017-07-27,,,,,,,,,,,97.4,97.62,97.695,,,
2017-07-28,,,,,,,,,,,97.435,97.685,,,,
2017-07-31,,,,,,,,,,,97.3,97.56,,,,
2017-08-01,,,,,,,,,,,97.16,97.425,97.555,,,
2017-08-02,,,,,,,,,,,97.23,97.495,,,,
2017-08-03,,,,,,,,,,,97.225,97.465,97.66,,,
2017-08-04,,,,,,,,,,,97.285,97.49,97.33,,,
2017-08-07,,,,,,,,,,,97.13,97.255,97.44,,,
2017-08-08,,,,,,,,,,,97.105,97.21,97.41,,,
2017-08-09,,,,,,,,,,,97.015,97.21,97.385,,,
2017-08-10,,,,,,,,,,,97.07,97.25,97.455,,,
2017-08-11,,,,,,,,,,,97.215,97.375,97.595,,,
2017-08-14,,,,,,,,,,,97.23,97.41,97.01,,,
2017-08-15,,,,,,,,,,,97.315,97.565,97.68,,,
2017-08-16,,,,,,,,,,,97.275,97.52,,,,
2017-08-17,,,,,,,,,,,97.27,97.47,97.615,,,
2017-08-18,,,,,,,,,,,97.315,97.53,97.715,,,
2017-08-21,,,,,,,,,,,97.195,97.435,97.605,,,
2017-08-22,,,,,,,,,,,97.145,97.41,97.56,,,
2017-08-23,,,,,,,,,,,97.22,97.5,97.65,,,
2017-08-24,,,,,,,,,,,97.215,97.435,97.62,,,
2017-08-25,,,,,,,,,,,97.23,97.425,97.53,,,
2017-08-28,,,,,,,,,,,97.18,97.35,97.48,,,
2017-08-29,,,,,,,,,,,97.105,97.32,97.5,,,
2017-08-30,,,,,,,,,,,97.06,97.385,97.55,,,
2017-08-31,,,,,,,,,,,97.155,97.455,97.555,,,
2017-09-01,,,,,,,,,,,97.32,97.49,,,,
2017-09-04,,,,,,,,,,,97.21,97.46,97.57,,,
2017-09-05,,,,,,,,,,,,97.34,97.215,,,
2017-09-06,,,,,,,,,,,,97.35,97.405,,,
2017-09-07,,,,,,,,,,,,97.45,97.57,,,
2017-09-08,,,,,,,,,,,,97.635,97.775,,,
2017-09-11,,,,,,,,,,,,97.62,97.715,,,
2017-09-12,,,,,,,,,,,,97.57,97.695,,,
2017-09-13,,,,,,,,,,,,97.505,97.655,,,
2017-09-14,,,,,,,,,,,,97.53,97.76,,,
2017-09-15,,,,,,,,,,,,97.65,97.8,,,
2017-09-18,,,,,,,,,,,,97.48,97.63,,,
2017-09-19,,,,,,,,,,,,97.495,97.695,,,
2017-09-20,,,,,,,,,,,,97.49,97.675,,,
2017-09-21,,,,,,,,,,,,97.34,97.455,,,
2017-09-22,,,,,,,,,,,,97.46,97.66,,,
2017-09-25,,,,,,,,,,,,97.575,97.745,,,
2017-09-26,,,,,,,,,,,,97.59,97.805,,,
2017-09-27,,,,,,,,,,,,97.555,97.75,,,
2017-09-28,,,,,,,,,,,,97.635,97.88,,,
2017-09-29,,,,,,,,,,,,97.62,97.89,,,
2017-10-09,,,,,,,,,,,,97.46,97.715,,,
2017-10-10,,,,,,,,,,,,97.435,97.69,,,
2017-10-11,,,,,,,,,,,,97.38,97.675,,,
2017-10-12,,,,,,,,,,,,97.23,97.55,,,
2017-10-13,,,,,,,,,,,,97.235,97.535,,,
2017-10-16,,,,,,,,,,,,96.97,97.305,98.065,,
2017-10-17,,,,,,,,,,,,96.71,96.945,97.485,,
2017-10-18,,,,,,,,,,,,96.73,97.015,,,
2017-10-19,,,,,,,,,,,,96.88,97.145,97.535,,
2017-10-20,,,,,,,,,,,,96.95,97.22,97.465,,
2017-10-23,,,,,,,,,,,,96.85,97.14,96.43,,
2017-10-24,,,,,,,,,,,,96.945,97.21,,,
2017-10-25,,,,,,,,,,,,96.63,96.915,,,
2017-10-26,,,,,,,,,,,,96.455,96.76,,,
2017-10-27,,,,,,,,,,,,96.35,96.66,,,
2017-10-30,,,,,,,,,,,,95.75,96.0,96.165,,
2017-10-31,,,,,,,,,,,,95.935,96.24,,,
2017-11-01,,,,,,,,,,,,96.065,96.365,,,
2017-11-02,,,,,,,,,,,,96.06,96.155,,,
2017-11-03,,,,,,,,,,,,95.95,96.16,,,
2017-11-06,,,,,,,,,,,,96.035,96.25,96.105,,
2017-11-07,,,,,,,,,,,,95.88,96.14,,,
2017-11-08,,,,,,,,,,,,95.825,96.105,,,
2017-11-09,,,,,,,,,,,,95.985,96.29,96.385,,
2017-11-10,,,,,,,,,,,,95.91,96.175,,,
2017-11-13,,,,,,,,,,,,95.65,95.925,,,
2017-11-14,,,,,,,,,,,,95.57,95.835,95.615,,
2017-11-15,,,,,,,,,,,,95.845,96.14,,,
2017-11-16,,,,,,,,,,,,96.01,96.32,,,
2017-11-17,,,,,,,,,,,,95.995,96.32,96.46,,
2017-11-20,,,,,,,,,,,,95.2,96.19,96.415,,
2017-11-21,,,,,,,,,,,,95.76,96.11,96.635,,
2017-11-22,,,,,,,,,,,,95.615,95.935,,,
2017-11-23,,,,,,,,,,,,95.61,95.97,,,
2017-11-24,,,,,,,,,,,,95.67,96.065,,,
2017-11-27,,,,,,,,,,,,95.725,96.12,96.425,,
2017-11-28,,,,,,,,,,,,95.695,96.11,,,
2017-11-29,,,,,,,,,,,,95.645,96.05,96.175,,
2017-11-30,,,,,,,,,,,,96.365,96.375,,,
2017-12-01,,,,,,,,,,,,,96.455,,,
2017-12-04,,,,,,,,,,,,,96.4,96.71,,
2017-12-05,,,,,,,,,,,,,96.445,96.65,,
2017-12-06,,,,,,,,,,,,,96.43,96.705,,
2017-12-07,,,,,,,,,,,,,96.42,96.78,,
2017-12-08,,,,,,,,,,,,,96.25,96.565,,
2017-12-11,,,,,,,,,,,,,96.155,96.465,95.875,
2017-12-12,,,,,,,,,,,,,96.06,96.45,,
2017-12-13,,,,,,,,,,,,,96.075,96.445,96.6,
2017-12-14,,,,,,,,,,,,,96.21,96.64,,
2017-12-15,,,,,,,,,,,,,96.29,96.72,,
2017-12-18,,,,,,,,,,,,,96.37,96.665,97.61,
2017-12-19,,,,,,,,,,,,,96.36,96.725,97.005,
2017-12-20,,,,,,,,,,,,,96.32,96.69,,
2017-12-21,,,,,,,,,,,,,96.34,96.665,,
2017-12-22,,,,,,,,,,,,,96.425,96.725,,
2017-12-25,,,,,,,,,,,,,96.54,96.84,,
2017-12-26,,,,,,,,,,,,,96.45,96.81,,
2017-12-27,,,,,,,,,,,,,96.43,96.74,,
2017-12-28,,,,,,,,,,,,,96.49,96.795,,
2017-12-29,,,,,,,,,,,,,96.38,96.675,96.535,
2018-01-02,,,,,,,,,,,,,96.255,96.585,,
2018-01-03,,,,,,,,,,,,,96.25,96.565,,
2018-01-04,,,,,,,,,,,,,96.095,96.45,96.605,
2018-01-05,,,,,,,,,,,,,96.21,96.5,,
2018-01-08,,,,,,,,,,,,,96.195,96.47,96.555,
2018-01-09,,,,,,,,,,,,,96.355,96.645,,
2018-01-10,,,,,,,,,,,,,96.195,96.475,,
2018-01-11,,,,,,,,,,,,,95.985,96.295,,
2018-01-12,,,,,,,,,,,,,96.05,96.35,96.695,
2018-01-15,,,,,,,,,,,,,95.885,96.195,96.4,
2018-01-16,,,,,,,,,,,,,95.935,96.205,96.42,
2018-01-17,,,,,,,,,,,,,95.805,96.08,96.405,
2018-01-18,,,,,,,,,,,,,95.64,95.86,96.395,
2018-01-19,,,,,,,,,,,,,95.57,95.765,,
2018-01-22,,,,,,,,,,,,,95.58,95.78,,
2018-01-23,,,,,,,,,,,,,95.785,95.89,,
2018-01-24,,,,,,,,,,,,,95.815,95.94,96.525,
2018-01-25,,,,,,,,,,,,,95.705,95.885,,
2018-01-26,,,,,,,,,,,,,95.92,96.005,,
2018-01-29,,,,,,,,,,,,,95.87,95.975,,
2018-01-30,,,,,,,,,,,,,95.865,96.02,,
2018-01-31,,,,,,,,,,,,,95.865,96.03,,
2018-02-01,,,,,,,,,,,,,95.89,96.03,96.3,
2018-02-02,,,,,,,,,,,,,95.94,95.995,96.275,
2018-02-05,,,,,,,,,,,,,95.805,95.855,96.17,
2018-02-06,,,,,,,,,,,,,95.975,96.025,,
2018-02-07,,,,,,,,,,,,,95.92,96.01,,
2018-02-08,,,,,,,,,,,,,95.855,95.98,96.185,
2018-02-09,,,,,,,,,,,,,95.845,95.82,96.01,
2018-02-12,,,,,,,,,,,,,96.005,95.98,96.12,
2018-02-13,,,,,,,,,,,,,96.05,96.04,96.235,
2018-02-14,,,,,,,,,,,,,96.0,95.995,,
2018-02-22,,,,,,,,,,,,,95.855,95.835,95.86,
2018-02-23,,,,,,,,,,,,,95.905,95.88,96.025,
2018-02-26,,,,,,,,,,,,,96.075,95.935,96.115,
2018-02-27,,,,,,,,,,,,,96.28,96.19,96.33,
2018-02-28,,,,,,,,,,,,,96.455,96.36,96.45,
2018-03-01,,,,,,,,,,,,,96.675,96.41,96.485,
2018-03-02,,,,,,,,,,,,,96.645,96.385,96.46,
2018-03-05,,,,,,,,,,,,,,96.31,96.4,
2018-03-06,,,,,,,,,,,,,96.5,96.36,96.455,
2018-03-07,,,,,,,,,,,,,96.6,96.485,96.575,
2018-03-08,,,,,,,,,,,,,96.35,96.485,96.58,
2018-03-09,,,,,,,,,,,,,96.735,96.455,96.505,
2018-03-12,,,,,,,,,,,,,,96.545,96.605,
2018-03-13,,,,,,,,,,,,,,96.43,96.53,
2018-03-14,,,,,,,,,,,,,,96.38,96.47,
2018-03-15,,,,,,,,,,,,,,96.435,96.515,
2018-03-16,,,,,,,,,,,,,,96.475,96.575,
2018-03-19,,,,,,,,,,,,,,96.445,96.515,
2018-03-20,,,,,,,,,,,,,,96.515,96.58,96.835
2018-03-21,,,,,,,,,,,,,,96.635,96.665,96.765
2018-03-22,,,,,,,,,,,,,,96.63,96.685,
2018-03-23,,,,,,,,,,,,,,96.95,96.995,
2018-03-26,,,,,,,,,,,,,,96.925,96.95,97.75
2018-03-27,,,,,,,,,,,,,,96.86,96.9,
2018-03-28,,,,,,,,,,,,,,96.97,97.03,97.215
2018-03-29,,,,,,,,,,,,,,96.87,96.91,
2018-03-30,,,,,,,,,,,,,,96.905,96.955,
2018-04-02,,,,,,,,,,,,,,96.775,96.855,
2018-04-03,,,,,,,,,,,,,,96.755,96.795,
2018-04-04,,,,,,,,,,,,,,96.795,96.865,
2018-04-09,,,,,,,,,,,,,,96.88,96.985,
2018-04-10,,,,,,,,,,,,,,96.775,96.83,
2018-04-11,,,,,,,,,,,,,,96.69,96.75,
2018-04-12,,,,,,,,,,,,,,96.84,96.875,
2018-04-13,,,,,,,,,,,,,,96.915,96.95,
2018-04-16,,,,,,,,,,,,,,97.035,97.11,97.45
2018-04-17,,,,,,,,,,,,,,97.285,97.21,97.3
2018-04-18,,,,,,,,,,,,,,97.88,97.66,97.755
2018-04-19,,,,,,,,,,,,,,97.895,97.8,97.85
2018-04-20,,,,,,,,,,,,,,97.855,97.755,97.78
2018-04-23,,,,,,,,,,,,,,97.765,97.735,97.75
2018-04-24,,,,,,,,,,,,,,97.82,97.785,97.88
2018-04-25,,,,,,,,,,,,,,97.81,97.77,
2018-04-26,,,,,,,,,,,,,,97.785,97.74,
