,CF1501.CZC,CF1503.CZC,CF1505.CZC,CF1507.CZC,CF1509.CZC,CF1511.CZC,CF1601.CZC,CF1603.CZC,CF1605.CZC,CF607.CZC,CF609.CZC,CF611.CZC,CF701.CZC,CF703.CZC,CF705.CZC,CF707.CZC,CF709.CZC,CF711.CZC,CF801.CZC,CF803.CZC,CF805.CZC,CF807.CZC,CF809.CZC,CF811.CZC,CF901.CZC,CF903.CZC
2016-08-30,,,,,,,,,,,13185.0,13595.0,13790.0,13800.0,13830.0,13880.0,,,,,,,,,,
2016-08-31,,,,,,,,,,,12970.0,13380.0,13545.0,13645.0,13555.0,,,,,,,,,,,
2016-09-01,,,,,,,,,,,12900.0,13295.0,13450.0,13590.0,13455.0,13655.0,,,,,,,,,,
2016-09-02,,,,,,,,,,,13100.0,13485.0,13650.0,13670.0,13660.0,13670.0,,,,,,,,,,
2016-09-05,,,,,,,,,,,13245.0,13605.0,13790.0,13845.0,13775.0,13890.0,,,,,,,,,,
2016-09-06,,,,,,,,,,,13235.0,13580.0,13775.0,13840.0,13755.0,14025.0,,,,,,,,,,
2016-09-07,,,,,,,,,,,13460.0,13800.0,14030.0,14100.0,14010.0,14085.0,,,,,,,,,,
2016-09-08,,,,,,,,,,,13480.0,13750.0,13980.0,14045.0,13980.0,14050.0,,,,,,,,,,
2016-09-09,,,,,,,,,,,13520.0,13840.0,14025.0,14080.0,14025.0,,,,,,,,,,,
2016-09-12,,,,,,,,,,,13400.0,13725.0,13860.0,13925.0,13920.0,13940.0,,,,,,,,,,
2016-09-13,,,,,,,,,,,13450.0,13705.0,13815.0,13865.0,13880.0,13975.0,,,,,,,,,,
2016-09-14,,,,,,,,,,,13500.0,13810.0,13955.0,14010.0,14045.0,,,,,,,,,,,
2016-09-19,,,,,,,,,,,,14190.0,14265.0,14395.0,14360.0,14445.0,14610.0,,,,,,,,,
2016-09-20,,,,,,,,,,,,14425.0,14655.0,14725.0,14785.0,14850.0,14890.0,,,,,,,,,
2016-09-21,,,,,,,,,,,,14650.0,14795.0,14860.0,14915.0,,14945.0,,,,,,,,,
2016-09-22,,,,,,,,,,,,14700.0,14820.0,14885.0,14905.0,,14980.0,,,,,,,,,
2016-09-23,,,,,,,,,,,,14625.0,14755.0,14850.0,14850.0,14930.0,14960.0,,,,,,,,,
2016-09-26,,,,,,,,,,,,14685.0,14880.0,15010.0,14945.0,15010.0,15055.0,,,,,,,,,
2016-09-27,,,,,,,,,,,,15220.0,15355.0,15350.0,15355.0,15450.0,15450.0,,,,,,,,,
2016-09-28,,,,,,,,,,,,15165.0,15195.0,15230.0,15195.0,15330.0,15310.0,,,,,,,,,
2016-09-29,,,,,,,,,,,,15015.0,15010.0,15100.0,15045.0,15155.0,15165.0,,,,,,,,,
2016-09-30,,,,,,,,,,,,15005.0,14970.0,15000.0,15000.0,15100.0,15135.0,,,,,,,,,
2016-10-10,,,,,,,,,,,,15250.0,15440.0,15435.0,15310.0,15435.0,15435.0,,,,,,,,,
2016-10-11,,,,,,,,,,,,15310.0,15330.0,15350.0,15175.0,15250.0,15295.0,,,,,,,,,
2016-10-12,,,,,,,,,,,,15195.0,15185.0,15335.0,15040.0,15210.0,15150.0,,,,,,,,,
2016-10-13,,,,,,,,,,,,14990.0,14920.0,14925.0,14790.0,15005.0,14910.0,,,,,,,,,
2016-10-14,,,,,,,,,,,,14895.0,14890.0,14980.0,14735.0,,14850.0,,,,,,,,,
2016-10-17,,,,,,,,,,,,15035.0,15020.0,15075.0,14850.0,14975.0,14990.0,,,,,,,,,
2016-10-18,,,,,,,,,,,,14900.0,14985.0,14950.0,14900.0,15040.0,15000.0,,,,,,,,,
2016-10-19,,,,,,,,,,,,14785.0,14805.0,14800.0,14760.0,14850.0,14860.0,,,,,,,,,
2016-10-20,,,,,,,,,,,,14720.0,14745.0,14750.0,14705.0,14970.0,14805.0,,,,,,,,,
2016-10-21,,,,,,,,,,,,14750.0,14795.0,14800.0,14730.0,,14815.0,,,,,,,,,
2016-10-24,,,,,,,,,,,,14680.0,14730.0,14750.0,14650.0,,14720.0,,,,,,,,,
2016-10-25,,,,,,,,,,,,14700.0,14750.0,14805.0,14640.0,14950.0,14735.0,,,,,,,,,
2016-10-26,,,,,,,,,,,,14830.0,14850.0,14830.0,14720.0,14890.0,14795.0,,,,,,,,,
2016-10-27,,,,,,,,,,,,14845.0,14885.0,14820.0,14780.0,15230.0,14850.0,,,,,,,,,
2016-10-28,,,,,,,,,,,,14980.0,15085.0,15090.0,15005.0,,15075.0,,,,,,,,,
2016-10-31,,,,,,,,,,,,14955.0,15135.0,15120.0,15045.0,15320.0,15125.0,,,,,,,,,
2016-11-01,,,,,,,,,,,,15055.0,15120.0,15115.0,15020.0,15265.0,15085.0,,,,,,,,,
2016-11-02,,,,,,,,,,,,14900.0,14915.0,14910.0,14845.0,,14935.0,,,,,,,,,
2016-11-03,,,,,,,,,,,,14930.0,14930.0,14930.0,14865.0,14960.0,14950.0,,,,,,,,,
2016-11-04,,,,,,,,,,,,14945.0,15120.0,15100.0,15005.0,,15080.0,,,,,,,,,
2016-11-07,,,,,,,,,,,,15085.0,15180.0,15200.0,15060.0,15225.0,15145.0,,,,,,,,,
2016-11-08,,,,,,,,,,,,15050.0,15100.0,15100.0,15050.0,15185.0,15125.0,,,,,,,,,
2016-11-09,,,,,,,,,,,,15065.0,15230.0,15235.0,15160.0,15300.0,15225.0,,,,,,,,,
2016-11-10,,,,,,,,,,,,15365.0,15280.0,15300.0,15170.0,15340.0,15300.0,,,,,,,,,
2016-11-11,,,,,,,,,,,,15250.0,15575.0,15645.0,15520.0,16010.0,15590.0,,,,,,,,,
2016-11-14,,,,,,,,,,,,14670.0,14775.0,15150.0,15150.0,15270.0,15225.0,,,,,,,,,
2016-11-15,,,,,,,,,,,,,15210.0,15255.0,15225.0,15450.0,15330.0,15290.0,,,,,,,,
2016-11-16,,,,,,,,,,,,,15325.0,15625.0,15330.0,15725.0,15445.0,15630.0,,,,,,,,
2016-11-17,,,,,,,,,,,,,15825.0,15890.0,15875.0,15935.0,15965.0,,,,,,,,,
2016-11-18,,,,,,,,,,,,,15765.0,15685.0,15800.0,,15895.0,,,,,,,,,
2016-11-21,,,,,,,,,,,,,15890.0,15810.0,15910.0,16525.0,16040.0,16545.0,,,,,,,,
2016-11-22,,,,,,,,,,,,,16100.0,16130.0,16100.0,16360.0,16200.0,16370.0,,,,,,,,
2016-11-23,,,,,,,,,,,,,15970.0,15950.0,16035.0,16220.0,16185.0,,,,,,,,,
2016-11-24,,,,,,,,,,,,,15985.0,15955.0,16020.0,16225.0,16220.0,,,,,,,,,
2016-11-25,,,,,,,,,,,,,15530.0,15630.0,15650.0,15805.0,15980.0,16255.0,,,,,,,,
2016-11-28,,,,,,,,,,,,,15615.0,15730.0,15780.0,16020.0,16100.0,,,,,,,,,
2016-11-29,,,,,,,,,,,,,15750.0,15865.0,15950.0,16160.0,16255.0,16295.0,,,,,,,,
2016-11-30,,,,,,,,,,,,,15570.0,15670.0,15730.0,15910.0,16050.0,16105.0,,,,,,,,
2016-12-01,,,,,,,,,,,,,15655.0,15780.0,15880.0,,16190.0,,,,,,,,,
2016-12-02,,,,,,,,,,,,,15490.0,15560.0,15585.0,15815.0,15910.0,16070.0,,,,,,,,
2016-12-05,,,,,,,,,,,,,15550.0,15650.0,15630.0,15820.0,15950.0,16130.0,,,,,,,,
2016-12-06,,,,,,,,,,,,,15550.0,15680.0,15670.0,16000.0,15955.0,,,,,,,,,
2016-12-07,,,,,,,,,,,,,15585.0,15700.0,15750.0,15915.0,16005.0,16135.0,,,,,,,,
2016-12-08,,,,,,,,,,,,,15530.0,15620.0,15690.0,,15945.0,,,,,,,,,
2016-12-09,,,,,,,,,,,,,15450.0,15600.0,15625.0,15760.0,15865.0,15810.0,,,,,,,,
2016-12-12,,,,,,,,,,,,,15490.0,15600.0,15665.0,15895.0,15880.0,15865.0,,,,,,,,
2016-12-13,,,,,,,,,,,,,15585.0,15835.0,15825.0,,16020.0,15905.0,,,,,,,,
2016-12-14,,,,,,,,,,,,,15530.0,15690.0,15745.0,15905.0,15980.0,15900.0,,,,,,,,
2016-12-15,,,,,,,,,,,,,15530.0,15650.0,15720.0,15890.0,15955.0,15945.0,,,,,,,,
2016-12-16,,,,,,,,,,,,,15515.0,15630.0,15715.0,15930.0,15990.0,16010.0,,,,,,,,
2016-12-19,,,,,,,,,,,,,15250.0,15355.0,15425.0,15710.0,15720.0,15810.0,,,,,,,,
2016-12-20,,,,,,,,,,,,,14755.0,14770.0,14820.0,,15140.0,15425.0,,,,,,,,
2016-12-21,,,,,,,,,,,,,14820.0,14865.0,14900.0,,15190.0,15360.0,,,,,,,,
2016-12-22,,,,,,,,,,,,,15100.0,15005.0,15090.0,15250.0,15350.0,15480.0,,,,,,,,
2016-12-23,,,,,,,,,,,,,15010.0,14960.0,15020.0,15150.0,15285.0,,,,,,,,,
2016-12-26,,,,,,,,,,,,,14685.0,14580.0,14605.0,14725.0,14870.0,15090.0,,,,,,,,
2016-12-27,,,,,,,,,,,,,14760.0,14650.0,14720.0,,15005.0,15180.0,,,,,,,,
2016-12-28,,,,,,,,,,,,,14770.0,14695.0,14725.0,15190.0,15000.0,15150.0,,,,,,,,
2016-12-29,,,,,,,,,,,,,14800.0,14700.0,14760.0,14955.0,15030.0,15250.0,,,,,,,,
2016-12-30,,,,,,,,,,,,,14785.0,14780.0,14830.0,14960.0,15110.0,,,,,,,,,
2017-01-03,,,,,,,,,,,,,14895.0,14945.0,14990.0,15175.0,15295.0,15555.0,,,,,,,,
2017-01-04,,,,,,,,,,,,,14900.0,14850.0,14885.0,15055.0,15165.0,,,,,,,,,
2017-01-05,,,,,,,,,,,,,14945.0,15000.0,15075.0,15330.0,15355.0,,,,,,,,,
2017-01-06,,,,,,,,,,,,,14980.0,15035.0,15140.0,15290.0,15415.0,,,,,,,,,
2017-01-09,,,,,,,,,,,,,15000.0,15035.0,15120.0,15285.0,15415.0,15550.0,,,,,,,,
2017-01-10,,,,,,,,,,,,,14995.0,15090.0,15215.0,15395.0,15485.0,15660.0,,,,,,,,
2017-01-11,,,,,,,,,,,,,15070.0,15170.0,15280.0,15450.0,15560.0,15555.0,,,,,,,,
2017-01-12,,,,,,,,,,,,,15090.0,15195.0,15285.0,,15570.0,15600.0,,,,,,,,
2017-01-13,,,,,,,,,,,,,14860.0,14910.0,15010.0,,15305.0,15500.0,,,,,,,,
2017-01-16,,,,,,,,,,,,,14900.0,14975.0,15030.0,,15325.0,15465.0,,,,,,,,
2017-01-17,,,,,,,,,,,,,,15035.0,15030.0,,15320.0,15485.0,15410.0,,,,,,,
2017-01-18,,,,,,,,,,,,,,14845.0,14925.0,,15250.0,15330.0,15360.0,,,,,,,
2017-01-19,,,,,,,,,,,,,,14990.0,15060.0,15340.0,15370.0,15535.0,15480.0,,,,,,,
2017-01-20,,,,,,,,,,,,,,15145.0,15170.0,15395.0,15470.0,,15575.0,,,,,,,
2017-01-23,,,,,,,,,,,,,,15040.0,15170.0,15450.0,15490.0,15550.0,15595.0,,,,,,,
2017-01-24,,,,,,,,,,,,,,15365.0,15510.0,15720.0,15805.0,15740.0,15915.0,,,,,,,
2017-01-25,,,,,,,,,,,,,,15400.0,15555.0,15680.0,15870.0,16040.0,15980.0,,,,,,,
2017-01-26,,,,,,,,,,,,,,15490.0,15565.0,15665.0,15900.0,,16020.0,,,,,,,
2017-02-03,,,,,,,,,,,,,,15585.0,15780.0,15885.0,16115.0,16130.0,16240.0,,,,,,,
2017-02-06,,,,,,,,,,,,,,15760.0,15855.0,16005.0,16170.0,16330.0,16370.0,,,,,,,
2017-02-07,,,,,,,,,,,,,,15680.0,15865.0,15955.0,16190.0,16225.0,16335.0,,,,,,,
2017-02-08,,,,,,,,,,,,,,15610.0,15800.0,15900.0,16140.0,16210.0,16270.0,,,,,,,
2017-02-09,,,,,,,,,,,,,,15630.0,15815.0,15895.0,16170.0,16210.0,16360.0,,,,,,,
2017-02-10,,,,,,,,,,,,,,15635.0,15755.0,15905.0,16100.0,16305.0,16330.0,,,,,,,
2017-02-13,,,,,,,,,,,,,,15715.0,15845.0,16025.0,16195.0,,16410.0,,,,,,,
2017-02-14,,,,,,,,,,,,,,15690.0,15840.0,15945.0,16210.0,16305.0,16425.0,,,,,,,
2017-02-15,,,,,,,,,,,,,,15600.0,15785.0,15960.0,16170.0,16250.0,16400.0,,,,,,,
2017-02-16,,,,,,,,,,,,,,15520.0,15605.0,15820.0,15945.0,16135.0,15805.0,,,,,,,
2017-02-17,,,,,,,,,,,,,,15310.0,15490.0,15640.0,15880.0,15985.0,16165.0,,,,,,,
2017-02-20,,,,,,,,,,,,,,15280.0,15430.0,15590.0,15835.0,15890.0,16135.0,,,,,,,
2017-02-21,,,,,,,,,,,,,,15425.0,15570.0,15735.0,15960.0,16060.0,16290.0,,,,,,,
2017-02-22,,,,,,,,,,,,,,15300.0,15460.0,15615.0,15870.0,15905.0,16175.0,,,,,,,
2017-02-23,,,,,,,,,,,,,,15330.0,15450.0,15630.0,15860.0,15940.0,16155.0,,,,,,,
2017-02-24,,,,,,,,,,,,,,15355.0,15480.0,15630.0,15895.0,15950.0,16190.0,,,,,,,
2017-02-27,,,,,,,,,,,,,,15600.0,15780.0,15950.0,16170.0,16200.0,16480.0,,,,,,,
2017-02-28,,,,,,,,,,,,,,15640.0,15800.0,16000.0,16210.0,16250.0,16525.0,,,,,,,
2017-03-01,,,,,,,,,,,,,,14990.0,15850.0,,16260.0,16320.0,16575.0,,,,,,,
2017-03-02,,,,,,,,,,,,,,15735.0,15880.0,16025.0,16320.0,16350.0,16605.0,,,,,,,
2017-03-03,,,,,,,,,,,,,,15590.0,15660.0,15800.0,16115.0,16250.0,16465.0,,,,,,,
2017-03-06,,,,,,,,,,,,,,15780.0,15900.0,16230.0,16325.0,16390.0,16630.0,,,,,,,
2017-03-07,,,,,,,,,,,,,,16040.0,16235.0,16490.0,16645.0,16610.0,16840.0,,,,,,,
2017-03-08,,,,,,,,,,,,,,15510.0,15680.0,15830.0,16125.0,16150.0,16415.0,,,,,,,
2017-03-09,,,,,,,,,,,,,,15430.0,15555.0,15880.0,16005.0,15950.0,16195.0,,,,,,,
2017-03-10,,,,,,,,,,,,,,15200.0,15285.0,15720.0,15755.0,15800.0,16000.0,,,,,,,
2017-03-13,,,,,,,,,,,,,,15225.0,15425.0,,15900.0,15900.0,16105.0,,,,,,,
2017-03-14,,,,,,,,,,,,,,15250.0,15235.0,15445.0,15760.0,15835.0,16070.0,,,,,,,
2017-03-15,,,,,,,,,,,,,,,15170.0,15380.0,15685.0,15750.0,15990.0,16220.0,,,,,,
2017-03-16,,,,,,,,,,,,,,,15215.0,15410.0,15740.0,15840.0,16075.0,,,,,,,
2017-03-17,,,,,,,,,,,,,,,15115.0,15275.0,15655.0,15750.0,16030.0,,,,,,,
2017-03-20,,,,,,,,,,,,,,,15140.0,15295.0,15660.0,15770.0,16040.0,16135.0,,,,,,
2017-03-21,,,,,,,,,,,,,,,14990.0,15120.0,15505.0,15630.0,15895.0,,,,,,,
2017-03-22,,,,,,,,,,,,,,,14855.0,15025.0,15365.0,15475.0,15790.0,,,,,,,
2017-03-23,,,,,,,,,,,,,,,15000.0,15185.0,15515.0,15635.0,15885.0,,,,,,,
2017-03-24,,,,,,,,,,,,,,,15165.0,15375.0,15705.0,15800.0,16100.0,,,,,,,
2017-03-27,,,,,,,,,,,,,,,14950.0,15160.0,15495.0,15650.0,15900.0,,,,,,,
2017-03-28,,,,,,,,,,,,,,,14960.0,15130.0,15500.0,15630.0,15920.0,,,,,,,
2017-03-29,,,,,,,,,,,,,,,14925.0,15135.0,15455.0,15620.0,15890.0,,,,,,,
2017-03-30,,,,,,,,,,,,,,,14730.0,14935.0,15235.0,15390.0,15675.0,15950.0,,,,,,
2017-03-31,,,,,,,,,,,,,,,14755.0,15100.0,15260.0,15375.0,15690.0,,,,,,,
2017-04-05,,,,,,,,,,,,,,,14645.0,15000.0,15150.0,15420.0,15605.0,,,,,,,
2017-04-06,,,,,,,,,,,,,,,14790.0,15015.0,15300.0,15375.0,15675.0,15420.0,,,,,,
2017-04-07,,,,,,,,,,,,,,,14780.0,15030.0,15280.0,15380.0,15675.0,16150.0,,,,,,
2017-04-10,,,,,,,,,,,,,,,14910.0,15105.0,15420.0,15485.0,15770.0,15995.0,,,,,,
2017-04-11,,,,,,,,,,,,,,,15060.0,15260.0,15585.0,15625.0,15920.0,16070.0,,,,,,
2017-04-12,,,,,,,,,,,,,,,14910.0,15095.0,15415.0,15480.0,15785.0,16150.0,,,,,,
2017-04-13,,,,,,,,,,,,,,,15085.0,15300.0,15610.0,15710.0,15950.0,16180.0,,,,,,
2017-04-14,,,,,,,,,,,,,,,15085.0,15235.0,15600.0,15655.0,15920.0,15840.0,,,,,,
2017-04-17,,,,,,,,,,,,,,,15100.0,15275.0,15630.0,15685.0,15980.0,16040.0,,,,,,
2017-04-18,,,,,,,,,,,,,,,15120.0,15315.0,15645.0,15775.0,15985.0,16155.0,,,,,,
2017-04-19,,,,,,,,,,,,,,,15190.0,15350.0,15720.0,15735.0,16025.0,16235.0,,,,,,
2017-04-20,,,,,,,,,,,,,,,15355.0,15485.0,15850.0,15855.0,16140.0,16205.0,,,,,,
2017-04-21,,,,,,,,,,,,,,,15460.0,15615.0,15950.0,15955.0,16220.0,16325.0,,,,,,
2017-04-24,,,,,,,,,,,,,,,15420.0,15590.0,15915.0,15870.0,16120.0,16215.0,,,,,,
2017-04-25,,,,,,,,,,,,,,,15295.0,15425.0,15795.0,15770.0,16030.0,16170.0,,,,,,
2017-04-26,,,,,,,,,,,,,,,15250.0,15375.0,15735.0,15735.0,15975.0,16200.0,,,,,,
2017-04-27,,,,,,,,,,,,,,,15455.0,15660.0,16015.0,15985.0,16225.0,,,,,,,
2017-04-28,,,,,,,,,,,,,,,15315.0,15470.0,15820.0,15760.0,16030.0,16075.0,,,,,,
2017-05-02,,,,,,,,,,,,,,,15420.0,15560.0,15910.0,15845.0,16125.0,,,,,,,
2017-05-03,,,,,,,,,,,,,,,15410.0,15525.0,15875.0,15820.0,16095.0,16275.0,,,,,,
2017-05-04,,,,,,,,,,,,,,,15520.0,15670.0,16005.0,15970.0,16200.0,16150.0,,,,,,
2017-05-05,,,,,,,,,,,,,,,15325.0,15460.0,15810.0,15795.0,16030.0,16110.0,,,,,,
2017-05-08,,,,,,,,,,,,,,,14970.0,15125.0,15450.0,15430.0,15710.0,15900.0,,,,,,
2017-05-09,,,,,,,,,,,,,,,14985.0,15195.0,15455.0,15460.0,15705.0,15785.0,,,,,,
2017-05-10,,,,,,,,,,,,,,,14950.0,15100.0,15390.0,15385.0,15655.0,15740.0,,,,,,
2017-05-11,,,,,,,,,,,,,,,14960.0,15085.0,15380.0,15410.0,15630.0,,,,,,,
2017-05-12,,,,,,,,,,,,,,,15000.0,15160.0,15450.0,15505.0,15700.0,,,,,,,
2017-05-15,,,,,,,,,,,,,,,15235.0,15610.0,15925.0,15840.0,16070.0,,,,,,,
2017-05-16,,,,,,,,,,,,,,,,15720.0,16055.0,15735.0,16045.0,16170.0,16150.0,,,,,
2017-05-17,,,,,,,,,,,,,,,,15675.0,15955.0,15705.0,16000.0,16120.0,16155.0,,,,,
2017-05-18,,,,,,,,,,,,,,,,15435.0,15735.0,15585.0,15885.0,,16085.0,,,,,
2017-05-19,,,,,,,,,,,,,,,,15405.0,15700.0,15630.0,15850.0,,16050.0,,,,,
2017-05-22,,,,,,,,,,,,,,,,15385.0,15675.0,15520.0,15795.0,,15955.0,,,,,
2017-05-23,,,,,,,,,,,,,,,,15370.0,15635.0,15465.0,15740.0,,15900.0,,,,,
2017-05-24,,,,,,,,,,,,,,,,15290.0,15615.0,15445.0,15685.0,,15845.0,,,,,
2017-05-25,,,,,,,,,,,,,,,,15375.0,15700.0,15465.0,15735.0,,15860.0,,,,,
2017-05-26,,,,,,,,,,,,,,,,15335.0,15640.0,15480.0,15710.0,15715.0,15830.0,,,,,
2017-05-31,,,,,,,,,,,,,,,,15135.0,15425.0,15250.0,15485.0,15660.0,15615.0,,,,,
2017-06-01,,,,,,,,,,,,,,,,15000.0,15255.0,15150.0,15365.0,,15500.0,,,,,
2017-06-02,,,,,,,,,,,,,,,,15070.0,15330.0,15240.0,15440.0,,15575.0,,,,,
2017-06-05,,,,,,,,,,,,,,,,14990.0,15195.0,15100.0,15330.0,,15470.0,,,,,
2017-06-06,,,,,,,,,,,,,,,,15035.0,15235.0,15135.0,15360.0,,15520.0,,,,,
2017-06-07,,,,,,,,,,,,,,,,15065.0,15285.0,15180.0,15400.0,,15575.0,,,,,
2017-06-08,,,,,,,,,,,,,,,,15090.0,15335.0,15230.0,15420.0,,15565.0,,,,,
2017-06-09,,,,,,,,,,,,,,,,15230.0,15555.0,15335.0,15585.0,,15720.0,,,,,
2017-06-12,,,,,,,,,,,,,,,,15085.0,15285.0,15105.0,15365.0,,15505.0,,,,,
2017-06-13,,,,,,,,,,,,,,,,14960.0,15180.0,15020.0,15250.0,15555.0,15415.0,,,,,
2017-06-14,,,,,,,,,,,,,,,,14870.0,15065.0,14900.0,15145.0,,15305.0,,,,,
2017-06-15,,,,,,,,,,,,,,,,14910.0,15085.0,14915.0,15160.0,,15285.0,,,,,
2017-06-16,,,,,,,,,,,,,,,,14890.0,15065.0,14850.0,15115.0,,15250.0,,,,,
2017-06-19,,,,,,,,,,,,,,,,14990.0,15055.0,14900.0,15100.0,15360.0,15250.0,,,,,
2017-06-20,,,,,,,,,,,,,,,,14895.0,14985.0,14815.0,15040.0,,15170.0,,,,,
2017-06-21,,,,,,,,,,,,,,,,15030.0,15100.0,14890.0,15090.0,,15225.0,,,,,
2017-06-22,,,,,,,,,,,,,,,,15005.0,15110.0,14875.0,15040.0,15130.0,15150.0,,,,,
2017-06-23,,,,,,,,,,,,,,,,14950.0,15105.0,14875.0,14940.0,,14955.0,,,,,
2017-06-26,,,,,,,,,,,,,,,,15050.0,15220.0,14950.0,14930.0,15090.0,15000.0,,,,,
2017-06-27,,,,,,,,,,,,,,,,14920.0,15115.0,14800.0,14835.0,14950.0,14885.0,,,,,
2017-06-28,,,,,,,,,,,,,,,,14610.0,14840.0,14700.0,14790.0,,14840.0,,,,,
2017-06-29,,,,,,,,,,,,,,,,14585.0,14800.0,14635.0,14705.0,14835.0,14770.0,,,,,
2017-06-30,,,,,,,,,,,,,,,,14630.0,14840.0,14675.0,14730.0,14890.0,14800.0,,,,,
2017-07-03,,,,,,,,,,,,,,,,14550.0,14805.0,14595.0,14720.0,,14770.0,,,,,
2017-07-04,,,,,,,,,,,,,,,,14020.0,14900.0,14665.0,14785.0,,14845.0,,,,,
2017-07-05,,,,,,,,,,,,,,,,14480.0,14735.0,14570.0,14650.0,14900.0,14710.0,,,,,
2017-07-06,,,,,,,,,,,,,,,,14660.0,14845.0,14645.0,14725.0,14765.0,14700.0,,,,,
2017-07-07,,,,,,,,,,,,,,,,14745.0,14915.0,14760.0,14815.0,,14770.0,,,,,
2017-07-10,,,,,,,,,,,,,,,,14725.0,14980.0,14755.0,14840.0,14920.0,14795.0,,,,,
2017-07-11,,,,,,,,,,,,,,,,14610.0,14905.0,14665.0,14755.0,,14720.0,,,,,
2017-07-12,,,,,,,,,,,,,,,,14680.0,14955.0,14720.0,14790.0,,14750.0,,,,,
2017-07-13,,,,,,,,,,,,,,,,14825.0,15105.0,14770.0,14835.0,,14785.0,,,,,
2017-07-14,,,,,,,,,,,,,,,,14700.0,15025.0,14650.0,14675.0,,14650.0,,,,,
2017-07-17,,,,,,,,,,,,,,,,,15225.0,14780.0,14735.0,,14700.0,,,,,
2017-07-18,,,,,,,,,,,,,,,,,15385.0,14950.0,14805.0,14970.0,14765.0,,,,,
2017-07-19,,,,,,,,,,,,,,,,,15435.0,15005.0,15005.0,15145.0,14955.0,,,,,
2017-07-20,,,,,,,,,,,,,,,,,15480.0,15045.0,15055.0,15220.0,15000.0,,,,,
2017-07-21,,,,,,,,,,,,,,,,,15115.0,14885.0,14920.0,15240.0,14860.0,,,,,
2017-07-24,,,,,,,,,,,,,,,,,14995.0,14850.0,14840.0,,14800.0,,,,,
2017-07-25,,,,,,,,,,,,,,,,,14965.0,14845.0,14875.0,15020.0,14855.0,,,,,
2017-07-26,,,,,,,,,,,,,,,,,14855.0,14880.0,14860.0,14915.0,14850.0,,,,,
2017-07-27,,,,,,,,,,,,,,,,,14820.0,14850.0,14805.0,14995.0,14805.0,,,,,
2017-07-28,,,,,,,,,,,,,,,,,14560.0,14695.0,14695.0,,14705.0,,,,,
2017-07-31,,,,,,,,,,,,,,,,,14570.0,14690.0,14700.0,14795.0,14705.0,,,,,
2017-08-01,,,,,,,,,,,,,,,,,14635.0,14795.0,14760.0,15015.0,14790.0,,,,,
2017-08-02,,,,,,,,,,,,,,,,,14720.0,14830.0,14905.0,,14900.0,,,,,
2017-08-03,,,,,,,,,,,,,,,,,14930.0,14965.0,15010.0,,15000.0,15030.0,,,,
2017-08-04,,,,,,,,,,,,,,,,,14965.0,14955.0,14965.0,,14950.0,,,,,
2017-08-07,,,,,,,,,,,,,,,,,14825.0,14810.0,14860.0,,14840.0,14970.0,,,,
2017-08-08,,,,,,,,,,,,,,,,,14980.0,15010.0,15065.0,,15055.0,15350.0,,,,
2017-08-09,,,,,,,,,,,,,,,,,14965.0,15165.0,15120.0,,15105.0,,,,,
2017-08-10,,,,,,,,,,,,,,,,,15060.0,15195.0,15270.0,,15250.0,,,,,
2017-08-11,,,,,,,,,,,,,,,,,15010.0,14955.0,15030.0,,15080.0,15140.0,,,,
2017-08-14,,,,,,,,,,,,,,,,,15125.0,15210.0,15215.0,,15225.0,15280.0,,,,
2017-08-15,,,,,,,,,,,,,,,,,15250.0,15160.0,15210.0,,15200.0,15260.0,,,,
2017-08-16,,,,,,,,,,,,,,,,,15195.0,15070.0,15130.0,,15095.0,15150.0,,,,
2017-08-17,,,,,,,,,,,,,,,,,15190.0,15060.0,15110.0,,15070.0,15135.0,,,,
2017-08-18,,,,,,,,,,,,,,,,,15205.0,15115.0,15160.0,,15135.0,15215.0,,,,
2017-08-21,,,,,,,,,,,,,,,,,15200.0,15115.0,15160.0,,15120.0,,,,,
2017-08-22,,,,,,,,,,,,,,,,,15270.0,15205.0,15235.0,15485.0,15190.0,,,,,
2017-08-23,,,,,,,,,,,,,,,,,15305.0,14500.0,15280.0,,15210.0,,,,,
2017-08-24,,,,,,,,,,,,,,,,,15265.0,15140.0,15170.0,15215.0,15115.0,,,,,
2017-08-25,,,,,,,,,,,,,,,,,15250.0,15165.0,15200.0,15215.0,15105.0,,,,,
2017-08-28,,,,,,,,,,,,,,,,,15270.0,15175.0,15175.0,,15135.0,,,,,
2017-08-29,,,,,,,,,,,,,,,,,15300.0,15190.0,15255.0,,15235.0,15430.0,,,,
2017-08-30,,,,,,,,,,,,,,,,,15270.0,15120.0,15190.0,,15185.0,,,,,
2017-08-31,,,,,,,,,,,,,,,,,15105.0,15170.0,15210.0,,15210.0,,,,,
2017-09-01,,,,,,,,,,,,,,,,,15215.0,15165.0,15240.0,,15215.0,,,,,
2017-09-04,,,,,,,,,,,,,,,,,15320.0,15280.0,15325.0,,15310.0,15375.0,,,,
2017-09-05,,,,,,,,,,,,,,,,,15595.0,15600.0,15680.0,15840.0,15645.0,15840.0,,,,
2017-09-06,,,,,,,,,,,,,,,,,15415.0,15790.0,15800.0,15920.0,15885.0,15990.0,,,,
2017-09-07,,,,,,,,,,,,,,,,,15700.0,15735.0,15750.0,15825.0,15825.0,15965.0,,,,
2017-09-08,,,,,,,,,,,,,,,,,15480.0,15495.0,15550.0,,15610.0,15830.0,,,,
