,Level,FC,KDJ,Contango,LC,MC,hm_over,hm_up,Seasonal,LastLevel,Pos
ZC,long_1,null,top deviate,15.0,-0.071631933480685708,-0.042816545626775955,h<h60,null,100.0,long_1,5.0
AG,long_1,null,bottom deviate,0.0,-0.0010152717344936515,-0.0033273611466598414,h>h60,h5>h60,71.0,null,2.9
L,long_1,null,null,-3.0,-0.018388185654008501,-0.014886075949367089,h<h60,h5<h60|today,70.0,long_1,2.5
TA,long_1,null,null,4.0,-0.023332148358810242,-0.014877355136864525,h<h60,h5<h60|today,70.0,long_1,3.5
ZN,long_1,null,null,-1.0,-0.042820832534049488,-0.024122386341837714,h<h60,h5<h60|today,69.0,long_1,2.7
AU,long_1,null,death cross,0.0,-0.012293626841825887,-0.010900053257589181,h>h60,h5>h60,65.0,long_1,2.8
IF,long_1,null,null,-0.0,-0.041747806136946064,-0.034133016083241909,h>h60,h5>h60,60.0,long_1,2.7
IH,long_1,null,null,-0.0,-0.059451463186959923,-0.027173402178951842,h>h60,h5>h60,54.0,long_1,2.6
I,long_1,null,null,1.0,-0.047466163046899573,-0.0016367642429965519,h<h60,h5<h60,50.0,long_1,2.7
BU,long_1,null,null,-15.0,-0.029392624728850392,-0.01330441070137389,h>h60,h5>h60,25.0,long_1,0.5
RM,long_2,3_long,bottom deviate,0.0,-0.0035368003525782683,0.011635081533715333,h<h60,h5<h60,75.0,null,2.5
CS,null,null,bottom deviate,6.0,-0.0024578651685393258,-0.0013576779026217654,h>h60,h5>h60|today,100.0,null,0.0
RU,null,3_long,bottom deviate,-15.0,-0.0037609841827768013,0.00021089630931458699,h>h60,h5>h60,82.0,long_2,0.0
NI,null,3_long,null,1.0,-0.0015182496677231367,0.015939065535221349,h<h60,h5<h60|today,77.0,long_1,0.0
FG,null,null,null,4.0,-0.052817541467848228,0.0076119063849125713,h<h60,h5<h60,75.0,long_1,0.0
IC,null,3_long,top deviate,-0.0,-0.003565483757145921,0.0013991585636221389,h<h60,h5<h60,75.0,null,0.0
PP,null,2_long,null,-2.0,-0.038985945907674929,-0.00041418861512315593,h<h60,h5<h60|today,67.0,long_1,0.0
V,null,null,null,-3.0,0.01054550025138265,0.0091251885369532434,h<h60,h5<h60|today,63.0,long_1,0.0
SF,null,null,null,0.0,0.010041841004184072,-0.012552301255230125,h>h60,h5>h60,50.0,short_1,0.0
JM,null,null,null,2.0,-0.016317677756033898,0.040991519895629401,h<h60,h5<h60,25.0,null,0.0
CU,short_1,null,null,0.0,0.010626151012891345,0.011049723756906077,h<h60,h5<h60|today,67.0,long_2,2.2
HC,short_1,null,null,10.0,0.015314843886272449,0.010583464154892679,h<h60,h5<h60,67.0,short_1,0.7
MA,short_1,null,null,12.0,0.032737884683410039,0.040183940573045598,h<h60,h5<h60,67.0,null,0.7
M,short_1,null,bottom deviate,5.0,0.017998063422900001,0.009277414669571599,h<h60,h5<h60|today,65.0,short_1,1.4
RB,short_1,null,null,7.0,0.01252418645558488,0.0061213720316622214,h<h60,null,63.0,short_2,1.2
AL,short_1,null,null,-1.0,0.072451113371764395,0.036034814061263749,h<h60,h5<h60|today,54.0,short_1,2.6
J,short_1,null,null,12.0,0.048575316832525334,0.038721612656289872,h<h60,h5<h60,50.0,short_1,1.0
P,short_1,null,null,-1.0,0.054778755419535807,0.043362662586074949,h<h60,h5<h60,50.0,short_1,2.7
T,short_1,null,null,0.0,0.019531731361675637,0.0083541734623605798,h<h60,h5<h60,50.0,short_1,2.5
JD,short_1,null,null,0.0,0.034949164851125675,0.026702069716775648,h<h60,h5<h60,0.0,short_1,3.5
TF,short_2,null,null,0.0,0.0091854630063734968,0.0033295132920072167,h<h60,h5<h60,75.0,short_2,1.5
