,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,白糖,焦炭,沪铜,白糖,豆一,焦煤,沪银,白糖,沪银,白糖,沪金,豆粕,豆粕
1,淀粉,铁矿石,菜粕,豆粕,沪镍,棉花,白糖,动力煤,聚丙烯,聚丙烯,沪银,天胶,沪银
2,鸡蛋,热卷,白糖,菜粕,玻璃,热卷,热卷,焦煤,豆粕,沪金,白糖,沪金,沪金
3,玉米,玻璃,豆粕,鸡蛋,甲醇,塑料,PVC,棉花,螺纹钢,焦煤,焦煤,沪银,天胶
4,沪金,沪镍,玻璃,豆油,铁矿石,PTA,聚丙烯,菜粕,甲醇,豆油,沥青,豆油,沥青
