,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,沪金,焦煤,焦炭,铁矿石,豆一,聚丙烯,玻璃,沥青,沪金,玉米,沪金,豆粕,豆粕
1,豆油,PVC,焦煤,动力煤,沪镍,沥青,沪镍,聚丙烯,PVC,热卷,豆粕,铁矿石,豆一
2,玉米,鸡蛋,铁矿石,PVC,玻璃,塑料,玉米,沪铜,玻璃,沥青,热卷,天胶,沥青
3,棉花,淀粉,螺纹钢,焦煤,沪锌,焦煤,沪金,塑料,热卷,聚丙烯,玻璃,豆油,豆油
4,棕榈油,焦炭,PVC,螺纹钢,甲醇,螺纹钢,塑料,热卷,沪锌,沪铜,PVC,沥青,天胶
