,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,沪镍,沪镍,沪镍,豆粕,玉米,热卷,焦炭,棕榈油,焦煤,PVC,动力煤,沪铜,玻璃
1,焦炭,沪铜,甲醇,菜粕,塑料,豆一,PVC,焦炭,焦炭,动力煤,焦炭,螺纹钢,沪铜
2,PVC,沪锌,沥青,豆一,焦煤,淀粉,焦煤,PTA,沪银,豆一,螺纹钢,沪铝,菜粕
3,焦煤,沥青,沪银,沪镍,沥青,沪镍,白糖,淀粉,菜粕,PTA,沪铜,沪锌,动力煤
4,铁矿石,玻璃,沪铜,豆油,淀粉,沪锌,豆一,菜粕,白糖,沪铝,甲醇,白糖,白糖
