,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,沪锌,PVC,甲醇,豆一,玉米,甲醇,沪金,豆一,豆粕,沥青,热卷,沪铜,玻璃
1,铁矿石,热卷,菜粕,豆粕,沥青,热卷,铁矿石,沥青,玻璃,甲醇,玻璃,沪锌,豆一
2,焦煤,沥青,鸡蛋,菜粕,淀粉,铁矿石,PTA,沪镍,PTA,豆一,PVC,焦炭,淀粉
3,焦炭,甲醇,PVC,沥青,棉花,螺纹钢,热卷,白糖,沪金,热卷,豆粕,螺纹钢,沪锌
4,沪镍,铁矿石,豆一,PVC,塑料,豆油,玻璃,沪铝,豆油,豆油,豆油,动力煤,动力煤
