,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,玉米,沪锌,沪锌,天胶,沪镍,鸡蛋,鸡蛋,鸡蛋,鸡蛋,鸡蛋,鸡蛋,沪镍,沪镍
1,棉花,焦煤,焦煤,焦炭,甲醇,焦煤,沪锌,焦煤,淀粉,沪金,淀粉,天胶,沥青
2,动力煤,棕榈油,焦炭,动力煤,沪银,棕榈油,淀粉,棕榈油,沪锌,玻璃,棉花,豆粕,天胶
3,淀粉,豆油,棕榈油,铁矿石,动力煤,PVC,动力煤,PVC,豆一,棉花,沪镍,铁矿石,棕榈油
4,白糖,沪铜,铁矿石,焦煤,玻璃,焦炭,沥青,沪锌,甲醇,玉米,玉米,棕榈油,PVC
