,CY801.CZC,CY802.CZC,CY803.CZC,CY804.CZC,CY805.CZC,CY806.CZC,CY807.CZC,CY808.CZC,CY809.CZC,CY810.CZC,CY811.CZC,CY812.CZC,CY901.CZC,CY902.CZC,CY903.CZC
2018-03-26,20.0,,20.0,,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2018-03-27,20.0,,20.0,,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2018-03-28,20.0,,20.0,,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2018-03-29,20.0,,20.0,,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2018-03-30,20.0,,20.0,,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2018-04-02,20.0,,20.0,,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2018-04-03,20.0,,20.0,,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2018-04-04,20.0,,20.0,,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2018-04-09,20.0,,20.0,,5.0,,9.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2018-04-10,20.0,,20.0,,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2018-04-11,20.0,,20.0,,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2018-04-12,20.0,,20.0,,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2018-04-13,20.0,,20.0,,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
2018-04-16,20.0,,20.0,,10.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
