,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,沪镍,沪镍,沪镍,沥青,玉米,沪铜,沪铜,沪镍,焦煤,沥青,沪铜,沪铜,玻璃
1,焦炭,焦炭,沥青,沪镍,塑料,铁矿石,鸡蛋,棉花,PVC,沪镍,玻璃,沪锌,沪锌
2,铁矿石,焦煤,焦炭,动力煤,焦煤,甲醇,PTA,焦炭,白糖,焦炭,铁矿石,沪铝,沪铝
3,焦煤,沪铜,PVC,PTA,沥青,焦炭,豆粕,棕榈油,玻璃,玻璃,鸡蛋,螺纹钢,动力煤
4,沥青,沪银,动力煤,焦炭,淀粉,沪镍,聚丙烯,沪铜,沪铜,玉米,焦炭,PTA,沪铜
