,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,沪金,鸡蛋,天胶,豆一,豆一,沪金,沪镍,螺纹钢,沥青,白糖,动力煤,豆粕,豆粕
1,玉米,天胶,豆一,鸡蛋,沪镍,淀粉,沥青,菜粕,淀粉,菜粕,沪金,沪金,沪银
2,白糖,棕榈油,淀粉,天胶,玻璃,PVC,沪锌,PVC,甲醇,棕榈油,甲醇,沪银,玉米
3,豆油,玉米,铁矿石,沪铜,甲醇,沪锌,甲醇,沪金,沪镍,棉花,沥青,铁矿石,沪金
4,棕榈油,淀粉,玉米,白糖,铁矿石,玻璃,玉米,豆一,菜粕,豆一,淀粉,天胶,PVC
