,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,沪金,天胶,天胶,铁矿石,豆一,沥青,焦煤,沥青,沥青,玉米,沪金,铁矿石,铁矿石
1,沪银,沪铜,热卷,焦炭,沪镍,菜粕,焦炭,焦煤,焦煤,螺纹钢,玉米,豆粕,豆粕
2,白糖,沪镍,螺纹钢,螺纹钢,玻璃,铁矿石,白糖,玉米,淀粉,沪铜,豆粕,天胶,沥青
3,淀粉,塑料,玻璃,天胶,沪锌,焦炭,棉花,沪铜,沪铜,沪锌,淀粉,豆油,天胶
4,沪铝,焦炭,焦炭,热卷,甲醇,玉米,热卷,动力煤,棉花,沥青,玻璃,沥青,豆油
