,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,棉花,玻璃,焦炭,菜粕,豆一,焦炭,焦煤,焦炭,甲醇,白糖,沪金,豆粕,豆粕
1,鸡蛋,豆一,鸡蛋,鸡蛋,沪镍,豆一,焦炭,豆一,沪金,棕榈油,沪银,天胶,沪银
2,白糖,菜粕,淀粉,豆粕,玻璃,棕榈油,沪锌,棕榈油,PVC,沪锌,焦煤,沪金,天胶
3,棕榈油,淀粉,玉米,白糖,甲醇,沪金,菜粕,沪锌,热卷,豆油,白糖,沪银,沪金
4,沪银,豆粕,PVC,焦炭,铁矿石,甲醇,沪金,沪铜,菜粕,沪金,甲醇,豆油,玉米
