,振幅,1日收益,5日收益,20日收益,成交量变化,日多头持仓占比变化,日空头持仓占比变化,周多头持仓占比变化,周空头持仓占比变化,月多头持仓占比变化,月空头持仓占比变化,1日资金流向,1日资金流向变化率
0,沪金,白糖,天胶,天胶,聚丙烯,沪银,鸡蛋,鸡蛋,鸡蛋,鸡蛋,鸡蛋,沪铜,玻璃
1,玉米,棕榈油,焦煤,铁矿石,天胶,PVC,热卷,棕榈油,沪铝,焦煤,淀粉,沪铝,热卷
2,沪银,沪镍,沪锌,焦煤,塑料,棕榈油,焦煤,塑料,沪锌,沪金,沪镍,沪镍,沪铝
3,淀粉,天胶,棕榈油,焦炭,PVC,豆粕,沪铝,聚丙烯,沪银,棕榈油,沪铜,铁矿石,沪铜
4,聚丙烯,玻璃,铁矿石,玻璃,沪金,豆油,甲醇,PVC,甲醇,玻璃,玉米,焦煤,沪镍
